https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WOO,Volume USDT
1663459200,2022-09-18 00:00:00,WOO/USDT,0.15081,0.15081,0.14854,0.14889,180707.02189524,26956.9498052462086
1663372800,2022-09-17 00:00:00,WOO/USDT,0.14596,0.15158,0.14588,0.15052,2298093.29357956,342667.7024946319858
1663286400,2022-09-16 00:00:00,WOO/USDT,0.14184,0.14679,0.14034,0.14617,2750193.56148868,395164.3171027971908
1663200000,2022-09-15 00:00:00,WOO/USDT,0.14849,0.14974,0.14,0.14172,5436707.42862473,783133.8184536178576
1663113600,2022-09-14 00:00:00,WOO/USDT,0.14788,0.15122,0.14258,0.14875,3910379.58735844,579200.6650423247472
1663027200,2022-09-13 00:00:00,WOO/USDT,0.16669,0.17374,0.14635,0.14782,7843583.27117188,1251349.7059541545224
1662940800,2022-09-12 00:00:00,WOO/USDT,0.16471,0.17069,0.15882,0.16659,5302155.58954568,873949.3058610506694
1662854400,2022-09-11 00:00:00,WOO/USDT,0.16323,0.16906,0.16066,0.16456,3691433.09583136,606886.9060319719291
1662768000,2022-09-10 00:00:00,WOO/USDT,0.16271,0.1675,0.16148,0.16304,3028315.42756733,496255.2647215146283
1662681600,2022-09-09 00:00:00,WOO/USDT,0.15355,0.1682,0.15321,0.16261,4688228.14012274,759708.5278276729982
1662595200,2022-09-08 00:00:00,WOO/USDT,0.15154,0.15476,0.14829,0.15345,3472894.42028315,526716.5367982275773
1662508800,2022-09-07 00:00:00,WOO/USDT,0.14563,0.15383,0.14399,0.15151,3549189.21019028,530205.1512879064731
1662422400,2022-09-06 00:00:00,WOO/USDT,0.15955,0.16369,0.14374,0.14569,5642056.96568857,873086.5740539381034
1662336000,2022-09-05 00:00:00,WOO/USDT,0.15689,0.15984,0.15084,0.15935,3520069.20481714,548413.3703233172747
1662249600,2022-09-04 00:00:00,WOO/USDT,0.1524,0.157,0.14984,0.15693,3895942.96480145,599258.8245908467558
1662163200,2022-09-03 00:00:00,WOO/USDT,0.15041,0.15444,0.14866,0.15221,1823146.33560657,277009.949381331412
1662076800,2022-09-02 00:00:00,WOO/USDT,0.15371,0.15541,0.147,0.15103,2772975.21195015,420945.7700166386527
1661990400,2022-09-01 00:00:00,WOO/USDT,0.14977,0.15421,0.14532,0.15368,2222012.196227,332435.0768989123767
1661904000,2022-08-31 00:00:00,WOO/USDT,0.1501,0.15859,0.1489,0.14997,3333077.83083607,512574.8991145969819
1661817600,2022-08-30 00:00:00,WOO/USDT,0.15493,0.15799,0.14325,0.15005,5518311.35358792,831789.5972064038548
1661731200,2022-08-29 00:00:00,WOO/USDT,0.1389,0.15665,0.13777,0.15497,4131831.86003477,609974.9432482539255
1661644800,2022-08-28 00:00:00,WOO/USDT,0.14791,0.15011,0.13801,0.13871,2783865.73355004,405954.4111056737648
1661558400,2022-08-27 00:00:00,WOO/USDT,0.14944,0.15404,0.14608,0.14793,4433213.2644157,665983.6421716411773
1661472000,2022-08-26 00:00:00,WOO/USDT,0.17222,0.17247,0.14753,0.14982,5482585.76897252,886609.2649313233414
1661385600,2022-08-25 00:00:00,WOO/USDT,0.16949,0.1774,0.16926,0.1724,3458668.59422661,599434.9422386271853
1661299200,2022-08-24 00:00:00,WOO/USDT,0.16995,0.17654,0.16523,0.1696,3691683.69526563,631356.0951054974883
1661212800,2022-08-23 00:00:00,WOO/USDT,0.16746,0.1725,0.16083,0.16985,3575661.93230197,602982.2032260568969
1661126400,2022-08-22 00:00:00,WOO/USDT,0.17166,0.17166,0.15963,0.1675,4263124.37712476,695438.7737796087207
1661040000,2022-08-21 00:00:00,WOO/USDT,0.16226,0.17359,0.16157,0.17155,4708811.69645986,794116.7346324263718
1660953600,2022-08-20 00:00:00,WOO/USDT,0.1706,0.17326,0.15571,0.16202,3314402.84043212,551201.6181276807845
1660867200,2022-08-19 00:00:00,WOO/USDT,0.17954,0.1812,0.1621,0.17046,5743524.48598452,991969.1990281806966
1660780800,2022-08-18 00:00:00,WOO/USDT,0.19566,0.2026,0.17643,0.17954,5013036.21873243,970043.8696920497679
1660694400,2022-08-17 00:00:00,WOO/USDT,0.21188,0.22064,0.19356,0.19613,5805012.30860284,1190545.3128291071265
1660608000,2022-08-16 00:00:00,WOO/USDT,0.22129,0.22336,0.21041,0.21164,5014116.65407712,1090049.5147302075653
1660521600,2022-08-15 00:00:00,WOO/USDT,0.22055,0.22985,0.21399,0.2212,4888647.64647209,1082901.6368444426999
1660435200,2022-08-14 00:00:00,WOO/USDT,0.23387,0.24299,0.2165,0.22055,5549769.75296712,1273425.9945954004478
1660348800,2022-08-13 00:00:00,WOO/USDT,0.24078,0.24648,0.23299,0.23401,3473999.55095626,828443.5291653186051
1660262400,2022-08-12 00:00:00,WOO/USDT,0.23828,0.24429,0.2284,0.24093,7012072.15419752,1666544.3625408396136
1660176000,2022-08-11 00:00:00,WOO/USDT,0.2493,0.26169,0.23687,0.23838,7497627.70087794,1884247.4506435603262
1660089600,2022-08-10 00:00:00,WOO/USDT,0.23533,0.25362,0.22879,0.24941,6411137.19712829,1563834.7614775298503
1660003200,2022-08-09 00:00:00,WOO/USDT,0.25468,0.27469,0.22704,0.23531,7877159.68386448,1924121.5868044571912
1659916800,2022-08-08 00:00:00,WOO/USDT,0.25102,0.26359,0.24745,0.25455,5937716.90590233,1513965.8686309189448
1659830400,2022-08-07 00:00:00,WOO/USDT,0.25755,0.26513,0.24894,0.25107,6124540.06026033,1563113.9330257348125
1659744000,2022-08-06 00:00:00,WOO/USDT,0.23169,0.2661,0.22807,0.25752,11481796.58730676,2857970.2237684876727
1659657600,2022-08-05 00:00:00,WOO/USDT,0.20805,0.23319,0.20737,0.23194,7149070.57681327,1597157.4449703826217
1659571200,2022-08-04 00:00:00,WOO/USDT,0.20424,0.21497,0.2019,0.20791,3580310.59850799,741480.1868659528664
