https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume MNC
1652832000000,2022-05-18 00:00:00,MNC/ETH,2.1e-07,2.1e-07,2.1e-07,2.1e-07,0.0008504448540042,4049.73740002
1652745600000,2022-05-17 00:00:00,MNC/ETH,2.2e-07,2.2e-07,2.2e-07,2.2e-07,5.55788603876e-05,252.63118358
1652659200000,2022-05-16 00:00:00,MNC/ETH,2.3e-07,2.4e-07,2.3e-07,2.4e-07,0.0170762040890232,71150.85037093
1652572800000,2022-05-15 00:00:00,MNC/ETH,2.3e-07,2.3e-07,2.3e-07,2.3e-07,0.0022431899999954,9752.99999998
1652486400000,2022-05-14 00:00:00,MNC/ETH,2.2e-07,2.3e-07,2e-07,2.3e-07,0.0969961110791636,421722.22208332
1652400000000,2022-05-13 00:00:00,MNC/ETH,2.4e-07,2.4e-07,2.3e-07,2.4e-07,0.2518379529039264,1049324.80376636
1652313600000,2022-05-12 00:00:00,MNC/ETH,2.4e-07,2.7e-07,2.4e-07,2.5e-07,0.2586012949671525,1034405.17986861
1652227200000,2022-05-11 00:00:00,MNC/ETH,2.2e-07,2.5e-07,2.2e-07,2.5e-07,0.0344607756763825,137843.10270553
1652140800000,2022-05-10 00:00:00,MNC/ETH,2.5e-07,2.5e-07,2.2e-07,2.4e-07,0.031177340887823996,129905.5870326
1652054400000,2022-05-09 00:00:00,MNC/ETH,2.2e-07,2.5e-07,2.2e-07,2.2e-07,0.0027590889379108,12541.31335414
1651968000000,2022-05-08 00:00:00,MNC/ETH,2.1e-07,2.5e-07,2.1e-07,2.5e-07,0.0081246048608675,32498.41944347
1651881600000,2022-05-07 00:00:00,MNC/ETH,2e-07,2.6e-07,2e-07,2.6e-07,0.058843190003743606,226319.96155286
1651795200000,2022-05-06 00:00:00,MNC/ETH,2.1e-07,2.1e-07,1.8e-07,1.8e-07,0.0301015094708394,167230.60817133
1651708800000,2022-05-05 00:00:00,MNC/ETH,2e-07,2e-07,1.9e-07,1.9e-07,0.0119019803534741,62642.00186039
1651536000000,2022-05-03 00:00:00,MNC/ETH,2e-07,2.2e-07,2e-07,2.2e-07,0.0180846331626576,82202.87801208
1651449600000,2022-05-02 00:00:00,MNC/ETH,2.2e-07,2.2e-07,2.1e-07,2.1e-07,0.040294359298557,191877.9014217
1651363200000,2022-05-01 00:00:00,MNC/ETH,2.3e-07,2.3e-07,2.2e-07,2.2e-07,0.019775906133891602,89890.48242678
1651276800000,2022-04-30 00:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.09551489199198719,397978.71663328
1651190400000,2022-04-29 00:00:00,MNC/ETH,2.5e-07,2.5e-07,2.3e-07,2.3e-07,0.019031393234841102,82745.18797757
1651104000000,2022-04-28 00:00:00,MNC/ETH,2.3e-07,2.5e-07,2.3e-07,2.3e-07,0.1938425162980646,842793.54912202
1651017600000,2022-04-27 00:00:00,MNC/ETH,2.3e-07,2.4e-07,2.2e-07,2.3e-07,0.0496220342259351,215747.97489537
1650931200000,2022-04-26 00:00:00,MNC/ETH,2.2e-07,2.3e-07,2.1e-07,2.3e-07,0.0079639071117327,34625.68309449
1650844800000,2022-04-25 00:00:00,MNC/ETH,2.2e-07,2.3e-07,2e-07,2.2e-07,0.06843112040156041,311050.54727982
1650672000000,2022-04-23 00:00:00,MNC/ETH,2.1e-07,2.1e-07,2.1e-07,2.1e-07,0.062300981947031105,296671.34260491
1650585600000,2022-04-22 00:00:00,MNC/ETH,2.1e-07,2.1e-07,2e-07,2e-07,0.001188,5940
1650326400000,2022-04-19 00:00:00,MNC/ETH,2.4e-07,2.4e-07,2.1e-07,2.3e-07,0.0005583896368333,2427.78102971
1650240000000,2022-04-18 00:00:00,MNC/ETH,2.3e-07,2.4e-07,2.2e-07,2.2e-07,0.052416014649776806,238254.61204444
1650153600000,2022-04-17 00:00:00,MNC/ETH,2.3e-07,2.5e-07,2.3e-07,2.3e-07,0.07163933188092689,311475.35600403
1650067200000,2022-04-16 00:00:00,MNC/ETH,2.5e-07,2.5e-07,2.3e-07,2.3e-07,0.044806854856425195,194812.41241924
1649980800000,2022-04-15 00:00:00,MNC/ETH,2.5e-07,2.5e-07,2.3e-07,2.4e-07,0.06258072166803119,260753.00695013
1649894400000,2022-04-14 00:00:00,MNC/ETH,2.4e-07,2.7e-07,2.3e-07,2.7e-07,0.1531603356442173,567260.50238599
1649808000000,2022-04-13 00:00:00,MNC/ETH,2.5e-07,2.5e-07,2.4e-07,2.4e-07,0.013969850182120798,58207.70909217
1649721600000,2022-04-12 00:00:00,MNC/ETH,2.6e-07,2.7e-07,2.4e-07,2.6e-07,0.0431550925953836,165981.12536686
1649635200000,2022-04-11 00:00:00,MNC/ETH,2.4e-07,2.6e-07,2.4e-07,2.6e-07,0.0134853389147802,51866.68813377
1649462400000,2022-04-09 00:00:00,MNC/ETH,2.4e-07,2.4e-07,2.4e-07,2.4e-07,0.0007799999999999999,3250
1649376000000,2022-04-08 00:00:00,MNC/ETH,2.4e-07,2.5e-07,2.4e-07,2.5e-07,0.0014211554825024999,5684.62193001
1649289600000,2022-04-07 00:00:00,MNC/ETH,2.5e-07,2.6e-07,2.4e-07,2.6e-07,0.015577517973381,59913.53066685
1649203200000,2022-04-06 00:00:00,MNC/ETH,2.5e-07,2.6e-07,2.3e-07,2.5e-07,0.026058664505287498,104234.65802115
1649116800000,2022-04-05 00:00:00,MNC/ETH,2.7e-07,2.7e-07,2.7e-07,2.7e-07,0.002684829999996,9943.8148148
