https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume LTC
1663545600000,2022-09-19 00:00:00,LTC/EUR,52.555345,53.701245,52.555345,53.520076,9858.106387037904,184.19455135
1663459200000,2022-09-18 00:00:00,LTC/EUR,57.75604,57.75604,52.395949,52.561927,188654.0911021541,3589.17760192
1663372800000,2022-09-17 00:00:00,LTC/EUR,55.832846,58.358659,55.749077,57.779722,200067.6449526525,3462.59272332
1663286400000,2022-09-16 00:00:00,LTC/EUR,56.451244,56.887846,54.725884,55.86365,198887.53830153152,3560.23171242
1663200000000,2022-09-15 00:00:00,LTC/EUR,60.242603,60.94758,56.067665,56.423032,200875.4038062753,3560.16677385
1663113600000,2022-09-14 00:00:00,LTC/EUR,59.157045,61.166643,58.370183,60.321322,183948.7161952017,3049.4808485
1663027200000,2022-09-13 00:00:00,LTC/EUR,60.590417,66.140822,58.661131,59.209547,202262.7604680446,3416.04978785
1662940800000,2022-09-12 00:00:00,LTC/EUR,61.739439,62.595692,59.425121,60.61831,209518.90014922636,3456.3632696
1662854400000,2022-09-11 00:00:00,LTC/EUR,62.999576,63.941725,60.875671,61.756013,216886.86176501968,3511.99585642
1662768000000,2022-09-10 00:00:00,LTC/EUR,60.877387,64.138899,60.328356,62.979099,220787.96967644658,3505.73401624
1662681600000,2022-09-09 00:00:00,LTC/EUR,58.009831,61.42,57.799179,60.889201,242461.40641303672,3982.00998586
1662595200000,2022-09-08 00:00:00,LTC/EUR,57.314941,58.555288,56.241058,58.009451,228681.91540931165,3942.14927856
1662508800000,2022-09-07 00:00:00,LTC/EUR,54.758767,58.127638,53.671919,57.268061,198892.0520888155,3473.00133121
1662422400000,2022-09-06 00:00:00,LTC/EUR,60.736001,62.762525,54.727937,54.782624,201421.55175513207,3676.74158425
1662336000000,2022-09-05 00:00:00,LTC/EUR,61.400089,61.918984,59.787318,60.669468,211212.49679761464,3481.36391764
1662249600000,2022-09-04 00:00:00,LTC/EUR,60.311073,61.454872,58.971245,61.440551,210520.18059046814,3426.40450263
1662163200000,2022-09-03 00:00:00,LTC/EUR,61.251521,62.444654,59.882061,60.42148,213520.5904962985,3533.8523733
1662076800000,2022-09-02 00:00:00,LTC/EUR,57.803376,62.416535,56.862082,61.283498,228610.80996585722,3730.38121887
1661990400000,2022-09-01 00:00:00,LTC/EUR,53.580786,58.026126,53.228964,57.819276,205322.79223252926,3551.11316566
1661904000000,2022-08-31 00:00:00,LTC/EUR,52.915616,54.940733,52.915616,53.572318,176433.15359720538,3293.36418852
1661817600000,2022-08-30 00:00:00,LTC/EUR,55.673265,56.12033,51.904125,52.859678,193821.16099504387,3666.71096625
1661731200000,2022-08-29 00:00:00,LTC/EUR,53.74891,56.557556,52.966917,55.722083,202089.76327831097,3626.74459385
1661644800000,2022-08-28 00:00:00,LTC/EUR,53.264428,55.985719,52.786747,53.684505,178714.5394712349,3328.97806306
1661558400000,2022-08-27 00:00:00,LTC/EUR,52.840447,53.587047,52.0052,53.25044,186868.3819790153,3509.23639277
1661472000000,2022-08-26 00:00:00,LTC/EUR,56.804229,57.973976,52.400038,52.852692,197813.00554963778,3742.72337064
1661385600000,2022-08-25 00:00:00,LTC/EUR,56.588305,57.376955,56.131286,56.84,195690.3233878404,3442.82764581
1661299200000,2022-08-24 00:00:00,LTC/EUR,57.264805,57.73,55.941653,56.55986,197410.73132727202,3490.29738276
1661212800000,2022-08-23 00:00:00,LTC/EUR,57.552502,57.798945,54.43502,57.284147,209880.01930610323,3663.8412248
1661126400000,2022-08-22 00:00:00,LTC/EUR,55.38415,55.443809,54.578136,54.598058,10466.228818606061,191.6959907
1661040000000,2022-08-21 00:00:00,LTC/EUR,53.908861,55.653253,53.656509,55.317799,199002.29824419357,3597.43702464
1660953600000,2022-08-20 00:00:00,LTC/EUR,53.805619,55.38708,52.531648,53.910049,184624.73321842015,3424.68123556
1660867200000,2022-08-19 00:00:00,LTC/EUR,59.495418,59.571484,53.1663,53.754143,201654.64201454597,3751.42511368
1660780800000,2022-08-18 00:00:00,LTC/EUR,59.43306,60.883351,58.90589,59.458292,227186.17189935787,3820.93336787
1660694400000,2022-08-17 00:00:00,LTC/EUR,60.286983,63.5,58.902371,59.424843,208542.74038565997,3509.35282043
1660608000000,2022-08-16 00:00:00,LTC/EUR,59.808804,60.680636,59.165586,60.288583,208647.3827333863,3460.81085922
1660521600000,2022-08-15 00:00:00,LTC/EUR,61.662332,63.654004,58.836527,59.789627,210813.32085559767,3525.91797998
1660435200000,2022-08-14 00:00:00,LTC/EUR,62.185618,64.118168,61.078644,61.673488,214135.48750750828,3472.08329627
1660348800000,2022-08-13 00:00:00,LTC/EUR,61.362022,63.814311,61.148801,62.142617,210585.87887258385,3388.75137609
1660262400000,2022-08-12 00:00:00,LTC/EUR,59.969652,61.375854,59.083667,61.368446,215064.6397238223,3504.48241306
1660176000000,2022-08-11 00:00:00,LTC/EUR,59.812421,61.316003,59.595617,59.956908,195109.5359688441,3254.16273916
1660089600000,2022-08-10 00:00:00,LTC/EUR,58.15666,60.313766,57.003261,59.787495,198427.97988182027,3318.88766843
1660003200000,2022-08-09 00:00:00,LTC/EUR,61.38463,61.591118,61.118237,61.192359,14953.875937661227,244.37488899
1659916800000,2022-08-08 00:00:00,LTC/EUR,60.08444,62.916629,59.818011,61.423304,211923.01198456992,3450.20534852
1659830400000,2022-08-07 00:00:00,LTC/EUR,59.830692,60.880194,58.959196,60.078416,211773.86750110707,3524.9575738
1659744000000,2022-08-06 00:00:00,LTC/EUR,61.280118,61.349397,59.621813,59.801616,206607.97552077266,3454.88950534
1659657600000,2022-08-05 00:00:00,LTC/EUR,58.210316,61.308093,58.210316,61.274967,218268.02966498904,3562.10766568
1659571200000,2022-08-04 00:00:00,LTC/EUR,56.823744,59.412093,56.79502,58.254288,207108.10499347074,3555.24223373
1659484800000,2022-08-03 00:00:00,LTC/EUR,57.210642,59.137998,55.902223,56.838332,205686.81268322302,3618.80451881
1659398400000,2022-08-02 00:00:00,LTC/EUR,57.864542,58.499475,55.261799,57.230433,193799.01290018394,3386.29296934
1659312000000,2022-08-01 00:00:00,LTC/EUR,58.57,59.325106,56.957668,57.950154,198426.81647366725,3424.0947224
1659225600000,2022-07-31 00:00:00,LTC/EUR,59.128444,61.57312,58.569239,58.610183,206868.412549933,3529.56435147
1659139200000,2022-07-30 00:00:00,LTC/EUR,59.482777,62.561677,58.851508,59.115571,207753.80802229937,3514.36693426
1659052800000,2022-07-29 00:00:00,LTC/EUR,62.218839,63.016009,58.823713,59.471183,205848.22905142626,3461.31048127
1658966400000,2022-07-28 00:00:00,LTC/EUR,57.800569,63.161252,57.201635,62.261827,224313.54886804827,3602.7460111
1658880000000,2022-07-27 00:00:00,LTC/EUR,53.236005,57.816052,52.369846,57.80201,214666.3266435904,3713.8211395
1658793600000,2022-07-26 00:00:00,LTC/EUR,52.926462,53.24693,51.421515,53.240626,186351.88165483292,3500.18201617
1658707200000,2022-07-25 00:00:00,LTC/EUR,57.300603,57.777796,52.97,52.97,187014.1518710829,3530.56733757
1658620800000,2022-07-24 00:00:00,LTC/EUR,55.3357,58.491998,55.3357,57.261407,197479.62706772453,3448.7386429
1658534400000,2022-07-23 00:00:00,LTC/EUR,54.969558,55.936669,53.439012,55.269315,186885.51535217772,3381.36116491
1658448000000,2022-07-22 00:00:00,LTC/EUR,56.802619,58.16296,54.497425,54.942143,194421.32227546384,3538.65560496
1658361600000,2022-07-21 00:00:00,LTC/EUR,56.26669,57.387553,54.16862,56.840681,194772.79862389143,3426.64435396
1658275200000,2022-07-20 00:00:00,LTC/EUR,56.675493,60.410339,55.595803,56.291098,198456.85161237532,3525.5459329
1658188800000,2022-07-19 00:00:00,LTC/EUR,57.794245,58.717061,55.114443,56.689404,205177.16612923628,3619.32127791
1658102400000,2022-07-18 00:00:00,LTC/EUR,55.205331,58.196315,54.869796,57.842822,200678.82457218657,3469.38163861
1658016000000,2022-07-17 00:00:00,LTC/EUR,54.69086,56.405217,54.127627,55.179571,193065.9222669764,3498.86595289
1657929600000,2022-07-16 00:00:00,LTC/EUR,51.318457,54.940121,50.726828,54.707102,192728.41283871492,3522.91395071
1657843200000,2022-07-15 00:00:00,LTC/EUR,51.101105,52.193226,50.525189,51.370155,181277.51193476774,3528.84884102
1657756800000,2022-07-14 00:00:00,LTC/EUR,49.398347,51.573201,47.873924,51.109206,182597.950741539,3572.70177004
1657670400000,2022-07-13 00:00:00,LTC/EUR,47.183331,49.404484,46.391965,49.404484,159597.45577196256,3230.42450503
1657584000000,2022-07-12 00:00:00,LTC/EUR,48.456748,48.987243,47.138439,47.212141,137548.89329082632,2913.42206427
1657497600000,2022-07-11 00:00:00,LTC/EUR,51.203305,51.258141,48.206593,48.524443,133836.15112373437,2758.11823587
1657411200000,2022-07-10 00:00:00,LTC/EUR,53.10661,53.957511,49.873804,51.189897,138813.7916362875,2711.74196026
1657324800000,2022-07-09 00:00:00,LTC/EUR,50.418467,53.699793,50.371059,53.105641,144504.74050836152,2721.08080775
1657238400000,2022-07-08 00:00:00,LTC/EUR,51.324074,52.939729,50.075722,50.328555,153503.36882950546,3050.02535498
1657152000000,2022-07-07 00:00:00,LTC/EUR,49.402372,51.675122,48.693,51.250732,152352.97237983934,2972.69846565
1657065600000,2022-07-06 00:00:00,LTC/EUR,48.395426,49.678631,47.749933,49.390478,128989.76475900615,2611.63224132
1656979200000,2022-07-05 00:00:00,LTC/EUR,49.993522,50.173512,46.74,48.447101,145548.0923836399,3004.26835413
1656892800000,2022-07-04 00:00:00,LTC/EUR,48.783382,50.090807,47.642664,49.994913,143624.19533955687,2872.77618304
1656806400000,2022-07-03 00:00:00,LTC/EUR,48.416041,49.832996,47.19298,48.764458,132917.60233641582,2725.70654505
1656720000000,2022-07-02 00:00:00,LTC/EUR,49.015556,49.418237,47.680583,48.396823,170892.0026853495,3531.05828218
1656633600000,2022-07-01 00:00:00,LTC/EUR,51.400734,53.399075,48.0,48.974598,136775.868327858,2792.79205779
1656547200000,2022-06-30 00:00:00,LTC/EUR,51.195222,51.547217,48.210669,51.316472,154505.53788085782,3010.83710277
1656460800000,2022-06-29 00:00:00,LTC/EUR,50.033398,51.994334,49.0,51.19508,176582.85377670257,3449.21531086
1656374400000,2022-06-28 00:00:00,LTC/EUR,52.799285,53.331708,52.276251,52.638152,9142.847908353639,173.69241816
1656288000000,2022-06-27 00:00:00,LTC/EUR,53.65016,55.450505,51.872395,52.75652,158469.04172314197,3003.78117668
1656201600000,2022-06-26 00:00:00,LTC/EUR,55.83551,57.218283,53.654181,53.682382,144647.99646198438,2694.51524081
1656115200000,2022-06-25 00:00:00,LTC/EUR,52.840752,56.49383,51.827695,55.824016,152589.57104478247,2733.40368498
1656028800000,2022-06-24 00:00:00,LTC/EUR,53.014743,54.36142,51.675997,52.866282,166366.9030437833,3146.93783542
1655942400000,2022-06-23 00:00:00,LTC/EUR,49.352774,53.805858,49.203313,53.02187,156347.67839047764,2948.73942376
1655856000000,2022-06-22 00:00:00,LTC/EUR,50.815875,50.815875,48.251618,49.318537,144480.10826404046,2929.5294843
1655769600000,2022-06-21 00:00:00,LTC/EUR,50.204578,52.622421,49.347884,50.840034,145106.48119745066,2854.17750109
1655683200000,2022-06-20 00:00:00,LTC/EUR,51.812617,52.123544,48.970532,50.19752,142455.2429437252,2837.89404225
1655596800000,2022-06-19 00:00:00,LTC/EUR,45.065877,53.680807,42.941391,51.829552,161145.2549001252,3109.13848725
1655510400000,2022-06-18 00:00:00,LTC/EUR,45.422218,46.054621,39.784786,45.108845,168831.99035238777,3742.76908115
1655424000000,2022-06-17 00:00:00,LTC/EUR,42.447899,46.106641,42.240416,45.413981,147085.33937075952,3238.76780084
1655337600000,2022-06-16 00:00:00,LTC/EUR,48.391186,48.892702,41.85731,42.445458,152319.07109081026,3588.58352031
1655251200000,2022-06-15 00:00:00,LTC/EUR,44.261449,48.627514,39.719012,48.391028,205490.87093188197,4246.46632702
1655164800000,2022-06-14 00:00:00,LTC/EUR,41.729698,44.601869,38.735363,44.314605,200113.3941049445,4515.74360428
1655078400000,2022-06-13 00:00:00,LTC/EUR,45.630479,45.907136,39.117238,41.725525,224743.33326027507,5386.23140776
