https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume JASMY,Volume USDT
1663459200,2022-09-18 00:00:00,JASMY/USDT,0.00859,0.0086,0.0085,0.00851,7457053.02354072,63675.3546756466685
1663372800,2022-09-17 00:00:00,JASMY/USDT,0.00834,0.00865,0.00831,0.00859,161199131.88466812,1364997.1427964020248
1663286400,2022-09-16 00:00:00,JASMY/USDT,0.00834,0.00849,0.0081,0.00835,185714757.00417896,1540420.6636853613408
1663200000,2022-09-15 00:00:00,JASMY/USDT,0.0085,0.00852,0.00814,0.00832,216442109.60755793,1809846.8328444621537
1663113600,2022-09-14 00:00:00,JASMY/USDT,0.0085,0.00867,0.00813,0.00851,276737259.77685343,2330535.9756730261022
1663027200,2022-09-13 00:00:00,JASMY/USDT,0.00904,0.0092,0.00837,0.0085,294544317.85057497,2580257.6706933011007
1662940800,2022-09-12 00:00:00,JASMY/USDT,0.00944,0.00957,0.00881,0.00904,231414665.763714,2144766.0991047738048
1662854400,2022-09-11 00:00:00,JASMY/USDT,0.00938,0.00971,0.00906,0.00944,264309866.68184967,2487744.6375805023466
1662768000,2022-09-10 00:00:00,JASMY/USDT,0.00971,0.0098,0.00934,0.00937,265576060.25873687,2527862.4501175993952
1662681600,2022-09-09 00:00:00,JASMY/USDT,0.00888,0.0105,0.00887,0.00972,597510687.67146407,5745606.5497927607049
1662595200,2022-09-08 00:00:00,JASMY/USDT,0.00887,0.00909,0.00862,0.00888,271935814.16532492,2402620.4848524019138
1662508800,2022-09-07 00:00:00,JASMY/USDT,0.00852,0.00898,0.00833,0.00886,257786478.235632,2251464.5332762495955
1662422400,2022-09-06 00:00:00,JASMY/USDT,0.00891,0.00927,0.00846,0.00851,268238200.05678137,2368252.5143529993611
1662336000,2022-09-05 00:00:00,JASMY/USDT,0.00891,0.00897,0.00855,0.00891,366823774.91504613,3227606.6970785766832
1662249600,2022-09-04 00:00:00,JASMY/USDT,0.00869,0.00895,0.00868,0.00892,115517790.28956417,1020645.5756516745143
1662163200,2022-09-03 00:00:00,JASMY/USDT,0.00876,0.00879,0.00861,0.00868,83476464.79224724,726328.191319152583
1662076800,2022-09-02 00:00:00,JASMY/USDT,0.00871,0.00888,0.00856,0.00876,112206185.00124191,978563.9586564838683
1661990400,2022-09-01 00:00:00,JASMY/USDT,0.00858,0.00871,0.00843,0.00871,239055040.88246134,2044014.0662926000275
1661904000,2022-08-31 00:00:00,JASMY/USDT,0.00867,0.00889,0.00852,0.00859,166969208.80644016,1451553.7411397389176
1661817600,2022-08-30 00:00:00,JASMY/USDT,0.00891,0.00914,0.00849,0.00864,240119571.98917346,2106610.3633063786812
1661731200,2022-08-29 00:00:00,JASMY/USDT,0.00848,0.00895,0.00838,0.00892,156035396.20529912,1354445.2789925897893
1661644800,2022-08-28 00:00:00,JASMY/USDT,0.00868,0.00884,0.00844,0.00847,161084519.69258089,1403777.6188642706753
1661558400,2022-08-27 00:00:00,JASMY/USDT,0.00847,0.00879,0.00833,0.00869,241332776.9384318,2082104.3140684814884
1661472000,2022-08-26 00:00:00,JASMY/USDT,0.00912,0.00923,0.00838,0.00846,338615350.24037085,2988111.9994200937276
1661385600,2022-08-25 00:00:00,JASMY/USDT,0.00909,0.00935,0.00903,0.00912,133520744.81469752,1227166.4806447902068
1661299200,2022-08-24 00:00:00,JASMY/USDT,0.00924,0.0094,0.009,0.0091,241294210.01232002,2224835.1949516424791
1661212800,2022-08-23 00:00:00,JASMY/USDT,0.00929,0.00937,0.00889,0.00921,140449179.75051838,1293480.7850151836714
1661126400,2022-08-22 00:00:00,JASMY/USDT,0.00944,0.00949,0.00882,0.0093,189580627.20152982,1722956.2749033240282
1661040000,2022-08-21 00:00:00,JASMY/USDT,0.00922,0.00958,0.00918,0.00944,197203499.91661398,1854221.0412351100172
1660953600,2022-08-20 00:00:00,JASMY/USDT,0.00905,0.00956,0.00888,0.00923,227228144.09384389,2104472.8281800795437
1660867200,2022-08-19 00:00:00,JASMY/USDT,0.01017,0.01017,0.00892,0.00904,413621185.94358903,3886766.7302086172036
1660780800,2022-08-18 00:00:00,JASMY/USDT,0.01089,0.01114,0.0101,0.01017,478986415.67528804,5133344.5861405297161
1660694400,2022-08-17 00:00:00,JASMY/USDT,0.01155,0.01227,0.0108,0.01088,1021914680.84890537,11904616.9883281215236
1660608000,2022-08-16 00:00:00,JASMY/USDT,0.01072,0.01199,0.01059,0.01154,947569712.99796483,10712683.8213715237505
1660521600,2022-08-15 00:00:00,JASMY/USDT,0.01037,0.01082,0.01,0.01073,487156292.5077087,5083605.1303392024028
1660435200,2022-08-14 00:00:00,JASMY/USDT,0.01033,0.01151,0.01003,0.01036,697241944.89537845,7422794.8619850631542
1660348800,2022-08-13 00:00:00,JASMY/USDT,0.0104,0.01057,0.0102,0.01031,214398630.35086525,2228923.7487511206689
1660262400,2022-08-12 00:00:00,JASMY/USDT,0.01005,0.01041,0.00999,0.0104,226696086.20496361,2312746.7097592794185
1660176000,2022-08-11 00:00:00,JASMY/USDT,0.01032,0.01052,0.00999,0.01006,272827118.87816251,2817340.6758923471923
1660089600,2022-08-10 00:00:00,JASMY/USDT,0.00988,0.01066,0.00961,0.01032,355991533.34300995,3611077.2175230140696
1660003200,2022-08-09 00:00:00,JASMY/USDT,0.01045,0.01065,0.00959,0.00986,424804823.03028644,4308349.6509929179451
1659916800,2022-08-08 00:00:00,JASMY/USDT,0.01045,0.01081,0.01026,0.01045,470586479.50008149,4980303.5591868404813
1659830400,2022-08-07 00:00:00,JASMY/USDT,0.01005,0.01053,0.00996,0.01045,256453570.91923059,2635093.2478720349028
1659744000,2022-08-06 00:00:00,JASMY/USDT,0.0103,0.01042,0.01,0.01004,277825013.83598835,2833608.050842726547
1659657600,2022-08-05 00:00:00,JASMY/USDT,0.00979,0.01034,0.00978,0.0103,231739434.4861507,2327243.2923335092602
1659571200,2022-08-04 00:00:00,JASMY/USDT,0.00975,0.01028,0.00951,0.00978,472633253.97187719,4663694.1590139132526
1659484800,2022-08-03 00:00:00,JASMY/USDT,0.00964,0.01022,0.00924,0.00975,619009793.47692435,6103989.2555572401497
1659398400,2022-08-02 00:00:00,JASMY/USDT,0.01021,0.01044,0.00949,0.00963,441410354.97914897,4326720.7331287059503
1659312000,2022-08-01 00:00:00,JASMY/USDT,0.0103,0.01062,0.0098,0.01022,524487997.51992828,5339212.8742299928997
1659225600,2022-07-31 00:00:00,JASMY/USDT,0.0096,0.01166,0.0095,0.01031,1322174117.78937744,14364219.5740576438864
1659139200,2022-07-30 00:00:00,JASMY/USDT,0.0094,0.01041,0.00939,0.00959,775801574.15198535,7684734.2067814574254
1659052800,2022-07-29 00:00:00,JASMY/USDT,0.00922,0.00994,0.00908,0.0094,649472942.48151963,6195474.5282252923679
1658966400,2022-07-28 00:00:00,JASMY/USDT,0.00909,0.00947,0.00889,0.00923,367631442.55654575,3375389.7446693443987
1658880000,2022-07-27 00:00:00,JASMY/USDT,0.00865,0.00914,0.00841,0.00908,214036094.88744321,1869569.3840718298543
1658793600,2022-07-26 00:00:00,JASMY/USDT,0.00842,0.00867,0.00824,0.00866,251827338.93273865,2115206.2705749508774
1658707200,2022-07-25 00:00:00,JASMY/USDT,0.00896,0.00901,0.00832,0.00841,305248111.89442091,2668447.0324029000866
1658620800,2022-07-24 00:00:00,JASMY/USDT,0.009,0.00925,0.00893,0.00896,214573493.20830128,1949160.0898037284768
1658534400,2022-07-23 00:00:00,JASMY/USDT,0.00897,0.00925,0.00867,0.00901,243982061.08326701,2183060.4748832565539
1658448000,2022-07-22 00:00:00,JASMY/USDT,0.00925,0.00943,0.00893,0.00895,226057511.43600791,2074359.9614358387959
1658361600,2022-07-21 00:00:00,JASMY/USDT,0.00923,0.00939,0.00884,0.00925,341037797.38393256,3112596.1093574370242
1658275200,2022-07-20 00:00:00,JASMY/USDT,0.00995,0.01029,0.00903,0.00922,740834370.93948934,7203927.7943142651423
1658188800,2022-07-19 00:00:00,JASMY/USDT,0.00953,0.0102,0.00938,0.00994,459904209.22613962,4481464.9018573017026
1658102400,2022-07-18 00:00:00,JASMY/USDT,0.00909,0.00985,0.00908,0.00954,345968181.60586305,3294523.0985219000272
1658016000,2022-07-17 00:00:00,JASMY/USDT,0.00922,0.00955,0.00907,0.00908,164107502.26283196,1522123.6925821443253
1657929600,2022-07-16 00:00:00,JASMY/USDT,0.0092,0.0094,0.00904,0.00921,132542054.4295837,1223984.9186026341615
1657843200,2022-07-15 00:00:00,JASMY/USDT,0.00947,0.00966,0.00907,0.00918,203860883.23032577,1907156.2625116443282
1657756800,2022-07-14 00:00:00,JASMY/USDT,0.00939,0.00948,0.009,0.00947,186085438.90241512,1726750.661127413391
1657670400,2022-07-13 00:00:00,JASMY/USDT,0.00959,0.01001,0.0087,0.00939,315069399.01526587,2924927.6179035757247
1657584000,2022-07-12 00:00:00,JASMY/USDT,0.00973,0.00997,0.00951,0.00958,172275344.2857202,1681973.7230934237388
1657497600,2022-07-11 00:00:00,JASMY/USDT,0.01062,0.0107,0.0096,0.00975,256593865.93829249,2637718.175143804192
1657411200,2022-07-10 00:00:00,JASMY/USDT,0.01117,0.01209,0.01043,0.01063,420380428.48290302,4757756.0350065844074
1657324800,2022-07-09 00:00:00,JASMY/USDT,0.01088,0.01136,0.01064,0.01117,201425045.5671093,2233048.8774474711996
1657238400,2022-07-08 00:00:00,JASMY/USDT,0.01112,0.01149,0.01053,0.0109,191745200.52392818,2109266.704659477812
1657152000,2022-07-07 00:00:00,JASMY/USDT,0.01025,0.0114,0.0102,0.0111,475741632.01461864,5215751.3138451169804
1657065600,2022-07-06 00:00:00,JASMY/USDT,0.00991,0.01034,0.00975,0.01025,162983109.25644688,1624339.7327936320279
1656979200,2022-07-05 00:00:00,JASMY/USDT,0.01027,0.01047,0.00962,0.00989,251353409.6903968,2500429.4932414574457
1656892800,2022-07-04 00:00:00,JASMY/USDT,0.00943,0.0104,0.00919,0.01026,300020488.78925204,3000599.4359996393401
1656806400,2022-07-03 00:00:00,JASMY/USDT,0.0093,0.00943,0.00908,0.00942,89320703.76048415,829568.2718681424019
1656720000,2022-07-02 00:00:00,JASMY/USDT,0.00917,0.00943,0.00905,0.0093,73186400.84163598,675108.8360640776938
1656633600,2022-07-01 00:00:00,JASMY/USDT,0.00944,0.00971,0.00912,0.00917,197861631.85140396,1851535.8607601677667
1656547200,2022-06-30 00:00:00,JASMY/USDT,0.00921,0.00955,0.00867,0.00943,278037557.03673825,2540525.4547097855031
1656460800,2022-06-29 00:00:00,JASMY/USDT,0.00936,0.00941,0.00902,0.00922,295937797.34294348,2718681.756527880511
1656374400,2022-06-28 00:00:00,JASMY/USDT,0.00979,0.00992,0.00932,0.00937,201900038.83874983,1941403.9602683823117
1656288000,2022-06-27 00:00:00,JASMY/USDT,0.00981,0.01007,0.00956,0.0098,264108510.66710384,2599218.4329709231955
1656201600,2022-06-26 00:00:00,JASMY/USDT,0.01037,0.01063,0.00975,0.00979,511255486.95044162,5235885.5139889836578
1656115200,2022-06-25 00:00:00,JASMY/USDT,0.01028,0.01086,0.00963,0.01036,508481349.53075013,5200591.8562014495801
1656028800,2022-06-24 00:00:00,JASMY/USDT,0.01022,0.01058,0.00991,0.01028,370772663.24330706,3793871.3149670542907
1655942400,2022-06-23 00:00:00,JASMY/USDT,0.0093,0.01027,0.00928,0.01023,313139684.6503644,3096405.2666863470226
1655856000,2022-06-22 00:00:00,JASMY/USDT,0.00962,0.00983,0.00921,0.0093,350992368.26146781,3331407.0495008988993
1655769600,2022-06-21 00:00:00,JASMY/USDT,0.00958,0.01047,0.00946,0.00962,358225161.76244709,3584411.4107858732014
1655683200,2022-06-20 00:00:00,JASMY/USDT,0.00989,0.00998,0.0093,0.00958,170355452.31149226,1638676.2612191047062
