https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VEGA,Volume USDT
1663362000,2022-09-16 21:00:00,VEGA/USDT,1.2591,1.2652,1.249,1.2515,2108.2772,2645.23872114
1663358400,2022-09-16 20:00:00,VEGA/USDT,1.258,1.258,1.258,1.258,40.4424,50.8765392
1663354800,2022-09-16 19:00:00,VEGA/USDT,1.25,1.25,1.2499,1.2499,4.5668,5.70843569
1663351200,2022-09-16 18:00:00,VEGA/USDT,1.2532,1.258,1.2532,1.258,34.3243,43.08144472
1663347600,2022-09-16 17:00:00,VEGA/USDT,1.2532,1.2532,1.247,1.2482,602.1743,751.61083338
1663344000,2022-09-16 16:00:00,VEGA/USDT,1.2718,1.2764,1.2471,1.2481,3292.612,4146.58804482
1663340400,2022-09-16 15:00:00,VEGA/USDT,1.2665,1.2718,1.2664,1.2697,366.5203,465.2573406
1663336800,2022-09-16 14:00:00,VEGA/USDT,1.2497,1.2645,1.2493,1.2645,743.5524,938.15452259
1663333200,2022-09-16 13:00:00,VEGA/USDT,1.2683,1.2683,1.247,1.247,2022.3996,2556.57205107
1663329600,2022-09-16 12:00:00,VEGA/USDT,1.2557,1.2775,1.2557,1.2686,4177.7891,5287.84144161
1663326000,2022-09-16 11:00:00,VEGA/USDT,1.2472,1.2472,1.2472,1.2472,1.9289,2.40572408
1663322400,2022-09-16 10:00:00,VEGA/USDT,1.2513,1.2592,1.2472,1.2472,807.3082,1009.90881492
1663318800,2022-09-16 09:00:00,VEGA/USDT,1.2501,1.2501,1.2501,1.2501,0.0904,0.11300904
1663315200,2022-09-16 08:00:00,VEGA/USDT,1.2461,1.2528,1.2461,1.2528,102.7505,128.70739805
1663311600,2022-09-16 07:00:00,VEGA/USDT,1.2428,1.2428,1.2428,1.2428,0,0
1663308000,2022-09-16 06:00:00,VEGA/USDT,1.2534,1.2534,1.2418,1.2428,2179.4733,2711.57684822
1663304400,2022-09-16 05:00:00,VEGA/USDT,1.2622,1.2622,1.2425,1.2425,1116.5601,1394.97052068
1663300800,2022-09-16 04:00:00,VEGA/USDT,1.2622,1.2622,1.2622,1.2622,3.7196,4.69487912
1663297200,2022-09-16 03:00:00,VEGA/USDT,1.2576,1.2576,1.2576,1.2576,101.047,127.0767072
1663293600,2022-09-16 02:00:00,VEGA/USDT,1.263,1.263,1.2618,1.2618,369.5845,466.73316558
1663290000,2022-09-16 01:00:00,VEGA/USDT,1.2469,1.2642,1.2395,1.2625,1053.4291,1324.58881095
1663286400,2022-09-16 00:00:00,VEGA/USDT,1.2571,1.2571,1.2571,1.2571,0,0
1663282800,2022-09-15 23:00:00,VEGA/USDT,1.2526,1.2606,1.2443,1.2571,3737.0986,4667.06939946
1663279200,2022-09-15 22:00:00,VEGA/USDT,1.2717,1.2717,1.2322,1.2517,4740.9391,5909.93100798
1663275600,2022-09-15 21:00:00,VEGA/USDT,1.2782,1.2782,1.2613,1.2738,926.7257,1177.78659835
1663272000,2022-09-15 20:00:00,VEGA/USDT,1.2903,1.3109,1.2605,1.2732,8277.9373,10571.8487262
1663268400,2022-09-15 19:00:00,VEGA/USDT,1.2784,1.3006,1.2751,1.2861,2604.0683,3348.26837284
1663264800,2022-09-15 18:00:00,VEGA/USDT,1.2811,1.3075,1.265,1.265,5162.9287,6634.4803763
1663261200,2022-09-15 17:00:00,VEGA/USDT,1.2784,1.3099,1.2639,1.2812,4908.7561,6315.18757024
1663257600,2022-09-15 16:00:00,VEGA/USDT,1.2926,1.3221,1.2692,1.2815,10239.3459,13297.41188224
1663254000,2022-09-15 15:00:00,VEGA/USDT,1.2741,1.3499,1.2578,1.2865,17731.2695,22832.31129807
1663250400,2022-09-15 14:00:00,VEGA/USDT,1.29,1.2911,1.2746,1.2746,3642.0905,4666.36908036
1663246800,2022-09-15 13:00:00,VEGA/USDT,1.293,1.2932,1.29,1.2932,123.091,159.12799
1663243200,2022-09-15 12:00:00,VEGA/USDT,1.2941,1.2963,1.2872,1.2873,412.5876,534.59508809
1663239600,2022-09-15 11:00:00,VEGA/USDT,1.3106,1.3107,1.2853,1.2952,3164.7051,4115.30265528
1663236000,2022-09-15 10:00:00,VEGA/USDT,1.2979,1.3137,1.2979,1.3106,1132.3959,1480.17294661
1663232400,2022-09-15 09:00:00,VEGA/USDT,1.2946,1.2964,1.28,1.296,2164.8707,2795.30984829
1663228800,2022-09-15 08:00:00,VEGA/USDT,1.3213,1.3213,1.2914,1.2914,1702.881,2224.92553927
1663225200,2022-09-15 07:00:00,VEGA/USDT,1.3108,1.3187,1.3065,1.3103,1568.6303,2055.04900563
1663221600,2022-09-15 06:00:00,VEGA/USDT,1.294,1.3098,1.2939,1.3035,2126.0248,2769.26273529
1663218000,2022-09-15 05:00:00,VEGA/USDT,1.2871,1.2978,1.287,1.2939,772.2691,998.83477142
1663214400,2022-09-15 04:00:00,VEGA/USDT,1.287,1.2968,1.287,1.2968,1037.9684,1345.1072986
1663210800,2022-09-15 03:00:00,VEGA/USDT,1.3005,1.3005,1.2871,1.2871,134.7303,174.87317849
1663207200,2022-09-15 02:00:00,VEGA/USDT,1.3047,1.3047,1.2941,1.2941,64.6166,84.10938938
1663203600,2022-09-15 01:00:00,VEGA/USDT,1.3178,1.3191,1.2952,1.2952,1218.0895,1593.46677066
1663200000,2022-09-15 00:00:00,VEGA/USDT,1.3161,1.3174,1.308,1.3107,570.9982,748.8981343
1663196400,2022-09-14 23:00:00,VEGA/USDT,1.3101,1.3178,1.3042,1.3042,1471.0513,1927.97618787
1663192800,2022-09-14 22:00:00,VEGA/USDT,1.3235,1.3297,1.2719,1.3101,35884.5114,46682.7578008
1663189200,2022-09-14 21:00:00,VEGA/USDT,1.2818,1.3284,1.2818,1.3217,2903.6177,3788.91981849
1663185600,2022-09-14 20:00:00,VEGA/USDT,1.2908,1.3373,1.2546,1.2813,34717.9052,45081.84813637
1663182000,2022-09-14 19:00:00,VEGA/USDT,1.2754,1.2994,1.2622,1.2883,6383.021,8186.06324597
1663178400,2022-09-14 18:00:00,VEGA/USDT,1.3026,1.3184,1.2479,1.2819,44757.4479,57352.22334225
1663174800,2022-09-14 17:00:00,VEGA/USDT,1.2769,1.3022,1.2729,1.3022,1797.6231,2303.89430013
1663171200,2022-09-14 16:00:00,VEGA/USDT,1.3182,1.3182,1.2702,1.2766,10372.5807,13348.47177194
1663167600,2022-09-14 15:00:00,VEGA/USDT,1.288,1.3736,1.2874,1.3181,27628.4582,36907.87020164
1663164000,2022-09-14 14:00:00,VEGA/USDT,1.2783,1.2789,1.2771,1.2789,866.4691,1107.91925913
1663160400,2022-09-14 13:00:00,VEGA/USDT,1.2856,1.288,1.2559,1.2783,7026.9135,8949.86747026
1663156800,2022-09-14 12:00:00,VEGA/USDT,1.2546,1.309,1.2494,1.2864,22731.1668,29149.73116446
1663153200,2022-09-14 11:00:00,VEGA/USDT,1.2388,1.291,1.2388,1.2644,20278.4447,25644.05721707
1663149600,2022-09-14 10:00:00,VEGA/USDT,1.2464,1.2864,1.2298,1.2425,51182.3682,64301.51609672
1663146000,2022-09-14 09:00:00,VEGA/USDT,1.2523,1.2523,1.2237,1.2442,8040.7606,9954.44923855
1663142400,2022-09-14 08:00:00,VEGA/USDT,1.2669,1.2755,1.25,1.2523,1635.5024,2046.16640915
1663138800,2022-09-14 07:00:00,VEGA/USDT,1.337,1.337,1.2592,1.2592,4037.1737,5179.76154658
1663135200,2022-09-14 06:00:00,VEGA/USDT,1.3491,1.3512,1.3365,1.3365,2175.025,2924.07238882
1663131600,2022-09-14 05:00:00,VEGA/USDT,1.3458,1.3694,1.3416,1.3438,1974.4764,2676.42128929
1663128000,2022-09-14 04:00:00,VEGA/USDT,1.3694,1.45,1.3124,1.3445,20777.5379,28227.69794493
1663124400,2022-09-14 03:00:00,VEGA/USDT,1.2571,1.4654,1.2358,1.3694,77137.663,102597.95856525
1663120800,2022-09-14 02:00:00,VEGA/USDT,1.1943,1.2678,1.1943,1.2578,33604.4992,41752.29304885
1663117200,2022-09-14 01:00:00,VEGA/USDT,1.1982,1.1984,1.19,1.1943,4865.6556,5797.43795084
1663113600,2022-09-14 00:00:00,VEGA/USDT,1.1978,1.1978,1.1911,1.1911,58.5224,69.70676697
1663110000,2022-09-13 23:00:00,VEGA/USDT,1.1995,1.1995,1.192,1.1946,1718.7155,2051.5559622
1663106400,2022-09-13 22:00:00,VEGA/USDT,1.1987,1.1987,1.1941,1.1941,124.2242,148.73132314
1663102800,2022-09-13 21:00:00,VEGA/USDT,1.2054,1.2054,1.1947,1.1947,394.6745,473.41536975
1663099200,2022-09-13 20:00:00,VEGA/USDT,1.2192,1.2192,1.2018,1.2018,1306.7338,1582.61498773
1663095600,2022-09-13 19:00:00,VEGA/USDT,1.2527,1.265,1.1978,1.2206,35836.4597,44204.1669544
1663092000,2022-09-13 18:00:00,VEGA/USDT,1.1977,1.253,1.1896,1.2518,16461.9102,20085.88028754
1663088400,2022-09-13 17:00:00,VEGA/USDT,1.1951,1.2415,1.1951,1.1998,4240.5974,5185.28700295
1663084800,2022-09-13 16:00:00,VEGA/USDT,1.1753,1.1935,1.1703,1.1935,428.8263,505.71420663
1663081200,2022-09-13 15:00:00,VEGA/USDT,1.2,1.2,1.1656,1.1753,8938.0504,10592.391123
1663077600,2022-09-13 14:00:00,VEGA/USDT,1.1928,1.203,1.1664,1.203,6861.3697,8114.89215993
1663074000,2022-09-13 13:00:00,VEGA/USDT,1.2,1.2,1.1843,1.1997,4235.0939,5060.66113878
1663070400,2022-09-13 12:00:00,VEGA/USDT,1.2482,1.2482,1.2016,1.2064,6088.9126,7389.04046011
1663066800,2022-09-13 11:00:00,VEGA/USDT,1.2426,1.2618,1.2398,1.2482,3578.6173,4486.21319615
1663063200,2022-09-13 10:00:00,VEGA/USDT,1.2312,1.2426,1.2271,1.2426,1383.1001,1707.80346835
1663059600,2022-09-13 09:00:00,VEGA/USDT,1.2338,1.2382,1.2279,1.2382,1877.978,2317.89305105
1663056000,2022-09-13 08:00:00,VEGA/USDT,1.2394,1.2499,1.2394,1.2409,1793.566,2235.84474965
1663052400,2022-09-13 07:00:00,VEGA/USDT,1.2295,1.252,1.2295,1.2323,1319.5091,1632.61711298
1663048800,2022-09-13 06:00:00,VEGA/USDT,1.2296,1.2316,1.2296,1.2316,18.8406,23.16803816
1663045200,2022-09-13 05:00:00,VEGA/USDT,1.221,1.2296,1.221,1.2296,155.454,190.12727821
1663041600,2022-09-13 04:00:00,VEGA/USDT,1.213,1.221,1.213,1.221,17.5438,21.4129798
1663038000,2022-09-13 03:00:00,VEGA/USDT,1.2197,1.2204,1.213,1.2204,102.4687,124.86731732
1663034400,2022-09-13 02:00:00,VEGA/USDT,1.2221,1.2327,1.2132,1.2132,348.4592,422.92080106
1663030800,2022-09-13 01:00:00,VEGA/USDT,1.2049,1.2507,1.2047,1.2163,1320.2983,1607.32023127
1663027200,2022-09-13 00:00:00,VEGA/USDT,1.2181,1.2181,1.2,1.2066,160.0379,192.92231779
1663023600,2022-09-12 23:00:00,VEGA/USDT,1.2717,1.3056,1.2091,1.2186,9183.5331,11525.61648942
1663020000,2022-09-12 22:00:00,VEGA/USDT,1.2479,1.2718,1.235,1.26,610.5421,759.85185151
1663016400,2022-09-12 21:00:00,VEGA/USDT,1.2633,1.2783,1.2481,1.2481,2053.0166,2604.33311824
1663012800,2022-09-12 20:00:00,VEGA/USDT,1.2505,1.2577,1.2505,1.2568,883.3597,1107.08282848
1663009200,2022-09-12 19:00:00,VEGA/USDT,1.253,1.2574,1.2485,1.2574,184.9335,231.28215012
1663005600,2022-09-12 18:00:00,VEGA/USDT,1.253,1.3295,1.2045,1.2529,10590.1499,13473.528154
1663002000,2022-09-12 17:00:00,VEGA/USDT,1.2477,1.253,1.2476,1.253,178.1257,222.27842486
1662998400,2022-09-12 16:00:00,VEGA/USDT,1.22,1.2517,1.22,1.2517,3063.5295,3775.43583524
1662994800,2022-09-12 15:00:00,VEGA/USDT,1.274,1.274,1.219,1.22,10251.0665,12823.63952105
1662991200,2022-09-12 14:00:00,VEGA/USDT,1.271,1.2712,1.27,1.27,418.8268,532.21672339
1662987600,2022-09-12 13:00:00,VEGA/USDT,1.277,1.277,1.27,1.27,377.2002,479.1621914
1662984000,2022-09-12 12:00:00,VEGA/USDT,1.2784,1.2836,1.277,1.277,2.2834,2.92950166
1662980400,2022-09-12 11:00:00,VEGA/USDT,1.2812,1.2833,1.274,1.2789,850.7471,1090.40867677
1662976800,2022-09-12 10:00:00,VEGA/USDT,1.2601,1.2855,1.2529,1.2739,5499.3804,6983.66619718
1662973200,2022-09-12 09:00:00,VEGA/USDT,1.2658,1.2659,1.2566,1.26,659.5856,832.46596116
1662969600,2022-09-12 08:00:00,VEGA/USDT,1.261,1.2749,1.2597,1.2656,3385.3689,4299.38506309
1662966000,2022-09-12 07:00:00,VEGA/USDT,1.2879,1.2879,1.2344,1.2529,14181.0994,17869.18624084
1662962400,2022-09-12 06:00:00,VEGA/USDT,1.2879,1.2964,1.2879,1.2964,42.2779,54.7808344
1662958800,2022-09-12 05:00:00,VEGA/USDT,1.2946,1.2955,1.2879,1.2955,415.1091,537.04400727
1662955200,2022-09-12 04:00:00,VEGA/USDT,1.2863,1.2886,1.2863,1.2863,1033.4178,1330.67609054
1662951600,2022-09-12 03:00:00,VEGA/USDT,1.2955,1.2955,1.2832,1.2832,303.1906,392.05260445
1662948000,2022-09-12 02:00:00,VEGA/USDT,1.285,1.2955,1.2848,1.2944,270.3705,347.46544406
1662944400,2022-09-12 01:00:00,VEGA/USDT,1.2812,1.364,1.273,1.2811,11676.8915,15391.20102126
1662940800,2022-09-12 00:00:00,VEGA/USDT,1.3121,1.3121,1.282,1.282,1512.4435,1948.33834276
1662937200,2022-09-11 23:00:00,VEGA/USDT,1.297,1.3836,1.2901,1.2968,16827.1354,22299.51074712
1662933600,2022-09-11 22:00:00,VEGA/USDT,1.3221,1.3221,1.2865,1.2865,524.684,676.41889278
1662930000,2022-09-11 21:00:00,VEGA/USDT,1.3218,1.3233,1.2855,1.3101,264.8398,344.2918509
1662926400,2022-09-11 20:00:00,VEGA/USDT,1.3151,1.3345,1.305,1.3217,1825.3944,2434.65942852
1662922800,2022-09-11 19:00:00,VEGA/USDT,1.2986,1.3343,1.2986,1.3151,81.0732,107.40838853
1662919200,2022-09-11 18:00:00,VEGA/USDT,1.3281,1.39,1.272,1.2952,16028.4535,21077.41773271
1662915600,2022-09-11 17:00:00,VEGA/USDT,1.3002,1.3298,1.29,1.328,11627.0719,15143.26454999
1662912000,2022-09-11 16:00:00,VEGA/USDT,1.2989,1.3139,1.2982,1.3139,228.0076,296.60432528
1662908400,2022-09-11 15:00:00,VEGA/USDT,1.2981,1.3236,1.2981,1.2981,1615.5981,2098.41010445
1662904800,2022-09-11 14:00:00,VEGA/USDT,1.2987,1.2987,1.2981,1.2981,5252.4347,6818.37337221
1662901200,2022-09-11 13:00:00,VEGA/USDT,1.3106,1.3106,1.2981,1.2981,2632.5298,3421.33141777
1662897600,2022-09-11 12:00:00,VEGA/USDT,1.3033,1.3099,1.2988,1.3099,800.111,1042.14107732
1662894000,2022-09-11 11:00:00,VEGA/USDT,1.3109,1.3116,1.303,1.3116,63.9514,83.65577185
1662890400,2022-09-11 10:00:00,VEGA/USDT,1.2986,1.3055,1.2986,1.3055,1756.9729,2285.14389884
1662886800,2022-09-11 09:00:00,VEGA/USDT,1.2784,1.34,1.2784,1.2981,15129.0383,19745.83124878
1662883200,2022-09-11 08:00:00,VEGA/USDT,1.2411,1.34,1.2338,1.2776,30151.3493,39384.76761066
1662879600,2022-09-11 07:00:00,VEGA/USDT,1.2384,1.2424,1.2318,1.2396,2228.2601,2752.53442516
1662876000,2022-09-11 06:00:00,VEGA/USDT,1.2503,1.2503,1.2326,1.2385,1284.9988,1587.83225902
1662872400,2022-09-11 05:00:00,VEGA/USDT,1.2586,1.2586,1.2345,1.2345,1662.601,2074.12797711
1662868800,2022-09-11 04:00:00,VEGA/USDT,1.2644,1.2697,1.2586,1.2586,31.5588,40.04774216
1662865200,2022-09-11 03:00:00,VEGA/USDT,1.2644,1.267,1.2424,1.2604,1795.7682,2258.85232626
1662861600,2022-09-11 02:00:00,VEGA/USDT,1.2665,1.2665,1.2404,1.2618,2891.5756,3618.86971059
1662858000,2022-09-11 01:00:00,VEGA/USDT,1.2697,1.2716,1.2481,1.2524,1276.4142,1611.44909996
1662854400,2022-09-11 00:00:00,VEGA/USDT,1.3007,1.3007,1.2612,1.2697,1139.9442,1455.32700168
1662850800,2022-09-10 23:00:00,VEGA/USDT,1.3213,1.3379,1.2859,1.287,2518.3962,3285.91033685
1662847200,2022-09-10 22:00:00,VEGA/USDT,1.2739,1.3447,1.25,1.3248,22306.6568,28660.25983706
1662843600,2022-09-10 21:00:00,VEGA/USDT,1.276,1.2791,1.2721,1.2791,1753.3457,2235.49472864
1662840000,2022-09-10 20:00:00,VEGA/USDT,1.2843,1.2843,1.2721,1.2767,1562.908,1991.99465268
1662836400,2022-09-10 19:00:00,VEGA/USDT,1.2842,1.2842,1.2842,1.2842,77.7607,99.86029094
1662832800,2022-09-10 18:00:00,VEGA/USDT,1.2785,1.2822,1.2748,1.2765,678.8449,869.83984385
1662829200,2022-09-10 17:00:00,VEGA/USDT,1.2785,1.2785,1.2785,1.2785,91.8948,117.4875018
1662825600,2022-09-10 16:00:00,VEGA/USDT,1.2988,1.2988,1.2723,1.2785,304.2978,389.13231382
1662822000,2022-09-10 15:00:00,VEGA/USDT,1.2985,1.2985,1.2876,1.289,2225.5731,2879.97863622
1662818400,2022-09-10 14:00:00,VEGA/USDT,1.3052,1.3095,1.2972,1.2972,810.4631,1057.35964949
1662814800,2022-09-10 13:00:00,VEGA/USDT,1.3161,1.3167,1.3056,1.3056,1489.5426,1960.33060304
1662811200,2022-09-10 12:00:00,VEGA/USDT,1.3163,1.3179,1.3161,1.3161,3451.8267,4543.53820447
1662807600,2022-09-10 11:00:00,VEGA/USDT,1.2703,1.3254,1.2627,1.319,11878.8821,15565.73603518
1662804000,2022-09-10 10:00:00,VEGA/USDT,1.2869,1.2892,1.2626,1.2626,4570.7344,5833.64628917
1662800400,2022-09-10 09:00:00,VEGA/USDT,1.3053,1.3053,1.2857,1.2857,298.7315,389.32034077
1662796800,2022-09-10 08:00:00,VEGA/USDT,1.2797,1.3328,1.2706,1.3043,10152.6267,13243.49385017
1662793200,2022-09-10 07:00:00,VEGA/USDT,1.2904,1.2904,1.2754,1.2754,833.7181,1072.61873285
1662789600,2022-09-10 06:00:00,VEGA/USDT,1.2981,1.2981,1.2876,1.2904,272.2438,351.3901363
1662786000,2022-09-10 05:00:00,VEGA/USDT,1.3219,1.3233,1.2981,1.2981,1341.5444,1752.42494731
1662782400,2022-09-10 04:00:00,VEGA/USDT,1.3022,1.3222,1.302,1.3219,657.4992,867.96535487
1662778800,2022-09-10 03:00:00,VEGA/USDT,1.2915,1.3017,1.2812,1.2977,2765.4983,3569.11701122
1662775200,2022-09-10 02:00:00,VEGA/USDT,1.3093,1.3094,1.2957,1.2957,411.0669,534.13927037
1662771600,2022-09-10 01:00:00,VEGA/USDT,1.3029,1.3079,1.3029,1.3079,100.9925,132.06674716
1662768000,2022-09-10 00:00:00,VEGA/USDT,1.3022,1.3101,1.3,1.3,617.4105,804.30937883
1662764400,2022-09-09 23:00:00,VEGA/USDT,1.2797,1.2994,1.2797,1.2966,1591.9666,2045.54456268
1662760800,2022-09-09 22:00:00,VEGA/USDT,1.2578,1.297,1.2576,1.2793,5141.8103,6565.30641516
1662757200,2022-09-09 21:00:00,VEGA/USDT,1.3022,1.3022,1.2501,1.2512,16463.9265,20960.4853358
1662753600,2022-09-09 20:00:00,VEGA/USDT,1.3067,1.3155,1.2989,1.3029,313.9416,411.97520937
1662750000,2022-09-09 19:00:00,VEGA/USDT,1.304,1.304,1.299,1.304,92.4624,120.5222726
1662746400,2022-09-09 18:00:00,VEGA/USDT,1.3057,1.3057,1.2983,1.304,231.2831,301.18004134
1662742800,2022-09-09 17:00:00,VEGA/USDT,1.3291,1.3323,1.306,1.3061,3065.9234,4046.95687578
1662739200,2022-09-09 16:00:00,VEGA/USDT,1.3359,1.3359,1.3153,1.3247,945.7383,1251.98210996
1662735600,2022-09-09 15:00:00,VEGA/USDT,1.3341,1.3368,1.325,1.325,3742.8221,4971.03080596
1662732000,2022-09-09 14:00:00,VEGA/USDT,1.33,1.3417,1.3257,1.3416,1164.7807,1553.55311977
1662728400,2022-09-09 13:00:00,VEGA/USDT,1.3325,1.3349,1.33,1.3349,502.2125,668.47303246
1662724800,2022-09-09 12:00:00,VEGA/USDT,1.3365,1.3419,1.3267,1.33,2470.9448,3301.33197961
1662721200,2022-09-09 11:00:00,VEGA/USDT,1.3434,1.3506,1.3361,1.3364,800.7431,1076.30178333
1662717600,2022-09-09 10:00:00,VEGA/USDT,1.3396,1.3417,1.3321,1.3387,2753.7537,3683.77746519
1662714000,2022-09-09 09:00:00,VEGA/USDT,1.3377,1.3396,1.3377,1.3396,50.9778,68.23555299
1662710400,2022-09-09 08:00:00,VEGA/USDT,1.3276,1.3495,1.3267,1.3402,4255.2084,5695.18055728
1662706800,2022-09-09 07:00:00,VEGA/USDT,1.3261,1.3261,1.3154,1.319,378.1754,501.15210163
1662703200,2022-09-09 06:00:00,VEGA/USDT,1.3326,1.3623,1.3245,1.3245,9180.6173,12325.43759358
1662699600,2022-09-09 05:00:00,VEGA/USDT,1.35,1.35,1.333,1.333,3012.5901,4042.2507658
1662696000,2022-09-09 04:00:00,VEGA/USDT,1.3394,1.357,1.336,1.3479,3111.1275,4185.53641702
1662692400,2022-09-09 03:00:00,VEGA/USDT,1.3417,1.345,1.3382,1.3384,1536.711,2065.60635342
1662688800,2022-09-09 02:00:00,VEGA/USDT,1.3416,1.3416,1.3399,1.3399,44.9155,60.19223186
1662685200,2022-09-09 01:00:00,VEGA/USDT,1.35,1.35,1.35,1.35,0.0859,0.115965
1662681600,2022-09-09 00:00:00,VEGA/USDT,1.3598,1.3599,1.3598,1.3599,9.4931,12.90961737
1662678000,2022-09-08 23:00:00,VEGA/USDT,1.3564,1.3618,1.3143,1.3487,8465.9325,11235.04144104
1662674400,2022-09-08 22:00:00,VEGA/USDT,1.3796,1.3879,1.32,1.3518,31794.3089,42857.67678505
1662670800,2022-09-08 21:00:00,VEGA/USDT,1.3818,1.383,1.3816,1.3816,384.6364,531.77221478
1662667200,2022-09-08 20:00:00,VEGA/USDT,1.3678,1.3928,1.3595,1.3819,3999.1221,5534.14947784
1662663600,2022-09-08 19:00:00,VEGA/USDT,1.3284,1.3786,1.3089,1.3678,63236.6348,84964.62110864
1662660000,2022-09-08 18:00:00,VEGA/USDT,1.3522,1.3698,1.3085,1.3284,18380.183,24679.23346444
1662656400,2022-09-08 17:00:00,VEGA/USDT,1.3456,1.3522,1.3456,1.3522,646.6812,870.37255963
1662652800,2022-09-08 16:00:00,VEGA/USDT,1.3313,1.3571,1.322,1.3512,2433.9664,3278.90188483
1662649200,2022-09-08 15:00:00,VEGA/USDT,1.3695,1.3695,1.3044,1.3192,33912.6041,45100.22954264
1662645600,2022-09-08 14:00:00,VEGA/USDT,1.3181,1.3695,1.3008,1.3652,21446.9822,28765.42926519
1662642000,2022-09-08 13:00:00,VEGA/USDT,1.3181,1.3181,1.3116,1.3116,43.4963,57.05039448
1662638400,2022-09-08 12:00:00,VEGA/USDT,1.3005,1.318,1.3005,1.3117,3275.3794,4292.46520048
1662634800,2022-09-08 11:00:00,VEGA/USDT,1.3401,1.3564,1.28,1.298,7891.8905,10286.52154183
1662631200,2022-09-08 10:00:00,VEGA/USDT,1.3382,1.3642,1.3047,1.3401,24633.9616,32743.8855479
1662627600,2022-09-08 09:00:00,VEGA/USDT,1.3262,1.3428,1.3245,1.3361,1291.248,1718.4463551
1662624000,2022-09-08 08:00:00,VEGA/USDT,1.3369,1.3497,1.3303,1.3303,328.0021,439.07058206
1662620400,2022-09-08 07:00:00,VEGA/USDT,1.3343,1.3343,1.3151,1.3274,1866.8311,2472.35330801
1662616800,2022-09-08 06:00:00,VEGA/USDT,1.3191,1.3289,1.3191,1.3289,154.0393,204.68550231
1662613200,2022-09-08 05:00:00,VEGA/USDT,1.3283,1.3283,1.3283,1.3283,42.5893,56.57136719
