https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MTV,Volume BTC
1663462800,2022-09-18 01:00:00,MTV/BTC,0.0000000718,0.000000073,0.0000000718,0.0000000724,39931.1044,0.00286834970401
1663459200,2022-09-18 00:00:00,MTV/BTC,0.0000000732,0.0000000754,0.0000000714,0.000000072,1009269.7546,0.07392416095549
1663455600,2022-09-17 23:00:00,MTV/BTC,0.0000000756,0.000000076,0.0000000705,0.0000000734,1771635.9487,0.12914111528516
1663452000,2022-09-17 22:00:00,MTV/BTC,0.0000000701,0.0000000783,0.00000007,0.0000000753,1975551.9073,0.14844500869829
1663448400,2022-09-17 21:00:00,MTV/BTC,0.0000000658,0.0000000719,0.0000000658,0.0000000702,2595729.5388,0.18106288298879
1663444800,2022-09-17 20:00:00,MTV/BTC,0.000000065,0.0000000682,0.000000065,0.0000000655,741949.1223,0.04883371915992
1663441200,2022-09-17 19:00:00,MTV/BTC,0.0000000643,0.0000000653,0.0000000643,0.0000000646,331721.1092,0.02134864705608
1663437600,2022-09-17 18:00:00,MTV/BTC,0.000000067,0.0000000682,0.0000000644,0.0000000644,1887696.8861,0.12781086582689
1663434000,2022-09-17 17:00:00,MTV/BTC,0.0000000659,0.0000000681,0.0000000642,0.0000000672,1330640.8275,0.08789409020364
1663430400,2022-09-17 16:00:00,MTV/BTC,0.0000000643,0.000000068,0.0000000642,0.0000000658,279004.7647,0.01852587593301
1663426800,2022-09-17 15:00:00,MTV/BTC,0.0000000648,0.0000000666,0.0000000643,0.0000000643,340429.0516,0.02214573187643
1663423200,2022-09-17 14:00:00,MTV/BTC,0.000000069,0.0000000698,0.0000000644,0.0000000644,1724950.1732,0.11500369026559
1663419600,2022-09-17 13:00:00,MTV/BTC,0.0000000691,0.0000000728,0.0000000676,0.0000000688,1563923.0176,0.10994373222791
1663416000,2022-09-17 12:00:00,MTV/BTC,0.0000000763,0.0000000799,0.0000000686,0.0000000686,5668679.2986,0.41240294659084
1663412400,2022-09-17 11:00:00,MTV/BTC,0.0000000716,0.0000000778,0.0000000708,0.0000000763,3176300.0753,0.2407158133446
1663408800,2022-09-17 10:00:00,MTV/BTC,0.0000000802,0.0000000802,0.0000000653,0.0000000718,5876010.026,0.42939171571832
1663405200,2022-09-17 09:00:00,MTV/BTC,0.0000000732,0.0000000907,0.0000000708,0.0000000806,3328672.5447,0.26163407615854
1663401600,2022-09-17 08:00:00,MTV/BTC,0.0000000684,0.0000000783,0.0000000684,0.0000000726,6975197.60377924,0.51432300514178148
1663398000,2022-09-17 07:00:00,MTV/BTC,0.0000000652,0.0000000683,0.0000000645,0.0000000683,317148.2353,0.02116403553355
1663394400,2022-09-17 06:00:00,MTV/BTC,0.0000000642,0.0000000686,0.0000000639,0.0000000651,1334749.4494,0.08778869697041
1663390800,2022-09-17 05:00:00,MTV/BTC,0.0000000612,0.0000000655,0.0000000612,0.0000000641,1546811.1391,0.09804014637079
1663387200,2022-09-17 04:00:00,MTV/BTC,0.0000000577,0.000000062,0.0000000577,0.000000061,972565.667,0.05857656223368
1663383600,2022-09-17 03:00:00,MTV/BTC,0.0000000604,0.0000000605,0.0000000575,0.0000000575,928864.2328,0.05498020166296
1663380000,2022-09-17 02:00:00,MTV/BTC,0.0000000563,0.0000000604,0.0000000563,0.0000000601,2329644.9989,0.13638871426404
1663376400,2022-09-17 01:00:00,MTV/BTC,0.000000056,0.0000000563,0.0000000558,0.0000000562,1307.9921,0.00007339998158
1663372800,2022-09-17 00:00:00,MTV/BTC,0.0000000563,0.0000000571,0.0000000561,0.0000000561,66945.4864,0.00376816915423
1663369200,2022-09-16 23:00:00,MTV/BTC,0.0000000569,0.000000057,0.0000000566,0.0000000566,1461.202,0.00008302803292
1663365600,2022-09-16 22:00:00,MTV/BTC,0.0000000567,0.0000000569,0.0000000564,0.0000000564,8440.438,0.0004799208993
1663362000,2022-09-16 21:00:00,MTV/BTC,0.0000000566,0.0000000568,0.0000000562,0.0000000567,7834.1519,0.00044296136758
1663358400,2022-09-16 20:00:00,MTV/BTC,0.0000000565,0.0000000568,0.0000000562,0.0000000564,2196.5431,0.0001239671855
1663354800,2022-09-16 19:00:00,MTV/BTC,0.0000000562,0.0000000569,0.0000000562,0.0000000566,1487.3066,0.00008416426782
1663351200,2022-09-16 18:00:00,MTV/BTC,0.0000000566,0.0000000569,0.0000000563,0.0000000563,68904.012,0.00388710894971
1663347600,2022-09-16 17:00:00,MTV/BTC,0.0000000569,0.0000000572,0.0000000565,0.0000000565,17007.6296,0.00097152877092
