https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XNL,Volume USDT
1663459200,2022-09-18 00:00:00,XNL/USDT,0.04207,0.04596,0.03902,0.04037,942287.7981,40187.464608304
1663372800,2022-09-17 00:00:00,XNL/USDT,0.03095,0.08,0.03043,0.042,21663142.4605,981346.334838301
1663286400,2022-09-16 00:00:00,XNL/USDT,0.02972,0.03317,0.02933,0.03096,9278836.757,287067.323385251
1663200000,2022-09-15 00:00:00,XNL/USDT,0.02871,0.03164,0.02809,0.02975,8961952.0581,263379.164696276
1663113600,2022-09-14 00:00:00,XNL/USDT,0.03086,0.03108,0.02831,0.02869,9325453.1562,274992.54373678
1663027200,2022-09-13 00:00:00,XNL/USDT,0.03146,0.03146,0.03003,0.03083,8548405.5953,261540.845906092
1662940800,2022-09-12 00:00:00,XNL/USDT,0.03417,0.03474,0.03083,0.03149,8182880.4173,270759.395937049
1662854400,2022-09-11 00:00:00,XNL/USDT,0.03277,0.03495,0.03189,0.03416,8103430.2708,267552.071514434
1662768000,2022-09-10 00:00:00,XNL/USDT,0.03182,0.0376,0.03148,0.03278,9512814.8703,310916.151425
1662681600,2022-09-09 00:00:00,XNL/USDT,0.02972,0.03316,0.0294,0.03181,8678740.5755,269177.530014611
1662595200,2022-09-08 00:00:00,XNL/USDT,0.03023,0.03075,0.02894,0.02973,8416896.0555,249053.164128204
1662508800,2022-09-07 00:00:00,XNL/USDT,0.02731,0.03089,0.02707,0.03026,10222366.0032,291488.491666335
1662422400,2022-09-06 00:00:00,XNL/USDT,0.03046,0.0312,0.02703,0.0273,8542183.9517,256849.793849728
1662336000,2022-09-05 00:00:00,XNL/USDT,0.03202,0.03239,0.03003,0.03045,9178226.9756,285885.118156068
1662249600,2022-09-04 00:00:00,XNL/USDT,0.03019,0.03239,0.03005,0.0318,9726183.4066,304589.193066206
1662163200,2022-09-03 00:00:00,XNL/USDT,0.03198,0.03235,0.03004,0.03021,8717498.2863,268200.883528
1662076800,2022-09-02 00:00:00,XNL/USDT,0.03215,0.03242,0.03075,0.032,9359334.5969,297965.667583691
1661990400,2022-09-01 00:00:00,XNL/USDT,0.03389,0.0345,0.03148,0.03215,7960761.7856,260178.092527919
1661904000,2022-08-31 00:00:00,XNL/USDT,0.03417,0.03478,0.03307,0.0339,7581597.4807,257994.158957999
1661817600,2022-08-30 00:00:00,XNL/USDT,0.03399,0.0382,0.03301,0.0342,8634872.3997,302473.479183167
1661731200,2022-08-29 00:00:00,XNL/USDT,0.03192,0.03647,0.03094,0.03401,7846085.5078,259391.219810971
1661644800,2022-08-28 00:00:00,XNL/USDT,0.03502,0.0355,0.03193,0.03193,7250309.2659,246377.670540551
1661558400,2022-08-27 00:00:00,XNL/USDT,0.03599,0.0373,0.0338,0.03506,7936660.7154,277715.374148399
1661472000,2022-08-26 00:00:00,XNL/USDT,0.04136,0.04153,0.0355,0.03596,6367559.8162,244594.014084093
1661385600,2022-08-25 00:00:00,XNL/USDT,0.04333,0.0457,0.04056,0.04137,6594991.9418,282753.750794344
1661299200,2022-08-24 00:00:00,XNL/USDT,0.0446,0.055,0.04224,0.04336,7510938.5161,358763.291968971
1661212800,2022-08-23 00:00:00,XNL/USDT,0.04053,0.04557,0.04046,0.04464,4845575.6615,202498.018461808
1661126400,2022-08-22 00:00:00,XNL/USDT,0.04107,0.04114,0.04017,0.04051,7244809.1427,293718.420858166
