https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KMA,Volume USDT
1663459200,2022-09-18 00:00:00,KMA/USDT,0.001669,0.001669,0.00165,0.001651,763992.1512,1261.7536312024
1663372800,2022-09-17 00:00:00,KMA/USDT,0.001615,0.001723,0.001605,0.00167,15714438.9536,26317.7001663038
1663286400,2022-09-16 00:00:00,KMA/USDT,0.001624,0.00212,0.00159,0.001623,84786885.1846,157482.3256653354
1663200000,2022-09-15 00:00:00,KMA/USDT,0.001613,0.001665,0.001588,0.001614,5987121.5595,9684.996314508
1663113600,2022-09-14 00:00:00,KMA/USDT,0.001641,0.001693,0.0016,0.001601,6242077.531,10140.7819494217
1663027200,2022-09-13 00:00:00,KMA/USDT,0.001777,0.00178,0.001605,0.001655,10438037.6502,17655.9345159989
1662940800,2022-09-12 00:00:00,KMA/USDT,0.001765,0.001839,0.001691,0.001783,11987621.73,20958.1137822478
1662854400,2022-09-11 00:00:00,KMA/USDT,0.00172,0.001795,0.0017,0.001765,5680235.2004,9918.6438998187
1662768000,2022-09-10 00:00:00,KMA/USDT,0.00182,0.001916,0.00165,0.00172,33025355.5695,59416.8231392162
1662681600,2022-09-09 00:00:00,KMA/USDT,0.001783,0.00196,0.00175,0.00183,41875565.9046,78099.8760494917
1662595200,2022-09-08 00:00:00,KMA/USDT,0.001738,0.00188,0.001729,0.001783,6999703.4263,12647.8923819577
1662508800,2022-09-07 00:00:00,KMA/USDT,0.001747,0.001963,0.001653,0.001738,12909655.9462,22899.8393660167
1662422400,2022-09-06 00:00:00,KMA/USDT,0.0017,0.001787,0.001641,0.001747,5715489.0939,9852.3018927606
1662336000,2022-09-05 00:00:00,KMA/USDT,0.001708,0.001745,0.001635,0.0017,3536485.9304,5971.7635782974
1662249600,2022-09-04 00:00:00,KMA/USDT,0.001719,0.00177,0.001676,0.001708,2088962.6236,3621.0850827608
1662163200,2022-09-03 00:00:00,KMA/USDT,0.001761,0.001781,0.001655,0.001719,2470986.0001,4243.1929082311
1662076800,2022-09-02 00:00:00,KMA/USDT,0.001665,0.001804,0.001603,0.001761,4684495.3063,8029.4496984118
1661990400,2022-09-01 00:00:00,KMA/USDT,0.001658,0.001725,0.001601,0.001651,2575702.6028,4247.3397198384
1661904000,2022-08-31 00:00:00,KMA/USDT,0.001785,0.00183,0.001653,0.00166,3870655.9897,6661.7290449565
1661817600,2022-08-30 00:00:00,KMA/USDT,0.001793,0.001829,0.001717,0.001778,2165491.563,3833.2443925614
1661731200,2022-08-29 00:00:00,KMA/USDT,0.001737,0.001889,0.001619,0.001805,11224139.0838,19588.0109134754
1661644800,2022-08-28 00:00:00,KMA/USDT,0.00175,0.001767,0.001634,0.001752,5653107.7707,9635.2269369535
1661558400,2022-08-27 00:00:00,KMA/USDT,0.001784,0.001808,0.001609,0.00175,9112958.73199682,15415.9748167172484
1661472000,2022-08-26 00:00:00,KMA/USDT,0.001793,0.001888,0.001751,0.001782,13083504.7894,23898.3641949935
1661385600,2022-08-25 00:00:00,KMA/USDT,0.001806,0.001878,0.001783,0.001804,1380636.466,2516.1242291847
1661299200,2022-08-24 00:00:00,KMA/USDT,0.001841,0.001892,0.001806,0.001806,2858176.9426,5222.227516716
1661212800,2022-08-23 00:00:00,KMA/USDT,0.001932,0.001957,0.0018,0.001841,7624756.8996,14078.9006064882
1661126400,2022-08-22 00:00:00,KMA/USDT,0.001866,0.0022,0.00182,0.001943,19408530.9864,38798.2788509627
1661040000,2022-08-21 00:00:00,KMA/USDT,0.001932,0.001935,0.0018,0.001867,10854356.326,19983.5754502584
1660953600,2022-08-20 00:00:00,KMA/USDT,0.001935,0.002443,0.00189,0.001922,32774757.2936,70794.6568552856
1660867200,2022-08-19 00:00:00,KMA/USDT,0.002009,0.002009,0.0018,0.001935,10442868.0375,19654.0499096028
1660780800,2022-08-18 00:00:00,KMA/USDT,0.001997,0.002079,0.001996,0.002009,11513925.3491,23257.7700329318
1660694400,2022-08-17 00:00:00,KMA/USDT,0.002173,0.002449,0.001925,0.001996,49734919.78,102758.4601990775
1660608000,2022-08-16 00:00:00,KMA/USDT,0.00259,0.00328,0.002113,0.002172,74080256.1854,185433.0171613964
1660521600,2022-08-15 00:00:00,KMA/USDT,0.002121,0.004002,0.002116,0.00259,187954428.5889633,541732.52131104719177
1660435200,2022-08-14 00:00:00,KMA/USDT,0.002129,0.002208,0.002116,0.002116,3625340.6669,7759.7413438667
1660348800,2022-08-13 00:00:00,KMA/USDT,0.002028,0.002177,0.002021,0.002116,3915297.9752,8278.4944971578
1660262400,2022-08-12 00:00:00,KMA/USDT,0.001915,0.002038,0.001896,0.002025,4413288.4547,8688.435170696
1660176000,2022-08-11 00:00:00,KMA/USDT,0.001922,0.002025,0.001894,0.001915,6410633.214,12479.7526760858
1660089600,2022-08-10 00:00:00,KMA/USDT,0.00189,0.002054,0.001889,0.001909,4968723.2889,9817.7693363699
1660003200,2022-08-09 00:00:00,KMA/USDT,0.001958,0.001984,0.00183,0.001891,6933266.3484,13051.2044038894
1659916800,2022-08-08 00:00:00,KMA/USDT,0.002011,0.002091,0.001917,0.00196,9011281.2619,18008.7690551076
1659830400,2022-08-07 00:00:00,KMA/USDT,0.001985,0.002099,0.001929,0.002018,5566318.843,11250.8255975378
1659744000,2022-08-06 00:00:00,KMA/USDT,0.001895,0.002059,0.001895,0.001985,4403267.4298,8755.4259420046
1659657600,2022-08-05 00:00:00,KMA/USDT,0.001872,0.001944,0.001858,0.001896,4534521.0001,8607.306423632
1659571200,2022-08-04 00:00:00,KMA/USDT,0.001882,0.002067,0.001832,0.001873,6490903.5773,12685.8040569407
1659484800,2022-08-03 00:00:00,KMA/USDT,0.001812,0.0023,0.001812,0.001875,18441050.6135,37322.866702727
1659398400,2022-08-02 00:00:00,KMA/USDT,0.001808,0.001848,0.001735,0.001812,2364348.33,4238.0279888709
1659312000,2022-08-01 00:00:00,KMA/USDT,0.001776,0.001859,0.001744,0.001817,3306529.7908,5933.5993688434
1659225600,2022-07-31 00:00:00,KMA/USDT,0.001799,0.001903,0.001721,0.00176,9593720.2002,17356.0213915163
1659139200,2022-07-30 00:00:00,KMA/USDT,0.001776,0.001898,0.001728,0.001784,9045358.9234,16455.7004822632
1659052800,2022-07-29 00:00:00,KMA/USDT,0.001781,0.00198,0.001665,0.001775,16210285.6603,29185.5502287533
1658966400,2022-07-28 00:00:00,KMA/USDT,0.00186,0.001944,0.001747,0.001783,11510661.9278,20884.0527288658
1658880000,2022-07-27 00:00:00,KMA/USDT,0.001651,0.001872,0.001619,0.001859,8042754.7933,14005.6740821985
1658793600,2022-07-26 00:00:00,KMA/USDT,0.001656,0.0017,0.0016,0.00165,3507094.2726,5715.8644052774
1658707200,2022-07-25 00:00:00,KMA/USDT,0.001791,0.001791,0.001614,0.001657,7867445.0992,13199.8708304958
1658620800,2022-07-24 00:00:00,KMA/USDT,0.001855,0.001956,0.001732,0.001803,11487704.3713,21202.166112128
1658534400,2022-07-23 00:00:00,KMA/USDT,0.001836,0.0021,0.001791,0.001843,21158210.8024,41305.4009099643
1658448000,2022-07-22 00:00:00,KMA/USDT,0.001901,0.001903,0.00171,0.001835,15398624.8793,27636.5837076229
1658361600,2022-07-21 00:00:00,KMA/USDT,0.001624,0.0023,0.001608,0.0019,83545661.50536685,167874.97461897277472
1658275200,2022-07-20 00:00:00,KMA/USDT,0.001628,0.001678,0.001579,0.001631,2711888.00013085,4430.27483426979579
1658188800,2022-07-19 00:00:00,KMA/USDT,0.001626,0.001673,0.001522,0.001629,9601074.78343106,15399.24259122128797
1658102400,2022-07-18 00:00:00,KMA/USDT,0.00158,0.001872,0.001542,0.001627,9222690.58887898,15550.38154552639052
1658016000,2022-07-17 00:00:00,KMA/USDT,0.001625,0.001676,0.001507,0.00158,5525305.0407356,8601.05854360764821
1657929600,2022-07-16 00:00:00,KMA/USDT,0.001644,0.001644,0.001455,0.001617,12738355.47422217,19633.91316845018427
1657843200,2022-07-15 00:00:00,KMA/USDT,0.001656,0.001673,0.001581,0.001652,4498184.69118562,7304.84669072951798
1657756800,2022-07-14 00:00:00,KMA/USDT,0.001635,0.001672,0.001583,0.001663,2728605.68142259,4452.91769652110189
1657670400,2022-07-13 00:00:00,KMA/USDT,0.001656,0.001733,0.001599,0.001635,3275238.59044545,5427.51654349436376
1657584000,2022-07-12 00:00:00,KMA/USDT,0.001668,0.001725,0.001609,0.001656,3414505.85908188,5686.07364794988167
1657497600,2022-07-11 00:00:00,KMA/USDT,0.001707,0.001747,0.001668,0.001668,1415048.70421935,2393.86632420612128
1657411200,2022-07-10 00:00:00,KMA/USDT,0.001804,0.001829,0.00168,0.001706,2035946.96544307,3582.9215860404665
1657324800,2022-07-09 00:00:00,KMA/USDT,0.001745,0.001834,0.001732,0.001804,2914178.88128804,5192.78495753909456
1657238400,2022-07-08 00:00:00,KMA/USDT,0.001834,0.001916,0.001726,0.001753,4852261.70305864,8621.77643617176252
1657152000,2022-07-07 00:00:00,KMA/USDT,0.001783,0.001934,0.001726,0.001835,4441637.28260971,8173.72198903441167
1657065600,2022-07-06 00:00:00,KMA/USDT,0.001839,0.001849,0.001685,0.001783,5397051.28072634,9612.41538742504463
1656979200,2022-07-05 00:00:00,KMA/USDT,0.001704,0.001838,0.001688,0.001838,4934218.63671756,8729.29107417372586
1656892800,2022-07-04 00:00:00,KMA/USDT,0.001688,0.001784,0.00166,0.001704,1969531.18764973,3389.76548081818743
1656806400,2022-07-03 00:00:00,KMA/USDT,0.001769,0.001769,0.001619,0.001688,5866510.77775008,10010.11403203824101
1656720000,2022-07-02 00:00:00,KMA/USDT,0.001757,0.001838,0.001696,0.001769,8072632.91077943,14313.91155363785681
1656633600,2022-07-01 00:00:00,KMA/USDT,0.001815,0.00238,0.001731,0.00175,34320061.55006647,68003.91346154711623
1656547200,2022-06-30 00:00:00,KMA/USDT,0.002009,0.00204,0.001795,0.0018,8190274.27174437,15536.33694489223061
1656460800,2022-06-29 00:00:00,KMA/USDT,0.00224,0.002249,0.001933,0.001993,13094029.77850208,27021.61569959738486
1656374400,2022-06-28 00:00:00,KMA/USDT,0.002305,0.002396,0.002211,0.002244,12364636.54417066,28712.75353312941377
1656288000,2022-06-27 00:00:00,KMA/USDT,0.002532,0.002548,0.002279,0.002305,5851289.46889583,14011.16289874461527
