https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AST,Volume BTC,tradecount
1663545600000,2022-09-19 00:00:00,AST/BTC,0.00000774,0.00000822,0.00000772,0.00000818,898325.00000000,7.24678139,1503
1663459200000,2022-09-18 00:00:00,AST/BTC,0.00000700,0.00000859,0.00000691,0.00000774,26403751.00000000,206.23278067,45861
1663372800000,2022-09-17 00:00:00,AST/BTC,0.00000786,0.00000888,0.00000681,0.00000700,35469150.00000000,277.29139902,55457
1663286400000,2022-09-16 00:00:00,AST/BTC,0.00000629,0.00000800,0.00000588,0.00000790,39363948.00000000,283.75749419,70429
1663200000000,2022-09-15 00:00:00,AST/BTC,0.00000531,0.00000686,0.00000503,0.00000630,31953448.00000000,195.52159672,47341
1663113600000,2022-09-14 00:00:00,AST/BTC,0.00000553,0.00000564,0.00000520,0.00000535,11777152.00000000,63.95799476,13651
1663027200000,2022-09-13 00:00:00,AST/BTC,0.00000625,0.00000727,0.00000545,0.00000553,23297859.00000000,144.33074521,35305
1662940800000,2022-09-12 00:00:00,AST/BTC,0.00000533,0.00000644,0.00000510,0.00000622,20676971.00000000,120.53452567,31665
1662854400000,2022-09-11 00:00:00,AST/BTC,0.00000509,0.00000554,0.00000504,0.00000533,7388124.00000000,39.21655524,13672
1662768000000,2022-09-10 00:00:00,AST/BTC,0.00000479,0.00000580,0.00000460,0.00000508,8615063.00000000,43.84620871,13446
1662681600000,2022-09-09 00:00:00,AST/BTC,0.00000536,0.00000550,0.00000469,0.00000478,8387438.00000000,41.80273598,8395
1662595200000,2022-09-08 00:00:00,AST/BTC,0.00000502,0.00000614,0.00000480,0.00000536,25361969.00000000,140.37830424,25440
1662508800000,2022-09-07 00:00:00,AST/BTC,0.00000469,0.00000519,0.00000459,0.00000500,5787372.00000000,28.69408982,5725
1662422400000,2022-09-06 00:00:00,AST/BTC,0.00000493,0.00000505,0.00000463,0.00000470,3576469.00000000,17.39764265,4037
1662336000000,2022-09-05 00:00:00,AST/BTC,0.00000499,0.00000522,0.00000488,0.00000497,2819682.00000000,14.07859511,3513
1662249600000,2022-09-04 00:00:00,AST/BTC,0.00000500,0.00000518,0.00000485,0.00000497,3175050.00000000,15.81276694,3111
1662163200000,2022-09-03 00:00:00,AST/BTC,0.00000496,0.00000514,0.00000493,0.00000500,1835217.00000000,9.20762866,2435
1662076800000,2022-09-02 00:00:00,AST/BTC,0.00000495,0.00000521,0.00000490,0.00000498,3631895.00000000,18.40440807,4313
1661990400000,2022-09-01 00:00:00,AST/BTC,0.00000526,0.00000538,0.00000487,0.00000495,4365731.00000000,22.22501482,6995
1661904000000,2022-08-31 00:00:00,AST/BTC,0.00000528,0.00000589,0.00000508,0.00000527,10099227.00000000,55.51467715,18272
1661817600000,2022-08-30 00:00:00,AST/BTC,0.00000513,0.00000530,0.00000482,0.00000529,4843708.00000000,24.37222124,6647
1661731200000,2022-08-29 00:00:00,AST/BTC,0.00000530,0.00000564,0.00000487,0.00000513,11784743.00000000,62.75242109,16252
1661644800000,2022-08-28 00:00:00,AST/BTC,0.00000663,0.00000779,0.00000498,0.00000530,41165933.00000000,257.69571148,65073
1661558400000,2022-08-27 00:00:00,AST/BTC,0.00000457,0.00000675,0.00000456,0.00000663,54053771.00000000,306.55531470,81790
1661472000000,2022-08-26 00:00:00,AST/BTC,0.00000459,0.00000518,0.00000445,0.00000457,4073593.00000000,19.24415108,7207
1661385600000,2022-08-25 00:00:00,AST/BTC,0.00000486,0.00000504,0.00000457,0.00000459,2720722.00000000,12.97702085,3833
1661299200000,2022-08-24 00:00:00,AST/BTC,0.00000537,0.00000590,0.00000470,0.00000488,10370684.00000000,54.09558355,16485
1661212800000,2022-08-23 00:00:00,AST/BTC,0.00000469,0.00000545,0.00000453,0.00000537,5590336.00000000,27.53993885,9862
1661126400000,2022-08-22 00:00:00,AST/BTC,0.00000435,0.00000594,0.00000435,0.00000471,13625996.00000000,67.77784781,18053
1661040000000,2022-08-21 00:00:00,AST/BTC,0.00000441,0.00000462,0.00000431,0.00000436,1355381.00000000,6.07472258,2705
1660953600000,2022-08-20 00:00:00,AST/BTC,0.00000437,0.00000464,0.00000427,0.00000444,1294878.00000000,5.77563884,2140
1660867200000,2022-08-19 00:00:00,AST/BTC,0.00000421,0.00000472,0.00000417,0.00000436,3344892.00000000,14.94117200,6566
1660780800000,2022-08-18 00:00:00,AST/BTC,0.00000412,0.00000459,0.00000407,0.00000422,1727635.00000000,7.44453413,4043
1660694400000,2022-08-17 00:00:00,AST/BTC,0.00000421,0.00000426,0.00000402,0.00000412,940566.00000000,3.88369157,1825
1660608000000,2022-08-16 00:00:00,AST/BTC,0.00000404,0.00000459,0.00000401,0.00000422,3996214.00000000,17.10174447,7225
1660521600000,2022-08-15 00:00:00,AST/BTC,0.00000400,0.00000410,0.00000397,0.00000403,1054543.00000000,4.25341684,1397
1660435200000,2022-08-14 00:00:00,AST/BTC,0.00000413,0.00000419,0.00000400,0.00000400,3997659.00000000,16.42846001,2676
1660348800000,2022-08-13 00:00:00,AST/BTC,0.00000421,0.00000422,0.00000407,0.00000412,961587.00000000,3.96644202,1604
1660262400000,2022-08-12 00:00:00,AST/BTC,0.00000418,0.00000428,0.00000411,0.00000422,1231273.00000000,5.16583720,2320
1660176000000,2022-08-11 00:00:00,AST/BTC,0.00000434,0.00000437,0.00000413,0.00000416,1514443.00000000,6.40855763,2277
1660089600000,2022-08-10 00:00:00,AST/BTC,0.00000430,0.00000447,0.00000425,0.00000435,2140976.00000000,9.27149499,2949
1660003200000,2022-08-09 00:00:00,AST/BTC,0.00000441,0.00000480,0.00000419,0.00000428,6457232.00000000,28.32689827,8128
1659916800000,2022-08-08 00:00:00,AST/BTC,0.00000529,0.00000540,0.00000426,0.00000439,12493425.00000000,57.18376994,16835
1659830400000,2022-08-07 00:00:00,AST/BTC,0.00000395,0.00000607,0.00000394,0.00000529,40598599.00000000,205.32004728,55430
1659744000000,2022-08-06 00:00:00,AST/BTC,0.00000397,0.00000403,0.00000385,0.00000395,1149538.00000000,4.53016994,1280
1659657600000,2022-08-05 00:00:00,AST/BTC,0.00000395,0.00000412,0.00000384,0.00000398,2153795.00000000,8.55323150,3104
