https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KAVA,Volume USDT
1663344000,2022-09-16 16:00:00,KAVA/USDT,1.5781,1.5804,1.5345,1.5513,59491.82831997,92592.981549316177
1663340400,2022-09-16 15:00:00,KAVA/USDT,1.5386,1.5799,1.5364,1.5771,61764.42326563,95819.796179268005
1663336800,2022-09-16 14:00:00,KAVA/USDT,1.5255,1.554,1.522,1.5389,62331.67675339,95966.234082416411
1663333200,2022-09-16 13:00:00,KAVA/USDT,1.5392,1.5443,1.519,1.5261,62127.76201819,95524.472191224469
1663329600,2022-09-16 12:00:00,KAVA/USDT,1.5512,1.5512,1.5337,1.5373,75037.43726808,115773.147208733824
1663326000,2022-09-16 11:00:00,KAVA/USDT,1.5318,1.5639,1.5299,1.5511,58419.32479612,90344.436631668177
1663322400,2022-09-16 10:00:00,KAVA/USDT,1.5215,1.5349,1.5176,1.5311,52638.06754758,80292.668043086127
1663318800,2022-09-16 09:00:00,KAVA/USDT,1.517,1.5232,1.513,1.5216,28728.61300734,43674.334616395682
1663315200,2022-09-16 08:00:00,KAVA/USDT,1.5349,1.5363,1.5082,1.516,11423.92689508,17403.27645842261
1663311600,2022-09-16 07:00:00,KAVA/USDT,1.5408,1.5437,1.5332,1.5339,43347.14164024,66815.223860333864
1663308000,2022-09-16 06:00:00,KAVA/USDT,1.5396,1.5452,1.5364,1.539,50519.62079249,77882.787370552937
1663304400,2022-09-16 05:00:00,KAVA/USDT,1.5448,1.5487,1.5389,1.5396,43384.29783172,67012.144816763893
1663300800,2022-09-16 04:00:00,KAVA/USDT,1.5409,1.5524,1.5407,1.5436,47690.29026394,73851.507501228074
1663297200,2022-09-16 03:00:00,KAVA/USDT,1.5346,1.5417,1.5333,1.5408,56546.20767924,86971.133924660707
1663293600,2022-09-16 02:00:00,KAVA/USDT,1.5419,1.5419,1.5219,1.5342,52158.0787994,79942.799863279289
1663290000,2022-09-16 01:00:00,KAVA/USDT,1.5452,1.5472,1.5327,1.5379,52717.0147684,81187.36136361912
1663286400,2022-09-16 00:00:00,KAVA/USDT,1.5369,1.5447,1.5159,1.5447,52842.49156846,80937.581757660283
1663282800,2022-09-15 23:00:00,KAVA/USDT,1.5367,1.5398,1.5287,1.5315,38651.72413693,59273.054241648523
1663279200,2022-09-15 22:00:00,KAVA/USDT,1.5486,1.5521,1.5256,1.5366,44219.75729041,68122.447308938859
1663275600,2022-09-15 21:00:00,KAVA/USDT,1.5556,1.5557,1.543,1.5502,44964.09628126,69744.375627771402
1663272000,2022-09-15 20:00:00,KAVA/USDT,1.5555,1.5597,1.548,1.5575,40225.81889518,62519.73060266014
1663268400,2022-09-15 19:00:00,KAVA/USDT,1.5485,1.5606,1.543,1.5558,38664.19570651,59915.073469029379
1663264800,2022-09-15 18:00:00,KAVA/USDT,1.554,1.5592,1.547,1.5485,45843.56342899,71152.850707703945
1663261200,2022-09-15 17:00:00,KAVA/USDT,1.5592,1.5635,1.5532,1.5553,44763.19170014,69739.314204238851
1663257600,2022-09-15 16:00:00,KAVA/USDT,1.5403,1.5573,1.5402,1.5547,50476.61761596,78255.148287105565
1663254000,2022-09-15 15:00:00,KAVA/USDT,1.5363,1.5467,1.5219,1.5417,37628.72001959,57815.562447751087
1663250400,2022-09-15 14:00:00,KAVA/USDT,1.5836,1.5836,1.534,1.5412,55827.60145982,87115.740556642745
1663246800,2022-09-15 13:00:00,KAVA/USDT,1.5706,1.5958,1.5543,1.5857,82356.7216928,129912.181093630732
1663243200,2022-09-15 12:00:00,KAVA/USDT,1.5548,1.5726,1.5509,1.5689,47620.76675054,74347.731708876826
1663239600,2022-09-15 11:00:00,KAVA/USDT,1.5438,1.5577,1.5428,1.5548,46422.35299873,71979.071776664491
1663236000,2022-09-15 10:00:00,KAVA/USDT,1.551,1.5626,1.5425,1.547,42456.29201302,65992.055476517374
1663232400,2022-09-15 09:00:00,KAVA/USDT,1.5533,1.5558,1.5465,1.5533,51603.4412814,80072.159303490198
1663228800,2022-09-15 08:00:00,KAVA/USDT,1.5645,1.569,1.5432,1.5509,52160.56668711,81049.031831933066
1663225200,2022-09-15 07:00:00,KAVA/USDT,1.5604,1.5772,1.5544,1.5655,63087.39519731,98711.939002468664
1663221600,2022-09-15 06:00:00,KAVA/USDT,1.5409,1.5695,1.5172,1.5564,70931.86676982,109191.327238626415
1663218000,2022-09-15 05:00:00,KAVA/USDT,1.5295,1.5417,1.5248,1.5387,60056.46637294,92238.788733332106
1663214400,2022-09-15 04:00:00,KAVA/USDT,1.5337,1.5345,1.5219,1.5301,59176.44071198,90477.837839609944
1663210800,2022-09-15 03:00:00,KAVA/USDT,1.5408,1.5409,1.5219,1.5337,54229.42974439,83063.397909234585
1663207200,2022-09-15 02:00:00,KAVA/USDT,1.5545,1.5548,1.5256,1.5405,58229.85454447,89667.090163668234
1663203600,2022-09-15 01:00:00,KAVA/USDT,1.5491,1.5556,1.5345,1.5556,57953.90684488,89759.29097332864
1663200000,2022-09-15 00:00:00,KAVA/USDT,1.5627,1.5662,1.5398,1.5482,62131.00407059,96456.37513654458
1663196400,2022-09-14 23:00:00,KAVA/USDT,1.5737,1.5807,1.5598,1.5636,54842.70067603,86083.698993323542
1663192800,2022-09-14 22:00:00,KAVA/USDT,1.5708,1.5802,1.5662,1.5753,33534.31014961,52717.121444671984
1663189200,2022-09-14 21:00:00,KAVA/USDT,1.5614,1.5726,1.5552,1.5726,38538.45574925,60248.32047907769
1663185600,2022-09-14 20:00:00,KAVA/USDT,1.5662,1.5662,1.5581,1.5615,41409.85198325,64700.91136150523
1663182000,2022-09-14 19:00:00,KAVA/USDT,1.555,1.5665,1.5469,1.5637,49086.00397182,76365.618620116196
1663178400,2022-09-14 18:00:00,KAVA/USDT,1.5606,1.561,1.5228,1.5549,60186.87616342,93089.087461950616
1663174800,2022-09-14 17:00:00,KAVA/USDT,1.5625,1.5699,1.5572,1.5611,48495.37643278,75810.954154889491
1663171200,2022-09-14 16:00:00,KAVA/USDT,1.5791,1.5843,1.5572,1.5592,64710.66129219,101516.534018747004
1663167600,2022-09-14 15:00:00,KAVA/USDT,1.5609,1.578,1.5552,1.578,49480.64752743,77431.92945787538
1663164000,2022-09-14 14:00:00,KAVA/USDT,1.561,1.5636,1.547,1.5609,48373.75898133,75380.21215577463
1663160400,2022-09-14 13:00:00,KAVA/USDT,1.568,1.5709,1.547,1.559,47181.6328,73567.37446421
1663156800,2022-09-14 12:00:00,KAVA/USDT,1.5458,1.5741,1.5318,1.5678,40068.53123083,62157.935549772631
1663153200,2022-09-14 11:00:00,KAVA/USDT,1.5523,1.5535,1.5372,1.5476,37857.41564384,58712.760842206438
1663149600,2022-09-14 10:00:00,KAVA/USDT,1.5487,1.5567,1.5471,1.5535,43428.55457766,67332.48318221481
1663146000,2022-09-14 09:00:00,KAVA/USDT,1.5401,1.5502,1.5381,1.5502,45172.5061282,69811.58606109594
1663142400,2022-09-14 08:00:00,KAVA/USDT,1.531,1.5455,1.5219,1.5417,45338.16748331,69566.823393093628
1663138800,2022-09-14 07:00:00,KAVA/USDT,1.5439,1.5507,1.5176,1.5324,52099.18614471,80258.320265634464
1663135200,2022-09-14 06:00:00,KAVA/USDT,1.5546,1.5561,1.5427,1.544,46807.48504617,72557.371590018417
1663131600,2022-09-14 05:00:00,KAVA/USDT,1.5573,1.5615,1.5516,1.5529,47817.4178,74431.78558266
1663128000,2022-09-14 04:00:00,KAVA/USDT,1.5516,1.5591,1.5462,1.5572,38931.50813021,60476.582430885125
1663124400,2022-09-14 03:00:00,KAVA/USDT,1.5526,1.556,1.5468,1.5524,34360.61336269,53322.371844594272
1663120800,2022-09-14 02:00:00,KAVA/USDT,1.5419,1.5539,1.5404,1.5539,41671.77059302,64437.256664762866
1663117200,2022-09-14 01:00:00,KAVA/USDT,1.5331,1.5462,1.5323,1.543,43515.99376704,67002.117926827968
1663113600,2022-09-14 00:00:00,KAVA/USDT,1.5313,1.535,1.5151,1.5345,48976.90975924,74763.421009791234
1663110000,2022-09-13 23:00:00,KAVA/USDT,1.5363,1.5371,1.5244,1.5311,54377.04483757,83179.280815793897
1663106400,2022-09-13 22:00:00,KAVA/USDT,1.5354,1.5462,1.5219,1.5388,47302.13079659,72610.287283105236
1663102800,2022-09-13 21:00:00,KAVA/USDT,1.5519,1.552,1.5241,1.537,45451.48177364,70130.956990873319
1663099200,2022-09-13 20:00:00,KAVA/USDT,1.5582,1.5635,1.5509,1.5509,48170.73637778,75040.594866773405
1663095600,2022-09-13 19:00:00,KAVA/USDT,1.5493,1.5621,1.5299,1.5561,54277.27970808,84078.918254555428
1663092000,2022-09-13 18:00:00,KAVA/USDT,1.5736,1.5781,1.5411,1.5476,47705.98515164,74837.836599460728
1663088400,2022-09-13 17:00:00,KAVA/USDT,1.5814,1.5863,1.5728,1.5742,62532.34362943,98805.241742456697
1663084800,2022-09-13 16:00:00,KAVA/USDT,1.5809,1.5873,1.5672,1.5805,60595.78903104,95757.712842566609
1663081200,2022-09-13 15:00:00,KAVA/USDT,1.5796,1.5884,1.5781,1.5819,60245.82532558,95373.335665503512
1663077600,2022-09-13 14:00:00,KAVA/USDT,1.5933,1.612,1.573,1.5805,71411.09202512,113637.528094043437
1663074000,2022-09-13 13:00:00,KAVA/USDT,1.6029,1.6132,1.5938,1.5939,60434.0558728,96845.48405409894
1663070400,2022-09-13 12:00:00,KAVA/USDT,1.7016,1.7069,1.5837,1.6046,80701.2632842,132919.776398628553
1663066800,2022-09-13 11:00:00,KAVA/USDT,1.698,1.7084,1.6965,1.7,60028.72095844,102109.295442112546
1663063200,2022-09-13 10:00:00,KAVA/USDT,1.6874,1.6993,1.6868,1.6988,39013.4304,66011.4588981
1663059600,2022-09-13 09:00:00,KAVA/USDT,1.6981,1.7082,1.6824,1.6874,38265.74161667,64936.006756047345
1663056000,2022-09-13 08:00:00,KAVA/USDT,1.7095,1.7136,1.695,1.6987,35132.37081844,59982.230813286584
1663052400,2022-09-13 07:00:00,KAVA/USDT,1.6912,1.7147,1.6912,1.7096,34058.7258,57924.0054862
1663048800,2022-09-13 06:00:00,KAVA/USDT,1.6925,1.7133,1.6869,1.6912,34233.47835222,58202.876878385123
1663045200,2022-09-13 05:00:00,KAVA/USDT,1.6907,1.7032,1.6897,1.6945,47022.1369,79801.04512884
1663041600,2022-09-13 04:00:00,KAVA/USDT,1.6985,1.7063,1.6913,1.6917,39261.82734062,66594.50009316307
1663038000,2022-09-13 03:00:00,KAVA/USDT,1.6916,1.7013,1.6783,1.6943,52182.75023557,87989.057502224583
1663034400,2022-09-13 02:00:00,KAVA/USDT,1.6784,1.6964,1.6658,1.6905,50368.99586871,84771.73426063937
1663030800,2022-09-13 01:00:00,KAVA/USDT,1.6845,1.6916,1.6685,1.6784,45774.28371493,76900.725712290805
1663027200,2022-09-13 00:00:00,KAVA/USDT,1.7152,1.7152,1.6712,1.6837,54263.43137124,91742.238896797295
1663023600,2022-09-12 23:00:00,KAVA/USDT,1.7033,1.7152,1.6998,1.7152,45987.63569992,78550.524034183456
1663020000,2022-09-12 22:00:00,KAVA/USDT,1.6978,1.7063,1.6944,1.7017,40946.49243196,69579.412396748713
1663016400,2022-09-12 21:00:00,KAVA/USDT,1.7176,1.7176,1.6927,1.6977,50836.9477,86472.6045499
1663012800,2022-09-12 20:00:00,KAVA/USDT,1.7123,1.7217,1.706,1.7187,41437.6506,71031.1502755
1663009200,2022-09-12 19:00:00,KAVA/USDT,1.7053,1.7139,1.7,1.7123,38476.4258,65713.62572475
1663005600,2022-09-12 18:00:00,KAVA/USDT,1.7095,1.7095,1.6953,1.7043,50287.3828,85623.52570942
1663002000,2022-09-12 17:00:00,KAVA/USDT,1.6996,1.7096,1.6927,1.7096,52186.81116598,88693.558587965581
1662998400,2022-09-12 16:00:00,KAVA/USDT,1.7134,1.7174,1.6782,1.7019,54733.5132,92886.3457897
1662994800,2022-09-12 15:00:00,KAVA/USDT,1.7394,1.7461,1.7111,1.7186,48016.39040379,83043.66693294235
1662991200,2022-09-12 14:00:00,KAVA/USDT,1.756,1.7765,1.7353,1.742,50334.2817534,88275.298052578534
1662987600,2022-09-12 13:00:00,KAVA/USDT,1.7472,1.7588,1.736,1.7556,55897.12793726,97655.464696522464
1662984000,2022-09-12 12:00:00,KAVA/USDT,1.7515,1.753,1.7405,1.7479,61015.85177175,106613.907556769234
1662980400,2022-09-12 11:00:00,KAVA/USDT,1.7634,1.7658,1.7493,1.7519,47631.31455549,83737.414238856675
1662976800,2022-09-12 10:00:00,KAVA/USDT,1.7442,1.772,1.7344,1.7612,47911.08143023,83839.024364972467
1662973200,2022-09-12 09:00:00,KAVA/USDT,1.7518,1.754,1.7429,1.7452,50309.3190148,87911.714029302115
1662969600,2022-09-12 08:00:00,KAVA/USDT,1.7375,1.7507,1.7272,1.7502,47604.4753,82792.8962099
1662966000,2022-09-12 07:00:00,KAVA/USDT,1.7268,1.7389,1.7261,1.7364,47094.57180533,81532.857596868641
1662962400,2022-09-12 06:00:00,KAVA/USDT,1.717,1.7314,1.7156,1.7271,48406.274,83426.40503477
1662958800,2022-09-12 05:00:00,KAVA/USDT,1.7137,1.7191,1.7063,1.7181,38184.01111157,65471.48183461808
1662955200,2022-09-12 04:00:00,KAVA/USDT,1.7055,1.714,1.7026,1.7135,34994.43990571,59800.57842407694
1662951600,2022-09-12 03:00:00,KAVA/USDT,1.7114,1.7188,1.6936,1.7055,37549.3065,64077.69129972
1662948000,2022-09-12 02:00:00,KAVA/USDT,1.7463,1.7479,1.7063,1.7106,36278.84056708,62371.571554988784
1662944400,2022-09-12 01:00:00,KAVA/USDT,1.6932,1.7463,1.6879,1.7463,41583.61716523,71188.581267774837
1662940800,2022-09-12 00:00:00,KAVA/USDT,1.7252,1.7252,1.6919,1.6919,38914.30571316,66708.34986822832
1662937200,2022-09-11 23:00:00,KAVA/USDT,1.7082,1.7267,1.7006,1.7267,57567.04072065,98696.607365413565
1662933600,2022-09-11 22:00:00,KAVA/USDT,1.7029,1.7174,1.7023,1.7058,40493.5502,69286.56221569
1662930000,2022-09-11 21:00:00,KAVA/USDT,1.7254,1.7264,1.6919,1.695,39895.12238359,68516.882386989776
1662926400,2022-09-11 20:00:00,KAVA/USDT,1.7286,1.7322,1.7118,1.7271,44903.549,77490.25680926
1662922800,2022-09-11 19:00:00,KAVA/USDT,1.7256,1.7332,1.7256,1.7298,34741.2464,60095.03385356
1662919200,2022-09-11 18:00:00,KAVA/USDT,1.737,1.7391,1.7232,1.7247,39276.88028486,68158.645446777558
1662915600,2022-09-11 17:00:00,KAVA/USDT,1.7493,1.7509,1.7353,1.737,46728.97624035,81459.398405678224
1662912000,2022-09-11 16:00:00,KAVA/USDT,1.7321,1.7507,1.7321,1.749,44596.1246624,77654.532150911014
1662908400,2022-09-11 15:00:00,KAVA/USDT,1.729,1.7384,1.7271,1.731,51321.05168848,88934.424088006943
1662904800,2022-09-11 14:00:00,KAVA/USDT,1.7312,1.7344,1.7197,1.7309,49792.962,86057.66108374
1662901200,2022-09-11 13:00:00,KAVA/USDT,1.7372,1.7372,1.7249,1.7313,40214.501,69606.47306497
1662897600,2022-09-11 12:00:00,KAVA/USDT,1.732,1.7421,1.7245,1.7372,41806.89714833,72436.69852842754
1662894000,2022-09-11 11:00:00,KAVA/USDT,1.7272,1.7361,1.7255,1.7326,42350.29507373,73338.410437154886
1662890400,2022-09-11 10:00:00,KAVA/USDT,1.7229,1.7302,1.7206,1.7271,37205.14428456,64204.328468668957
1662886800,2022-09-11 09:00:00,KAVA/USDT,1.7272,1.7307,1.721,1.7228,45634.8238,78748.43647724
1662883200,2022-09-11 08:00:00,KAVA/USDT,1.7233,1.7309,1.7217,1.7296,44121.4362,76194.77532546
1662879600,2022-09-11 07:00:00,KAVA/USDT,1.7114,1.7257,1.7086,1.7224,44633.07463236,76656.047185693652
1662876000,2022-09-11 06:00:00,KAVA/USDT,1.7281,1.7329,1.6952,1.7109,55220.04453398,94760.316301958591
1662872400,2022-09-11 05:00:00,KAVA/USDT,1.7307,1.7372,1.7263,1.7273,42184.74617341,73025.6752076893
1662868800,2022-09-11 04:00:00,KAVA/USDT,1.7402,1.7475,1.7314,1.7341,35715.2832,62207.69103189
1662865200,2022-09-11 03:00:00,KAVA/USDT,1.7326,1.7431,1.7326,1.7394,45092.47129194,78430.933344857074
1662861600,2022-09-11 02:00:00,KAVA/USDT,1.7556,1.7562,1.7298,1.7307,35079.4478,61130.02886645
1662858000,2022-09-11 01:00:00,KAVA/USDT,1.7598,1.7737,1.756,1.7563,39191.9967,69210.46229578
1662854400,2022-09-11 00:00:00,KAVA/USDT,1.7602,1.7996,1.7579,1.76,53215.06377731,94121.034218242299
1662850800,2022-09-10 23:00:00,KAVA/USDT,1.7625,1.7664,1.7532,1.7543,42924.51476534,75594.831187348032
1662847200,2022-09-10 22:00:00,KAVA/USDT,1.7433,1.7673,1.7433,1.7616,45067.99051546,79148.79267826352
1662843600,2022-09-10 21:00:00,KAVA/USDT,1.7324,1.7583,1.7324,1.7436,28979.08428847,50446.100018150106
1662840000,2022-09-10 20:00:00,KAVA/USDT,1.7373,1.7377,1.7267,1.7331,32679.62069301,56621.161066856273
1662836400,2022-09-10 19:00:00,KAVA/USDT,1.7342,1.7428,1.7331,1.736,47341.69003239,82165.819876340172
1662832800,2022-09-10 18:00:00,KAVA/USDT,1.7235,1.7372,1.7235,1.7322,49865.51598621,86368.584642218606
1662829200,2022-09-10 17:00:00,KAVA/USDT,1.7265,1.727,1.7188,1.7233,41929.11615842,72260.29466395309
1662825600,2022-09-10 16:00:00,KAVA/USDT,1.7132,1.7368,1.71,1.7308,40644.33975731,69845.393869852395
1662822000,2022-09-10 15:00:00,KAVA/USDT,1.7149,1.7241,1.7115,1.7133,39600.57085321,67969.674114114269
1662818400,2022-09-10 14:00:00,KAVA/USDT,1.7125,1.7203,1.7124,1.7147,37559.92073602,64489.922902876322
1662814800,2022-09-10 13:00:00,KAVA/USDT,1.7259,1.7298,1.7089,1.7125,43789.5068,75257.00959502
1662811200,2022-09-10 12:00:00,KAVA/USDT,1.7278,1.7397,1.7191,1.7256,38332.7911,66224.57457919
1662807600,2022-09-10 11:00:00,KAVA/USDT,1.7308,1.732,1.7246,1.7281,48842.64535601,84449.554919889149
1662804000,2022-09-10 10:00:00,KAVA/USDT,1.7421,1.7532,1.5686,1.7293,92430.4692,158824.90105306
1662800400,2022-09-10 09:00:00,KAVA/USDT,1.7374,1.7457,1.7359,1.7421,34526.9212,60137.7232214
1662796800,2022-09-10 08:00:00,KAVA/USDT,1.7218,1.7557,1.7218,1.7354,39786.92739585,69281.217794885106
1662793200,2022-09-10 07:00:00,KAVA/USDT,1.7623,1.7624,1.716,1.7192,53219.4274,93004.71997254
1662789600,2022-09-10 06:00:00,KAVA/USDT,1.7401,1.7653,1.7394,1.7608,52205.74051635,91455.491939670403
1662786000,2022-09-10 05:00:00,KAVA/USDT,1.7259,1.75,1.7238,1.7384,57974.28627966,100832.304053752808
1662782400,2022-09-10 04:00:00,KAVA/USDT,1.7419,1.7528,1.7211,1.7245,34347.36208483,59795.576689487299
1662778800,2022-09-10 03:00:00,KAVA/USDT,1.7565,1.7602,1.74,1.7429,33883.37854782,59285.950703707023
1662775200,2022-09-10 02:00:00,KAVA/USDT,1.7571,1.7595,1.7469,1.7574,27440.16438468,48122.219514517902
1662771600,2022-09-10 01:00:00,KAVA/USDT,1.7565,1.7709,1.7532,1.7568,32721.33001072,57610.752313057542
1662768000,2022-09-10 00:00:00,KAVA/USDT,1.756,1.7673,1.7378,1.7537,42492.96017218,74306.557218910862
1662764400,2022-09-09 23:00:00,KAVA/USDT,1.751,1.7672,1.73,1.7554,48562.69212428,84955.206410458601
1662760800,2022-09-09 22:00:00,KAVA/USDT,1.7501,1.7594,1.748,1.7493,53385.21319878,93532.116214640494
1662757200,2022-09-09 21:00:00,KAVA/USDT,1.7477,1.7599,1.7424,1.7531,44353.69917588,77527.277508686632
1662753600,2022-09-09 20:00:00,KAVA/USDT,1.7581,1.7618,1.7409,1.745,51637.37884523,90182.194324986686
1662750000,2022-09-09 19:00:00,KAVA/USDT,1.7261,1.7779,1.7243,1.758,49084.84944661,85959.812698968892
1662746400,2022-09-09 18:00:00,KAVA/USDT,1.7245,1.7272,1.7149,1.7243,36225.40976518,62368.08775074034
1662742800,2022-09-09 17:00:00,KAVA/USDT,1.7314,1.7496,1.7168,1.7269,38504.58205717,66587.240432433644
1662739200,2022-09-09 16:00:00,KAVA/USDT,1.7342,1.7518,1.7139,1.737,46959.78419144,81296.491523270055
1662735600,2022-09-09 15:00:00,KAVA/USDT,1.7278,1.7389,1.7178,1.7377,50512.28857808,87214.079017802778
1662732000,2022-09-09 14:00:00,KAVA/USDT,1.7219,1.7274,1.7164,1.7259,46037.75617732,79317.511632394196
1662728400,2022-09-09 13:00:00,KAVA/USDT,1.7213,1.7245,1.7016,1.7215,50772.7898527,87011.641482525327
1662724800,2022-09-09 12:00:00,KAVA/USDT,1.7096,1.7267,1.7073,1.7206,44085.89116724,75712.018757083964
1662721200,2022-09-09 11:00:00,KAVA/USDT,1.72,1.7243,1.7043,1.7101,37043.80325573,63457.325324804552
1662717600,2022-09-09 10:00:00,KAVA/USDT,1.7224,1.7347,1.715,1.7234,38461.9479316,66324.31609766156
1662714000,2022-09-09 09:00:00,KAVA/USDT,1.7337,1.7337,1.7139,1.7225,34532.16376168,59456.575748936859
1662710400,2022-09-09 08:00:00,KAVA/USDT,1.7033,1.74,1.7033,1.7335,45913.1001,79021.83374296
1662706800,2022-09-09 07:00:00,KAVA/USDT,1.7097,1.7186,1.7,1.703,37705.9789,64336.79505327
1662703200,2022-09-09 06:00:00,KAVA/USDT,1.7062,1.7263,1.7013,1.7075,39752.22361188,68045.19270465412
1662699600,2022-09-09 05:00:00,KAVA/USDT,1.6904,1.7058,1.6803,1.7054,44612.0696275,75335.181844606031
1662696000,2022-09-09 04:00:00,KAVA/USDT,1.6827,1.6985,1.6786,1.6912,41469.20431772,70141.432173711875
1662692400,2022-09-09 03:00:00,KAVA/USDT,1.6638,1.6861,1.6607,1.6829,37579.27724155,62873.566070774178
1662688800,2022-09-09 02:00:00,KAVA/USDT,1.665,1.6734,1.6567,1.6658,38149.52725527,63597.279724892928
1662685200,2022-09-09 01:00:00,KAVA/USDT,1.6662,1.6726,1.6645,1.6658,47487.67230443,79173.6694566392
1662681600,2022-09-09 00:00:00,KAVA/USDT,1.6533,1.6672,1.6464,1.6641,47070.0905941,78117.247815856441
1662678000,2022-09-08 23:00:00,KAVA/USDT,1.6496,1.6551,1.6448,1.6521,42539.25185783,70213.119343302962
1662674400,2022-09-08 22:00:00,KAVA/USDT,1.6454,1.6491,1.6372,1.649,42965.90077458,70651.687545658437
1662670800,2022-09-08 21:00:00,KAVA/USDT,1.6556,1.6594,1.6352,1.6457,46492.91381104,76631.554277612314
1662667200,2022-09-08 20:00:00,KAVA/USDT,1.6607,1.6664,1.6524,1.6549,35776.0056484,59326.817591147083
1662663600,2022-09-08 19:00:00,KAVA/USDT,1.63,1.6605,1.6284,1.6605,40380.84231237,66117.80047679235
1662660000,2022-09-08 18:00:00,KAVA/USDT,1.6266,1.6389,1.6243,1.6311,45525.88342029,74280.548698733796
1662656400,2022-09-08 17:00:00,KAVA/USDT,1.6197,1.6331,1.6077,1.627,40295.11312444,65488.391972029901
1662652800,2022-09-08 16:00:00,KAVA/USDT,1.6241,1.6381,1.5988,1.6195,38414.01710933,61987.175644574885
