https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CRPT,Volume USDT
1663462800,2022-09-18 01:00:00,CRPT/USDT,0.13564,0.13569,0.13467,0.13547,3172.23,430.153506913
1663459200,2022-09-18 00:00:00,CRPT/USDT,0.13701,0.138,0.1349,0.13564,42714.7641,5817.374539529
1663455600,2022-09-17 23:00:00,CRPT/USDT,0.13934,0.13934,0.13601,0.13703,41478.9872,5708.994322463
1663452000,2022-09-17 22:00:00,CRPT/USDT,0.14237,0.14237,0.13853,0.13934,60738.0255,8521.754004131
1663448400,2022-09-17 21:00:00,CRPT/USDT,0.14215,0.14596,0.14,0.14235,62168.9819,8873.561404224
1663444800,2022-09-17 20:00:00,CRPT/USDT,0.14372,0.14497,0.14055,0.14215,84836.8371,12123.053924238
1663441200,2022-09-17 19:00:00,CRPT/USDT,0.13494,0.154,0.13419,0.14372,357572.9893,52246.649256404
1663437600,2022-09-17 18:00:00,CRPT/USDT,0.1328,0.13529,0.13193,0.13492,199726.5975,26551.541581768
1663434000,2022-09-17 17:00:00,CRPT/USDT,0.13282,0.13342,0.13137,0.1325,343332.1338,45577.712696657
1663430400,2022-09-17 16:00:00,CRPT/USDT,0.13105,0.13335,0.13082,0.13246,51168.0495,6731.081315942
1663426800,2022-09-17 15:00:00,CRPT/USDT,0.13127,0.1313,0.13017,0.13105,22785.0814,2982.018209704
1663423200,2022-09-17 14:00:00,CRPT/USDT,0.1313,0.13135,0.13017,0.13128,64958.3741,8516.08944956
1663419600,2022-09-17 13:00:00,CRPT/USDT,0.13322,0.13322,0.13017,0.1313,57808.6617,7612.348221352
1663416000,2022-09-17 12:00:00,CRPT/USDT,0.13457,0.13536,0.13253,0.13322,171595.1104,22982.822579376
1663412400,2022-09-17 11:00:00,CRPT/USDT,0.14392,0.14396,0.13277,0.13443,273680.7191,37356.691925554
1663408800,2022-09-17 10:00:00,CRPT/USDT,0.13685,0.15507,0.13355,0.14394,505634.1847,72884.989477281
1663405200,2022-09-17 09:00:00,CRPT/USDT,0.14028,0.14153,0.13683,0.13685,162531.6634,22567.654060973
1663401600,2022-09-17 08:00:00,CRPT/USDT,0.14241,0.14523,0.13989,0.14028,173441.3458,24683.250990397
1663398000,2022-09-17 07:00:00,CRPT/USDT,0.13969,0.153,0.136,0.14328,262266.9174,37211.013391616
1663394400,2022-09-17 06:00:00,CRPT/USDT,0.14012,0.142,0.13401,0.13934,251903.6452,34629.589128451
1663390800,2022-09-17 05:00:00,CRPT/USDT,0.153,0.16682,0.13988,0.14092,554486.4328,85344.014659657
1663387200,2022-09-17 04:00:00,CRPT/USDT,0.12529,0.15618,0.12529,0.153,277472.5904,39801.474677295
1663383600,2022-09-17 03:00:00,CRPT/USDT,0.12452,0.1253,0.12452,0.12457,1223.6339,152.983465552
1663380000,2022-09-17 02:00:00,CRPT/USDT,0.12294,0.12507,0.12294,0.12449,13611.0911,1691.312468774
1663376400,2022-09-17 01:00:00,CRPT/USDT,0.12196,0.12399,0.12154,0.12229,102258.7078,12479.922580739
1663372800,2022-09-17 00:00:00,CRPT/USDT,0.1205,0.12246,0.12048,0.12155,273411.7572,33071.006823876
1663369200,2022-09-16 23:00:00,CRPT/USDT,0.1199,0.12159,0.11951,0.1205,359074.2635,43300.917870948
1663365600,2022-09-16 22:00:00,CRPT/USDT,0.11979,0.12056,0.11953,0.1199,352166.0654,42314.8659693
1663362000,2022-09-16 21:00:00,CRPT/USDT,0.11986,0.12067,0.11977,0.1202,393049.3979,47239.59913922
1663358400,2022-09-16 20:00:00,CRPT/USDT,0.11952,0.12059,0.11911,0.11986,382931.6666,45878.295930443
1663354800,2022-09-16 19:00:00,CRPT/USDT,0.11961,0.12,0.11806,0.11952,423534.341,50607.950534527
1663351200,2022-09-16 18:00:00,CRPT/USDT,0.11944,0.12,0.11892,0.11964,418738.2708,50056.72004782
1663347600,2022-09-16 17:00:00,CRPT/USDT,0.12284,0.12311,0.11762,0.11937,388689.5992,46566.540057935
1663344000,2022-09-16 16:00:00,CRPT/USDT,0.12292,0.1232,0.122,0.12286,118141.2459,14475.965958607
1663340400,2022-09-16 15:00:00,CRPT/USDT,0.1246,0.1252,0.12221,0.12292,323328.0532,39826.463792351
1663336800,2022-09-16 14:00:00,CRPT/USDT,0.12361,0.1249,0.12342,0.1246,253471.1813,31443.643901994
1663333200,2022-09-16 13:00:00,CRPT/USDT,0.12328,0.12408,0.12191,0.12366,238010.7091,29297.671752973
1663329600,2022-09-16 12:00:00,CRPT/USDT,0.1194,0.12398,0.118,0.12328,265627.111,32151.842146276
1663326000,2022-09-16 11:00:00,CRPT/USDT,0.11826,0.11999,0.11681,0.11882,246524.6458,29189.892221446
1663322400,2022-09-16 10:00:00,CRPT/USDT,0.12155,0.12155,0.11521,0.11858,370579.2894,43954.484154135
1663318800,2022-09-16 09:00:00,CRPT/USDT,0.12094,0.12599,0.12084,0.12155,219722.4052,26844.826064358
1663315200,2022-09-16 08:00:00,CRPT/USDT,0.12116,0.12158,0.12094,0.12118,161881.1821,19621.983626803
1663311600,2022-09-16 07:00:00,CRPT/USDT,0.12124,0.12159,0.12069,0.1212,138151.0569,16746.095717658
1663308000,2022-09-16 06:00:00,CRPT/USDT,0.1217,0.12251,0.1206,0.12124,181740.3379,22074.743755937
1663304400,2022-09-16 05:00:00,CRPT/USDT,0.12154,0.12228,0.12144,0.1217,134264.2621,16329.010586223
1663300800,2022-09-16 04:00:00,CRPT/USDT,0.12108,0.12599,0.12085,0.12156,167330.4825,20424.98874286
1663297200,2022-09-16 03:00:00,CRPT/USDT,0.12164,0.12187,0.12085,0.12108,139005.3089,16856.776393182
1663293600,2022-09-16 02:00:00,CRPT/USDT,0.12159,0.12184,0.12072,0.12181,131640.8922,15981.69090367
1663290000,2022-09-16 01:00:00,CRPT/USDT,0.12228,0.12236,0.1214,0.1214,192051.2628,23444.071293421
1663286400,2022-09-16 00:00:00,CRPT/USDT,0.12214,0.12269,0.12186,0.12228,263936.5053,32247.081435931
1663282800,2022-09-15 23:00:00,CRPT/USDT,0.12234,0.12267,0.1215,0.12213,249718.5397,30487.124401367
1663279200,2022-09-15 22:00:00,CRPT/USDT,0.12258,0.1226,0.12176,0.12234,255615.0569,31238.319859427
1663275600,2022-09-15 21:00:00,CRPT/USDT,0.12252,0.12352,0.12191,0.12246,384014.9995,47168.030136419
1663272000,2022-09-15 20:00:00,CRPT/USDT,0.12352,0.12352,0.121,0.12242,433837.7125,53185.940108805
1663268400,2022-09-15 19:00:00,CRPT/USDT,0.1239,0.12403,0.12334,0.12334,366309.8145,45337.836532605
1663264800,2022-09-15 18:00:00,CRPT/USDT,0.12392,0.12436,0.12339,0.1239,490954.5053,60797.767025381
1663261200,2022-09-15 17:00:00,CRPT/USDT,0.12358,0.12428,0.12335,0.12404,480963.3173,59573.725205914
1663257600,2022-09-15 16:00:00,CRPT/USDT,0.12493,0.12551,0.12168,0.12358,466569.289,58130.737321467
1663254000,2022-09-15 15:00:00,CRPT/USDT,0.12621,0.128,0.12456,0.12493,345398.8246,43688.079409265
1663250400,2022-09-15 14:00:00,CRPT/USDT,0.1288,0.1288,0.1262,0.1262,211072.3307,27126.370144126
1663246800,2022-09-15 13:00:00,CRPT/USDT,0.12811,0.132,0.12811,0.12882,370788.1936,47758.199831529
1663243200,2022-09-15 12:00:00,CRPT/USDT,0.12668,0.12905,0.12622,0.12811,314921.3568,40051.920472959
1663239600,2022-09-15 11:00:00,CRPT/USDT,0.12659,0.12755,0.12623,0.12668,287824.5125,36490.900143067
1663236000,2022-09-15 10:00:00,CRPT/USDT,0.12712,0.12776,0.1262,0.12663,267144.8911,33933.026027887
1663232400,2022-09-15 09:00:00,CRPT/USDT,0.12722,0.12762,0.12671,0.12712,225754.6543,28708.263865189
1663228800,2022-09-15 08:00:00,CRPT/USDT,0.12714,0.1281,0.12671,0.12722,226505.7117,28797.062821354
1663225200,2022-09-15 07:00:00,CRPT/USDT,0.12703,0.12759,0.12664,0.12712,209091.7258,26575.207332011
1663221600,2022-09-15 06:00:00,CRPT/USDT,0.12674,0.12756,0.12608,0.12706,165136.6451,20926.447453852
1663218000,2022-09-15 05:00:00,CRPT/USDT,0.12638,0.12712,0.12601,0.12674,180202.9607,22785.242275098
1663214400,2022-09-15 04:00:00,CRPT/USDT,0.1265,0.1265,0.126,0.12642,224232.1413,28347.821494434
1663210800,2022-09-15 03:00:00,CRPT/USDT,0.12642,0.1269,0.12629,0.1265,231455.4409,29259.935882286
1663207200,2022-09-15 02:00:00,CRPT/USDT,0.12669,0.1267,0.12601,0.12642,269108.4938,34044.862579899
1663203600,2022-09-15 01:00:00,CRPT/USDT,0.12672,0.12704,0.12634,0.12669,328166.5873,41577.722049399
1663200000,2022-09-15 00:00:00,CRPT/USDT,0.12819,0.12861,0.12607,0.12672,323452.7849,41245.739276826
1663196400,2022-09-14 23:00:00,CRPT/USDT,0.12812,0.12853,0.12777,0.12821,379922.0423,48704.283179072
1663192800,2022-09-14 22:00:00,CRPT/USDT,0.12804,0.12877,0.12787,0.12812,355950.5024,45681.247174381
1663189200,2022-09-14 21:00:00,CRPT/USDT,0.1284,0.13185,0.128,0.12836,478494.5687,61441.413154468
1663185600,2022-09-14 20:00:00,CRPT/USDT,0.12928,0.13006,0.128,0.1284,554839.7063,71485.779166742
1663182000,2022-09-14 19:00:00,CRPT/USDT,0.12715,0.13136,0.126,0.12899,597441.614,76470.017233869
1663178400,2022-09-14 18:00:00,CRPT/USDT,0.12741,0.12784,0.12643,0.12715,515776.6998,65635.334019131
1663174800,2022-09-14 17:00:00,CRPT/USDT,0.12759,0.12778,0.12607,0.12741,382744.5188,48663.816442427
1663171200,2022-09-14 16:00:00,CRPT/USDT,0.12826,0.1284,0.12729,0.12729,13550.8372,1733.419220687
1663167600,2022-09-14 15:00:00,CRPT/USDT,0.12978,0.13184,0.128,0.129,18836.8104,2440.591332823
1663164000,2022-09-14 14:00:00,CRPT/USDT,0.13025,0.13025,0.12925,0.1298,4542.2201,589.880418122
1663160400,2022-09-14 13:00:00,CRPT/USDT,0.13058,0.1311,0.129,0.13023,8162.7263,1058.932732334
1663156800,2022-09-14 12:00:00,CRPT/USDT,0.13046,0.13109,0.12988,0.13109,148931.2824,19428.121165149
1663153200,2022-09-14 11:00:00,CRPT/USDT,0.1311,0.13261,0.13001,0.13046,238627.1116,31172.631306217
1663149600,2022-09-14 10:00:00,CRPT/USDT,0.13146,0.13148,0.13033,0.13072,293463.1071,38404.704730154
1663146000,2022-09-14 09:00:00,CRPT/USDT,0.13162,0.13216,0.1311,0.13146,214038.2908,28184.641914683
1663142400,2022-09-14 08:00:00,CRPT/USDT,0.13198,0.13221,0.13134,0.13162,210824.4633,27782.581692369
1663138800,2022-09-14 07:00:00,CRPT/USDT,0.13165,0.13496,0.13161,0.1321,227958.0288,30216.135394965
1663135200,2022-09-14 06:00:00,CRPT/USDT,0.13079,0.13239,0.13033,0.13128,159172.8413,20821.530271586
1663131600,2022-09-14 05:00:00,CRPT/USDT,0.13039,0.13079,0.13039,0.13079,40850.8648,5342.30033122
1663128000,2022-09-14 04:00:00,CRPT/USDT,0.12974,0.13123,0.12943,0.13039,3052.4152,399.206446161
1663124400,2022-09-14 03:00:00,CRPT/USDT,0.12983,0.12985,0.12883,0.12969,480.4433,62.108346397
1663120800,2022-09-14 02:00:00,CRPT/USDT,0.13034,0.13298,0.129,0.1294,222947.5534,29066.401099236
1663117200,2022-09-14 01:00:00,CRPT/USDT,0.12973,0.13038,0.1296,0.13001,275777.2022,35850.020248946
1663113600,2022-09-14 00:00:00,CRPT/USDT,0.12942,0.13007,0.12878,0.12976,299221.6537,38725.789266469
1663110000,2022-09-13 23:00:00,CRPT/USDT,0.13054,0.13067,0.128,0.12951,425268.1926,55313.470209577
1663106400,2022-09-13 22:00:00,CRPT/USDT,0.13237,0.13237,0.12918,0.13056,425878.6003,55945.689058342
1663102800,2022-09-13 21:00:00,CRPT/USDT,0.13306,0.13372,0.132,0.13237,460338.5253,61061.996598228
1663099200,2022-09-13 20:00:00,CRPT/USDT,0.13371,0.13415,0.13271,0.13306,545070.7835,72716.43383064
1663095600,2022-09-13 19:00:00,CRPT/USDT,0.13247,0.1347,0.1324,0.13342,561158.8111,74712.929812965
1663092000,2022-09-13 18:00:00,CRPT/USDT,0.13252,0.13359,0.13241,0.13266,455959.1909,60558.225405945
1663088400,2022-09-13 17:00:00,CRPT/USDT,0.13001,0.13262,0.12991,0.13252,521132.1613,68776.216661732
1663084800,2022-09-13 16:00:00,CRPT/USDT,0.12841,0.13074,0.12804,0.13002,419065.4415,54033.490095487
1663081200,2022-09-13 15:00:00,CRPT/USDT,0.12846,0.13234,0.12712,0.12841,362401.1774,46749.788553012
1663077600,2022-09-13 14:00:00,CRPT/USDT,0.12927,0.12956,0.128,0.12878,311561.9789,40209.133492571
1663074000,2022-09-13 13:00:00,CRPT/USDT,0.13127,0.13128,0.12831,0.12926,141163.6217,18295.913069599
1663070400,2022-09-13 12:00:00,CRPT/USDT,0.13356,0.13417,0.13134,0.13134,295111.914,39371.39106876
1663066800,2022-09-13 11:00:00,CRPT/USDT,0.13375,0.13471,0.1331,0.13356,282552.4145,37778.115027608
1663063200,2022-09-13 10:00:00,CRPT/USDT,0.1336,0.13439,0.13313,0.13375,225130.2096,30138.591946809
1663059600,2022-09-13 09:00:00,CRPT/USDT,0.13374,0.13403,0.13312,0.1336,272371.8529,36420.491048068
1663056000,2022-09-13 08:00:00,CRPT/USDT,0.13357,0.13418,0.13311,0.13374,235075.8828,31407.845027341
1663052400,2022-09-13 07:00:00,CRPT/USDT,0.13368,0.13465,0.1331,0.13311,215711.3943,28833.230881044
1663048800,2022-09-13 06:00:00,CRPT/USDT,0.13384,0.13464,0.13311,0.13337,191804.6235,25689.272146803
1663045200,2022-09-13 05:00:00,CRPT/USDT,0.13345,0.13447,0.1331,0.13387,51977.695,6952.646421784
1663041600,2022-09-13 04:00:00,CRPT/USDT,0.1331,0.134,0.13304,0.13311,650.169,86.559614389
1663038000,2022-09-13 03:00:00,CRPT/USDT,0.13381,0.13398,0.13381,0.13398,74.5885,9.991999167
1663034400,2022-09-13 02:00:00,CRPT/USDT,0.1331,0.1338,0.13235,0.1338,3025.1403,403.277755793
1663030800,2022-09-13 01:00:00,CRPT/USDT,0.13258,0.13345,0.1321,0.13227,927.4103,123.128947115
1663027200,2022-09-13 00:00:00,CRPT/USDT,0.13373,0.13427,0.13255,0.13255,125692.3025,16811.241026607
1663023600,2022-09-12 23:00:00,CRPT/USDT,0.13341,0.13403,0.13337,0.13373,322458.9906,43050.900191726
1663020000,2022-09-12 22:00:00,CRPT/USDT,0.13355,0.13437,0.13201,0.13341,413233.8119,55226.699941316
1663016400,2022-09-12 21:00:00,CRPT/USDT,0.13425,0.1343,0.13289,0.13355,419544.3548,56198.340845333
1663012800,2022-09-12 20:00:00,CRPT/USDT,0.13416,0.13469,0.13382,0.13424,474062.3052,63635.331936358
1663009200,2022-09-12 19:00:00,CRPT/USDT,0.13405,0.13456,0.13342,0.13416,502109.1538,67287.173296319
1663005600,2022-09-12 18:00:00,CRPT/USDT,0.13411,0.13449,0.13394,0.13436,454773.4619,60979.444824431
1663002000,2022-09-12 17:00:00,CRPT/USDT,0.13404,0.13427,0.13354,0.13404,324267.6134,43454.132653006
1662998400,2022-09-12 16:00:00,CRPT/USDT,0.13418,0.13599,0.13355,0.13516,249644.5059,33474.962145781
1662994800,2022-09-12 15:00:00,CRPT/USDT,0.1351,0.13571,0.134,0.13418,316580.6867,42619.394920618
1662991200,2022-09-12 14:00:00,CRPT/USDT,0.13532,0.13562,0.13407,0.13512,362540.5093,48920.826637733
1662987600,2022-09-12 13:00:00,CRPT/USDT,0.13559,0.13565,0.1349,0.13532,289375.4289,39171.764141562
1662984000,2022-09-12 12:00:00,CRPT/USDT,0.13502,0.13783,0.135,0.13559,314271.4305,42621.353844071
1662980400,2022-09-12 11:00:00,CRPT/USDT,0.13474,0.13529,0.13352,0.13508,292145.7272,39344.984141142
1662976800,2022-09-12 10:00:00,CRPT/USDT,0.13492,0.13582,0.13313,0.13445,284267.3291,38343.453402094
1662973200,2022-09-12 09:00:00,CRPT/USDT,0.13597,0.13597,0.13259,0.13454,201410.8815,27303.679915208
1662969600,2022-09-12 08:00:00,CRPT/USDT,0.13732,0.13738,0.13563,0.13597,97847.0006,13390.502760588
1662966000,2022-09-12 07:00:00,CRPT/USDT,0.13584,0.1378,0.13464,0.1378,91449.19,12405.333484921
1662962400,2022-09-12 06:00:00,CRPT/USDT,0.13592,0.13592,0.13532,0.13584,86478.5177,11741.156360089
1662958800,2022-09-12 05:00:00,CRPT/USDT,0.13461,0.13628,0.13457,0.13592,18940.959,2574.512991203
1662955200,2022-09-12 04:00:00,CRPT/USDT,0.13538,0.13543,0.13403,0.13457,1284.1468,173.253511105
1662951600,2022-09-12 03:00:00,CRPT/USDT,0.1347,0.13538,0.13372,0.13538,720.6135,96.951543532
1662948000,2022-09-12 02:00:00,CRPT/USDT,0.13516,0.13574,0.1342,0.13475,6200.3733,838.394126512
1662944400,2022-09-12 01:00:00,CRPT/USDT,0.13518,0.136,0.13448,0.13574,4981.8648,675.070919757
1662940800,2022-09-12 00:00:00,CRPT/USDT,0.13516,0.13599,0.13467,0.13524,5851.1411,794.095839288
1662937200,2022-09-11 23:00:00,CRPT/USDT,0.13403,0.13581,0.13297,0.13581,4635.8509,624.928470916
1662933600,2022-09-11 22:00:00,CRPT/USDT,0.13402,0.13458,0.13396,0.13458,349.7644,46.855998932
1662930000,2022-09-11 21:00:00,CRPT/USDT,0.13368,0.13505,0.13327,0.134,180303.5379,24114.837566745
1662926400,2022-09-11 20:00:00,CRPT/USDT,0.13372,0.13398,0.13352,0.13368,238337.3582,31871.219069363
1662922800,2022-09-11 19:00:00,CRPT/USDT,0.13335,0.134,0.13334,0.13372,220760.582,29472.298661813
1662919200,2022-09-11 18:00:00,CRPT/USDT,0.1338,0.13457,0.13228,0.13335,237597.5651,31763.580118047
1662915600,2022-09-11 17:00:00,CRPT/USDT,0.13349,0.13599,0.13162,0.13366,264760.5942,35357.386678925
