https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CRPT,Volume USDT
1662912000,2022-09-11 16:00:00,CRPT/USDT,0.13512,0.13599,0.126,0.13354,273691.3697,36593.993492491
1662908400,2022-09-11 15:00:00,CRPT/USDT,0.13438,0.13512,0.13406,0.13512,188442.0194,25335.648241493
1662904800,2022-09-11 14:00:00,CRPT/USDT,0.13473,0.13532,0.13429,0.13438,157348.9717,21198.053407653
1662901200,2022-09-11 13:00:00,CRPT/USDT,0.13558,0.13599,0.13355,0.13468,156351.7283,21112.963837922
1662897600,2022-09-11 12:00:00,CRPT/USDT,0.1347,0.13599,0.13372,0.13599,145252.5526,19567.791971563
1662894000,2022-09-11 11:00:00,CRPT/USDT,0.13371,0.13512,0.13315,0.1347,108624.8402,14560.256564109
1662890400,2022-09-11 10:00:00,CRPT/USDT,0.13296,0.134,0.13223,0.13371,129318.8833,17233.054818236
1662886800,2022-09-11 09:00:00,CRPT/USDT,0.13436,0.13476,0.13116,0.13293,117749.965,15705.420889016
1662883200,2022-09-11 08:00:00,CRPT/USDT,0.13362,0.13587,0.13346,0.13499,97085.0136,12997.184130274
1662879600,2022-09-11 07:00:00,CRPT/USDT,0.13375,0.13417,0.13243,0.13314,110923.9395,14778.246654261
1662876000,2022-09-11 06:00:00,CRPT/USDT,0.13416,0.13458,0.13375,0.13416,100208.5123,13443.247864827
1662872400,2022-09-11 05:00:00,CRPT/USDT,0.13471,0.13531,0.13375,0.13416,47858.7362,6430.919676312
1662868800,2022-09-11 04:00:00,CRPT/USDT,0.13226,0.13582,0.13196,0.1346,5109.1615,686.214934491
1662865200,2022-09-11 03:00:00,CRPT/USDT,0.13253,0.13346,0.13174,0.13287,1005.2945,133.296187861
1662861600,2022-09-11 02:00:00,CRPT/USDT,0.13284,0.13284,0.13254,0.13254,10.3993,1.379048982
1662858000,2022-09-11 01:00:00,CRPT/USDT,0.1347,0.1347,0.12864,0.13352,69818.5087,9191.139642818
1662854400,2022-09-11 00:00:00,CRPT/USDT,0.1348,0.13578,0.13468,0.13469,4777.9854,643.677344232
1662850800,2022-09-10 23:00:00,CRPT/USDT,0.13507,0.13578,0.13459,0.13472,947.8821,128.031096184
1662847200,2022-09-10 22:00:00,CRPT/USDT,0.13639,0.13639,0.13428,0.13567,6647.906,899.188793035
1662843600,2022-09-10 21:00:00,CRPT/USDT,0.13648,0.13729,0.13553,0.13729,175515.4813,23916.067951983
1662840000,2022-09-10 20:00:00,CRPT/USDT,0.13608,0.13886,0.13587,0.13648,231976.0435,31653.147637926
1662836400,2022-09-10 19:00:00,CRPT/USDT,0.13548,0.13643,0.13542,0.13608,47818.5144,6506.948557303
1662832800,2022-09-10 18:00:00,CRPT/USDT,0.13646,0.13674,0.134,0.13545,180231.9922,24584.259475006
1662829200,2022-09-10 17:00:00,CRPT/USDT,0.13701,0.13897,0.136,0.13646,198957.233,27268.466684142
1662825600,2022-09-10 16:00:00,CRPT/USDT,0.13691,0.13786,0.13655,0.13701,168164.2624,23048.105530319
1662822000,2022-09-10 15:00:00,CRPT/USDT,0.13667,0.138,0.13575,0.13691,161835.3051,22102.038050209
1662818400,2022-09-10 14:00:00,CRPT/USDT,0.13566,0.13667,0.13566,0.1363,160663.1019,21848.91851329
1662814800,2022-09-10 13:00:00,CRPT/USDT,0.1359,0.13627,0.13517,0.13567,135165.1679,18348.098233617
1662811200,2022-09-10 12:00:00,CRPT/USDT,0.13683,0.13783,0.13401,0.13592,127257.5913,17338.890479183
1662807600,2022-09-10 11:00:00,CRPT/USDT,0.13647,0.13782,0.13587,0.13683,139287.6423,19021.752520887
1662804000,2022-09-10 10:00:00,CRPT/USDT,0.13701,0.13705,0.13622,0.13647,131663.5531,17974.800728467
1662800400,2022-09-10 09:00:00,CRPT/USDT,0.13664,0.1371,0.1355,0.137,109044.8432,14892.238513259
1662796800,2022-09-10 08:00:00,CRPT/USDT,0.13617,0.13695,0.13401,0.13664,97381.5198,13244.496767996
1662793200,2022-09-10 07:00:00,CRPT/USDT,0.13716,0.13799,0.13361,0.13654,84246.7508,11458.522647598
1662789600,2022-09-10 06:00:00,CRPT/USDT,0.13522,0.13834,0.13522,0.13717,74064.0135,10150.337017883
1662786000,2022-09-10 05:00:00,CRPT/USDT,0.134,0.138,0.134,0.13527,102364.5851,13879.554812559
1662782400,2022-09-10 04:00:00,CRPT/USDT,0.13408,0.13457,0.13234,0.13402,69562.8471,9329.971188172
1662778800,2022-09-10 03:00:00,CRPT/USDT,0.13439,0.13582,0.13292,0.13418,114716.3923,15448.770171594
1662775200,2022-09-10 02:00:00,CRPT/USDT,0.13469,0.13538,0.13388,0.1342,125909.1839,16932.064640984
1662771600,2022-09-10 01:00:00,CRPT/USDT,0.13366,0.1352,0.13344,0.13469,134938.3546,18090.29984838
1662768000,2022-09-10 00:00:00,CRPT/USDT,0.13487,0.136,0.13335,0.13366,155591.3797,20924.491063934
1662764400,2022-09-09 23:00:00,CRPT/USDT,0.1347,0.13578,0.13448,0.13488,154968.4805,20883.340505276
1662760800,2022-09-09 22:00:00,CRPT/USDT,0.1348,0.13546,0.13356,0.13465,228677.9402,30801.944564584
1662757200,2022-09-09 21:00:00,CRPT/USDT,0.13442,0.13585,0.13378,0.13434,231778.7903,31218.705255074
1662753600,2022-09-09 20:00:00,CRPT/USDT,0.1344,0.13489,0.13393,0.13442,226332.7556,30418.071923306
1662750000,2022-09-09 19:00:00,CRPT/USDT,0.13442,0.13483,0.13392,0.1344,253369.7138,34063.450158846
1662746400,2022-09-09 18:00:00,CRPT/USDT,0.13491,0.13491,0.13407,0.13442,232471.319,31275.460403696
1662742800,2022-09-09 17:00:00,CRPT/USDT,0.13504,0.13551,0.13449,0.13491,180691.6419,24390.750732723
1662739200,2022-09-09 16:00:00,CRPT/USDT,0.13574,0.13799,0.13211,0.13504,176018.6616,23752.387941082
1662735600,2022-09-09 15:00:00,CRPT/USDT,0.13433,0.13562,0.13401,0.13562,2320.513,312.467115243
1662732000,2022-09-09 14:00:00,CRPT/USDT,0.13458,0.13577,0.13314,0.13458,9119.1136,1226.612514132
1662728400,2022-09-09 13:00:00,CRPT/USDT,0.13396,0.13465,0.13355,0.13389,41644.7409,5584.711169716
1662724800,2022-09-09 12:00:00,CRPT/USDT,0.13226,0.13619,0.1311,0.13396,151916.2999,20192.260376295
1662721200,2022-09-09 11:00:00,CRPT/USDT,0.13173,0.134,0.13021,0.13229,130820.5891,17325.092652416
1662717600,2022-09-09 10:00:00,CRPT/USDT,0.13091,0.13259,0.1305,0.13212,145350.9571,19091.727746163
1662714000,2022-09-09 09:00:00,CRPT/USDT,0.1332,0.1332,0.13107,0.13129,110229.4133,14593.160449138
1662710400,2022-09-09 08:00:00,CRPT/USDT,0.13178,0.13358,0.13173,0.1332,106679.9447,14146.207486566
1662706800,2022-09-09 07:00:00,CRPT/USDT,0.13328,0.13328,0.13128,0.13217,69978.201,9246.432421651
1662703200,2022-09-09 06:00:00,CRPT/USDT,0.13231,0.13376,0.13118,0.13376,79839.3501,10545.159827231
1662699600,2022-09-09 05:00:00,CRPT/USDT,0.13081,0.13231,0.13053,0.13231,108074.4657,14198.794860121
1662696000,2022-09-09 04:00:00,CRPT/USDT,0.12912,0.13139,0.12827,0.13081,110287.838,14315.67202505
1662692400,2022-09-09 03:00:00,CRPT/USDT,0.12701,0.12909,0.12647,0.12868,115433.9199,14732.19728176
1662688800,2022-09-09 02:00:00,CRPT/USDT,0.12713,0.12793,0.12601,0.12702,117070.1872,14873.840830838
1662685200,2022-09-09 01:00:00,CRPT/USDT,0.12727,0.12803,0.12713,0.12762,117811.4655,15029.134193705
1662681600,2022-09-09 00:00:00,CRPT/USDT,0.1273,0.12761,0.12692,0.12724,142465.6006,18131.662217963
1662678000,2022-09-08 23:00:00,CRPT/USDT,0.12761,0.12774,0.12712,0.12729,189338.9441,24162.929704391
1662674400,2022-09-08 22:00:00,CRPT/USDT,0.12714,0.12809,0.12601,0.12764,171646.1464,21816.642661702
1662670800,2022-09-08 21:00:00,CRPT/USDT,0.12942,0.12967,0.12713,0.12713,210139.3196,26937.605803592
1662667200,2022-09-08 20:00:00,CRPT/USDT,0.12728,0.12957,0.12728,0.12942,279232.5641,35979.728446805
1662663600,2022-09-08 19:00:00,CRPT/USDT,0.12768,0.12781,0.12709,0.12728,232298.7339,29618.915540647
1662660000,2022-09-08 18:00:00,CRPT/USDT,0.12628,0.12821,0.12628,0.12768,294696.6648,37476.098942307
1662656400,2022-09-08 17:00:00,CRPT/USDT,0.1269,0.1269,0.126,0.12628,245689.2555,31094.548068759
1662652800,2022-09-08 16:00:00,CRPT/USDT,0.12748,0.12748,0.12677,0.1269,199007.3127,25281.960686478
1662649200,2022-09-08 15:00:00,CRPT/USDT,0.12718,0.12761,0.12683,0.12748,144867.1545,18446.644607969
1662645600,2022-09-08 14:00:00,CRPT/USDT,0.12695,0.12774,0.12666,0.1272,156489.668,19874.380824674
1662642000,2022-09-08 13:00:00,CRPT/USDT,0.12836,0.12836,0.12403,0.12694,204049.39,25771.549046333
1662638400,2022-09-08 12:00:00,CRPT/USDT,0.12658,0.12987,0.12658,0.12841,171547.8916,22095.421148683
1662634800,2022-09-08 11:00:00,CRPT/USDT,0.12756,0.12776,0.12641,0.12641,125616.7865,15993.846809347
1662631200,2022-09-08 10:00:00,CRPT/USDT,0.1274,0.12803,0.12733,0.12756,122314.8553,15610.600345215
1662627600,2022-09-08 09:00:00,CRPT/USDT,0.12765,0.12798,0.1272,0.12759,76859.2136,9803.674686084
