https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CKB,Volume BTC
1663459200,2022-09-18 00:00:00,CKB/BTC,0.0000002022,0.0000002036,0.000000201,0.000000201,139.9559,0.00002825399448
1663372800,2022-09-17 00:00:00,CKB/BTC,0.0000002003,0.00000021,0.0000001982,0.000000202,665863.2037,0.13641830350165
1663286400,2022-09-16 00:00:00,CKB/BTC,0.000000198,0.0000002015,0.000000195,0.0000001985,250012.8178,0.04933921089333
1663200000,2022-09-15 00:00:00,CKB/BTC,0.000000207,0.0000002159,0.0000001972,0.0000001973,945348.7147,0.19180648586242
1663113600,2022-09-14 00:00:00,CKB/BTC,0.0000002235,0.0000002687,0.000000206,0.0000002067,8769980.6931,2.07164980024016
1663027200,2022-09-13 00:00:00,CKB/BTC,0.0000001736,0.0000002773,0.000000169,0.0000002209,11105156.8771,2.544413878943
1662940800,2022-09-12 00:00:00,CKB/BTC,0.0000001784,0.0000001796,0.0000001735,0.0000001737,77468.4959,0.01363478149657
1662854400,2022-09-11 00:00:00,CKB/BTC,0.0000001768,0.0000001935,0.0000001768,0.0000001798,679877.3858,0.12479869564365
1662768000,2022-09-10 00:00:00,CKB/BTC,0.0000001788,0.0000001848,0.0000001748,0.0000001768,442304.8146,0.08006726104559
1662681600,2022-09-09 00:00:00,CKB/BTC,0.0000001864,0.0000001893,0.0000001747,0.0000001783,368130.1914,0.06635930690218
1662595200,2022-09-08 00:00:00,CKB/BTC,0.0000001845,0.000000188,0.0000001818,0.0000001866,248423.1081,0.04586798160746
1662508800,2022-09-07 00:00:00,CKB/BTC,0.0000001877,0.0000001895,0.0000001837,0.0000001854,1128360.8943,0.2097864036965
1662422400,2022-09-06 00:00:00,CKB/BTC,0.0000001907,0.0000001921,0.0000001779,0.0000001872,955332.2133,0.17703464929153
1662336000,2022-09-05 00:00:00,CKB/BTC,0.0000001935,0.0000001951,0.0000001881,0.0000001902,381683.0928,0.07245157717147
1662249600,2022-09-04 00:00:00,CKB/BTC,0.0000001944,0.0000001967,0.0000001924,0.0000001931,46978.8865,0.0091224159021
1662163200,2022-09-03 00:00:00,CKB/BTC,0.0000001944,0.0000001965,0.0000001915,0.0000001953,121729.6578,0.02355311047164
1662076800,2022-09-02 00:00:00,CKB/BTC,0.000000194,0.0000001962,0.0000001918,0.000000194,79104.4139,0.01537256714006
1661990400,2022-09-01 00:00:00,CKB/BTC,0.0000001926,0.0000002,0.0000001885,0.0000001935,372268.6362,0.07175928923863
1661904000,2022-08-31 00:00:00,CKB/BTC,0.0000001988,0.0000002018,0.0000001925,0.0000001926,310338.7375,0.06120178559583
1661817600,2022-08-30 00:00:00,CKB/BTC,0.0000001989,0.0000001996,0.0000001946,0.0000001985,602840.3322,0.11876983110402
1661731200,2022-08-29 00:00:00,CKB/BTC,0.0000001964,0.0000002004,0.000000195,0.0000001989,117366.7361,0.02323610629266
1661644800,2022-08-28 00:00:00,CKB/BTC,0.0000001953,0.0000002006,0.0000001944,0.0000001966,862061.9192,0.16924093261785
1661558400,2022-08-27 00:00:00,CKB/BTC,0.000000193,0.0000001964,0.0000001922,0.0000001953,63826.6767,0.01238000299409
1661472000,2022-08-26 00:00:00,CKB/BTC,0.0000001962,0.0000001981,0.0000001917,0.0000001928,586184.3442,0.11417074420595
1661385600,2022-08-25 00:00:00,CKB/BTC,0.000000192,0.000000198,0.0000001913,0.0000001962,387931.2103,0.07521838185853
1661299200,2022-08-24 00:00:00,CKB/BTC,0.0000001935,0.0000001944,0.000000191,0.000000192,860534.3591,0.16535831287023
1661212800,2022-08-23 00:00:00,CKB/BTC,0.000000191,0.000000208,0.00000019,0.0000001936,1596849.8612,0.31458928351319
1661126400,2022-08-22 00:00:00,CKB/BTC,0.000000192,0.0000001997,0.0000001882,0.00000019,1684923.4644,0.32217393038125
1661040000,2022-08-21 00:00:00,CKB/BTC,0.0000001945,0.0000002083,0.000000191,0.0000001921,1229500.4558,0.2388477346573
1660953600,2022-08-20 00:00:00,CKB/BTC,0.0000001944,0.00000021,0.0000001922,0.0000001945,3086638.3435,0.61975949333329
1660867200,2022-08-19 00:00:00,CKB/BTC,0.0000002009,0.000000204,0.0000001917,0.0000001956,3391318.2987,0.66653072340214
1660780800,2022-08-18 00:00:00,CKB/BTC,0.0000001979,0.0000002048,0.0000001962,0.0000002004,1905430.5164,0.38329179902949
1660694400,2022-08-17 00:00:00,CKB/BTC,0.0000002033,0.0000002039,0.000000195,0.0000001979,1553026.588,0.30671352690524
1660608000,2022-08-16 00:00:00,CKB/BTC,0.0000002,0.0000002104,0.0000001945,0.0000002031,9965447.5546,1.98136076716117
1660521600,2022-08-15 00:00:00,CKB/BTC,0.000000202,0.0000002028,0.000000197,0.0000001986,6022492.2267,1.20731872239875
1660435200,2022-08-14 00:00:00,CKB/BTC,0.0000002107,0.0000002112,0.0000002002,0.0000002008,2492093.6921,0.50323629850095
1660348800,2022-08-13 00:00:00,CKB/BTC,0.00000021,0.0000002136,0.0000002075,0.0000002106,1513716.1724,0.32001260150502
1660262400,2022-08-12 00:00:00,CKB/BTC,0.0000002132,0.0000002136,0.0000002068,0.0000002097,3018478.6126,0.63944036215098
1660176000,2022-08-11 00:00:00,CKB/BTC,0.0000002164,0.0000002198,0.0000002092,0.0000002125,4272958.9436,0.91283039551657
1660089600,2022-08-10 00:00:00,CKB/BTC,0.0000002102,0.0000002199,0.0000002062,0.0000002165,5243193.8071,1.11495837748081
1660003200,2022-08-09 00:00:00,CKB/BTC,0.0000002029,0.0000002242,0.0000001992,0.0000002097,15549799.0539,3.18583027187787
1659916800,2022-08-08 00:00:00,CKB/BTC,0.0000002104,0.000000219,0.0000002011,0.000000203,3294358.1049,0.68887620544546
1659830400,2022-08-07 00:00:00,CKB/BTC,0.0000002054,0.0000002135,0.000000203,0.0000002104,1561468.8231,0.32181451563875
1659744000,2022-08-06 00:00:00,CKB/BTC,0.0000002095,0.000000214,0.0000002029,0.000000205,447345.3567,0.09268229262737
1659657600,2022-08-05 00:00:00,CKB/BTC,0.0000001939,0.0000002139,0.000000193,0.0000002084,5470692.6283,1.10490356400402
1659571200,2022-08-04 00:00:00,CKB/BTC,0.0000001944,0.0000001962,0.0000001909,0.0000001936,2014544.6472,0.38936536385878
