https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DEGO,Volume ETH
1663286400,2022-09-16 00:00:00,DEGO/ETH,0.0011672,0.001169,0.0011511,0.001161,67.2266,0.07799835964
1663200000,2022-09-15 00:00:00,DEGO/ETH,0.0010953,0.001174,0.0010767,0.001157,538.5487,0.59841460823
1663113600,2022-09-14 00:00:00,DEGO/ETH,0.00112,0.0011426,0.0010148,0.001096,1427.0996,1.58318016809
1663027200,2022-09-13 00:00:00,DEGO/ETH,0.001084,0.0011164,0.0010569,0.0011093,337.2759,0.36590052299
1662940800,2022-09-12 00:00:00,DEGO/ETH,0.001079,0.001097,0.0010632,0.0010752,323.0732,0.34847372812
1662854400,2022-09-11 00:00:00,DEGO/ETH,0.0010506,0.0010919,0.0010435,0.001073,413.616,0.44389910345
1662768000,2022-09-10 00:00:00,DEGO/ETH,0.0011145,0.001115,0.00105,0.0010556,327.0009,0.35301189664
1662681600,2022-09-09 00:00:00,DEGO/ETH,0.0011164,0.0011164,0.001067,0.001114,696.0084,0.76131226555
1662595200,2022-09-08 00:00:00,DEGO/ETH,0.001097,0.001126,0.0010893,0.0011164,690.6976,0.758927959
1662508800,2022-09-07 00:00:00,DEGO/ETH,0.001109,0.0011544,0.0010859,0.001103,788.9398,0.8900249834
1662422400,2022-09-06 00:00:00,DEGO/ETH,0.0011331,0.0011389,0.0011049,0.0011164,655.6838,0.7334642385
1662336000,2022-09-05 00:00:00,DEGO/ETH,0.001176,0.0011949,0.0011325,0.001139,591.4642,0.68611308921
1662249600,2022-09-04 00:00:00,DEGO/ETH,0.0011468,0.001285,0.001037,0.0011826,4723.0069,5.48952115086
1662163200,2022-09-03 00:00:00,DEGO/ETH,0.001156,0.001181,0.0011433,0.001147,339.0908,0.39375858068
1662076800,2022-09-02 00:00:00,DEGO/ETH,0.0011468,0.0011706,0.0011165,0.001156,409.0874,0.47048788339
1661990400,2022-09-01 00:00:00,DEGO/ETH,0.0011629,0.0011924,0.0010632,0.0011392,1152.2294,1.32817642123
1661904000,2022-08-31 00:00:00,DEGO/ETH,0.001181,0.001181,0.0011325,0.001168,499.2226,0.57748458456
1661817600,2022-08-30 00:00:00,DEGO/ETH,0.0012,0.001217,0.001157,0.001187,792.8955,0.93896869403
1661731200,2022-08-29 00:00:00,DEGO/ETH,0.0012534,0.0012861,0.0011865,0.0012,939.7892,1.14537025038
1661644800,2022-08-28 00:00:00,DEGO/ETH,0.001209,0.001352,0.0012001,0.0012608,456.267,0.57987691035
1661558400,2022-08-27 00:00:00,DEGO/ETH,0.0012538,0.0012684,0.001198,0.0012076,268.27,0.33033640455
1661472000,2022-08-26 00:00:00,DEGO/ETH,0.00118,0.001267,0.0011182,0.001254,1777.0167,2.05751353755
1661385600,2022-08-25 00:00:00,DEGO/ETH,0.001267,0.001271,0.001168,0.001175,1035.375,1.23019425927
1661299200,2022-08-24 00:00:00,DEGO/ETH,0.00119,0.001307,0.00119,0.0012668,626.0944,0.78318071394
1661212800,2022-08-23 00:00:00,DEGO/ETH,0.0011833,0.001223,0.001174,0.0011811,1050.3986,1.26166877958
1661126400,2022-08-22 00:00:00,DEGO/ETH,0.001235,0.0012456,0.0011839,0.0011839,1470.284,1.78904983416
1661040000,2022-08-21 00:00:00,DEGO/ETH,0.00126,0.001267,0.001209,0.001237,385.2655,0.47271781082
1660953600,2022-08-20 00:00:00,DEGO/ETH,0.001164,0.0013322,0.0011404,0.0012684,1759.3631,2.20222916046
1660867200,2022-08-19 00:00:00,DEGO/ETH,0.00121,0.001211,0.001085,0.001168,1147.4009,1.30542665159
1660780800,2022-08-18 00:00:00,DEGO/ETH,0.001181,0.001264,0.0011721,0.001205,1029.8529,1.25697536791
1660694400,2022-08-17 00:00:00,DEGO/ETH,0.0012152,0.001223,0.0011721,0.001187,612.6603,0.73306940301
1660608000,2022-08-16 00:00:00,DEGO/ETH,0.001238,0.0012608,0.001198,0.001211,349.9517,0.43058254868
1660521600,2022-08-15 00:00:00,DEGO/ETH,0.0012114,0.0012793,0.001181,0.001236,1507.1902,1.83174901339
1660435200,2022-08-14 00:00:00,DEGO/ETH,0.001246,0.001247,0.0012076,0.0012152,1082.8087,1.32594042589
1660348800,2022-08-13 00:00:00,DEGO/ETH,0.0012628,0.0013484,0.001218,0.001252,685.5935,0.88179835201
1660262400,2022-08-12 00:00:00,DEGO/ETH,0.0012948,0.0013033,0.0012532,0.001254,811.7345,1.0401391469
