https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GALAX3S,Volume USDT
1648771200,2022-04-01 00:00:00,GALAX3S/USDT,2.2362,2.5766,1.8876,2.0605,217281.4802021,489237.407050818065
1648684800,2022-03-31 00:00:00,GALAX3S/USDT,1.8672,2.3723,1.555,2.2291,368549.68235716,699213.87760906069
1648598400,2022-03-30 00:00:00,GALAX3S/USDT,1.8708,2.1928,1.61,1.8672,287772.09432816,545105.31962671437
1648512000,2022-03-29 00:00:00,GALAX3S/USDT,2.0659,2.0782,1.64,1.8622,363625.9504946,691078.567723157394
1648425600,2022-03-28 00:00:00,GALAX3S/USDT,2.07,2.1662,1.399,2.0662,408763.34779852,730879.01115191225
1648339200,2022-03-27 00:00:00,GALAX3S/USDT,2.3701,2.5401,2.05,2.0701,192411.28477,434240.632629779134
1648252800,2022-03-26 00:00:00,GALAX3S/USDT,2.57,2.6451,2.3008,2.3728,152974.84164338,377481.095242650369
1648166400,2022-03-25 00:00:00,GALAX3S/USDT,2.3447,2.62,2.0054,2.5656,296269.49215069,697110.339125389451
1648080000,2022-03-24 00:00:00,GALAX3S/USDT,2.4898,2.573,2.0935,2.3447,277745.63503487,654183.871096142583
1647993600,2022-03-23 00:00:00,GALAX3S/USDT,2.7345,2.8948,2.4,2.48,279350.78578856,742844.508730532734
1647907200,2022-03-22 00:00:00,GALAX3S/USDT,2.9369,2.968,2.25,2.7343,307293.97144609,792700.413313761687
1647820800,2022-03-21 00:00:00,GALAX3S/USDT,3.0055,3.3722,2.8027,2.9216,174432.22857192,529128.297574211503
1647734400,2022-03-20 00:00:00,GALAX3S/USDT,2.5409,3.1468,2.3021,3.006,261891.16309428,744997.592624731412
1647648000,2022-03-19 00:00:00,GALAX3S/USDT,3.3494,3.4407,2.2013,2.54,258067.43652205,713968.271076998723
1647561600,2022-03-18 00:00:00,GALAX3S/USDT,3.4758,3.8652,3.2296,3.3684,151273.98485943,543840.754122744789
1647475200,2022-03-17 00:00:00,GALAX3S/USDT,3.026,3.5814,2.9359,3.4752,165790.36850963,548043.628919564615
1647388800,2022-03-16 00:00:00,GALAX3S/USDT,4.4334,4.4932,3.003,3.0372,246398.95111888,930187.115385146787
1647302400,2022-03-15 00:00:00,GALAX3S/USDT,4.1472,4.5473,3.9419,4.4327,80853.94803455,347607.563903841226
1647216000,2022-03-14 00:00:00,GALAX3S/USDT,4.2932,4.4967,3.8722,4.1585,157526.70916024,669879.988189508462
1647129600,2022-03-13 00:00:00,GALAX3S/USDT,4.4814,4.655,2.7498,4.2923,413762.56080816,1472302.91770859323
1647043200,2022-03-12 00:00:00,GALAX3S/USDT,4.6177,4.6462,4.1839,4.4698,62633.20074664,273960.434667064053
1646956800,2022-03-11 00:00:00,GALAX3S/USDT,4.3125,4.693,3.9922,4.6177,122513.62605348,534859.808218432692
1646870400,2022-03-10 00:00:00,GALAX3S/USDT,3.5903,4.5587,3.5691,4.3006,189719.63768617,786152.415617391129
1646784000,2022-03-09 00:00:00,GALAX3S/USDT,4.3222,4.4272,3.1654,3.5955,254246.71833812,937612.99418420331
1646697600,2022-03-08 00:00:00,GALAX3S/USDT,4.6451,4.795,3.7026,4.3229,286717.547339,1191796.35259802478
1646611200,2022-03-07 00:00:00,GALAX3S/USDT,4.6135,4.9794,3.7538,4.6451,235173.18158214,1060837.17349148403
1646524800,2022-03-06 00:00:00,GALAX3S/USDT,3.8051,4.6614,3.5396,4.6135,249612.39384883,1030294.195296573349
1646438400,2022-03-05 00:00:00,GALAX3S/USDT,4.3308,4.8628,3.7507,3.8203,197195.03555426,836722.926797661696
1646352000,2022-03-04 00:00:00,GALAX3S/USDT,3.451,4.47,3.4025,4.3312,322868.97121047,1249791.10271225408
1646265600,2022-03-03 00:00:00,GALAX3S/USDT,3.0407,3.5251,2.8401,3.451,308761.94462355,992152.010995141972
1646179200,2022-03-02 00:00:00,GALAX3S/USDT,2.9134,3.2072,2.5354,3.0435,434043.52848612,1279223.176363692669
1646092800,2022-03-01 00:00:00,GALAX3S/USDT,2.8391,3.2203,2.301,2.9137,586197.16159756,1631693.65708871711
1646006400,2022-02-28 00:00:00,GALAX3S/USDT,4.3986,4.8725,2.65,2.8219,458321.85142945,1793820.183352165535
1645920000,2022-02-27 00:00:00,GALAX3S/USDT,3.6628,4.5546,3.417,4.3984,435222.84501367,1759098.994976727962
1645833600,2022-02-26 00:00:00,GALAX3S/USDT,3.2974,3.8596,2.9053,3.6696,390852.39291716,1374796.033183769637
1645747200,2022-02-25 00:00:00,GALAX3S/USDT,5.6491,5.856,3.0001,3.3008,642937.07693189,2682808.01035870494
1645660800,2022-02-24 00:00:00,GALAX3S/USDT,6.5,8.6417,4.3,5.649,576655.95538355,4021903.19692891866
1645574400,2022-02-23 00:00:00,GALAX3S/USDT,4.9287,6.5,4.274,6.5,399119.29045187,2129151.443266609685
1645488000,2022-02-22 00:00:00,GALAX3S/USDT,6.4491,7.2735,4.789,4.9321,481548.108182,2881017.026726572936
1645401600,2022-02-21 00:00:00,GALAX3S/USDT,4.9603,6.51,3.565,6.4491,637678.81823729,3026892.487937921466
1645315200,2022-02-20 00:00:00,GALAX3S/USDT,3.6542,5.1035,3.6218,4.9586,502582.78989254,2286202.572282403699
1645228800,2022-02-19 00:00:00,GALAX3S/USDT,3.3592,3.83,2.9726,3.6543,348762.72921897,1205586.921265516711
1645142400,2022-02-18 00:00:00,GALAX3S/USDT,3.0033,3.4553,2.6906,3.3538,469754.91792467,1458494.698504157724
1645056000,2022-02-17 00:00:00,GALAX3S/USDT,2.3914,3.1503,2.2201,3.0033,680719.4303676,1845988.300963616834
1644969600,2022-02-16 00:00:00,GALAX3S/USDT,2.0007,2.53,1.9901,2.3914,764039.67269514,1750205.001272628501
1644883200,2022-02-15 00:00:00,GALAX3S/USDT,4.2253,4.2253,1.91,2.0087,1158259.8293065,2897482.158439195959
