https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GALAX3S,Volume USDT
1644796800,2022-02-14 00:00:00,GALAX3S/USDT,4.9224,5.2,3.6414,4.2345,456404.00565221,2058738.290849520987
1644710400,2022-02-13 00:00:00,GALAX3S/USDT,3.8241,5.0323,3.6004,4.9239,386186.20565963,1657722.953851325208
1644624000,2022-02-12 00:00:00,GALAX3S/USDT,3.9338,4.5,3.3322,3.8176,594948.92914465,2303764.524666258383
1644537600,2022-02-11 00:00:00,GALAX3S/USDT,3.301,4.1623,2.6809,3.9144,750030.64048456,2468344.627793041159
1644451200,2022-02-10 00:00:00,GALAX3S/USDT,2.6,3.42,2.3499,3.3029,694409.46678541,1966245.63920682964
1644364800,2022-02-09 00:00:00,GALAX3S/USDT,2.25,2.765,2.0755,2.59,781173.3349777,1945609.348215141901
1644278400,2022-02-08 00:00:00,GALAX3S/USDT,2.9081,3.5799,2.2,2.265,913122.74058403,2793363.315037951706
1644192000,2022-02-07 00:00:00,GALAX3S/USDT,4.4641,5.183,2.1584,2.9044,972200.8223408,2967350.562207237865
1644105600,2022-02-06 00:00:00,GALAX3S/USDT,6.8561,7.1517,3.1194,4.4779,829261.36230256,3603183.792889187983
1644019200,2022-02-05 00:00:00,GALAX3S/USDT,33.0503,33.2886,6.5,6.9465,277240.75549327,3139674.938400322599
1643932800,2022-02-04 00:00:00,GALAX3S/USDT,43.3772,45.206,31.1466,33,20752.17434948,811261.762212549661
1643846400,2022-02-03 00:00:00,GALAX3S/USDT,47.9152,54.484,43.0672,43.3772,37757.54314756,1834871.045167329055
1643760000,2022-02-02 00:00:00,GALAX3S/USDT,35.2932,47.9407,34,47.9407,24452.78803578,966714.500679633301
1643673600,2022-02-01 00:00:00,GALAX3S/USDT,40.6776,41.2688,33.3656,35.2,22787.27719257,840718.294999498717
1643587200,2022-01-31 00:00:00,GALAX3S/USDT,47.92,56.6494,39.9756,40.8984,48011.82822993,2309497.397369537972
1643500800,2022-01-30 00:00:00,GALAX3S/USDT,45.8441,51.8011,31.3085,48,33980.34236616,1396425.479019277718
1643414400,2022-01-29 00:00:00,GALAX3S/USDT,46.3365,49.8712,39,46.0851,34806.34662453,1566323.410496958285
1643328000,2022-01-28 00:00:00,GALAX3S/USDT,49.0156,56,42.2923,46.3332,29168.38917995,1445298.200731333697
1643241600,2022-01-27 00:00:00,GALAX3S/USDT,34.7795,52.2672,32.8144,49.0437,23306.09503207,958648.943881906561
1643155200,2022-01-26 00:00:00,GALAX3S/USDT,60.0138,65.7815,25,34.9529,36252.94899876,1312244.594600980566
1643068800,2022-01-25 00:00:00,GALAX3S/USDT,64.4406,76.8038,48.5091,59.455,14622.21137258,954444.622327982929
1642982400,2022-01-24 00:00:00,GALAX3S/USDT,51.5,88,51.373,64.4406,18540.99332464,1306523.633358659146
1642896000,2022-01-23 00:00:00,GALAX3S/USDT,70.0001,76.4352,47.05,51.255,15415.71464053,966010.320745530723
1642809600,2022-01-22 00:00:00,GALAX3S/USDT,49.4205,94.6135,45.3692,70.0001,18273.68913762,1273453.477402287385
1642723200,2022-01-21 00:00:00,GALAX3S/USDT,30.8394,53.9727,29.0671,49.4205,11508.11241931,461302.491611826473
1642636800,2022-01-20 00:00:00,GALAX3S/USDT,25.9798,31.5639,21.6184,31.4519,5945.2696986,156251.637773760368
1642550400,2022-01-19 00:00:00,GALAX3S/USDT,21.1668,27,20.7663,25.814,4979.56402814,120941.40181058214
1642464000,2022-01-18 00:00:00,GALAX3S/USDT,20.1882,23.4697,18.3399,21.3116,9223.28963641,193563.787616692712
1642377600,2022-01-17 00:00:00,GALAX3S/USDT,16.5288,21.0692,16.2028,20.2874,8432.20822279,165641.10285829048
1642291200,2022-01-16 00:00:00,GALAX3S/USDT,15.5664,17.3191,14.8688,16.5508,4471.21569086,72136.77751231708
1642204800,2022-01-15 00:00:00,GALAX3S/USDT,17.2568,17.8126,13.3097,15.439,5575.49560275,85188.866279035551
1642118400,2022-01-14 00:00:00,GALAX3S/USDT,17.1244,18.7156,15.6315,17.3144,9128.35886567,157566.642923275769
1642032000,2022-01-13 00:00:00,GALAX3S/USDT,13.4376,17.6099,12.7982,17.1062,6777.34644529,102714.580972782935
1641945600,2022-01-12 00:00:00,GALAX3S/USDT,20.5319,20.8449,12.1269,13.3373,6673.24558222,103365.572982363881
1641859200,2022-01-11 00:00:00,GALAX3S/USDT,23.8842,25.3953,19.4911,20.5319,2904.00472479,64717.139264868974
1641772800,2022-01-10 00:00:00,GALAX3S/USDT,20.1626,27.1086,19.2632,23.8965,4648.91685074,110907.242268260964
1641686400,2022-01-09 00:00:00,GALAX3S/USDT,22.8848,23.6365,16.7108,20.2137,4379.76669437,88163.068024479155
1641600000,2022-01-08 00:00:00,GALAX3S/USDT,18.1197,24.5922,16.3192,22.8848,6513.38593532,130042.226867755506
1641513600,2022-01-07 00:00:00,GALAX3S/USDT,13.8859,19.5034,13.8839,18.1814,10413.28777698,176122.369401550662
1641427200,2022-01-06 00:00:00,GALAX3S/USDT,14.6843,16.9854,11.9621,13.9967,9815.38473369,146940.810482037621
1641340800,2022-01-05 00:00:00,GALAX3S/USDT,10.876,17.4661,9.7752,14.7202,7317.47643828,96585.575279608691
1641254400,2022-01-04 00:00:00,GALAX3S/USDT,9.8261,11.1959,9.5926,10.876,4816.07364122,50328.18956147303
1641168000,2022-01-03 00:00:00,GALAX3S/USDT,8.9753,10.4,8.8912,9.8727,4497.59413225,42964.962342655218
1641081600,2022-01-02 00:00:00,GALAX3S/USDT,8.6441,9.1953,8.5414,8.9757,1474.204606,13053.073793382745
1640995200,2022-01-01 00:00:00,GALAX3S/USDT,9.1767,9.1883,8.5171,8.6441,2079.4057069,18350.791596088957
1640908800,2021-12-31 00:00:00,GALAX3S/USDT,8.6212,9.6022,7.8485,9.2682,6378.88834997,54663.539977849835
1640822400,2021-12-30 00:00:00,GALAX3S/USDT,9.45,9.9865,7.5369,8.6144,13903.98185245,114341.042176933885
1640736000,2021-12-29 00:00:00,GALAX3S/USDT,8.5804,9.8066,7.5013,9.4338,14642.58589379,127176.794627656214
1640649600,2021-12-28 00:00:00,GALAX3S/USDT,6.2,8.8748,6.1299,8.6144,25455.38331951,193547.276090586202
