https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SXP,Volume USDT
1663545600000.0,2022-09-19 00:00:00,SXP/USDT,0.3265,0.327,0.326,0.3265,365.55895865237363,119.355
1663459200000.0,2022-09-18 00:00:00,SXP/USDT,0.358,0.358,0.318,0.3265,18943.720980091883,6185.1249
1663372800000.0,2022-09-17 00:00:00,SXP/USDT,0.3465,0.358,0.3465,0.358,7563.0410614525135,2707.5687
1663286400000.0,2022-09-16 00:00:00,SXP/USDT,0.342,0.3475,0.3385,0.3465,6634.108513708515,2298.7186
1663200000000.0,2022-09-15 00:00:00,SXP/USDT,0.358,0.3585,0.34,0.342,16246.57207602339,5556.32765
1663113600000.0,2022-09-14 00:00:00,SXP/USDT,0.3525,0.36,0.347,0.358,18957.984776536316,6786.95855
1663027200000.0,2022-09-13 00:00:00,SXP/USDT,0.3905,0.398,0.352,0.3525,23095.996595744684,8141.3388
1662940800000.0,2022-09-12 00:00:00,SXP/USDT,0.386,0.3995,0.3815,0.3905,12640.601024327785,4936.1547
1662854400000.0,2022-09-11 00:00:00,SXP/USDT,0.389,0.394,0.3795,0.386,7783.717227979275,3004.51485
1662768000000.0,2022-09-10 00:00:00,SXP/USDT,0.3875,0.3925,0.3815,0.389,11740.453984575835,4567.0366
1662681600000.0,2022-09-09 00:00:00,SXP/USDT,0.3685,0.3915,0.368,0.3875,16865.328516129033,6535.3148
1662595200000.0,2022-09-08 00:00:00,SXP/USDT,0.356,0.3685,0.3505,0.3685,18952.079104477612,6983.84115
1662508800000.0,2022-09-07 00:00:00,SXP/USDT,0.3425,0.358,0.3365,0.356,56902.591151685396,20257.32245
1662422400000.0,2022-09-06 00:00:00,SXP/USDT,0.3755,0.3875,0.3405,0.3425,41125.82627737226,14085.5955
1662336000000.0,2022-09-05 00:00:00,SXP/USDT,0.383,0.385,0.366,0.3755,8897.86258322237,3341.1474
1662249600000.0,2022-09-04 00:00:00,SXP/USDT,0.3725,0.383,0.371,0.383,5962.04503916449,2283.46325
1662163200000.0,2022-09-03 00:00:00,SXP/USDT,0.371,0.375,0.368,0.3725,577.6602684563759,215.17845
1662076800000.0,2022-09-02 00:00:00,SXP/USDT,0.3755,0.384,0.367,0.371,12723.250404312668,4720.3259
1661990400000.0,2022-09-01 00:00:00,SXP/USDT,0.3675,0.376,0.3585,0.3755,6923.765912117177,2599.8741
1661904000000.0,2022-08-31 00:00:00,SXP/USDT,0.3655,0.381,0.3655,0.3675,5100.495646258504,1874.43215
1661817600000.0,2022-08-30 00:00:00,SXP/USDT,0.3785,0.3825,0.3605,0.3655,54595.8729138167,19954.79155
1661731200000.0,2022-08-29 00:00:00,SXP/USDT,0.357,0.3785,0.356,0.3785,7628.570937912814,2887.4141
1661644800000.0,2022-08-28 00:00:00,SXP/USDT,0.3615,0.372,0.356,0.357,5433.069327731093,1939.60575
1661558400000.0,2022-08-27 00:00:00,SXP/USDT,0.3655,0.3665,0.356,0.3615,10073.44315352697,3641.5497
1661472000000.0,2022-08-26 00:00:00,SXP/USDT,0.4085,0.4085,0.36,0.3655,75067.02968536252,27436.99935
1661385600000.0,2022-08-25 00:00:00,SXP/USDT,0.4065,0.416,0.4005,0.4085,93555.94969400245,38217.60545
1661299200000.0,2022-08-24 00:00:00,SXP/USDT,0.405,0.4195,0.3935,0.4065,28739.78081180812,11682.7209
1661212800000.0,2022-08-23 00:00:00,SXP/USDT,0.396,0.4105,0.3865,0.405,11470.787283950616,4645.66885
1661126400000.0,2022-08-22 00:00:00,SXP/USDT,0.3975,0.3975,0.37,0.396,33883.915151515146,13418.0304
