https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume RUB,tradecount
1663434000000,2022-09-17 17:00:00,ETH/RUB,88888.00000000,89100.00000000,88430.60000000,88623.50000000,4.33260000,385126.27802000,27
1663430400000,2022-09-17 16:00:00,ETH/RUB,87262.00000000,88849.80000000,87253.10000000,88465.50000000,7.46240000,658278.92739000,52
1663426800000,2022-09-17 15:00:00,ETH/RUB,87184.00000000,87597.00000000,86798.50000000,87444.60000000,1.67400000,146017.44420000,22
1663423200000,2022-09-17 14:00:00,ETH/RUB,86004.80000000,87080.00000000,86002.60000000,87080.00000000,4.39610000,380576.95587000,42
1663419600000,2022-09-17 13:00:00,ETH/RUB,86222.00000000,86366.00000000,85979.80000000,86240.50000000,2.16790000,186683.96437000,19
1663416000000,2022-09-17 12:00:00,ETH/RUB,85800.10000000,86222.00000000,85339.30000000,86222.00000000,1.28270000,110173.90714000,31
1663412400000,2022-09-17 11:00:00,ETH/RUB,86252.60000000,86298.40000000,85800.00000000,85915.20000000,4.59330000,395212.90914000,42
1663408800000,2022-09-17 10:00:00,ETH/RUB,86661.10000000,86663.50000000,85788.40000000,86308.40000000,3.47560000,299671.72609000,44
1663405200000,2022-09-17 09:00:00,ETH/RUB,86900.00000000,86900.00000000,86550.10000000,86560.80000000,2.05980000,178690.11921000,29
1663401600000,2022-09-17 08:00:00,ETH/RUB,86601.50000000,86861.70000000,86601.50000000,86731.10000000,1.59250000,138039.45332000,25
1663398000000,2022-09-17 07:00:00,ETH/RUB,86674.00000000,86750.70000000,86349.60000000,86701.40000000,5.14290000,444860.97938000,19
1663394400000,2022-09-17 06:00:00,ETH/RUB,86724.10000000,86888.60000000,86478.20000000,86843.80000000,2.10740000,182815.66340000,26
1663390800000,2022-09-17 05:00:00,ETH/RUB,87118.80000000,87118.80000000,86462.20000000,86624.30000000,2.71430000,236022.17548000,22
1663387200000,2022-09-17 04:00:00,ETH/RUB,87147.80000000,87623.70000000,87147.80000000,87335.80000000,1.10510000,96579.23088000,22
1663383600000,2022-09-17 03:00:00,ETH/RUB,87102.10000000,87510.40000000,86981.70000000,87368.50000000,1.15090000,100433.22600000,10
1663380000000,2022-09-17 02:00:00,ETH/RUB,87367.20000000,87467.60000000,87011.00000000,87137.10000000,0.43590000,38017.67146000,11
1663376400000,2022-09-17 01:00:00,ETH/RUB,87458.70000000,87458.70000000,87083.80000000,87367.20000000,1.11450000,97178.46796000,7
1663372800000,2022-09-17 00:00:00,ETH/RUB,87144.10000000,88175.90000000,87085.50000000,87841.50000000,2.32590000,204512.54362000,17
1663369200000,2022-09-16 23:00:00,ETH/RUB,87035.80000000,87035.80000000,86627.70000000,86627.70000000,0.34540000,29987.42631000,4
1663365600000,2022-09-16 22:00:00,ETH/RUB,87328.60000000,87610.60000000,87227.00000000,87268.60000000,0.92320000,80648.13551000,18
1663362000000,2022-09-16 21:00:00,ETH/RUB,87582.00000000,87943.30000000,87174.10000000,87182.30000000,0.45850000,40179.56044000,9
1663358400000,2022-09-16 20:00:00,ETH/RUB,87177.70000000,87499.50000000,86696.60000000,87340.20000000,3.17130000,275952.62676000,77
1663354800000,2022-09-16 19:00:00,ETH/RUB,86533.20000000,87000.00000000,86533.20000000,86955.30000000,2.50010000,216915.17866000,29
1663351200000,2022-09-16 18:00:00,ETH/RUB,86469.10000000,86864.10000000,85539.50000000,86476.90000000,2.62160000,226198.94948000,63
1663347600000,2022-09-16 17:00:00,ETH/RUB,86266.00000000,86808.20000000,85300.00000000,86409.60000000,3.69360000,318059.63746000,50
1663344000000,2022-09-16 16:00:00,ETH/RUB,87304.00000000,87304.00000000,85597.00000000,85979.10000000,5.33730000,460276.14096000,96
1663340400000,2022-09-16 15:00:00,ETH/RUB,87658.90000000,87669.80000000,86996.60000000,87304.00000000,2.43430000,212633.41169000,23
1663336800000,2022-09-16 14:00:00,ETH/RUB,86570.70000000,88000.00000000,86305.40000000,87389.80000000,3.52480000,307642.62313000,85
1663333200000,2022-09-16 13:00:00,ETH/RUB,87765.70000000,88363.70000000,86001.00000000,86242.10000000,5.91510000,515875.62150000,78
1663329600000,2022-09-16 12:00:00,ETH/RUB,89189.50000000,89189.50000000,87701.30000000,87765.60000000,2.59420000,229733.40352000,62
1663326000000,2022-09-16 11:00:00,ETH/RUB,88325.30000000,89398.00000000,88227.00000000,89044.30000000,3.50900000,310726.44387000,41
1663322400000,2022-09-16 10:00:00,ETH/RUB,88175.30000000,88637.70000000,87943.00000000,88523.90000000,1.78730000,157821.71624000,53
1663318800000,2022-09-16 09:00:00,ETH/RUB,87821.60000000,88349.80000000,87724.60000000,88107.90000000,3.79170000,333658.83435000,37
1663315200000,2022-09-16 08:00:00,ETH/RUB,88596.60000000,88628.20000000,87000.10000000,87538.50000000,12.12350000,1064728.47335000,95
1663311600000,2022-09-16 07:00:00,ETH/RUB,88590.80000000,88910.10000000,88447.60000000,88539.80000000,2.97070000,263304.09564000,39
1663308000000,2022-09-16 06:00:00,ETH/RUB,88434.50000000,88575.70000000,88206.70000000,88530.70000000,5.98960000,529087.23082000,75
1663304400000,2022-09-16 05:00:00,ETH/RUB,88499.90000000,88999.70000000,88356.80000000,88434.50000000,2.80260000,248807.75905000,32
1663300800000,2022-09-16 04:00:00,ETH/RUB,88500.00000000,88888.00000000,88476.70000000,88476.70000000,2.44710000,216802.01157000,45
1663297200000,2022-09-16 03:00:00,ETH/RUB,88109.90000000,88465.30000000,87512.30000000,88380.60000000,8.50410000,749281.45799000,43
1663293600000,2022-09-16 02:00:00,ETH/RUB,88500.00000000,88500.60000000,87392.30000000,88081.00000000,6.35450000,558978.41842000,62
1663290000000,2022-09-16 01:00:00,ETH/RUB,88788.80000000,88869.20000000,88181.20000000,88299.70000000,2.91860000,258958.89873000,17
1663286400000,2022-09-16 00:00:00,ETH/RUB,88643.90000000,89000.00000000,86912.00000000,89000.00000000,5.04490000,443849.54325000,74
1663282800000,2022-09-15 23:00:00,ETH/RUB,88700.00000000,88749.30000000,87900.00000000,88300.00000000,2.42480000,215016.39020000,17
1663279200000,2022-09-15 22:00:00,ETH/RUB,88776.70000000,89605.50000000,87700.00000000,88487.10000000,31.48060000,2809491.88780000,116
1663275600000,2022-09-15 21:00:00,ETH/RUB,90083.00000000,90212.00000000,88743.90000000,89518.10000000,23.23320000,2069798.89789000,63
1663272000000,2022-09-15 20:00:00,ETH/RUB,89886.00000000,90434.50000000,89522.10000000,90000.00000000,0.99270000,89251.89095000,23
1663268400000,2022-09-15 19:00:00,ETH/RUB,89847.20000000,90131.80000000,89517.10000000,89986.40000000,7.49940000,672788.98091000,65
1663264800000,2022-09-15 18:00:00,ETH/RUB,90074.60000000,90709.00000000,89734.60000000,89964.30000000,7.18610000,648706.49315000,64
1663261200000,2022-09-15 17:00:00,ETH/RUB,90698.20000000,91219.00000000,90537.50000000,90548.20000000,4.96070000,450647.08554000,40
1663257600000,2022-09-15 16:00:00,ETH/RUB,89547.40000000,90721.60000000,89147.50000000,90539.10000000,4.12500000,371381.12175000,67
1663254000000,2022-09-15 15:00:00,ETH/RUB,89320.80000000,90023.70000000,87573.40000000,89547.40000000,30.60680000,2723352.42676000,179
1663250400000,2022-09-15 14:00:00,ETH/RUB,95116.90000000,95116.90000000,89232.50000000,89472.80000000,38.54970000,3545858.71569000,382
1663246800000,2022-09-15 13:00:00,ETH/RUB,95321.00000000,95414.30000000,94310.40000000,95126.10000000,4.11560000,390179.62038000,63
1663243200000,2022-09-15 12:00:00,ETH/RUB,95200.00000000,95850.00000000,95053.60000000,95365.70000000,7.38960000,705586.35971000,101
1663239600000,2022-09-15 11:00:00,ETH/RUB,94955.10000000,95906.70000000,94600.40000000,95490.00000000,5.98650000,569036.50872000,54
1663236000000,2022-09-15 10:00:00,ETH/RUB,95144.40000000,95603.80000000,94642.30000000,94967.80000000,6.41380000,610234.96680000,82
1663232400000,2022-09-15 09:00:00,ETH/RUB,96757.30000000,96768.60000000,95064.00000000,95278.80000000,5.05490000,484437.52455000,71
1663228800000,2022-09-15 08:00:00,ETH/RUB,98297.80000000,98297.80000000,96092.10000000,96721.80000000,9.25370000,898742.61243000,128
1663225200000,2022-09-15 07:00:00,ETH/RUB,96442.80000000,99001.30000000,96442.80000000,97960.60000000,6.85860000,673736.76492000,87
1663221600000,2022-09-15 06:00:00,ETH/RUB,97091.70000000,98100.00000000,94700.00000000,96165.70000000,30.32640000,2916616.12263000,339
1663218000000,2022-09-15 05:00:00,ETH/RUB,96531.70000000,97489.70000000,96085.40000000,97488.00000000,2.82280000,273361.07948000,58
1663214400000,2022-09-15 04:00:00,ETH/RUB,96544.60000000,96871.50000000,96005.60000000,96570.00000000,3.33320000,320947.28653000,89
1663210800000,2022-09-15 03:00:00,ETH/RUB,96400.00000000,96989.80000000,95789.90000000,96541.20000000,6.08380000,585014.31922000,78
1663207200000,2022-09-15 02:00:00,ETH/RUB,97284.80000000,97314.70000000,96483.00000000,97270.20000000,2.47130000,240112.01703000,21
1663203600000,2022-09-15 01:00:00,ETH/RUB,98083.00000000,98083.00000000,96449.20000000,97933.10000000,1.55160000,151547.22000000,16
1663200000000,2022-09-15 00:00:00,ETH/RUB,98980.00000000,99584.10000000,98000.00000000,98000.00000000,2.11370000,208404.46738000,42
1663196400000,2022-09-14 23:00:00,ETH/RUB,98690.20000000,98707.10000000,98028.60000000,98300.00000000,3.42960000,337262.89220000,18
1663192800000,2022-09-14 22:00:00,ETH/RUB,97194.70000000,98942.60000000,97184.00000000,98500.00000000,9.68320000,950525.06509000,73
1663189200000,2022-09-14 21:00:00,ETH/RUB,96331.80000000,97342.50000000,95900.00000000,97342.50000000,11.85100000,1147907.04659000,88
1663185600000,2022-09-14 20:00:00,ETH/RUB,96224.10000000,96377.00000000,95738.30000000,96244.40000000,1.57140000,150973.50440000,34
1663182000000,2022-09-14 19:00:00,ETH/RUB,95093.60000000,96272.80000000,94879.80000000,96272.80000000,1.95060000,186546.37750000,37
1663178400000,2022-09-14 18:00:00,ETH/RUB,95601.30000000,95843.10000000,94000.00000000,95093.60000000,12.59210000,1195625.57529000,144
1663174800000,2022-09-14 17:00:00,ETH/RUB,95433.00000000,96237.60000000,95432.90000000,95531.00000000,5.42040000,519257.34342000,42
1663171200000,2022-09-14 16:00:00,ETH/RUB,95930.30000000,96231.60000000,95296.30000000,95296.30000000,5.62330000,538480.05491000,68
1663167600000,2022-09-14 15:00:00,ETH/RUB,96491.20000000,96491.20000000,95769.30000000,95930.30000000,7.79190000,750007.11232000,51
1663164000000,2022-09-14 14:00:00,ETH/RUB,96484.90000000,96699.60000000,95682.30000000,96476.60000000,8.00750000,770772.40575000,66
1663160400000,2022-09-14 13:00:00,ETH/RUB,96447.10000000,96915.70000000,95799.10000000,96476.50000000,5.80090000,560397.12483000,52
1663156800000,2022-09-14 12:00:00,ETH/RUB,96077.40000000,96921.90000000,95406.10000000,96615.50000000,12.75740000,1227824.10973000,104
1663153200000,2022-09-14 11:00:00,ETH/RUB,96374.00000000,96639.80000000,95214.70000000,96022.10000000,5.88520000,565658.41746000,51
1663149600000,2022-09-14 10:00:00,ETH/RUB,96496.00000000,96641.00000000,95943.80000000,96317.50000000,5.65090000,543293.68809000,70
1663146000000,2022-09-14 09:00:00,ETH/RUB,96318.10000000,96700.30000000,96173.30000000,96333.80000000,3.40010000,327807.48372000,39
1663142400000,2022-09-14 08:00:00,ETH/RUB,97139.90000000,97139.90000000,95617.80000000,96375.80000000,6.15550000,592072.97891000,89
1663138800000,2022-09-14 07:00:00,ETH/RUB,97447.70000000,97871.90000000,96534.00000000,97327.50000000,5.70560000,557422.94587000,52
1663135200000,2022-09-14 06:00:00,ETH/RUB,97381.00000000,97670.60000000,97153.60000000,97407.80000000,1.38260000,134615.66273000,50
1663131600000,2022-09-14 05:00:00,ETH/RUB,97739.80000000,98000.00000000,97292.60000000,97385.80000000,5.21430000,510300.91537000,35
1663128000000,2022-09-14 04:00:00,ETH/RUB,96781.80000000,97972.90000000,96404.30000000,97972.90000000,2.71040000,264225.68215000,58
1663124400000,2022-09-14 03:00:00,ETH/RUB,96234.50000000,97181.30000000,95906.40000000,96515.80000000,3.67860000,354428.40740000,36
1663120800000,2022-09-14 02:00:00,ETH/RUB,94886.60000000,97000.00000000,94886.60000000,96377.00000000,3.17390000,306547.83080000,68
1663117200000,2022-09-14 01:00:00,ETH/RUB,96012.10000000,96088.40000000,94715.00000000,94886.60000000,6.05450000,578101.00182000,38
1663113600000,2022-09-14 00:00:00,ETH/RUB,96092.10000000,96396.50000000,95131.20000000,95907.90000000,1.83300000,175289.96330000,37
1663110000000,2022-09-13 23:00:00,ETH/RUB,98146.90000000,98146.90000000,96375.40000000,96379.40000000,2.69020000,261247.07155000,19
1663106400000,2022-09-13 22:00:00,ETH/RUB,95766.90000000,98460.20000000,95032.60000000,98112.50000000,15.40090000,1494834.92120000,201
1663102800000,2022-09-13 21:00:00,ETH/RUB,96092.10000000,96098.70000000,94348.40000000,95182.90000000,5.81020000,553982.51521000,48
1663099200000,2022-09-13 20:00:00,ETH/RUB,96553.40000000,97431.90000000,96340.50000000,96468.50000000,4.01600000,389540.02295000,95
1663095600000,2022-09-13 19:00:00,ETH/RUB,95020.20000000,96563.70000000,94030.40000000,96553.50000000,13.83690000,1319143.80946000,83
1663092000000,2022-09-13 18:00:00,ETH/RUB,98328.90000000,98368.60000000,94604.00000000,94656.80000000,6.93820000,667811.91485000,125
1663088400000,2022-09-13 17:00:00,ETH/RUB,97999.90000000,98994.90000000,97906.80000000,98186.80000000,11.06720000,1087867.50241000,68
1663084800000,2022-09-13 16:00:00,ETH/RUB,96580.00000000,97999.90000000,96446.30000000,97738.10000000,6.78950000,658592.79995000,77
1663081200000,2022-09-13 15:00:00,ETH/RUB,96161.70000000,96741.40000000,96000.00000000,96741.40000000,5.70550000,549088.25060000,47
1663077600000,2022-09-13 14:00:00,ETH/RUB,97015.80000000,97539.50000000,95569.90000000,96084.90000000,15.53200000,1500713.92914000,174
1663074000000,2022-09-13 13:00:00,ETH/RUB,98600.00000000,99334.50000000,97015.80000000,97261.90000000,21.54860000,2114465.27278000,180
1663070400000,2022-09-13 12:00:00,ETH/RUB,105000.00000000,105707.90000000,98044.10000000,98698.70000000,46.76570000,4754673.47733000,522
1663066800000,2022-09-13 11:00:00,ETH/RUB,104700.00000000,105600.00000000,104274.40000000,105000.00000000,20.41710000,2140956.75832000,81
1663063200000,2022-09-13 10:00:00,ETH/RUB,103976.30000000,104790.60000000,103800.00000000,104397.70000000,0.69730000,72684.00602000,37
1663059600000,2022-09-13 09:00:00,ETH/RUB,103840.90000000,104444.60000000,103749.90000000,104000.00000000,4.90900000,510655.71631000,50
1663056000000,2022-09-13 08:00:00,ETH/RUB,104004.90000000,104023.90000000,103219.20000000,103878.50000000,2.91470000,301859.41758000,57
1663052400000,2022-09-13 07:00:00,ETH/RUB,103780.50000000,104500.00000000,103480.50000000,103897.90000000,8.91950000,928494.33635000,66
1663048800000,2022-09-13 06:00:00,ETH/RUB,104558.00000000,104972.70000000,103509.50000000,103780.50000000,9.12180000,952249.15256000,131
1663045200000,2022-09-13 05:00:00,ETH/RUB,104169.70000000,104439.50000000,104111.80000000,104415.10000000,1.40030000,146024.16107000,53
1663041600000,2022-09-13 04:00:00,ETH/RUB,103846.30000000,104641.20000000,103553.10000000,104055.50000000,3.85690000,402136.66278000,86
1663038000000,2022-09-13 03:00:00,ETH/RUB,104115.30000000,104115.30000000,103000.00000000,104060.70000000,2.33180000,241802.89609000,66
1663034400000,2022-09-13 02:00:00,ETH/RUB,104213.10000000,105000.00000000,103575.60000000,104300.00000000,13.86410000,1454204.18394000,98
1663030800000,2022-09-13 01:00:00,ETH/RUB,102394.20000000,104374.50000000,102394.20000000,104213.10000000,1.41330000,145633.08640000,66
1663027200000,2022-09-13 00:00:00,ETH/RUB,103460.20000000,103741.80000000,101300.00000000,102258.10000000,7.01720000,716592.57639000,120
1663023600000,2022-09-12 23:00:00,ETH/RUB,103059.10000000,103715.60000000,103041.30000000,103715.60000000,0.54530000,56319.53112000,14
1663020000000,2022-09-12 22:00:00,ETH/RUB,103846.80000000,103846.80000000,103103.90000000,103103.90000000,1.26180000,130375.50609000,29
1663016400000,2022-09-12 21:00:00,ETH/RUB,104093.70000000,104302.70000000,103315.80000000,103710.10000000,3.80760000,395473.68787000,40
1663012800000,2022-09-12 20:00:00,ETH/RUB,104386.30000000,104762.50000000,104184.60000000,104481.00000000,2.51390000,262446.07016000,48
1663009200000,2022-09-12 19:00:00,ETH/RUB,104661.40000000,104873.10000000,104265.80000000,104400.30000000,4.44440000,465108.95389000,39
1663005600000,2022-09-12 18:00:00,ETH/RUB,104874.00000000,105013.30000000,104305.50000000,104898.00000000,4.73580000,495594.36581000,80
1663002000000,2022-09-12 17:00:00,ETH/RUB,104027.10000000,104880.60000000,103444.60000000,104874.00000000,2.87570000,298835.63575000,44
1662998400000,2022-09-12 16:00:00,ETH/RUB,103715.60000000,104853.20000000,102794.90000000,103855.00000000,11.47020000,1185542.51126000,77
1662994800000,2022-09-12 15:00:00,ETH/RUB,104899.00000000,105189.70000000,102995.60000000,103498.80000000,9.24050000,963388.11242000,115
1662991200000,2022-09-12 14:00:00,ETH/RUB,105994.50000000,106156.50000000,104900.00000000,105019.80000000,2.87600000,303896.73892000,40
1662987600000,2022-09-12 13:00:00,ETH/RUB,105727.70000000,106241.40000000,105400.80000000,106154.50000000,0.81210000,85979.42739000,32
1662984000000,2022-09-12 12:00:00,ETH/RUB,105561.60000000,105881.80000000,104962.80000000,105622.10000000,9.75810000,1030139.89932000,91
1662980400000,2022-09-12 11:00:00,ETH/RUB,105456.20000000,106456.70000000,105439.20000000,105800.10000000,5.02630000,532559.71667000,54
1662976800000,2022-09-12 10:00:00,ETH/RUB,105637.70000000,105881.80000000,104834.20000000,105574.60000000,6.20040000,652542.40331000,89
1662973200000,2022-09-12 09:00:00,ETH/RUB,106257.60000000,106380.60000000,105646.10000000,105719.90000000,3.77440000,400030.71211000,62
1662969600000,2022-09-12 08:00:00,ETH/RUB,106700.20000000,106845.70000000,106019.30000000,106150.10000000,8.62070000,917692.28670000,81
1662966000000,2022-09-12 07:00:00,ETH/RUB,105620.40000000,106790.90000000,105470.90000000,106700.20000000,6.91220000,732603.20661000,92
1662962400000,2022-09-12 06:00:00,ETH/RUB,105047.90000000,105593.60000000,104853.90000000,105460.10000000,3.36150000,354253.26287000,53
1662958800000,2022-09-12 05:00:00,ETH/RUB,104992.20000000,105197.70000000,104500.00000000,105062.80000000,5.75450000,602665.09483000,49
1662955200000,2022-09-12 04:00:00,ETH/RUB,104764.80000000,105135.00000000,104408.30000000,104819.20000000,8.25520000,865456.18895000,77
1662951600000,2022-09-12 03:00:00,ETH/RUB,105506.50000000,105506.50000000,104231.80000000,104827.50000000,7.32370000,769128.85188000,103
1662948000000,2022-09-12 02:00:00,ETH/RUB,107410.30000000,107410.30000000,105237.30000000,105360.10000000,5.62530000,597453.96114000,120
1662944400000,2022-09-12 01:00:00,ETH/RUB,105561.60000000,108394.70000000,105511.80000000,107232.60000000,8.50720000,915460.16544000,71
1662940800000,2022-09-12 00:00:00,ETH/RUB,107303.50000000,107326.70000000,105599.20000000,105599.20000000,2.82590000,300583.57251000,31
1662937200000,2022-09-11 23:00:00,ETH/RUB,106210.70000000,107302.50000000,106210.60000000,107302.50000000,3.44510000,367450.81777000,25
1662933600000,2022-09-11 22:00:00,ETH/RUB,105335.90000000,106348.20000000,105249.00000000,106034.20000000,2.45100000,259467.03398000,46
1662930000000,2022-09-11 21:00:00,ETH/RUB,107013.10000000,107025.00000000,104500.00000000,105151.50000000,6.79370000,718066.01843000,73
1662926400000,2022-09-11 20:00:00,ETH/RUB,107091.00000000,107110.80000000,106101.10000000,106813.10000000,6.90620000,736199.92789000,108
1662922800000,2022-09-11 19:00:00,ETH/RUB,106799.20000000,107115.40000000,106702.50000000,106884.00000000,3.98320000,425883.43843000,37
1662919200000,2022-09-11 18:00:00,ETH/RUB,107291.00000000,107788.20000000,106790.90000000,106790.90000000,11.29530000,1212246.93601000,68
1662915600000,2022-09-11 17:00:00,ETH/RUB,107722.00000000,108293.20000000,107291.90000000,107349.10000000,3.28970000,354536.52390000,40
1662912000000,2022-09-11 16:00:00,ETH/RUB,107391.60000000,107852.40000000,107326.30000000,107794.60000000,4.40920000,474389.61299000,32
1662908400000,2022-09-11 15:00:00,ETH/RUB,107266.50000000,107879.10000000,107072.60000000,107232.60000000,3.37270000,363265.83228000,41
1662904800000,2022-09-11 14:00:00,ETH/RUB,107413.60000000,107598.00000000,106790.90000000,107210.30000000,2.80180000,300472.61891000,37
1662901200000,2022-09-11 13:00:00,ETH/RUB,107652.60000000,107652.60000000,107232.80000000,107478.90000000,1.61790000,173858.39012000,23
1662897600000,2022-09-11 12:00:00,ETH/RUB,107342.00000000,107985.50000000,107232.70000000,107652.60000000,5.94740000,640754.66408000,74
1662894000000,2022-09-11 11:00:00,ETH/RUB,107122.70000000,108099.20000000,107122.70000000,107487.70000000,7.95500000,857864.94156000,85
1662890400000,2022-09-11 10:00:00,ETH/RUB,106786.30000000,107221.00000000,106711.70000000,106904.40000000,6.84120000,730364.17971000,65
1662886800000,2022-09-11 09:00:00,ETH/RUB,107161.90000000,107200.00000000,106684.10000000,106711.70000000,11.86440000,1270004.87962000,88
1662883200000,2022-09-11 08:00:00,ETH/RUB,106906.10000000,107212.00000000,106622.90000000,107147.20000000,2.77150000,296478.22052000,45
1662879600000,2022-09-11 07:00:00,ETH/RUB,106161.70000000,106980.80000000,106161.70000000,106724.40000000,6.42190000,685462.94730000,51
1662876000000,2022-09-11 06:00:00,ETH/RUB,107045.90000000,107243.70000000,105743.20000000,106282.90000000,8.42190000,897279.95849000,86
1662872400000,2022-09-11 05:00:00,ETH/RUB,106699.20000000,107122.00000000,106611.10000000,107122.00000000,1.55340000,166075.54971000,50
1662868800000,2022-09-11 04:00:00,ETH/RUB,107006.40000000,107190.60000000,106699.00000000,106699.10000000,1.44840000,154967.64893000,45
1662865200000,2022-09-11 03:00:00,ETH/RUB,107250.60000000,107572.40000000,106848.90000000,107006.40000000,1.03660000,111100.22308000,43
1662861600000,2022-09-11 02:00:00,ETH/RUB,106943.70000000,107261.30000000,106623.40000000,107173.10000000,0.60140000,64325.43031000,41
1662858000000,2022-09-11 01:00:00,ETH/RUB,107953.70000000,107953.70000000,106944.20000000,106944.20000000,1.23330000,132319.55601000,22
1662854400000,2022-09-11 00:00:00,ETH/RUB,107842.90000000,107943.80000000,107437.80000000,107618.10000000,4.06400000,437969.13889000,37
1662850800000,2022-09-10 23:00:00,ETH/RUB,108167.00000000,108386.70000000,108042.00000000,108042.00000000,0.66610000,72141.11502000,13
1662847200000,2022-09-10 22:00:00,ETH/RUB,106400.30000000,108683.80000000,106400.30000000,108190.80000000,5.82320000,625910.31624000,90
1662843600000,2022-09-10 21:00:00,ETH/RUB,105387.10000000,107300.00000000,105358.60000000,106150.50000000,47.51100000,5058621.47931000,283
1662840000000,2022-09-10 20:00:00,ETH/RUB,105567.40000000,105800.00000000,105060.10000000,105242.70000000,1.12420000,118657.54042000,25
1662836400000,2022-09-10 19:00:00,ETH/RUB,105075.40000000,105681.20000000,105075.40000000,105318.20000000,3.90180000,411489.98132000,23
