https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MANA3S,Volume USDT
1644278400,2022-02-08 00:00:00,MANA3S/USDT,0.823,0.95,0.6776,0.6892,1010632.06248515,857235.825303327409
1644192000,2022-02-07 00:00:00,MANA3S/USDT,0.823,0.8749,0.7055,0.826,951774.94348898,768627.493470223265
1644105600,2022-02-06 00:00:00,MANA3S/USDT,1.133,1.1445,0.734,0.8138,817942.78978081,764042.969970685415
1644019200,2022-02-05 00:00:00,MANA3S/USDT,1.4741,1.5263,1.0052,1.135,579198.81525022,700683.42678693671
1643932800,2022-02-04 00:00:00,MANA3S/USDT,1.7484,1.9764,1.4603,1.4784,387998.76450297,660300.876465383062
1643846400,2022-02-03 00:00:00,MANA3S/USDT,2.0749,2.348,1.7382,1.7439,458565.09458592,908391.386191503947
1643760000,2022-02-02 00:00:00,MANA3S/USDT,1.7843,2.14,1.6603,2.075,443347.26437647,851837.752536297222
1643673600,2022-02-01 00:00:00,MANA3S/USDT,1.5675,1.8484,1.4378,1.7843,536690.91224484,889227.740100993458
1643587200,2022-01-31 00:00:00,MANA3S/USDT,2.4247,2.8341,1.5234,1.5677,599858.98143418,1169726.138658985864
1643500800,2022-01-30 00:00:00,MANA3S/USDT,3.0392,3.1092,2.2708,2.4053,159130.15874267,427960.386646477452
1643414400,2022-01-29 00:00:00,MANA3S/USDT,3.4436,3.461,2.8005,3.0182,52032.10448194,164090.949242455984
1643328000,2022-01-28 00:00:00,MANA3S/USDT,3.5643,3.9837,3.2602,3.404,77840.03082741,279262.292981776976
1643241600,2022-01-27 00:00:00,MANA3S/USDT,4.0813,4.88,3.0182,3.5378,144016.09570677,555774.589857337585
1643155200,2022-01-26 00:00:00,MANA3S/USDT,4.4425,4.6832,2.8145,4.0632,125804.04604696,480421.813919250673
1643068800,2022-01-25 00:00:00,MANA3S/USDT,4.5939,5.0276,3.9999,4.4425,36142.21256599,167031.016809614539
1642982400,2022-01-24 00:00:00,MANA3S/USDT,3.7624,5.0313,3.7624,4.5895,192808.02335435,900186.941868513209
1642896000,2022-01-23 00:00:00,MANA3S/USDT,4.2866,4.5387,3.4761,3.7502,74767.13602604,302038.01577361672
1642809600,2022-01-22 00:00:00,MANA3S/USDT,3.4782,5.8891,3.2432,4.2417,170316.49143772,764275.437396654458
1642723200,2022-01-21 00:00:00,MANA3S/USDT,2.3691,3.7195,2.1884,3.4526,112714.41972823,322304.592538049271
1642636800,2022-01-20 00:00:00,MANA3S/USDT,2.1354,2.4616,1.7824,2.3581,109346.34917192,224747.751445469972
1642550400,2022-01-19 00:00:00,MANA3S/USDT,1.8739,2.1952,1.814,2.1398,82318.95899684,164509.790079741801
1642464000,2022-01-18 00:00:00,MANA3S/USDT,1.7969,2.0279,1.7615,1.8761,129032.75926698,245697.868575850324
1642377600,2022-01-17 00:00:00,MANA3S/USDT,1.4858,1.8639,1.405,1.7981,240870.04356692,410120.187624211781
1642291200,2022-01-16 00:00:00,MANA3S/USDT,1.7134,1.8228,1.3492,1.4929,148563.69378883,236891.318081412612
1642204800,2022-01-15 00:00:00,MANA3S/USDT,1.7686,1.8555,1.5878,1.7049,77888.46749844,133381.420008701369
1642118400,2022-01-14 00:00:00,MANA3S/USDT,1.8803,2.0428,1.6579,1.7745,146389.69088382,272298.919522111581
1642032000,2022-01-13 00:00:00,MANA3S/USDT,1.5904,1.9071,1.5621,1.8798,136571.14947864,238893.243777584891
1641945600,2022-01-12 00:00:00,MANA3S/USDT,1.8706,1.9025,1.5523,1.5803,90663.33504299,154132.394687094724
1641859200,2022-01-11 00:00:00,MANA3S/USDT,2.1228,2.2759,1.843,1.8865,90831.17924959,187365.35351267134
1641772800,2022-01-10 00:00:00,MANA3S/USDT,1.8909,2.4897,1.8336,2.1228,120373.27946897,258484.251043566726
1641686400,2022-01-09 00:00:00,MANA3S/USDT,1.9118,2.0703,1.6921,1.8853,114357.78681482,213444.881975223997
1641600000,2022-01-08 00:00:00,MANA3S/USDT,1.6931,2.06,1.5548,1.8986,180640.11501651,319328.855440270914
1641513600,2022-01-07 00:00:00,MANA3S/USDT,1.298,1.7499,1.23,1.7106,612374.69422428,939796.136642414561
1641427200,2022-01-06 00:00:00,MANA3S/USDT,2.3699,2.643,1.23,1.298,442660.35884973,708518.259608443375
1641340800,2022-01-05 00:00:00,MANA3S/USDT,1.8607,2.7677,1.7186,2.364,102805.1078233,214120.101002989703
1641254400,2022-01-04 00:00:00,MANA3S/USDT,1.749,1.9384,1.6525,1.8622,72023.67034527,130808.650034101698
1641168000,2022-01-03 00:00:00,MANA3S/USDT,1.629,1.8039,1.5992,1.7428,71407.32203014,122235.682672495837
1641081600,2022-01-02 00:00:00,MANA3S/USDT,1.6155,1.7195,1.5415,1.629,71636.46714359,117462.283988366974
1640995200,2022-01-01 00:00:00,MANA3S/USDT,1.7186,1.7186,1.5903,1.6096,41853.32602722,69193.570780068113
1640908800,2021-12-31 00:00:00,MANA3S/USDT,1.6796,1.8421,1.4883,1.7275,101100.03802623,165870.306864740055
1640822400,2021-12-30 00:00:00,MANA3S/USDT,1.7358,1.8999,1.5573,1.6964,117632.88070868,203114.765007514111
1640736000,2021-12-29 00:00:00,MANA3S/USDT,1.6112,1.8258,1.3275,1.7358,238826.68608294,384947.673549809241
1640649600,2021-12-28 00:00:00,MANA3S/USDT,1.2323,1.64,1.2278,1.6255,369689.46164647,528402.650606896519
