https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MANA3S,Volume USDT
1658448000,2022-07-22 00:00:00,MANA3S/USDT,0.5805,0.6453,0.5133,0.5931,234810.24508045,136535.089392877221
1658361600,2022-07-21 00:00:00,MANA3S/USDT,0.6145,0.6935,0.5662,0.5804,213043.3749109,133325.698864451437
1658275200,2022-07-20 00:00:00,MANA3S/USDT,0.4934,0.6274,0.4678,0.6165,245179.181981,128727.650171472089
1658188800,2022-07-19 00:00:00,MANA3S/USDT,0.6722,0.6959,0.4603,0.4933,247898.00844161,139118.581195468089
1658102400,2022-07-18 00:00:00,MANA3S/USDT,0.934,0.9417,0.6418,0.6711,176815.15478175,131240.421205458739
1658016000,2022-07-17 00:00:00,MANA3S/USDT,0.8512,0.9417,0.8088,0.9261,71345.91986993,62728.246022613884
1657929600,2022-07-16 00:00:00,MANA3S/USDT,0.9196,0.9974,0.8327,0.8446,59394.55127671,55117.081137265055
1657843200,2022-07-15 00:00:00,MANA3S/USDT,0.9329,0.9719,0.8306,0.9078,91212.52590606,83474.988105516078
1657756800,2022-07-14 00:00:00,MANA3S/USDT,1.0452,1.146,0.9109,0.9479,64985.73764218,67435.897908354205
1657670400,2022-07-13 00:00:00,MANA3S/USDT,1.1736,1.3112,1.035,1.04,94717.93406805,108175.354860457738
1657584000,2022-07-12 00:00:00,MANA3S/USDT,1.0797,1.177,1.0172,1.1621,50391.50961388,54829.366733327368
1657497600,2022-07-11 00:00:00,MANA3S/USDT,0.8943,1.0935,0.8905,1.0797,67716.41975706,66903.20023757229
1657411200,2022-07-10 00:00:00,MANA3S/USDT,0.797,0.915,0.7923,0.8782,57066.75309677,49475.177197304253
1657324800,2022-07-09 00:00:00,MANA3S/USDT,0.8165,0.8203,0.7501,0.792,30029.88096479,23519.252108474499
1657238400,2022-07-08 00:00:00,MANA3S/USDT,0.7317,0.8585,0.6767,0.819,81587.18395332,63905.455626349664
1657152000,2022-07-07 00:00:00,MANA3S/USDT,0.7666,0.8034,0.7,0.7284,93098.17095369,69369.496672226167
1657065600,2022-07-06 00:00:00,MANA3S/USDT,0.8913,0.9411,0.7428,0.776,83824.54461179,68641.972901688265
1656979200,2022-07-05 00:00:00,MANA3S/USDT,0.8221,1.0028,0.7869,0.8973,68877.43650435,62792.553309237696
1656892800,2022-07-04 00:00:00,MANA3S/USDT,1.0641,1.1295,0.802,0.8193,89963.62735282,83537.172747798645
1656806400,2022-07-03 00:00:00,MANA3S/USDT,1.0973,1.175,1.0488,1.0794,19533.9885777,21741.422269439041
1656720000,2022-07-02 00:00:00,MANA3S/USDT,1.0907,1.1773,1.0415,1.0748,47113.90313595,52268.360320938221
1656633600,2022-07-01 00:00:00,MANA3S/USDT,0.9417,1.1251,0.8446,1.0873,144628.73525626,144171.255337971411
1656547200,2022-06-30 00:00:00,MANA3S/USDT,0.9349,1.204,0.9079,0.9405,133539.45010119,143880.957341429918
1656460800,2022-06-29 00:00:00,MANA3S/USDT,0.9213,1.0029,0.8723,0.9415,171805.31974703,161585.943287121946
1656374400,2022-06-28 00:00:00,MANA3S/USDT,0.7346,0.9393,0.6451,0.9158,187930.41326622,152849.234218940987
1656288000,2022-06-27 00:00:00,MANA3S/USDT,0.8185,0.8492,0.6479,0.7326,184298.88269338,142264.704417564164
1656201600,2022-06-26 00:00:00,MANA3S/USDT,0.6574,0.8468,0.6093,0.8187,155425.77344305,113527.969372536384
1656115200,2022-06-25 00:00:00,MANA3S/USDT,0.8946,0.9433,0.5926,0.6554,131545.26480412,96522.152441735465
1656028800,2022-06-24 00:00:00,MANA3S/USDT,1.0322,1.0524,0.8536,0.8919,90448.09361238,88441.504627555419
1655942400,2022-06-23 00:00:00,MANA3S/USDT,1.323,1.3289,0.9801,1.0462,154086.08152824,172744.545721373926
1655856000,2022-06-22 00:00:00,MANA3S/USDT,1.2811,1.4934,1.1151,1.323,158402.83697214,208227.579105183742
1655769600,2022-06-21 00:00:00,MANA3S/USDT,1.3402,1.4104,0.9957,1.2859,172271.91333287,204672.562959610362
1655683200,2022-06-20 00:00:00,MANA3S/USDT,1.3639,1.5649,1.2513,1.3437,116043.95484055,161804.499705724986
1655596800,2022-06-19 00:00:00,MANA3S/USDT,1.6934,1.8895,1.3009,1.381,150398.01122623,243390.309048688805
1655510400,2022-06-18 00:00:00,MANA3S/USDT,1.4003,1.9418,1.3222,1.69,202502.99382514,336539.918046499295
1655424000,2022-06-17 00:00:00,MANA3S/USDT,1.5677,1.6018,1.1953,1.3905,173938.28151811,241720.341440450942
1655337600,2022-06-16 00:00:00,MANA3S/USDT,1.1539,1.6324,1.0969,1.5729,210117.37732105,296110.516773151127
1655251200,2022-06-15 00:00:00,MANA3S/USDT,1.748,2.1657,1.1007,1.1685,284655.50942283,484118.393149710473
1655164800,2022-06-14 00:00:00,MANA3S/USDT,1.7148,2.1486,1.4169,1.7493,242504.59143605,428753.544211739954
1655078400,2022-06-13 00:00:00,MANA3S/USDT,2.0182,2.33,1.345,1.7211,582888.45867667,1140370.08778977088
1654992000,2022-06-12 00:00:00,MANA3S/USDT,1.8035,2.209,1.3898,2.0182,269507.99503664,498098.398108884615
1654905600,2022-06-11 00:00:00,MANA3S/USDT,1.4574,1.9191,1.3292,1.8073,157420.08966272,256570.770584218963
1654819200,2022-06-10 00:00:00,MANA3S/USDT,1.1689,1.4799,1.1382,1.4566,159137.81925092,209930.715267415697
1654732800,2022-06-09 00:00:00,MANA3S/USDT,1.1411,1.199,1.0589,1.1648,148202.07998543,166074.241305820847
1654646400,2022-06-08 00:00:00,MANA3S/USDT,1.01,1.1579,0.9725,1.1437,165216.06542682,180515.518921705379
1654560000,2022-06-07 00:00:00,MANA3S/USDT,1.038,1.2617,1.0014,1.0105,217461.00640743,248873.743178173754
1654473600,2022-06-06 00:00:00,MANA3S/USDT,1.1705,1.1836,0.873,1.0313,135935.58524374,136676.180650914061
1654387200,2022-06-05 00:00:00,MANA3S/USDT,1.1521,1.2443,1.1053,1.1779,82863.65831453,96988.504578085389
1654300800,2022-06-04 00:00:00,MANA3S/USDT,1.1557,1.2974,1.1197,1.1545,82544.329916,97987.117731466233
1654214400,2022-06-03 00:00:00,MANA3S/USDT,0.9956,1.23,0.9812,1.1637,186011.24188436,209739.715569818078
1654128000,2022-06-02 00:00:00,MANA3S/USDT,1.1934,1.2853,0.9947,1.0029,139847.48139552,161023.102535636957
1654041600,2022-06-01 00:00:00,MANA3S/USDT,0.93,1.2273,0.9104,1.1881,224632.49019515,242387.113282487436
1653955200,2022-05-31 00:00:00,MANA3S/USDT,0.9316,1.043,0.8248,0.924,193790.4870522,182190.168690055526
1653868800,2022-05-30 00:00:00,MANA3S/USDT,1.4143,1.4801,0.8738,0.925,224403.90919728,246346.076136799124
1653782400,2022-05-29 00:00:00,MANA3S/USDT,1.5039,1.6786,1.4154,1.4154,113668.28703495,174489.688966598265
1653696000,2022-05-28 00:00:00,MANA3S/USDT,1.6453,1.6818,1.442,1.5013,168413.62033426,256544.460435704629
1653609600,2022-05-27 00:00:00,MANA3S/USDT,1.41,1.7547,1.361,1.6537,429227.11115066,686999.209808456531
1653523200,2022-05-26 00:00:00,MANA3S/USDT,1.1813,1.5917,1.0156,1.42,318362.112121,420485.862041399509
1653436800,2022-05-25 00:00:00,MANA3S/USDT,1.239,1.3914,1.1064,1.1843,102856.54758099,129250.653398919691
1653350400,2022-05-24 00:00:00,MANA3S/USDT,1.2829,1.5,1.1805,1.2514,178031.03430816,235613.551287794124
1653264000,2022-05-23 00:00:00,MANA3S/USDT,1.0833,1.3241,0.97,1.2925,212070.28794597,240220.659931385584
1653177600,2022-05-22 00:00:00,MANA3S/USDT,1.1047,1.1753,1.0014,1.0703,111928.24164936,121063.452778461748
1653091200,2022-05-21 00:00:00,MANA3S/USDT,1.1967,1.2876,1.037,1.1047,114754.45822827,132693.102426683333
1653004800,2022-05-20 00:00:00,MANA3S/USDT,1.0667,1.3262,0.9604,1.208,218525.39793686,253832.60263550755
1652918400,2022-05-19 00:00:00,MANA3S/USDT,1.3902,1.617,0.9063,1.068,347023.965173,442946.918212613088
1652832000,2022-05-18 00:00:00,MANA3S/USDT,0.9558,1.4561,0.9048,1.3795,265109.68146091,332022.223266603352
1652745600,2022-05-17 00:00:00,MANA3S/USDT,1.0444,1.1542,0.8644,0.937,247193.99150061,245585.838251743319
1652659200,2022-05-16 00:00:00,MANA3S/USDT,0.8206,1.0981,0.7934,1.0536,198427.88623489,197917.850948823521
1652572800,2022-05-15 00:00:00,MANA3S/USDT,0.7708,1.0588,0.7244,0.7959,262080.43516955,241616.320905905092
1652486400,2022-05-14 00:00:00,MANA3S/USDT,2.384,2.4661,0.7746,0.7785,823355.76111575,946428.308148598718
1652400000,2022-05-13 00:00:00,MANA3S/USDT,12.4358,13.8755,1.7635,2.3929,199863.31387168,606391.130166188811
1652313600,2022-05-12 00:00:00,MANA3S/USDT,8.8217,14.0489,6.6085,12.3247,98338.14599767,1079688.38338303085
1652227200,2022-05-11 00:00:00,MANA3S/USDT,4.8834,9.6075,4.2655,8.8217,225673.97863036,1617803.073636062825
1652140800,2022-05-10 00:00:00,MANA3S/USDT,5.2536,6.0843,3.2695,4.8674,163527.42019177,723351.796399961306
1652054400,2022-05-09 00:00:00,MANA3S/USDT,3.3159,5.4,3.1577,5.3163,234287.95130096,999588.460786202965
1651968000,2022-05-08 00:00:00,MANA3S/USDT,3.0712,3.5142,2.962,3.3243,130605.92183088,426650.497689011092
1651881600,2022-05-07 00:00:00,MANA3S/USDT,2.654,3.2548,2.6223,3.0712,105294.05294732,304621.637902265888
1651795200,2022-05-06 00:00:00,MANA3S/USDT,2.5664,3.0123,2.4925,2.6551,100128.88354014,272029.842976301324
1651708800,2022-05-05 00:00:00,MANA3S/USDT,1.8826,2.7445,1.8327,2.5663,101592.35978022,234544.583897256933
1651622400,2022-05-04 00:00:00,MANA3S/USDT,3.0014,3.0271,1.8348,1.892,84873.3049217,204094.817670825505
1651536000,2022-05-03 00:00:00,MANA3S/USDT,2.8174,3.1346,2.366,2.982,88092.6737351,245498.516721807085
1651449600,2022-05-02 00:00:00,MANA3S/USDT,2.6975,3.2432,2.4169,2.8214,104184.78670467,302056.538387944533
1651363200,2022-05-01 00:00:00,MANA3S/USDT,3.3934,3.58,2.4571,2.7177,91581.99467154,282164.574404521173
1651276800,2022-04-30 00:00:00,MANA3S/USDT,2.3634,3.635,2.2666,3.3933,104859.52824653,287259.012468336901
1651190400,2022-04-29 00:00:00,MANA3S/USDT,1.9261,2.4999,1.8926,2.3663,85926.8137246,193177.030024642343
1651104000,2022-04-28 00:00:00,MANA3S/USDT,1.8181,1.9899,1.7565,1.9266,47959.84365394,90717.881314380843
1651017600,2022-04-27 00:00:00,MANA3S/USDT,1.9298,1.9773,1.6701,1.8127,66469.02033303,119850.668361453697
1650931200,2022-04-26 00:00:00,MANA3S/USDT,1.5184,1.9899,1.4682,1.9241,117626.51041816,206001.206351886679
1650844800,2022-04-25 00:00:00,MANA3S/USDT,1.477,1.8205,1.471,1.5202,138421.44698828,229737.297957943001
1650758400,2022-04-24 00:00:00,MANA3S/USDT,1.4635,1.5702,1.4299,1.4785,50002.1062445,75041.990741615616
1650672000,2022-04-23 00:00:00,MANA3S/USDT,1.4001,1.4987,1.3836,1.4655,43437.92287022,62026.914132221491
1650585600,2022-04-22 00:00:00,MANA3S/USDT,1.4206,1.4646,1.3117,1.4004,75723.40775122,106421.665437864788
1650499200,2022-04-21 00:00:00,MANA3S/USDT,1.2828,1.4912,1.1782,1.4205,66193.29282094,83816.04824320265
1650412800,2022-04-20 00:00:00,MANA3S/USDT,1.1861,1.3528,1.072,1.2828,106840.82392422,130432.466044162804
1650326400,2022-04-19 00:00:00,MANA3S/USDT,1.329,1.3694,1.1165,1.1843,79690.59304496,98115.80884928643
1650240000,2022-04-18 00:00:00,MANA3S/USDT,1.4004,1.599,1.3144,1.3328,87049.69052812,125786.588097159716
1650153600,2022-04-17 00:00:00,MANA3S/USDT,1.2361,1.4299,1.2252,1.3963,31429.27123316,40866.030585245678
1650067200,2022-04-16 00:00:00,MANA3S/USDT,1.2439,1.3022,1.1709,1.2425,46759.34176907,57250.4229206618
1649980800,2022-04-15 00:00:00,MANA3S/USDT,1.2951,1.3166,1.2266,1.2452,58795.25394275,74271.907392626927
1649894400,2022-04-14 00:00:00,MANA3S/USDT,1.1698,1.3287,1.106,1.2951,78895.61221745,95781.191267898726
1649808000,2022-04-13 00:00:00,MANA3S/USDT,1.2465,1.3246,1.1405,1.1688,117690.04761774,144051.703687536392
1649721600,2022-04-12 00:00:00,MANA3S/USDT,1.4515,1.4701,1.156,1.2442,233814.46855739,301334.402070156544
1649635200,2022-04-11 00:00:00,MANA3S/USDT,1.1301,1.4768,1.1051,1.4528,261410.33088442,341463.163154574497
1649548800,2022-04-10 00:00:00,MANA3S/USDT,1.0239,1.1342,1.0122,1.1301,104183.63667282,111841.335670352964
1649462400,2022-04-09 00:00:00,MANA3S/USDT,1.1427,1.1486,1.0242,1.0242,148784.51409564,160766.829883069258
1649376000,2022-04-08 00:00:00,MANA3S/USDT,0.9661,1.1766,0.9362,1.1432,129990.9239112,136119.816626137942
1649289600,2022-04-07 00:00:00,MANA3S/USDT,1.0847,1.1285,0.9474,0.9679,206374.81705963,210070.030907883598
1649203200,2022-04-06 00:00:00,MANA3S/USDT,0.8494,1.0958,0.8406,1.0846,276907.19195956,272567.709474965503
1649116800,2022-04-05 00:00:00,MANA3S/USDT,0.7632,0.8543,0.7308,0.8431,125922.84078904,98629.176520826639
1649030400,2022-04-04 00:00:00,MANA3S/USDT,0.7052,0.8415,0.6923,0.761,181487.26548325,139456.503513269676
1648944000,2022-04-03 00:00:00,MANA3S/USDT,0.7798,0.8163,0.6676,0.708,102420.72980059,75149.427790179582
1648857600,2022-04-02 00:00:00,MANA3S/USDT,0.776,0.805,0.6691,0.7835,150285.23788789,111606.754195758193
1648771200,2022-04-01 00:00:00,MANA3S/USDT,0.8041,0.9526,0.7416,0.7719,212641.41641802,175529.887238048849
1648684800,2022-03-31 00:00:00,MANA3S/USDT,0.7329,0.8424,0.6191,0.8063,247671.04823983,182692.809330347297
1648598400,2022-03-30 00:00:00,MANA3S/USDT,0.7374,0.8157,0.6921,0.7322,134713.16078653,99610.147419939857
1648512000,2022-03-29 00:00:00,MANA3S/USDT,0.7499,0.7902,0.661,0.7327,192925.58643974,137452.031883998205
1648425600,2022-03-28 00:00:00,MANA3S/USDT,0.7048,0.768,0.6418,0.748,132111.98461499,90542.085909010703
1648339200,2022-03-27 00:00:00,MANA3S/USDT,0.8071,0.8543,0.6954,0.7023,76235.26051257,59309.488626403325
1648252800,2022-03-26 00:00:00,MANA3S/USDT,0.8315,0.8844,0.7985,0.8084,82059.21010272,68157.768517610286
1648166400,2022-03-25 00:00:00,MANA3S/USDT,0.7538,0.8501,0.7221,0.8357,163509.10574354,131060.127978955316
1648080000,2022-03-24 00:00:00,MANA3S/USDT,0.9124,0.9124,0.7295,0.7504,251576.26904639,205719.107977967893
1647993600,2022-03-23 00:00:00,MANA3S/USDT,1.0558,1.0874,0.8961,0.9184,153361.66659948,152535.036960450728
1647907200,2022-03-22 00:00:00,MANA3S/USDT,1.0956,1.1078,0.9741,1.0517,131681.54519648,135870.083422957788
1647820800,2022-03-21 00:00:00,MANA3S/USDT,1.0976,1.1589,1.0011,1.0944,148894.63845205,161291.74126077091
1647734400,2022-03-20 00:00:00,MANA3S/USDT,0.9761,1.1274,0.9732,1.1003,131506.21990531,139003.75011950993
1647648000,2022-03-19 00:00:00,MANA3S/USDT,1.0395,1.0672,0.9159,0.9718,170218.88873608,169093.787193407903
1647561600,2022-03-18 00:00:00,MANA3S/USDT,1.0579,1.1706,1.0249,1.0375,182460.02800822,203061.238949142034
1647475200,2022-03-17 00:00:00,MANA3S/USDT,0.9885,1.0886,0.9444,1.0571,154657.39759131,159914.961889469934
1647388800,2022-03-16 00:00:00,MANA3S/USDT,1.3672,1.4155,0.9739,0.994,230321.50883812,282432.317446097463
1647302400,2022-03-15 00:00:00,MANA3S/USDT,1.3114,1.4724,1.2806,1.3718,104287.72291417,143362.90444468182
1647216000,2022-03-14 00:00:00,MANA3S/USDT,1.4186,1.4668,1.2914,1.3088,170058.03080331,232827.857676788657
1647129600,2022-03-13 00:00:00,MANA3S/USDT,1.3128,1.4409,1.0932,1.4129,228448.26149866,287597.635618965556
1647043200,2022-03-12 00:00:00,MANA3S/USDT,1.3178,1.3206,1.2243,1.3166,112502.23535135,142791.487665796778
1646956800,2022-03-11 00:00:00,MANA3S/USDT,1.22,1.3224,1.1672,1.3131,493087.33238582,611787.156905019022
1646870400,2022-03-10 00:00:00,MANA3S/USDT,1.0621,1.2646,1.0448,1.2177,205389.53651155,245161.202439648208
1646784000,2022-03-09 00:00:00,MANA3S/USDT,1.2165,1.2215,0.9815,1.0653,190551.84734811,205785.684576480618
1646697600,2022-03-08 00:00:00,MANA3S/USDT,1.2663,1.2899,1.1352,1.2201,487740.89580842,590070.288883673453
1646611200,2022-03-07 00:00:00,MANA3S/USDT,1.1868,1.35,1.0266,1.2691,782877.76687024,942695.545420999686
1646524800,2022-03-06 00:00:00,MANA3S/USDT,1.0114,1.19,0.9667,1.1873,647256.84924028,707963.995321396204
1646438400,2022-03-05 00:00:00,MANA3S/USDT,1.1114,1.202,0.9876,1.0105,754454.20049232,804676.961724420318
1646352000,2022-03-04 00:00:00,MANA3S/USDT,0.9498,1.1485,0.9415,1.1093,623522.19500235,649164.288333119278
1646265600,2022-03-03 00:00:00,MANA3S/USDT,0.8433,0.9873,0.8262,0.9482,626357.70482386,570653.698558810874
1646179200,2022-03-02 00:00:00,MANA3S/USDT,0.7685,0.8767,0.7574,0.8391,762142.07991881,622650.342700718402
1646092800,2022-03-01 00:00:00,MANA3S/USDT,0.7599,0.8448,0.7001,0.7711,883691.0069917,696579.099289179724
1646006400,2022-02-28 00:00:00,MANA3S/USDT,1.1583,1.3011,0.7381,0.7599,679725.9066856,702790.083096409902
1645920000,2022-02-27 00:00:00,MANA3S/USDT,1.0171,1.2198,0.9353,1.1553,917045.33663859,994287.103711457026
1645833600,2022-02-26 00:00:00,MANA3S/USDT,0.9522,1.058,0.8533,1.0215,745933.49044588,738702.57798374806
1645747200,2022-02-25 00:00:00,MANA3S/USDT,1.1688,1.2789,0.9052,0.9546,852102.21728357,919702.283302967024
1645660800,2022-02-24 00:00:00,MANA3S/USDT,1.2189,1.7054,1.0151,1.1595,1400695.1848437,1986800.092120634463
1645574400,2022-02-23 00:00:00,MANA3S/USDT,1.1051,1.2315,0.8974,1.2188,929298.03972551,1005393.409062181713
1645488000,2022-02-22 00:00:00,MANA3S/USDT,1.3733,1.5514,1.1,1.1031,965906.12783611,1264000.481782590959
1645401600,2022-02-21 00:00:00,MANA3S/USDT,1.1158,1.4,0.806,1.3757,1696866.11449623,1760286.248780882952
1645315200,2022-02-20 00:00:00,MANA3S/USDT,0.9314,1.202,0.9314,1.1166,1462012.85269374,1606849.852354032877
1645228800,2022-02-19 00:00:00,MANA3S/USDT,0.8586,0.9934,0.7972,0.9288,1021849.38710839,922064.9996701514
1645142400,2022-02-18 00:00:00,MANA3S/USDT,0.7798,0.91,0.7,0.8586,1182246.49727811,964213.4443809807
1645056000,2022-02-17 00:00:00,MANA3S/USDT,0.6645,0.815,0.5942,0.7783,1843116.15153791,1287335.35349350994
1644969600,2022-02-16 00:00:00,MANA3S/USDT,0.6313,0.734,0.5924,0.6673,1816720.3359039,1202634.653793665926
1644883200,2022-02-15 00:00:00,MANA3S/USDT,1.1774,1.1931,0.6303,0.6314,886061.2320257,752406.602492094304
1644796800,2022-02-14 00:00:00,MANA3S/USDT,1.2071,1.3373,1.1123,1.1775,712001.84996724,878918.27063078604
1644710400,2022-02-13 00:00:00,MANA3S/USDT,1.1092,1.2715,1.0342,1.2064,532760.51793613,600438.283499987161
1644624000,2022-02-12 00:00:00,MANA3S/USDT,1.087,1.207,0.9776,1.1016,739251.75816227,798089.443075716594
1644537600,2022-02-11 00:00:00,MANA3S/USDT,0.9014,1.1468,0.7887,1.096,938205.14298304,844444.964525232851
1644451200,2022-02-10 00:00:00,MANA3S/USDT,0.759,0.93,0.7418,0.8969,1039904.5684139,858978.252258054688
1644364800,2022-02-09 00:00:00,MANA3S/USDT,0.6862,0.8148,0.6428,0.7595,996571.39822722,743437.522879643369
