https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDC,Volume USDT,tradecount
1663434000000,2022-09-17 17:00:00,USDC/USDT,1.00000000,1.00000000,0.99990000,0.99990000,938845.00000000,938781.98330000,1123
1663430400000,2022-09-17 16:00:00,USDC/USDT,1.00000000,1.00000000,0.99990000,0.99990000,1643127.00000000,1643037.64510000,1745
1663426800000,2022-09-17 15:00:00,USDC/USDT,0.99990000,1.00000000,0.99990000,0.99990000,1034140.00000000,1034093.66690000,1034
1663423200000,2022-09-17 14:00:00,USDC/USDT,1.00000000,1.00000000,0.99990000,0.99990000,1801076.00000000,1801017.41680000,1370
1663419600000,2022-09-17 13:00:00,USDC/USDT,1.00000000,1.00000000,0.99990000,0.99990000,1339869.00000000,1339779.73620000,1106
1663416000000,2022-09-17 12:00:00,USDC/USDT,0.99990000,1.00000000,0.99990000,0.99990000,1786542.00000000,1786496.12580000,1544
1663412400000,2022-09-17 11:00:00,USDC/USDT,0.99990000,1.00000000,0.99990000,1.00000000,2878498.00000000,2878293.29280000,1307
1663408800000,2022-09-17 10:00:00,USDC/USDT,1.00000000,1.00010000,0.99990000,0.99990000,23264039.00000000,23263899.00520000,3551
1663405200000,2022-09-17 09:00:00,USDC/USDT,1.00000000,1.00010000,0.99990000,1.00000000,41527634.00000000,41527463.62620000,3437
1663401600000,2022-09-17 08:00:00,USDC/USDT,1.00000000,1.00010000,0.99980000,1.00000000,24039693.00000000,24038881.08450000,2251
1663398000000,2022-09-17 07:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00000000,1145973.00000000,1145993.32930000,1198
1663394400000,2022-09-17 06:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00010000,1264676.00000000,1264747.73240000,932
1663390800000,2022-09-17 05:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00000000,2047358.00000000,2047433.35360000,943
1663387200000,2022-09-17 04:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00000000,2195815.00000000,2195954.57510000,775
1663383600000,2022-09-17 03:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00010000,1376954.00000000,1377017.72850000,633
1663380000000,2022-09-17 02:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00010000,3019465.00000000,3019708.12420000,582
1663376400000,2022-09-17 01:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00010000,1219737.00000000,1219750.56680000,625
1663372800000,2022-09-17 00:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00010000,3845706.00000000,3845737.84520000,1083
1663369200000,2022-09-16 23:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00010000,916208.00000000,916235.44500000,1211
1663365600000,2022-09-16 22:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00010000,1610357.00000000,1610394.50120000,695
1663362000000,2022-09-16 21:00:00,USDC/USDT,1.00010000,1.00030000,1.00000000,1.00010000,180045708.00000000,180066926.62960000,2960
1663358400000,2022-09-16 20:00:00,USDC/USDT,1.00010000,1.00020000,1.00000000,1.00020000,11153276.00000000,11154333.73650000,2235
1663354800000,2022-09-16 19:00:00,USDC/USDT,1.00010000,1.00020000,1.00000000,1.00010000,26872869.00000000,26875542.05020000,1891
1663351200000,2022-09-16 18:00:00,USDC/USDT,1.00010000,1.00020000,1.00000000,1.00010000,14878213.00000000,14879730.67830000,1998
1663347600000,2022-09-16 17:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00010000,8645919.00000000,8646614.99680000,3581
1663344000000,2022-09-16 16:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00010000,4777764.00000000,4777949.10480000,1739
1663340400000,2022-09-16 15:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00010000,5375021.00000000,5375196.47710000,1829
1663336800000,2022-09-16 14:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00000000,9778921.00000000,9779663.53190000,2126
1663333200000,2022-09-16 13:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00010000,2710949.00000000,2711042.87680000,1890
1663329600000,2022-09-16 12:00:00,USDC/USDT,1.00010000,1.00030000,1.00000000,1.00010000,27191060.00000000,27194138.06650000,3361
1663326000000,2022-09-16 11:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00010000,2927283.00000000,2927360.62570000,1266
1663322400000,2022-09-16 10:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00000000,2685557.00000000,2685636.22760000,974
1663318800000,2022-09-16 09:00:00,USDC/USDT,1.00000000,1.00010000,0.99990000,1.00000000,18602266.00000000,18602571.57880000,5975
1663315200000,2022-09-16 08:00:00,USDC/USDT,1.00010000,1.00010000,0.99990000,1.00000000,45087349.00000000,45087173.28750000,9605
1663311600000,2022-09-16 07:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00000000,6019193.00000000,6019733.16940000,887
1663308000000,2022-09-16 06:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00000000,1149978.00000000,1150000.19470000,711
1663304400000,2022-09-16 05:00:00,USDC/USDT,1.00000000,1.00030000,1.00000000,1.00000000,164326744.00000000,164350020.98070000,1507
1663300800000,2022-09-16 04:00:00,USDC/USDT,1.00010000,1.00020000,1.00000000,1.00000000,18062193.00000000,18063874.78910000,2281
1663297200000,2022-09-16 03:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00000000,3353045.00000000,3353232.46110000,854
1663293600000,2022-09-16 02:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00000000,2534618.00000000,2534768.54930000,814
1663290000000,2022-09-16 01:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00010000,1041116.00000000,1041164.93780000,725
1663286400000,2022-09-16 00:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00000000,3041792.00000000,3041981.43470000,1616
1663282800000,2022-09-15 23:00:00,USDC/USDT,1.00010000,1.00010000,0.99990000,1.00010000,17506862.00000000,17506865.30540000,2902
1663279200000,2022-09-15 22:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00010000,4080593.00000000,4080819.41580000,2756
1663275600000,2022-09-15 21:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00000000,5370444.00000000,5370833.83110000,1464
1663272000000,2022-09-15 20:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00000000,2129384.00000000,2129430.73060000,1122
1663268400000,2022-09-15 19:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00000000,1726758.00000000,1726810.19830000,1408
1663264800000,2022-09-15 18:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00010000,1426025.00000000,1426088.79650000,1415
1663261200000,2022-09-15 17:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00000000,3372313.00000000,3372429.25580000,1793
1663257600000,2022-09-15 16:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00000000,2556753.00000000,2556904.50830000,2743
1663254000000,2022-09-15 15:00:00,USDC/USDT,1.00010000,1.00030000,1.00000000,1.00010000,20526207.00000000,20528493.76200000,8095
1663250400000,2022-09-15 14:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00000000,14285934.00000000,14286672.72680000,3090
1663246800000,2022-09-15 13:00:00,USDC/USDT,1.00000000,1.00020000,0.99990000,1.00000000,30957406.00000000,30958201.76620000,3717
1663243200000,2022-09-15 12:00:00,USDC/USDT,0.99990000,1.00000000,0.99990000,1.00000000,2879762.00000000,2879604.66550000,1857
1663239600000,2022-09-15 11:00:00,USDC/USDT,0.99980000,1.00000000,0.99980000,1.00000000,13148222.00000000,13147054.90450000,5069
1663236000000,2022-09-15 10:00:00,USDC/USDT,0.99990000,0.99990000,0.99980000,0.99990000,10658055.00000000,10656541.90530000,5392
1663232400000,2022-09-15 09:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,0.99990000,53970287.00000000,53967478.94120000,7517
1663228800000,2022-09-15 08:00:00,USDC/USDT,0.99990000,1.00020000,0.99970000,0.99990000,85051087.00000000,85047701.38840000,8813
1663225200000,2022-09-15 07:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99980000,28632929.00000000,28626968.29370000,7511
1663221600000,2022-09-15 06:00:00,USDC/USDT,0.99980000,0.99980000,0.99960000,0.99970000,21535638.00000000,21529248.68250000,8402
1663218000000,2022-09-15 05:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99980000,18031368.00000000,18026926.51230000,2195
1663214400000,2022-09-15 04:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99980000,34508333.00000000,34501195.25890000,2815
1663210800000,2022-09-15 03:00:00,USDC/USDT,0.99990000,0.99990000,0.99970000,0.99980000,19792519.00000000,19788962.95830000,3073
1663207200000,2022-09-15 02:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99990000,29893255.00000000,29887457.53260000,2129
1663203600000,2022-09-15 01:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,0.99980000,31234779.00000000,31232853.98240000,4948
1663200000000,2022-09-15 00:00:00,USDC/USDT,0.99980000,1.00010000,0.99980000,0.99990000,33539941.00000000,33537828.15540000,5096
1663196400000,2022-09-14 23:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99980000,6052103.00000000,6051246.09360000,1465
1663192800000,2022-09-14 22:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99980000,2389000.00000000,2388607.63390000,1603
1663189200000,2022-09-14 21:00:00,USDC/USDT,0.99990000,1.00000000,0.99980000,0.99980000,4550492.00000000,4550056.80840000,1877
1663185600000,2022-09-14 20:00:00,USDC/USDT,0.99990000,1.00000000,0.99990000,0.99990000,1687206.00000000,1687121.32290000,1085
1663182000000,2022-09-14 19:00:00,USDC/USDT,1.00000000,1.00000000,0.99980000,0.99990000,12972442.00000000,12971230.10880000,4005
1663178400000,2022-09-14 18:00:00,USDC/USDT,1.00000000,1.00000000,0.99990000,0.99990000,6930528.00000000,6930206.84950000,2349
1663174800000,2022-09-14 17:00:00,USDC/USDT,1.00000000,1.00000000,0.99990000,1.00000000,4989600.00000000,4989284.86220000,1330
1663171200000,2022-09-14 16:00:00,USDC/USDT,0.99990000,1.00000000,0.99990000,0.99990000,7954737.00000000,7954198.64270000,1650
1663167600000,2022-09-14 15:00:00,USDC/USDT,0.99990000,1.00000000,0.99990000,1.00000000,7527706.00000000,7527374.66170000,1378
1663164000000,2022-09-14 14:00:00,USDC/USDT,1.00000000,1.00000000,0.99990000,1.00000000,3371502.00000000,3371338.66860000,1891
1663160400000,2022-09-14 13:00:00,USDC/USDT,1.00000000,1.00000000,0.99990000,0.99990000,11890760.00000000,11890170.59450000,1609
1663156800000,2022-09-14 12:00:00,USDC/USDT,1.00000000,1.00000000,0.99990000,1.00000000,3864456.00000000,3864298.27920000,2161
1663153200000,2022-09-14 11:00:00,USDC/USDT,0.99990000,1.00000000,0.99990000,1.00000000,2877780.00000000,2877669.00460000,1224
1663149600000,2022-09-14 10:00:00,USDC/USDT,1.00000000,1.00010000,0.99990000,1.00000000,15104094.00000000,15103781.26600000,2695
1663146000000,2022-09-14 09:00:00,USDC/USDT,1.00010000,1.00010000,0.99990000,1.00010000,14326798.00000000,14326842.87030000,2256
1663142400000,2022-09-14 08:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00000000,6100511.00000000,6100617.88270000,1784
1663138800000,2022-09-14 07:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00000000,5394906.00000000,5395009.93080000,1830
1663135200000,2022-09-14 06:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00000000,2701021.00000000,2701043.98270000,1103
1663131600000,2022-09-14 05:00:00,USDC/USDT,1.00010000,1.00010000,1.00000000,1.00000000,3348047.00000000,3348155.07520000,740
1663128000000,2022-09-14 04:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00010000,3415986.00000000,3416183.73900000,788
1663124400000,2022-09-14 03:00:00,USDC/USDT,1.00010000,1.00020000,1.00000000,1.00000000,4683233.00000000,4683446.65830000,957
1663120800000,2022-09-14 02:00:00,USDC/USDT,1.00000000,1.00020000,1.00000000,1.00010000,14897402.00000000,14898720.63050000,1896
1663117200000,2022-09-14 01:00:00,USDC/USDT,1.00000000,1.00010000,1.00000000,1.00000000,3004837.00000000,3004891.51050000,805
1663113600000,2022-09-14 00:00:00,USDC/USDT,1.00000000,1.00010000,0.99990000,1.00000000,16845183.00000000,16845186.00380000,2352
1663110000000,2022-09-13 23:00:00,USDC/USDT,1.00000000,1.00000000,0.99990000,1.00000000,9786233.00000000,9785472.51720000,2843
1663106400000,2022-09-13 22:00:00,USDC/USDT,1.00000000,1.00000000,0.99990000,0.99990000,4811021.00000000,4810639.75690000,1742
1663102800000,2022-09-13 21:00:00,USDC/USDT,0.99990000,1.00000000,0.99990000,1.00000000,3411421.00000000,3411239.90040000,1313
1663099200000,2022-09-13 20:00:00,USDC/USDT,0.99990000,1.00000000,0.99990000,0.99990000,8304308.00000000,8304138.20540000,1431
1663095600000,2022-09-13 19:00:00,USDC/USDT,0.99990000,1.00000000,0.99990000,0.99990000,4920616.00000000,4920459.36540000,1862
1663092000000,2022-09-13 18:00:00,USDC/USDT,1.00000000,1.00000000,0.99990000,0.99990000,3838098.00000000,3837890.10160000,2208
1663088400000,2022-09-13 17:00:00,USDC/USDT,0.99990000,1.00000000,0.99990000,1.00000000,3548269.00000000,3548127.02540000,1488
1663084800000,2022-09-13 16:00:00,USDC/USDT,0.99990000,1.00000000,0.99990000,1.00000000,8562496.00000000,8562293.18020000,2019
1663081200000,2022-09-13 15:00:00,USDC/USDT,0.99990000,1.00000000,0.99990000,0.99990000,5628858.00000000,5628533.39590000,2495
1663077600000,2022-09-13 14:00:00,USDC/USDT,0.99990000,1.00010000,0.99980000,0.99990000,70248018.00000000,70242328.26710000,5508
1663074000000,2022-09-13 13:00:00,USDC/USDT,0.99980000,1.00000000,0.99970000,0.99990000,31116614.00000000,31111992.25640000,11115
1663070400000,2022-09-13 12:00:00,USDC/USDT,0.99970000,0.99980000,0.99960000,0.99980000,34552113.00000000,34541802.27520000,8115
1663066800000,2022-09-13 11:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99980000,11824260.00000000,11821162.87360000,1820
1663063200000,2022-09-13 10:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99980000,2204747.00000000,2204219.95150000,1008
1663059600000,2022-09-13 09:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99970000,3953438.00000000,3952494.11000000,1234
1663056000000,2022-09-13 08:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99980000,6091287.00000000,6089889.32480000,2442
1663052400000,2022-09-13 07:00:00,USDC/USDT,0.99990000,0.99990000,0.99980000,0.99980000,5772657.00000000,5771596.95330000,2657
1663048800000,2022-09-13 06:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99980000,4667844.00000000,4666982.76760000,2324
1663045200000,2022-09-13 05:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99980000,2236600.00000000,2236190.92240000,1565
1663041600000,2022-09-13 04:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99980000,3186029.00000000,3185626.20080000,1544
1663038000000,2022-09-13 03:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99990000,3914897.00000000,3914197.72590000,1848
1663034400000,2022-09-13 02:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99990000,19438252.00000000,19434380.18080000,3668
1663030800000,2022-09-13 01:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99980000,3738726.00000000,3737897.33830000,1718
1663027200000,2022-09-13 00:00:00,USDC/USDT,0.99990000,0.99990000,0.99970000,0.99970000,10568755.00000000,10566656.09610000,3145
1663023600000,2022-09-12 23:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99980000,2882938.00000000,2882417.89680000,1523
1663020000000,2022-09-12 22:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99980000,1864732.00000000,1864472.11630000,1371
1663016400000,2022-09-12 21:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99980000,3503473.00000000,3502995.74200000,2005
1663012800000,2022-09-12 20:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99980000,2475893.00000000,2475522.26440000,1729
1663009200000,2022-09-12 19:00:00,USDC/USDT,0.99990000,0.99990000,0.99980000,0.99980000,2642366.00000000,2641955.81110000,1839
1663005600000,2022-09-12 18:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99980000,1556338.00000000,1556069.47520000,1256
1663002000000,2022-09-12 17:00:00,USDC/USDT,0.99990000,1.00000000,0.99980000,0.99980000,14144148.00000000,14142654.59060000,3470
1662998400000,2022-09-12 16:00:00,USDC/USDT,0.99990000,1.00000000,0.99980000,0.99980000,35238886.00000000,35235212.49910000,5326
1662994800000,2022-09-12 15:00:00,USDC/USDT,0.99980000,1.00000000,0.99980000,0.99990000,27918587.00000000,27915273.72210000,3827
1662991200000,2022-09-12 14:00:00,USDC/USDT,0.99990000,0.99990000,0.99980000,0.99980000,5080061.00000000,5079148.73580000,3615
1662987600000,2022-09-12 13:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99990000,5683252.00000000,5682498.85360000,2257
1662984000000,2022-09-12 12:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99980000,5303171.00000000,5302258.60450000,1872
1662980400000,2022-09-12 11:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99980000,10569718.00000000,10567947.35300000,3574
1662976800000,2022-09-12 10:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99970000,17498812.00000000,17495306.79050000,3795
1662973200000,2022-09-12 09:00:00,USDC/USDT,0.99970000,0.99990000,0.99970000,0.99980000,27212013.00000000,27206452.73690000,2876
1662969600000,2022-09-12 08:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99970000,4291642.00000000,4290497.34490000,2097
1662966000000,2022-09-12 07:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99980000,9436041.00000000,9434060.83500000,1767
1662962400000,2022-09-12 06:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99970000,3170623.00000000,3169799.51720000,1213
1662958800000,2022-09-12 05:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99970000,2063913.00000000,2063362.47660000,833
1662955200000,2022-09-12 04:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99970000,1564226.00000000,1563819.43710000,715
1662951600000,2022-09-12 03:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99970000,4039324.00000000,4038367.40370000,1701
1662948000000,2022-09-12 02:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99970000,2683842.00000000,2683191.72880000,1279
1662944400000,2022-09-12 01:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99970000,2383639.00000000,2383042.86100000,1660
1662940800000,2022-09-12 00:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99970000,1695104.00000000,1694624.28960000,2031
1662937200000,2022-09-11 23:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99970000,908656.00000000,908419.86410000,913
1662933600000,2022-09-11 22:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99980000,1954713.00000000,1954151.41350000,695
1662930000000,2022-09-11 21:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99970000,26099224.00000000,26093898.89690000,2410
1662926400000,2022-09-11 20:00:00,USDC/USDT,0.99970000,0.99980000,0.99960000,0.99980000,18013140.00000000,18007767.66290000,1474
1662922800000,2022-09-11 19:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99970000,1482297.00000000,1481914.83320000,1204
1662919200000,2022-09-11 18:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99970000,1423678.00000000,1423276.76910000,1298
1662915600000,2022-09-11 17:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99980000,1424793.00000000,1424394.60800000,1653
1662912000000,2022-09-11 16:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99970000,1601965.00000000,1601511.29470000,1096
1662908400000,2022-09-11 15:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99970000,2277113.00000000,2276570.60510000,1078
1662904800000,2022-09-11 14:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99980000,3138150.00000000,3137246.05250000,846
1662901200000,2022-09-11 13:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99970000,3586624.00000000,3585837.05010000,969
1662897600000,2022-09-11 12:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99970000,20568467.00000000,20564335.74420000,4935
1662894000000,2022-09-11 11:00:00,USDC/USDT,0.99970000,0.99990000,0.99970000,0.99980000,18118354.00000000,18114676.21800000,4698
1662890400000,2022-09-11 10:00:00,USDC/USDT,0.99970000,0.99990000,0.99970000,0.99970000,18006280.00000000,18002486.92130000,3092
1662886800000,2022-09-11 09:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99970000,1213692.00000000,1213353.29560000,1258
1662883200000,2022-09-11 08:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99980000,943734.00000000,943472.89240000,1114
1662879600000,2022-09-11 07:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99980000,1419840.00000000,1419470.01060000,1672
1662876000000,2022-09-11 06:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99970000,4634947.00000000,4633580.80350000,1971
1662872400000,2022-09-11 05:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99970000,2704434.00000000,2703807.59770000,1096
1662868800000,2022-09-11 04:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99970000,2749063.00000000,2748294.54130000,1487
1662865200000,2022-09-11 03:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99970000,737973.00000000,737770.73470000,1077
1662861600000,2022-09-11 02:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99970000,3281123.00000000,3280387.60540000,1460
1662858000000,2022-09-11 01:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99970000,888974.00000000,888730.51220000,817
1662854400000,2022-09-11 00:00:00,USDC/USDT,0.99970000,0.99980000,0.99970000,0.99980000,826458.00000000,826241.71920000,924
1662850800000,2022-09-10 23:00:00,USDC/USDT,0.99980000,0.99980000,0.99970000,0.99970000,1016433.00000000,1016162.46290000,940
1662847200000,2022-09-10 22:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99970000,9486019.00000000,9484073.34230000,2253
1662843600000,2022-09-10 21:00:00,USDC/USDT,0.99980000,0.99990000,0.99970000,0.99990000,7047578.00000000,7046211.13750000,2589
1662840000000,2022-09-10 20:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99980000,2252562.00000000,2252132.54690000,2975
1662836400000,2022-09-10 19:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99980000,1867637.00000000,1867285.59480000,2510
1662832800000,2022-09-10 18:00:00,USDC/USDT,0.99980000,0.99990000,0.99980000,0.99990000,2548277.00000000,2547923.18530000,2205
