https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUSHI,Volume USDT
1663545600000.0,2022-09-19 00:00:00,SUSHI/USDT,1.0281,1.0333,1.0273,1.0304,234.49708850931677,241.6258
1663459200000.0,2022-09-18 00:00:00,SUSHI/USDT,1.1804,1.1806,0.9829,1.0281,32439.300846221187,33350.8452
1663372800000.0,2022-09-17 00:00:00,SUSHI/USDT,1.1333,1.1826,1.1213,1.1804,16965.82137411047,20026.45555
1663286400000.0,2022-09-16 00:00:00,SUSHI/USDT,1.1145,1.145,1.0942,1.1333,9522.03944233654,10791.3273
1663200000000.0,2022-09-15 00:00:00,SUSHI/USDT,1.1892,1.1905,1.1063,1.1145,9667.143696724988,10774.03165
1663113600000.0,2022-09-14 00:00:00,SUSHI/USDT,1.1694,1.2062,1.1556,1.1892,14754.279809956273,17545.78955
1663027200000.0,2022-09-13 00:00:00,SUSHI/USDT,1.2684,1.2809,1.169,1.1694,43732.090003420555,51140.30605
1662940800000.0,2022-09-12 00:00:00,SUSHI/USDT,1.3037,1.3493,1.2486,1.2684,31783.617234310943,40314.3401
1662854400000.0,2022-09-11 00:00:00,SUSHI/USDT,1.3345,1.3664,1.2762,1.3037,36627.35192145432,47751.0787
1662768000000.0,2022-09-10 00:00:00,SUSHI/USDT,1.3264,1.3757,1.2898,1.3345,45149.49363057325,60251.99925
1662681600000.0,2022-09-09 00:00:00,SUSHI/USDT,1.3284,1.3613,1.293,1.3264,80404.19243817854,106648.12085
1662595200000.0,2022-09-08 00:00:00,SUSHI/USDT,1.2537,1.3394,1.1875,1.3282,73754.68615419364,97960.97415
1662508800000.0,2022-09-07 00:00:00,SUSHI/USDT,1.1462,1.2679,1.0857,1.2537,41477.195062614664,51999.95945
1662422400000.0,2022-09-06 00:00:00,SUSHI/USDT,1.2371,1.2662,1.1293,1.1462,34266.654336067004,39276.4392
1662336000000.0,2022-09-05 00:00:00,SUSHI/USDT,1.1566,1.243,1.12,1.2371,109098.7211219788,134966.0279
1662249600000.0,2022-09-04 00:00:00,SUSHI/USDT,1.132,1.1656,1.1107,1.1566,77642.76072107902,89801.61705
1662163200000.0,2022-09-03 00:00:00,SUSHI/USDT,1.1137,1.1404,1.0821,1.132,69502.58136042402,78676.9221
1662076800000.0,2022-09-02 00:00:00,SUSHI/USDT,1.0599,1.1468,1.0456,1.1137,23414.07874652061,26076.2595
1661990400000.0,2022-09-01 00:00:00,SUSHI/USDT,1.0351,1.065,1.0059,1.0599,15583.449617888478,16516.89825
1661904000000.0,2022-08-31 00:00:00,SUSHI/USDT,1.051,1.0956,1.0325,1.0351,90512.60965124144,93689.60225
1661817600000.0,2022-08-30 00:00:00,SUSHI/USDT,1.1026,1.1118,1.0223,1.051,267853.5526641294,281514.08385
1661731200000.0,2022-08-29 00:00:00,SUSHI/USDT,1.0034,1.1091,0.9947,1.1026,141206.7467803374,155694.559
1661644800000.0,2022-08-28 00:00:00,SUSHI/USDT,1.0635,1.0725,1.0,1.0034,47217.84412995814,47378.3848
1661558400000.0,2022-08-27 00:00:00,SUSHI/USDT,1.0676,1.0837,1.0442,1.0625,44316.93731764706,47086.7459
1661472000000.0,2022-08-26 00:00:00,SUSHI/USDT,1.2019,1.2101,1.0527,1.0676,67927.76742225552,72519.6845
1661385600000.0,2022-08-25 00:00:00,SUSHI/USDT,1.1991,1.262,1.1814,1.2019,318376.506406523,382656.72305
1661299200000.0,2022-08-24 00:00:00,SUSHI/USDT,1.2137,1.2334,1.176,1.1991,39626.25969477108,47515.848
1661212800000.0,2022-08-23 00:00:00,SUSHI/USDT,1.1893,1.2243,1.1505,1.2137,55322.37060229051,67144.7612
1661126400000.0,2022-08-22 00:00:00,SUSHI/USDT,1.1994,1.204,1.132,1.1893,54045.04511056924,64275.77215
1661040000000.0,2022-08-21 00:00:00,SUSHI/USDT,1.1694,1.2178,1.1634,1.1994,69553.58996164749,83422.5758
1660953600000.0,2022-08-20 00:00:00,SUSHI/USDT,1.1823,1.2215,1.1329,1.1694,101252.3899435608,118404.5448
1660867200000.0,2022-08-19 00:00:00,SUSHI/USDT,1.3037,1.308,1.1675,1.1823,188375.45060475345,222716.29525
1660780800000.0,2022-08-18 00:00:00,SUSHI/USDT,1.3732,1.4033,1.293,1.3037,53103.48377694254,69231.0118
1660694400000.0,2022-08-17 00:00:00,SUSHI/USDT,1.4166,1.4769,1.3584,1.3732,73322.4049665016,100686.3265
1660608000000.0,2022-08-16 00:00:00,SUSHI/USDT,1.4461,1.4616,1.4054,1.4166,40400.97359875759,57232.0192
1660521600000.0,2022-08-15 00:00:00,SUSHI/USDT,1.4851,1.5437,1.4189,1.4461,79123.6428324459,114420.6999
1660435200000.0,2022-08-14 00:00:00,SUSHI/USDT,1.5345,1.6072,1.4662,1.4851,109620.1554777456,162796.8929
1660348800000.0,2022-08-13 00:00:00,SUSHI/USDT,1.5665,1.594,1.5259,1.5345,62538.288237210814,95965.0033
1660262400000.0,2022-08-12 00:00:00,SUSHI/USDT,1.5341,1.5792,1.4998,1.5665,40813.778646664534,63934.78425
1660176000000.0,2022-08-11 00:00:00,SUSHI/USDT,1.5835,1.6176,1.5223,1.5341,545155.0216087608,836322.31865
1660089600000.0,2022-08-10 00:00:00,SUSHI/USDT,1.4257,1.6034,1.386,1.5835,181869.93678560152,287991.0449
1660003200000.0,2022-08-09 00:00:00,SUSHI/USDT,1.5637,1.577,1.4235,1.4257,88764.34502349724,126551.3267
1659916800000.0,2022-08-08 00:00:00,SUSHI/USDT,1.5049,1.6202,1.5029,1.5638,52393.79035042844,81933.40935
1659830400000.0,2022-08-07 00:00:00,SUSHI/USDT,1.5041,1.5376,1.472,1.5049,23209.678184596985,34928.2447
1659744000000.0,2022-08-06 00:00:00,SUSHI/USDT,1.5159,1.5605,1.4898,1.5041,46874.06951000598,70503.28795
1659657600000.0,2022-08-05 00:00:00,SUSHI/USDT,1.4642,1.5431,1.4567,1.5159,488882.86199617386,741097.5305
1659571200000.0,2022-08-04 00:00:00,SUSHI/USDT,1.4312,1.5216,1.4118,1.4642,78098.82673132086,114352.3021
1659484800000.0,2022-08-03 00:00:00,SUSHI/USDT,1.3591,1.497,1.319,1.4312,109662.4850824483,156948.94865
1659398400000.0,2022-08-02 00:00:00,SUSHI/USDT,1.4243,1.4388,1.3284,1.3591,50724.91100728424,68940.22655
1659312000000.0,2022-08-01 00:00:00,SUSHI/USDT,1.4466,1.4953,1.3939,1.4243,62632.647756792816,89207.6802
1659225600000.0,2022-07-31 00:00:00,SUSHI/USDT,1.4916,1.5836,1.4215,1.4466,136037.0541269183,196791.2025
1659139200000.0,2022-07-30 00:00:00,SUSHI/USDT,1.4944,1.5812,1.4574,1.4916,134846.4546460177,201136.97175
1659052800000.0,2022-07-29 00:00:00,SUSHI/USDT,1.5701,1.5886,1.4518,1.4944,123988.63885171307,185288.6219
1658966400000.0,2022-07-28 00:00:00,SUSHI/USDT,1.3832,1.6661,1.3529,1.5701,192232.9606394497,301824.9715
1658880000000.0,2022-07-27 00:00:00,SUSHI/USDT,1.2759,1.3906,1.248,1.3832,133602.50961538462,184798.9913
1658793600000.0,2022-07-26 00:00:00,SUSHI/USDT,1.3607,1.3805,1.2171,1.2759,188831.24508190298,240929.7856
1658707200000.0,2022-07-25 00:00:00,SUSHI/USDT,1.3524,1.44,1.2643,1.3607,227249.08021606528,309217.82345
1658620800000.0,2022-07-24 00:00:00,SUSHI/USDT,1.3433,1.3871,1.3216,1.3524,62541.3375480627,84580.9049
1658534400000.0,2022-07-23 00:00:00,SUSHI/USDT,1.3256,1.386,1.2893,1.3433,212802.04191170997,285856.9829
1658448000000.0,2022-07-22 00:00:00,SUSHI/USDT,1.4163,1.4562,1.3077,1.3256,200034.14932860594,265165.26835
1658361600000.0,2022-07-21 00:00:00,SUSHI/USDT,1.323,1.4373,1.2791,1.4163,202367.0076961096,286612.393
1658275200000.0,2022-07-20 00:00:00,SUSHI/USDT,1.4176,1.4685,1.3037,1.323,153016.6226001512,202440.9917
1658188800000.0,2022-07-19 00:00:00,SUSHI/USDT,1.5066,1.5218,1.3941,1.4176,494640.37944413093,701202.2019
1658102400000.0,2022-07-18 00:00:00,SUSHI/USDT,1.4019,1.5892,1.3991,1.5066,145365.29101951414,219007.34745
1658016000000.0,2022-07-17 00:00:00,SUSHI/USDT,1.4541,1.4802,1.3492,1.4019,86397.71930950854,121120.9627
1657929600000.0,2022-07-16 00:00:00,SUSHI/USDT,1.4009,1.4689,1.345,1.4541,170296.73378722236,247628.4806
1657843200000.0,2022-07-15 00:00:00,SUSHI/USDT,1.3909,1.4377,1.3555,1.4016,139177.3526327055,195070.97745
1657756800000.0,2022-07-14 00:00:00,SUSHI/USDT,1.2393,1.4069,1.2032,1.3909,230942.8742181321,321218.44375
1657670400000.0,2022-07-13 00:00:00,SUSHI/USDT,1.1201,1.2425,1.0962,1.2393,164952.70943274428,204425.8928
1657584000000.0,2022-07-12 00:00:00,SUSHI/USDT,1.1475,1.1748,1.1054,1.1201,135938.3024283546,152264.49255
1657497600000.0,2022-07-11 00:00:00,SUSHI/USDT,1.3175,1.3192,1.1291,1.1475,185177.80906318082,212491.5359
1657411200000.0,2022-07-10 00:00:00,SUSHI/USDT,1.2405,1.3214,1.2044,1.3175,379360.39491461107,499807.3203
1657324800000.0,2022-07-09 00:00:00,SUSHI/USDT,1.1598,1.2552,1.1577,1.2405,165981.93349455867,205900.5885
1657238400000.0,2022-07-08 00:00:00,SUSHI/USDT,1.1824,1.2287,1.1391,1.1598,162477.15545783757,188441.0049
1657152000000.0,2022-07-07 00:00:00,SUSHI/USDT,1.1467,1.2137,1.14,1.1824,281802.4123393099,333203.17235
1657065600000.0,2022-07-06 00:00:00,SUSHI/USDT,1.0885,1.1632,1.0762,1.1467,237174.87804133596,271968.43265
1656979200000.0,2022-07-05 00:00:00,SUSHI/USDT,1.092,1.1265,1.0218,1.0885,146631.39586587047,159608.2744
1656892800000.0,2022-07-04 00:00:00,SUSHI/USDT,1.0194,1.0975,0.9901,1.092,240774.79349816847,262926.0745
1656806400000.0,2022-07-03 00:00:00,SUSHI/USDT,0.9795,1.0353,0.9423,1.0194,404433.81288012554,412279.82885
1656720000000.0,2022-07-02 00:00:00,SUSHI/USDT,0.9786,0.9973,0.9454,0.9795,286985.75936702394,281102.5513
1656633600000.0,2022-07-01 00:00:00,SUSHI/USDT,0.9877,1.0436,0.95,0.9786,297346.4397097895,290983.2259
1656547200000.0,2022-06-30 00:00:00,SUSHI/USDT,1.0512,1.058,0.9255,0.9877,251502.39318619014,248408.91375
1656460800000.0,2022-06-29 00:00:00,SUSHI/USDT,1.083,1.1134,1.0314,1.0512,287316.933694825,302027.5607
1656374400000.0,2022-06-28 00:00:00,SUSHI/USDT,1.147,1.1908,1.0774,1.0831,136656.86986427847,148013.05575
1656288000000.0,2022-06-27 00:00:00,SUSHI/USDT,1.1474,1.2138,1.1257,1.147,128177.01495204882,147019.03615
1656201600000.0,2022-06-26 00:00:00,SUSHI/USDT,1.2502,1.2837,1.1362,1.1474,162865.51189646157,186871.88835
1656115200000.0,2022-06-25 00:00:00,SUSHI/USDT,1.2855,1.3129,1.1978,1.2502,149201.0119180931,186531.1051
1656028800000.0,2022-06-24 00:00:00,SUSHI/USDT,1.2481,1.3369,1.231,1.2855,123015.02279268765,158135.8118
1655942400000.0,2022-06-23 00:00:00,SUSHI/USDT,1.1871,1.2912,1.177,1.2481,126639.58809390273,158058.8699
