https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VET,Volume USDT
1658102400,2022-07-18 00:00:00,VET/USDT,0.0232035,0.024964,0.0231149,0.0247429,77547440.65307963,1880691.608821601579825
1658016000,2022-07-17 00:00:00,VET/USDT,0.0237035,0.0241393,0.023135,0.0231881,41710880.32157285,983312.362870790205504
1657929600,2022-07-16 00:00:00,VET/USDT,0.0229644,0.0238478,0.022541,0.0237002,43469385.84123419,1010934.520354571048515
1657843200,2022-07-15 00:00:00,VET/USDT,0.0228167,0.023471,0.0225375,0.0229674,60789970.97006887,1400366.46061070761594
1657756800,2022-07-14 00:00:00,VET/USDT,0.0222609,0.023009,0.0215165,0.0227995,67742228.6159974,1506287.002190558609729
1657670400,2022-07-13 00:00:00,VET/USDT,0.0214761,0.022344,0.0207152,0.022271,90191137.65076954,1944791.322963656028529
1657584000,2022-07-12 00:00:00,VET/USDT,0.0220164,0.0222817,0.021389,0.0214761,60312523.89380315,1322201.626392343505135
1657497600,2022-07-11 00:00:00,VET/USDT,0.0233818,0.023396,0.02193,0.0219992,52868317.44980382,1202023.895183611599926
1657411200,2022-07-10 00:00:00,VET/USDT,0.024078,0.0242327,0.023237,0.0233776,56260618.98716552,1330654.772840068062583
1657324800,2022-07-09 00:00:00,VET/USDT,0.0237438,0.0245137,0.0237345,0.0240714,45593918.8833596,1102194.096011168222757
1657238400,2022-07-08 00:00:00,VET/USDT,0.0240795,0.024778,0.023537,0.023768,75573688.06999234,1823127.17126944145137
1657152000,2022-07-07 00:00:00,VET/USDT,0.0235576,0.0243792,0.0231,0.0240664,73168287.74135043,1746268.80153331506337
1657065600,2022-07-06 00:00:00,VET/USDT,0.0227168,0.0238815,0.022245,0.023554,76005534.21083427,1763612.397278255024872
1656979200,2022-07-05 00:00:00,VET/USDT,0.0233107,0.0235101,0.02196,0.0226962,75171644.93517054,1710409.567156741554679
1656892800,2022-07-04 00:00:00,VET/USDT,0.0225783,0.0234147,0.0219461,0.0232977,74958807.99968956,1705057.768475838165412
1656806400,2022-07-03 00:00:00,VET/USDT,0.0223434,0.0228339,0.021799,0.022574,63734105.4587389,1418204.330732966149137
1656720000,2022-07-02 00:00:00,VET/USDT,0.0222562,0.0226251,0.021822,0.0223434,68917060.02676342,1532203.868341160581121
1656633600,2022-07-01 00:00:00,VET/USDT,0.0227715,0.0232299,0.0217656,0.0222511,131194494.8579377,2945529.80049167453545
1656547200,2022-06-30 00:00:00,VET/USDT,0.022762,0.022927,0.021224,0.0226556,92797165.97498854,2037648.051496008250347
1656460800,2022-06-29 00:00:00,VET/USDT,0.0234313,0.02377,0.02238,0.022761,107506018.41428768,2479292.809686035565559
1656374400,2022-06-28 00:00:00,VET/USDT,0.0245895,0.0253744,0.023308,0.023414,101217750.80825316,2478178.006662792237186
1656288000,2022-06-27 00:00:00,VET/USDT,0.0242643,0.025483,0.0241361,0.0245452,112460810.84414799,2789362.076047768543135
1656201600,2022-06-26 00:00:00,VET/USDT,0.0262014,0.0267187,0.0242,0.0242643,129741004.89058999,3309759.197367668377815
1656115200,2022-06-25 00:00:00,VET/USDT,0.0254129,0.0264301,0.024504,0.0261952,134640310.24902866,3429712.602213233292866
1656028800,2022-06-24 00:00:00,VET/USDT,0.0241712,0.0259541,0.0239264,0.0253998,136645032.41367967,3397874.20752624873443
1655942400,2022-06-23 00:00:00,VET/USDT,0.0227496,0.0242768,0.022649,0.0241716,80495471.22697469,1894917.02037628907391
1655856000,2022-06-22 00:00:00,VET/USDT,0.0236961,0.0237732,0.0225475,0.0226991,122765703.68987401,2837141.659583809181214
1655769600,2022-06-21 00:00:00,VET/USDT,0.0235503,0.025172,0.023059,0.0236901,148948519.68837446,3580246.892591235680173
1655683200,2022-06-20 00:00:00,VET/USDT,0.0230772,0.0238476,0.02194,0.0235479,139591446.1432008,3217403.755264157120438
1655596800,2022-06-19 00:00:00,VET/USDT,0.0216633,0.023298,0.020731,0.0230686,172173607.14747582,3799787.084308879678979
1655510400,2022-06-18 00:00:00,VET/USDT,0.0233417,0.0236915,0.020019,0.0216655,205822340.1367569,4455491.852007218077287
1655424000,2022-06-17 00:00:00,VET/USDT,0.0226738,0.023938,0.022494,0.0233376,112951350.13088868,2631566.000078485780626
1655337600,2022-06-16 00:00:00,VET/USDT,0.0255693,0.0258926,0.022195,0.022666,212336388.42772926,5007247.152745957197354
1655251200,2022-06-15 00:00:00,VET/USDT,0.0239196,0.0255994,0.021459,0.0255693,235555656.64301992,5464637.455064918449729
1655164800,2022-06-14 00:00:00,VET/USDT,0.0238409,0.024854,0.0219283,0.02392,201075923.04260901,4760494.46069765337614
1655078400,2022-06-13 00:00:00,VET/USDT,0.0256913,0.0262361,0.0222382,0.0238453,284502526.01843996,6775768.334467321447051
1654992000,2022-06-12 00:00:00,VET/USDT,0.0276436,0.0280016,0.025655,0.0256811,113614978.45922853,3030569.918980304206878
1654905600,2022-06-11 00:00:00,VET/USDT,0.029479,0.0301887,0.0270832,0.0276176,82452295.42442351,2351585.464881436058402
1654819200,2022-06-10 00:00:00,VET/USDT,0.0318712,0.032365,0.0291671,0.0294782,114668555.49289423,3508087.40286740238116
1654732800,2022-06-09 00:00:00,VET/USDT,0.0302597,0.0332248,0.0298706,0.0318447,135093352.33528827,4309398.998259244049263
1654646400,2022-06-08 00:00:00,VET/USDT,0.0306752,0.0312802,0.0300101,0.0302897,56172823.3576171,1719611.775487347770236
1654560000,2022-06-07 00:00:00,VET/USDT,0.031747,0.031823,0.029546,0.0306668,74959268.9478859,2283213.976231086408893
1654473600,2022-06-06 00:00:00,VET/USDT,0.0304253,0.0327334,0.0303096,0.0317256,73424145.26905245,2333226.857908135900092
1654387200,2022-06-05 00:00:00,VET/USDT,0.0305327,0.030904,0.0300071,0.0304216,56686719.723262,1726993.256919834135642
1654300800,2022-06-04 00:00:00,VET/USDT,0.0301969,0.0309056,0.029563,0.0305302,58466912.20345923,1772442.251459479031439
1654214400,2022-06-03 00:00:00,VET/USDT,0.0314417,0.03175,0.0297782,0.0301926,66517504.82481855,2014760.799293053682832
1654128000,2022-06-02 00:00:00,VET/USDT,0.0305131,0.031711,0.030016,0.0314433,61313596.00998305,1892006.75658294583276
1654041600,2022-06-01 00:00:00,VET/USDT,0.0328543,0.0341686,0.0299008,0.0305074,131787437.92757987,4232146.71501741914473
1653955200,2022-05-31 00:00:00,VET/USDT,0.032934,0.0338214,0.0318015,0.0328336,106929401.96292674,3519420.640183569365957
1653868800,2022-05-30 00:00:00,VET/USDT,0.030166,0.0331,0.0300132,0.032932,81376996.77942575,2580565.410467470647499
1653782400,2022-05-29 00:00:00,VET/USDT,0.029727,0.030197,0.028957,0.0301565,41621311.85002475,1232322.990806519895144
1653696000,2022-05-28 00:00:00,VET/USDT,0.0290679,0.0301,0.0286159,0.029727,66229391.47673846,1951417.82694585016685
1653609600,2022-05-27 00:00:00,VET/USDT,0.0295085,0.0305278,0.0284214,0.0290679,117205832.05876274,3444815.927494918760968
1653523200,2022-05-26 00:00:00,VET/USDT,0.0313285,0.0321413,0.0280789,0.0294947,124368379.9659114,3730780.161159055759978
1653436800,2022-05-25 00:00:00,VET/USDT,0.0316598,0.032521,0.0303455,0.0313264,73463305.39691436,2303012.221867686433875
1653350400,2022-05-24 00:00:00,VET/USDT,0.0311938,0.032162,0.0296061,0.0316525,85201941.23629445,2655601.895517351455523
1653264000,2022-05-23 00:00:00,VET/USDT,0.031966,0.0349,0.03062,0.0311937,157574385.22586956,5198286.074926518558538
1653177600,2022-05-22 00:00:00,VET/USDT,0.0307991,0.032765,0.030572,0.0319956,84059644.37738499,2654821.517930257612851
1653091200,2022-05-21 00:00:00,VET/USDT,0.0300872,0.0311938,0.029586,0.0308129,71459773.37268923,2178573.269647927959442
1653004800,2022-05-20 00:00:00,VET/USDT,0.0314495,0.0320322,0.029372,0.0300685,65302732.11645418,2002627.657635418724178
1652918400,2022-05-19 00:00:00,VET/USDT,0.029196,0.0316371,0.028248,0.0314582,99718258.12683543,3001753.169837604743652
1652832000,2022-05-18 00:00:00,VET/USDT,0.0328584,0.033191,0.0289752,0.0291958,74812494.60366058,2297895.065371055735501
1652745600,2022-05-17 00:00:00,VET/USDT,0.03103,0.033304,0.03079,0.0328801,70732846.86235227,2268003.415556028535684
1652659200,2022-05-16 00:00:00,VET/USDT,0.0335044,0.0335044,0.0299374,0.0310214,101708733.57473004,3174661.212944979061167
1652572800,2022-05-15 00:00:00,VET/USDT,0.0317572,0.0336594,0.030383,0.0335116,81661298.54334989,2583436.008332978106067
1652486400,2022-05-14 00:00:00,VET/USDT,0.0305499,0.0326546,0.0285883,0.0317759,132785691.27231059,4056946.192777646268208
1652400000,2022-05-13 00:00:00,VET/USDT,0.0276562,0.034263,0.027223,0.0305648,181795822.23275826,5779915.895153381682758
1652313600,2022-05-12 00:00:00,VET/USDT,0.030415,0.0322,0.0239197,0.0276568,215870812.74060684,5908615.692332837725452
1652227200,2022-05-11 00:00:00,VET/USDT,0.0387659,0.0402,0.0278308,0.0304213,331472274.6626931,11334325.062785063903978
1652140800,2022-05-10 00:00:00,VET/USDT,0.0378801,0.043624,0.0366431,0.0387846,212505146.72072739,8501172.828209890353568
1652054400,2022-05-09 00:00:00,VET/USDT,0.0444854,0.045261,0.0376402,0.0378801,230086259.65446014,9471620.552398687410361
1651968000,2022-05-08 00:00:00,VET/USDT,0.04553,0.046084,0.04366,0.0444634,96346774.67683225,4327632.748671042087369
1651881600,2022-05-07 00:00:00,VET/USDT,0.0469941,0.04728,0.0443481,0.0455576,76175128.55979926,3522418.157917872903641
1651795200,2022-05-06 00:00:00,VET/USDT,0.0475643,0.0479729,0.045365,0.0470111,115212892.54094207,5389006.951276672163242
1651708800,2022-05-05 00:00:00,VET/USDT,0.0539615,0.0547529,0.045905,0.04756,138930565.43765427,6959019.313992208835866
1651622400,2022-05-04 00:00:00,VET/USDT,0.0467926,0.054,0.0465496,0.0539522,157266787.14521909,7976907.424716275269236
1651536000,2022-05-03 00:00:00,VET/USDT,0.0475298,0.0487768,0.045779,0.0468112,60708948.83334706,2871024.060742418414973
1651449600,2022-05-02 00:00:00,VET/USDT,0.0484957,0.0498916,0.045741,0.0475138,75640922.98963013,3595647.671199243417935
1651363200,2022-05-01 00:00:00,VET/USDT,0.0452986,0.0495191,0.0442305,0.0484876,131944652.45765462,6201993.821663395405475
1651276800,2022-04-30 00:00:00,VET/USDT,0.0484494,0.0496372,0.04444,0.0453114,126200722.10756587,5973222.905278098519553
1651190400,2022-04-29 00:00:00,VET/USDT,0.0515779,0.0519686,0.047481,0.048487,98995133.24868962,4917796.347215162193491
1651104000,2022-04-28 00:00:00,VET/USDT,0.0519706,0.0532639,0.0503728,0.0515691,71577114.22628571,3700171.921657300867083
1651017600,2022-04-27 00:00:00,VET/USDT,0.0511638,0.0529304,0.05045,0.0519893,76176239.21039417,3946023.980910458168814
1650931200,2022-04-26 00:00:00,VET/USDT,0.0563151,0.05688,0.0503393,0.0511591,119028858.75480558,6326862.2271725291984
1650844800,2022-04-25 00:00:00,VET/USDT,0.0559,0.057,0.0517315,0.0563,127918769.9352891,6914535.430514818307036
1650758400,2022-04-24 00:00:00,VET/USDT,0.0574183,0.05805,0.0553505,0.055941,58140451.10026363,3304956.04301487816275
1650672000,2022-04-23 00:00:00,VET/USDT,0.0578046,0.0589864,0.056789,0.0573957,49410021.49098688,2868393.264480123126853
1650585600,2022-04-22 00:00:00,VET/USDT,0.058694,0.0601528,0.057028,0.0578015,79367726.96923634,4643349.144794104796021
1650499200,2022-04-21 00:00:00,VET/USDT,0.0607426,0.06379,0.05735,0.0587222,130028134.57877124,7910220.332517984237541
1650412800,2022-04-20 00:00:00,VET/USDT,0.06161,0.0634152,0.0590564,0.0607576,119040723.70311769,7269911.029888749084894
1650326400,2022-04-19 00:00:00,VET/USDT,0.0595846,0.0618883,0.059,0.0616181,83974517.9094401,5082273.252815198065731
1650240000,2022-04-18 00:00:00,VET/USDT,0.057876,0.059645,0.0551,0.0595855,93085727.67672267,5317467.216949789720056
1650153600,2022-04-17 00:00:00,VET/USDT,0.0613317,0.061475,0.057648,0.0578761,68157234.44420356,4087169.892030011090362
1650067200,2022-04-16 00:00:00,VET/USDT,0.0615785,0.0626324,0.0600828,0.0612984,57633384.03581088,3532195.451539119478969
1649980800,2022-04-15 00:00:00,VET/USDT,0.0613598,0.0622457,0.06036,0.0615729,66711324.50963929,4094153.753161418017014
1649894400,2022-04-14 00:00:00,VET/USDT,0.0615365,0.0638945,0.059398,0.0613574,117118410.51840632,7248288.723148002318695
1649808000,2022-04-13 00:00:00,VET/USDT,0.0602556,0.062194,0.05864,0.0615424,114846332.11854595,6969455.700803409890101
1649721600,2022-04-12 00:00:00,VET/USDT,0.0576985,0.061976,0.0571956,0.0602333,124147323.45704574,7398682.407810426589594
1649635200,2022-04-11 00:00:00,VET/USDT,0.0648833,0.06564,0.0568402,0.0577273,184559873.09337423,11239282.82184871853249
1649548800,2022-04-10 00:00:00,VET/USDT,0.0671379,0.0684629,0.064639,0.0648829,94887115.04241725,6317111.069522679628165
1649462400,2022-04-09 00:00:00,VET/USDT,0.0647172,0.067398,0.064,0.0671003,95763486.62342663,6294779.874775608347945
1649376000,2022-04-08 00:00:00,VET/USDT,0.0702589,0.071996,0.0638918,0.0647642,147801311.47069585,10048083.202908259779827
1649289600,2022-04-07 00:00:00,VET/USDT,0.0657795,0.0708527,0.0648002,0.0703402,143803112.9779804,9877818.350957180251758
1649203200,2022-04-06 00:00:00,VET/USDT,0.0758468,0.076226,0.0651001,0.0658566,255383546.87974418,17887152.969309314837555
1649116800,2022-04-05 00:00:00,VET/USDT,0.0788959,0.0806978,0.0756046,0.0758097,136715726.35406146,10735928.183629023710883
1649030400,2022-04-04 00:00:00,VET/USDT,0.0825932,0.082812,0.0743771,0.0788893,150407258.10252353,11809880.876003627094686
1648944000,2022-04-03 00:00:00,VET/USDT,0.0771,0.0829415,0.0750053,0.0825768,138851796.62726982,10993784.952114120331947
1648857600,2022-04-02 00:00:00,VET/USDT,0.0811048,0.0837053,0.0765918,0.077115,186627669.36714794,15040444.235453716228361
1648771200,2022-04-01 00:00:00,VET/USDT,0.0779937,0.0830768,0.0745999,0.0811,274237130.61893471,21835614.636430186673529
1648684800,2022-03-31 00:00:00,VET/USDT,0.0852159,0.0893399,0.0761236,0.0780665,453444170.40797263,37615172.680050482862138
1648598400,2022-03-30 00:00:00,VET/USDT,0.0724265,0.0873,0.068592,0.085234,577247831.4328981,46722250.512809333682967
1648512000,2022-03-29 00:00:00,VET/USDT,0.0709102,0.0751917,0.0703,0.0724499,213321869.30392501,15580120.990578307913452
1648425600,2022-03-28 00:00:00,VET/USDT,0.0747275,0.0815,0.0698,0.070905,444167346.15135988,33745712.657091486863299
1648339200,2022-03-27 00:00:00,VET/USDT,0.0643654,0.08,0.063388,0.0747019,582274327.45638665,41844861.339392260781304
1648252800,2022-03-26 00:00:00,VET/USDT,0.0557,0.065626,0.05546,0.0643965,141455637.76337656,8543102.314616766531378
1648166400,2022-03-25 00:00:00,VET/USDT,0.0575732,0.0589768,0.055,0.0556132,117638218.44037591,6714559.491885392401502
1648080000,2022-03-24 00:00:00,VET/USDT,0.0560033,0.0584009,0.054975,0.0575883,117710189.07810791,6722234.292842031934215
1647993600,2022-03-23 00:00:00,VET/USDT,0.0532547,0.0561856,0.0526393,0.0559472,130218373.07767165,7138205.655940804361883
1647907200,2022-03-22 00:00:00,VET/USDT,0.0505939,0.0538814,0.0504048,0.0532433,81554309.09375793,4291715.640582550454526
1647820800,2022-03-21 00:00:00,VET/USDT,0.0499796,0.051921,0.048775,0.0505978,52306256.2889843,2641613.625577477558926
1647734400,2022-03-20 00:00:00,VET/USDT,0.0512901,0.052774,0.0488715,0.0499614,84251111.98223667,4275246.075676434010157
1647648000,2022-03-19 00:00:00,VET/USDT,0.0494929,0.0517495,0.0494929,0.0513101,73644579.52162408,3727653.625915932933865
1647561600,2022-03-18 00:00:00,VET/USDT,0.048334,0.0499,0.047076,0.0494683,49815349.02158219,2418136.689465910481502
1647475200,2022-03-17 00:00:00,VET/USDT,0.0483226,0.0497265,0.047648,0.0483539,45906158.07435054,2232368.730992652372135
1647388800,2022-03-16 00:00:00,VET/USDT,0.0458547,0.0486,0.0454815,0.0483239,81212300.98289647,3806438.311314871748507
1647302400,2022-03-15 00:00:00,VET/USDT,0.0458452,0.046623,0.0442405,0.045862,46138899.16505295,2101232.480369747547357
1647216000,2022-03-14 00:00:00,VET/USDT,0.0445261,0.046173,0.0443,0.0458214,46235464.20248363,2089525.350294472194576
1647129600,2022-03-13 00:00:00,VET/USDT,0.0462173,0.0471599,0.0440071,0.0444744,66863961.90684919,3072593.049571797217882
1647043200,2022-03-12 00:00:00,VET/USDT,0.0462338,0.0474576,0.0461347,0.0462653,49154280.5603014,2299049.7981503657691
1646956800,2022-03-11 00:00:00,VET/USDT,0.0469219,0.0485504,0.0453844,0.0462,69463113.49276337,3249530.53756511100709
1646870400,2022-03-10 00:00:00,VET/USDT,0.0484965,0.048786,0.045241,0.0469483,88974662.38902134,4152472.009139543834943
1646784000,2022-03-09 00:00:00,VET/USDT,0.0465758,0.0499577,0.0465,0.0484966,115558689.38228688,5627520.191253852732468
1646697600,2022-03-08 00:00:00,VET/USDT,0.0459779,0.047583,0.0454191,0.0466527,74280710.58821227,3458226.728930541039657
1646611200,2022-03-07 00:00:00,VET/USDT,0.0476996,0.048942,0.0447001,0.0459854,105176033.40276439,4928929.776645989911315
1646524800,2022-03-06 00:00:00,VET/USDT,0.0503721,0.050852,0.0472073,0.0477086,76625958.75837109,3761227.85564910357552
1646438400,2022-03-05 00:00:00,VET/USDT,0.0491099,0.0508087,0.047485,0.0503534,71287694.61387159,3520300.906909498673784
1646352000,2022-03-04 00:00:00,VET/USDT,0.0545814,0.055262,0.0481706,0.0491211,131214856.75290571,6717356.901934890229861
1646265600,2022-03-03 00:00:00,VET/USDT,0.0530105,0.0572722,0.0516257,0.0545995,205409171.9380703,11175985.063104125021488
1646179200,2022-03-02 00:00:00,VET/USDT,0.052946,0.05405,0.0512119,0.0529627,103999498.50578131,5479589.425736530224058
1646092800,2022-03-01 00:00:00,VET/USDT,0.0520828,0.0544941,0.0511696,0.0528438,120041368.11014324,6327468.365129671559584
1646006400,2022-02-28 00:00:00,VET/USDT,0.0455357,0.0521615,0.044317,0.0520828,96125892.6591416,4616046.557942614739576
1645920000,2022-02-27 00:00:00,VET/USDT,0.0482936,0.0491842,0.044492,0.0455178,81122188.29101543,3802144.656637801236934
1645833600,2022-02-26 00:00:00,VET/USDT,0.0475274,0.0493594,0.047207,0.0482704,71353999.50698728,3446606.592353556584831
1645747200,2022-02-25 00:00:00,VET/USDT,0.0446091,0.0481773,0.043509,0.0474806,71834998.02954513,3296060.013430812847827
1645660800,2022-02-24 00:00:00,VET/USDT,0.045477,0.045992,0.0390225,0.0445831,186158119.16073434,7835493.757899488760508
1645574400,2022-02-23 00:00:00,VET/USDT,0.0472992,0.050024,0.0453227,0.045396,89388211.93035397,4280717.639402876930635
1645488000,2022-02-22 00:00:00,VET/USDT,0.0451728,0.047354,0.0437171,0.0472681,94564817.58767321,4318992.140613762715026
1645401600,2022-02-21 00:00:00,VET/USDT,0.0492204,0.051626,0.044647,0.0452001,130803243.48795743,6336295.902125159316664
1645315200,2022-02-20 00:00:00,VET/USDT,0.0525294,0.0526574,0.048273,0.0492086,107875389.80759163,5404365.093132946335024
1645228800,2022-02-19 00:00:00,VET/USDT,0.0531641,0.0545565,0.0514249,0.0525191,75993635.76633645,4013396.45966395327089
