https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GLMR,Volume BTC
1663459200,2022-09-18 00:00:00,GLMR/BTC,0.00002559,0.00002612,0.00002542,0.00002555,3876.5134,0.100022430246
1663372800,2022-09-17 00:00:00,GLMR/BTC,0.00002481,0.0000266,0.00002463,0.00002559,21887.8137,0.565275160178
1663286400,2022-09-16 00:00:00,GLMR/BTC,0.00002472,0.00002506,0.00002422,0.00002461,5068.7647,0.125177611591
1663200000,2022-09-15 00:00:00,GLMR/BTC,0.00002555,0.00002556,0.00002456,0.00002461,4496.2115,0.112629001223
1663113600,2022-09-14 00:00:00,GLMR/BTC,0.00002566,0.00002789,0.00002459,0.00002557,20753.7346,0.531327836923
1663027200,2022-09-13 00:00:00,GLMR/BTC,0.00002536,0.00002605,0.00002448,0.00002579,16775.5078,0.420755400144
1662940800,2022-09-12 00:00:00,GLMR/BTC,0.00002729,0.00002815,0.00002535,0.00002537,15253.3536,0.406539647429
1662854400,2022-09-11 00:00:00,GLMR/BTC,0.00002607,0.00002821,0.00002566,0.00002737,35917.4926,0.970355181056
1662768000,2022-09-10 00:00:00,GLMR/BTC,0.00002632,0.00002837,0.00002535,0.00002603,29145.7436,0.790172306335
1662681600,2022-09-09 00:00:00,GLMR/BTC,0.0000258,0.00002935,0.00002428,0.00002619,24694.262,0.655829870731
1662595200,2022-09-08 00:00:00,GLMR/BTC,0.00002583,0.00002612,0.00002523,0.00002576,5547.4475,0.142862223317
1662508800,2022-09-07 00:00:00,GLMR/BTC,0.0000253,0.00002678,0.00002522,0.00002577,7060.9996,0.182655628955
1662422400,2022-09-06 00:00:00,GLMR/BTC,0.00002623,0.00002635,0.00002533,0.00002533,3715.5721,0.095936618631
1662336000,2022-09-05 00:00:00,GLMR/BTC,0.00002624,0.00002669,0.00002599,0.0000263,2740.7154,0.072400949115
1662249600,2022-09-04 00:00:00,GLMR/BTC,0.00002645,0.00002702,0.0000262,0.00002641,6841.3913,0.181541609988
1662163200,2022-09-03 00:00:00,GLMR/BTC,0.00002679,0.0000269,0.00002618,0.0000265,3070.6446,0.081318040163
1662076800,2022-09-02 00:00:00,GLMR/BTC,0.00002639,0.00002818,0.000026,0.00002691,10737.6904,0.285725118435
1661990400,2022-09-01 00:00:00,GLMR/BTC,0.0000264,0.00002657,0.00002571,0.0000262,4795.4553,0.125069769281
1661904000,2022-08-31 00:00:00,GLMR/BTC,0.00002644,0.00002664,0.00002576,0.00002622,5657.6751,0.14769701511
1661817600,2022-08-30 00:00:00,GLMR/BTC,0.00002713,0.0000275,0.00002621,0.00002621,7252.3754,0.191853614544
1661731200,2022-08-29 00:00:00,GLMR/BTC,0.00002681,0.00002845,0.00002609,0.00002716,17500.5695,0.476197560697
1661644800,2022-08-28 00:00:00,GLMR/BTC,0.00002731,0.00002772,0.00002682,0.00002688,1634.8583,0.044504954358
1661558400,2022-08-27 00:00:00,GLMR/BTC,0.00002713,0.00002796,0.00002681,0.0000274,21544.7288,0.585271495185
1661472000,2022-08-26 00:00:00,GLMR/BTC,0.00002783,0.00002808,0.00002667,0.00002716,6888.1615,0.188468213958
