https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CVC,Volume BTC
1663459200,2022-09-18 00:00:00,CVC/BTC,0.000007027,0.000007027,0.000007019,0.000007019,101.2331,0.0007113403785
1663372800,2022-09-17 00:00:00,CVC/BTC,0.000006959,0.000007067,0.000006933,0.000007032,9674.5951,0.0678302558249
1663286400,2022-09-16 00:00:00,CVC/BTC,0.00000675,0.000007031,0.000006735,0.000006971,23217.4509,0.1624310711258
1663200000,2022-09-15 00:00:00,CVC/BTC,0.000006866,0.000006926,0.000006694,0.00000678,1255.0883,0.0085794816924
1663113600,2022-09-14 00:00:00,CVC/BTC,0.000006901,0.000006989,0.000006799,0.000006912,5018.0231,0.0344541422917
1663027200,2022-09-13 00:00:00,CVC/BTC,0.00000675,0.00000699,0.000006694,0.0000069,23258.4866,0.1580921288744
1662940800,2022-09-12 00:00:00,CVC/BTC,0.00000697,0.00000704,0.000006701,0.0000068,58105.1602,0.3972029994118
1662854400,2022-09-11 00:00:00,CVC/BTC,0.000006901,0.000007127,0.000006859,0.00000699,48011.6167,0.3348101104263
1662768000,2022-09-10 00:00:00,CVC/BTC,0.000006999,0.00000708,0.000006856,0.000006859,53143.6019,0.3678306220971
1662681600,2022-09-09 00:00:00,CVC/BTC,0.000007225,0.000007331,0.000006881,0.00000698,1960.844,0.0139451291888
1662595200,2022-09-08 00:00:00,CVC/BTC,0.000007022,0.000007445,0.000006988,0.000007219,117389.0234,0.8532812930367
1662508800,2022-09-07 00:00:00,CVC/BTC,0.000007003,0.000007092,0.00000692,0.000007022,22756.686,0.1587707053548
1662422400,2022-09-06 00:00:00,CVC/BTC,0.000007265,0.000007398,0.00000695,0.000007,74704.6244,0.5451236274717
1662336000,2022-09-05 00:00:00,CVC/BTC,0.000007158,0.000007286,0.00000711,0.000007284,8861.2276,0.0636548167704
1662249600,2022-09-04 00:00:00,CVC/BTC,0.000007128,0.0000072,0.000007116,0.000007189,1308.535,0.0093553368146
1662163200,2022-09-03 00:00:00,CVC/BTC,0.000007038,0.000007192,0.000007007,0.000007129,8883.3506,0.0630921099
1662076800,2022-09-02 00:00:00,CVC/BTC,0.000007161,0.000007178,0.000006975,0.000006979,9802.4347,0.0688809463305
1661990400,2022-09-01 00:00:00,CVC/BTC,0.00000723,0.000007241,0.000007022,0.000007136,24577.3051,0.1753697739178
1661904000,2022-08-31 00:00:00,CVC/BTC,0.00000738,0.0000074,0.000007196,0.000007205,12880.781,0.093553364664
1661817600,2022-08-30 00:00:00,CVC/BTC,0.00000735,0.000007398,0.00000721,0.000007351,5508.9176,0.0400025938254
1661731200,2022-08-29 00:00:00,CVC/BTC,0.000007144,0.000007375,0.000007078,0.0000073,25079.1392,0.1830064316532
1661644800,2022-08-28 00:00:00,CVC/BTC,0.00000707,0.00000725,0.000007061,0.000007181,2921.8598,0.0209937713293
1661558400,2022-08-27 00:00:00,CVC/BTC,0.000007059,0.000007115,0.000006979,0.000007068,2227.0343,0.0157428562613
1661472000,2022-08-26 00:00:00,CVC/BTC,0.000007296,0.000007296,0.000007018,0.0000071,14983.9246,0.1074192393564
1661385600,2022-08-25 00:00:00,CVC/BTC,0.000006933,0.000007525,0.000006906,0.000007296,143259.9815,1.0473490464542
1661299200,2022-08-24 00:00:00,CVC/BTC,0.000006878,0.000007029,0.000006808,0.000006913,18415.6058,0.1276904038485
1661212800,2022-08-23 00:00:00,CVC/BTC,0.000006819,0.000006898,0.00000675,0.000006878,54199.4971,0.3688936875788
1661126400,2022-08-22 00:00:00,CVC/BTC,0.00000696,0.00000696,0.000006701,0.000006831,29081.2568,0.1972426299648
1661040000,2022-08-21 00:00:00,CVC/BTC,0.00000695,0.000006988,0.000006906,0.000006967,3924.9303,0.0272511188652
1660953600,2022-08-20 00:00:00,CVC/BTC,0.000007201,0.000007208,0.000006858,0.000006927,6696.0119,0.0473857308651
1660867200,2022-08-19 00:00:00,CVC/BTC,0.000007223,0.000007266,0.000006892,0.000007195,92869.1817,0.6650017191853
1660780800,2022-08-18 00:00:00,CVC/BTC,0.000007563,0.00000772,0.00000717,0.000007222,88302.1982,0.6620321648143
1660694400,2022-08-17 00:00:00,CVC/BTC,0.00000777,0.00000777,0.000007008,0.00000754,101867.6046,0.7647322702388
1660608000,2022-08-16 00:00:00,CVC/BTC,0.000008335,0.000008607,0.000007686,0.000007793,210565.562,1.7092652184833
1660521600,2022-08-15 00:00:00,CVC/BTC,0.000007053,0.000009845,0.000007013,0.000008311,1244691.0225,10.8617565164889
1660435200,2022-08-14 00:00:00,CVC/BTC,0.000007137,0.000007516,0.000006999,0.000007065,22018.3115,0.1586874967538
1660348800,2022-08-13 00:00:00,CVC/BTC,0.000007133,0.000007172,0.000006998,0.000007109,156801.2561,1.1170911060086
1660262400,2022-08-12 00:00:00,CVC/BTC,0.000007122,0.000007376,0.00000705,0.000007154,147975.3504,1.0553386187906
1660176000,2022-08-11 00:00:00,CVC/BTC,0.000006893,0.000007529,0.00000685,0.000007101,120245.3229,0.8679014381872
1660089600,2022-08-10 00:00:00,CVC/BTC,0.000006673,0.000006913,0.00000665,0.000006896,13107.459,0.0890976023499
1660003200,2022-08-09 00:00:00,CVC/BTC,0.000006832,0.000006886,0.000006663,0.00000667,3741.0732,0.0253848420669
1659916800,2022-08-08 00:00:00,CVC/BTC,0.000007017,0.000007017,0.000006797,0.000006838,8333.8449,0.0571007388985
1659830400,2022-08-07 00:00:00,CVC/BTC,0.000007081,0.000007081,0.000006978,0.000006991,2588.8629,0.0181507183403
1659744000,2022-08-06 00:00:00,CVC/BTC,0.000007058,0.000007114,0.000006998,0.000007056,72267.0488,0.5104452112447
1659657600,2022-08-05 00:00:00,CVC/BTC,0.0000069,0.000007058,0.000006788,0.000007029,21917.8351,0.1519378766384
1659571200,2022-08-04 00:00:00,CVC/BTC,0.000006858,0.000006952,0.00000677,0.0000069,8961.3824,0.0616747349532
1659484800,2022-08-03 00:00:00,CVC/BTC,0.00000721,0.00000721,0.000006832,0.000006858,15829.9117,0.1102023924323
1659398400,2022-08-02 00:00:00,CVC/BTC,0.000007029,0.000007332,0.00000663,0.00000721,86980.1786,0.6242057401539
1659312000,2022-08-01 00:00:00,CVC/BTC,0.00000643,0.000007188,0.000006426,0.000007058,142971.3692,0.9958491121303
1659225600,2022-07-31 00:00:00,CVC/BTC,0.000006262,0.000006817,0.0000062,0.000006427,106899.2958,0.7085979891498
1659139200,2022-07-30 00:00:00,CVC/BTC,0.0000063,0.000006459,0.000006238,0.000006238,11945.9762,0.0755277754092
1659052800,2022-07-29 00:00:00,CVC/BTC,0.000006331,0.000006376,0.000006163,0.000006324,45496.2072,0.2842393086644
1658966400,2022-07-28 00:00:00,CVC/BTC,0.000006275,0.00000635,0.000006175,0.000006306,55166.828,0.3426698542124
1658880000,2022-07-27 00:00:00,CVC/BTC,0.000006306,0.00000633,0.000006214,0.000006293,43427.7417,0.2724003853239
1658793600,2022-07-26 00:00:00,CVC/BTC,0.000006188,0.000006306,0.000006169,0.000006286,17397.376,0.1084248037371
1658707200,2022-07-25 00:00:00,CVC/BTC,0.000006389,0.000006708,0.000006145,0.000006194,66749.7699,0.4200268311337
1658620800,2022-07-24 00:00:00,CVC/BTC,0.00000635,0.000006402,0.00000635,0.000006383,4423.2856,0.0281674446374
1658534400,2022-07-23 00:00:00,CVC/BTC,0.000006206,0.000006356,0.000006206,0.00000635,4825.3244,0.0303701550615
1658448000,2022-07-22 00:00:00,CVC/BTC,0.000006294,0.000006372,0.0000062,0.000006206,3927.7195,0.0247602881247
1658361600,2022-07-21 00:00:00,CVC/BTC,0.000006281,0.000006357,0.000006164,0.000006294,9952.37571147,0.06240274068046133
1658275200,2022-07-20 00:00:00,CVC/BTC,0.000006629,0.000006763,0.000006281,0.000006281,10319.1784,0.0674353439657
1658188800,2022-07-19 00:00:00,CVC/BTC,0.000006784,0.000006988,0.000006565,0.000006629,36243.9122,0.2442083429516
1658102400,2022-07-18 00:00:00,CVC/BTC,0.0000067,0.000006976,0.000006616,0.000006791,36349.5955,0.2466124723879
