https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZRX,Volume EUR
1663545600,2022-09-19 00:00:00,ZRX/EUR,0.26958,0.26958,0.26958,0.26958,0.00000000,0.0
1663459200,2022-09-18 00:00:00,ZRX/EUR,0.28861,0.28861,0.26556,0.26958,18329.70618506,4941.3221933684745
1663372800,2022-09-17 00:00:00,ZRX/EUR,0.28665,0.29159,0.28325,0.29045,48648.90267487,14130.07378191599
1663286400,2022-09-16 00:00:00,ZRX/EUR,0.28535,0.28535,0.27777,0.27949,2088.32544792,583.6660794391609
1663200000,2022-09-15 00:00:00,ZRX/EUR,0.29011,0.29489,0.28011,0.28361,13381.65016276,3795.169802660363
1663113600,2022-09-14 00:00:00,ZRX/EUR,0.29500,0.29500,0.28571,0.29400,16893.15697080,4966.588149415199
1663027200,2022-09-13 00:00:00,ZRX/EUR,0.31026,0.32490,0.29000,0.29372,33187.15404448,9747.730885944664
1662940800,2022-09-12 00:00:00,ZRX/EUR,0.31566,0.32716,0.31011,0.31794,12089.04811293,3843.5919570249644
1662854400,2022-09-11 00:00:00,ZRX/EUR,0.30770,0.31765,0.30211,0.30899,3478.58666429,1074.848493398967
1662768000,2022-09-10 00:00:00,ZRX/EUR,0.31476,0.31476,0.30511,0.30878,6196.50926329,1913.358130318686
1662681600,2022-09-09 00:00:00,ZRX/EUR,0.30078,0.31400,0.29966,0.31072,17731.33552561,5509.480574517539
1662595200,2022-09-08 00:00:00,ZRX/EUR,0.28547,0.30402,0.28230,0.30402,15720.95062872,4779.483410143454
1662508800,2022-09-07 00:00:00,ZRX/EUR,0.27341,0.28484,0.26867,0.28484,26019.43616408,7411.376196976547
1662422400,2022-09-06 00:00:00,ZRX/EUR,0.30013,0.30586,0.27577,0.27577,9996.84316944,2756.829440836469
1662336000,2022-09-05 00:00:00,ZRX/EUR,0.30300,0.30490,0.29309,0.30156,17417.44403215,5252.404422335154
1662249600,2022-09-04 00:00:00,ZRX/EUR,0.29511,0.29946,0.29459,0.29946,7363.74439671,2205.1468970387764
1662163200,2022-09-03 00:00:00,ZRX/EUR,0.29108,0.29421,0.29108,0.29421,418.42687012,123.10536945800521
1662076800,2022-09-02 00:00:00,ZRX/EUR,0.29679,0.29970,0.29111,0.29301,7804.55166861,2286.811684419416
1661990400,2022-09-01 00:00:00,ZRX/EUR,0.29386,0.29900,0.29000,0.29824,26223.71374979,7820.96038873737
1661904000,2022-08-31 00:00:00,ZRX/EUR,0.30018,0.30490,0.29409,0.29500,8226.04532012,2426.6833694354
1661817600,2022-08-30 00:00:00,ZRX/EUR,0.30011,0.30651,0.29111,0.29914,13104.54746963,3920.094330065119
1661731200,2022-08-29 00:00:00,ZRX/EUR,0.29200,0.30499,0.29200,0.30499,41622.10743796,12694.32654750342
1661644800,2022-08-28 00:00:00,ZRX/EUR,0.29787,0.30118,0.29387,0.29387,1470.14781872,432.0323394872464
1661558400,2022-08-27 00:00:00,ZRX/EUR,0.28791,0.29900,0.28740,0.29900,23653.58826019,7072.42288979681
1661472000,2022-08-26 00:00:00,ZRX/EUR,0.31900,0.32128,0.28777,0.28791,18099.08701952,5210.908143790003
1661385600,2022-08-25 00:00:00,ZRX/EUR,0.31479,0.32849,0.31217,0.32400,9144.32717972,2962.76200622928
1661299200,2022-08-24 00:00:00,ZRX/EUR,0.30757,0.31900,0.30757,0.31001,4221.00900192,1308.555000685219
1661212800,2022-08-23 00:00:00,ZRX/EUR,0.30873,0.31347,0.29910,0.30919,51857.14361443,16033.710234145614
1661126400,2022-08-22 00:00:00,ZRX/EUR,0.30820,0.30820,0.29260,0.30640,6582.47807590,2016.87128245576
1661040000,2022-08-21 00:00:00,ZRX/EUR,0.30101,0.31167,0.30101,0.30900,10532.55763935,3254.56031055915
1660953600,2022-08-20 00:00:00,ZRX/EUR,0.30400,0.30819,0.29255,0.29952,15393.65363217,4610.707135907559
1660867200,2022-08-19 00:00:00,ZRX/EUR,0.32994,0.32994,0.29741,0.29843,65228.57480362,19466.163578644315
1660780800,2022-08-18 00:00:00,ZRX/EUR,0.34583,0.34941,0.32849,0.33012,26826.38045001,8855.924714157301
1660694400,2022-08-17 00:00:00,ZRX/EUR,0.35713,0.36700,0.33960,0.33981,64094.84018361,21780.067642792514
1660608000,2022-08-16 00:00:00,ZRX/EUR,0.36078,0.36078,0.35209,0.35500,42546.94121250,15104.1641304375
1660521600,2022-08-15 00:00:00,ZRX/EUR,0.36571,0.37470,0.35977,0.36668,28643.50991380,10503.002215192184
1660435200,2022-08-14 00:00:00,ZRX/EUR,0.37866,0.38353,0.36006,0.36760,8534.15638620,3137.15588756712
1660348800,2022-08-13 00:00:00,ZRX/EUR,0.37758,0.38429,0.37568,0.37568,76534.36776664,28752.431282571317
1660262400,2022-08-12 00:00:00,ZRX/EUR,0.37097,0.37909,0.36556,0.37766,24362.50792209,9200.74474185651
1660176000,2022-08-11 00:00:00,ZRX/EUR,0.35900,0.39700,0.35900,0.36263,112205.76248177,40689.175648764256
1660089600,2022-08-10 00:00:00,ZRX/EUR,0.33028,0.35577,0.33001,0.35577,28605.05778017,10176.82140645108
1660003200,2022-08-09 00:00:00,ZRX/EUR,0.35529,0.35786,0.32972,0.34008,23312.57590059,7928.140812272647
1659916800,2022-08-08 00:00:00,ZRX/EUR,0.35000,0.36270,0.35000,0.35992,24910.78485072,8965.889683471143
