https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KNC,Volume EUR
1661904000,2022-08-31 00:00:00,KNC/EUR,1.72766,1.79549,1.71126,1.79549,854.42270878,1534.1074293874021
1661817600,2022-08-30 00:00:00,KNC/EUR,1.68173,1.72500,1.62066,1.72500,1051.78232946,1814.3245183185002
1661731200,2022-08-29 00:00:00,KNC/EUR,1.65000,1.75981,1.63001,1.70274,660.10359393,1123.984793528368
1661644800,2022-08-28 00:00:00,KNC/EUR,1.75000,1.75831,1.70698,1.70924,1282.09525538,2191.4084943057114
1661558400,2022-08-27 00:00:00,KNC/EUR,1.69700,1.83315,1.69393,1.79732,880.24618701,1582.0840768368132
1661472000,2022-08-26 00:00:00,KNC/EUR,1.77001,1.77001,1.73000,1.74205,4405.13976232,7673.973722949557
1661385600,2022-08-25 00:00:00,KNC/EUR,1.82500,1.89563,1.80507,1.83087,348.90986401,638.8086027199887
1661299200,2022-08-24 00:00:00,KNC/EUR,1.95999,1.97000,1.84035,1.86790,15860.69199499,29626.18657744182
1661212800,2022-08-23 00:00:00,KNC/EUR,1.93660,1.95065,1.84981,1.94273,15180.65018906,29491.904541792534
1661126400,2022-08-22 00:00:00,KNC/EUR,1.82000,1.95000,1.80000,1.95000,11877.08229742,23160.310479969
1661040000,2022-08-21 00:00:00,KNC/EUR,1.77258,1.81990,1.75000,1.80809,7250.97052547,13110.407297397052
1660953600,2022-08-20 00:00:00,KNC/EUR,1.71998,1.82326,1.71998,1.82326,4279.41755082,7802.490843708073
1660867200,2022-08-19 00:00:00,KNC/EUR,1.72047,1.85000,1.69890,1.76751,31474.42076693,55631.35344975645
1660780800,2022-08-18 00:00:00,KNC/EUR,1.66204,1.79967,1.59896,1.70480,33179.72863362,56564.80137459537
1660694400,2022-08-17 00:00:00,KNC/EUR,1.63951,1.67800,1.52300,1.67800,26794.99891835,44962.0081849913
1660608000,2022-08-16 00:00:00,KNC/EUR,1.60879,1.63559,1.58200,1.63559,970.40692993,1587.1878705242088
1660521600,2022-08-15 00:00:00,KNC/EUR,1.60378,1.72224,1.60378,1.62681,4842.86513847,7878.421435914381
1660435200,2022-08-14 00:00:00,KNC/EUR,1.64934,1.68749,1.60105,1.61979,5795.73463086,9387.87299772072
1660348800,2022-08-13 00:00:00,KNC/EUR,1.64041,1.68748,1.60357,1.60357,6597.17618984,10579.033822741729
1660262400,2022-08-12 00:00:00,KNC/EUR,1.59595,1.64772,1.57475,1.64772,824.72770795,1358.920338943374
1660176000,2022-08-11 00:00:00,KNC/EUR,1.58400,1.70000,1.58400,1.66420,20845.79830669,34691.5775419935
1660089600,2022-08-10 00:00:00,KNC/EUR,1.45392,1.57000,1.45391,1.57000,11503.61780817,18060.679958826902
1660003200,2022-08-09 00:00:00,KNC/EUR,1.54912,1.58120,1.46850,1.49688,6642.70548785,9943.332990652909
1659916800,2022-08-08 00:00:00,KNC/EUR,1.55226,1.60000,1.50001,1.55301,3897.99386069,6053.623445590177
1659830400,2022-08-07 00:00:00,KNC/EUR,1.51452,1.55250,1.51452,1.55250,5000.58931576,7763.4149127174005
1659744000,2022-08-06 00:00:00,KNC/EUR,1.58336,1.58453,1.53549,1.53549,5042.00968942,7741.9554580075155
1659657600,2022-08-05 00:00:00,KNC/EUR,1.50800,1.58400,1.48614,1.56000,1257.17928800,1961.19968928
1659571200,2022-08-04 00:00:00,KNC/EUR,1.45742,1.49319,1.42687,1.47028,1355.89096935,1993.539374415918
1659484800,2022-08-03 00:00:00,KNC/EUR,1.45335,1.49319,1.42275,1.45000,1263.96838675,1832.7541607875
1659398400,2022-08-02 00:00:00,KNC/EUR,1.52484,1.56000,1.43501,1.45692,11198.00966154,16314.604236090856
1659312000,2022-08-01 00:00:00,KNC/EUR,1.52000,1.56000,1.48983,1.50257,6223.67431876,9351.506321139212
1659225600,2022-07-31 00:00:00,KNC/EUR,1.57648,1.59193,1.49767,1.52570,2195.39298106,3349.511071203242
1659139200,2022-07-30 00:00:00,KNC/EUR,1.61227,1.69821,1.54120,1.56380,15497.03723043,24234.266820946435
1659052800,2022-07-29 00:00:00,KNC/EUR,1.48920,1.64511,1.48919,1.60328,33578.68139098,53836.02830053041
1658966400,2022-07-28 00:00:00,KNC/EUR,1.41089,1.47281,1.39781,1.46526,8866.83898520,12992.224491454152
1658880000,2022-07-27 00:00:00,KNC/EUR,1.33143,1.41089,1.30800,1.41089,21562.23447689,30421.94100109933
1658793600,2022-07-26 00:00:00,KNC/EUR,1.30000,1.33368,1.28000,1.29492,1812.78384398,2347.4100552465816
1658707200,2022-07-25 00:00:00,KNC/EUR,1.45662,1.45678,1.30001,1.30001,11813.42479402,15357.570366473941
1658620800,2022-07-24 00:00:00,KNC/EUR,1.41223,1.44045,1.37942,1.42500,201.91728123,287.73212575275
1658534400,2022-07-23 00:00:00,KNC/EUR,1.49499,1.49499,1.36416,1.47925,6138.03852964,9079.69349496997
1658448000,2022-07-22 00:00:00,KNC/EUR,1.44955,1.55000,1.39000,1.39000,9169.34445067,12745.388786431298
1658361600,2022-07-21 00:00:00,KNC/EUR,1.48584,1.49395,1.36181,1.44942,7244.91631982,10500.926612273504
1658275200,2022-07-20 00:00:00,KNC/EUR,1.53888,1.57098,1.40439,1.54999,6273.87052005,9724.436567372299
1658188800,2022-07-19 00:00:00,KNC/EUR,1.44320,1.58400,1.44320,1.47568,5768.96223944,8513.14219749682
1658102400,2022-07-18 00:00:00,KNC/EUR,1.38948,1.44000,1.36181,1.36181,3431.18789103,4672.625981883564
1658016000,2022-07-17 00:00:00,KNC/EUR,1.40319,1.40319,1.34242,1.34242,457.43735445,614.073053360769
1657929600,2022-07-16 00:00:00,KNC/EUR,1.43018,1.44321,1.30669,1.36809,1794.66452002,2455.262583194162
1657843200,2022-07-15 00:00:00,KNC/EUR,1.38132,1.44189,1.36000,1.42158,12888.30212369,18321.752532995233
1657756800,2022-07-14 00:00:00,KNC/EUR,1.30327,1.31322,1.30327,1.31322,644.34694246,846.1692917773213
1657670400,2022-07-13 00:00:00,KNC/EUR,1.21084,1.42000,1.20110,1.28000,17625.07221553,22560.0924358784
1657584000,2022-07-12 00:00:00,KNC/EUR,1.29000,1.29000,1.21084,1.21084,2298.54416059,2783.1692114087955
1657497600,2022-07-11 00:00:00,KNC/EUR,1.28766,1.32955,1.28766,1.32342,403.46903161,533.9589858133062
1657411200,2022-07-10 00:00:00,KNC/EUR,1.33360,1.33920,1.28532,1.29726,499.76906298,648.3304146414348
1657324800,2022-07-09 00:00:00,KNC/EUR,1.35480,1.39672,1.35480,1.39672,1697.85585673,2371.4292322119254
1657238400,2022-07-08 00:00:00,KNC/EUR,1.39200,1.40000,1.34577,1.37746,7534.38075456,10378.308114176218
1657152000,2022-07-07 00:00:00,KNC/EUR,1.34498,1.38000,1.33400,1.37914,915.99024444,1263.2787857169815
1657065600,2022-07-06 00:00:00,KNC/EUR,1.36991,1.39500,1.20873,1.35917,1980.55835154,2691.9154946626218
1656979200,2022-07-05 00:00:00,KNC/EUR,1.25139,1.36000,1.20843,1.34000,13501.25652581,18091.6837445854
1656892800,2022-07-04 00:00:00,KNC/EUR,1.20000,1.24570,1.17741,1.24094,3385.73115494,4201.4892194112435
1656806400,2022-07-03 00:00:00,KNC/EUR,1.19207,1.22084,1.16700,1.21762,3899.09116017,4747.611378446195
1656720000,2022-07-02 00:00:00,KNC/EUR,1.18904,1.19196,1.16714,1.19196,161.05867661,191.97550017205558
1656633600,2022-07-01 00:00:00,KNC/EUR,1.19007,1.21528,1.15039,1.21528,1993.41679067,2422.5595573654373
1656547200,2022-06-30 00:00:00,KNC/EUR,1.27720,1.31298,1.12617,1.15117,17357.57435759,19981.518873226883
1656460800,2022-06-29 00:00:00,KNC/EUR,1.31293,1.37100,1.24849,1.29104,17194.62260602,22198.94556927606
1656374400,2022-06-28 00:00:00,KNC/EUR,1.34672,1.44664,1.28586,1.35632,1208.54597967,1639.1750831460142
1656288000,2022-06-27 00:00:00,KNC/EUR,1.38093,1.38093,1.30211,1.34500,7806.06449714,10499.156748653299
1656201600,2022-06-26 00:00:00,KNC/EUR,1.45045,1.46000,1.44320,1.44320,5660.33353847,8168.993362719904
1656115200,2022-06-25 00:00:00,KNC/EUR,1.41811,1.45000,1.32917,1.42630,4452.67414990,6350.8491400023695
1656028800,2022-06-24 00:00:00,KNC/EUR,1.34965,1.47373,1.34964,1.37927,16130.96674449,22248.95850167272
1655942400,2022-06-23 00:00:00,KNC/EUR,1.30500,1.34967,1.27490,1.34967,87.44649582,118.02391201337939
1655856000,2022-06-22 00:00:00,KNC/EUR,1.30008,1.30008,1.19999,1.28602,2567.21132130,3301.4851034182257
1655769600,2022-06-21 00:00:00,KNC/EUR,1.27392,1.39999,1.22597,1.37000,6001.12037526,8221.534914106202
1655683200,2022-06-20 00:00:00,KNC/EUR,1.25000,1.29998,1.18127,1.29998,2564.16146156,3333.3586167987687
1655596800,2022-06-19 00:00:00,KNC/EUR,1.21997,1.35000,1.11001,1.25000,5787.88970402,7234.862130025
1655510400,2022-06-18 00:00:00,KNC/EUR,1.40075,1.40075,1.10000,1.17806,14371.64306906,16930.657833936824
1655424000,2022-06-17 00:00:00,KNC/EUR,1.30224,1.48536,1.30224,1.31000,2152.14526487,2819.3102969797
1655337600,2022-06-16 00:00:00,KNC/EUR,1.46577,1.49994,1.29892,1.33420,2876.56912091,3837.918521118122
1655251200,2022-06-15 00:00:00,KNC/EUR,1.34785,1.45000,1.23030,1.44113,13859.89702240,19973.91339589131
1655164800,2022-06-14 00:00:00,KNC/EUR,1.20077,1.32020,1.11001,1.28258,7838.16818780,10053.077754308524
1655078400,2022-06-13 00:00:00,KNC/EUR,1.50000,1.58332,1.19418,1.25000,22513.15714922,28141.446436525
1654992000,2022-06-12 00:00:00,KNC/EUR,1.62500,1.62500,1.50000,1.50000,9510.65428679,14265.981430185002
1654905600,2022-06-11 00:00:00,KNC/EUR,1.69978,1.79995,1.62519,1.62758,4037.71600210,6571.705810697918
1654819200,2022-06-10 00:00:00,KNC/EUR,1.73762,1.73762,1.69685,1.70001,5857.52380000,9957.849035238
1654732800,2022-06-09 00:00:00,KNC/EUR,1.75035,1.75504,1.73360,1.74831,717.12914764,1253.7640601104886
1654646400,2022-06-08 00:00:00,KNC/EUR,1.78976,1.79807,1.73671,1.75504,950.60694499,1668.3532127352496
1654560000,2022-06-07 00:00:00,KNC/EUR,1.81500,1.82501,1.70004,1.77300,7839.15872110,13898.828412510298
1654473600,2022-06-06 00:00:00,KNC/EUR,1.99943,2.03030,1.80000,1.81033,7218.09882503,13067.14084591656
1654387200,2022-06-05 00:00:00,KNC/EUR,1.85001,2.04999,1.85001,1.99943,727.25781717,1454.101097384213
1654300800,2022-06-04 00:00:00,KNC/EUR,1.81934,1.89799,1.81934,1.85005,4478.94312411,8286.268726759705
1654214400,2022-06-03 00:00:00,KNC/EUR,2.09262,2.09273,1.81001,1.82000,8328.48798273,15157.8481285686
1654128000,2022-06-02 00:00:00,KNC/EUR,1.94100,2.09921,1.94000,2.09921,2121.20612066,4452.857100550678
1654041600,2022-06-01 00:00:00,KNC/EUR,2.07058,2.18971,1.94000,1.94000,13341.15769285,25881.845924129
1653955200,2022-05-31 00:00:00,KNC/EUR,2.15965,2.27000,2.07058,2.07058,11840.38238306,24516.458954716374
1653868800,2022-05-30 00:00:00,KNC/EUR,1.82000,2.10000,1.82000,2.08965,14253.84379187,29785.54467968114
1653782400,2022-05-29 00:00:00,KNC/EUR,1.84788,1.84789,1.69297,1.81999,995.29524164,1811.4273868323835
1653696000,2022-05-28 00:00:00,KNC/EUR,1.78500,1.82000,1.71365,1.82000,19129.34162736,34815.401761795205
1653609600,2022-05-27 00:00:00,KNC/EUR,1.86003,1.86003,1.66308,1.78489,14859.73933024,26523.000133152073
1653523200,2022-05-26 00:00:00,KNC/EUR,2.20979,2.20979,1.85000,1.95998,10683.84092787,20940.114541806644
1653436800,2022-05-25 00:00:00,KNC/EUR,2.26999,2.27000,1.93145,2.02391,7581.37990798,15344.0306095598
1653350400,2022-05-24 00:00:00,KNC/EUR,2.10001,2.29993,1.86000,2.13000,30285.01466838,64507.0812436494
1653264000,2022-05-23 00:00:00,KNC/EUR,2.41000,2.73937,2.10000,2.10000,28433.36433848,59710.065110808006
1653177600,2022-05-22 00:00:00,KNC/EUR,2.44915,2.60000,2.40058,2.44526,11147.05605102,27257.450279317167
1653091200,2022-05-21 00:00:00,KNC/EUR,2.45000,2.53253,2.35001,2.49375,9651.84122199,24069.27904733756
1653004800,2022-05-20 00:00:00,KNC/EUR,2.59998,2.70000,2.29515,2.53538,40409.63631726,102453.78372605467
1652918400,2022-05-19 00:00:00,KNC/EUR,2.09000,2.58858,1.91647,2.55504,37941.68617668,96942.52584886446
1652832000,2022-05-18 00:00:00,KNC/EUR,1.99903,2.21505,1.89994,2.19628,62364.08142421,136968.98475036392
1652745600,2022-05-17 00:00:00,KNC/EUR,1.65663,2.04267,1.64860,2.02971,16430.73505412,33349.627246697906
1652659200,2022-05-16 00:00:00,KNC/EUR,1.71908,1.74853,1.51000,1.69899,7249.48562102,12316.803575256768
1652572800,2022-05-15 00:00:00,KNC/EUR,1.74975,1.75000,1.60000,1.64409,5406.25681795,8888.372771823417
1652486400,2022-05-14 00:00:00,KNC/EUR,1.65002,1.80381,1.56116,1.74974,15055.05250076,26342.427562679804
1652400000,2022-05-13 00:00:00,KNC/EUR,1.39133,1.89999,1.39133,1.65002,56899.33881824,93885.04703687238
1652313600,2022-05-12 00:00:00,KNC/EUR,1.54978,1.55000,1.12640,1.37860,42300.41081683,58315.34635208184
1652227200,2022-05-11 00:00:00,KNC/EUR,2.02002,2.02002,1.39202,1.54855,48319.61971623,74825.34711156797
1652140800,2022-05-10 00:00:00,KNC/EUR,1.93434,2.30000,1.91350,2.02066,24730.83598143,49972.61103423634
1652054400,2022-05-09 00:00:00,KNC/EUR,2.34195,2.55000,1.93207,1.93207,53663.51442312,103681.66631147746
1651968000,2022-05-08 00:00:00,KNC/EUR,2.41243,2.46022,2.20140,2.30487,47285.84625920,108987.72846744231
1651881600,2022-05-07 00:00:00,KNC/EUR,2.75557,2.80753,2.45000,2.51659,14449.70651349,36363.986914783796
1651795200,2022-05-06 00:00:00,KNC/EUR,2.87696,2.94000,2.57001,2.92456,37805.36231430,110564.0504099092
1651708800,2022-05-05 00:00:00,KNC/EUR,3.52121,3.58000,2.84000,2.87696,49721.17562419,143045.83342376965
1651622400,2022-05-04 00:00:00,KNC/EUR,3.26054,3.54743,3.05432,3.54743,144887.43372049,513978.02900307777
1651536000,2022-05-03 00:00:00,KNC/EUR,3.70000,3.73188,3.29432,3.31147,19634.42124230,65018.79691123917
1651449600,2022-05-02 00:00:00,KNC/EUR,4.28800,4.37815,3.71527,3.86933,48123.61178333,186206.1347815923
1651363200,2022-05-01 00:00:00,KNC/EUR,4.62978,4.73493,4.20507,4.31555,24717.08212629,106667.80377011081
1651276800,2022-04-30 00:00:00,KNC/EUR,5.07711,5.12274,4.62633,4.67624,23258.37539517,108761.74535790975
1651190400,2022-04-29 00:00:00,KNC/EUR,5.38000,5.43837,4.88037,5.07530,47429.19512948,240717.39404064987
1651104000,2022-04-28 00:00:00,KNC/EUR,5.31349,5.43188,4.97528,5.28738,48123.64020322,254447.97273770135
1651017600,2022-04-27 00:00:00,KNC/EUR,4.92825,5.30000,4.86589,5.26108,26405.86403880,138923.36317724988
1650931200,2022-04-26 00:00:00,KNC/EUR,4.75891,5.29971,4.75891,4.92840,71908.09047704,354391.8331070439
1650844800,2022-04-25 00:00:00,KNC/EUR,4.35000,4.76622,4.27630,4.72807,32206.11172906,152272.75068281672
1650758400,2022-04-24 00:00:00,KNC/EUR,4.74890,4.83760,4.38343,4.38343,25041.95378418,109769.65147618814
1650672000,2022-04-23 00:00:00,KNC/EUR,4.35000,4.94140,4.29420,4.88710,30850.87521192,150771.31224817425
1650585600,2022-04-22 00:00:00,KNC/EUR,4.30000,4.58074,4.11823,4.37430,44735.65371332,195687.17003817568
1650499200,2022-04-21 00:00:00,KNC/EUR,4.04041,4.64989,3.93000,4.33331,40926.66650587,177347.93323655153
1650412800,2022-04-20 00:00:00,KNC/EUR,3.99050,4.24998,3.80002,4.00191,24130.74237987,96569.05923742555
1650326400,2022-04-19 00:00:00,KNC/EUR,4.07000,4.15653,3.93000,3.99999,10715.40310694,42861.50527372893
1650240000,2022-04-18 00:00:00,KNC/EUR,3.76931,4.06372,3.72162,4.02690,17939.83925990,72241.93871569131
1650153600,2022-04-17 00:00:00,KNC/EUR,4.08200,4.28000,3.78778,3.78778,22314.93173798,84524.05213848589
1650067200,2022-04-16 00:00:00,KNC/EUR,4.22165,4.22165,4.00705,4.08208,10913.00931491,44547.77706420782
1649980800,2022-04-15 00:00:00,KNC/EUR,4.14804,4.35619,3.73000,4.22122,31625.61707426,133498.68730620778
1649894400,2022-04-14 00:00:00,KNC/EUR,3.51877,4.42000,3.50200,4.18951,41623.76262770,174383.16976637545
1649808000,2022-04-13 00:00:00,KNC/EUR,3.50000,3.66771,3.37230,3.52938,10921.91529224,38547.589394126015
1649721600,2022-04-12 00:00:00,KNC/EUR,3.77354,4.05000,3.51900,3.53501,13157.08268401,46510.41885880219
1649635200,2022-04-11 00:00:00,KNC/EUR,3.76985,4.01480,3.58266,3.83352,20556.51137203,78803.79747490445
1649548800,2022-04-10 00:00:00,KNC/EUR,3.42354,4.10000,3.26622,3.80000,34032.40475605,129323.13807298998
1649462400,2022-04-09 00:00:00,KNC/EUR,3.67313,3.87000,3.34872,3.34872,40248.83045679,134782.0635272618
1649376000,2022-04-08 00:00:00,KNC/EUR,3.08060,4.00000,3.07775,3.70828,136626.99738777,506651.16187311977
1649289600,2022-04-07 00:00:00,KNC/EUR,2.80000,3.10000,2.66997,3.10000,18065.04172973,56001.629362163
1649203200,2022-04-06 00:00:00,KNC/EUR,2.75016,3.00000,2.63367,2.83373,23578.73846798,66815.77855886897
1649116800,2022-04-05 00:00:00,KNC/EUR,2.89260,2.93671,2.78731,2.78732,3897.79820965,10864.410905721637
1649030400,2022-04-04 00:00:00,KNC/EUR,2.91782,2.93888,2.72287,2.93811,18977.55176795,55758.134624931576
1648944000,2022-04-03 00:00:00,KNC/EUR,2.95000,3.00275,2.90000,2.96141,1962.25237448,5811.033804308817
1648857600,2022-04-02 00:00:00,KNC/EUR,2.98144,3.10000,2.92367,3.00747,7888.10367793,23723.23516826414
1648771200,2022-04-01 00:00:00,KNC/EUR,2.91900,3.06475,2.77810,3.03000,17173.58230911,52035.954396603294
1648684800,2022-03-31 00:00:00,KNC/EUR,3.07600,3.17000,2.92207,2.92900,36821.93234278,107851.43983200261
1648598400,2022-03-30 00:00:00,KNC/EUR,3.10134,3.21813,3.02237,3.07661,47844.80909200,147199.81810053813
1648512000,2022-03-29 00:00:00,KNC/EUR,3.22040,3.40710,3.05001,3.09641,99863.60939752,309218.67877457495
1648425600,2022-03-28 00:00:00,KNC/EUR,2.87734,3.28745,2.86929,3.25937,55641.31411042,181355.62997207962
