https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KZT,Volume USDT
1663459200000,2022-09-18 00:00:00,USDT/KZT,469.4049,474.9792,469.0687,469.111,205470.618,438.0
1663455600000,2022-09-17 23:00:00,USDT/KZT,475.2002,475.2148,468.8861,475.2148,191986.77920000002,404.0
1663452000000,2022-09-17 22:00:00,USDT/KZT,473.8993,475.2275,469.011,469.4947,190614.8482,406.0
1663448400000,2022-09-17 21:00:00,USDT/KZT,471.1892,475.2003,469.0899,473.3951,161427.7291,341.0
1663444800000,2022-09-17 20:00:00,USDT/KZT,471.3258,475.2205,468.8936,469.8577,200629.2379,427.0
1663441200000,2022-09-17 19:00:00,USDT/KZT,469.5457,475.1836,468.9417,470.4511,166539.6894,354.0
1663437600000,2022-09-17 18:00:00,USDT/KZT,472.134,475.2111,468.9514,470.9637,180379.0971,383.0
1663434000000,2022-09-17 17:00:00,USDT/KZT,470.6192,475.198,469.1838,471.7831,168426.5667,357.0
1663430400000,2022-09-17 16:00:00,USDT/KZT,469.5222,475.2244,468.8874,471.2551,157870.4585,335.0
1663426800000,2022-09-17 15:00:00,USDT/KZT,469.9765,475.1962,468.8997,471.5495,161269.929,342.0
1663423200000,2022-09-17 14:00:00,USDT/KZT,475.1194,475.1194,469.0371,473.3687,217749.60199999998,460.0
1663419600000,2022-09-17 13:00:00,USDT/KZT,469.1833,480.0,465.2684,474.5953,220447.7067957313,464.49618611
1663416000000,2022-09-17 12:00:00,USDT/KZT,466.2036,474.74,464.8518,466.1664,185386.95131917298,397.68407015
1663412400000,2022-09-17 11:00:00,USDT/KZT,471.2159,472.6499,465.8715,466.5538,151629.98500000002,325.0
1663408800000,2022-09-17 10:00:00,USDT/KZT,467.9664,472.6987,465.8384,468.8563,189886.8015,405.0
1663405200000,2022-09-17 09:00:00,USDT/KZT,472.6097,472.7542,465.9047,471.23,195089.22,414.0
1663401600000,2022-09-17 08:00:00,USDT/KZT,469.9593,472.6455,465.9002,470.3885,175925.299,374.0
1663398000000,2022-09-17 07:00:00,USDT/KZT,470.2688,472.7655,465.8492,470.8853,193533.8583,411.0
1663394400000,2022-09-17 06:00:00,USDT/KZT,470.9507,472.6952,465.8013,468.3894,162999.5112,348.0
1663390800000,2022-09-17 05:00:00,USDT/KZT,473.2916,473.5837,460.5,471.4817,182603.16762659597,387.29640541
1663387200000,2022-09-17 04:00:00,USDT/KZT,465.5335,478.0,464.9908,470.2959,205777.33589627818,437.54864947
1663383600000,2022-09-17 03:00:00,USDT/KZT,470.03,470.6418,460.5,467.9482,286811.4369591445,612.91279026
1663380000000,2022-09-17 02:00:00,USDT/KZT,466.1283,470.6173,464.9468,469.1516,195167.0656,416.0
1663376400000,2022-09-17 01:00:00,USDT/KZT,467.0174,470.4625,464.871,469.334,177408.252,378.0
1663372800000,2022-09-17 00:00:00,USDT/KZT,466.7345,470.5663,464.9516,468.6693,210901.185,450.0
1663369200000,2022-09-16 23:00:00,USDT/KZT,466.0893,475.0,460.2716,465.9867,197553.3685353189,423.946367
1663365600000,2022-09-16 22:00:00,USDT/KZT,468.9476,470.3165,464.7874,467.0858,189169.749,405.0
1663362000000,2022-09-16 21:00:00,USDT/KZT,470.2932,475.0,464.803,467.262,183794.25264543772,393.34303377
1663358400000,2022-09-16 20:00:00,USDT/KZT,470.1518,470.6362,465.2021,470.6362,170370.3044,362.0
1663354800000,2022-09-16 19:00:00,USDT/KZT,467.9943,470.42,465.044,469.5065,172308.8855,367.0
1663351200000,2022-09-16 18:00:00,USDT/KZT,468.7746,475.0,464.9489,467.0829,159643.0958756966,341.78749827
1663347600000,2022-09-16 17:00:00,USDT/KZT,472.6571,475.0,465.3695,468.6911,197222.12614940808,420.79340988
1663344000000,2022-09-16 16:00:00,USDT/KZT,463.4333,473.4745,463.4333,473.4745,220341.8463192597,465.3721506
1663340400000,2022-09-16 15:00:00,USDT/KZT,466.8349,467.8474,460.5,464.3584,215618.95753401908,464.33736858
1663336800000,2022-09-16 14:00:00,USDT/KZT,465.8108,470.0,465.1038,465.1308,203977.98279381407,438.53897182
1663333200000,2022-09-16 13:00:00,USDT/KZT,465.8466,470.0,465.1302,465.6788,159099.80451704038,341.6513797
1663329600000,2022-09-16 12:00:00,USDT/KZT,465.3973,467.7654,462.9101,466.1953,156175.42549999998,335.0
1663326000000,2022-09-16 11:00:00,USDT/KZT,467.4988,467.667,464.9228,467.6292,182375.388,390.0
1663322400000,2022-09-16 10:00:00,USDT/KZT,466.8067,467.7619,464.9472,466.9303,196110.726,420.0
1663318800000,2022-09-16 09:00:00,USDT/KZT,464.3461,470.0,462.7644,465.8106,164585.22090211068,353.33077629
1663315200000,2022-09-16 08:00:00,USDT/KZT,466.6839,466.9591,463.2352,465.7364,197472.2336,424.0
1663311600000,2022-09-16 07:00:00,USDT/KZT,465.227,470.0,463.033,463.8555,197566.4514312729,425.9224078
1663308000000,2022-09-16 06:00:00,USDT/KZT,464.1426,466.9845,463.0913,464.7023,187275.0269,403.0
1663304400000,2022-09-16 05:00:00,USDT/KZT,463.1967,466.9437,463.0688,464.6283,197002.3992,424.0
1663300800000,2022-09-16 04:00:00,USDT/KZT,465.1242,470.0,463.0251,463.3316,171562.4241530026,370.2799985
1663297200000,2022-09-16 03:00:00,USDT/KZT,464.7802,470.0,463.162,466.2376,192340.15997198137,412.53678376
1663293600000,2022-09-16 02:00:00,USDT/KZT,466.0499,470.0,460.0,464.2491,342306.2789894088,737.33320967
1663290000000,2022-09-16 01:00:00,USDT/KZT,465.3439,466.9816,463.1142,466.6981,168944.7122,362.0
1663286400000,2022-09-16 00:00:00,USDT/KZT,464.4001,470.0,463.0169,465.0395,176214.71499053153,378.92418814
1663282800000,2022-09-15 23:00:00,USDT/KZT,463.2967,470.0,463.0578,465.5615,205448.4169718152,441.29168106
1663279200000,2022-09-15 22:00:00,USDT/KZT,464.0769,470.0,460.0,464.0509,247784.5485247977,533.95984907
1663275600000,2022-09-15 21:00:00,USDT/KZT,463.9024,470.0,463.09,466.6331,169075.39615681247,362.33048225
1663272000000,2022-09-15 20:00:00,USDT/KZT,463.3368,466.859,463.0514,465.4548,172683.7308,371.0
1663268400000,2022-09-15 19:00:00,USDT/KZT,465.2526,470.0,463.0724,463.2182,197578.3314287344,426.53404255
1663264800000,2022-09-15 18:00:00,USDT/KZT,464.3735,466.7221,460.2074,466.7221,176887.6759,379.0
1663261200000,2022-09-15 17:00:00,USDT/KZT,461.1616,465.759,460.2257,465.1587,163735.8624,352.0
1663257600000,2022-09-15 16:00:00,USDT/KZT,463.2833,465.6739,460.2235,460.6848,190723.5072,414.0
1663254000000,2022-09-15 15:00:00,USDT/KZT,464.5879,470.0,456.0,461.8457,239089.88393861346,517.68346861
1663250400000,2022-09-15 14:00:00,USDT/KZT,462.8653,470.0,460.2064,462.1023,187809.7389985389,406.42459256
1663246800000,2022-09-15 13:00:00,USDT/KZT,463.481,470.0,455.0,465.3028,283579.77161104215,609.45210648
1663243200000,2022-09-15 12:00:00,USDT/KZT,462.2306,464.5286,460.0002,464.5286,199965.626442,430.47
1663239600000,2022-09-15 11:00:00,USDT/KZT,465.0644,466.9985,460.0,464.2237,172345.75170676035,371.2558228
1663236000000,2022-09-15 10:00:00,USDT/KZT,466.9464,470.0,463.0131,465.2192,204348.88870444233,439.25291283
1663232400000,2022-09-15 09:00:00,USDT/KZT,464.3004,466.9636,463.0546,463.1835,187126.134,404.0
1663228800000,2022-09-15 08:00:00,USDT/KZT,466.2833,466.9691,463.0284,464.571,176536.98,380.0
1663225200000,2022-09-15 07:00:00,USDT/KZT,463.9703,466.9928,463.0034,466.2945,208433.6415,447.0
1663221600000,2022-09-15 06:00:00,USDT/KZT,466.6508,466.9989,463.0159,466.2148,197675.07520000002,424.0
1663218000000,2022-09-15 05:00:00,USDT/KZT,464.2834,466.8367,459.5091,465.1832,180491.0816,388.0
1663214400000,2022-09-15 04:00:00,USDT/KZT,462.8985,464.836,459.5068,462.0823,171432.53329999998,371.0
1663210800000,2022-09-15 03:00:00,USDT/KZT,461.5562,465.3582,459.5977,463.589,192389.435,415.0
1663207200000,2022-09-15 02:00:00,USDT/KZT,463.6573,465.4513,459.5241,460.9793,148896.3139,323.0
1663203600000,2022-09-15 01:00:00,USDT/KZT,460.9664,465.3938,459.509,463.0644,191708.6616,414.0
1663200000000,2022-09-15 00:00:00,USDT/KZT,460.9111,465.4992,459.5551,463.063,180594.57,390.0
1663196400000,2022-09-14 23:00:00,USDT/KZT,461.351,465.4816,459.6308,463.5009,185400.36,400.0
1663192800000,2022-09-14 22:00:00,USDT/KZT,465.313,465.4744,459.535,463.6992,172959.8016,373.0
1663189200000,2022-09-14 21:00:00,USDT/KZT,460.2495,465.4851,459.5186,464.6073,175621.5594,378.0
1663185600000,2022-09-14 20:00:00,USDT/KZT,463.7146,470.0,459.524,461.0689,223680.89097170555,485.13549921
1663182000000,2022-09-14 19:00:00,USDT/KZT,462.7697,465.3605,459.6507,460.4764,164850.55120000002,358.0
1663178400000,2022-09-14 18:00:00,USDT/KZT,462.9275,465.4985,459.5043,459.7791,176095.3953,383.0
1663174800000,2022-09-14 17:00:00,USDT/KZT,461.9283,465.4658,459.5411,461.0302,190405.47259999998,413.0
1663171200000,2022-09-14 16:00:00,USDT/KZT,461.0801,465.3646,459.5644,465.1304,183261.3776,394.0
1663167600000,2022-09-14 15:00:00,USDT/KZT,460.8556,465.4765,459.5349,462.8902,201820.1272,436.0
1663164000000,2022-09-14 14:00:00,USDT/KZT,459.9571,470.0,455.0,463.8461,257141.27456627242,554.36765463
1663160400000,2022-09-14 13:00:00,USDT/KZT,458.5796,462.1532,458.1991,459.7395,176999.70750000002,385.0
1663156800000,2022-09-14 12:00:00,USDT/KZT,463.7984,465.3587,459.5789,463.2524,186690.7172,403.0
1663153200000,2022-09-14 11:00:00,USDT/KZT,461.7983,465.4713,459.71,461.5643,184164.1557,399.0
1663149600000,2022-09-14 10:00:00,USDT/KZT,465.2429,465.476,459.6098,464.478,176501.64,380.0
1663146000000,2022-09-14 09:00:00,USDT/KZT,460.008,465.4761,459.5154,460.824,169122.408,367.0
1663142400000,2022-09-14 08:00:00,USDT/KZT,460.8389,465.4722,459.552,463.9144,164225.6976,354.0
1663138800000,2022-09-14 07:00:00,USDT/KZT,462.6682,465.4987,459.541,460.4456,180494.6752,392.0
1663135200000,2022-09-14 06:00:00,USDT/KZT,459.8132,465.4827,459.5378,460.2981,170770.59509999998,371.0
1663131600000,2022-09-14 05:00:00,USDT/KZT,463.3218,465.4312,459.6065,463.7765,192931.024,416.0
1663128000000,2022-09-14 04:00:00,USDT/KZT,463.5421,465.406,459.5977,461.0213,173344.0088,376.0
1663124400000,2022-09-14 03:00:00,USDT/KZT,461.9892,465.3735,459.7373,460.3563,172173.2562,374.0
1663120800000,2022-09-14 02:00:00,USDT/KZT,468.3786,472.0,456.0,462.7747,217001.00344787302,468.91284992
1663117200000,2022-09-14 01:00:00,USDT/KZT,469.2266,473.9133,463.7172,466.1288,190180.5504,408.0
1663113600000,2022-09-14 00:00:00,USDT/KZT,470.5691,473.5542,465.3135,467.3659,194424.2144,416.0
1663110000000,2022-09-13 23:00:00,USDT/KZT,465.4321,473.6404,465.4321,473.2929,189317.16,400.0
1663106400000,2022-09-13 22:00:00,USDT/KZT,466.0313,473.2095,465.3423,470.751,141696.051,301.0
1663095600000,2022-09-13 19:00:00,USDT/KZT,473.0859,480.0,459.4444,472.5503,236969.0437961696,501.46840198
1663092000000,2022-09-13 18:00:00,USDT/KZT,467.3088,473.931,466.1175,470.9227,147398.8051,313.0
1663088400000,2022-09-13 17:00:00,USDT/KZT,469.8095,473.7645,466.0552,471.3617,174403.829,370.0
1663084800000,2022-09-13 16:00:00,USDT/KZT,469.0259,473.992,466.1174,469.4842,171361.733,365.0
1663081200000,2022-09-13 15:00:00,USDT/KZT,473.8298,480.0,466.0334,469.2652,189368.86330541107,403.54337655
1663077600000,2022-09-13 14:00:00,USDT/KZT,464.9839,480.0,461.9474,470.8041,248297.20887256338,527.38964863
1663074000000,2022-09-13 13:00:00,USDT/KZT,474.4608,480.0,465.669,468.9845,190911.42624607202,407.07406374
1663070400000,2022-09-13 12:00:00,USDT/KZT,460.8949,480.0,456.548,480.0,461089.716744,960.60357655
1663066800000,2022-09-13 11:00:00,USDT/KZT,458.2105,463.1552,452.3187,458.868,170230.85064000002,370.98
1663063200000,2022-09-13 10:00:00,USDT/KZT,457.6863,469.0,457.0859,457.0859,183561.21318963633,401.59018948
1663059600000,2022-09-13 09:00:00,USDT/KZT,460.2595,469.0,457.3877,458.8604,182168.55717755627,397.00213219
1663056000000,2022-09-13 08:00:00,USDT/KZT,457.3664,468.6858,456.9564,461.5171,172607.46717052424,374.00015551
1663052400000,2022-09-13 07:00:00,USDT/KZT,462.2462,463.1459,456.8087,459.5072,181964.8512,396.0
1663048800000,2022-09-13 06:00:00,USDT/KZT,456.8354,463.0001,456.8354,462.3207,180305.073,390.0
1663045200000,2022-09-13 05:00:00,USDT/KZT,457.294,467.9998,455.7389,461.5653,225272.85542407527,488.0628059
1663041600000,2022-09-13 04:00:00,USDT/KZT,461.1731,462.5078,455.4994,456.8668,176807.4516,387.0
1663038000000,2022-09-13 03:00:00,USDT/KZT,459.9246,462.343,455.419,457.6235,156507.237,342.0
1663034400000,2022-09-13 02:00:00,USDT/KZT,458.6038,462.5711,450.0001,456.4258,204262.52188021483,447.52623949
1663030800000,2022-09-13 01:00:00,USDT/KZT,461.3097,462.4987,455.5311,457.8784,168041.3728,367.0
1663027200000,2022-09-13 00:00:00,USDT/KZT,459.5046,467.9998,454.9742,462.2147,220630.97235885845,477.33439105
1663023600000,2022-09-12 23:00:00,USDT/KZT,459.4853,460.2112,454.502,455.603,164472.683,361.0
1663020000000,2022-09-12 22:00:00,USDT/KZT,458.5734,460.4773,454.5471,456.3468,185276.8008,406.0
1663016400000,2022-09-12 21:00:00,USDT/KZT,457.6942,460.4543,450.0001,459.884,233728.9273528332,508.2345273
1663012800000,2022-09-12 20:00:00,USDT/KZT,454.777,460.4857,454.5751,455.4787,131177.8656,288.0
1663009200000,2022-09-12 19:00:00,USDT/KZT,458.8684,460.3275,454.6369,456.7188,162591.8928,356.0
1663005600000,2022-09-12 18:00:00,USDT/KZT,458.761,460.3577,454.8209,459.2117,185980.7385,405.0
1663002000000,2022-09-12 17:00:00,USDT/KZT,457.2243,460.3629,454.6038,457.4255,144089.0325,315.0
1662998400000,2022-09-12 16:00:00,USDT/KZT,460.2903,460.3688,454.5402,456.7968,170385.2064,373.0
1662994800000,2022-09-12 15:00:00,USDT/KZT,455.2262,465.0,453.0702,459.3652,249158.0674134357,542.39647978
1662991200000,2022-09-12 14:00:00,USDT/KZT,455.0681,456.8855,450.0001,453.3981,215230.27313342542,474.70484136
1662987600000,2022-09-12 13:00:00,USDT/KZT,456.0195,456.8395,450.0,456.0501,193826.7587073776,425.01198598
1662984000000,2022-09-12 12:00:00,USDT/KZT,454.4363,456.9549,453.0746,455.8565,174593.03949999998,383.0
1662980400000,2022-09-12 11:00:00,USDT/KZT,456.7796,456.9863,452.999,456.4148,169786.3056,372.0
1662976800000,2022-09-12 10:00:00,USDT/KZT,456.7075,460.0,453.0763,456.0818,375422.5094689149,823.14731583
1662973200000,2022-09-12 09:00:00,USDT/KZT,454.7315,460.0,453.0131,453.6861,213532.7388322416,470.66184931
1662969600000,2022-09-12 08:00:00,USDT/KZT,458.1121,458.1823,453.0767,455.3942,166674.2772,366.0
1662966000000,2022-09-12 07:00:00,USDT/KZT,456.6853,458.3062,453.7656,456.7685,149820.068,328.0
1662962400000,2022-09-12 06:00:00,USDT/KZT,457.8831,459.8817,450.0,456.2032,234991.45689356915,515.10260536
1662958800000,2022-09-12 05:00:00,USDT/KZT,458.9466,462.0,457.1387,458.1599,204903.828814346,447.23213187
1662955200000,2022-09-12 04:00:00,USDT/KZT,456.9882,462.0,456.9011,457.1078,316361.86174249806,692.09464757
1662951600000,2022-09-12 03:00:00,USDT/KZT,459.5905,461.9362,456.8046,456.8046,166862.6806966968,365.28240017
1662948000000,2022-09-12 02:00:00,USDT/KZT,459.8324,461.9781,458.0219,458.7218,175231.72759999998,382.0
1662944400000,2022-09-12 01:00:00,USDT/KZT,458.2799,461.9751,458.1004,460.8025,178330.5675,387.0
1662940800000,2022-09-12 00:00:00,USDT/KZT,459.5288,461.8885,458.0232,459.3926,175947.3658,383.0
1662937200000,2022-09-11 23:00:00,USDT/KZT,460.1905,461.9355,458.0873,458.3404,180127.77719999998,393.0
1662933600000,2022-09-11 22:00:00,USDT/KZT,461.0055,461.9111,458.0043,461.0115,160432.002,348.0
1662930000000,2022-09-11 21:00:00,USDT/KZT,459.3628,461.9254,458.0165,458.7751,171581.8874,374.0
1662926400000,2022-09-11 20:00:00,USDT/KZT,460.4232,461.9966,458.0676,461.8848,166278.528,360.0
1662922800000,2022-09-11 19:00:00,USDT/KZT,458.5732,461.9099,454.5238,459.8974,166482.8588,362.0
1662919200000,2022-09-11 18:00:00,USDT/KZT,461.5205,462.514,454.6661,458.2317,186042.0702,406.0
1662915600000,2022-09-11 17:00:00,USDT/KZT,457.8767,462.3858,454.7823,460.3119,191950.0623,417.0
1662912000000,2022-09-11 16:00:00,USDT/KZT,459.1275,465.0,457.3132,458.0257,222083.58266261723,484.87144425
1662908400000,2022-09-11 15:00:00,USDT/KZT,459.2691,465.0,457.3295,459.3303,191709.02324459585,417.36637719
1662904800000,2022-09-11 14:00:00,USDT/KZT,459.1743,461.5746,457.4087,460.81,207364.5,450.0
1662901200000,2022-09-11 13:00:00,USDT/KZT,459.5719,461.5985,457.4836,461.5985,174945.8315,379.0
1662897600000,2022-09-11 12:00:00,USDT/KZT,461.2197,461.6561,457.3006,460.4824,158866.42799999999,345.0
1662894000000,2022-09-11 11:00:00,USDT/KZT,461.618,461.6709,457.3524,461.0877,179824.20299999998,390.0
1662890400000,2022-09-11 10:00:00,USDT/KZT,456.9951,465.0,456.0087,461.5447,192300.36597404463,416.64516129
1662886800000,2022-09-11 09:00:00,USDT/KZT,453.1274,457.15,453.0167,456.4548,182125.46519999998,399.0
1662883200000,2022-09-11 08:00:00,USDT/KZT,453.6635,460.0,453.0417,453.9414,166429.84626048958,366.63288755
1662879600000,2022-09-11 07:00:00,USDT/KZT,455.8248,460.0,453.0463,453.4006,213149.10638458957,470.11209598
1662876000000,2022-09-11 06:00:00,USDT/KZT,455.4706,462.4499,453.0029,454.9745,205740.59580359032,452.20247685
1662872400000,2022-09-11 05:00:00,USDT/KZT,461.3457,464.6367,450.0,455.4347,256409.7361,563.0
1662868800000,2022-09-11 04:00:00,USDT/KZT,461.4241,464.6202,460.0357,461.2812,169290.2004,367.0
1662865200000,2022-09-11 03:00:00,USDT/KZT,463.1731,464.1636,459.7732,462.2062,191353.36680000002,414.0
1662861600000,2022-09-11 02:00:00,USDT/KZT,464.3867,464.3867,459.8309,460.2673,165696.228,360.0
1662858000000,2022-09-11 01:00:00,USDT/KZT,460.2116,468.0,458.7289,459.964,223156.34851422938,485.16046585
1662854400000,2022-09-11 00:00:00,USDT/KZT,463.48,465.9751,456.0,459.6081,186279.24262144844,405.30017339
1662850800000,2022-09-10 23:00:00,USDT/KZT,464.7071,467.0796,463.2321,466.072,181302.008,389.0
1662847200000,2022-09-10 22:00:00,USDT/KZT,466.3505,467.0673,463.2105,463.4998,161297.9304,348.0
1662843600000,2022-09-10 21:00:00,USDT/KZT,460.2955,469.9999,460.2955,466.6459,180591.67833334825,386.99938933
1662840000000,2022-09-10 20:00:00,USDT/KZT,460.7619,464.939,455.0,464.6645,199555.22358783358,429.4608768
1662836400000,2022-09-10 19:00:00,USDT/KZT,460.4033,464.8038,459.6771,461.5769,174476.0682,378.0
1662832800000,2022-09-10 18:00:00,USDT/KZT,465.2947,465.2947,459.6046,461.723,168528.89500000002,365.0
1662829200000,2022-09-10 17:00:00,USDT/KZT,462.9154,466.5035,459.6104,462.8942,177751.3728,384.0
1662825600000,2022-09-10 16:00:00,USDT/KZT,462.7416,464.7826,459.7679,463.8047,164186.86380000002,354.0
1662822000000,2022-09-10 15:00:00,USDT/KZT,460.8321,465.0973,459.5829,463.5501,153898.63319999998,332.0
1662818400000,2022-09-10 14:00:00,USDT/KZT,474.0415,475.7589,455.0,460.1875,266853.2816586338,579.87946578
1662814800000,2022-09-10 13:00:00,USDT/KZT,474.8772,475.8957,470.7203,475.092,193362.444,407.0
1662811200000,2022-09-10 12:00:00,USDT/KZT,473.0161,475.9115,470.5596,475.8041,193176.4646,406.0
1662807600000,2022-09-10 11:00:00,USDT/KZT,464.0004,480.0,463.952,472.3636,293483.05907438096,621.3075247
1662804000000,2022-09-10 10:00:00,USDT/KZT,463.4024,466.7634,459.613,466.7634,182971.2528,392.0
1662800400000,2022-09-10 09:00:00,USDT/KZT,461.2906,464.3805,459.6042,463.5407,185416.28,400.0
1662796800000,2022-09-10 08:00:00,USDT/KZT,461.805,464.3259,459.7144,464.3259,188051.9895,405.0
1662793200000,2022-09-10 07:00:00,USDT/KZT,465.0107,470.229,456.001,461.7188,232354.9146176383,503.23901608
1662789600000,2022-09-10 06:00:00,USDT/KZT,465.3831,470.1839,464.6815,467.8561,194628.13760000002,416.0
1662786000000,2022-09-10 05:00:00,USDT/KZT,469.1649,470.4619,464.5622,466.6866,202541.9844,434.0
1662782400000,2022-09-10 04:00:00,USDT/KZT,468.3565,475.0,464.0488,468.3294,243137.10253425792,519.15831578
1662778800000,2022-09-10 03:00:00,USDT/KZT,466.3504,468.791,463.2086,466.7835,177844.5135,381.0
1662775200000,2022-09-10 02:00:00,USDT/KZT,466.7078,468.6956,463.2261,467.6246,173956.3512,372.0
1662771600000,2022-09-10 01:00:00,USDT/KZT,465.6628,468.7053,463.2639,467.8486,167021.9502,357.0
1662768000000,2022-09-10 00:00:00,USDT/KZT,465.781,468.7942,463.3441,467.0123,191942.05529999998,411.0
1662764400000,2022-09-09 23:00:00,USDT/KZT,468.7863,468.7863,463.31,464.0025,155904.84,336.0
1662760800000,2022-09-09 22:00:00,USDT/KZT,467.525,468.6543,463.2599,463.4791,192343.8265,415.0
1662757200000,2022-09-09 21:00:00,USDT/KZT,463.4415,468.7777,463.2262,464.9338,182254.0496,392.0
1662753600000,2022-09-09 20:00:00,USDT/KZT,466.4839,468.764,463.3697,468.2674,156869.579,335.0
1662750000000,2022-09-09 19:00:00,USDT/KZT,466.7618,468.6357,463.2195,466.7936,174114.0128,373.0
1662746400000,2022-09-09 18:00:00,USDT/KZT,468.4752,468.7698,463.2126,465.7546,161151.09159999999,346.0
1662742800000,2022-09-09 17:00:00,USDT/KZT,465.5474,468.7266,463.2227,464.3734,173675.6516,374.0
1662739200000,2022-09-09 16:00:00,USDT/KZT,467.2936,468.7957,463.4371,466.9596,175109.85,375.0
1662735600000,2022-09-09 15:00:00,USDT/KZT,463.9398,468.7896,463.3272,464.2656,155528.976,335.0
1662732000000,2022-09-09 14:00:00,USDT/KZT,466.5443,468.7908,463.3124,464.8528,171530.6832,369.0
1662728400000,2022-09-09 13:00:00,USDT/KZT,463.6251,468.5262,463.2634,464.0482,159632.5808,344.0
1662724800000,2022-09-09 12:00:00,USDT/KZT,464.1841,468.7606,463.2468,465.8814,176103.1692,378.0
1662721200000,2022-09-09 11:00:00,USDT/KZT,466.5904,468.5006,463.0645,466.7028,196948.5816,422.0
1662717600000,2022-09-09 10:00:00,USDT/KZT,464.8116,474.9999,462.236,465.6159,204223.26723583994,438.60887748
1662714000000,2022-09-09 09:00:00,USDT/KZT,464.1481,465.6743,461.3096,463.9661,171203.4909,369.0
1662710400000,2022-09-09 08:00:00,USDT/KZT,466.6273,468.4469,462.4261,462.5804,170692.1676,369.0
1662706800000,2022-09-09 07:00:00,USDT/KZT,458.8759,473.0,458.1037,465.8685,244749.42485888363,525.36160925
1662703200000,2022-09-09 06:00:00,USDT/KZT,458.8471,469.0,455.7165,461.976,235215.38012540902,509.15064879
1662699600000,2022-09-09 05:00:00,USDT/KZT,456.1807,465.0,455.0149,460.9521,200809.172844,435.64
1662696000000,2022-09-09 04:00:00,USDT/KZT,461.7266,469.0,454.7466,457.2635,249346.16590494485,545.30082962
1662692400000,2022-09-09 03:00:00,USDT/KZT,464.9612,467.6146,450.0,460.809,255791.23238429282,555.0916592
1662688800000,2022-09-09 02:00:00,USDT/KZT,466.2897,468.9783,454.0001,464.0089,208611.2931994992,449.58468081
1662685200000,2022-09-09 01:00:00,USDT/KZT,465.5877,468.9281,455.0,466.5912,185547.3962102263,397.66587156
1662681600000,2022-09-09 00:00:00,USDT/KZT,461.8054,468.9142,461.0866,462.2767,189071.1703,409.0
