https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINK,Volume BTC
1663545600,2022-09-19 00:00:00,LINK/BTC,0.00038699,0.00038699,0.00038699,0.00038699,0.00000000,0.0
1663459200,2022-09-18 00:00:00,LINK/BTC,0.00040601,0.00040601,0.00038435,0.00038699,5869.21944976,2.2713292348626224
1663372800,2022-09-17 00:00:00,LINK/BTC,0.00038852,0.00040457,0.00038486,0.00040353,3160.45314956,1.2753376594419468
1663286400,2022-09-16 00:00:00,LINK/BTC,0.00038450,0.00039350,0.00037752,0.00038477,11245.58387199,4.326963306425593
1663200000,2022-09-15 00:00:00,LINK/BTC,0.00036434,0.00038128,0.00035825,0.00038068,4977.29347233,1.8947560790465845
1663113600,2022-09-14 00:00:00,LINK/BTC,0.00035757,0.00035757,0.00035757,0.00035757,0.00000000,0.0
1663027200,2022-09-13 00:00:00,LINK/BTC,0.00034492,0.00035757,0.00034492,0.00035757,8911.80183024,3.1865929804389164
1662940800,2022-09-12 00:00:00,LINK/BTC,0.00036256,0.00036256,0.00034744,0.00035000,5182.45163677,1.8138580728695
1662854400,2022-09-11 00:00:00,LINK/BTC,0.00036663,0.00037191,0.00036410,0.00036825,5232.75554087,1.9269622279253773
1662768000,2022-09-10 00:00:00,LINK/BTC,0.00036406,0.00037676,0.00036406,0.00036869,4536.28460574,1.6724827712902808
1662681600,2022-09-09 00:00:00,LINK/BTC,0.00039000,0.00039511,0.00036192,0.00036294,4178.56743061,1.5165692632655934
1662595200,2022-09-08 00:00:00,LINK/BTC,0.00038274,0.00038653,0.00038270,0.00038653,480.68869701,0.1858006020552753
1662508800,2022-09-07 00:00:00,LINK/BTC,0.00035700,0.00036362,0.00035700,0.00036235,4912.57487000,1.7800715041445
1662422400,2022-09-06 00:00:00,LINK/BTC,0.00036104,0.00036419,0.00035219,0.00035739,282.83337975,0.10108182158885251
1662336000,2022-09-05 00:00:00,LINK/BTC,0.00036814,0.00037985,0.00036076,0.00036588,259.35653040,0.094893367342752
1662249600,2022-09-04 00:00:00,LINK/BTC,0.00034800,0.00036584,0.00034759,0.00036584,5760.03035106,2.10724950363179
1662163200,2022-09-03 00:00:00,LINK/BTC,0.00034575,0.00035000,0.00034066,0.00034528,3736.16561703,1.2900232642481184
1662076800,2022-09-02 00:00:00,LINK/BTC,0.00034363,0.00035368,0.00034304,0.00034783,1261.77586081,0.4388834976655423
1661990400,2022-09-01 00:00:00,LINK/BTC,0.00033000,0.00034314,0.00032715,0.00034314,27.14146813,0.0093133233741282
1661904000,2022-08-31 00:00:00,LINK/BTC,0.00033037,0.00033650,0.00032903,0.00032903,1265.32155615,0.4163287516200346
1661817600,2022-08-30 00:00:00,LINK/BTC,0.00033199,0.00033246,0.00032836,0.00032955,3501.76839809,1.1540077755905596
1661731200,2022-08-29 00:00:00,LINK/BTC,0.00031773,0.00032517,0.00031672,0.00032421,32.12425275,0.010415003984077499
1661644800,2022-08-28 00:00:00,LINK/BTC,0.00032693,0.00032696,0.00032693,0.00032696,188.81944665,0.061736406276684
1661558400,2022-08-27 00:00:00,LINK/BTC,0.00032225,0.00032225,0.00032225,0.00032225,0.00000000,0.0
1661472000,2022-08-26 00:00:00,LINK/BTC,0.00032500,0.00032500,0.00032207,0.00032225,495.93301000,0.1598144124725
1661385600,2022-08-25 00:00:00,LINK/BTC,0.00033113,0.00033291,0.00033112,0.00033112,2.41673300,0.00080022863096
1661299200,2022-08-24 00:00:00,LINK/BTC,0.00033604,0.00033604,0.00033604,0.00033604,0.59516725,0.00020000000269000003
1661212800,2022-08-23 00:00:00,LINK/BTC,0.00033000,0.00034000,0.00032668,0.00033604,639.93837394,0.2150448911787976
1661126400,2022-08-22 00:00:00,LINK/BTC,0.00032059,0.00032269,0.00032059,0.00032261,231.99079236,0.0748425495232596
1661040000,2022-08-21 00:00:00,LINK/BTC,0.00032728,0.00034000,0.00032728,0.00034000,150.81791997,0.0512780927898
1660953600,2022-08-20 00:00:00,LINK/BTC,0.00033496,0.00033496,0.00032807,0.00032859,778.09771000,0.2556751265289
1660867200,2022-08-19 00:00:00,LINK/BTC,0.00032500,0.00033403,0.00032434,0.00032834,5195.97620623,1.706046827553558
1660780800,2022-08-18 00:00:00,LINK/BTC,0.00034216,0.00034998,0.00034136,0.00034314,25555.54864280,8.769130961290394
1660694400,2022-08-17 00:00:00,LINK/BTC,0.00035866,0.00035999,0.00034511,0.00035104,12824.53636754,4.501925246461242
1660608000,2022-08-16 00:00:00,LINK/BTC,0.00035922,0.00035929,0.00035864,0.00035866,790.27964675,0.283441698103355
1660521600,2022-08-15 00:00:00,LINK/BTC,0.00035500,0.00036361,0.00035362,0.00036140,3919.56178729,1.4165296299266061
1660435200,2022-08-14 00:00:00,LINK/BTC,0.00037100,0.00037243,0.00036137,0.00036137,301.49401876,0.10895089355930121
