https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ENJ,Volume EUR
1663545600,2022-09-19 00:00:00,ENJ/EUR,0.46799,0.46799,0.46799,0.46799,118.89558656,55.6419455542144
1663542000,2022-09-18 23:00:00,ENJ/EUR,0.46671,0.46671,0.46671,0.46671,0.00000000,0.0
1663538400,2022-09-18 22:00:00,ENJ/EUR,0.46671,0.46671,0.46671,0.46671,74.84335026,34.9301399998446
1663534800,2022-09-18 21:00:00,ENJ/EUR,0.46892,0.46892,0.46892,0.46892,2015.88775431,945.2900857510452
1663531200,2022-09-18 20:00:00,ENJ/EUR,0.48908,0.48908,0.48908,0.48908,28.79682470,14.083951024275999
1663527600,2022-09-18 19:00:00,ENJ/EUR,0.49074,0.49076,0.49074,0.49076,345.68502399,169.6483823733324
1663524000,2022-09-18 18:00:00,ENJ/EUR,0.49098,0.49098,0.49096,0.49096,275.32089767,135.1715479200632
1663520400,2022-09-18 17:00:00,ENJ/EUR,0.48947,0.49351,0.48705,0.48705,3127.32049491,1523.1614470459153
1663516800,2022-09-18 16:00:00,ENJ/EUR,0.49494,0.49494,0.49494,0.49494,182.98902361,90.5685873455334
1663513200,2022-09-18 15:00:00,ENJ/EUR,0.50378,0.50378,0.50378,0.50378,0.00000000,0.0
1663509600,2022-09-18 14:00:00,ENJ/EUR,0.50378,0.50378,0.50378,0.50378,0.00000000,0.0
1663506000,2022-09-18 13:00:00,ENJ/EUR,0.50378,0.50378,0.50378,0.50378,0.00000000,0.0
1663502400,2022-09-18 12:00:00,ENJ/EUR,0.50300,0.50378,0.50298,0.50378,50435.57543249,25408.434191379813
1663498800,2022-09-18 11:00:00,ENJ/EUR,0.50664,0.50664,0.50664,0.50664,0.00000000,0.0
1663495200,2022-09-18 10:00:00,ENJ/EUR,0.50821,0.50821,0.50664,0.50664,97.46309601,49.378702962506395
1663491600,2022-09-18 09:00:00,ENJ/EUR,0.51600,0.51600,0.51600,0.51600,140.00000000,72.24000000000001
1663488000,2022-09-18 08:00:00,ENJ/EUR,0.51708,0.51708,0.51708,0.51708,223.77887594,115.7115811710552
1663484400,2022-09-18 07:00:00,ENJ/EUR,0.51516,0.51516,0.51516,0.51516,0.00000000,0.0
1663480800,2022-09-18 06:00:00,ENJ/EUR,0.51516,0.51516,0.51516,0.51516,203.97611922,105.08033757737519
1663477200,2022-09-18 05:00:00,ENJ/EUR,0.51193,0.51193,0.51193,0.51193,0.00000000,0.0
1663473600,2022-09-18 04:00:00,ENJ/EUR,0.51193,0.51193,0.51193,0.51193,0.00000000,0.0
1663470000,2022-09-18 03:00:00,ENJ/EUR,0.51193,0.51193,0.51193,0.51193,61.97468471,31.7267003435903
1663466400,2022-09-18 02:00:00,ENJ/EUR,0.51000,0.51000,0.51000,0.51000,0.00000000,0.0
1663462800,2022-09-18 01:00:00,ENJ/EUR,0.51000,0.51000,0.51000,0.51000,0.00000000,0.0
1663459200,2022-09-18 00:00:00,ENJ/EUR,0.51000,0.51000,0.51000,0.51000,49825.40470490,25410.956399499002
1663455600,2022-09-17 23:00:00,ENJ/EUR,0.50711,0.50711,0.50711,0.50711,0.00000000,0.0
1663452000,2022-09-17 22:00:00,ENJ/EUR,0.50711,0.50711,0.50711,0.50711,0.00000000,0.0
1663448400,2022-09-17 21:00:00,ENJ/EUR,0.50711,0.50711,0.50711,0.50711,225.90404037,114.55819791203068
1663444800,2022-09-17 20:00:00,ENJ/EUR,0.50641,0.50641,0.50604,0.50604,453.99794029,229.7411177043516
1663441200,2022-09-17 19:00:00,ENJ/EUR,0.50998,0.50998,0.50998,0.50998,0.00000000,0.0
1663437600,2022-09-17 18:00:00,ENJ/EUR,0.50998,0.50998,0.50998,0.50998,0.00000000,0.0
1663434000,2022-09-17 17:00:00,ENJ/EUR,0.50998,0.50998,0.50998,0.50998,0.00000000,0.0
1663430400,2022-09-17 16:00:00,ENJ/EUR,0.51079,0.51202,0.50998,0.50998,764.80200193,390.0337249442614
1663426800,2022-09-17 15:00:00,ENJ/EUR,0.50215,0.50215,0.50215,0.50215,0.00000000,0.0
1663423200,2022-09-17 14:00:00,ENJ/EUR,0.50215,0.50215,0.50215,0.50215,0.00000000,0.0
1663419600,2022-09-17 13:00:00,ENJ/EUR,0.50215,0.50215,0.50215,0.50215,60.36700726,30.313292695609
1663416000,2022-09-17 12:00:00,ENJ/EUR,0.49935,0.49935,0.49935,0.49935,64.92619970,32.420897820195
1663412400,2022-09-17 11:00:00,ENJ/EUR,0.49740,0.49740,0.49740,0.49740,0.00000000,0.0
1663408800,2022-09-17 10:00:00,ENJ/EUR,0.49965,0.49965,0.49740,0.49740,3517.99343055,1749.84993235557
1663405200,2022-09-17 09:00:00,ENJ/EUR,0.50081,0.50081,0.50081,0.50081,0.00000000,0.0
1663401600,2022-09-17 08:00:00,ENJ/EUR,0.50081,0.50081,0.50081,0.50081,0.00000000,0.0
1663398000,2022-09-17 07:00:00,ENJ/EUR,0.49858,0.50081,0.49858,0.50081,2099.28799006,1051.3444183019485
1663394400,2022-09-17 06:00:00,ENJ/EUR,0.49956,0.49956,0.49956,0.49956,0.00000000,0.0
1663390800,2022-09-17 05:00:00,ENJ/EUR,0.49956,0.49956,0.49956,0.49956,0.00000000,0.0
1663387200,2022-09-17 04:00:00,ENJ/EUR,0.49956,0.49956,0.49956,0.49956,0.00000000,0.0
1663383600,2022-09-17 03:00:00,ENJ/EUR,0.49956,0.49956,0.49956,0.49956,0.00000000,0.0
1663380000,2022-09-17 02:00:00,ENJ/EUR,0.49956,0.49956,0.49956,0.49956,0.00000000,0.0
1663376400,2022-09-17 01:00:00,ENJ/EUR,0.49956,0.49956,0.49956,0.49956,138.67214952,69.27505901421121
1663372800,2022-09-17 00:00:00,ENJ/EUR,0.49596,0.49596,0.49596,0.49596,0.00000000,0.0
1663369200,2022-09-16 23:00:00,ENJ/EUR,0.49596,0.49596,0.49596,0.49596,0.00000000,0.0
1663365600,2022-09-16 22:00:00,ENJ/EUR,0.49596,0.49596,0.49596,0.49596,103.17693599,51.171633173600405
1663362000,2022-09-16 21:00:00,ENJ/EUR,0.49384,0.49384,0.49384,0.49384,0.00000000,0.0
1663358400,2022-09-16 20:00:00,ENJ/EUR,0.49384,0.49384,0.49384,0.49384,0.00000000,0.0
