https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LOOM,Volume BTC
1663459200,2022-09-18 00:00:00,LOOM/BTC,0.000003109,0.000003214,0.000003044,0.000003086,42715.4998,0.1326041825197
1663372800,2022-09-17 00:00:00,LOOM/BTC,0.000003157,0.000003533,0.000002766,0.000003114,1967002.9164,6.086214404031
1663286400,2022-09-16 00:00:00,LOOM/BTC,0.00000428,0.000004999,0.000002897,0.000003161,2277244.1426,8.5659844382972
1663200000,2022-09-15 00:00:00,LOOM/BTC,0.000003462,0.000005465,0.000003225,0.000004266,3828556.0669,16.8983900036781
1663113600,2022-09-14 00:00:00,LOOM/BTC,0.000003902,0.000004548,0.000003206,0.000003426,1149773.3921,4.1106306081585
1663027200,2022-09-13 00:00:00,LOOM/BTC,0.000004312,0.00000476,0.000003611,0.000003918,1358719.0125,5.42547792674
1662940800,2022-09-12 00:00:00,LOOM/BTC,0.000004368,0.000007499,0.000003998,0.00000435,3384558.9618,18.8063582895972
1662854400,2022-09-11 00:00:00,LOOM/BTC,0.00000227,0.0000054,0.000002246,0.000004366,3873376.0504,13.9021260651362
1662768000,2022-09-10 00:00:00,LOOM/BTC,0.000002336,0.00000253,0.000002264,0.000002292,403898.958,0.9681766399827
1662681600,2022-09-09 00:00:00,LOOM/BTC,0.000002621,0.000003024,0.000002238,0.00000233,819578.289,2.0830813956956
1662595200,2022-09-08 00:00:00,LOOM/BTC,0.000002305,0.000003416,0.000002267,0.000002624,1444190.8548,3.8688995758634
1662508800,2022-09-07 00:00:00,LOOM/BTC,0.000002312,0.000002327,0.00000225,0.000002298,30479.7094,0.0696556771313
1662422400,2022-09-06 00:00:00,LOOM/BTC,0.000002318,0.000002334,0.00000228,0.000002324,12525.6523,0.0289007810007
1662336000,2022-09-05 00:00:00,LOOM/BTC,0.000002335,0.00000235,0.00000225,0.00000232,39166.4465,0.0893637991374
1662249600,2022-09-04 00:00:00,LOOM/BTC,0.000002342,0.000002361,0.000002323,0.00000233,13986.8632,0.0328061635321
1662163200,2022-09-03 00:00:00,LOOM/BTC,0.000002345,0.00000239,0.000002313,0.000002342,34666.9195,0.0815987820287
1662076800,2022-09-02 00:00:00,LOOM/BTC,0.000002341,0.000002427,0.000002303,0.000002343,82824.2438,0.194701930096
1661990400,2022-09-01 00:00:00,LOOM/BTC,0.000002382,0.000002412,0.000002309,0.000002344,198835.0083,0.469157887536
1661904000,2022-08-31 00:00:00,LOOM/BTC,0.000002427,0.000002427,0.000002321,0.000002379,99026.7845,0.2324824272305
1661817600,2022-08-30 00:00:00,LOOM/BTC,0.00000251,0.000002618,0.00000237,0.000002427,64766.2348,0.1592754046914
1661731200,2022-08-29 00:00:00,LOOM/BTC,0.00000254,0.00000254,0.000002385,0.000002494,258654.8662,0.6334646370447
1661644800,2022-08-28 00:00:00,LOOM/BTC,0.000002744,0.00000285,0.00000254,0.000002562,131761.0241,0.3496416134327
1661558400,2022-08-27 00:00:00,LOOM/BTC,0.000002544,0.000002941,0.000002544,0.000002764,624513.4216,1.7003346440555
1661472000,2022-08-26 00:00:00,LOOM/BTC,0.000002624,0.00000313,0.000002427,0.000002521,1234931.8648,3.4229528983753
1661385600,2022-08-25 00:00:00,LOOM/BTC,0.0000021,0.000003099,0.000002093,0.000002602,2946486.7044,7.7452930027235
1661299200,2022-08-24 00:00:00,LOOM/BTC,0.000002075,0.000002131,0.00000203,0.000002093,25443.0716,0.0529255838873
1661212800,2022-08-23 00:00:00,LOOM/BTC,0.000002062,0.000002103,0.000002031,0.000002064,35198.8533,0.0729146472057
1661126400,2022-08-22 00:00:00,LOOM/BTC,0.0000021,0.000002138,0.000002045,0.000002071,88771.135,0.1866986992872
1661040000,2022-08-21 00:00:00,LOOM/BTC,0.000002115,0.00000212,0.00000209,0.000002103,145068.348,0.3046608443888
1660953600,2022-08-20 00:00:00,LOOM/BTC,0.00000212,0.000002149,0.000002093,0.000002115,82492.7099,0.1745794221054
