https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume BTC
1663376400,2022-09-17 01:00:00,ETH/BTC,0.072342,0.072345,0.072225,0.072235,10.61774309,0.76741558992412
1663372800,2022-09-17 00:00:00,ETH/BTC,0.072412,0.072928,0.072256,0.07233,200.45382704,14.54380180633663
1663369200,2022-09-16 23:00:00,ETH/BTC,0.072605,0.072651,0.072286,0.07242,140.60812282,10.18955715495253
1663365600,2022-09-16 22:00:00,ETH/BTC,0.072927,0.072992,0.07258,0.072592,166.406805,12.11488223136469
1663362000,2022-09-16 21:00:00,ETH/BTC,0.072791,0.073297,0.072708,0.072917,228.83416177,16.69394908823203
1663358400,2022-09-16 20:00:00,ETH/BTC,0.072786,0.073,0.072599,0.072788,123.50231381,8.98609110644751
1663354800,2022-09-16 19:00:00,ETH/BTC,0.073012,0.073314,0.072774,0.072779,186.24560542,13.61184688382919
1663351200,2022-09-16 18:00:00,ETH/BTC,0.07309,0.073249,0.072762,0.073033,200.18267451,14.62668080403946
1663347600,2022-09-16 17:00:00,ETH/BTC,0.073074,0.073579,0.072708,0.0731,475.66834994,34.77604559810714
1663344000,2022-09-16 16:00:00,ETH/BTC,0.07387,0.07387,0.072544,0.073087,435.20919604,31.7790266977678
1663340400,2022-09-16 15:00:00,ETH/BTC,0.073623,0.073882,0.073467,0.07388,249.96180334,18.40843040658091
1663336800,2022-09-16 14:00:00,ETH/BTC,0.073259,0.073785,0.07307,0.073631,397.51020425,29.21587373833344
1663333200,2022-09-16 13:00:00,ETH/BTC,0.073905,0.074055,0.072985,0.073318,1151.97112348,84.87808013300821
1663329600,2022-09-16 12:00:00,ETH/BTC,0.074425,0.074426,0.073806,0.0739,432.16374851,32.00292190150274
1663326000,2022-09-16 11:00:00,ETH/BTC,0.074238,0.074547,0.074044,0.07443,255.56436434,18.97652418288808
1663322400,2022-09-16 10:00:00,ETH/BTC,0.074041,0.074343,0.073824,0.07424,302.21264119,22.39676312071073
1663318800,2022-09-16 09:00:00,ETH/BTC,0.073715,0.074133,0.073684,0.074046,337.51143294,24.97199955843347
1663315200,2022-09-16 08:00:00,ETH/BTC,0.074546,0.074547,0.073563,0.073718,568.90857787,42.16457477456647
1663311600,2022-09-16 07:00:00,ETH/BTC,0.0745,0.074631,0.07446,0.074546,212.01539484,15.80171183128936
1663308000,2022-09-16 06:00:00,ETH/BTC,0.07452,0.0746,0.074323,0.074498,354.0488779,26.36622733063352
1663304400,2022-09-16 05:00:00,ETH/BTC,0.07414,0.074695,0.074134,0.07452,225.55007889,16.79347972559437
1663300800,2022-09-16 04:00:00,ETH/BTC,0.074633,0.074761,0.074117,0.074135,309.01447277,23.02134720817104
1663297200,2022-09-16 03:00:00,ETH/BTC,0.074255,0.074634,0.074136,0.074634,428.11959917,31.8397389298226
1663293600,2022-09-16 02:00:00,ETH/BTC,0.074586,0.074645,0.073886,0.074255,476.79988185,35.39535822284282
1663290000,2022-09-16 01:00:00,ETH/BTC,0.07492,0.074925,0.074381,0.074586,460.36572107,34.37834209400617
1663286400,2022-09-16 00:00:00,ETH/BTC,0.074755,0.074963,0.073861,0.074915,876.49969997,65.29406561721529
1663282800,2022-09-15 23:00:00,ETH/BTC,0.07475,0.074987,0.07445,0.074752,545.18972012,40.75616836883806
1663279200,2022-09-15 22:00:00,ETH/BTC,0.075172,0.075172,0.074285,0.074755,698.10702487,52.18445703506406
1663275600,2022-09-15 21:00:00,ETH/BTC,0.075775,0.075836,0.074988,0.075178,368.14681098,27.71353707466092
1663272000,2022-09-15 20:00:00,ETH/BTC,0.075685,0.076043,0.075591,0.075775,308.03939465,23.34755070444977
1663268400,2022-09-15 19:00:00,ETH/BTC,0.07583,0.075955,0.075604,0.075684,458.37392523,34.73564550052221
1663264800,2022-09-15 18:00:00,ETH/BTC,0.076054,0.07613,0.07564,0.075825,385.08857567,29.23105472293539
1663261200,2022-09-15 17:00:00,ETH/BTC,0.07599,0.076374,0.075892,0.076051,631.47465885,48.09630546900782
1663257600,2022-09-15 16:00:00,ETH/BTC,0.075624,0.076041,0.075405,0.075991,670.21600132,50.72463089062878
1663254000,2022-09-15 15:00:00,ETH/BTC,0.075675,0.075735,0.074671,0.075632,1238.18699704,93.30294893378514
1663250400,2022-09-15 14:00:00,ETH/BTC,0.078865,0.078955,0.075577,0.075678,1696.6991562,130.99728019766737
