https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EPS,Volume BTC
1649725200,2022-04-12 01:00:00,EPS/BTC,0.00000524,0.00000524,0.00000523,0.00000524,231.5428,0.001213247698
1649721600,2022-04-12 00:00:00,EPS/BTC,0.00000507,0.00000523,0.00000507,0.00000523,6207.2181,0.0320181606
1649718000,2022-04-11 23:00:00,EPS/BTC,0.00000504,0.00000507,0.00000504,0.00000506,404.0422,0.002044820266
1649714400,2022-04-11 22:00:00,EPS/BTC,0.00000499,0.00000506,0.00000499,0.00000504,1243.1961,0.006253882292
1649710800,2022-04-11 21:00:00,EPS/BTC,0.00000498,0.000005,0.00000497,0.000005,3069.8631,0.015296730659
1649707200,2022-04-11 20:00:00,EPS/BTC,0.00000498,0.00000501,0.00000496,0.00000497,9508.0367,0.047356946682
1649703600,2022-04-11 19:00:00,EPS/BTC,0.00000494,0.00000499,0.00000491,0.00000499,4607.9352,0.022754986013
1649700000,2022-04-11 18:00:00,EPS/BTC,0.00000506,0.00000506,0.00000493,0.00000493,2109.4902,0.010551523215
1649696400,2022-04-11 17:00:00,EPS/BTC,0.00000507,0.00000513,0.00000506,0.00000506,1812.2907,0.009234224229
1649692800,2022-04-11 16:00:00,EPS/BTC,0.00000512,0.00000512,0.00000507,0.00000507,805.6787,0.004099483352
1649689200,2022-04-11 15:00:00,EPS/BTC,0.00000513,0.00000513,0.00000509,0.00000511,1890.1843,0.009645198402
1649685600,2022-04-11 14:00:00,EPS/BTC,0.00000521,0.00000523,0.00000509,0.00000515,2116.511,0.010884183805
1649682000,2022-04-11 13:00:00,EPS/BTC,0.00000508,0.00000523,0.00000508,0.00000521,3125.2495,0.016092389518
1649678400,2022-04-11 12:00:00,EPS/BTC,0.00000511,0.00000511,0.00000503,0.00000508,3263.9716,0.016495749254
1649674800,2022-04-11 11:00:00,EPS/BTC,0.00000521,0.00000521,0.000005,0.0000051,4564.4007,0.0231839749
1649671200,2022-04-11 10:00:00,EPS/BTC,0.00000518,0.00000529,0.00000504,0.00000521,15426.237,0.080010485222
1649667600,2022-04-11 09:00:00,EPS/BTC,0.00000535,0.00000535,0.00000513,0.00000517,3383.2315,0.01765643663
1649664000,2022-04-11 08:00:00,EPS/BTC,0.0000052,0.00000537,0.0000052,0.00000537,9556.0934,0.051141921178
1649660400,2022-04-11 07:00:00,EPS/BTC,0.00000518,0.00000521,0.00000518,0.00000521,651.4587,0.003384651332
1649656800,2022-04-11 06:00:00,EPS/BTC,0.00000527,0.00000527,0.00000515,0.00000517,14625.8108,0.076736980182
1649653200,2022-04-11 05:00:00,EPS/BTC,0.00000533,0.00000541,0.00000526,0.00000526,2785.5838,0.014826395998
1649649600,2022-04-11 04:00:00,EPS/BTC,0.00000515,0.00000536,0.00000515,0.00000532,5969.4923,0.03122610941
1649646000,2022-04-11 03:00:00,EPS/BTC,0.00000506,0.00000514,0.00000498,0.00000514,6108.80331534,0.0311360292859286
1649642400,2022-04-11 02:00:00,EPS/BTC,0.00000505,0.00000508,0.00000505,0.00000505,390.5774,0.001977788621
1649638800,2022-04-11 01:00:00,EPS/BTC,0.00000506,0.00000508,0.00000504,0.00000504,190.7196,0.000964412376
1649635200,2022-04-11 00:00:00,EPS/BTC,0.00000517,0.00000517,0.00000506,0.00000506,4053.7529,0.020705142502
1649631600,2022-04-10 23:00:00,EPS/BTC,0.00000515,0.00000518,0.00000512,0.00000518,1255.7817,0.006470760452
1649628000,2022-04-10 22:00:00,EPS/BTC,0.0000052,0.0000052,0.00000513,0.00000515,1438.4882,0.007437528796
1649624400,2022-04-10 21:00:00,EPS/BTC,0.00000527,0.00000527,0.0000052,0.0000052,1560.2953,0.008170124238
1649620800,2022-04-10 20:00:00,EPS/BTC,0.00000523,0.0000053,0.00000523,0.00000528,40052.113,0.210593619936
1649617200,2022-04-10 19:00:00,EPS/BTC,0.00000518,0.00000523,0.00000518,0.00000522,26431.7294,0.137709142747
1649613600,2022-04-10 18:00:00,EPS/BTC,0.00000516,0.0000052,0.00000515,0.00000518,734.393,0.003797955972
1649610000,2022-04-10 17:00:00,EPS/BTC,0.00000514,0.00000517,0.00000511,0.00000515,5748.8719,0.029673395746
1649606400,2022-04-10 16:00:00,EPS/BTC,0.00000508,0.00000514,0.00000508,0.00000513,804.1563,0.004107759652
1649602800,2022-04-10 15:00:00,EPS/BTC,0.00000507,0.0000051,0.00000506,0.00000507,4870.4133,0.024741277294
1649599200,2022-04-10 14:00:00,EPS/BTC,0.00000505,0.00000506,0.00000503,0.00000506,898.598,0.004534118163
1649595600,2022-04-10 13:00:00,EPS/BTC,0.00000515,0.00000515,0.00000503,0.00000506,3522.2727,0.01792075991
1649592000,2022-04-10 12:00:00,EPS/BTC,0.00000515,0.00000519,0.00000514,0.00000516,1520.7151,0.007861252674
1649588400,2022-04-10 11:00:00,EPS/BTC,0.00000514,0.00000519,0.00000513,0.00000514,1527.1706,0.007869848494
1649584800,2022-04-10 10:00:00,EPS/BTC,0.00000519,0.00000519,0.00000513,0.00000513,1089.2308,0.00562324587
1649581200,2022-04-10 09:00:00,EPS/BTC,0.00000526,0.00000528,0.00000519,0.00000519,1750.0816,0.009157942363
1649577600,2022-04-10 08:00:00,EPS/BTC,0.00000533,0.00000534,0.0000052,0.00000527,64029.9503,0.336062267258
1649574000,2022-04-10 07:00:00,EPS/BTC,0.00000519,0.00000532,0.00000517,0.00000532,13985.14310404,0.0732823930260484
1649570400,2022-04-10 06:00:00,EPS/BTC,0.0000051,0.00000521,0.0000051,0.00000518,3301.27929596,0.0170523147709516
1649566800,2022-04-10 05:00:00,EPS/BTC,0.00000517,0.00000517,0.00000509,0.00000509,13517.002,0.069604610768
1649563200,2022-04-10 04:00:00,EPS/BTC,0.00000518,0.00000519,0.00000518,0.00000518,275.792,0.001428785818
1649559600,2022-04-10 03:00:00,EPS/BTC,0.00000514,0.00000517,0.00000514,0.00000517,296.1861,0.001527464514
1649556000,2022-04-10 02:00:00,EPS/BTC,0.00000523,0.00000523,0.00000514,0.00000515,3561.5827,0.018431906481
1649552400,2022-04-10 01:00:00,EPS/BTC,0.00000535,0.00000535,0.0000052,0.00000525,2161.3091,0.011373620659
1649548800,2022-04-10 00:00:00,EPS/BTC,0.00000531,0.00000539,0.0000053,0.00000536,1755.8833,0.009392118421
1649545200,2022-04-09 23:00:00,EPS/BTC,0.00000524,0.00000535,0.00000524,0.00000532,2152.9939,0.011418282771
1649541600,2022-04-09 22:00:00,EPS/BTC,0.00000526,0.00000532,0.00000518,0.00000525,4460.2247,0.023320697842
1649538000,2022-04-09 21:00:00,EPS/BTC,0.00000533,0.00000534,0.00000524,0.00000524,22279.2739,0.118408260644
1649534400,2022-04-09 20:00:00,EPS/BTC,0.00000535,0.00000535,0.00000532,0.00000532,18958.0147,0.101122996036
1649530800,2022-04-09 19:00:00,EPS/BTC,0.00000548,0.00000548,0.00000535,0.00000535,7352.0409,0.039476273175
1649527200,2022-04-09 18:00:00,EPS/BTC,0.0000054,0.00000551,0.00000537,0.00000549,41430.1958,0.227038970304
1649523600,2022-04-09 17:00:00,EPS/BTC,0.00000543,0.00000544,0.0000054,0.00000542,11009.4209,0.059526384395
1649520000,2022-04-09 16:00:00,EPS/BTC,0.00000539,0.00000552,0.00000539,0.00000544,9259.7263,0.050877055001
1649516400,2022-04-09 15:00:00,EPS/BTC,0.00000545,0.00000545,0.00000536,0.00000538,6630.7238,0.035882333981
1649512800,2022-04-09 14:00:00,EPS/BTC,0.00000555,0.00000555,0.00000542,0.00000546,8659.5516,0.047461619034
1649509200,2022-04-09 13:00:00,EPS/BTC,0.00000567,0.00000567,0.00000553,0.00000556,6930.2602,0.038574885554
1649505600,2022-04-09 12:00:00,EPS/BTC,0.00000564,0.00000566,0.0000055,0.00000565,25177.7959,0.139678379706
1649502000,2022-04-09 11:00:00,EPS/BTC,0.00000576,0.00000578,0.00000563,0.00000564,2132.0256,0.012125013827
1649498400,2022-04-09 10:00:00,EPS/BTC,0.00000564,0.00000579,0.00000562,0.00000577,2871.5465,0.016370109542
1649494800,2022-04-09 09:00:00,EPS/BTC,0.00000575,0.00000581,0.00000563,0.00000563,3943.5131,0.022677776392
1649491200,2022-04-09 08:00:00,EPS/BTC,0.00000568,0.00000584,0.00000563,0.00000574,18648.6631,0.107191231008
1649487600,2022-04-09 07:00:00,EPS/BTC,0.00000586,0.00000586,0.00000561,0.00000569,10457.1423,0.059946358136
1649484000,2022-04-09 06:00:00,EPS/BTC,0.00000549,0.00000588,0.00000549,0.00000588,14424.936,0.082464638536
1649480400,2022-04-09 05:00:00,EPS/BTC,0.00000538,0.0000056,0.00000532,0.00000548,12998.6657,0.07082849055
1649476800,2022-04-09 04:00:00,EPS/BTC,0.00000547,0.0000055,0.00000539,0.00000539,2127.7321,0.011582957135
1649473200,2022-04-09 03:00:00,EPS/BTC,0.00000537,0.00000549,0.00000535,0.00000545,3657.4283,0.019773463695
1649469600,2022-04-09 02:00:00,EPS/BTC,0.00000554,0.00000554,0.00000536,0.00000539,7121.2036,0.039146432303
1649466000,2022-04-09 01:00:00,EPS/BTC,0.00000581,0.00000584,0.00000556,0.00000556,13267.3737,0.07601960412
1649462400,2022-04-09 00:00:00,EPS/BTC,0.0000061,0.00000619,0.00000574,0.00000584,17018.1037,0.101790124807
1649458800,2022-04-08 23:00:00,EPS/BTC,0.00000583,0.0000062,0.00000572,0.0000061,35223.4702,0.210151082964
1649455200,2022-04-08 22:00:00,EPS/BTC,0.00000582,0.00000593,0.00000562,0.00000584,27165.523,0.156865433893
1649451600,2022-04-08 21:00:00,EPS/BTC,0.00000541,0.00000596,0.00000534,0.00000578,37361.2681,0.212873039323
1649448000,2022-04-08 20:00:00,EPS/BTC,0.00000565,0.00000565,0.0000054,0.00000544,12471.2074,0.068908445896
