https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NDAU,Volume USDT
1654819200,2022-06-10 00:00:00,NDAU/USDT,13.043,13.296,12.805,13.24,16104.59964375,211696.23476784133
1654732800,2022-06-09 00:00:00,NDAU/USDT,12.78,13.1,12.311,13.1,16715.53917978,216833.58131015732
1654646400,2022-06-08 00:00:00,NDAU/USDT,12.461,12.78,11.423,12.78,17382.53401557,210456.380009208
1654560000,2022-06-07 00:00:00,NDAU/USDT,11.121,12.779,10.802,12.46,7821.42265916,88438.64638555161
1654473600,2022-06-06 00:00:00,NDAU/USDT,11.436,11.439,10.621,11.3,12543.30983997,140261.1249848601
1654387200,2022-06-05 00:00:00,NDAU/USDT,11.437,11.442,10.946,11.436,7184.42191266,80626.43685923732
1654300800,2022-06-04 00:00:00,NDAU/USDT,11.319,11.494,11.074,11.437,9651.46560075,109210.9072289205
1654214400,2022-06-03 00:00:00,NDAU/USDT,11.421,11.499,11.15,11.342,23539.39819753,267232.56005578807
1654128000,2022-06-02 00:00:00,NDAU/USDT,11.025,11.498,10.7,11.421,6971.75047777,76646.6440601133
1654041600,2022-06-01 00:00:00,NDAU/USDT,10.236,11.091,10.085,11.022,12538.52613711,133584.99340430963
1653955200,2022-05-31 00:00:00,NDAU/USDT,9.154,10.391,9.1,10.237,20697.46970338,194026.97693538542
1653868800,2022-05-30 00:00:00,NDAU/USDT,9.164,9.802,9.104,9.141,28367.95814592,259718.07713850841
1653782400,2022-05-29 00:00:00,NDAU/USDT,9.119,9.946,9.11,9.163,43219.51894185,394698.61042430683
1653696000,2022-05-28 00:00:00,NDAU/USDT,9.102,9.999,9.1,9.119,34098.52331433,310632.97796936502
1653609600,2022-05-27 00:00:00,NDAU/USDT,8.803,9.326,8.8,9.102,37581.7807096,336848.82331227986
1653523200,2022-05-26 00:00:00,NDAU/USDT,8.632,8.901,8.472,8.802,38064.44071194,331557.70231245357
1653436800,2022-05-25 00:00:00,NDAU/USDT,8.557,8.7,8.555,8.632,31106.8444,266796.5416034
1653350400,2022-05-24 00:00:00,NDAU/USDT,8.58,8.638,8.5,8.556,35505.069,302831.9677145
1653264000,2022-05-23 00:00:00,NDAU/USDT,8.254,8.677,8.253,8.501,34093.5332,283383.7339687
1653177600,2022-05-22 00:00:00,NDAU/USDT,8.276,8.338,8.254,8.254,40013.3554,331305.0915097
1653091200,2022-05-21 00:00:00,NDAU/USDT,8.309,8.337,8.255,8.285,46344.7926,383520.067863
1653004800,2022-05-20 00:00:00,NDAU/USDT,8.257,8.424,8.253,8.256,42726.15055188,352791.88653923712
1652918400,2022-05-19 00:00:00,NDAU/USDT,8.139,8.421,8.134,8.258,49813.2944,408176.5740439
1652832000,2022-05-18 00:00:00,NDAU/USDT,8.122,8.378,8.121,8.14,38054.42312307,309201.56016184375
1652745600,2022-05-17 00:00:00,NDAU/USDT,7.971,8.162,7.964,8.121,22109.02016119,176297.77181368518
1652659200,2022-05-16 00:00:00,NDAU/USDT,7.555,8.602,7.548,7.968,26787.88456786,204187.88362904786
1652572800,2022-05-15 00:00:00,NDAU/USDT,7.549,8.22,7.548,7.555,20536.65134392,155069.97483234838
1652486400,2022-05-14 00:00:00,NDAU/USDT,7.453,7.997,7.451,7.549,29541.45104487,221792.60543258561
1652400000,2022-05-13 00:00:00,NDAU/USDT,7.201,7.633,7.2,7.463,43056.89633204,315370.48665781228
1652313600,2022-05-12 00:00:00,NDAU/USDT,6.847,7.358,6.847,7.202,41023.20551527,286864.16940058787
1652227200,2022-05-11 00:00:00,NDAU/USDT,8.999,9.053,4.05,6.859,58586.24583508,472786.29682841693
1652140800,2022-05-10 00:00:00,NDAU/USDT,9.26,9.316,8.917,9.003,55938.53108356,506462.10849638976
1652054400,2022-05-09 00:00:00,NDAU/USDT,8.957,9.802,8.943,9.263,49118.09171621,446973.46963065536
1651968000,2022-05-08 00:00:00,NDAU/USDT,8.963,8.989,8.908,8.962,45137.86718338,404350.39471498564
1651881600,2022-05-07 00:00:00,NDAU/USDT,8.975,9.019,8.957,8.962,56240.69918888,505361.84238282
1651795200,2022-05-06 00:00:00,NDAU/USDT,8.956,9.172,8.907,8.995,54515.04544586,489056.91108930242
1651708800,2022-05-05 00:00:00,NDAU/USDT,8.971,9.32,8.925,8.955,30259.66005028,271796.6475971603
1651622400,2022-05-04 00:00:00,NDAU/USDT,9.414,9.447,8.856,8.992,17953.59131664,166408.29056933976
1651536000,2022-05-03 00:00:00,NDAU/USDT,9.393,9.74,9.391,9.391,21829.66899232,209069.29663286283
1651449600,2022-05-02 00:00:00,NDAU/USDT,9.425,9.489,9.367,9.393,38251.77302814,360330.83693684513
1651363200,2022-05-01 00:00:00,NDAU/USDT,9.46,9.52,9.401,9.401,102.35101727,969.75231289688
1651276800,2022-04-30 00:00:00,NDAU/USDT,9.678,9.721,9.46,9.46,298.54925743,2873.47540512404
1651190400,2022-04-29 00:00:00,NDAU/USDT,9.448,9.702,9.401,9.654,32952.53456441,317827.49719549258
1651104000,2022-04-28 00:00:00,NDAU/USDT,9.633,9.679,9.448,9.472,462.82817646,4431.25895124635
1651017600,2022-04-27 00:00:00,NDAU/USDT,9.703,9.826,9.633,9.633,31519.01407608,308115.24434991012
1650931200,2022-04-26 00:00:00,NDAU/USDT,10.009,10.009,9.702,9.727,31099.41449336,306637.96665222692
1650844800,2022-04-25 00:00:00,NDAU/USDT,9.913,10.231,9.651,10.019,2189.36466094,21517.49987886212
1650758400,2022-04-24 00:00:00,NDAU/USDT,10.057,10.103,9.865,9.913,30630.48618754,303697.51624417556
1650672000,2022-04-23 00:00:00,NDAU/USDT,10.297,10.297,10.048,10.079,370.10292089,3773.44937983056
1650585600,2022-04-22 00:00:00,NDAU/USDT,9.385,10.775,9.35,10.369,33723.78100456,320502.3244027521
1650499200,2022-04-21 00:00:00,NDAU/USDT,9.397,9.535,9.35,9.406,30787.44709781,291979.32563494899
1650412800,2022-04-20 00:00:00,NDAU/USDT,9.56,9.577,9.325,9.421,554.09658195,5243.75895481639
1650326400,2022-04-19 00:00:00,NDAU/USDT,9.657,9.701,9.511,9.56,24859.30914159,237763.66900582221
1650240000,2022-04-18 00:00:00,NDAU/USDT,9.433,9.7,9.433,9.657,36096.38927417,346849.62982051688
1650153600,2022-04-17 00:00:00,NDAU/USDT,9.625,9.625,9.4,9.441,652.79269471,6201.92423992102
1650067200,2022-04-16 00:00:00,NDAU/USDT,9.619,9.651,9.54,9.619,90.24450163,866.11405699377
1649980800,2022-04-15 00:00:00,NDAU/USDT,9.67,9.675,9.62,9.62,26088.38415271,252352.58672536383
1649894400,2022-04-14 00:00:00,NDAU/USDT,9.779,9.779,9.597,9.67,25089.80403689,242676.72873259048
1649808000,2022-04-13 00:00:00,NDAU/USDT,9.921,9.961,9.753,9.79,26307.84145813,259388.76281422464
1649721600,2022-04-12 00:00:00,NDAU/USDT,10.172,10.197,9.883,9.95,24159.9438606,240270.39774512548
1649635200,2022-04-11 00:00:00,NDAU/USDT,9.243,13,9.121,10.172,23404.61999977,251426.8661565224
1649548800,2022-04-10 00:00:00,NDAU/USDT,9.196,9.246,9.174,9.246,42883.89977125,395351.9084251581
1649462400,2022-04-09 00:00:00,NDAU/USDT,9.252,9.252,9.196,9.2,44106.74468572,405830.59587396453
1649376000,2022-04-08 00:00:00,NDAU/USDT,9.338,9.421,9.176,9.252,1112.79481835,10347.36406331741
1649289600,2022-04-07 00:00:00,NDAU/USDT,9.477,9.487,9.324,9.326,32310.19413599,301964.93709233654
1649203200,2022-04-06 00:00:00,NDAU/USDT,9.621,9.627,9.291,9.478,5396.30650606,50980.51040504394
1649116800,2022-04-05 00:00:00,NDAU/USDT,8.931,13,8.838,9.609,30277.20240793,296628.18003068764
1649030400,2022-04-04 00:00:00,NDAU/USDT,8.974,8.999,8.845,8.953,30848.52030126,274595.59429649831
1648944000,2022-04-03 00:00:00,NDAU/USDT,8.881,9.034,8.762,8.965,4781.19075922,42523.05202274317
1648857600,2022-04-02 00:00:00,NDAU/USDT,9.187,9.194,8.877,8.877,28768.87068053,257385.32268427617
1648771200,2022-04-01 00:00:00,NDAU/USDT,9.557,9.588,9.149,9.174,2547.81187444,23730.96772689943
1648684800,2022-03-31 00:00:00,NDAU/USDT,9.76,10.266,9.525,9.564,26297.67576129,253967.10853964209
1648598400,2022-03-30 00:00:00,NDAU/USDT,9.333,10.105,8.84,9.769,44843.09704817,418093.89533542441
1648512000,2022-03-29 00:00:00,NDAU/USDT,9.689,9.752,9.267,9.32,21388.05696293,201902.88760309322
1648425600,2022-03-28 00:00:00,NDAU/USDT,9.915,10.095,9.659,9.695,24586.50056882,241265.5027698329
1648339200,2022-03-27 00:00:00,NDAU/USDT,10.128,10.142,9.89,9.901,25167.94733199,250153.75035878935
1648252800,2022-03-26 00:00:00,NDAU/USDT,9.837,10.9,9.811,10.132,10323.19541831,106645.40990433116
1648166400,2022-03-25 00:00:00,NDAU/USDT,9.961,9.967,9.837,9.837,22150.43017219,218053.59465364917
1648080000,2022-03-24 00:00:00,NDAU/USDT,9.858,9.952,9.857,9.944,24304.35511121,241614.1673835785
1647993600,2022-03-23 00:00:00,NDAU/USDT,10.599,10.6,9.755,9.861,19989.58854328,198699.94831199271
1647907200,2022-03-22 00:00:00,NDAU/USDT,10.773,10.773,10.552,10.601,25633.24067171,271752.47753093558
1647820800,2022-03-21 00:00:00,NDAU/USDT,11.321,11.321,10.778,10.779,24706.07638391,267878.97776531428
1647734400,2022-03-20 00:00:00,NDAU/USDT,11.66,11.662,11.163,11.32,26711.93835137,307352.49935084928
1647648000,2022-03-19 00:00:00,NDAU/USDT,11.876,11.877,11.661,11.666,14759.14015224,174417.17509223753
1647561600,2022-03-18 00:00:00,NDAU/USDT,12.023,12.032,11.875,11.875,11543.64716187,138302.07794999921
1647475200,2022-03-17 00:00:00,NDAU/USDT,12.001,12.022,11.995,12.022,21476.34466478,257933.78349673365
1647388800,2022-03-16 00:00:00,NDAU/USDT,11.993,12.001,11.958,12,19760.59861477,236838.40820819107
1647302400,2022-03-15 00:00:00,NDAU/USDT,12.456,12.456,11.993,11.993,21453.5241199,259957.27378346992
1647216000,2022-03-14 00:00:00,NDAU/USDT,12.446,12.542,12.446,12.458,4402.42687463,54836.08265142097
1647129600,2022-03-13 00:00:00,NDAU/USDT,12.132,12.446,12.115,12.446,38652.30428464,476800.32785472944
1647043200,2022-03-12 00:00:00,NDAU/USDT,11.826,12.194,11.819,12.139,26602.56453135,321070.56329630419
1646956800,2022-03-11 00:00:00,NDAU/USDT,12.252,12.267,11.66,11.83,980.49160855,11706.24915828285
1646870400,2022-03-10 00:00:00,NDAU/USDT,12.407,12.419,11.857,12.252,23869.41675359,289449.78492700064
1646784000,2022-03-09 00:00:00,NDAU/USDT,12.064,12.487,11.648,12.417,18023.64250222,219914.08618668441
1646697600,2022-03-08 00:00:00,NDAU/USDT,13.595,13.595,11.851,12.083,30729.01835289,374009.20241972793
1646611200,2022-03-07 00:00:00,NDAU/USDT,14.2,14.206,13.598,13.612,26060.62384862,367817.32899388211
1646524800,2022-03-06 00:00:00,NDAU/USDT,14.644,14.644,14.204,14.204,2543.20615582,36877.5846616282
1646438400,2022-03-05 00:00:00,NDAU/USDT,14.547,14.826,14.534,14.65,21407.17163711,312901.15460059121
1646352000,2022-03-04 00:00:00,NDAU/USDT,14.726,14.807,14.433,14.538,19390.11943046,285747.86457140003
1646265600,2022-03-03 00:00:00,NDAU/USDT,14.898,14.92,14.109,14.754,20591.0208237,302703.83365290142
1646179200,2022-03-02 00:00:00,NDAU/USDT,14.806,15.074,14.688,14.904,17605.87233228,263621.34362128602
1646092800,2022-03-01 00:00:00,NDAU/USDT,17.785,17.862,14.012,14.789,24636.54575965,406823.37140945904
1646006400,2022-02-28 00:00:00,NDAU/USDT,19.449,19.449,17.446,17.785,11578.11149384,205259.64903526167
1645920000,2022-02-27 00:00:00,NDAU/USDT,19.783,20.2,19.434,19.48,1162.40339801,22886.52441375733
1645833600,2022-02-26 00:00:00,NDAU/USDT,18.432,20.2,18.131,19.936,3955.72348722,74824.7375905982
1645747200,2022-02-25 00:00:00,NDAU/USDT,17.765,19.709,17.472,18.432,4215.69861541,78368.2847720307
1645660800,2022-02-24 00:00:00,NDAU/USDT,16.931,19.876,16.752,17.765,5780.39215769,103631.88803535559
1645574400,2022-02-23 00:00:00,NDAU/USDT,17.42,17.999,16.4,16.836,3943.4349,67375.96921673486
1645488000,2022-02-22 00:00:00,NDAU/USDT,16.822,17.972,16.671,17.469,979.83762957,17200.16298451314
1645401600,2022-02-21 00:00:00,NDAU/USDT,17.027,18,16.433,16.822,1680.21546493,29334.47282412097
1645315200,2022-02-20 00:00:00,NDAU/USDT,16.78,17.302,16.78,17.036,793.17973036,13636.40279250671
1645228800,2022-02-19 00:00:00,NDAU/USDT,16.86,17.353,16.78,16.78,1184.91591553,20240.71739922734
1645142400,2022-02-18 00:00:00,NDAU/USDT,17.405,18.073,16.861,16.884,1481.85129501,25596.38557241656
1645056000,2022-02-17 00:00:00,NDAU/USDT,18.165,18.524,16.892,17.485,2178.88113357,38275.55363531365
1644969600,2022-02-16 00:00:00,NDAU/USDT,20.055,20.06,18.106,18.229,2694.23273491,50492.49053328271
1644883200,2022-02-15 00:00:00,NDAU/USDT,22.308,22.308,19.012,20.197,7127.18001663,147824.10864233068
1644796800,2022-02-14 00:00:00,NDAU/USDT,22.936,23.51,22.162,22.162,1301.74880161,29711.407796056
1644710400,2022-02-13 00:00:00,NDAU/USDT,23.124,23.778,22.612,23.041,878.73636688,20327.19146509423
1644624000,2022-02-12 00:00:00,NDAU/USDT,24.847,24.912,22.781,23.14,1472.5524,33951.8108665
1644537600,2022-02-11 00:00:00,NDAU/USDT,23.666,29.056,22.502,24.847,2199.93438722,57523.00335133676
1644451200,2022-02-10 00:00:00,NDAU/USDT,24,24.326,23.244,23.545,1903.2218065,45855.59475223073
1644364800,2022-02-09 00:00:00,NDAU/USDT,23.111,35,23.102,24.156,3356.78488242,88311.76227503158
1644278400,2022-02-08 00:00:00,NDAU/USDT,23.343,23.652,22.777,23.14,505.31172144,11806.94749730643
1644192000,2022-02-07 00:00:00,NDAU/USDT,24.333,24.416,22.012,23.502,923.43766307,21445.85381740073
1644105600,2022-02-06 00:00:00,NDAU/USDT,24.443,24.529,24.104,24.333,621.1870466,15167.2039215466
1644019200,2022-02-05 00:00:00,NDAU/USDT,24.182,24.638,24.008,24.483,487.44048254,11880.23029822417
1643932800,2022-02-04 00:00:00,NDAU/USDT,23.722,24.28,23.605,24.182,827.24396633,19822.73277926647
1643846400,2022-02-03 00:00:00,NDAU/USDT,23.505,25.618,23.127,23.805,951.16050449,22726.80767190416
1643760000,2022-02-02 00:00:00,NDAU/USDT,23.519,23.625,23.4,23.505,373.14063803,8798.14463966944
1643673600,2022-02-01 00:00:00,NDAU/USDT,23.383,23.709,22.723,23.5,678.73632243,15908.00152159777
1643587200,2022-01-31 00:00:00,NDAU/USDT,23.396,23.652,22.727,23.57,621.37336194,14545.68034841168
1643500800,2022-01-30 00:00:00,NDAU/USDT,22.903,23.89,22.898,23.419,1593.32227389,37306.04342377979
1643414400,2022-01-29 00:00:00,NDAU/USDT,24.386,24.503,22.743,22.743,1344.45269758,31833.65396701962
1643328000,2022-01-28 00:00:00,NDAU/USDT,24.431,24.958,23.206,24.386,1095.77166479,26482.0766438703
1643241600,2022-01-27 00:00:00,NDAU/USDT,23.703,25.099,23.524,24.58,978.99926979,24120.50718483365
1643155200,2022-01-26 00:00:00,NDAU/USDT,25.389,25.588,23.66,23.719,3769.08604933,91664.23398671981
1643068800,2022-01-25 00:00:00,NDAU/USDT,24.187,25.999,23.944,25.4,1843.35753283,46540.79945489859
1642982400,2022-01-24 00:00:00,NDAU/USDT,24.28,26.498,23.753,24.183,3774.17971975,92634.48612725554
1642896000,2022-01-23 00:00:00,NDAU/USDT,24.636,26.96,23.354,24.28,1861.58803624,47292.43815855955
1642809600,2022-01-22 00:00:00,NDAU/USDT,27.062,27.175,23.619,24.636,2742.14270166,69558.67841145852
1642723200,2022-01-21 00:00:00,NDAU/USDT,25.027,27.47,25.002,27.062,1849.25641594,48249.49573414032
1642636800,2022-01-20 00:00:00,NDAU/USDT,25.351,29.743,22.92,25.115,4002.50976097,104705.91387834175
1642550400,2022-01-19 00:00:00,NDAU/USDT,24.3,26,24.3,25.351,1957.54950681,49941.19879833894
