https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DATX,Volume BTC
1651104000,2022-04-28 00:00:00,DATX/BTC,0.0000000005,0.0000000006,0.0000000005,0.0000000005,25598607.5899,0.0133820543777
1651100400,2022-04-27 23:00:00,DATX/BTC,0.0000000005,0.0000000005,0.0000000004,0.0000000004,37120896.7795,0.0159471478118
1651096800,2022-04-27 22:00:00,DATX/BTC,0.0000000005,0.0000000005,0.0000000004,0.0000000005,20456942.2634,0.01022747110536
1651093200,2022-04-27 21:00:00,DATX/BTC,0.0000000005,0.0000000005,0.0000000005,0.0000000005,20531581.088,0.010265790544
1651089600,2022-04-27 20:00:00,DATX/BTC,0.0000000005,0.0000000005,0.0000000005,0.0000000005,0,0
1651086000,2022-04-27 19:00:00,DATX/BTC,0.0000000005,0.0000000005,0.0000000005,0.0000000005,13430316.2804,0.0067151581402
1651082400,2022-04-27 18:00:00,DATX/BTC,0.0000000005,0.0000000005,0.0000000005,0.0000000005,7918374.0624,0.0039591870312
1651078800,2022-04-27 17:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,0,0
1651075200,2022-04-27 16:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,19480.5194,0.00001168831164
1651071600,2022-04-27 15:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000005,0.0000000006,2156456.3892,0.00129316258352
1651068000,2022-04-27 14:00:00,DATX/BTC,0.0000000005,0.0000000005,0.0000000005,0.0000000005,0,0
1651064400,2022-04-27 13:00:00,DATX/BTC,0.0000000005,0.0000000005,0.0000000005,0.0000000005,583074.6011,0.00029153730055
1651060800,2022-04-27 12:00:00,DATX/BTC,0.0000000005,0.0000000006,0.0000000005,0.0000000005,9014211.83013333,0.004845859248399998
1651057200,2022-04-27 11:00:00,DATX/BTC,0.0000000005,0.0000000005,0.0000000005,0.0000000005,31262.8851,0.00001563144255
1651053600,2022-04-27 10:00:00,DATX/BTC,0.0000000005,0.0000000005,0.0000000005,0.0000000005,64502.2088,0.0000322511044
1651050000,2022-04-27 09:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,0,0
1651046400,2022-04-27 08:00:00,DATX/BTC,0.0000000005,0.0000000006,0.0000000005,0.0000000006,6725369.8551,0.00350906191499
1651042800,2022-04-27 07:00:00,DATX/BTC,0.0000000005,0.0000000005,0.0000000005,0.0000000005,3220538.1809,0.00161026909045
1651039200,2022-04-27 06:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000005,0.0000000006,12930943.1765,0.00775535218825
1651035600,2022-04-27 05:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,1062668,0.0006376008
1651032000,2022-04-27 04:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,18480.24,0.000011088144
1651028400,2022-04-27 03:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000005,0.0000000006,20398387.1721,0.01223876348605
1651024800,2022-04-27 02:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000005,0.0000000006,24460505.8794,0.0144347262397
1651021200,2022-04-27 01:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,21087578,0.0126525468
1651017600,2022-04-27 00:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,20051005,0.012030603
1651014000,2022-04-26 23:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,20516746,0.0123100476
1651010400,2022-04-26 22:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,20227318,0.0121363908
1651006800,2022-04-26 21:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,20752708,0.0124516248
1651003200,2022-04-26 20:00:00,DATX/BTC,0.0000000006,0.0000000007,0.0000000006,0.0000000006,21098648.5508,0.01266772658556
1650999600,2022-04-26 19:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,16541291.2181,0.00992477473086
1650996000,2022-04-26 18:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,82775.0622,0.00004966503732
1650992400,2022-04-26 17:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,7759391,0.0046556346
1650988800,2022-04-26 16:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,15501845.8863,0.00930110753178
1650985200,2022-04-26 15:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,814546.875,0.000488728125
1650981600,2022-04-26 14:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,1352347.6523,0.00081140859138
1650978000,2022-04-26 13:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,68379.0764,0.00004102744584
1650974400,2022-04-26 12:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,0,0
1650970800,2022-04-26 11:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,0,0
1650967200,2022-04-26 10:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,1742429.2439,0.00104545754634
1650963600,2022-04-26 09:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,0,0
1650960000,2022-04-26 08:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,664123.1067,0.00039847386402
1650956400,2022-04-26 07:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000006,0.0000000006,770160.3579,0.00046209621474
1650952800,2022-04-26 06:00:00,DATX/BTC,0.0000000007,0.0000000007,0.0000000007,0.0000000007,0,0
1650949200,2022-04-26 05:00:00,DATX/BTC,0.0000000007,0.0000000007,0.0000000006,0.0000000007,488580.109,0.00029315366578
1650945600,2022-04-26 04:00:00,DATX/BTC,0.0000000007,0.0000000007,0.0000000007,0.0000000007,1885435,0.0013198045
