https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GBP,Volume ETH
1663545600000,2022-09-19 00:00:00,ETH/GBP,1168.4766,1186.7285,1168.4766,1177.3906,5114.23154922,4.3437
1663459200000,2022-09-18 00:00:00,ETH/GBP,1289.6942,1289.6942,1164.4088,1167.5136,113571.8508557445,97.27668342
1663372800000,2022-09-17 00:00:00,ETH/GBP,1256.65,1293.8729,1238.5046,1289.7939,121435.66066932649,94.15121336
1663286400000,2022-09-16 00:00:00,ETH/GBP,1290.806,1300.6336,1240.0,1254.456,125895.3085766275,100.35848892
1663200000000,2022-09-15 00:00:00,ETH/GBP,1417.1829,1429.3209,1274.8001,1285.744,120962.59772114303,94.07984616
1663113600000,2022-09-14 00:00:00,ETH/GBP,1360.9162,1440.584,1358.1666,1423.9526,113071.76873721743,79.40697516
1663027200000,2022-09-13 00:00:00,ETH/GBP,1466.0538,1493.6135,1365.8649,1371.2866,119337.79463359939,87.02615094
1662940800000,2022-09-12 00:00:00,ETH/GBP,1518.6462,1541.5841,1455.185,1466.8073,142962.78227902643,97.46527869
1662854400000,2022-09-11 00:00:00,ETH/GBP,1531.5059,1541.5163,1488.553,1514.7408,144532.5471956857,95.41734612
1662768000000,2022-09-10 00:00:00,ETH/GBP,1478.4378,1544.025,1438.4328,1536.3788,158288.3851813894,103.02692616
1662681600000,2022-09-09 00:00:00,ETH/GBP,1436.4676,1501.7009,1405.9444,1481.0554,141804.73975928046,95.74573629
1662595200000,2022-09-08 00:00:00,ETH/GBP,1414.2579,1448.345,1393.117,1436.0374,129279.9399339275,90.02546865
1662508800000,2022-09-07 00:00:00,ETH/GBP,1359.2848,1433.1469,1303.6204,1412.5551,139950.7628568003,99.07632124
1662422400000,2022-09-06 00:00:00,ETH/GBP,1397.7192,1454.2607,1353.9187,1354.7612,134817.86665019265,99.51411854
1662336000000,2022-09-05 00:00:00,ETH/GBP,1376.8718,1413.0718,1353.8038,1403.9031,136028.3830683,96.893
1662249600000,2022-09-04 00:00:00,ETH/GBP,1354.5914,1379.5446,1342.592,1372.4461,143637.05219997,104.6577
1662163200000,2022-09-03 00:00:00,ETH/GBP,1367.0259,1374.7353,1333.3279,1356.3494,138070.12971276,101.7954
1662076800000,2022-09-02 00:00:00,ETH/GBP,1377.1511,1422.0348,1346.8659,1366.6393,133613.72774633,97.7681
1661990400000,2022-09-01 00:00:00,ETH/GBP,1337.152,1385.9825,1313.0716,1376.8305,135629.00498641038,98.50813516
1661904000000,2022-08-31 00:00:00,ETH/GBP,1308.8599,1385.4087,1308.8599,1338.7269,126501.23321037144,94.49368143
1661817600000,2022-08-30 00:00:00,ETH/GBP,1324.2458,1367.133,1265.5467,1308.5575,130073.40001876098,99.40212793
1661731200000,2022-08-29 00:00:00,ETH/GBP,1230.8539,1327.4744,1224.0,1325.5905,135436.01059794798,102.17032379
1661644800000,2022-08-28 00:00:00,ETH/GBP,1273.6244,1286.3874,1227.393,1228.9501,121862.81481101,99.1601
1661558400000,2022-08-27 00:00:00,ETH/GBP,1286.9749,1297.4793,1236.3013,1270.9436,122513.67700763552,96.39584086
1661472000000,2022-08-26 00:00:00,ETH/GBP,1432.6546,1446.6964,1273.6118,1285.1261,124976.99162284633,97.24881599
1661385600000,2022-08-25 00:00:00,ETH/GBP,1407.1374,1452.0562,1401.7509,1434.6841,139496.20013233,97.2313
1661299200000,2022-08-24 00:00:00,ETH/GBP,1405.7428,1434.3257,1358.6654,1406.5411,141086.0429200918,100.30708873
1661212800000,2022-08-23 00:00:00,ETH/GBP,1389.7971,1415.243,1331.2282,1406.9066,143027.87036432797,101.6612406
1661126400000,2022-08-22 00:00:00,ETH/GBP,1375.2744,1375.2744,1357.4992,1364.6909,7388.296624488932,5.41389748
1661040000000,2022-08-21 00:00:00,ETH/GBP,1329.4382,1391.1159,1321.4877,1380.9713,140104.4825660677,101.45358022
1660953600000,2022-08-20 00:00:00,ETH/GBP,1358.7451,1399.4432,1290.6233,1329.8351,130177.57614444253,97.89001369
1660867200000,2022-08-19 00:00:00,ETH/GBP,1548.4988,1550.3548,1359.6832,1363.9741,130542.42436707791,95.70740703
1660780800000,2022-08-18 00:00:00,ETH/GBP,1539.2986,1575.2453,1522.9339,1544.2995,148121.96620192472,95.9153106
1660694400000,2022-08-17 00:00:00,ETH/GBP,1554.0578,1618.6925,1510.7329,1541.5877,154662.5071051969,100.32676513
1660608000000,2022-08-16 00:00:00,ETH/GBP,1578.9287,1595.7876,1540.0,1555.8966,156120.257335288,100.34102352
1660521600000,2022-08-15 00:00:00,ETH/GBP,1605.7363,1658.9778,1555.2829,1576.3618,157387.6159610162,99.8423179
1660435200000,2022-08-14 00:00:00,ETH/GBP,1635.2842,1663.735,1577.7727,1595.968,163100.259728905,102.19519422
1660348800000,2022-08-13 00:00:00,ETH/GBP,1610.7845,1663.5238,1601.8443,1635.3347,161363.74260548898,98.67322121
1660262400000,2022-08-12 00:00:00,ETH/GBP,1538.5254,1615.5364,1529.605,1615.4346,169385.7663689341,104.85461087
1660176000000,2022-08-11 00:00:00,ETH/GBP,1518.6284,1583.784,1515.5014,1543.3611,141190.8401942978,91.4826998
1660089600000,2022-08-10 00:00:00,ETH/GBP,1386.1747,1541.0238,1384.9405,1513.1741,127258.38638055058,84.1002938
1660003200000,2022-08-09 00:00:00,ETH/GBP,1471.4353,1483.3273,1463.3413,1468.2162,6412.87471836,4.3678
1659916800000,2022-08-08 00:00:00,ETH/GBP,1412.298,1502.0811,1402.9311,1475.7727,141941.53458013464,96.18116298
1659830400000,2022-08-07 00:00:00,ETH/GBP,1400.0359,1434.089,1381.9552,1406.5348,141525.06315771554,100.61966697
1659744000000,2022-08-06 00:00:00,ETH/GBP,1438.8617,1457.0687,1364.2055,1401.1407,143800.0254788433,102.6306819
1659657600000,2022-08-05 00:00:00,ETH/GBP,1327.5352,1446.2522,1322.2881,1439.6141,144472.5877139515,100.35507968
1659571200000,2022-08-04 00:00:00,ETH/GBP,1337.344,1400.0,1301.7855,1323.3023,131283.8578718577,99.20927204
1659484800000,2022-08-03 00:00:00,ETH/GBP,1347.5317,1393.9739,1307.4033,1337.1637,131023.40148166267,97.98605921
1659398400000,2022-08-02 00:00:00,ETH/GBP,1334.0335,1383.3087,1279.1545,1347.3643,134567.4101413857,99.87455519
1659312000000,2022-08-01 00:00:00,ETH/GBP,1382.8557,1407.8887,1315.1308,1335.978,134251.34591551914,100.48918913
1659225600000,2022-07-31 00:00:00,ETH/GBP,1396.0742,1463.0906,1353.6417,1386.5864,140302.39793846267,101.18547098
1659139200000,2022-07-30 00:00:00,ETH/GBP,1418.9714,1456.7407,1375.4338,1395.7597,139773.10740709514,100.14124022
1659052800000,2022-07-29 00:00:00,ETH/GBP,1420.0851,1450.9513,1366.5935,1426.7392,141394.26291610624,99.1030897
1658966400000,2022-07-28 00:00:00,ETH/GBP,1346.4738,1467.4455,1253.0021,1418.2467,138778.60099453648,97.85222909
