https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DGTX,Volume BTC
1653609600,2022-05-27 00:00:00,DGTX/BTC,0.0000000008,0.0000000009,0.0000000008,0.0000000009,374651.10892223,0.000302053631360007
1653606000,2022-05-26 23:00:00,DGTX/BTC,0.0000000008,0.0000000008,0.0000000008,0.0000000008,468431.5556,0.00037474524448
1653602400,2022-05-26 22:00:00,DGTX/BTC,0.0000000008,0.0000000009,0.0000000008,0.0000000009,237841.7441,0.00020029559528
1653598800,2022-05-26 21:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,1542517.22222222,0.001388265499999998
1653595200,2022-05-26 20:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,0,0
1653591600,2022-05-26 19:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,566435.55555555,0.000509791999999995
1653588000,2022-05-26 18:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000008,0.0000000008,5184517.9935889,0.00444281597223001
1653584400,2022-05-26 17:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,32638072.9308,0.02937426563772
1653580800,2022-05-26 16:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,20901.3209,0.00001881118881
1653577200,2022-05-26 15:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,0,0
1653573600,2022-05-26 14:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000008,0.0000000009,7406654.5321111,0.00632648813679999
1653570000,2022-05-26 13:00:00,DGTX/BTC,0.000000001,0.000000001,0.0000000008,0.0000000008,104398197.2054,0.09308636658891
1653566400,2022-05-26 12:00:00,DGTX/BTC,0.0000000011,0.0000000011,0.000000001,0.000000001,23273597.8593,0.02381623454624
1653562800,2022-05-26 11:00:00,DGTX/BTC,0.000000001,0.0000000011,0.000000001,0.000000001,22891138.761,0.02414760502201
1653559200,2022-05-26 10:00:00,DGTX/BTC,0.000000001,0.0000000011,0.0000000009,0.000000001,38557265.96910909,0.036788258783439999
1653555600,2022-05-26 09:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.0000000009,17396.3844,0.00001622831346
1653552000,2022-05-26 08:00:00,DGTX/BTC,0.0000000009,0.0000000011,0.0000000009,0.000000001,6332100.0588,0.00609098325072
1653548400,2022-05-26 07:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,5995675.3801,0.0059956753801
1653544800,2022-05-26 06:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.000000001,2914774.0754,0.00267420575876
1653541200,2022-05-26 05:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,30000,0.00003
1653537600,2022-05-26 04:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,0,0
1653534000,2022-05-26 03:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,0,0
1653530400,2022-05-26 02:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,1350630.8499,0.00121556776491
1653526800,2022-05-26 01:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,18664496.5034,0.0186644965034
1653523200,2022-05-26 00:00:00,DGTX/BTC,0.0000000009,0.0000000011,0.0000000009,0.0000000009,31155037.27344545,0.029074401343009995
1653519600,2022-05-25 23:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.000000001,26539810.9898,0.02653812642386
1653516000,2022-05-25 22:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,0,0
1653512400,2022-05-25 21:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.000000001,19459247.5133,0.01945862645197
1653508800,2022-05-25 20:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.0000000009,734589.1994,0.00071854805886
1653505200,2022-05-25 19:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,0,0
1653501600,2022-05-25 18:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,1323309.9156,0.0013233099156
1653498000,2022-05-25 17:00:00,DGTX/BTC,0.000000001,0.000000001,0.0000000008,0.0000000008,3328092.9045,0.00268746017622
1653494400,2022-05-25 16:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.000000001,9647.0659,0.00000878235931
1653490800,2022-05-25 15:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,1000,0.000001
1653487200,2022-05-25 14:00:00,DGTX/BTC,0.0000000008,0.0000000008,0.0000000008,0.0000000008,1581113.9909,0.00126489119272
1653483600,2022-05-25 13:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.000000001,6011781.36002223,0.005468716611930007
1653480000,2022-05-25 12:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000008,0.0000000009,4602244.6405,0.00408080310829
1653476400,2022-05-25 11:00:00,DGTX/BTC,0.0000000008,0.0000000009,0.0000000008,0.0000000009,2862051.03947777,0.002367418609359993
1653472800,2022-05-25 10:00:00,DGTX/BTC,0.000000001,0.000000001,0.0000000009,0.0000000009,397297.1918,0.0003971971918
1653469200,2022-05-25 09:00:00,DGTX/BTC,0.000000001,0.000000001,0.0000000008,0.0000000008,619766.6253,0.0005044814987
1653465600,2022-05-25 08:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000008,0.000000001,12242914.17648888,0.010208123735889992
1653462000,2022-05-25 07:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,0,0
1653458400,2022-05-25 06:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,147041.475,0.000147041475
1653454800,2022-05-25 05:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,1336.65,0.00000133665
1653451200,2022-05-25 04:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,1000,0.000001
1653447600,2022-05-25 03:00:00,DGTX/BTC,0.000000001,0.0000000011,0.0000000009,0.000000001,99488110.0809,0.09264120739235
1653444000,2022-05-25 02:00:00,DGTX/BTC,0.0000000011,0.0000000011,0.000000001,0.0000000011,5000.0001,0.0000054000001
1653440400,2022-05-25 01:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,2887987.5015,0.0028879875015
1653436800,2022-05-25 00:00:00,DGTX/BTC,0.000000001,0.0000000011,0.000000001,0.0000000011,1398038.7951,0.0014649002951
1653433200,2022-05-24 23:00:00,DGTX/BTC,0.000000001,0.0000000011,0.000000001,0.0000000011,5823095.54680908,0.006204864955899988
1653429600,2022-05-24 22:00:00,DGTX/BTC,0.0000000011,0.0000000011,0.0000000011,0.0000000011,0,0
1653426000,2022-05-24 21:00:00,DGTX/BTC,0.0000000011,0.0000000011,0.0000000011,0.0000000011,95750.9318,0.00010532602498
1653422400,2022-05-24 20:00:00,DGTX/BTC,0.0000000011,0.0000000011,0.0000000009,0.000000001,3541423.2645,0.00337265199365
1653418800,2022-05-24 19:00:00,DGTX/BTC,0.0000000011,0.0000000012,0.000000001,0.0000000011,41085197.17830075,0.041643095761869991
1653415200,2022-05-24 18:00:00,DGTX/BTC,0.0000000011,0.0000000012,0.000000001,0.0000000011,25836859.7502,0.02830520535935
1653411600,2022-05-24 17:00:00,DGTX/BTC,0.0000000011,0.0000000012,0.000000001,0.0000000012,371445.9533,0.00040191681226
1653408000,2022-05-24 16:00:00,DGTX/BTC,0.0000000011,0.0000000012,0.000000001,0.0000000011,7835155.1531,0.00869789755263
1653404400,2022-05-24 15:00:00,DGTX/BTC,0.0000000011,0.0000000011,0.000000001,0.0000000011,10605179.1427,0.01143752732995
1653400800,2022-05-24 14:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000011,0.0000000012,3930289.2965,0.00464047366071
1653397200,2022-05-24 13:00:00,DGTX/BTC,0.0000000011,0.0000000012,0.0000000011,0.0000000012,979541.66399092,0.001077785830390012
1653393600,2022-05-24 12:00:00,DGTX/BTC,0.0000000011,0.0000000011,0.0000000011,0.0000000011,8452.6268,0.00000929788948
1653390000,2022-05-24 11:00:00,DGTX/BTC,0.000000001,0.0000000011,0.000000001,0.0000000011,8007196.03950908,0.008807770374419988
1653386400,2022-05-24 10:00:00,DGTX/BTC,0.0000000011,0.0000000012,0.000000001,0.000000001,21652969.5341,0.02317300344737
1653382800,2022-05-24 09:00:00,DGTX/BTC,0.0000000011,0.0000000012,0.0000000011,0.0000000011,19340470.917,0.02197709531473
1653379200,2022-05-24 08:00:00,DGTX/BTC,0.000000001,0.0000000011,0.000000001,0.0000000011,3136406.4169,0.0034461430439
1653375600,2022-05-24 07:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,3658452.8274,0.0036584528274
1653372000,2022-05-24 06:00:00,DGTX/BTC,0.0000000009,0.0000000011,0.0000000009,0.0000000011,52950664.43128181,0.055116572890649991
1653368400,2022-05-24 05:00:00,DGTX/BTC,0.000000001,0.0000000011,0.000000001,0.000000001,37276359.73563637,0.038471007736330007
1653364800,2022-05-24 04:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.000000001,24915050.2832,0.02332896844007
1653361200,2022-05-24 03:00:00,DGTX/BTC,0.0000000008,0.000000001,0.0000000008,0.0000000008,17722723.6552,0.01629535113705
1653357600,2022-05-24 02:00:00,DGTX/BTC,0.0000000009,0.0000000011,0.0000000008,0.0000000008,20525970.87496363,0.019197298605099993
1653354000,2022-05-24 01:00:00,DGTX/BTC,0.000000001,0.0000000016,0.0000000008,0.0000000009,33812283.68612259,0.039236355116189992
1653350400,2022-05-24 00:00:00,DGTX/BTC,0.0000000009,0.0000000017,0.0000000008,0.0000000011,1011836203.12209235,1.276230819016340055
1653346800,2022-05-23 23:00:00,DGTX/BTC,0.0000000008,0.0000000009,0.0000000008,0.0000000009,16709697.07027777,0.013656720564889993
1653343200,2022-05-23 22:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,0,0
1653339600,2022-05-23 21:00:00,DGTX/BTC,0.0000000008,0.0000000009,0.0000000008,0.0000000009,305531.61111111,0.000255536399999999
1653336000,2022-05-23 20:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000008,0.0000000008,7462691.54471111,0.006659054757879999
1653332400,2022-05-23 19:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000008,0.0000000008,1656917.5235,0.00133535250988
1653328800,2022-05-23 18:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000007,0.0000000008,24013225.8471,0.01855666967191
1653325200,2022-05-23 17:00:00,DGTX/BTC,0.0000000008,0.0000000008,0.0000000008,0.0000000008,0,0
1653321600,2022-05-23 16:00:00,DGTX/BTC,0.0000000008,0.0000000008,0.0000000008,0.0000000008,5821110.4087,0.00465688832696
1653318000,2022-05-23 15:00:00,DGTX/BTC,0.0000000008,0.0000000009,0.0000000008,0.0000000009,11275800.3744,0.00903692611678
1653314400,2022-05-23 14:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000008,0.0000000009,4739826.77777776,0.003865844099999984
1653310800,2022-05-23 13:00:00,DGTX/BTC,0.0000000008,0.0000000009,0.0000000008,0.0000000008,3839108.13344444,0.003245224466629996
1653307200,2022-05-23 12:00:00,DGTX/BTC,0.000000001,0.000000001,0.0000000008,0.0000000008,26934618.0481,0.02374413924429
1653303600,2022-05-23 11:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,1506399.3278,0.0015063993278
1653300000,2022-05-23 10:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,0,0
1653296400,2022-05-23 09:00:00,DGTX/BTC,0.000000001,0.000000001,0.0000000009,0.0000000009,7135580.2418,0.00686271745898
1653292800,2022-05-23 08:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,0,0
1653289200,2022-05-23 07:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.000000001,14310139.2696,0.01427596984584
1653285600,2022-05-23 06:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,1698719.22225555,0.001528847300029995
1653282000,2022-05-23 05:00:00,DGTX/BTC,0.000000001,0.000000001,0.0000000008,0.0000000008,6343973.3839,0.00583763834232
1653278400,2022-05-23 04:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,25503970.2486,0.02295357322374
1653274800,2022-05-23 03:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,11143852.5992,0.01002946733928
1653271200,2022-05-23 02:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,0,0
1653267600,2022-05-23 01:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,1194503.3396,0.0011945033396
1653264000,2022-05-23 00:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,827028.58,0.000744325722
1653260400,2022-05-22 23:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,0,0
1653256800,2022-05-22 22:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,10071393.6,0.0100713936
1653253200,2022-05-22 21:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,0,0
1653249600,2022-05-22 20:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,340229.7702,0.0003402297702
1653246000,2022-05-22 19:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,1514287.5404,0.00136285878636
1653242400,2022-05-22 18:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,323676.3236,0.0003236763236
1653238800,2022-05-22 17:00:00,DGTX/BTC,0.000000001,0.000000001,0.0000000009,0.0000000009,1267626.2148,0.00114128617074
1653235200,2022-05-22 16:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,0,0
1653231600,2022-05-22 15:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,0,0
1653228000,2022-05-22 14:00:00,DGTX/BTC,0.000000001,0.000000001,0.0000000009,0.0000000009,4555782.0803,0.00443287819794
1653224400,2022-05-22 13:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.000000001,12419078.3074,0.0124186120351
1653220800,2022-05-22 12:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.000000001,44251226.022,0.0398265074073
1653217200,2022-05-22 11:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,0,0
1653213600,2022-05-22 10:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.000000001,1833454.7136,0.00177116182727
1653210000,2022-05-22 09:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,1000000,0.0009
1653206400,2022-05-22 08:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.000000001,966857.7621,0.00090490025761
1653202800,2022-05-22 07:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,0,0
1653199200,2022-05-22 06:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.000000001,4951205.729,0.00451729178581
1653195600,2022-05-22 05:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,0,0
1653192000,2022-05-22 04:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,1476834.3197,0.00132915088773
1653188400,2022-05-22 03:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,79270.7292,0.0000792707292
1653184800,2022-05-22 02:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,2250000,0.002025
1653181200,2022-05-22 01:00:00,DGTX/BTC,0.000000001,0.000000001,0.0000000009,0.0000000009,460000,0.000437
1653177600,2022-05-22 00:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,1491205.214,0.001491205214
1653174000,2022-05-21 23:00:00,DGTX/BTC,0.0000000009,0.0000000009,0.0000000009,0.0000000009,5081,0.0000045729
1653170400,2022-05-21 22:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,35000,0.000035
1653166800,2022-05-21 21:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,423115,0.000423115
1653163200,2022-05-21 20:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,120382.9831,0.0001203829831
1653159600,2022-05-21 19:00:00,DGTX/BTC,0.000000001,0.000000001,0.0000000009,0.0000000009,21894203.6639,0.01993514563957
1653156000,2022-05-21 18:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,1035138.475,0.001035138475
1653152400,2022-05-21 17:00:00,DGTX/BTC,0.0000000011,0.0000000011,0.0000000011,0.0000000011,290916.7126,0.00032000838386
1653148800,2022-05-21 16:00:00,DGTX/BTC,0.000000001,0.0000000011,0.000000001,0.0000000011,615826.8849,0.00064406319404
1653145200,2022-05-21 15:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.000000001,393835.354,0.00035530043925
1653141600,2022-05-21 14:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,10000000,0.01
1653138000,2022-05-21 13:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,0,0
1653134400,2022-05-21 12:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,0,0
1653130800,2022-05-21 11:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,0,0
1653127200,2022-05-21 10:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,1992195,0.001992195
1653123600,2022-05-21 09:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.000000001,4424897.9239,0.00442396991547
1653120000,2022-05-21 08:00:00,DGTX/BTC,0.0000000009,0.000000001,0.0000000009,0.000000001,128050,0.000125245
1653116400,2022-05-21 07:00:00,DGTX/BTC,0.000000001,0.000000001,0.0000000009,0.000000001,4914123.8374,0.00491179516608
1653112800,2022-05-21 06:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,515234.7652,0.0005152347652
1653109200,2022-05-21 05:00:00,DGTX/BTC,0.000000001,0.000000001,0.0000000009,0.000000001,25707789.9319,0.02428752429869
1653105600,2022-05-21 04:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,1338352.21,0.00133835221
1653102000,2022-05-21 03:00:00,DGTX/BTC,0.0000000011,0.0000000011,0.0000000011,0.0000000011,316653.9047,0.00034831929517
1653098400,2022-05-21 02:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,164771.1636,0.0001647711636
1653094800,2022-05-21 01:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,587589.6308,0.0005875896308
1653091200,2022-05-21 00:00:00,DGTX/BTC,0.0000000011,0.0000000011,0.0000000011,0.0000000011,515284.63636363,0.000566813099999993
1653087600,2022-05-20 23:00:00,DGTX/BTC,0.0000000011,0.0000000011,0.0000000011,0.0000000011,1191032.9677,0.00131013626447
1653084000,2022-05-20 22:00:00,DGTX/BTC,0.000000001,0.000000001,0.000000001,0.000000001,8454220.4612,0.0084542204612
1653080400,2022-05-20 21:00:00,DGTX/BTC,0.0000000011,0.0000000011,0.000000001,0.000000001,16955904.5207,0.01699367178041
1653076800,2022-05-20 20:00:00,DGTX/BTC,0.0000000011,0.0000000011,0.000000001,0.0000000011,8377177.1547,0.00877665837706
1653073200,2022-05-20 19:00:00,DGTX/BTC,0.0000000011,0.0000000011,0.0000000011,0.0000000011,55508945.26447272,0.061059839790919992
1653069600,2022-05-20 18:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000012,0.0000000012,37500,0.000045
1653066000,2022-05-20 17:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000012,0.0000000012,5208333.3334,0.00625000000008
1653062400,2022-05-20 16:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000012,0.0000000012,0,0
1653058800,2022-05-20 15:00:00,DGTX/BTC,0.0000000011,0.0000000012,0.0000000011,0.0000000012,346941.45593333,0.000410218934859996
1653055200,2022-05-20 14:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000012,0.0000000012,0,0
1653051600,2022-05-20 13:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000012,0.0000000012,262352.6565,0.0003148231878
1653048000,2022-05-20 12:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000012,0.0000000012,0,0
1653044400,2022-05-20 11:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000012,0.0000000012,0,0
1653040800,2022-05-20 10:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000012,0.0000000012,0,0
1653037200,2022-05-20 09:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000011,0.0000000012,9399708.8244,0.01093649236541
1653033600,2022-05-20 08:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000012,0.0000000012,717760.8106,0.00086131297272
1653030000,2022-05-20 07:00:00,DGTX/BTC,0.0000000013,0.0000000013,0.0000000013,0.0000000013,2604112.2740923,0.00338534595631999
1653026400,2022-05-20 06:00:00,DGTX/BTC,0.0000000013,0.0000000013,0.0000000012,0.0000000012,2550577.7957,0.00331310455794
1653022800,2022-05-20 05:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000012,0.0000000012,10087.5027,0.00001210500324
1653019200,2022-05-20 04:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000012,0.0000000012,27423.0216,0.00003290762592
1653015600,2022-05-20 03:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000012,0.0000000012,793219.9496,0.00095186393952
1653012000,2022-05-20 02:00:00,DGTX/BTC,0.0000000012,0.0000000013,0.0000000012,0.0000000013,2069304.20589742,0.00254750239999998
1653008400,2022-05-20 01:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000011,0.0000000011,953411.4222,0.00104918315191
1653004800,2022-05-20 00:00:00,DGTX/BTC,0.0000000013,0.0000000013,0.0000000013,0.0000000013,0,0
1653001200,2022-05-19 23:00:00,DGTX/BTC,0.0000000011,0.0000000013,0.0000000011,0.0000000013,440683.49906922,0.000551725095129986
1652997600,2022-05-19 22:00:00,DGTX/BTC,0.0000000013,0.0000000013,0.0000000011,0.0000000011,124206.56262307,0.000159047875149991
1652994000,2022-05-19 21:00:00,DGTX/BTC,0.0000000012,0.0000000013,0.0000000012,0.0000000013,2251410.48560769,0.002705674325669997
1652990400,2022-05-19 20:00:00,DGTX/BTC,0.0000000011,0.0000000011,0.0000000011,0.0000000011,90637.9369,0.00009970173059
1652986800,2022-05-19 19:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000012,0.0000000012,2186771.5,0.0026241258
1652983200,2022-05-19 18:00:00,DGTX/BTC,0.0000000011,0.0000000012,0.0000000011,0.0000000011,2434838.5338,0.00268399671285
1652979600,2022-05-19 17:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000012,0.0000000012,8170532.0691,0.00980463848292
1652976000,2022-05-19 16:00:00,DGTX/BTC,0.0000000012,0.0000000012,0.0000000011,0.0000000011,13291320.2075,0.01571627052733
