https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XDC,Volume BTC
1663459200,2022-09-18 00:00:00,XDC/BTC,0.000001345,0.00000135,0.000001345,0.000001348,118.0549,0.000159199206
1663372800,2022-09-17 00:00:00,XDC/BTC,0.000001356,0.000001364,0.000001333,0.000001346,1479119.3485,1.9922861389104
1663286400,2022-09-16 00:00:00,XDC/BTC,0.000001343,0.00000137,0.000001332,0.000001351,2003369.4214,2.6986872247593
1663200000,2022-09-15 00:00:00,XDC/BTC,0.000001325,0.000001354,0.000001318,0.000001337,1451980.0928,1.9356168916363
1663113600,2022-09-14 00:00:00,XDC/BTC,0.000001313,0.000001353,0.000001288,0.00000132,1812735.5379,2.375351843968
1663027200,2022-09-13 00:00:00,XDC/BTC,0.00000122,0.00000133,0.000001196,0.000001314,2803001.3261,3.5351640970278
1662940800,2022-09-12 00:00:00,XDC/BTC,0.000001223,0.000001235,0.000001194,0.000001218,1089067.9995,1.3238037023529
1662854400,2022-09-11 00:00:00,XDC/BTC,0.000001207,0.000001249,0.000001203,0.000001224,1296869.3818,1.5905577004119
1662768000,2022-09-10 00:00:00,XDC/BTC,0.000001235,0.000001249,0.0000012,0.000001203,1614941.9008,1.9765885168618
1662681600,2022-09-09 00:00:00,XDC/BTC,0.000001306,0.000001313,0.000001212,0.000001233,5912380.5699,7.4024541349994
1662595200,2022-09-08 00:00:00,XDC/BTC,0.000001317,0.000001325,0.00000129,0.000001305,3489881.7439,4.5532024590778
1662508800,2022-09-07 00:00:00,XDC/BTC,0.000001358,0.00000137,0.00000131,0.000001322,1294856.5224,1.7410075021874
1662422400,2022-09-06 00:00:00,XDC/BTC,0.000001319,0.000001363,0.000001298,0.000001355,1232476.438,1.6395117016941
1662336000,2022-09-05 00:00:00,XDC/BTC,0.000001309,0.000001326,0.000001306,0.000001316,1245207.4456,1.6413547103111
1662249600,2022-09-04 00:00:00,XDC/BTC,0.000001319,0.000001327,0.000001303,0.000001308,620826.3516,0.8196500949653
1662163200,2022-09-03 00:00:00,XDC/BTC,0.000001306,0.000001322,0.000001292,0.000001318,1813323.8723,2.3731794674412
1662076800,2022-09-02 00:00:00,XDC/BTC,0.000001284,0.000001319,0.000001276,0.000001304,2662781.8746,3.4323831200985
1661990400,2022-09-01 00:00:00,XDC/BTC,0.000001329,0.000001344,0.000001281,0.000001285,1628961.9688,2.1364753712151
1661904000,2022-08-31 00:00:00,XDC/BTC,0.000001361,0.000001375,0.000001319,0.000001325,1767220.5835,2.3857050178907
1661817600,2022-08-30 00:00:00,XDC/BTC,0.000001312,0.00000137,0.000001287,0.000001351,2086673.8936,2.7838934642279
1661731200,2022-08-29 00:00:00,XDC/BTC,0.000001332,0.000001337,0.000001273,0.000001312,1632780.8578,2.1255585991635
1661644800,2022-08-28 00:00:00,XDC/BTC,0.000001371,0.000001373,0.00000133,0.000001335,3408167.8761,4.6068959179458
1661558400,2022-08-27 00:00:00,XDC/BTC,0.000001387,0.000001407,0.000001355,0.000001363,2185275.8996,3.0184308216482
1661472000,2022-08-26 00:00:00,XDC/BTC,0.000001398,0.000001413,0.000001325,0.000001382,1723480.2125,2.3677000268691
1661385600,2022-08-25 00:00:00,XDC/BTC,0.000001465,0.000001514,0.000001385,0.000001389,1789009.2906,2.5973364443304
1661299200,2022-08-24 00:00:00,XDC/BTC,0.000001555,0.000001562,0.000001406,0.000001464,5669416.6906,8.2825154026088
1661212800,2022-08-23 00:00:00,XDC/BTC,0.000001397,0.00000159,0.000001316,0.000001563,4801956.8279,6.9156349264861
1661126400,2022-08-22 00:00:00,XDC/BTC,0.000001446,0.000001472,0.00000135,0.000001397,1530979.8002,2.1540177629078
1661040000,2022-08-21 00:00:00,XDC/BTC,0.000001526,0.000001526,0.000001421,0.000001446,2262137.6283,3.3090661503262
1660953600,2022-08-20 00:00:00,XDC/BTC,0.00000156,0.000001627,0.00000146,0.000001533,2643929.1541,4.085390469247
1660867200,2022-08-19 00:00:00,XDC/BTC,0.000001427,0.00000161,0.000001427,0.000001557,2194332.7557,3.2791844479633
1660780800,2022-08-18 00:00:00,XDC/BTC,0.000001444,0.00000145,0.00000141,0.000001428,1757672.9298,2.5161386496261
1660694400,2022-08-17 00:00:00,XDC/BTC,0.000001443,0.000001472,0.000001415,0.00000145,1541802.7043,2.2357804275147
1660608000,2022-08-16 00:00:00,XDC/BTC,0.00000146,0.000001472,0.00000142,0.000001441,1447604.8716,2.0946005518037
1660521600,2022-08-15 00:00:00,XDC/BTC,0.00000148,0.000001492,0.00000143,0.00000146,3539633.8067,5.1746285991408
1660435200,2022-08-14 00:00:00,XDC/BTC,0.000001481,0.000001486,0.00000144,0.000001486,978163.2293,1.4407642182052
1660348800,2022-08-13 00:00:00,XDC/BTC,0.000001479,0.000001484,0.000001454,0.00000147,3423620.4695,5.0419861156655
1660262400,2022-08-12 00:00:00,XDC/BTC,0.000001507,0.000001529,0.000001478,0.00000148,1157914.7508,1.7490949856564
1660176000,2022-08-11 00:00:00,XDC/BTC,0.00000142,0.000001543,0.00000138,0.000001504,2603066.0371,3.786486649574
1660089600,2022-08-10 00:00:00,XDC/BTC,0.000001442,0.000001469,0.000001393,0.000001414,2323176.1096,3.3303299711832
1660003200,2022-08-09 00:00:00,XDC/BTC,0.000001373,0.000001512,0.00000137,0.000001436,4704866.2877,6.6426587282661
1659916800,2022-08-08 00:00:00,XDC/BTC,0.000001378,0.000001388,0.000001288,0.00000137,3542968.0611,4.8106367591418
1659830400,2022-08-07 00:00:00,XDC/BTC,0.000001336,0.000001376,0.00000132,0.00000137,2713891.6214,3.6756194669068
1659744000,2022-08-06 00:00:00,XDC/BTC,0.000001296,0.00000135,0.000001296,0.000001322,3537639.9303,4.6863563116913
