https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETHHEDGE,Volume USD
1663545600000.0,2022-09-19 00:00:00,ETHHEDGE/USD,19.35,19.3725,19.305,19.3725,0.78,15.11055
1663459200000.0,2022-09-18 00:00:00,ETHHEDGE/USD,17.72,19.45,17.6925,19.35,5916.0525204134365,114475.61627
1663372800000.0,2022-09-17 00:00:00,ETHHEDGE/USD,18.1875,18.46,17.6575,17.72,2142.1662062641085,37959.185175
1663286400000.0,2022-09-16 00:00:00,ETHHEDGE/USD,17.7625,18.4625,17.6425,18.1875,5667.415273676976,103076.11529
1663200000000.0,2022-09-15 00:00:00,ETHHEDGE/USD,16.29,17.85,15.964,17.7625,3542.8381739619986,62929.663065
1663113600000.0,2022-09-14 00:00:00,ETHHEDGE/USD,17.05,17.195,16.21,16.29,5908.25869674647,96245.53417
1663027200000.0,2022-09-13 00:00:00,ETHHEDGE/USD,15.736,17.109,15.403,17.05,3312.2335108504394,56473.58136
1662940800000.0,2022-09-12 00:00:00,ETHHEDGE/USD,15.314,15.89,15.175,15.736,598.0700540162684,9411.23037
1662854400000.0,2022-09-11 00:00:00,ETHHEDGE/USD,15.215,15.605,15.133,15.314,357.47941164947105,5474.43971
1662768000000.0,2022-09-10 00:00:00,ETHHEDGE/USD,15.737,15.833,15.128,15.215,184.5061031876438,2807.26036
1662681600000.0,2022-09-09 00:00:00,ETHHEDGE/USD,16.6475,16.6475,15.52,15.737,1020.1152633920061,16053.5539
1662595200000.0,2022-09-08 00:00:00,ETHHEDGE/USD,16.6675,17.0025,16.39,16.6475,314.6404535215498,5237.97695
1662508800000.0,2022-09-07 00:00:00,ETHHEDGE/USD,17.5,18.215,16.4225,16.6625,5187.115050262565,86430.304525
1662422400000.0,2022-09-06 00:00:00,ETHHEDGE/USD,16.9175,17.5075,16.21,17.5,1349.6048457142858,23618.0848
1662336000000.0,2022-09-05 00:00:00,ETHHEDGE/USD,17.3525,17.545,16.825,16.9175,29.274086005615487,495.24435
1662249600000.0,2022-09-04 00:00:00,ETHHEDGE/USD,17.625,17.7575,17.3525,17.3525,56.59868462757528,982.128675
1662163200000.0,2022-09-03 00:00:00,ETHHEDGE/USD,17.4075,17.8325,17.3625,17.625,437.49652482269505,7710.87625
1662076800000.0,2022-09-02 00:00:00,ETHHEDGE/USD,17.34,17.705,16.665,17.4075,941.4188438891283,16387.748525
1661990400000.0,2022-09-01 00:00:00,ETHHEDGE/USD,17.705,18.095,17.2075,17.34,538.5233362168398,9337.99465
1661904000000.0,2022-08-31 00:00:00,ETHHEDGE/USD,18.0275,18.0725,16.9825,17.705,5041.423068342277,89258.395425
1661817600000.0,2022-08-30 00:00:00,ETHHEDGE/USD,17.7325,18.56,17.155,18.0275,2791.150768270698,50317.470475
1661731200000.0,2022-08-29 00:00:00,ETHHEDGE/USD,19.4325,19.4875,17.66,17.7325,1020.1904271817284,18090.52675
1661644800000.0,2022-08-28 00:00:00,ETHHEDGE/USD,18.6875,19.455,18.46,19.4325,256.6145683777177,4986.6626
1661558400000.0,2022-08-27 00:00:00,ETHHEDGE/USD,18.5,19.225,18.3625,18.6875,14998.962670234114,280293.1149
1661472000000.0,2022-08-26 00:00:00,ETHHEDGE/USD,16.6325,18.6325,16.5825,18.5,1913.9123229729732,35407.377975
1661385600000.0,2022-08-25 00:00:00,ETHHEDGE/USD,16.865,16.915,16.395,16.6325,3.9938478881707495,66.427675
1661299200000.0,2022-08-24 00:00:00,ETHHEDGE/USD,17.0075,17.545,16.72,16.865,34.004442632671214,573.484925
1661212800000.0,2022-08-23 00:00:00,ETHHEDGE/USD,17.4375,18.005,16.9475,17.0075,49.05000293987947,834.217925
1661126400000.0,2022-08-22 00:00:00,ETHHEDGE/USD,17.4675,18.42,17.435,17.4375,1171.1545032258064,20422.00665
1661040000000.0,2022-08-21 00:00:00,ETHHEDGE/USD,18.015,18.095,17.2275,17.4675,136.39053671103477,2382.4017
1660953600000.0,2022-08-20 00:00:00,ETHHEDGE/USD,17.655,18.5175,17.1475,18.015,1816.4300013877325,32722.986475
1660867200000.0,2022-08-19 00:00:00,ETHHEDGE/USD,15.628,17.655,15.623,17.655,7035.685065703766,124215.019835
1660780800000.0,2022-08-18 00:00:00,ETHHEDGE/USD,15.755,15.813,15.332,15.628,160.45436332224213,2507.58079
