https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CTC,Volume USDT
1660089600,2022-08-10 00:00:00,CTC/USDT,0.3986,0.4203,0.3943,0.4202,2422.5086,1002.64199673
1660003200,2022-08-09 00:00:00,CTC/USDT,0.4162,0.4206,0.3931,0.3983,1275.8799,515.79675962
1659916800,2022-08-08 00:00:00,CTC/USDT,0.4159,0.4305,0.413,0.4188,90513.5855,38177.35118457
1659830400,2022-08-07 00:00:00,CTC/USDT,0.4051,0.4151,0.4014,0.4151,1774.9352,729.88961233
1659744000,2022-08-06 00:00:00,CTC/USDT,0.4103,0.4118,0.398,0.4045,972.7953,392.23458501
1659657600,2022-08-05 00:00:00,CTC/USDT,0.389,0.4123,0.3885,0.4123,7142.9756,2885.4407075
1659571200,2022-08-04 00:00:00,CTC/USDT,0.3993,0.3998,0.3855,0.388,2458.7876,971.33845775
1659484800,2022-08-03 00:00:00,CTC/USDT,0.3984,0.4094,0.394,0.4,4354.4495,1762.22842517
1659398400,2022-08-02 00:00:00,CTC/USDT,0.4129,0.4129,0.3874,0.4,2722.4344,1071.5049734
1659312000,2022-08-01 00:00:00,CTC/USDT,0.454,0.4549,0.4099,0.4132,7951.3482,3426.81960749
1659225600,2022-07-31 00:00:00,CTC/USDT,0.4084,0.479,0.4068,0.456,40643.098,17226.11759642
1659139200,2022-07-30 00:00:00,CTC/USDT,0.4163,0.4302,0.408,0.4101,19179.7264,8009.47298336
1659052800,2022-07-29 00:00:00,CTC/USDT,0.4233,0.4269,0.4081,0.4173,23187.0701,9675.94680164
1658966400,2022-07-28 00:00:00,CTC/USDT,0.4079,0.4321,0.3942,0.4245,35731.2301,14825.96669523
1658880000,2022-07-27 00:00:00,CTC/USDT,0.3873,0.4073,0.3776,0.407,50544.5301,19658.14096808
1658793600,2022-07-26 00:00:00,CTC/USDT,0.3709,0.3874,0.3553,0.3874,39315.4739,14596.19493146
1658707200,2022-07-25 00:00:00,CTC/USDT,0.3764,0.3829,0.3571,0.3711,52304.3781,19610.40134816
1658620800,2022-07-24 00:00:00,CTC/USDT,0.3669,0.3879,0.3638,0.3738,10545.6922,3993.52190013
1658534400,2022-07-23 00:00:00,CTC/USDT,0.3652,0.376,0.3611,0.3664,5166.3766,1902.12162469
1658448000,2022-07-22 00:00:00,CTC/USDT,0.3823,0.3861,0.3636,0.3647,13528.7678,5095.1433546
1658361600,2022-07-21 00:00:00,CTC/USDT,0.3748,0.3844,0.362,0.3797,6725.9286,2502.45644752
1658275200,2022-07-20 00:00:00,CTC/USDT,0.3836,0.3931,0.3745,0.3761,4735.25576807,1814.96435553923
1658188800,2022-07-19 00:00:00,CTC/USDT,0.3818,0.3998,0.3636,0.3838,18544.41247637,7131.197006552073
1658102400,2022-07-18 00:00:00,CTC/USDT,0.3692,0.386,0.3574,0.3787,29094.75136325,10807.467346799113
1658016000,2022-07-17 00:00:00,CTC/USDT,0.3692,0.3836,0.3551,0.3706,21383.75633369,7967.806650078797
1657929600,2022-07-16 00:00:00,CTC/USDT,0.3705,0.439,0.3518,0.372,326829.68613804,122951.77093370054
1657843200,2022-07-15 00:00:00,CTC/USDT,0.3385,0.6802,0.3371,0.3698,1137116.18206413,470179.503863294708
1657756800,2022-07-14 00:00:00,CTC/USDT,0.3426,0.3755,0.322,0.34,75155.59316715,26677.113185725748
1657670400,2022-07-13 00:00:00,CTC/USDT,0.3197,0.35,0.301,0.3421,18328.02846563,6010.737675059838
1657584000,2022-07-12 00:00:00,CTC/USDT,0.3442,0.3447,0.3194,0.3198,25926.67783396,8562.053932487341
1657497600,2022-07-11 00:00:00,CTC/USDT,0.3654,0.3672,0.3447,0.3447,4170.43913445,1488.347158098162
1657411200,2022-07-10 00:00:00,CTC/USDT,0.3782,0.3782,0.3612,0.3654,3864.25850404,1409.879220918425
1657324800,2022-07-09 00:00:00,CTC/USDT,0.3909,0.3919,0.3756,0.38,3840.23193844,1460.599419635832
1657238400,2022-07-08 00:00:00,CTC/USDT,0.403,0.403,0.3701,0.3909,29747.77257154,11655.554793506778
1657152000,2022-07-07 00:00:00,CTC/USDT,0.3715,0.4044,0.3681,0.4028,1022724.20040389,381135.973993856449
1657065600,2022-07-06 00:00:00,CTC/USDT,0.369,0.3808,0.363,0.3714,1221465.00322958,450080.992930554997
1656979200,2022-07-05 00:00:00,CTC/USDT,0.3608,0.385,0.3595,0.3685,1320769.58101588,494298.570530141372
1656892800,2022-07-04 00:00:00,CTC/USDT,0.3676,0.3677,0.3459,0.3602,358083.71435043,128677.742668173281
1656806400,2022-07-03 00:00:00,CTC/USDT,0.367,0.3738,0.3646,0.3669,127684.86252191,47158.698395522933
1656720000,2022-07-02 00:00:00,CTC/USDT,0.3798,0.3805,0.3649,0.3663,117990.34225092,43623.837414628465
1656633600,2022-07-01 00:00:00,CTC/USDT,0.3816,0.39,0.372,0.3798,179057.85588325,67766.06033370424
1656547200,2022-06-30 00:00:00,CTC/USDT,0.391,0.4284,0.3703,0.3806,88776.81312349,34255.79254946049
1656460800,2022-06-29 00:00:00,CTC/USDT,0.3659,0.4698,0.361,0.389,145981.98895516,59405.548676236956
1656374400,2022-06-28 00:00:00,CTC/USDT,0.3631,0.3931,0.3491,0.364,21117.33060697,7776.917191668503
1656288000,2022-06-27 00:00:00,CTC/USDT,0.374,0.4092,0.3599,0.3732,30344.36963808,11755.518904212947
1656201600,2022-06-26 00:00:00,CTC/USDT,0.354,0.5091,0.354,0.3743,123758.87388167,52931.26651308509
1656115200,2022-06-25 00:00:00,CTC/USDT,0.3562,0.363,0.3321,0.3562,24925.4448,8820.41153
1656028800,2022-06-24 00:00:00,CTC/USDT,0.3464,0.4448,0.3373,0.3578,250950.2045573,94600.165515683434
1655942400,2022-06-23 00:00:00,CTC/USDT,0.2886,0.345,0.2858,0.345,48110.31382921,15457.861331502532
1655856000,2022-06-22 00:00:00,CTC/USDT,0.2855,0.3019,0.2781,0.2892,26113.17344822,7529.60373981325
1655769600,2022-06-21 00:00:00,CTC/USDT,0.2884,0.314,0.287,0.2886,49458.92703109,14976.711546026396
1655683200,2022-06-20 00:00:00,CTC/USDT,0.2907,0.3091,0.2719,0.2901,20197.28550197,5843.228868182463
1655596800,2022-06-19 00:00:00,CTC/USDT,0.2821,0.2932,0.2484,0.287,12061.29384018,3279.8375392042
1655510400,2022-06-18 00:00:00,CTC/USDT,0.3053,0.3087,0.26,0.2795,4668.38013201,1308.694031662749
1655424000,2022-06-17 00:00:00,CTC/USDT,0.2746,0.324,0.2746,0.3078,33728.47185801,9982.212374729944
1655337600,2022-06-16 00:00:00,CTC/USDT,0.341,0.378,0.2721,0.2754,7674.51876146,2545.128565738706
1655251200,2022-06-15 00:00:00,CTC/USDT,0.341,0.344,0.294,0.3381,24355.08888927,7966.450707676853
1655164800,2022-06-14 00:00:00,CTC/USDT,0.307,0.391,0.261,0.336,43298.92971936,14702.50361973126
1655078400,2022-06-13 00:00:00,CTC/USDT,0.4,0.402,0.3,0.307,74941.35408168,25085.80340842289
1654992000,2022-06-12 00:00:00,CTC/USDT,0.446,0.452,0.404,0.409,46893.21738015,19845.22354316104
1654905600,2022-06-11 00:00:00,CTC/USDT,0.453,0.474,0.443,0.443,30846.14273993,14296.52965377291
1654819200,2022-06-10 00:00:00,CTC/USDT,0.466,0.484,0.454,0.455,14950.11858753,7023.1835433114
1654732800,2022-06-09 00:00:00,CTC/USDT,0.467,0.473,0.46,0.466,4659.30456586,2173.43351451753
1654646400,2022-06-08 00:00:00,CTC/USDT,0.472,0.479,0.455,0.472,7672.69134949,3583.16328497083
1654560000,2022-06-07 00:00:00,CTC/USDT,0.48,0.485,0.446,0.472,23186.6051955,10765.72386534462
1654473600,2022-06-06 00:00:00,CTC/USDT,0.467,0.492,0.467,0.482,6026.43536099,2917.05435240501
1654387200,2022-06-05 00:00:00,CTC/USDT,0.477,0.477,0.462,0.472,3115.7837,1462.8743912
1654300800,2022-06-04 00:00:00,CTC/USDT,0.471,0.473,0.461,0.469,4886.71659809,2291.04122119657
1654214400,2022-06-03 00:00:00,CTC/USDT,0.482,0.483,0.46,0.468,5168.30905148,2442.30479548544
1654128000,2022-06-02 00:00:00,CTC/USDT,0.476,0.482,0.46,0.482,6355.2373,2987.9000308
1654041600,2022-06-01 00:00:00,CTC/USDT,0.54,0.54,0.46,0.475,7219.80290429,3510.21118689472
1653955200,2022-05-31 00:00:00,CTC/USDT,0.518,0.543,0.517,0.541,4090.93083069,2146.2496689881
1653868800,2022-05-30 00:00:00,CTC/USDT,0.508,0.527,0.492,0.526,49026.57527263,24791.87300410996
1653782400,2022-05-29 00:00:00,CTC/USDT,0.482,0.527,0.479,0.503,68102.48417851,34140.33661979884
1653696000,2022-05-28 00:00:00,CTC/USDT,0.48,0.487,0.467,0.482,18430.3407,8747.7691753
1653609600,2022-05-27 00:00:00,CTC/USDT,0.507,0.507,0.473,0.479,40991.3003,19965.7273778
1653523200,2022-05-26 00:00:00,CTC/USDT,0.571,0.578,0.483,0.511,50887.82373599,26563.74063341094
1653436800,2022-05-25 00:00:00,CTC/USDT,0.569,0.582,0.551,0.576,47505.1,26834.5584725
1653350400,2022-05-24 00:00:00,CTC/USDT,0.571,0.598,0.558,0.57,3825.03984077,2198.12835449813
1653264000,2022-05-23 00:00:00,CTC/USDT,0.565,0.612,0.54,0.573,7826.28657184,4511.38913968601
1653177600,2022-05-22 00:00:00,CTC/USDT,0.583,0.599,0.551,0.565,19219.08205517,10866.51915994658
1653091200,2022-05-21 00:00:00,CTC/USDT,0.632,0.739,0.565,0.583,146755.7388273,94097.92771971557
1653004800,2022-05-20 00:00:00,CTC/USDT,0.504,1.167,0.487,0.641,408541.01452362,278370.6698150596
1652918400,2022-05-19 00:00:00,CTC/USDT,0.455,0.516,0.447,0.5,25028.62997404,12498.15745365673
1652832000,2022-05-18 00:00:00,CTC/USDT,0.503,0.51,0.455,0.459,16834.19127843,8282.9133792993
1652745600,2022-05-17 00:00:00,CTC/USDT,0.487,0.515,0.463,0.508,13701.79352678,6838.93095658271
1652659200,2022-05-16 00:00:00,CTC/USDT,0.478,0.502,0.44,0.46,26409.82474149,12648.38973489734
1652572800,2022-05-15 00:00:00,CTC/USDT,0.446,0.483,0.438,0.483,1894.42483548,885.0039714982
1652486400,2022-05-14 00:00:00,CTC/USDT,0.448,0.489,0.415,0.449,14275.56981306,6485.67757822249
1652400000,2022-05-13 00:00:00,CTC/USDT,0.396,0.516,0.35,0.464,7941.60816188,3699.28170596073
1652313600,2022-05-12 00:00:00,CTC/USDT,0.397,0.511,0.261,0.386,39083.28027593,16169.73973564985
1652227200,2022-05-11 00:00:00,CTC/USDT,0.539,0.551,0.382,0.399,60858.51045409,28284.11170665354
1652140800,2022-05-10 00:00:00,CTC/USDT,0.494,0.592,0.481,0.542,8615.45306619,4832.10248638178
1652054400,2022-05-09 00:00:00,CTC/USDT,0.586,0.588,0.477,0.506,5107.79593786,2738.89181186764
1651968000,2022-05-08 00:00:00,CTC/USDT,0.618,0.626,0.574,0.574,5005.97623241,2997.92734651082
1651881600,2022-05-07 00:00:00,CTC/USDT,0.634,0.67,0.618,0.618,10878.99175358,6957.92935647294
1651795200,2022-05-06 00:00:00,CTC/USDT,0.697,0.699,0.61,0.642,57688.77823827,38141.52073286768
1651708800,2022-05-05 00:00:00,CTC/USDT,0.795,0.807,0.625,0.695,83085.3524879,56572.21984489036
1651622400,2022-05-04 00:00:00,CTC/USDT,0.764,0.795,0.749,0.791,32941.36157082,24997.42679150934
1651536000,2022-05-03 00:00:00,CTC/USDT,0.781,0.784,0.761,0.763,8517.10837757,6581.41242567878
1651449600,2022-05-02 00:00:00,CTC/USDT,0.785,0.8,0.771,0.78,6792.49091507,5328.74830829572
1651363200,2022-05-01 00:00:00,CTC/USDT,0.771,0.791,0.763,0.785,15066.61187731,11706.02013109281
1651276800,2022-04-30 00:00:00,CTC/USDT,0.857,0.864,0.755,0.775,21315.4506,17718.2050694
1651190400,2022-04-29 00:00:00,CTC/USDT,0.934,0.938,0.853,0.857,22605.63352107,20171.03546526333
1651104000,2022-04-28 00:00:00,CTC/USDT,0.933,0.96,0.911,0.936,4391.24479469,4127.11274899798
1651017600,2022-04-27 00:00:00,CTC/USDT,0.904,0.936,0.896,0.931,42240.50436923,38789.60430297891
1650931200,2022-04-26 00:00:00,CTC/USDT,0.979,0.998,0.903,0.904,39163.17634781,36975.58285211506
1650844800,2022-04-25 00:00:00,CTC/USDT,1.005,1.01,0.915,0.978,56221.51702613,53822.35514949964
1650758400,2022-04-24 00:00:00,CTC/USDT,0.96,1.011,0.945,1.007,47325.12073995,45951.51855029245
1650672000,2022-04-23 00:00:00,CTC/USDT,0.976,0.988,0.956,0.963,24804.75945945,23996.03171733637
1650585600,2022-04-22 00:00:00,CTC/USDT,0.995,1.005,0.963,0.979,25976.48921022,25567.78234985819
1650499200,2022-04-21 00:00:00,CTC/USDT,1.032,1.038,0.998,1,48326.8685128,49318.004509492
1650412800,2022-04-20 00:00:00,CTC/USDT,1.04,1.069,1.026,1.031,80323.55715609,83939.61800697148
1650326400,2022-04-19 00:00:00,CTC/USDT,1.054,1.065,1.035,1.043,89405.39970869,93665.53006009154
1650240000,2022-04-18 00:00:00,CTC/USDT,1.06,1.065,0.995,1.054,121517.86678575,124837.08391866532
1650153600,2022-04-17 00:00:00,CTC/USDT,1.085,1.092,1.061,1.061,112421.13896272,121525.23906892268
1650067200,2022-04-16 00:00:00,CTC/USDT,1.1,1.101,1.076,1.085,153683.16236029,167460.96648785039
1649980800,2022-04-15 00:00:00,CTC/USDT,1.062,1.104,1.046,1.1,222845.86357494,242091.48240681242
1649894400,2022-04-14 00:00:00,CTC/USDT,1.088,1.13,1.057,1.059,271185.48859128,297167.3632858804
1649808000,2022-04-13 00:00:00,CTC/USDT,1.016,1.127,1.004,1.091,319514.64531992,338190.93294467063
1649721600,2022-04-12 00:00:00,CTC/USDT,0.978,1.038,0.958,1.017,442751.26817156,443034.60413248158
1649635200,2022-04-11 00:00:00,CTC/USDT,1.118,1.118,0.888,0.977,623538.50573631,624655.17311521508
1649548800,2022-04-10 00:00:00,CTC/USDT,1.134,1.142,1.113,1.12,85783.26202616,97090.88634168537
1649462400,2022-04-09 00:00:00,CTC/USDT,1.14,1.152,1.131,1.134,73294.23459582,83591.02583477053
1649376000,2022-04-08 00:00:00,CTC/USDT,1.143,1.184,1.133,1.138,114766.53638677,133353.92346878289
1649289600,2022-04-07 00:00:00,CTC/USDT,1.178,1.196,1.081,1.144,268421.34051863,304481.36129796928
1649203200,2022-04-06 00:00:00,CTC/USDT,1.233,1.235,1.159,1.177,216947.5449612,258394.65905191167
1649116800,2022-04-05 00:00:00,CTC/USDT,1.235,1.247,1.226,1.234,193004.59808045,238480.08534016468
1649030400,2022-04-04 00:00:00,CTC/USDT,1.314,1.322,1.214,1.234,301922.42044467,382524.72245788059
1648944000,2022-04-03 00:00:00,CTC/USDT,1.281,1.328,1.279,1.316,318207.53741651,415071.77955019233
1648857600,2022-04-02 00:00:00,CTC/USDT,1.269,1.339,1.266,1.279,358228.3814263,460556.52580780086
1648771200,2022-04-01 00:00:00,CTC/USDT,1.233,1.274,1.217,1.268,167285.81852434,208657.29044148607
1648684800,2022-03-31 00:00:00,CTC/USDT,1.255,1.273,1.225,1.23,55467.11592551,68867.99536732934
1648598400,2022-03-30 00:00:00,CTC/USDT,1.278,1.283,1.25,1.259,17604.42312499,22378.20871163012
1648512000,2022-03-29 00:00:00,CTC/USDT,1.3,1.366,1.242,1.276,61558.02114974,80970.51737528195
1648425600,2022-03-28 00:00:00,CTC/USDT,1.364,1.413,1.299,1.3,61502.81553902,83013.60653198334
1648339200,2022-03-27 00:00:00,CTC/USDT,1.455,1.455,1.338,1.363,104001.78068558,141948.56295616738
1648252800,2022-03-26 00:00:00,CTC/USDT,1.569,1.572,1.45,1.45,121640.8782101,184119.47038342663
1648166400,2022-03-25 00:00:00,CTC/USDT,2.11,2.241,1.491,1.574,428594.06836775,739794.32176626231
1648080000,2022-03-24 00:00:00,CTC/USDT,1.855,2.34,1.793,2.105,156658.80039908,334953.01098295929
1647993600,2022-03-23 00:00:00,CTC/USDT,1.557,1.957,1.429,1.851,41101.32591463,71684.7316587832
1647907200,2022-03-22 00:00:00,CTC/USDT,1.474,1.615,1.472,1.558,8291.71409166,12784.95876532243
1647820800,2022-03-21 00:00:00,CTC/USDT,1.345,1.538,1.345,1.473,3989.01587859,5705.69970969435
1647734400,2022-03-20 00:00:00,CTC/USDT,1.326,1.436,1.326,1.353,7743.27495861,10679.1795037051
1647648000,2022-03-19 00:00:00,CTC/USDT,1.226,1.347,1.225,1.326,4823.1483184,6213.83217819662
1647561600,2022-03-18 00:00:00,CTC/USDT,1.178,1.225,1.161,1.225,19970.55750677,23624.76539374695
1647475200,2022-03-17 00:00:00,CTC/USDT,1.143,1.184,1.143,1.181,37542.5417,43693.1480018
1647388800,2022-03-16 00:00:00,CTC/USDT,1.124,1.147,1.122,1.145,61736.20088518,69873.40781259589
1647302400,2022-03-15 00:00:00,CTC/USDT,1.11,1.13,1.104,1.123,85443.5631132,95185.1613434992
1647216000,2022-03-14 00:00:00,CTC/USDT,1.103,1.118,1.101,1.105,126910.5498944,141002.96694836676
1647129600,2022-03-13 00:00:00,CTC/USDT,1.124,1.13,1.105,1.106,190588.19167734,213980.6511466481
1647043200,2022-03-12 00:00:00,CTC/USDT,1.13,1.142,1.117,1.122,262005.5247,294353.1536814
1646956800,2022-03-11 00:00:00,CTC/USDT,1.139,1.144,1.126,1.13,304366.8103653,345591.671797842
1646870400,2022-03-10 00:00:00,CTC/USDT,1.158,1.163,1.104,1.14,283303.25925943,318703.05243189932
1646784000,2022-03-09 00:00:00,CTC/USDT,1.104,1.159,1.104,1.155,373481.5591,427711.0463717
1646697600,2022-03-08 00:00:00,CTC/USDT,1.123,1.144,1.101,1.108,384866.74937166,430121.54505154104
1646611200,2022-03-07 00:00:00,CTC/USDT,1.14,1.145,1.105,1.119,417503.57540688,467017.59554988848
1646524800,2022-03-06 00:00:00,CTC/USDT,1.162,1.173,1.132,1.134,432570.85015527,497826.90733037496
1646438400,2022-03-05 00:00:00,CTC/USDT,1.122,1.162,1.1,1.158,381373.46145851,431819.83564968862
1646352000,2022-03-04 00:00:00,CTC/USDT,1.163,1.166,1.118,1.122,400457.60876581,453659.58349849794
1646265600,2022-03-03 00:00:00,CTC/USDT,1.238,1.254,1.151,1.162,418295.01270635,503966.29127788637
1646179200,2022-03-02 00:00:00,CTC/USDT,1.296,1.305,1.225,1.238,435872.57755458,549428.52292209591
1646092800,2022-03-01 00:00:00,CTC/USDT,1.283,1.326,1.267,1.297,388115.67146578,500072.23656819042
1646006400,2022-02-28 00:00:00,CTC/USDT,1.152,1.287,1.138,1.284,422738.53875622,501175.48341258866
1645920000,2022-02-27 00:00:00,CTC/USDT,1.201,1.215,1.148,1.153,434787.36822331,519040.83656139834
1645833600,2022-02-26 00:00:00,CTC/USDT,1.214,1.233,1.189,1.203,482169.85380164,584287.05229400916
1645747200,2022-02-25 00:00:00,CTC/USDT,1.161,1.216,1.144,1.214,369288.7708,433536.6921461
1645660800,2022-02-24 00:00:00,CTC/USDT,1.166,1.167,1.04,1.158,304343.64266229,333094.27721257641
1645574400,2022-02-23 00:00:00,CTC/USDT,1.181,1.202,1.162,1.164,205399.69425544,242190.96592358319
1645488000,2022-02-22 00:00:00,CTC/USDT,1.131,1.184,1.106,1.182,313744.45740623,360769.22841469457
1645401600,2022-02-21 00:00:00,CTC/USDT,1.194,1.355,1.123,1.132,381279.87481752,465024.40885098074
1645315200,2022-02-20 00:00:00,CTC/USDT,1.265,1.273,1.161,1.193,344924.89622898,410988.67523358248
1645228800,2022-02-19 00:00:00,CTC/USDT,1.269,1.319,1.245,1.264,353194.40281389,448946.07412932368
1645142400,2022-02-18 00:00:00,CTC/USDT,1.338,1.344,1.255,1.267,342116.08831605,446840.94026594808
1645056000,2022-02-17 00:00:00,CTC/USDT,1.498,1.603,1.326,1.334,399831.6285179,571897.95325689051
1644969600,2022-02-16 00:00:00,CTC/USDT,1.443,1.67,1.426,1.501,354564.41481923,528578.32691000511
1644883200,2022-02-15 00:00:00,CTC/USDT,1.323,1.445,1.318,1.444,319471.19947498,441353.07743664984
1644796800,2022-02-14 00:00:00,CTC/USDT,1.318,1.333,1.236,1.325,351203.14397687,456078.58870999901
1644710400,2022-02-13 00:00:00,CTC/USDT,1.31,1.331,1.291,1.323,328849.54707851,432880.84095969022
1644624000,2022-02-12 00:00:00,CTC/USDT,1.357,1.358,1.289,1.307,419343.47687596,552847.27917911153
1644537600,2022-02-11 00:00:00,CTC/USDT,1.399,1.43,1.355,1.355,350728.63804127,488581.86865878522
1644451200,2022-02-10 00:00:00,CTC/USDT,1.425,1.431,1.372,1.402,58798.43621399,82403.03587084673
1644364800,2022-02-09 00:00:00,CTC/USDT,1.386,1.426,1.371,1.426,16799.13818158,23299.83750368749
1644278400,2022-02-08 00:00:00,CTC/USDT,1.491,1.518,1.364,1.39,49368.55150573,72662.84808787093
1644192000,2022-02-07 00:00:00,CTC/USDT,1.458,1.524,1.384,1.49,19210.46701938,27829.95292244541
1644105600,2022-02-06 00:00:00,CTC/USDT,1.485,1.523,1.445,1.463,7781.07425202,11516.82675766737
1644019200,2022-02-05 00:00:00,CTC/USDT,1.395,1.491,1.387,1.485,13739.87991035,20088.40589227611
1643932800,2022-02-04 00:00:00,CTC/USDT,1.314,1.404,1.302,1.395,18184.19387802,24680.79074673816
1643846400,2022-02-03 00:00:00,CTC/USDT,1.208,1.314,1.197,1.314,21495.08524309,27737.94700678755
1643760000,2022-02-02 00:00:00,CTC/USDT,1.292,1.294,1.205,1.208,40508.99942953,51589.19626789707
1643673600,2022-02-01 00:00:00,CTC/USDT,1.296,1.303,1.272,1.291,10415.65601542,13480.64152058881
1643587200,2022-01-31 00:00:00,CTC/USDT,1.271,1.3,1.219,1.295,6560.70190493,8235.89307276438
1643500800,2022-01-30 00:00:00,CTC/USDT,1.313,1.313,1.269,1.28,10292.88628879,13191.99490780066
1643414400,2022-01-29 00:00:00,CTC/USDT,1.234,1.322,1.228,1.312,13696.61783335,17191.03386198825
1643328000,2022-01-28 00:00:00,CTC/USDT,1.253,1.296,1.194,1.234,66602.55638202,83465.50725463295
1643241600,2022-01-27 00:00:00,CTC/USDT,1.171,1.253,1.12,1.253,7048.37070193,8470.97755091474
1643155200,2022-01-26 00:00:00,CTC/USDT,1.161,1.252,1.161,1.17,15880.03293166,18955.45133395262
1643068800,2022-01-25 00:00:00,CTC/USDT,1.106,1.167,1.081,1.161,21748.44329494,24172.50666073165
1642982400,2022-01-24 00:00:00,CTC/USDT,1.173,1.173,0.994,1.108,8108.86131266,8495.22225110544
1642896000,2022-01-23 00:00:00,CTC/USDT,1.24,1.24,1.137,1.175,13359.78651481,15802.2712415264
1642809600,2022-01-22 00:00:00,CTC/USDT,1.437,1.469,1.115,1.247,9497.86934672,12161.13448057607
1642723200,2022-01-21 00:00:00,CTC/USDT,1.769,1.77,1.428,1.435,35973.82098816,58931.03938018548
