https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ZAG
1651608000000,2022-05-03 20:00:00,ZAG/BTC,1.3e-06,1.3e-06,1.3e-06,1.3e-06,3.77e-05,29.0
1651604400000,2022-05-03 19:00:00,ZAG/BTC,1.3e-06,1.3e-06,1.3e-06,1.3e-06,1.869645336e-05,14.3818872
1651600800000,2022-05-03 18:00:00,ZAG/BTC,1.3e-06,1.31e-06,1.3e-06,1.31e-06,0.0006555318884663,500.40602173
1651590000000,2022-05-03 15:00:00,ZAG/BTC,1.5e-06,1.5e-06,1.5e-06,1.5e-06,0.000514399999995,342.93333333
1651586400000,2022-05-03 14:00:00,ZAG/BTC,1.01e-06,1.01e-06,8.1e-07,8.6e-07,0.0005629993222334,654.65037469
1651582800000,2022-05-03 13:00:00,ZAG/BTC,1.03e-06,1.05e-06,1e-06,1e-06,0.00171316499596,1713.16499596
1651579200000,2022-05-03 12:00:00,ZAG/BTC,1.5e-06,1.5e-06,1.02e-06,1.02e-06,0.0009523794525324,933.70534562
1651575600000,2022-05-03 11:00:00,ZAG/BTC,1.6e-06,1.6e-06,1.53e-06,1.53e-06,0.0046887276036456,3064.52784552
1651568400000,2022-05-03 09:00:00,ZAG/BTC,1.94e-06,1.94e-06,1.94e-06,1.94e-06,3.0099999966e-06,1.55154639
1651518000000,2022-05-02 19:00:00,ZAG/BTC,1.94e-06,1.94e-06,1.94e-06,1.94e-06,0.0001349999999884,69.58762886
1651500000000,2022-05-02 14:00:00,ZAG/BTC,1.89e-06,1.94e-06,1.89e-06,1.94e-06,0.0007738647746184,398.89936836
1651478400000,2022-05-02 08:00:00,ZAG/BTC,1.6e-06,1.6e-06,1.6e-06,1.6e-06,9.4392695504e-05,58.99543469
1651467600000,2022-05-02 05:00:00,ZAG/BTC,1.9e-06,1.9e-06,1.9e-06,1.9e-06,3.8e-05,20.0
1651453200000,2022-05-02 01:00:00,ZAG/BTC,1.9e-06,1.9e-06,1.9e-06,1.9e-06,2.979999995e-06,1.56842105
1651435200000,2022-05-01 20:00:00,ZAG/BTC,1.6e-06,1.6e-06,1.6e-06,1.6e-06,0.000315536,197.21
1651431600000,2022-05-01 19:00:00,ZAG/BTC,1.62e-06,1.62e-06,1.6e-06,1.6e-06,4.13426128e-05,25.839133
1651345200000,2022-04-30 19:00:00,ZAG/BTC,1.55e-06,1.55e-06,1.54e-06,1.54e-06,7.676900000000001e-06,4.985
1651327200000,2022-04-30 14:00:00,ZAG/BTC,1.54e-06,1.54e-06,1.54e-06,1.54e-06,9.25695848154e-05,60.11012001
1651312800000,2022-04-30 10:00:00,ZAG/BTC,1.53e-06,1.53e-06,1.53e-06,1.53e-06,0.00014826159,96.903
1651251600000,2022-04-29 17:00:00,ZAG/BTC,1.95e-06,1.95e-06,1.95e-06,1.95e-06,0.00018915,97.0
1651215600000,2022-04-29 07:00:00,ZAG/BTC,1.54e-06,1.54e-06,1.54e-06,1.54e-06,0.0001484652194256,96.40598664
1651212000000,2022-04-29 06:00:00,ZAG/BTC,1.96e-06,1.96e-06,1.96e-06,1.96e-06,5.0000000036e-06,2.55102041
1651208400000,2022-04-29 05:00:00,ZAG/BTC,1.95e-06,1.95e-06,1.95e-06,1.95e-06,6.007350804e-06,3.08069272
1651158000000,2022-04-28 15:00:00,ZAG/BTC,1.95e-06,1.96e-06,1.95e-06,1.96e-06,0.0010181886390984,519.48399954
1651147200000,2022-04-28 12:00:00,ZAG/BTC,1.54e-06,1.54e-06,1.54e-06,1.54e-06,1.43053789494e-05,9.28920711
1651118400000,2022-04-28 04:00:00,ZAG/BTC,1.53e-06,1.53e-06,1.53e-06,1.53e-06,0.0007098417436212,463.94885204
1651089600000,2022-04-27 20:00:00,ZAG/BTC,1.96e-06,1.96e-06,1.96e-06,1.96e-06,0.00049,250.0
1651075200000,2022-04-27 16:00:00,ZAG/BTC,1.96e-06,1.96e-06,1.96e-06,1.96e-06,0.0009102499999879999,464.4132653
1651057200000,2022-04-27 11:00:00,ZAG/BTC,1.95e-06,1.96e-06,1.95e-06,1.96e-06,0.0013507610004112,689.16377572
1651042800000,2022-04-27 07:00:00,ZAG/BTC,1.96e-06,1.96e-06,1.53e-06,1.53e-06,0.0002446085588724,159.87487508
1650981600000,2022-04-26 14:00:00,ZAG/BTC,1.56e-06,1.56e-06,1.53e-06,1.53e-06,0.0002675738437101,174.88486517
1650826800000,2022-04-24 19:00:00,ZAG/BTC,1.98e-06,1.99e-06,1.98e-06,1.99e-06,0.0004149747,208.53
1650823200000,2022-04-24 18:00:00,ZAG/BTC,1.57e-06,1.57e-06,1.57e-06,1.57e-06,0.0002448152551107,155.93328351
1650744000000,2022-04-23 20:00:00,ZAG/BTC,1.98e-06,1.98e-06,1.52e-06,1.98e-06,0.0021145691468286002,1067.96421557
1650646800000,2022-04-22 17:00:00,ZAG/BTC,2.09e-06,2.09e-06,1.5e-06,1.5e-06,0.000205425618765,136.95041251
1650643200000,2022-04-22 16:00:00,ZAG/BTC,2.18e-06,2.18e-06,2.18e-06,2.18e-06,7.999097609399999e-05,36.6931083
1650639600000,2022-04-22 15:00:00,ZAG/BTC,2.09e-06,2.09e-06,2.09e-06,2.09e-06,1.0439549999999999e-05,4.995
1650636000000,2022-04-22 14:00:00,ZAG/BTC,2.09e-06,2.09e-06,2.09e-06,2.09e-06,2.5619252604e-06,1.22580156
1650621600000,2022-04-22 10:00:00,ZAG/BTC,1.5e-06,1.5e-06,1.5e-06,1.5e-06,7.5e-06,5.0
1650528000000,2022-04-21 08:00:00,ZAG/BTC,1.38e-06,1.38e-06,1.38e-06,1.38e-06,5.51448e-06,3.996
1650502800000,2022-04-21 01:00:00,ZAG/BTC,1.77e-06,1.77e-06,1.35e-06,1.35e-06,0.00027350115426,202.5934476
1650445200000,2022-04-20 09:00:00,ZAG/BTC,2e-06,2e-06,2e-06,2e-06,0.00070787029588,353.93514794
1650438000000,2022-04-20 07:00:00,ZAG/BTC,2.01e-06,2.01e-06,2e-06,2e-06,2.348074024e-05,11.74037012
1650434400000,2022-04-20 06:00:00,ZAG/BTC,2.14e-06,2.14e-06,2.06e-06,2.06e-06,0.0007605273459200001,369.188032
1650423600000,2022-04-20 03:00:00,ZAG/BTC,2.24e-06,2.24e-06,2.24e-06,2.24e-06,2.8300471808000002e-06,1.26341392
1650394800000,2022-04-19 19:00:00,ZAG/BTC,2e-06,2e-06,2e-06,2e-06,0.0006012313381,300.61566905
1650391200000,2022-04-19 18:00:00,ZAG/BTC,2e-06,2e-06,2e-06,2e-06,6e-06,3.0
1650380400000,2022-04-19 15:00:00,ZAG/BTC,2e-06,2e-06,2e-06,2e-06,2.458e-05,12.29
1650376800000,2022-04-19 14:00:00,ZAG/BTC,1.99e-06,2e-06,1.98e-06,2e-06,0.0007285769542199999,364.28847711
1650373200000,2022-04-19 13:00:00,ZAG/BTC,2e-06,2e-06,2e-06,2e-06,0.00015271381518,76.35690759
1650351600000,2022-04-19 07:00:00,ZAG/BTC,2.24e-06,2.24e-06,2.24e-06,2.24e-06,2.876463968e-06,1.2841357
1650348000000,2022-04-19 06:00:00,ZAG/BTC,2.22e-06,2.22e-06,2.22e-06,2.22e-06,0.000144123969762,64.9207071
1650344400000,2022-04-19 05:00:00,ZAG/BTC,2.42e-06,2.42e-06,2.42e-06,2.42e-06,2.951377913e-06,1.21957765
1650340800000,2022-04-19 04:00:00,ZAG/BTC,2.6e-06,2.6e-06,2.6e-06,2.6e-06,0.00020293,78.05
1650337200000,2022-04-19 03:00:00,ZAG/BTC,2.69e-06,2.69e-06,2.69e-06,2.69e-06,2.69e-06,1.0
1650326400000,2022-04-19 00:00:00,ZAG/BTC,2.23e-06,2.23e-06,2e-06,2e-06,0.0011000605559999999,550.030278
1650312000000,2022-04-18 20:00:00,ZAG/BTC,2e-06,2.07e-06,2e-06,2.07e-06,0.0020693050069599,999.66425457
1650308400000,2022-04-18 19:00:00,ZAG/BTC,2.03e-06,2.03e-06,2.03e-06,2.03e-06,0.00049938,246.0
1650304800000,2022-04-18 18:00:00,ZAG/BTC,2.72e-06,2.72e-06,2.72e-06,2.72e-06,8.159999999999999e-05,30.0
1650290400000,2022-04-18 14:00:00,ZAG/BTC,1.99e-06,2.82e-06,1.99e-06,2.82e-06,0.0023940120211164,848.94043302
1650276000000,2022-04-18 10:00:00,ZAG/BTC,1.99e-06,2.26e-06,1.99e-06,2.26e-06,0.00033441385585679997,147.97073268
1650268800000,2022-04-18 08:00:00,ZAG/BTC,2.26e-06,2.26e-06,2.26e-06,2.26e-06,0.0002207624999912,97.68252212
1650258000000,2022-04-18 05:00:00,ZAG/BTC,1.96e-06,1.96e-06,1.96e-06,1.96e-06,4.72789658656e-05,24.12192136
1650250800000,2022-04-18 03:00:00,ZAG/BTC,2.54e-06,2.54e-06,2.28e-06,2.28e-06,0.0001285343263968,56.37470456
1650247200000,2022-04-18 02:00:00,ZAG/BTC,2.16e-06,2.16e-06,2.16e-06,2.16e-06,0.00048306003847200005,223.6389067
1650240000000,2022-04-18 00:00:00,ZAG/BTC,2.59e-06,2.6e-06,1.74e-06,1.74e-06,0.0009286310829084001,533.69602466
1650236400000,2022-04-17 23:00:00,ZAG/BTC,2.59e-06,2.59e-06,2.59e-06,2.59e-06,0.0004542799999801,175.39768339
1650225600000,2022-04-17 20:00:00,ZAG/BTC,2.6e-06,2.6e-06,2.58e-06,2.58e-06,4.4119999990199996e-05,17.10077519
1650222000000,2022-04-17 19:00:00,ZAG/BTC,2.6e-06,2.6e-06,2.6e-06,2.6e-06,2.4239999992000003e-05,9.32307692
1650218400000,2022-04-17 18:00:00,ZAG/BTC,2.67e-06,2.67e-06,2.67e-06,2.67e-06,0.0004674099999903,175.05992509
1650211200000,2022-04-17 16:00:00,ZAG/BTC,3.38e-06,3.41e-06,1.17e-06,3.33e-06,0.0113893382994282,3420.22171154
1650207600000,2022-04-17 15:00:00,ZAG/BTC,2.05e-06,3.36e-06,2.05e-06,3.36e-06,0.008880431570270401,2642.98558639
1650204000000,2022-04-17 14:00:00,ZAG/BTC,1.7e-06,2e-06,1.7e-06,2e-06,0.00256230710418,1281.15355209
1650200400000,2022-04-17 13:00:00,ZAG/BTC,1.48e-06,1.48e-06,1.48e-06,1.48e-06,0.0009886500000196,668.00675677
1650196800000,2022-04-17 12:00:00,ZAG/BTC,1.46e-06,1.48e-06,1.46e-06,1.48e-06,0.0006747099999924,455.88513513
1650193200000,2022-04-17 11:00:00,ZAG/BTC,1.46e-06,1.46e-06,1.46e-06,1.46e-06,0.0101884892288,6978.41728
1650182400000,2022-04-17 08:00:00,ZAG/BTC,1.46e-06,1.46e-06,1.46e-06,1.46e-06,1.4856113214599999e-05,10.17542001
1650175200000,2022-04-17 06:00:00,ZAG/BTC,1.46e-06,1.46e-06,1.46e-06,1.46e-06,0.00011872717393900001,81.31998215
1650160800000,2022-04-17 02:00:00,ZAG/BTC,1.43e-06,1.48e-06,1.43e-06,1.48e-06,0.0003785682843536,255.78938132
1650139200000,2022-04-16 20:00:00,ZAG/BTC,1.36e-06,1.44e-06,1.36e-06,1.44e-06,0.0003977678390688,276.22766602
1650135600000,2022-04-16 19:00:00,ZAG/BTC,1.28e-06,1.37e-06,1.03e-06,1.34e-06,0.0001354800701464,101.10452996
1650132000000,2022-04-16 18:00:00,ZAG/BTC,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0001477017095316,144.80559758
1650128400000,2022-04-16 17:00:00,ZAG/BTC,1.05e-06,1.05e-06,1.05e-06,1.05e-06,7.2632619213e-05,69.17392306
1650124800000,2022-04-16 16:00:00,ZAG/BTC,1.05e-06,1.05e-06,1.05e-06,1.05e-06,0.0002500523718,238.145116
1650117600000,2022-04-16 14:00:00,ZAG/BTC,1.05e-06,1.05e-06,1.05e-06,1.05e-06,2.2719041939999996e-06,2.16371828
1650114000000,2022-04-16 13:00:00,ZAG/BTC,1.05e-06,1.05e-06,1.05e-06,1.05e-06,1.1431047809999998e-06,1.08867122
1650052800000,2022-04-15 20:00:00,ZAG/BTC,1.05e-06,1.05e-06,1.05e-06,1.05e-06,3.770549999999999e-05,35.91
1650006000000,2022-04-15 07:00:00,ZAG/BTC,1.3e-06,1.46e-06,1.21e-06,1.23e-06,0.0006481538400327001,526.95434149
1649991600000,2022-04-15 03:00:00,ZAG/BTC,1.54e-06,1.55e-06,1.36e-06,1.36e-06,0.0003647913371296,268.22892436
1649988000000,2022-04-15 02:00:00,ZAG/BTC,1.13e-06,1.13e-06,1.13e-06,1.13e-06,8.5268269076e-05,75.4586452
1649970000000,2022-04-14 21:00:00,ZAG/BTC,1.04e-06,1.04e-06,1.04e-06,1.04e-06,1.3492960104e-06,1.29740001
1649966400000,2022-04-14 20:00:00,ZAG/BTC,1.05e-06,1.05e-06,1.05e-06,1.05e-06,0.00115815,1103.0
1649941200000,2022-04-14 13:00:00,ZAG/BTC,1.04e-06,1.04e-06,1.03e-06,1.03e-06,3.162230604e-05,30.701268
1649930400000,2022-04-14 10:00:00,ZAG/BTC,1.04e-06,1.04e-06,1.04e-06,1.04e-06,4.4128662552e-05,42.4314063
1649916000000,2022-04-14 06:00:00,ZAG/BTC,1.04e-06,1.65e-06,1.04e-06,1.65e-06,0.0001072456549395,64.99736663
1649908800000,2022-04-14 04:00:00,ZAG/BTC,1.04e-06,1.04e-06,1.04e-06,1.04e-06,6.8169092368e-06,6.55472042
1649883600000,2022-04-13 21:00:00,ZAG/BTC,1.04e-06,1.04e-06,1.04e-06,1.04e-06,1.4330907448000001e-06,1.37797187
1649880000000,2022-04-13 20:00:00,ZAG/BTC,1.65e-06,1.75e-06,1.65e-06,1.75e-06,0.00144245978471,824.26273412
1649876400000,2022-04-13 19:00:00,ZAG/BTC,1.02e-06,1.02e-06,1.02e-06,1.02e-06,5.1e-06,5.0
1649865600000,2022-04-13 16:00:00,ZAG/BTC,1.65e-06,1.67e-06,1.65e-06,1.67e-06,0.0003738508249982,223.86276946
1649851200000,2022-04-13 12:00:00,ZAG/BTC,1.01e-06,1.01e-06,1.01e-06,1.01e-06,4.9555339021000005e-06,4.90646921
1649847600000,2022-04-13 11:00:00,ZAG/BTC,1.01e-06,1.01e-06,1.01e-06,1.01e-06,2.0399029489000003e-06,2.01970589
1649793600000,2022-04-12 20:00:00,ZAG/BTC,1.6e-06,1.6e-06,1.6e-06,1.6e-06,0.00021934,137.0875
1649790000000,2022-04-12 19:00:00,ZAG/BTC,1.3e-06,1.3e-06,1.01e-06,1.01e-06,6.36667115103e-05,63.03634803
1649782800000,2022-04-12 17:00:00,ZAG/BTC,1.3e-06,1.3e-06,1.3e-06,1.3e-06,1.9893804359e-05,15.30292643
1649764800000,2022-04-12 12:00:00,ZAG/BTC,1.31e-06,1.31e-06,1.31e-06,1.31e-06,2.04953536765e-05,15.64530815
1649754000000,2022-04-12 09:00:00,ZAG/BTC,1.31e-06,1.31e-06,1.31e-06,1.31e-06,0.00048612079824109994,371.08457881
1649750400000,2022-04-12 08:00:00,ZAG/BTC,1.32e-06,1.32e-06,1.31e-06,1.31e-06,0.0001422444758485,108.58356935
1649746800000,2022-04-12 07:00:00,ZAG/BTC,1.32e-06,1.32e-06,1.32e-06,1.32e-06,4.4632744728e-05,33.8126854
1649743200000,2022-04-12 06:00:00,ZAG/BTC,1.31e-06,1.32e-06,1.31e-06,1.32e-06,0.00057225590928,433.527204
1649739600000,2022-04-12 05:00:00,ZAG/BTC,1.78e-06,1.78e-06,1.78e-06,1.78e-06,4.29800000076e-05,24.14606742
1649736000000,2022-04-12 04:00:00,ZAG/BTC,1.31e-06,1.31e-06,1.31e-06,1.31e-06,0.0002157777243441,164.71582011
1649732400000,2022-04-12 03:00:00,ZAG/BTC,1.31e-06,1.31e-06,1.31e-06,1.31e-06,0.000105157627118,80.2729978
1649728800000,2022-04-12 02:00:00,ZAG/BTC,1.31e-06,1.31e-06,1.31e-06,1.31e-06,0.0002156321309572,164.60468012
1649725200000,2022-04-12 01:00:00,ZAG/BTC,1.31e-06,1.31e-06,1.31e-06,1.31e-06,3.31209604945e-05,25.28317595
1649721600000,2022-04-12 00:00:00,ZAG/BTC,1.92e-06,1.97e-06,1.92e-06,1.97e-06,0.0006607459961709,335.40405897
1649718000000,2022-04-11 23:00:00,ZAG/BTC,1.51e-06,1.51e-06,1.31e-06,1.31e-06,0.0044768799098,3417.46558
1649707200000,2022-04-11 20:00:00,ZAG/BTC,1.5e-06,1.5e-06,1.5e-06,1.5e-06,0.00010529847029999999,70.1989802
1649703600000,2022-04-11 19:00:00,ZAG/BTC,1.31e-06,1.4e-06,1.31e-06,1.4e-06,0.00038523458786399997,275.16756276
1649700000000,2022-04-11 18:00:00,ZAG/BTC,1.31e-06,1.4e-06,1.31e-06,1.4e-06,0.005642464067408,4030.33147672
1649696400000,2022-04-11 17:00:00,ZAG/BTC,1.33e-06,1.33e-06,1.31e-06,1.31e-06,0.0003971737859172,303.18609612
1649692800000,2022-04-11 16:00:00,ZAG/BTC,1.32e-06,1.99e-06,1.32e-06,1.99e-06,0.00014129000039800002,71.0000002
1649689200000,2022-04-11 15:00:00,ZAG/BTC,1.32e-06,3e-06,1.31e-06,1.32e-06,0.0005838163463748001,442.28511089
1649685600000,2022-04-11 14:00:00,ZAG/BTC,3.39e-06,3.4e-06,1.32e-06,1.32e-06,0.0025148095374204,1905.15874047
1649682000000,2022-04-11 13:00:00,ZAG/BTC,3.4e-06,3.4e-06,3.4e-06,3.4e-06,6.8e-05,20.0
1649674800000,2022-04-11 11:00:00,ZAG/BTC,3.41e-06,3.41e-06,3.41e-06,3.41e-06,1.68454e-05,4.94
1649660400000,2022-04-11 07:00:00,ZAG/BTC,3.41e-06,3.41e-06,3.41e-06,3.41e-06,0.001705,500.0
1649656800000,2022-04-11 06:00:00,ZAG/BTC,3.41e-06,3.41e-06,3.41e-06,3.41e-06,0.00018284117638710001,53.61911331
1649646000000,2022-04-11 03:00:00,ZAG/BTC,3.41e-06,3.92e-06,3.41e-06,3.41e-06,0.0008066661041362,236.55897482
1649620800000,2022-04-10 20:00:00,ZAG/BTC,3.43e-06,3.43e-06,3.41e-06,3.41e-06,1.3424973925e-05,3.9369425
1649595600000,2022-04-10 13:00:00,ZAG/BTC,3.94e-06,3.94e-06,3.42e-06,3.42e-06,5.8136842656000004e-05,16.9990768
1649592000000,2022-04-10 12:00:00,ZAG/BTC,3.6e-06,3.6e-06,3.6e-06,3.6e-06,3.6e-06,1.0
1649577600000,2022-04-10 08:00:00,ZAG/BTC,3.52e-06,3.52e-06,3.52e-06,3.52e-06,0.0007447413236384,211.57423967
1649574000000,2022-04-10 07:00:00,ZAG/BTC,3.52e-06,3.52e-06,3.52e-06,3.52e-06,0.0005279851414464,149.99577882
1649534400000,2022-04-09 20:00:00,ZAG/BTC,3.47e-06,3.47e-06,3.47e-06,3.47e-06,0.000141574201846,40.7994818
1649530800000,2022-04-09 19:00:00,ZAG/BTC,3.47e-06,3.47e-06,3.47e-06,3.47e-06,2.76968069972e-05,7.98178876
1649527200000,2022-04-09 18:00:00,ZAG/BTC,3.47e-06,3.47e-06,3.47e-06,3.47e-06,0.00034758704418999997,100.169177
1649523600000,2022-04-09 17:00:00,ZAG/BTC,3.51e-06,3.51e-06,3.46e-06,3.46e-06,0.0011950812443868,345.39920358
1649509200000,2022-04-09 13:00:00,ZAG/BTC,4e-06,4e-06,3.5e-06,3.5e-06,0.0010334852009999998,295.281486
1649498400000,2022-04-09 10:00:00,ZAG/BTC,3.43e-06,3.43e-06,3.43e-06,3.43e-06,5.0231098736e-06,1.46446352
1649487600000,2022-04-09 07:00:00,ZAG/BTC,3.43e-06,3.59e-06,3.43e-06,3.59e-06,0.0003509699999721,97.76323119
1649480400000,2022-04-09 05:00:00,ZAG/BTC,4.29e-06,4.29e-06,3.41e-06,3.41e-06,0.00021954590093149998,64.38296215
1649476800000,2022-04-09 04:00:00,ZAG/BTC,3.42e-06,4.29e-06,3.42e-06,4.29e-06,0.00044802526475849996,104.43479365
1649458800000,2022-04-08 23:00:00,ZAG/BTC,3.42e-06,3.42e-06,3.42e-06,3.42e-06,3.3055292791799995e-05,9.66529029
1649455200000,2022-04-08 22:00:00,ZAG/BTC,3.42e-06,3.42e-06,3.42e-06,3.42e-06,5.76297252954e-05,16.85079687
1649451600000,2022-04-08 21:00:00,ZAG/BTC,3.41e-06,3.41e-06,3.41e-06,3.41e-06,0.0013943659465065,408.90496965
1649448000000,2022-04-08 20:00:00,ZAG/BTC,3.4e-06,3.41e-06,3.4e-06,3.41e-06,0.0017767843499581998,521.05112902
1649444400000,2022-04-08 19:00:00,ZAG/BTC,3.39e-06,3.4e-06,3.39e-06,3.4e-06,0.00042482878008000003,124.9496412
1649440800000,2022-04-08 18:00:00,ZAG/BTC,4.8e-06,4.8e-06,3.39e-06,3.39e-06,0.0055932498400011,1649.92620649
1649437200000,2022-04-08 17:00:00,ZAG/BTC,5.89e-06,5.89e-06,4.8e-06,4.8e-06,0.00158403846216,330.00801295
