https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume USDT
1658707200,2022-07-25 00:00:00,BNB/USDT,261.395,262.63,243.999,244.575,32722.606663,8316528.00398486546
1658620800,2022-07-24 00:00:00,BNB/USDT,259.095,266.27,257.2,261.428,23215.75674473,6093395.57162888374
1658534400,2022-07-23 00:00:00,BNB/USDT,262.53,272.697,252.72,259.228,35656.13553399,9320698.27150283676
1658448000,2022-07-22 00:00:00,BNB/USDT,265.628,271.249,261.22,262.53,27469.18914145,7323687.46953962077
1658361600,2022-07-21 00:00:00,BNB/USDT,258.24,266.431,250.64,265.629,28666.19070237,7405552.46751115029
1658275200,2022-07-20 00:00:00,BNB/USDT,268.795,271.922,256.51,258.133,40590.45164523,10817513.37789866766
1658188800,2022-07-19 00:00:00,BNB/USDT,264.002,274.77,255.765,268.795,57995.81453559,15370020.57209541414
1658102400,2022-07-18 00:00:00,BNB/USDT,247.693,265.469,247.62,264.02,50368.78354548,13059840.61569888931
1658016000,2022-07-17 00:00:00,BNB/USDT,249.753,255.912,246.47,247.654,30082.22067597,7562069.42691008317
1657929600,2022-07-16 00:00:00,BNB/USDT,238.564,251.573,233.888,249.816,39378.82420257,9522048.59016830624
1657843200,2022-07-15 00:00:00,BNB/USDT,238.484,242.654,235.47,238.539,33924.91643763,8093128.81577042092
1657756800,2022-07-14 00:00:00,BNB/USDT,230.426,240,227.17,238.468,35571.01969299,8296124.28558630352
1657670400,2022-07-13 00:00:00,BNB/USDT,220.497,230.97,216.5,230.476,39636.62075854,8854639.99714480295
1657584000,2022-07-12 00:00:00,BNB/USDT,225.542,228.298,220.13,220.501,29085.1013719,6524202.02846151851
1657497600,2022-07-11 00:00:00,BNB/USDT,234.687,234.95,225.09,225.612,28467.60941506,6574405.28426805468
1657411200,2022-07-10 00:00:00,BNB/USDT,243.255,243.432,231.81,234.687,25624.70741127,6049844.04424360639
1657324800,2022-07-09 00:00:00,BNB/USDT,240.57,245,240.537,243.255,20137.41472931,4889792.32311965579
1657238400,2022-07-08 00:00:00,BNB/USDT,241.54,247.887,236.98,240.61,35429.04526726,8552259.88173502659
1657152000,2022-07-07 00:00:00,BNB/USDT,238.522,243.64,235.4,241.5,34115.47827484,8177187.76918931271
1657065600,2022-07-06 00:00:00,BNB/USDT,230.65,240,228.99,238.496,38789.56321364,9145310.73269381823
1656979200,2022-07-05 00:00:00,BNB/USDT,231.478,236.595,222.91,230.702,49845.3277517,11458440.68504551602
1656892800,2022-07-04 00:00:00,BNB/USDT,219.12,232.125,214.724,231.411,37371.52775417,8338459.78067869409
1656806400,2022-07-03 00:00:00,BNB/USDT,218.285,220.09,214.19,219.063,30791.03520494,6695760.58665463122
1656720000,2022-07-02 00:00:00,BNB/USDT,216.937,219.766,213.85,218.22,48680.43308197,10539755.91643761934
1656633600,2022-07-01 00:00:00,BNB/USDT,219.64,226.789,213.49,216.808,60767.83848323,13360530.66111163035
1656547200,2022-06-30 00:00:00,BNB/USDT,219.705,220.264,205.6,219.336,59731.29809721,12688986.8923543005
1656460800,2022-06-29 00:00:00,BNB/USDT,226.896,229.65,215.42,219.703,51161.36098539,11294580.63819387451
1656374400,2022-06-28 00:00:00,BNB/USDT,233.711,242.603,225.804,227.011,47480.61341389,11175445.42800934538
1656288000,2022-06-27 00:00:00,BNB/USDT,233.879,240.964,230.097,233.692,35503.30641859,8359964.09844546788
1656201600,2022-06-26 00:00:00,BNB/USDT,239.643,245.23,233.18,233.879,33795.53273362,8078644.36704392075
1656115200,2022-06-25 00:00:00,BNB/USDT,240.228,242.04,229.528,239.642,36123.58173617,8562839.31464402099
1656028800,2022-06-24 00:00:00,BNB/USDT,228.772,243.398,228.31,240.225,46428.47048537,10944955.39072530304
1655942400,2022-06-23 00:00:00,BNB/USDT,214.206,230.51,213.963,228.77,51273.51267528,11490052.6365678802
1655856000,2022-06-22 00:00:00,BNB/USDT,220.067,220.98,211.26,214.2,52751.01395089,11391219.5793418548
1655769600,2022-06-21 00:00:00,BNB/USDT,216.54,228.319,213.171,220.044,54626.5327799,12114895.87996862334
1655683200,2022-06-20 00:00:00,BNB/USDT,215.031,219.5,204.74,216.55,48281.71517916,10264681.36745577123
1655596800,2022-06-19 00:00:00,BNB/USDT,196.935,216.831,189.74,215.118,86223.37402971,17505916.7507312899
1655510400,2022-06-18 00:00:00,BNB/USDT,215.768,218.98,183.132,196.935,74347.5503245,14865294.17597804142
1655424000,2022-06-17 00:00:00,BNB/USDT,210.311,222,207.76,215.62,41621.15545859,8995768.24661193621
1655337600,2022-06-16 00:00:00,BNB/USDT,233.609,237.21,207.69,210.198,71003.95395578,15624958.18128806879
1655251200,2022-06-15 00:00:00,BNB/USDT,223.038,234.728,198.535,233.634,98116.99487814,20933571.5978616013
1655164800,2022-06-14 00:00:00,BNB/USDT,222.945,231.28,204.108,223.036,97574.63750158,21578244.64952337048
1655078400,2022-06-13 00:00:00,BNB/USDT,254.694,257.96,213.429,222.839,130803.99498812,30214881.19186000577
1654992000,2022-06-12 00:00:00,BNB/USDT,269.911,271.94,251.068,254.787,72231.48559904,18740340.86185175445
1654905600,2022-06-11 00:00:00,BNB/USDT,286.313,290.47,265.17,269.798,51258.41474842,14214218.15692670169
1654819200,2022-06-10 00:00:00,BNB/USDT,289.766,298.67,283.099,286.306,48614.13370784,14068798.11882061237
1654732800,2022-06-09 00:00:00,BNB/USDT,288.505,293.451,286.32,289.766,24707.86130698,7156304.21120997695
1654646400,2022-06-08 00:00:00,BNB/USDT,290.29,294.62,284.003,288.398,34310.14540843,9945072.41406334484
1654560000,2022-06-07 00:00:00,BNB/USDT,294.916,295.937,273,290.29,78183.28129744,22286795.76620710301
1654473600,2022-06-06 00:00:00,BNB/USDT,299.058,312.445,287.421,295,47231.58677484,14197319.67451300168
1654387200,2022-06-05 00:00:00,BNB/USDT,301.387,302.419,294.841,298.879,25466.27938927,7598314.68445333816
1654300800,2022-06-04 00:00:00,BNB/USDT,298.574,303,294.736,301.416,23044.19362564,6891401.77975889835
1654214400,2022-06-03 00:00:00,BNB/USDT,308.376,310.18,293,298.628,40666.35874281,12164120.33047971572
1654128000,2022-06-02 00:00:00,BNB/USDT,300.423,309.24,298.19,308.334,36625.40270414,11111947.11005012015
1654041600,2022-06-01 00:00:00,BNB/USDT,321.056,324.499,296.611,300.361,51857.69929546,16100938.68094019143
1653955200,2022-05-31 00:00:00,BNB/USDT,321.744,324.769,313.409,321.056,42135.74397419,13476628.444475716
1653868800,2022-05-30 00:00:00,BNB/USDT,305.949,323.9,303.94,321.663,63570.01806398,20103451.24059057229
1653782400,2022-05-29 00:00:00,BNB/USDT,307.548,308.21,298.622,305.913,49851.35925131,15114855.86075913497
1653696000,2022-05-28 00:00:00,BNB/USDT,301.58,310.568,297,307.529,68707.99178269,20896318.56486449477
1653609600,2022-05-27 00:00:00,BNB/USDT,302.853,309.768,290.7,301.567,110417.06629918,33176491.97606028976
1653523200,2022-05-26 00:00:00,BNB/USDT,325.616,331.787,296.813,303.047,108610.73467305,34087219.51545405786
1653436800,2022-05-25 00:00:00,BNB/USDT,328.392,337.94,323.95,325.671,76984.75933676,25375196.24152828181
1653350400,2022-05-24 00:00:00,BNB/USDT,317.196,330.4,312.07,328.395,54624.89503669,17638262.71636501528
1653264000,2022-05-23 00:00:00,BNB/USDT,319.288,337.05,315.3,317.127,65671.56840132,21490443.81248197711
1653177600,2022-05-22 00:00:00,BNB/USDT,312.372,323.686,311.61,319.252,57806.27246987,18353430.43891276937
1653091200,2022-05-21 00:00:00,BNB/USDT,302.316,314.169,299.35,312.397,52726.71848877,16215678.69553509293
1653004800,2022-05-20 00:00:00,BNB/USDT,306.968,315.98,294.09,302.305,80569.37609971,24660235.73701072978
1652918400,2022-05-19 00:00:00,BNB/USDT,287.646,308.96,286.74,306.85,70646.93715589,21213865.54809642572
1652832000,2022-05-18 00:00:00,BNB/USDT,306.099,308.459,286.781,287.588,59264.90572104,17609798.4337336576
1652745600,2022-05-17 00:00:00,BNB/USDT,297.276,310.768,296.067,306.143,45584.64428785,13849176.75296562734
1652659200,2022-05-16 00:00:00,BNB/USDT,312.406,312.476,290.216,297.087,63029.18282582,18788070.68744558947
1652572800,2022-05-15 00:00:00,BNB/USDT,296.996,312.69,285.698,312.434,50616.56343703,15162898.18397662441
1652486400,2022-05-14 00:00:00,BNB/USDT,290.655,299.49,272.04,297.007,64720.87980857,18563324.6929487445
1652400000,2022-05-13 00:00:00,BNB/USDT,268.747,313.5,265.37,290.578,85423.00516945,25497691.41252086996
1652313600,2022-05-12 00:00:00,BNB/USDT,271.586,285.026,218.052,268.736,169356.72873128,43864844.0818322629
1652227200,2022-05-11 00:00:00,BNB/USDT,318.989,322.93,260.419,271.841,209149.0709516,61598021.05993611849
1652140800,2022-05-10 00:00:00,BNB/USDT,295.997,332.66,288.772,319.124,116054.12550813,36910822.20445394116
1652054400,2022-05-09 00:00:00,BNB/USDT,355.89,359.23,295.14,295.982,108802.37543582,35372630.16938886536
1651968000,2022-05-08 00:00:00,BNB/USDT,365.409,366.879,349.51,355.815,50748.81905633,18155454.37319280643
1651881600,2022-05-07 00:00:00,BNB/USDT,379.153,380.64,360.262,365.363,38661.07989969,14443461.97547411017
1651795200,2022-05-06 00:00:00,BNB/USDT,378.429,383.501,370.594,379.152,48100.47982475,18191548.4918064744
1651708800,2022-05-05 00:00:00,BNB/USDT,402.595,413.691,370.909,378.442,67748.71427784,26545525.96270947448
1651622400,2022-05-04 00:00:00,BNB/USDT,383.819,403.601,382.806,402.651,41231.61148992,16198288.95070889768
1651536000,2022-05-03 00:00:00,BNB/USDT,389.57,392.215,379.843,383.828,32972.48866696,12738235.75919344767
1651449600,2022-05-02 00:00:00,BNB/USDT,389.902,392.625,382.182,389.536,44121.52104897,17128238.72109343204
1651363200,2022-05-01 00:00:00,BNB/USDT,376.913,391.385,375.4,390.127,49338.64259071,18970982.81815869309
1651276800,2022-04-30 00:00:00,BNB/USDT,392.898,399.86,376.301,376.912,51682.07615063,20277588.66621474471
1651190400,2022-04-29 00:00:00,BNB/USDT,406.959,410.576,389.654,392.865,79792.35323026,31791112.5261571178
1651104000,2022-04-28 00:00:00,BNB/USDT,391.33,408.559,388.5,406.922,71229.32638787,28486761.85187872152
1651017600,2022-04-27 00:00:00,BNB/USDT,385.946,394.76,383.45,391.33,63856.53924235,24877050.1628911897
1650931200,2022-04-26 00:00:00,BNB/USDT,404.319,407.5,380.951,385.932,45877.20148333,18035501.75303875342
1650844800,2022-04-25 00:00:00,BNB/USDT,398.756,405.655,382.28,404.218,59039.93812537,23236802.52875053637
1650758400,2022-04-24 00:00:00,BNB/USDT,401.186,405.384,397.38,398.756,28102.59284867,11292111.3080162235
1650672000,2022-04-23 00:00:00,BNB/USDT,406.648,408.2,397,401.169,34965.77206999,14146386.57947271653
1650585600,2022-04-22 00:00:00,BNB/USDT,404.827,413.934,403.44,406.647,39273.63869105,16046781.53372397554
1650499200,2022-04-21 00:00:00,BNB/USDT,418.307,425.936,401.25,404.818,59157.63194839,24752735.52638963856
1650412800,2022-04-20 00:00:00,BNB/USDT,422.229,431.282,414.819,418.29,41236.63527211,17411760.35708612072
1650326400,2022-04-19 00:00:00,BNB/USDT,416.848,424.5,414.759,422.21,41076.34690222,17235934.32408429268
1650240000,2022-04-18 00:00:00,BNB/USDT,406.688,417.94,396.34,416.832,41503.74108509,16880162.87781081423
1650153600,2022-04-17 00:00:00,BNB/USDT,417.4,418.243,405.631,406.711,23468.07551149,9732543.85498708812
1650067200,2022-04-16 00:00:00,BNB/USDT,417.417,418.924,411.72,417.222,21264.15889426,8836896.99053637765
1649980800,2022-04-15 00:00:00,BNB/USDT,414.77,420.16,412.78,417.427,32955.77451309,13739349.54590883375
1649894400,2022-04-14 00:00:00,BNB/USDT,423.398,426.84,411.42,414.77,35054.96763071,14661333.53568925833
1649808000,2022-04-13 00:00:00,BNB/USDT,413.815,425.092,410.337,423.397,58401.50545113,24406581.14697314027
1649721600,2022-04-12 00:00:00,BNB/USDT,394.509,416.899,392.44,413.708,41994.02569825,17133119.48879263844
1649635200,2022-04-11 00:00:00,BNB/USDT,418.102,419.54,391.25,394.599,63109.64706743,25560617.43058124317
1649548800,2022-04-10 00:00:00,BNB/USDT,426.794,429.646,417.15,418,28224.5750235,11980051.83626310592
1649462400,2022-04-09 00:00:00,BNB/USDT,421.478,428.16,419.749,426.77,24891.4664913,10552557.15013735125
1649376000,2022-04-08 00:00:00,BNB/USDT,436.1,441.44,418.621,421.54,75538.47650586,32444632.38697687746
1649289600,2022-04-07 00:00:00,BNB/USDT,419.897,438.587,416.216,436.195,35593.0436058,15313115.73199588791
1649203200,2022-04-06 00:00:00,BNB/USDT,444.724,444.724,418.46,419.983,55232.47659909,23798154.01182866642
1649116800,2022-04-05 00:00:00,BNB/USDT,447.554,459.999,444.231,444.704,48859.04613335,22116709.72350383264
1649030400,2022-04-04 00:00:00,BNB/USDT,450.312,450.41,433.46,447.532,78306.25093594,34711552.54036432945
1648944000,2022-04-03 00:00:00,BNB/USDT,437.127,455.82,432.23,450.329,65594.26707698,29124534.80396593987
1648857600,2022-04-02 00:00:00,BNB/USDT,447.605,454.27,435.68,437.128,90039.92356302,40130527.77061016584
1648771200,2022-04-01 00:00:00,BNB/USDT,428.776,448.172,413.36,447.722,91412.32723884,39623810.31866937131
1648684800,2022-03-31 00:00:00,BNB/USDT,442.064,452.22,424.1,428.782,99317.6410875,43423401.6173232754
1648598400,2022-03-30 00:00:00,BNB/USDT,434.204,449.35,425.52,442.064,47943.51475362,21045742.91611721869
1648512000,2022-03-29 00:00:00,BNB/USDT,430.026,441.695,429.618,434.256,47908.29387652,20882722.43308323387
1648425600,2022-03-28 00:00:00,BNB/USDT,430.505,440.961,427.754,430.163,45527.76539214,19800778.9073915215
1648339200,2022-03-27 00:00:00,BNB/USDT,415.947,431.546,411.654,430.505,26454.57449092,11115672.46877610519
1648252800,2022-03-26 00:00:00,BNB/USDT,410.389,416.478,407.566,415.947,19263.68265215,7953861.11043411774
1648166400,2022-03-25 00:00:00,BNB/USDT,414.293,421.529,405.66,410.348,33255.87088979,13775534.88409341735
1648080000,2022-03-24 00:00:00,BNB/USDT,408.516,416.63,405.12,414.349,30412.2046693,12517320.24672888416
1647993600,2022-03-23 00:00:00,BNB/USDT,404.303,411.674,398.235,408.383,28438.24732593,11492856.56137507151
1647907200,2022-03-22 00:00:00,BNB/USDT,396.049,410.611,395.066,404.31,32116.15300639,13014180.85082993898
1647820800,2022-03-21 00:00:00,BNB/USDT,390.842,399.279,385.508,396.122,25097.36819325,9885558.79606019091
1647734400,2022-03-20 00:00:00,BNB/USDT,399.887,400.789,386.4,390.842,21153.93626967,8316305.41029474608
1647648000,2022-03-19 00:00:00,BNB/USDT,397.271,406.29,395,399.897,24793.75015786,9930588.4702564433
1647561600,2022-03-18 00:00:00,BNB/USDT,391.993,400.261,384.1,397.289,29328.54064434,11468544.62997156015
1647475200,2022-03-17 00:00:00,BNB/USDT,385.508,393.5,381.831,391.888,28608.87707886,11079621.64613363539
1647388800,2022-03-16 00:00:00,BNB/USDT,371.669,386.58,367.888,385.496,35109.47864262,13252445.75595688725
1647302400,2022-03-15 00:00:00,BNB/USDT,373.486,374.848,361.856,371.669,30462.0423565,11244533.04396423799
1647216000,2022-03-14 00:00:00,BNB/USDT,361.324,373.976,359.505,373.359,28617.92527918,10510850.45713429822
1647129600,2022-03-13 00:00:00,BNB/USDT,372.318,377.162,360.1,361.258,25206.8225484,9364907.06891932312
1647043200,2022-03-12 00:00:00,BNB/USDT,371.91,379.234,371.21,372.47,22711.83827842,8540037.36447314962
1646956800,2022-03-11 00:00:00,BNB/USDT,372.099,380,364.8,371.98,30728.88610096,11424720.96108844671
1646870400,2022-03-10 00:00:00,BNB/USDT,393.31,394.658,363.043,372.071,38212.25006997,14340909.64566050571
1646784000,2022-03-09 00:00:00,BNB/USDT,381.427,402.789,381.137,393.307,43621.85282112,17191998.15302586632
1646697600,2022-03-08 00:00:00,BNB/USDT,380.323,388.779,376.999,381.374,32045.4260151,12271311.90819932682
1646611200,2022-03-07 00:00:00,BNB/USDT,375.041,385.71,362.87,380.663,43834.15324891,16444404.39453976878
1646524800,2022-03-06 00:00:00,BNB/USDT,384.76,387.32,372.502,375.041,28785.95825796,10949563.38553056069
1646438400,2022-03-05 00:00:00,BNB/USDT,374.163,387.439,366.841,384.782,30702.71031586,11596997.79577929161
1646352000,2022-03-04 00:00:00,BNB/USDT,402.758,403.618,372,374.258,39457.93862961,15371891.52397788158
1646265600,2022-03-03 00:00:00,BNB/USDT,409.089,413.04,397.469,402.758,32859.1928933,13308150.2924861701
1646179200,2022-03-02 00:00:00,BNB/USDT,408.775,415.58,403.857,409.124,40721.93463522,16696827.35243667672
1646092800,2022-03-01 00:00:00,BNB/USDT,395.718,424,391.054,408.753,66474.17106626,26985236.75728658353
1646006400,2022-02-28 00:00:00,BNB/USDT,360.079,397.31,355.684,395.781,44569.9924973,16705109.23615040903
1645920000,2022-02-27 00:00:00,BNB/USDT,373.814,381.14,358.25,359.959,37525.35205835,13867838.58456607331
1645833600,2022-02-26 00:00:00,BNB/USDT,375.082,385.943,370.57,373.731,33857.83383185,12745524.9812878534
1645747200,2022-02-25 00:00:00,BNB/USDT,361.191,377.262,356.86,374.856,38295.07456177,14020840.64749387507
1645660800,2022-02-24 00:00:00,BNB/USDT,365.6,371.114,323.378,361.18,79476.5718186,27386320.15674960491
1645574400,2022-02-23 00:00:00,BNB/USDT,374.345,384.2,365.36,365.653,35831.93457877,13473212.8288295215
1645488000,2022-02-22 00:00:00,BNB/USDT,356.788,375.44,348.568,374.361,38368.67804775,13886086.24358809285
1645401600,2022-02-21 00:00:00,BNB/USDT,380.776,393.611,355.05,356.783,48748.96686104,18363578.13195537183
1645315200,2022-02-20 00:00:00,BNB/USDT,399.922,400.094,375.111,380.681,34963.68286282,13401746.76508653834
1645228800,2022-02-19 00:00:00,BNB/USDT,399.261,406.551,393.17,399.865,26681.65148531,10679458.18692459711
1645142400,2022-02-18 00:00:00,BNB/USDT,402.369,411.092,392.23,399.266,35148.46187813,14111702.56003046505
1645056000,2022-02-17 00:00:00,BNB/USDT,427.381,431.286,399.99,402.327,42281.62139052,17584158.32247370394
1644969600,2022-02-16 00:00:00,BNB/USDT,432.628,433.363,422.356,427.394,43934.23201545,18836495.54208882845
1644883200,2022-02-15 00:00:00,BNB/USDT,403.59,442.5,402.881,432.551,87808.89846975,37538269.16180296657
1644796800,2022-02-14 00:00:00,BNB/USDT,398.073,404.4,390.636,403.578,39363.0642291,15661101.7428382497
1644710400,2022-02-13 00:00:00,BNB/USDT,403.648,407.7,394.89,397.998,30865.26239175,12407228.53825989879
1644624000,2022-02-12 00:00:00,BNB/USDT,399.894,407.034,393.54,403.681,35492.87390783,14233467.94617849885
1644537600,2022-02-11 00:00:00,BNB/USDT,414.539,418.82,392.437,399.95,43564.08280159,17838109.35290217985
1644451200,2022-02-10 00:00:00,BNB/USDT,422.956,434.895,409.9,414.447,46163.24768842,19500665.08581458869
1644364800,2022-02-09 00:00:00,BNB/USDT,407.958,427.813,407.234,422.989,41412.6018813,17353814.70554747307
1644278400,2022-02-08 00:00:00,BNB/USDT,433.601,445.38,406.471,407.884,60095.50107404,25371458.00626196981
1644192000,2022-02-07 00:00:00,BNB/USDT,419.992,438.95,413.394,433.477,51694.6886888,22252020.59580812578
1644105600,2022-02-06 00:00:00,BNB/USDT,413.825,421.76,407.101,419.85,30195.45130763,12531187.85100021003
1644019200,2022-02-05 00:00:00,BNB/USDT,399.462,430.889,396.54,413.999,51720.84055074,21525207.93513810466
1643932800,2022-02-04 00:00:00,BNB/USDT,372.549,399.616,369.497,399.537,54368.25236848,20859580.48944831712
1643846400,2022-02-03 00:00:00,BNB/USDT,367.23,372.561,359.618,372.561,50268.04821531,18405682.12909861668
1643760000,2022-02-02 00:00:00,BNB/USDT,384.198,386.13,366.135,367.45,41933.27633756,15813082.23210018518
1643673600,2022-02-01 00:00:00,BNB/USDT,374.545,388.546,373.689,384.045,40540.30016067,15529540.05326853639
1643587200,2022-01-31 00:00:00,BNB/USDT,377.313,385.396,365.228,374.437,35068.47769935,13179084.79325312727
1643500800,2022-01-30 00:00:00,BNB/USDT,389.335,389.524,372.476,377.198,29309.97247974,11187905.99083346453
1643414400,2022-01-29 00:00:00,BNB/USDT,386.07,397.36,380.8,389.048,42879.05932965,16636841.67934604228
1643328000,2022-01-28 00:00:00,BNB/USDT,390.014,395.993,375.69,386.01,52066.40400082,20109071.10787153532
1643241600,2022-01-27 00:00:00,BNB/USDT,375.268,393.069,359.6,389.94,61026.38562886,22678883.5537126934
1643155200,2022-01-26 00:00:00,BNB/USDT,385.35,402.3,366.377,375.088,67035.801519,25782713.09868522732
1643068800,2022-01-25 00:00:00,BNB/USDT,371.305,388.429,357.289,385.183,56479.08794571,21016956.4052501736
1642982400,2022-01-24 00:00:00,BNB/USDT,383.954,384.003,336.322,371.146,89984.68100034,32180042.25563155735
1642896000,2022-01-23 00:00:00,BNB/USDT,358.561,389.387,356.421,384.046,68599.59656339,25744003.6945357073
1642809600,2022-01-22 00:00:00,BNB/USDT,383.701,389.271,320,358.375,112470.4902119,40668079.55266803241
