https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume MKR
1661731200000,2022-08-29 00:00:00,MKR/BTC,0.03774149,0.04006798,0.03739923,0.03999978,1.1657028789989028,29.14273226
1661644800000,2022-08-28 00:00:00,MKR/BTC,0.0381768,0.03883,0.03722774,0.03756806,1.1111232452247743,29.57627424
1661558400000,2022-08-27 00:00:00,MKR/BTC,0.03754878,0.038644,0.03746035,0.0381908,1.1064404103583398,28.97138605
1661472000000,2022-08-26 00:00:00,MKR/BTC,0.03920676,0.03922562,0.03720839,0.03755019,1.1248078869342448,29.9547855
1661385600000,2022-08-25 00:00:00,MKR/BTC,0.04003223,0.04048737,0.03887772,0.0391937,1.12351857341087,28.6657951
1661299200000,2022-08-24 00:00:00,MKR/BTC,0.03977127,0.04055745,0.03940642,0.04001607,1.1495025359851103,28.72602272
1661212800000,2022-08-23 00:00:00,MKR/BTC,0.03926533,0.04086296,0.03883001,0.03975156,1.1811854157792587,29.71419023
1661126400000,2022-08-22 00:00:00,MKR/BTC,0.03899347,0.03902482,0.03874263,0.03876212,0.061898668927744795,1.59688554
1661040000000,2022-08-21 00:00:00,MKR/BTC,0.038905,0.03955761,0.03870333,0.03893034,1.115652103649498,28.65765117
1660953600000,2022-08-20 00:00:00,MKR/BTC,0.04020396,0.04062241,0.03809453,0.03893521,1.1356456749472423,29.16757544
1660867200000,2022-08-19 00:00:00,MKR/BTC,0.03864617,0.04091926,0.03788578,0.04026186,1.1740085215384644,29.15932154
1660780800000,2022-08-18 00:00:00,MKR/BTC,0.0398751,0.0406473,0.03758312,0.03858007,1.3118179254723585,34.00247655
1660694400000,2022-08-17 00:00:00,MKR/BTC,0.04105641,0.0424821,0.03973758,0.03987848,1.1508422340920217,28.85872867
1660608000000,2022-08-16 00:00:00,MKR/BTC,0.04140059,0.04202644,0.04094718,0.04110577,1.185017683457019,28.82849983
1660521600000,2022-08-15 00:00:00,MKR/BTC,0.04215602,0.0422766,0.04113077,0.04137917,1.190717703399793,28.77577543
1660435200000,2022-08-14 00:00:00,MKR/BTC,0.0437129,0.04394928,0.04136248,0.04215854,1.233486164085452,29.25827517
1660348800000,2022-08-13 00:00:00,MKR/BTC,0.04433288,0.04555825,0.0435256,0.04366862,1.300121432152299,29.77244145
1660262400000,2022-08-12 00:00:00,MKR/BTC,0.04505754,0.04548464,0.04418185,0.04439921,1.2712115860372022,28.63140101
1660176000000,2022-08-11 00:00:00,MKR/BTC,0.04649884,0.04651601,0.04360328,0.04520342,1.2196611702513658,26.98161268
1660089600000,2022-08-10 00:00:00,MKR/BTC,0.04693026,0.04736741,0.046,0.04651802,1.0894560912838667,23.42008734
1660003200000,2022-08-09 00:00:00,MKR/BTC,0.04798722,0.04812725,0.04759844,0.04759844,0.072325256018798,1.51948795
1659916800000,2022-08-08 00:00:00,MKR/BTC,0.04857887,0.04919455,0.0476064,0.04796023,1.3575155072373408,28.30502496
1659830400000,2022-08-07 00:00:00,MKR/BTC,0.04730431,0.04904576,0.04681852,0.04864483,1.385571994461057,28.4834379
1659744000000,2022-08-06 00:00:00,MKR/BTC,0.04804776,0.04896143,0.04718714,0.04731319,1.3872603149787404,29.32079437
1659657600000,2022-08-05 00:00:00,MKR/BTC,0.04653712,0.04807896,0.04571816,0.04803754,1.3904425702345233,28.94491621
1659571200000,2022-08-04 00:00:00,MKR/BTC,0.04566388,0.04681076,0.04531384,0.04639167,1.325875489215779,28.58003364
1659484800000,2022-08-03 00:00:00,MKR/BTC,0.04572028,0.0463947,0.04476405,0.04563272,1.3389491472416304,29.34186582
1659398400000,2022-08-02 00:00:00,MKR/BTC,0.04568602,0.04645452,0.0442618,0.04537068,1.3140399150352369,28.96231476
1659312000000,2022-08-01 00:00:00,MKR/BTC,0.04737405,0.04859326,0.04544217,0.04561372,1.3369755651870436,29.31082063
1659225600000,2022-07-31 00:00:00,MKR/BTC,0.04740008,0.04940039,0.04656,0.04754477,1.389877004534755,29.23301563
1659139200000,2022-07-30 00:00:00,MKR/BTC,0.04847648,0.04869912,0.04658399,0.04741415,1.385809957239253,29.22777182
1659052800000,2022-07-29 00:00:00,MKR/BTC,0.04673419,0.04882688,0.04464053,0.04847206,1.354225229262105,27.93826442
1658966400000,2022-07-28 00:00:00,MKR/BTC,0.04397832,0.04702979,0.04352761,0.04675656,1.363329174501144,29.1580299
1658880000000,2022-07-27 00:00:00,MKR/BTC,0.04297995,0.0443782,0.04184595,0.044011,1.3026720843844402,29.59878404
1658793600000,2022-07-26 00:00:00,MKR/BTC,0.04208182,0.04289661,0.04084921,0.04289661,1.254724191409481,29.24996151
1658707200000,2022-07-25 00:00:00,MKR/BTC,0.04370861,0.04392221,0.04175802,0.04194216,1.278232147489284,30.47606865
1658620800000,2022-07-24 00:00:00,MKR/BTC,0.04250139,0.04425985,0.04250139,0.04369254,1.2284133476502397,28.11494474
1658534400000,2022-07-23 00:00:00,MKR/BTC,0.04176476,0.04278447,0.04159126,0.04258638,1.2265181562115495,28.80071413
1658448000000,2022-07-22 00:00:00,MKR/BTC,0.04225866,0.04334977,0.04125432,0.04176306,1.1611970342792999,27.804405
1658361600000,2022-07-21 00:00:00,MKR/BTC,0.04104039,0.0431921,0.04092058,0.04225679,1.1802153577676047,27.92960274
1658275200000,2022-07-20 00:00:00,MKR/BTC,0.04415501,0.04525221,0.0410007,0.04146604,1.197445986369248,28.8777512
1658188800000,2022-07-19 00:00:00,MKR/BTC,0.04582839,0.04729119,0.0441,0.04414084,1.2523346387163203,28.37133681
1658102400000,2022-07-18 00:00:00,MKR/BTC,0.04451941,0.04597128,0.04330003,0.04559337,1.2864866851111607,28.21652984
1658016000000,2022-07-17 00:00:00,MKR/BTC,0.04429417,0.04533047,0.04356763,0.04438166,1.2755783362547422,28.7411137
1657929600000,2022-07-16 00:00:00,MKR/BTC,0.04320281,0.04525,0.04272835,0.04402337,1.28157631867739,29.11127246
1657843200000,2022-07-15 00:00:00,MKR/BTC,0.04221456,0.04443361,0.04205275,0.04320441,1.2032169148639404,27.84940044
1657756800000,2022-07-14 00:00:00,MKR/BTC,0.04185692,0.04299511,0.04154657,0.04242621,1.2165419268600246,28.67430126
1657670400000,2022-07-13 00:00:00,MKR/BTC,0.04213091,0.04355694,0.04144001,0.04192184,1.1653352039898912,27.79780668
1657584000000,2022-07-12 00:00:00,MKR/BTC,0.04325984,0.04454398,0.04144017,0.04246583,1.0816783330684112,25.47173417
1657497600000,2022-07-11 00:00:00,MKR/BTC,0.04455979,0.04594785,0.04272833,0.04320726,1.1185146889909223,25.88719324
1657411200000,2022-07-10 00:00:00,MKR/BTC,0.04577437,0.0463893,0.04440245,0.04453791,1.127249816266489,25.30989479
1657324800000,2022-07-09 00:00:00,MKR/BTC,0.04421222,0.04637068,0.04345462,0.04592616,1.16021241849576,25.262561
1657238400000,2022-07-08 00:00:00,MKR/BTC,0.0458301,0.04586919,0.0440102,0.04424079,1.1626125429083418,26.27919942
1657152000000,2022-07-07 00:00:00,MKR/BTC,0.04814028,0.04888,0.04508632,0.04578783,1.1632508518961253,25.40524091
1657065600000,2022-07-06 00:00:00,MKR/BTC,0.04600554,0.04891377,0.04534153,0.04815379,1.1614827225814044,24.12027636
1656979200000,2022-07-05 00:00:00,MKR/BTC,0.04637268,0.04718914,0.04532947,0.04601315,1.1703305705976481,25.43469792
1656892800000,2022-07-04 00:00:00,MKR/BTC,0.04643117,0.04714386,0.04542821,0.0462934,1.1150413483711978,24.08639997
1656806400000,2022-07-03 00:00:00,MKR/BTC,0.04698317,0.0473573,0.045,0.04647984,1.20862706215944,26.0032535
1656720000000,2022-07-02 00:00:00,MKR/BTC,0.04610765,0.04775996,0.04401017,0.0470054,1.172415320672102,24.94214113
1656633600000,2022-07-01 00:00:00,MKR/BTC,0.04615071,0.04713137,0.0441,0.04590625,1.1387814150375,24.8066748
1656547200000,2022-06-30 00:00:00,MKR/BTC,0.04546829,0.04809107,0.04401017,0.04538395,1.159840693029712,25.55618656
1656460800000,2022-06-29 00:00:00,MKR/BTC,0.04648037,0.04782407,0.045,0.04541228,1.1603806492735904,25.55213368
1656374400000,2022-06-28 00:00:00,MKR/BTC,0.04859426,0.0490667,0.04736073,0.04799796,0.04790196408,0.998
1656288000000,2022-06-27 00:00:00,MKR/BTC,0.04816537,0.04941039,0.04669047,0.04855723,1.2377230590002546,25.48998489
1656201600000,2022-06-26 00:00:00,MKR/BTC,0.04809087,0.05008054,0.04707491,0.04732914,1.2042526605786865,25.44421176
1656115200000,2022-06-25 00:00:00,MKR/BTC,0.04927242,0.05052731,0.04766002,0.04793296,1.1981852594852687,24.99710553
1656028800000,2022-06-24 00:00:00,MKR/BTC,0.04527526,0.05010542,0.04496995,0.04925523,1.2230121662402387,24.83009756
1655942400000,2022-06-23 00:00:00,MKR/BTC,0.04442499,0.04645039,0.0441,0.04534675,1.0910354393273973,24.05983757
1655856000000,2022-06-22 00:00:00,MKR/BTC,0.04459861,0.04666,0.04324954,0.04450777,1.1297703124501075,25.38366475
1655769600000,2022-06-21 00:00:00,MKR/BTC,0.04453615,0.04533046,0.04272832,0.04407084,1.1234937642734124,25.49290561
1655683200000,2022-06-20 00:00:00,MKR/BTC,0.04358201,0.046,0.0417278,0.0446451,1.141566820864416,25.56981216
1655596800000,2022-06-19 00:00:00,MKR/BTC,0.03912655,0.044,0.03658108,0.04349075,1.121899768816525,25.7962847
1655510400000,2022-06-18 00:00:00,MKR/BTC,0.03746459,0.0408,0.03524803,0.03861849,1.0064288886251527,26.06080374
1655424000000,2022-06-17 00:00:00,MKR/BTC,0.03612149,0.0382,0.03460002,0.03565912,0.8854653496053009,24.83138534
1655337600000,2022-06-16 00:00:00,MKR/BTC,0.03497318,0.03841,0.0335,0.03603214,0.8406695837029545,23.33110339
1655251200000,2022-06-15 00:00:00,MKR/BTC,0.03468854,0.03696773,0.032,0.03509643,0.9083585384047758,25.88179306
1655164800000,2022-06-14 00:00:00,MKR/BTC,0.03328978,0.03858,0.03300427,0.03591852,0.8918943340123608,24.83104354
1655078400000,2022-06-13 00:00:00,MKR/BTC,0.03412694,0.03525,0.03010004,0.03323461,0.8777613774933917,26.41106297
1654992000000,2022-06-12 00:00:00,MKR/BTC,0.03481701,0.03657999,0.03302902,0.03454098,0.8786491744483153,25.43787624
1654905600000,2022-06-11 00:00:00,MKR/BTC,0.03579322,0.03752412,0.03270004,0.03499628,0.8720143373313988,24.91734371
1654819200000,2022-06-10 00:00:00,MKR/BTC,0.03764565,0.03831706,0.03500063,0.03594516,0.9186829111616736,25.55790296
1654732800000,2022-06-09 00:00:00,MKR/BTC,0.0381833,0.03870928,0.03735127,0.0377082,0.9462344875199998,25.0936
1654646400000,2022-06-08 00:00:00,MKR/BTC,0.03696737,0.0392183,0.03674486,0.03798113,0.9727718636962722,25.61197794
1654560000000,2022-06-07 00:00:00,MKR/BTC,0.03870691,0.03919182,0.0366026,0.03722382,0.9414127651707683,25.29060062
1654473600000,2022-06-06 00:00:00,MKR/BTC,0.03944733,0.03986768,0.03770044,0.03874828,0.9855901688468857,25.43571402
1654387200000,2022-06-05 00:00:00,MKR/BTC,0.03948739,0.04012575,0.03882604,0.03951096,1.0163878372319999,25.7242
1654300800000,2022-06-04 00:00:00,MKR/BTC,0.03927004,0.03987992,0.03871059,0.0391281,1.0079371416837029,25.75993063
1654214400000,2022-06-03 00:00:00,MKR/BTC,0.03937192,0.04006875,0.03819257,0.03883549,0.980667661356129,25.2518421
1654128000000,2022-06-02 00:00:00,MKR/BTC,0.04040368,0.0410998,0.039,0.03961695,0.9834022893879375,24.82276625
1654041600000,2022-06-01 00:00:00,MKR/BTC,0.04174355,0.04209996,0.04,0.04071288,1.0492213685937672,25.77123919
1653955200000,2022-05-31 00:00:00,MKR/BTC,0.04279567,0.0431094,0.04123641,0.04169879,0.9990878554767019,23.95963661
1653868800000,2022-05-30 00:00:00,MKR/BTC,0.04050807,0.04356232,0.04047368,0.04297493,1.1195132935020906,26.05038085
1653782400000,2022-05-29 00:00:00,MKR/BTC,0.04169363,0.04231068,0.04047673,0.04079369,1.051488860637418,25.7757722
1653696000000,2022-05-28 00:00:00,MKR/BTC,0.03929519,0.04272805,0.03915589,0.04173798,1.073459372656173,25.71900635
1653609600000,2022-05-27 00:00:00,MKR/BTC,0.0402253,0.0415,0.039,0.0393735,1.0111803241710149,25.68174849
1653523200000,2022-05-26 00:00:00,MKR/BTC,0.04284331,0.04301371,0.03975318,0.04024608,1.038929302624819,25.81442224
1653436800000,2022-05-25 00:00:00,MKR/BTC,0.04359973,0.04368671,0.04231021,0.04264878,1.0948444262747423,25.67117808
1653350400000,2022-05-24 00:00:00,MKR/BTC,0.04473256,0.04540339,0.04323,0.043409,0.9918729214816902,22.84947641
1653264000000,2022-05-23 00:00:00,MKR/BTC,0.047379,0.0484646,0.0444435,0.04450133,1.1350804816534126,25.50666422
1653177600000,2022-05-22 00:00:00,MKR/BTC,0.04775008,0.04894751,0.04692522,0.04716187,1.1377657572051534,24.12469559
1653091200000,2022-05-21 00:00:00,MKR/BTC,0.04789435,0.04894904,0.04669038,0.04768153,1.2055054075055562,25.28243971
1653004800000,2022-05-20 00:00:00,MKR/BTC,0.04737002,0.04892683,0.04702154,0.04806975,1.217099119213965,25.31943934
1652918400000,2022-05-19 00:00:00,MKR/BTC,0.04994403,0.05006902,0.04669038,0.04759604,1.2382811928503268,26.01647517
1652832000000,2022-05-18 00:00:00,MKR/BTC,0.05155886,0.05255041,0.04950973,0.04960258,1.2396254392909494,24.99114843
1652745600000,2022-05-17 00:00:00,MKR/BTC,0.05063117,0.05564996,0.04953383,0.05147692,1.302057371484606,25.29400305
1652659200000,2022-05-16 00:00:00,MKR/BTC,0.05040515,0.05412693,0.04909171,0.05106433,1.269951784795015,24.8696455
1652572800000,2022-05-15 00:00:00,MKR/BTC,0.05174594,0.05499999,0.04809185,0.05029736,1.3069102173720064,25.98367424
1652486400000,2022-05-14 00:00:00,MKR/BTC,0.04741636,0.05459231,0.04654594,0.05154033,1.3363808433279882,25.92883754
1652400000000,2022-05-13 00:00:00,MKR/BTC,0.04633092,0.05747,0.04412804,0.04735496,1.2486008945631466,26.36684509
1652313600000,2022-05-12 00:00:00,MKR/BTC,0.04072358,0.0462492,0.036,0.04616147,1.202263317986508,26.0447364
1652227200000,2022-05-11 00:00:00,MKR/BTC,0.03887383,0.063,0.03700002,0.04078184,1.2003333452909568,29.43303552
1652140800000,2022-05-10 00:00:00,MKR/BTC,0.03573797,0.03965028,0.03474224,0.03916642,1.007874054622893,25.73311665
1652054400000,2022-05-09 00:00:00,MKR/BTC,0.03481915,0.03593376,0.03223819,0.03566412,0.9047334808155132,25.36817061
1651968000000,2022-05-08 00:00:00,MKR/BTC,0.03655204,0.03750322,0.0229829,0.03470717,0.9293069402716392,26.77564723
1651881600000,2022-05-07 00:00:00,MKR/BTC,0.03721954,0.03752607,0.03606003,0.03658226,0.939818037598869,25.69054065
1651795200000,2022-05-06 00:00:00,MKR/BTC,0.03755181,0.03859724,0.03630164,0.03724727,0.9736299680519099,26.139633
1651708800000,2022-05-05 00:00:00,MKR/BTC,0.03765243,0.03875574,0.0370741,0.03771274,0.9532262983119084,25.27597566
1651622400000,2022-05-04 00:00:00,MKR/BTC,0.03725387,0.038409,0.03606003,0.03763176,0.9580421777575248,25.45834098
1651536000000,2022-05-03 00:00:00,MKR/BTC,0.03829875,0.03909915,0.037,0.03725253,0.8558403562322144,22.97401965
1651449600000,2022-05-02 00:00:00,MKR/BTC,0.03807616,0.03864922,0.03700001,0.03848207,0.9612941596450413,24.98031316
1651363200000,2022-05-01 00:00:00,MKR/BTC,0.04020106,0.04101759,0.03748837,0.03826308,1.001904243883741,26.18462089
1651276800000,2022-04-30 00:00:00,MKR/BTC,0.04133328,0.0418412,0.03740448,0.04044499,1.0489164317699788,25.93439711
1651190400000,2022-04-29 00:00:00,MKR/BTC,0.04106292,0.04185772,0.04,0.04104195,0.9976328285284426,24.30763715
1651104000000,2022-04-28 00:00:00,MKR/BTC,0.04253236,0.04341343,0.0404533,0.04100754,1.0488002646727075,25.57579081
1651017600000,2022-04-27 00:00:00,MKR/BTC,0.04288797,0.04396264,0.0422,0.04273749,1.08304334279487,25.341763
1650931200000,2022-04-26 00:00:00,MKR/BTC,0.04356909,0.04435785,0.04272832,0.04304861,1.1093543437671596,25.76980636
1650844800000,2022-04-25 00:00:00,MKR/BTC,0.04404978,0.04469936,0.04272932,0.04349948,1.094047078714731,25.15080821
1650758400000,2022-04-24 00:00:00,MKR/BTC,0.04360306,0.04428705,0.04346156,0.04428705,0.0545616456,1.232
1650672000000,2022-04-23 00:00:00,MKR/BTC,0.0436211,0.04475613,0.04335843,0.04357584,1.1048957393476464,25.35569571
1650585600000,2022-04-22 00:00:00,MKR/BTC,0.04332903,0.04467304,0.04300025,0.04343328,1.1040592372134335,25.41966062
1650412800000,2022-04-20 00:00:00,MKR/BTC,0.04445595,0.04488589,0.04426748,0.04484984,0.04422194224,0.986
1650326400000,2022-04-19 00:00:00,MKR/BTC,0.04428904,0.0453294,0.04400108,0.0446359,1.1432146708,25.612
1650240000000,2022-04-18 00:00:00,MKR/BTC,0.04596305,0.04610112,0.04343153,0.04432905,1.128152185459011,25.44950062
1650153600000,2022-04-17 00:00:00,MKR/BTC,0.04707613,0.04737221,0.04522014,0.04597611,1.1576390652848907,25.17914337
1650067200000,2022-04-16 00:00:00,MKR/BTC,0.04800266,0.04927173,0.04676,0.04715316,1.1887081820928793,25.20951262
1649980800000,2022-04-15 00:00:00,MKR/BTC,0.04778336,0.04914265,0.04676005,0.04787,1.2117972695857,25.31433611
1649894400000,2022-04-14 00:00:00,MKR/BTC,0.04680533,0.04934848,0.04570318,0.04763373,1.2003849887165174,25.20031475
1649808000000,2022-04-13 00:00:00,MKR/BTC,0.04657684,0.048,0.04570315,0.04664191,1.1772920613266722,25.24107742
1649721600000,2022-04-12 00:00:00,MKR/BTC,0.04571377,0.04710536,0.04550184,0.04640614,1.20267888013636,25.916374
1649635200000,2022-04-11 00:00:00,MKR/BTC,0.04805386,0.04909749,0.04522016,0.04561022,1.1769170313241761,25.8038008
1649548800000,2022-04-10 00:00:00,MKR/BTC,0.04828827,0.04853707,0.04780899,0.04823462,0.04842755848,1.004
1649462400000,2022-04-09 00:00:00,MKR/BTC,0.0475663,0.04914401,0.04741888,0.04835182,1.2443861887201226,25.73607754
1649376000000,2022-04-08 00:00:00,MKR/BTC,0.04698013,0.04884,0.04698013,0.04795006,1.1978448708145333,24.98109222
1649289600000,2022-04-07 00:00:00,MKR/BTC,0.04785515,0.04953382,0.04669038,0.04713568,1.1938909567991007,25.32881581
1649203200000,2022-04-06 00:00:00,MKR/BTC,0.05073856,0.05111587,0.0445501,0.04796049,1.2281956441496376,25.60848824
1649116800000,2022-04-05 00:00:00,MKR/BTC,0.0506264,0.05350439,0.05,0.05090576,1.2149673834728207,23.86699233
1649030400000,2022-04-04 00:00:00,MKR/BTC,0.05008544,0.052,0.04809109,0.050515,1.27147028031045,25.17015303
1648944000000,2022-04-03 00:00:00,MKR/BTC,0.04898985,0.05072693,0.04842451,0.04988928,1.2585129819537408,25.22612036
1648857600000,2022-04-02 00:00:00,MKR/BTC,0.04896868,0.05014755,0.04823564,0.0493751,1.2647734850363639,25.61561364
1648771200000,2022-04-01 00:00:00,MKR/BTC,0.0455169,0.05,0.04479442,0.04938875,1.2650358371263875,25.61384601
1648684800000,2022-03-31 00:00:00,MKR/BTC,0.04625458,0.04809056,0.04401017,0.04595391,1.1807194463973107,25.69355788
1648598400000,2022-03-30 00:00:00,MKR/BTC,0.04527669,0.048,0.04433952,0.04625439,1.1680617323090896,25.25299182
1648512000000,2022-03-29 00:00:00,MKR/BTC,0.04370435,0.04645397,0.04300002,0.04511179,1.1665114538534604,25.85823914
1648425600000,2022-03-28 00:00:00,MKR/BTC,0.04411566,0.04645396,0.04300003,0.04436128,1.128034617863376,25.42836045
1648339200000,2022-03-27 00:00:00,MKR/BTC,0.04465393,0.04569992,0.044,0.04408687,1.11086598937209,25.197207
1648252800000,2022-03-26 00:00:00,MKR/BTC,0.04500756,0.04569761,0.04401017,0.0448945,1.1592881391546699,25.82249806
1648166400000,2022-03-25 00:00:00,MKR/BTC,0.04643831,0.04699988,0.04414,0.04488344,1.1311245472546767,25.20137822
1648080000000,2022-03-24 00:00:00,MKR/BTC,0.04642758,0.04799952,0.04516601,0.04632764,1.1796558121758265,25.46332626
1647993600000,2022-03-23 00:00:00,MKR/BTC,0.04794508,0.04867498,0.04600001,0.04698737,1.2045739352130553,25.63612169
1647907200000,2022-03-22 00:00:00,MKR/BTC,0.04857739,0.05079953,0.04700007,0.04834031,1.1946174635650344,24.71265624
1647820800000,2022-03-21 00:00:00,MKR/BTC,0.04825657,0.0501608,0.0480911,0.04922253,1.2602087650069596,25.60227532
1647734400000,2022-03-20 00:00:00,MKR/BTC,0.04933063,0.05016731,0.04820002,0.04829645,1.2198662162305873,25.25788575
1647648000000,2022-03-19 00:00:00,MKR/BTC,0.0496791,0.05023362,0.04830017,0.04904139,1.2338443338902023,25.15924475
1647561600000,2022-03-18 00:00:00,MKR/BTC,0.05117735,0.05197919,0.04809126,0.04989053,1.2697826189108787,25.45137562
1647475200000,2022-03-17 00:00:00,MKR/BTC,0.04802678,0.052,0.04689267,0.05049525,1.2608886422220074,24.97044063
1647388800000,2022-03-16 00:00:00,MKR/BTC,0.04630147,0.04899972,0.04356584,0.04823144,1.2584049040970215,26.09096689
1647302400000,2022-03-15 00:00:00,MKR/BTC,0.04530738,0.04709951,0.04474377,0.0457305,1.1609723156802298,25.38726486
1647216000000,2022-03-14 00:00:00,MKR/BTC,0.04531738,0.04574198,0.044101,0.04547449,1.1721332003090041,25.77562058
1647129600000,2022-03-13 00:00:00,MKR/BTC,0.04538671,0.04632991,0.04401017,0.04550429,1.1676300458838835,25.65977946
1647043200000,2022-03-12 00:00:00,MKR/BTC,0.04460979,0.04593256,0.04401109,0.0444719,1.1092264713942832,24.94218757
1646956800000,2022-03-11 00:00:00,MKR/BTC,0.04565009,0.04632967,0.04401017,0.04482636,1.1301543634305984,25.21182544
1646870400000,2022-03-10 00:00:00,MKR/BTC,0.04530675,0.04709996,0.04445042,0.04551509,1.1497013089145443,25.25978327
1646784000000,2022-03-09 00:00:00,MKR/BTC,0.04574064,0.04709984,0.04353608,0.04401028,1.1469631679903436,26.06125587
1646697600000,2022-03-08 00:00:00,MKR/BTC,0.04548909,0.04720696,0.04401017,0.04589319,1.1551270002274086,25.16989994
1646611200000,2022-03-07 00:00:00,MKR/BTC,0.0449962,0.04719956,0.04442705,0.04508174,1.1417755197256563,25.32678463
1646524800000,2022-03-06 00:00:00,MKR/BTC,0.0467684,0.04791308,0.04466,0.04499416,1.1318952647816976,25.15649286
1646438400000,2022-03-05 00:00:00,MKR/BTC,0.0454821,0.0479159,0.04466,0.0465476,1.2030815260485561,25.84626331
1646352000000,2022-03-04 00:00:00,MKR/BTC,0.04771431,0.04839588,0.04480038,0.04539899,1.151024432025659,25.35352509
1646265600000,2022-03-03 00:00:00,MKR/BTC,0.04631457,0.04867999,0.04267112,0.04756535,1.2650495997060636,26.59603261
1646179200000,2022-03-02 00:00:00,MKR/BTC,0.0451119,0.0451119,0.04446027,0.04471059,0.016990024200000002,0.38
1646092800000,2022-03-01 00:00:00,MKR/BTC,0.04548004,0.047,0.04401017,0.04591568,1.1697108023797311,25.47519284
1646006400000,2022-02-28 00:00:00,MKR/BTC,0.04841411,0.04877131,0.04438,0.04551744,1.1859239040629184,26.05427511
1645920000000,2022-02-27 00:00:00,MKR/BTC,0.04878187,0.05071765,0.0475,0.04814786,1.2220816414157858,25.38184753
1645833600000,2022-02-26 00:00:00,MKR/BTC,0.05143704,0.05186959,0.04828,0.04877706,1.2584532554459524,25.80010471
1645747200000,2022-02-25 00:00:00,MKR/BTC,0.04902003,0.05255042,0.04820519,0.05120521,1.2960024994570492,25.30997333
1645660800000,2022-02-24 00:00:00,MKR/BTC,0.04740686,0.05056584,0.044,0.04922418,1.271540937718686,25.8316327
1645574400000,2022-02-23 00:00:00,MKR/BTC,0.04714923,0.04824,0.04595525,0.0469,1.1874638666309998,25.31905899
1645488000000,2022-02-22 00:00:00,MKR/BTC,0.0455075,0.04786525,0.0450114,0.04709291,1.204820799804775,25.58391061
1645401600000,2022-02-21 00:00:00,MKR/BTC,0.04626134,0.04792544,0.04501123,0.04552951,1.1573670223430756,25.42015107
1645315200000,2022-02-20 00:00:00,MKR/BTC,0.04779429,0.04873886,0.04501127,0.0463347,1.1750532060437908,25.36011253
1645228800000,2022-02-19 00:00:00,MKR/BTC,0.04841199,0.04888173,0.04669039,0.04767283,1.2087366771350994,25.35483371
1645142400000,2022-02-18 00:00:00,MKR/BTC,0.04879149,0.04953381,0.04709265,0.04851435,1.2605230242821475,25.98247785
