https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RUB,Volume ETH
1663545600000,2022-09-19 00:00:00,ETH/RUB,86798.51,87797.59,86285.54,87630.71,546069.6450629907,6.23148717
1663459200000,2022-09-18 00:00:00,ETH/RUB,93091.57,93091.57,84238.87,86293.91,11882257.615620403,137.69520486
1663372800000,2022-09-17 00:00:00,ETH/RUB,90412.33,93470.92,89490.4,93042.47,11708794.594378617,125.84354859
1663286400000,2022-09-16 00:00:00,ETH/RUB,91273.72,93034.69,89883.9,90270.33,11982941.773968026,132.74507553
1663200000000,2022-09-15 00:00:00,ETH/RUB,101231.42,102325.46,91020.0,91162.12,11968100.42164859,131.28370009
1663113600000,2022-09-14 00:00:00,ETH/RUB,99465.86,102286.65,97441.45,101094.2,13350244.260422334,132.05746977
1663027200000,2022-09-13 00:00:00,ETH/RUB,106791.29,109186.18,97909,98962.27,13473020.668009076,136.14300347
1662940800000,2022-09-12 00:00:00,ETH/RUB,110705.86,111588.62,105766,106729.59,15000100.569077997,140.54303562
1662854400000,2022-09-11 00:00:00,ETH/RUB,112642.7,112834.41,108509.01,111048.95,13544505.453722253,121.96878452
1662768000000,2022-09-10 00:00:00,ETH/RUB,108991.65,112957.68,107405.89,112660.93,14733667.151489262,130.77885254
1662681600000,2022-09-09 00:00:00,ETH/RUB,104127.22,109505.0,103809.58,109090.3,14235159.458461383,130.48969027
1662595200000,2022-09-08 00:00:00,ETH/RUB,106559.33,106925.81,100522.84,104195.06,13318407.643191332,127.8218722
1662508800000,2022-09-07 00:00:00,ETH/RUB,99140.76,106655.02,95035.15,106408.97,14717246.239677258,138.30832344
1662422400000,2022-09-06 00:00:00,ETH/RUB,102274.33,106200.0,98240.1,98968.53,14297033.108574592,144.46039674
1662336000000,2022-09-05 00:00:00,ETH/RUB,98914.4,102303.0,97202.0,102047.33,14474369.079532377,141.83976278
1662249600000,2022-09-04 00:00:00,ETH/RUB,97715.84,98924.08,96801.91,98924.08,13061203.76892011,132.03260287
1662163200000,2022-09-03 00:00:00,ETH/RUB,99244.7,99686.99,96726.52,97719.82,14544691.72863221,148.8407544
1662076800000,2022-09-02 00:00:00,ETH/RUB,98811.82,103489.98,97248.62,99365.29,12840350.861586621,129.22370439
1661990400000,2022-09-01 00:00:00,ETH/RUB,97919.84,100202.0,96198.88,98976.23,13839799.7745293,139.82953053
1661904000000,2022-08-31 00:00:00,ETH/RUB,94816.14,100202.0,94746.16,97636.91,12830968.108944181,131.4151391
1661817600000,2022-08-30 00:00:00,ETH/RUB,98201.23,100579.0,91963.97,94990.89,12678961.373231301,133.4755509
1661731200000,2022-08-29 00:00:00,ETH/RUB,88664.25,98567.74,88093.47,98406.37,13008068.67467089,132.18726262
1661644800000,2022-08-28 00:00:00,ETH/RUB,91845.78,93202.0,88861.13,88861.13,10981259.862101123,123.57776524
1661558400000,2022-08-27 00:00:00,ETH/RUB,93359.23,93899.09,89849.06,91950.1,11904724.435094174,129.46940172
1661472000000,2022-08-26 00:00:00,ETH/RUB,104595.66,104595.66,93020.0,93518.58,12811595.26436144,136.99518603
1661385600000,2022-08-25 00:00:00,ETH/RUB,102742.92,105850.0,102662.96,104530.01,13019114.90122944,124.54906396
1661299200000,2022-08-24 00:00:00,ETH/RUB,103399.34,104672.0,100126.34,102886.88,12639113.398608787,122.84475337
1661212800000,2022-08-23 00:00:00,ETH/RUB,100523.58,104461,98000.0,103462.06,12547896.374335567,121.28017144
1661126400000,2022-08-22 00:00:00,ETH/RUB,100219.19,100420.82,98831.65,99377.89,741482.6606506875,7.46124375
1661040000000,2022-08-21 00:00:00,ETH/RUB,98454.77,101303.0,97148.94,100471.12,12818911.414670235,127.58802146
1660953600000,2022-08-20 00:00:00,ETH/RUB,101901.43,104148.82,96409.89,98581.64,12493403.599067885,126.73154554
1660867200000,2022-08-19 00:00:00,ETH/RUB,115559.95,115734.84,101391,102063.99,14392946.615626369,141.01885117
1660780800000,2022-08-18 00:00:00,ETH/RUB,114914.58,117616.24,114450.0,115749.88,14700458.580912963,127.00193366
1660694400000,2022-08-17 00:00:00,ETH/RUB,118081.01,122131.0,113664,114920.01,13761677.841025777,119.75005781
1660608000000,2022-08-16 00:00:00,ETH/RUB,119025.26,119389.54,116142.0,118034.24,14447298.426532758,122.39921591
1660521600000,2022-08-15 00:00:00,ETH/RUB,120582.0,124303.0,116686.01,119018.4,15126841.730298575,127.09666514
1660435200000,2022-08-14 00:00:00,ETH/RUB,124318.36,126202.0,119644.18,120460.47,16803187.585412305,139.49130022
1660348800000,2022-08-13 00:00:00,ETH/RUB,123504.81,127187.43,123092.92,124088.12,16453472.963772805,132.59507005
1660262400000,2022-08-12 00:00:00,ETH/RUB,117203.73,123550.98,116000.0,123550.98,15404498.387833072,124.68131283
1660176000000,2022-08-11 00:00:00,ETH/RUB,117894.17,120000.0,116291.01,117220.01,13666843.358985253,116.59138537
1660089600000,2022-08-10 00:00:00,ETH/RUB,106761.44,118707.0,106228.01,117750.67,13668997.069410987,116.08424028
1660003200000,2022-08-09 00:00:00,ETH/RUB,112544.42,113157.41,111492.01,112272.13,747519.068753,6.6581
1659916800000,2022-08-08 00:00:00,ETH/RUB,104551.31,113268.8,104368.21,112675.57,15251222.265148893,135.35518183
1659830400000,2022-08-07 00:00:00,ETH/RUB,102982.62,106500.0,101784.01,104546.18,12507586.259897498,119.63695144
1659744000000,2022-08-06 00:00:00,ETH/RUB,105933.15,106911.23,102977.01,102980.17,13581668.0203544,131.88624587
1659657600000,2022-08-05 00:00:00,ETH/RUB,103218.76,106606.0,102500.01,105890.01,13975128.331734389,131.97777894
1659571200000,2022-08-04 00:00:00,ETH/RUB,104263.52,105993.99,99704.31,103021.01,13008115.427380117,126.26662685
1659484800000,2022-08-03 00:00:00,ETH/RUB,104440.73,107349.12,101493.01,104280.32,12887363.171430824,123.58384757
1659398400000,2022-08-02 00:00:00,ETH/RUB,103162.06,105201.99,98000.0,104662.6,15147540.65837992,144.7273492
1659312000000,2022-08-01 00:00:00,ETH/RUB,108540.53,110000.0,102500.01,103409.64,14631279.24094741,141.48854247
1659225600000,2022-07-31 00:00:00,ETH/RUB,109415.64,111111.11,108000.02,108476.85,14043296.17251732,129.45892301
1659139200000,2022-07-30 00:00:00,ETH/RUB,107026.79,110217.98,104400.01,109567.91,14154568.329880808,129.18534569
1659052800000,2022-07-29 00:00:00,ETH/RUB,109233.64,109999.99,103202.0,107103.76,15869728.966881165,148.17153914
1658966400000,2022-07-28 00:00:00,ETH/RUB,102024.4,111628.36,100459.11,109071.51,15536353.642721532,142.44190479
1658880000000,2022-07-27 00:00:00,ETH/RUB,90471.95,102342.5,88843.58,102170.59,17820234.35672461,174.41647696
1658793600000,2022-07-26 00:00:00,ETH/RUB,91232.62,92000,87112.04,89872.48,11346128.696204107,126.24697456
1658707200000,2022-07-25 00:00:00,ETH/RUB,95349.58,96559.47,88999.59,91266.43,12806213.89147407,140.31680533
1658620800000,2022-07-24 00:00:00,ETH/RUB,92000.51,98000.0,90751.95,95489.06,12886552.70135507,134.95318418
1658534400000,2022-07-23 00:00:00,ETH/RUB,92631.87,94999.99,88969.71,91569.24,11589593.831040481,126.56645213
1658448000000,2022-07-22 00:00:00,ETH/RUB,94607.98,97690,91000.01,92076.27,13364933.357051734,145.15068168
