https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEAR3L,Volume USDT
1663333200,2022-09-16 13:00:00,NEAR3L/USDT,0.00154,0.001552,0.00145,0.00145,14961304.1771,22540.4501328619
1663329600,2022-09-16 12:00:00,NEAR3L/USDT,0.001589,0.00159,0.001522,0.001535,3369329.5545,5244.3439977744
1663326000,2022-09-16 11:00:00,NEAR3L/USDT,0.001561,0.001598,0.001554,0.001584,2232927.9626,3510.6026401051
1663322400,2022-09-16 10:00:00,NEAR3L/USDT,0.001533,0.001595,0.001521,0.001572,8023547.7917,12529.6213088925
1663318800,2022-09-16 09:00:00,NEAR3L/USDT,0.001481,0.001537,0.00148,0.001535,9342428.0597,14140.3036075116
1663315200,2022-09-16 08:00:00,NEAR3L/USDT,0.001552,0.001557,0.00148,0.001485,5989245.7023,9160.004710298
1663311600,2022-09-16 07:00:00,NEAR3L/USDT,0.001564,0.001579,0.001545,0.001551,2070461.0595,3235.0934033268
1663308000,2022-09-16 06:00:00,NEAR3L/USDT,0.001566,0.001588,0.001564,0.001575,3386930.1023,5330.4387409067
1663304400,2022-09-16 05:00:00,NEAR3L/USDT,0.001568,0.00158,0.001563,0.001576,2188219.6607,3437.9808588224
1663300800,2022-09-16 04:00:00,NEAR3L/USDT,0.001543,0.001579,0.001543,0.001568,3798592.9603,5939.0114102217
1663297200,2022-09-16 03:00:00,NEAR3L/USDT,0.001514,0.001553,0.001505,0.001553,1798370.383,2755.5585141669
1663293600,2022-09-16 02:00:00,NEAR3L/USDT,0.001524,0.001533,0.001476,0.00152,7334773.7032,11045.0635962346
1663290000,2022-09-16 01:00:00,NEAR3L/USDT,0.001524,0.001537,0.001502,0.001516,2875736.46,4363.4603234657
1663286400,2022-09-16 00:00:00,NEAR3L/USDT,0.001523,0.001531,0.001448,0.001524,11125196.8887,16604.2604372324
1663282800,2022-09-15 23:00:00,NEAR3L/USDT,0.001524,0.001566,0.001502,0.001524,9335869.0724,14274.837221027
1663279200,2022-09-15 22:00:00,NEAR3L/USDT,0.001604,0.001611,0.001488,0.001524,15759176.5603,24151.8656607544
1663275600,2022-09-15 21:00:00,NEAR3L/USDT,0.001644,0.001645,0.001595,0.001604,1997233.8604,3229.3274691182
1663272000,2022-09-15 20:00:00,NEAR3L/USDT,0.001608,0.001644,0.001608,0.001644,2188726.995,3569.9755245166
1663268400,2022-09-15 19:00:00,NEAR3L/USDT,0.001607,0.001628,0.001587,0.001608,2949367.3535,4728.3142431056
1663264800,2022-09-15 18:00:00,NEAR3L/USDT,0.001615,0.001644,0.001589,0.001607,10856849.625,17542.5922494443
1663261200,2022-09-15 17:00:00,NEAR3L/USDT,0.001628,0.001679,0.001616,0.001616,7489108.7428,12271.9457092381
1663257600,2022-09-15 16:00:00,NEAR3L/USDT,0.001611,0.001636,0.001564,0.001617,9866377.1326,15791.2872065201
1663254000,2022-09-15 15:00:00,NEAR3L/USDT,0.001636,0.001678,0.001551,0.001603,21979966.1466,35524.1916953875
1663250400,2022-09-15 14:00:00,NEAR3L/USDT,0.00177,0.001775,0.0016,0.001628,16337821.9169,27120.9004986143
1663246800,2022-09-15 13:00:00,NEAR3L/USDT,0.001756,0.001776,0.001723,0.001761,6743079.9507,11731.9839345632
1663243200,2022-09-15 12:00:00,NEAR3L/USDT,0.001775,0.00181,0.001742,0.001756,3619541.7543,6413.0790756461
1663239600,2022-09-15 11:00:00,NEAR3L/USDT,0.001744,0.001775,0.001739,0.001775,1753957.5785,3089.1052552008
1663236000,2022-09-15 10:00:00,NEAR3L/USDT,0.001774,0.001803,0.00174,0.001752,5895297.6055,10506.4132432494
1663232400,2022-09-15 09:00:00,NEAR3L/USDT,0.001782,0.001787,0.001757,0.001782,875227.9868,1558.8897530703
1663228800,2022-09-15 08:00:00,NEAR3L/USDT,0.001825,0.001844,0.001756,0.001779,8592924.9444,15591.3204934287
1663225200,2022-09-15 07:00:00,NEAR3L/USDT,0.001797,0.00189,0.001797,0.001833,5655522.7015,10406.5011184701
1663221600,2022-09-15 06:00:00,NEAR3L/USDT,0.001812,0.001865,0.001666,0.001797,20625011.9819,36047.003875473
1663218000,2022-09-15 05:00:00,NEAR3L/USDT,0.001776,0.001821,0.001757,0.001812,1972931.4574,3537.6418812401
1663214400,2022-09-15 04:00:00,NEAR3L/USDT,0.001787,0.001809,0.001743,0.001777,3829763.5522,6783.2278027311
1663210800,2022-09-15 03:00:00,NEAR3L/USDT,0.001818,0.001819,0.001742,0.001782,6303030.2874,11217.6654831061
1663207200,2022-09-15 02:00:00,NEAR3L/USDT,0.001891,0.001891,0.001775,0.001831,6921080.8637,12580.9189449758
1663203600,2022-09-15 01:00:00,NEAR3L/USDT,0.001889,0.001902,0.001842,0.001891,3088327.2534,5788.6347202301
1663200000,2022-09-15 00:00:00,NEAR3L/USDT,0.001951,0.001962,0.001855,0.001898,5485802.2577,10411.2296054149
1663196400,2022-09-14 23:00:00,NEAR3L/USDT,0.001972,0.001978,0.001917,0.001937,4727386.6774,9213.3387206314
1663192800,2022-09-14 22:00:00,NEAR3L/USDT,0.001948,0.001991,0.001943,0.001965,7256997.2484,14292.1443979372
1663189200,2022-09-14 21:00:00,NEAR3L/USDT,0.001876,0.001982,0.001841,0.001958,9296034.0542,17823.7592193373
1663185600,2022-09-14 20:00:00,NEAR3L/USDT,0.0019,0.001911,0.001875,0.001887,3078673.9203,5837.2005191709
1663182000,2022-09-14 19:00:00,NEAR3L/USDT,0.001837,0.0019,0.001818,0.0019,4244935.6078,7923.352665256
1663178400,2022-09-14 18:00:00,NEAR3L/USDT,0.001877,0.001877,0.001738,0.001824,11188863.0955,20164.0952244084
1663174800,2022-09-14 17:00:00,NEAR3L/USDT,0.001856,0.001894,0.00185,0.001868,3808193.6744,7121.4630951079
1663171200,2022-09-14 16:00:00,NEAR3L/USDT,0.001906,0.001906,0.001841,0.001856,6239044.9346,11639.6880393084
1663167600,2022-09-14 15:00:00,NEAR3L/USDT,0.001923,0.001972,0.001898,0.001914,5839631.4375,11287.7381416713
1663164000,2022-09-14 14:00:00,NEAR3L/USDT,0.001932,0.00195,0.00188,0.001923,6284163.392,12037.8106379203
1663160400,2022-09-14 13:00:00,NEAR3L/USDT,0.001921,0.001946,0.00186,0.001932,4891896.5676,9330.8607444231
1663156800,2022-09-14 12:00:00,NEAR3L/USDT,0.001877,0.001984,0.0018,0.001922,13261457.2773,25096.0188092263
1663153200,2022-09-14 11:00:00,NEAR3L/USDT,0.00189,0.001905,0.001848,0.001877,5029309.855,9434.3556508861
1663149600,2022-09-14 10:00:00,NEAR3L/USDT,0.001898,0.001911,0.001873,0.00189,4091986.025,7739.2787951622
1663146000,2022-09-14 09:00:00,NEAR3L/USDT,0.001923,0.00195,0.001885,0.001885,4468629.6379,8519.6255069609
1663142400,2022-09-14 08:00:00,NEAR3L/USDT,0.001853,0.001944,0.001805,0.001928,9978916.6192,18736.3539670148
1663138800,2022-09-14 07:00:00,NEAR3L/USDT,0.00192,0.001946,0.001797,0.001859,7660923.8838,14358.5723627352
1663135200,2022-09-14 06:00:00,NEAR3L/USDT,0.001979,0.001984,0.0019,0.00192,5258567.2642,10075.0366333764
1663131600,2022-09-14 05:00:00,NEAR3L/USDT,0.002,0.002004,0.001965,0.001965,7952223.4505,15863.5347138833
1663128000,2022-09-14 04:00:00,NEAR3L/USDT,0.001933,0.002,0.001926,0.002,7912428.0789,15365.1901313854
1663124400,2022-09-14 03:00:00,NEAR3L/USDT,0.00193,0.00198,0.001917,0.001935,7492543.7272,14608.1758554667
1663120800,2022-09-14 02:00:00,NEAR3L/USDT,0.001895,0.001964,0.001888,0.001944,11005503.2273,21263.3493312363
1663117200,2022-09-14 01:00:00,NEAR3L/USDT,0.001849,0.001905,0.001842,0.0019,7252674.6806,13671.6176211898
1663113600,2022-09-14 00:00:00,NEAR3L/USDT,0.00184,0.001866,0.001774,0.00186,13929845.3204,25298.6516642672
1663110000,2022-09-13 23:00:00,NEAR3L/USDT,0.001946,0.001965,0.001822,0.00184,16221363.9088,31031.2204271892
1663106400,2022-09-13 22:00:00,NEAR3L/USDT,0.001989,0.001999,0.001888,0.001948,7407790.9646,14382.0119017505
1663102800,2022-09-13 21:00:00,NEAR3L/USDT,0.002025,0.002025,0.001916,0.001989,11975563.135,23809.2428483634
1663099200,2022-09-13 20:00:00,NEAR3L/USDT,0.002082,0.002086,0.002025,0.002025,5640613.7518,11602.0830880222
1663095600,2022-09-13 19:00:00,NEAR3L/USDT,0.001948,0.002082,0.001902,0.002082,8690135.1575,17390.2947350351
1663092000,2022-09-13 18:00:00,NEAR3L/USDT,0.0021,0.002191,0.001948,0.001949,17590637.7612,35922.4783793993
1663088400,2022-09-13 17:00:00,NEAR3L/USDT,0.002123,0.002227,0.002075,0.002102,12184388.2661,26090.1966507287
1663084800,2022-09-13 16:00:00,NEAR3L/USDT,0.002068,0.002198,0.002026,0.002123,19745895.26587738,41569.0647633690325
1663081200,2022-09-13 15:00:00,NEAR3L/USDT,0.002101,0.002166,0.002064,0.002101,16585869.4683,35275.5813328798
1663077600,2022-09-13 14:00:00,NEAR3L/USDT,0.002235,0.002314,0.00206,0.002107,29665852.1951,64098.8384560216
1663074000,2022-09-13 13:00:00,NEAR3L/USDT,0.00223,0.002358,0.002171,0.002235,22282529.0007,50258.0084265726
1663070400,2022-09-13 12:00:00,NEAR3L/USDT,0.002847,0.002909,0.002096,0.002202,38113826.0911,94455.8417814199
1663066800,2022-09-13 11:00:00,NEAR3L/USDT,0.002802,0.002918,0.002792,0.002843,6211502.88,17746.1515866569
1663063200,2022-09-13 10:00:00,NEAR3L/USDT,0.002782,0.002843,0.002748,0.002807,3195894.54,8885.9568238214
1663059600,2022-09-13 09:00:00,NEAR3L/USDT,0.002873,0.002895,0.00274,0.002782,2547525.2626,7119.8350181853
1663056000,2022-09-13 08:00:00,NEAR3L/USDT,0.002893,0.002981,0.002812,0.002871,3813278.2171,11042.5907672148
1663052400,2022-09-13 07:00:00,NEAR3L/USDT,0.00284,0.002903,0.002786,0.002893,1442680.6238,4103.250213223
1663048800,2022-09-13 06:00:00,NEAR3L/USDT,0.002774,0.002904,0.002728,0.002839,3961291.1028,11257.3506807093
1663045200,2022-09-13 05:00:00,NEAR3L/USDT,0.002832,0.002852,0.002777,0.002777,748438.2473,2110.9240481479
1663041600,2022-09-13 04:00:00,NEAR3L/USDT,0.002873,0.002909,0.002819,0.002832,1630353.6862,4658.4126941559
1663038000,2022-09-13 03:00:00,NEAR3L/USDT,0.00287,0.002889,0.002761,0.002868,3085161.3073,8751.4755129061
1663034400,2022-09-13 02:00:00,NEAR3L/USDT,0.002765,0.002872,0.002709,0.002867,2473017.5743,6832.8684327576
1663030800,2022-09-13 01:00:00,NEAR3L/USDT,0.002838,0.002878,0.002724,0.002784,2220769.3406,6190.1153910421
1663027200,2022-09-13 00:00:00,NEAR3L/USDT,0.002992,0.002993,0.002706,0.002842,10035721.0623,28051.0604798607
1663023600,2022-09-12 23:00:00,NEAR3L/USDT,0.002963,0.003042,0.002915,0.003015,2749660.0814,8163.3453625673
1663020000,2022-09-12 22:00:00,NEAR3L/USDT,0.002904,0.003026,0.002887,0.002963,4815075.3849,14200.0167755598
1663016400,2022-09-12 21:00:00,NEAR3L/USDT,0.002905,0.002928,0.002847,0.002924,2268488.2689,6538.8938152065
1663012800,2022-09-12 20:00:00,NEAR3L/USDT,0.002843,0.002943,0.002807,0.002917,2554151.3715,7376.1700928628
1663009200,2022-09-12 19:00:00,NEAR3L/USDT,0.002846,0.002892,0.002796,0.002843,1666467.1898,4745.1040352362
1663005600,2022-09-12 18:00:00,NEAR3L/USDT,0.002904,0.002909,0.002798,0.002863,2827291.5997,8071.2140356842
1663002000,2022-09-12 17:00:00,NEAR3L/USDT,0.002782,0.002904,0.00275,0.002904,6367763.6293,17849.4262946003
1662998400,2022-09-12 16:00:00,NEAR3L/USDT,0.002861,0.002903,0.00275,0.002798,13492145.8386,38026.8333216525
1662994800,2022-09-12 15:00:00,NEAR3L/USDT,0.00297,0.003,0.002824,0.002857,3271635.3351,9553.9763271823
1662991200,2022-09-12 14:00:00,NEAR3L/USDT,0.003097,0.003119,0.002976,0.002976,5980443.0422,18209.4112290694
1662987600,2022-09-12 13:00:00,NEAR3L/USDT,0.003194,0.003233,0.003097,0.003101,4437543.2338,14040.1954767119
1662984000,2022-09-12 12:00:00,NEAR3L/USDT,0.003226,0.003259,0.003145,0.003211,3613117.8335,11520.8385741502
1662980400,2022-09-12 11:00:00,NEAR3L/USDT,0.003158,0.003283,0.003097,0.003225,11024415.1503,35029.7825545428
1662976800,2022-09-12 10:00:00,NEAR3L/USDT,0.00315,0.003275,0.003067,0.003158,17775619.6914,55992.8771993607
1662973200,2022-09-12 09:00:00,NEAR3L/USDT,0.003051,0.003237,0.002988,0.003137,26736401.5653,82889.9463153165
1662969600,2022-09-12 08:00:00,NEAR3L/USDT,0.002564,0.003065,0.0025,0.003055,24794742.23676815,68744.38661400411885
1662966000,2022-09-12 07:00:00,NEAR3L/USDT,0.002457,0.002562,0.002451,0.002562,3399150.781,8491.0765021055
1662962400,2022-09-12 06:00:00,NEAR3L/USDT,0.002447,0.002457,0.002379,0.002457,3581404.1294,8651.2317900937
1662958800,2022-09-12 05:00:00,NEAR3L/USDT,0.002496,0.002499,0.00243,0.002447,4358139.0382,10701.1877028169
1662955200,2022-09-12 04:00:00,NEAR3L/USDT,0.002444,0.002519,0.002438,0.002489,3664311.6167,9077.3231821798
1662951600,2022-09-12 03:00:00,NEAR3L/USDT,0.002565,0.002582,0.0024,0.002443,4243621.9864,10419.0899198387
1662948000,2022-09-12 02:00:00,NEAR3L/USDT,0.002784,0.002804,0.002549,0.002549,5965161.3983,15890.3573509805
1662944400,2022-09-12 01:00:00,NEAR3L/USDT,0.002457,0.002816,0.002441,0.002784,5837221.429,15502.694481264
1662940800,2022-09-12 00:00:00,NEAR3L/USDT,0.002683,0.002684,0.002459,0.002459,2343130.0232,5972.082402202
1662937200,2022-09-11 23:00:00,NEAR3L/USDT,0.002642,0.00274,0.002595,0.002676,3738702.5295,9972.4280375103
1662933600,2022-09-11 22:00:00,NEAR3L/USDT,0.00252,0.002676,0.002506,0.002623,2653535.9905,6905.1463889027
1662930000,2022-09-11 21:00:00,NEAR3L/USDT,0.002602,0.00263,0.002459,0.00252,10519580.8339,27231.7997760154
1662926400,2022-09-11 20:00:00,NEAR3L/USDT,0.002718,0.002742,0.002569,0.002602,5218173.382,13751.1148060983
1662922800,2022-09-11 19:00:00,NEAR3L/USDT,0.002723,0.002769,0.00271,0.002736,3325713.3816,9054.2420212242
1662919200,2022-09-11 18:00:00,NEAR3L/USDT,0.00282,0.002837,0.002724,0.002724,5051043.2321,14039.9195706107
1662915600,2022-09-11 17:00:00,NEAR3L/USDT,0.002784,0.002876,0.002781,0.002823,15368282.6329,43549.636119858
1662912000,2022-09-11 16:00:00,NEAR3L/USDT,0.002499,0.002809,0.002495,0.002784,10000050.2498,26542.3661222164
1662908400,2022-09-11 15:00:00,NEAR3L/USDT,0.002449,0.00252,0.002449,0.002499,2428382.7488,6043.30484083
1662904800,2022-09-11 14:00:00,NEAR3L/USDT,0.00245,0.002452,0.002407,0.002449,510361.46,1241.5905555428
1662901200,2022-09-11 13:00:00,NEAR3L/USDT,0.00239,0.002475,0.002347,0.002439,3589551.7191,8672.011145428
1662897600,2022-09-11 12:00:00,NEAR3L/USDT,0.002426,0.002445,0.002391,0.002391,1907228.7036,4620.4661473058
1662894000,2022-09-11 11:00:00,NEAR3L/USDT,0.002468,0.002473,0.002421,0.002439,583181.4627,1423.9396537279
1662890400,2022-09-11 10:00:00,NEAR3L/USDT,0.002413,0.002462,0.002395,0.002462,1382977.8595,3382.1475262944
1662886800,2022-09-11 09:00:00,NEAR3L/USDT,0.002428,0.002437,0.002396,0.002396,3022140.6341,7294.6587139637
1662883200,2022-09-11 08:00:00,NEAR3L/USDT,0.002412,0.002428,0.002384,0.002428,2625461.7285,6312.7653799339
1662879600,2022-09-11 07:00:00,NEAR3L/USDT,0.002367,0.002411,0.00235,0.002411,1772997.3224,4215.6092918319
1662876000,2022-09-11 06:00:00,NEAR3L/USDT,0.002415,0.002427,0.002261,0.002365,7176622.0333,16619.3174074923
1662872400,2022-09-11 05:00:00,NEAR3L/USDT,0.002426,0.002439,0.002396,0.002416,869743.7517,2098.6782244561
1662868800,2022-09-11 04:00:00,NEAR3L/USDT,0.00243,0.002473,0.002426,0.002436,1204203.0243,2964.6543653545
1662865200,2022-09-11 03:00:00,NEAR3L/USDT,0.002401,0.00246,0.002401,0.002435,1246450.3038,3033.9865997172
1662861600,2022-09-11 02:00:00,NEAR3L/USDT,0.002495,0.002521,0.002374,0.002404,3422770.6074,8344.5673004166
1662858000,2022-09-11 01:00:00,NEAR3L/USDT,0.0025,0.002538,0.002495,0.002506,1107389.6916,2783.802899827
1662854400,2022-09-11 00:00:00,NEAR3L/USDT,0.002529,0.00259,0.0025,0.002515,2786510.1901,7113.4558048196
1662850800,2022-09-10 23:00:00,NEAR3L/USDT,0.002585,0.002615,0.002525,0.002542,1823888.0151,4701.7883010562
1662847200,2022-09-10 22:00:00,NEAR3L/USDT,0.002553,0.002642,0.002533,0.002606,2982575.5871,7733.812289968
1662843600,2022-09-10 21:00:00,NEAR3L/USDT,0.002517,0.002609,0.002497,0.002553,5087814.648,12973.9926270929
1662840000,2022-09-10 20:00:00,NEAR3L/USDT,0.002461,0.002517,0.002435,0.002517,2769503.79715389,6869.77705534350887
1662836400,2022-09-10 19:00:00,NEAR3L/USDT,0.00252,0.002533,0.002459,0.002461,2863658.5836,7121.1455184245
1662832800,2022-09-10 18:00:00,NEAR3L/USDT,0.002349,0.002542,0.002346,0.00252,3141913.8256,7655.5528884298
1662829200,2022-09-10 17:00:00,NEAR3L/USDT,0.002409,0.00241,0.002341,0.002357,1039358.1484,2469.6785037448
1662825600,2022-09-10 16:00:00,NEAR3L/USDT,0.00233,0.002456,0.002301,0.002405,3806897.9022,9017.0796334199
1662822000,2022-09-10 15:00:00,NEAR3L/USDT,0.002359,0.002375,0.002328,0.002328,1450908.3064,3418.3667802161
1662818400,2022-09-10 14:00:00,NEAR3L/USDT,0.002342,0.002387,0.002322,0.002345,2110022.3388,4983.1683447615
1662814800,2022-09-10 13:00:00,NEAR3L/USDT,0.002396,0.002399,0.002305,0.002342,5262862.4605,12417.0406949675
1662811200,2022-09-10 12:00:00,NEAR3L/USDT,0.002425,0.002462,0.002328,0.002396,6360882.421,15187.6448140895
1662807600,2022-09-10 11:00:00,NEAR3L/USDT,0.00243,0.002445,0.002415,0.002439,777779.8075,1891.2349190883
1662804000,2022-09-10 10:00:00,NEAR3L/USDT,0.002445,0.002459,0.002405,0.002445,3939047.4028,9566.1769192091
1662800400,2022-09-10 09:00:00,NEAR3L/USDT,0.002442,0.002476,0.00244,0.002446,1338747.0719,3285.8276438912
1662796800,2022-09-10 08:00:00,NEAR3L/USDT,0.002405,0.002479,0.002396,0.002439,7211664.8357,17515.2996161272
1662793200,2022-09-10 07:00:00,NEAR3L/USDT,0.002578,0.002579,0.002396,0.002399,10338048.1059,25759.1587737816
1662789600,2022-09-10 06:00:00,NEAR3L/USDT,0.002538,0.002612,0.002538,0.002578,7532236.0542,19465.9193991749
1662786000,2022-09-10 05:00:00,NEAR3L/USDT,0.002506,0.002551,0.002475,0.002551,4158457.0282,10462.9870267471
1662782400,2022-09-10 04:00:00,NEAR3L/USDT,0.002532,0.002589,0.002477,0.002499,3429713.7828,8754.7763360368
1662778800,2022-09-10 03:00:00,NEAR3L/USDT,0.002605,0.002605,0.002513,0.002514,1588545.5583,4073.7248281951
1662775200,2022-09-10 02:00:00,NEAR3L/USDT,0.002547,0.002607,0.002535,0.002606,1511722.6581,3866.3717272041
1662771600,2022-09-10 01:00:00,NEAR3L/USDT,0.002616,0.002692,0.002547,0.002564,971296.2435,2538.2854816286
1662768000,2022-09-10 00:00:00,NEAR3L/USDT,0.002579,0.002692,0.002503,0.002616,5703938.2454,14845.4569756897
1662764400,2022-09-09 23:00:00,NEAR3L/USDT,0.002578,0.00268,0.002499,0.002565,7255787.697,18823.3542351804
1662760800,2022-09-09 22:00:00,NEAR3L/USDT,0.002535,0.002626,0.002517,0.002567,5012911.7728,12870.7315168747
1662757200,2022-09-09 21:00:00,NEAR3L/USDT,0.002541,0.002571,0.002528,0.002528,1838027.5287,4674.1888295075
1662753600,2022-09-09 20:00:00,NEAR3L/USDT,0.002511,0.002581,0.002492,0.00256,2444581.5107,6189.4670970531
1662750000,2022-09-09 19:00:00,NEAR3L/USDT,0.002457,0.002532,0.002449,0.002532,1819037.9682,4554.2032248961
1662746400,2022-09-09 18:00:00,NEAR3L/USDT,0.002406,0.002452,0.002391,0.002452,2289469.7717,5546.49914688
1662742800,2022-09-09 17:00:00,NEAR3L/USDT,0.002496,0.002514,0.0024,0.002412,2725334.2364,6686.7477981493
1662739200,2022-09-09 16:00:00,NEAR3L/USDT,0.002542,0.002542,0.002451,0.002513,7598480.9574,18871.9382613045
1662735600,2022-09-09 15:00:00,NEAR3L/USDT,0.002584,0.002614,0.002528,0.002542,6451423.7965,16643.4457850043
1662732000,2022-09-09 14:00:00,NEAR3L/USDT,0.002535,0.002626,0.002528,0.002579,5345661.4732,13692.0913835278
1662728400,2022-09-09 13:00:00,NEAR3L/USDT,0.002607,0.002636,0.002509,0.002535,14646332.7858,37267.6143240828
1662724800,2022-09-09 12:00:00,NEAR3L/USDT,0.00252,0.002607,0.002486,0.002607,6390808.3815,16361.9234729037
1662721200,2022-09-09 11:00:00,NEAR3L/USDT,0.002517,0.00252,0.00245,0.002507,7851799.2572,19514.61397651
1662717600,2022-09-09 10:00:00,NEAR3L/USDT,0.002481,0.002554,0.00246,0.00252,4037125.8478,10138.8742216925
1662714000,2022-09-09 09:00:00,NEAR3L/USDT,0.002497,0.002497,0.002405,0.002479,3289600.4457,8067.4473898286
1662710400,2022-09-09 08:00:00,NEAR3L/USDT,0.002398,0.002575,0.002398,0.002484,10546775.5812,26469.8948650064
1662706800,2022-09-09 07:00:00,NEAR3L/USDT,0.002421,0.002427,0.002374,0.002389,4553503.5019,10957.06969433
1662703200,2022-09-09 06:00:00,NEAR3L/USDT,0.00243,0.002497,0.002419,0.002434,5327692.8585,13137.2107744195
1662699600,2022-09-09 05:00:00,NEAR3L/USDT,0.002457,0.00249,0.002406,0.002448,6749758.9936,16539.6886319549
1662696000,2022-09-09 04:00:00,NEAR3L/USDT,0.002369,0.002491,0.002368,0.002457,10368864.773,25392.8840948058
1662692400,2022-09-09 03:00:00,NEAR3L/USDT,0.002295,0.00237,0.002269,0.002366,4886215.4442,11314.7532127265
1662688800,2022-09-09 02:00:00,NEAR3L/USDT,0.002326,0.002351,0.002276,0.002295,3136672.8227,7245.673558128
1662685200,2022-09-09 01:00:00,NEAR3L/USDT,0.002305,0.002364,0.002288,0.002338,3328526.6601,7763.7547209901
1662681600,2022-09-09 00:00:00,NEAR3L/USDT,0.002376,0.002376,0.002284,0.002305,2095210.5592,4843.8369391568
