https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KAR,Volume USDT
1642809600,2022-01-22 00:00:00,KAR/USDT,2.2694,2.3796,1.8,2.2235,222376.48133773,461561.543933267665
1642723200,2022-01-21 00:00:00,KAR/USDT,2.7706,2.7823,2.2201,2.2695,129347.05333236,327054.840009410842
1642636800,2022-01-20 00:00:00,KAR/USDT,2.8574,3.0704,2.7671,2.7706,78477.64167417,228277.833240908244
1642550400,2022-01-19 00:00:00,KAR/USDT,2.8856,2.9197,2.7681,2.8574,64008.06806559,182316.502842024963
1642464000,2022-01-18 00:00:00,KAR/USDT,2.9552,3.0328,2.8095,2.8876,58925.99611639,169334.577732078176
1642377600,2022-01-17 00:00:00,KAR/USDT,3.1027,3.1324,2.9164,2.9552,63924.45439279,192210.084737277023
1642291200,2022-01-16 00:00:00,KAR/USDT,3.2398,3.2967,3.0613,3.1027,63749.30179768,201817.861840366868
1642204800,2022-01-15 00:00:00,KAR/USDT,3.2686,3.416,3.2086,3.23,49125.82683471,160923.842045504332
1642118400,2022-01-14 00:00:00,KAR/USDT,3.2558,3.4993,3.2403,3.2686,50273.29633996,168272.289714286942
1642032000,2022-01-13 00:00:00,KAR/USDT,3.4354,3.55,3.2022,3.2403,65344.3785734,219685.371901646059
1641945600,2022-01-12 00:00:00,KAR/USDT,3.3599,3.7041,3.3507,3.4373,139548.99740108,490502.749550616698
1641859200,2022-01-11 00:00:00,KAR/USDT,3.0379,3.4642,2.9857,3.36,128117.5122539,416351.515094486664
1641772800,2022-01-10 00:00:00,KAR/USDT,3.1385,3.218,2.9001,3.0233,65111.02651305,196634.516450057751
1641686400,2022-01-09 00:00:00,KAR/USDT,3,3.1862,2.9925,3.1451,62778.35573498,192111.494826598174
1641600000,2022-01-08 00:00:00,KAR/USDT,3.2055,3.2848,2.9001,3,117655.38221701,362227.101286643404
1641513600,2022-01-07 00:00:00,KAR/USDT,3.5282,3.5408,3.1946,3.2224,49110.0411531,162592.310908439096
1641427200,2022-01-06 00:00:00,KAR/USDT,3.4836,3.5717,3.4001,3.5268,49056.05658543,171338.931993415545
1641340800,2022-01-05 00:00:00,KAR/USDT,3.8067,3.92,3.3058,3.4845,111686.48338723,403636.913348245186
1641254400,2022-01-04 00:00:00,KAR/USDT,3.7808,3.94,3.6066,3.8251,68510.3166852,260996.421316516522
1641168000,2022-01-03 00:00:00,KAR/USDT,3.912,3.9468,3.6893,3.7808,74270.62726656,284434.983170677255
1641081600,2022-01-02 00:00:00,KAR/USDT,4,4.0251,3.8917,3.9171,35162.79325534,138896.395816720544
1640995200,2022-01-01 00:00:00,KAR/USDT,3.6625,4.0998,3.6066,4,64361.26485824,248212.096934027156
1640908800,2021-12-31 00:00:00,KAR/USDT,3.8624,3.9882,3.6,3.6507,75838.77486946,284708.313261023154
1640822400,2021-12-30 00:00:00,KAR/USDT,4.0009,4.1136,3.8001,3.8605,54194.40132887,213091.807304360165
1640736000,2021-12-29 00:00:00,KAR/USDT,3.8885,4.1,3.6,4.0009,98461.58761407,378075.586795974666
1640649600,2021-12-28 00:00:00,KAR/USDT,4.1326,4.3081,3.7871,3.8894,97637.17700528,391009.109926111645
