https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH2,Volume ETH
1663545600,2022-09-19 00:00:00,ETH2/ETH,0.96200000,0.96200000,0.96200000,0.96200000,0.00000000,0.0
1663542000,2022-09-18 23:00:00,ETH2/ETH,0.96200000,0.96200000,0.96200000,0.96200000,0.00000000,0.0
1663538400,2022-09-18 22:00:00,ETH2/ETH,0.96981118,0.96981118,0.96200000,0.96200000,40.21569281,38.68749648322
1663534800,2022-09-18 21:00:00,ETH2/ETH,0.96981118,0.96981118,0.96981118,0.96981118,0.11221383,0.1088262268846194
1663531200,2022-09-18 20:00:00,ETH2/ETH,0.98739948,0.98739948,0.98739948,0.98739948,0.00000000,0.0
1663527600,2022-09-18 19:00:00,ETH2/ETH,0.98739944,0.98739948,0.98739944,0.98739948,0.40384035,0.398751751593018
1663524000,2022-09-18 18:00:00,ETH2/ETH,0.96981112,0.96981112,0.96981112,0.96981112,0.02766465,0.026829485200908
1663520400,2022-09-18 17:00:00,ETH2/ETH,0.98739944,0.98739944,0.98739944,0.98739944,0.10000000,0.09873994400000001
1663516800,2022-09-18 16:00:00,ETH2/ETH,0.96981111,0.96981111,0.96981111,0.96981111,0.00000000,0.0
1663513200,2022-09-18 15:00:00,ETH2/ETH,0.96981111,0.96981111,0.96981111,0.96981111,0.00000000,0.0
1663509600,2022-09-18 14:00:00,ETH2/ETH,0.96981111,0.96981111,0.96981111,0.96981111,0.00000000,0.0
1663506000,2022-09-18 13:00:00,ETH2/ETH,0.96981111,0.96981111,0.96981111,0.96981111,0.00000000,0.0
1663502400,2022-09-18 12:00:00,ETH2/ETH,0.98739948,0.98739948,0.96981111,0.96981111,0.38966714,0.3779035215739254
1663498800,2022-09-18 11:00:00,ETH2/ETH,0.96976500,0.96976500,0.96976500,0.96976500,0.00000000,0.0
1663495200,2022-09-18 10:00:00,ETH2/ETH,0.96976500,0.96976500,0.96976500,0.96976500,0.00000000,0.0
1663491600,2022-09-18 09:00:00,ETH2/ETH,0.96976501,0.96976501,0.96976500,0.96976500,0.03573920,0.034658625288
1663488000,2022-09-18 08:00:00,ETH2/ETH,0.96976500,0.96976500,0.96976500,0.96976500,0.00000000,0.0
1663484400,2022-09-18 07:00:00,ETH2/ETH,0.96976501,0.96976501,0.96976500,0.96976500,0.25096868,0.24338064196019998
1663480800,2022-09-18 06:00:00,ETH2/ETH,0.96981113,0.96981113,0.96976500,0.96976500,2.25000000,2.18197125
1663477200,2022-09-18 05:00:00,ETH2/ETH,0.96981113,0.96981113,0.96981113,0.96981113,0.00000000,0.0
1663473600,2022-09-18 04:00:00,ETH2/ETH,0.96981113,0.96981113,0.96981113,0.96981113,0.00000000,0.0
1663470000,2022-09-18 03:00:00,ETH2/ETH,0.96981113,0.96981113,0.96981113,0.96981113,0.00000000,0.0
1663466400,2022-09-18 02:00:00,ETH2/ETH,0.96981113,0.96981113,0.96981113,0.96981113,0.00000000,0.0
1663462800,2022-09-18 01:00:00,ETH2/ETH,0.96981113,0.96981113,0.96981113,0.96981113,0.75000000,0.7273583475
1663459200,2022-09-18 00:00:00,ETH2/ETH,0.96981128,0.96981128,0.96981113,0.96981113,5.01703848,4.865579757542283
1663455600,2022-09-17 23:00:00,ETH2/ETH,0.98739999,0.98739999,0.98739999,0.98739999,0.00000000,0.0
1663452000,2022-09-17 22:00:00,ETH2/ETH,0.98739999,0.98739999,0.98739999,0.98739999,0.00000000,0.0
1663448400,2022-09-17 21:00:00,ETH2/ETH,0.98700000,0.98739999,0.98700000,0.98739999,0.07147841,0.07057778131921591
1663444800,2022-09-17 20:00:00,ETH2/ETH,0.98740000,0.98740000,0.98740000,0.98740000,0.00000000,0.0
1663441200,2022-09-17 19:00:00,ETH2/ETH,0.98740000,0.98740000,0.98740000,0.98740000,0.00000000,0.0
1663437600,2022-09-17 18:00:00,ETH2/ETH,0.98740000,0.98740000,0.98740000,0.98740000,0.00000000,0.0
1663434000,2022-09-17 17:00:00,ETH2/ETH,0.98740000,0.98740000,0.98740000,0.98740000,0.00000000,0.0
1663430400,2022-09-17 16:00:00,ETH2/ETH,0.98740000,0.98740000,0.98740000,0.98740000,0.00000000,0.0
1663426800,2022-09-17 15:00:00,ETH2/ETH,0.98740000,0.98740000,0.98740000,0.98740000,0.00000000,0.0
1663423200,2022-09-17 14:00:00,ETH2/ETH,0.98740000,0.98740000,0.98740000,0.98740000,0.00000000,0.0
1663419600,2022-09-17 13:00:00,ETH2/ETH,0.98699999,0.98740000,0.98699999,0.98740000,11.46685621,11.322373821754
1663416000,2022-09-17 12:00:00,ETH2/ETH,0.96976500,0.96976500,0.96976500,0.96976500,0.00000000,0.0
1663412400,2022-09-17 11:00:00,ETH2/ETH,0.96976504,0.96976504,0.96976500,0.96976500,10.74035325,10.41561866948625
1663408800,2022-09-17 10:00:00,ETH2/ETH,0.96976504,0.96976504,0.96976504,0.96976504,0.00000000,0.0
1663405200,2022-09-17 09:00:00,ETH2/ETH,0.96976508,0.96976508,0.96976504,0.96976504,2.10460481,2.0409721677538424
1663401600,2022-09-17 08:00:00,ETH2/ETH,0.98734994,0.98734994,0.98734994,0.98734994,0.00000000,0.0
1663398000,2022-09-17 07:00:00,ETH2/ETH,0.98734994,0.98734994,0.98734994,0.98734994,0.00000000,0.0
1663394400,2022-09-17 06:00:00,ETH2/ETH,0.98734994,0.98734994,0.98734994,0.98734994,0.00000000,0.0
1663390800,2022-09-17 05:00:00,ETH2/ETH,0.98734994,0.98734994,0.98734994,0.98734994,0.06526025,0.06443470392188501
1663387200,2022-09-17 04:00:00,ETH2/ETH,0.98734999,0.98734999,0.98734999,0.98734999,0.00000000,0.0
1663383600,2022-09-17 03:00:00,ETH2/ETH,0.98734999,0.98734999,0.98734999,0.98734999,0.00000000,0.0
1663380000,2022-09-17 02:00:00,ETH2/ETH,0.98734999,0.98734999,0.98734999,0.98734999,0.00000000,0.0
1663376400,2022-09-17 01:00:00,ETH2/ETH,0.98734999,0.98734999,0.98734999,0.98734999,0.00000000,0.0
1663372800,2022-09-17 00:00:00,ETH2/ETH,0.98734999,0.98734999,0.98734999,0.98734999,0.00000000,0.0
1663369200,2022-09-16 23:00:00,ETH2/ETH,0.98734998,0.98734999,0.98734998,0.98734999,0.44201762,0.4364260926868238
1663365600,2022-09-16 22:00:00,ETH2/ETH,0.98739997,0.98739997,0.98739997,0.98739997,0.00000000,0.0
1663362000,2022-09-16 21:00:00,ETH2/ETH,0.98739997,0.98739997,0.98739997,0.98739997,0.00000000,0.0
1663358400,2022-09-16 20:00:00,ETH2/ETH,0.98739997,0.98739997,0.98739997,0.98739997,0.00000000,0.0
1663354800,2022-09-16 19:00:00,ETH2/ETH,0.98739997,0.98739997,0.98739997,0.98739997,0.00000000,0.0
1663351200,2022-09-16 18:00:00,ETH2/ETH,0.98739997,0.98739997,0.98739997,0.98739997,0.05639582,0.0556852309761254
1663347600,2022-09-16 17:00:00,ETH2/ETH,0.96401001,0.96401001,0.96401000,0.96401000,0.66528886,0.6413451139286
1663344000,2022-09-16 16:00:00,ETH2/ETH,0.96401001,0.96401001,0.96401000,0.96401000,1.25000000,1.2050125
1663340400,2022-09-16 15:00:00,ETH2/ETH,0.96976504,0.96976504,0.96401000,0.96401000,34.63046665,33.384116155266504
1663336800,2022-09-16 14:00:00,ETH2/ETH,0.98799986,0.98859968,0.96976502,0.96976502,3.21516894,3.117958371402479
1663333200,2022-09-16 13:00:00,ETH2/ETH,0.96976502,0.96976502,0.96976502,0.96976502,0.10000000,0.096976502
1663329600,2022-09-16 12:00:00,ETH2/ETH,0.96976501,0.96976501,0.96976501,0.96976501,0.10000000,0.096976501
1663326000,2022-09-16 11:00:00,ETH2/ETH,0.98800000,0.98800000,0.98800000,0.98800000,0.00000000,0.0
1663322400,2022-09-16 10:00:00,ETH2/ETH,0.98800000,0.98800000,0.98800000,0.98800000,0.00416793,0.00411791484
1663318800,2022-09-16 09:00:00,ETH2/ETH,0.96401126,0.96401126,0.96401126,0.96401126,0.00000000,0.0
1663315200,2022-09-16 08:00:00,ETH2/ETH,0.96401126,0.96401126,0.96401126,0.96401126,0.00000000,0.0
1663311600,2022-09-16 07:00:00,ETH2/ETH,0.96401126,0.96401126,0.96401126,0.96401126,0.00000000,0.0
1663308000,2022-09-16 06:00:00,ETH2/ETH,0.96401126,0.96401126,0.96401126,0.96401126,0.00000000,0.0
1663304400,2022-09-16 05:00:00,ETH2/ETH,0.96401126,0.96401126,0.96401126,0.96401126,0.00000000,0.0
1663300800,2022-09-16 04:00:00,ETH2/ETH,0.96401126,0.96401126,0.96401126,0.96401126,0.20814630,0.200655376927338
1663297200,2022-09-16 03:00:00,ETH2/ETH,0.96401128,0.96401128,0.96401128,0.96401128,0.00000000,0.0
1663293600,2022-09-16 02:00:00,ETH2/ETH,0.96401128,0.96401128,0.96401128,0.96401128,0.00000000,0.0
1663290000,2022-09-16 01:00:00,ETH2/ETH,0.96401128,0.96401128,0.96401128,0.96401128,0.00000000,0.0
