https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UOS,Volume USDT
1663459200,2022-09-18 00:00:00,UOS/USDT,0.40259,0.40259,0.39754,0.39755,11042.8822,4414.542109288
1663372800,2022-09-17 00:00:00,UOS/USDT,0.38821,0.40546,0.38349,0.40106,706208.02900547,277603.8022023448587
1663286400,2022-09-16 00:00:00,UOS/USDT,0.40688,0.40731,0.38344,0.38821,1290241.1823,508157.711927581
1663200000,2022-09-15 00:00:00,UOS/USDT,0.41292,0.43284,0.4,0.40594,873128.7641,358387.682501782
1663113600,2022-09-14 00:00:00,UOS/USDT,0.42002,0.4318,0.406,0.41296,684189.8836,285974.532159092
1663027200,2022-09-13 00:00:00,UOS/USDT,0.44139,0.45098,0.42,0.42001,1132752.5608,485963.412514947
1662940800,2022-09-12 00:00:00,UOS/USDT,0.45678,0.46878,0.43,0.44028,665722.3365,298182.901049347
1662854400,2022-09-11 00:00:00,UOS/USDT,0.46677,0.47493,0.45101,0.45678,810677.846,373060.076067735
1662768000,2022-09-10 00:00:00,UOS/USDT,0.4161,0.4972,0.416,0.46503,2230280.88124714,1021945.4906434744924
1662681600,2022-09-09 00:00:00,UOS/USDT,0.38274,0.45,0.38115,0.4161,2796668.2414,1165459.3524687649266
1662595200,2022-09-08 00:00:00,UOS/USDT,0.37283,0.40267,0.36311,0.38118,1483414.76684684,562179.44360699388
1662508800,2022-09-07 00:00:00,UOS/USDT,0.33212,0.38,0.31597,0.3732,889147.7266,303188.735290281
1662422400,2022-09-06 00:00:00,UOS/USDT,0.35042,0.3614,0.331,0.33208,1219171.9115,420847.035621798
1662336000,2022-09-05 00:00:00,UOS/USDT,0.35416,0.3628,0.35,0.35,635472.6996,223707.84131371
1662249600,2022-09-04 00:00:00,UOS/USDT,0.3516,0.3738,0.35,0.35382,685783.41269786,244695.2066735469294
1662163200,2022-09-03 00:00:00,UOS/USDT,0.34334,0.36176,0.34,0.35,679126.9338,239237.296233135
1662076800,2022-09-02 00:00:00,UOS/USDT,0.3455,0.3628,0.34,0.34352,1150951.4358,401822.324843039
1661990400,2022-09-01 00:00:00,UOS/USDT,0.35108,0.35752,0.3217,0.3455,3447396.1598,1173402.552354046
1661904000,2022-08-31 00:00:00,UOS/USDT,0.34733,0.36054,0.34513,0.35,540237.4827277,189077.891979005381
1661817600,2022-08-30 00:00:00,UOS/USDT,0.36201,0.37839,0.3432,0.34582,1957570.81703783,705649.031901116394
1661731200,2022-08-29 00:00:00,UOS/USDT,0.36385,0.43685,0.34697,0.36085,5093938.8442629,1961083.9916546231586
1661644800,2022-08-28 00:00:00,UOS/USDT,0.34093,0.3824,0.32693,0.36389,2129225.36878069,761026.504254564799
1661558400,2022-08-27 00:00:00,UOS/USDT,0.34011,0.35403,0.33166,0.34004,1140544.31646674,387937.0495220640161
1661472000,2022-08-26 00:00:00,UOS/USDT,0.3757,0.38407,0.337,0.34,1814544.88545362,654129.9773955059959
1661385600,2022-08-25 00:00:00,UOS/USDT,0.34095,0.41666,0.34001,0.37447,3071913.38081087,1170408.438727154127
1661299200,2022-08-24 00:00:00,UOS/USDT,0.3292,0.355,0.32352,0.34078,1007621.82224435,342742.423731712096
1661212800,2022-08-23 00:00:00,UOS/USDT,0.3217,0.33478,0.31,0.32919,795394.66534402,257238.6304489232762
1661126400,2022-08-22 00:00:00,UOS/USDT,0.32078,0.32675,0.30823,0.32171,742013.37076098,233647.1653709918288
1661040000,2022-08-21 00:00:00,UOS/USDT,0.30514,0.32909,0.3,0.32001,707125.05506765,222799.5256266250037
1660953600,2022-08-20 00:00:00,UOS/USDT,0.29582,0.31611,0.29218,0.30514,837864.87680518,253089.8667298149565
1660867200,2022-08-19 00:00:00,UOS/USDT,0.33396,0.33463,0.29291,0.29551,1524387.78898183,471275.6550540280902
1660780800,2022-08-18 00:00:00,UOS/USDT,0.32973,0.34997,0.32684,0.33395,920253.89782324,308066.6710046236935
1660694400,2022-08-17 00:00:00,UOS/USDT,0.35335,0.35638,0.32684,0.32972,1739276.78162138,593495.8321414022098
1660608000,2022-08-16 00:00:00,UOS/USDT,0.35715,0.36634,0.35,0.35342,762799.32357519,272721.9704880704561
1660521600,2022-08-15 00:00:00,UOS/USDT,0.37655,0.39172,0.35678,0.35764,1268812.53455581,472608.772999235778
1660435200,2022-08-14 00:00:00,UOS/USDT,0.38182,0.39253,0.37491,0.37655,888730.68666265,340558.5484233452855
1660348800,2022-08-13 00:00:00,UOS/USDT,0.39197,0.39892,0.381,0.3817,916996.22038622,355978.8192046260009
1660262400,2022-08-12 00:00:00,UOS/USDT,0.38579,0.40872,0.38002,0.39278,1996784.64429079,784960.7585362480305
1660176000,2022-08-11 00:00:00,UOS/USDT,0.37829,0.41377,0.37313,0.38689,3798135.13500634,1484072.6134441990273
1660089600,2022-08-10 00:00:00,UOS/USDT,0.34977,0.38,0.33772,0.37799,1698898.51097272,609241.1140292117647
1660003200,2022-08-09 00:00:00,UOS/USDT,0.33088,0.358,0.33001,0.3489,1537609.8472432,524152.7897897700962
1659916800,2022-08-08 00:00:00,UOS/USDT,0.31754,0.34388,0.31651,0.33107,1241148.97315919,412033.4965419868993
1659830400,2022-08-07 00:00:00,UOS/USDT,0.31668,0.33348,0.307,0.31695,718927.00400193,227342.3879766950393
1659744000,2022-08-06 00:00:00,UOS/USDT,0.32566,0.33288,0.31603,0.31626,562194.90868115,181169.6690599630276
1659657600,2022-08-05 00:00:00,UOS/USDT,0.31419,0.329,0.313,0.32566,581035.24843992,187082.6951562681528
1659571200,2022-08-04 00:00:00,UOS/USDT,0.30928,0.32999,0.3033,0.31338,902652.49732879,283585.4559160264227
