https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TFUEL,Volume BTC
1663459200,2022-09-18 00:00:00,TFUEL/BTC,0.000002779,0.0000028,0.000002774,0.0000028,1266.555,0.003530210143
1663372800,2022-09-17 00:00:00,TFUEL/BTC,0.00000278,0.000002813,0.00000276,0.000002786,44097.2322,0.1229808167221
1663286400,2022-09-16 00:00:00,TFUEL/BTC,0.000002774,0.000002827,0.000002745,0.00000278,50728.9359,0.1414684372793
1663200000,2022-09-15 00:00:00,TFUEL/BTC,0.000002895,0.000002895,0.000002739,0.000002789,175873.027,0.4856110163333
1663113600,2022-09-14 00:00:00,TFUEL/BTC,0.000002811,0.000002956,0.00000278,0.000002878,147757.7066,0.4232321645306
1663027200,2022-09-13 00:00:00,TFUEL/BTC,0.000002686,0.00000295,0.000002686,0.000002803,375609.2609,1.0710753508419
1662940800,2022-09-12 00:00:00,TFUEL/BTC,0.000002694,0.00000286,0.000002652,0.00000269,125105.0889,0.3407185014135
1662854400,2022-09-11 00:00:00,TFUEL/BTC,0.000002701,0.000002748,0.000002678,0.000002701,63704.5332,0.1725736892808
1662768000,2022-09-10 00:00:00,TFUEL/BTC,0.000002761,0.000002831,0.00000269,0.000002703,74506.152,0.203746541464
1662681600,2022-09-09 00:00:00,TFUEL/BTC,0.000002873,0.000002924,0.000002717,0.000002758,86658.9577,0.2444042159812
1662595200,2022-09-08 00:00:00,TFUEL/BTC,0.000002831,0.000002924,0.0000028,0.000002895,33691.0674,0.0964349166089
1662508800,2022-09-07 00:00:00,TFUEL/BTC,0.000002774,0.000002975,0.00000275,0.000002815,449918.0262,1.2743358973661
1662422400,2022-09-06 00:00:00,TFUEL/BTC,0.000002851,0.00000288,0.000002763,0.000002778,170339.8151,0.4825985486613
1662336000,2022-09-05 00:00:00,TFUEL/BTC,0.000002861,0.000002877,0.000002795,0.000002852,316167.1889,0.8897518097996
1662249600,2022-09-04 00:00:00,TFUEL/BTC,0.000002868,0.000002887,0.000002833,0.000002874,67664.8632,0.193040849984
1662163200,2022-09-03 00:00:00,TFUEL/BTC,0.00000291,0.000002916,0.000002855,0.000002858,82430.024,0.2370242178156
1662076800,2022-09-02 00:00:00,TFUEL/BTC,0.000002912,0.000002971,0.00000289,0.00000291,117279.3066,0.340762615966
1661990400,2022-09-01 00:00:00,TFUEL/BTC,0.000002973,0.000003044,0.000002881,0.00000294,58565.7781,0.1726650883377
1661904000,2022-08-31 00:00:00,TFUEL/BTC,0.00000291,0.000003153,0.000002891,0.000002963,623471.8199,1.8618584884711
1661817600,2022-08-30 00:00:00,TFUEL/BTC,0.00000294,0.00000294,0.000002857,0.000002922,71109.3358,0.2055032674546
1661731200,2022-08-29 00:00:00,TFUEL/BTC,0.000002919,0.000002983,0.00000278,0.000002935,508010.8807,1.4393180185101
1661644800,2022-08-28 00:00:00,TFUEL/BTC,0.000003104,0.000003247,0.000002919,0.000002923,271289.1844,0.8320406704039
1661558400,2022-08-27 00:00:00,TFUEL/BTC,0.000003169,0.000003285,0.000003007,0.000003099,408088.6181,1.2663727343187
1661472000,2022-08-26 00:00:00,TFUEL/BTC,0.000002884,0.000003458,0.000002884,0.000003147,1681379.5972,5.3497163138029
1661385600,2022-08-25 00:00:00,TFUEL/BTC,0.000002685,0.00000315,0.000002653,0.000002877,955511.8119,2.8102671257059
1661299200,2022-08-24 00:00:00,TFUEL/BTC,0.000002609,0.000002689,0.00000235,0.000002686,268417.6489,0.691028058148
1661212800,2022-08-23 00:00:00,TFUEL/BTC,0.000002632,0.000002639,0.000002557,0.000002629,242186.9764,0.627283580337
1661126400,2022-08-22 00:00:00,TFUEL/BTC,0.000002686,0.000002688,0.000002546,0.00000263,54087.5285,0.1404411039693
1661040000,2022-08-21 00:00:00,TFUEL/BTC,0.000002664,0.000002718,0.000002653,0.0000027,12925.8816,0.0347589865015
1660953600,2022-08-20 00:00:00,TFUEL/BTC,0.000002774,0.000002878,0.000002608,0.00000267,159124.5342,0.4373351984198
1660867200,2022-08-19 00:00:00,TFUEL/BTC,0.000002841,0.000002846,0.000002668,0.000002779,131629.1839,0.3636526799737
1660780800,2022-08-18 00:00:00,TFUEL/BTC,0.000002903,0.000002991,0.00000284,0.000002856,69258.5635,0.2011247303042
1660694400,2022-08-17 00:00:00,TFUEL/BTC,0.00000302,0.000003076,0.000002872,0.000002894,229405.2151,0.6772005197757
1660608000,2022-08-16 00:00:00,TFUEL/BTC,0.000003069,0.000003152,0.000002669,0.000003029,594648.3746,1.7399728073529
1660521600,2022-08-15 00:00:00,TFUEL/BTC,0.000003,0.000003247,0.00000294,0.000003089,292061.1561,0.8882729584093
1660435200,2022-08-14 00:00:00,TFUEL/BTC,0.000003044,0.00000309,0.000002978,0.000002994,81938.9186,0.2486574306837
1660348800,2022-08-13 00:00:00,TFUEL/BTC,0.00000304,0.0000032,0.000002935,0.000003042,404969.8976,1.2471846381507
1660262400,2022-08-12 00:00:00,TFUEL/BTC,0.000002772,0.000003479,0.000002772,0.00000305,1010568.7929,3.180014963405
1660176000,2022-08-11 00:00:00,TFUEL/BTC,0.000002751,0.00000305,0.000002715,0.000002795,163370.3507,0.4693527608557
1660089600,2022-08-10 00:00:00,TFUEL/BTC,0.000002685,0.000002777,0.000002639,0.000002741,94003.9264,0.2509863248462
1660003200,2022-08-09 00:00:00,TFUEL/BTC,0.000002748,0.00000277,0.000002661,0.000002699,93809.8183,0.2544243396825
1659916800,2022-08-08 00:00:00,TFUEL/BTC,0.000002828,0.000002864,0.000002711,0.000002753,152825.3337,0.4221861363079
1659830400,2022-08-07 00:00:00,TFUEL/BTC,0.000002765,0.000002878,0.00000274,0.000002814,100236.5697,0.2831351226564
1659744000,2022-08-06 00:00:00,TFUEL/BTC,0.000002798,0.000002798,0.000002724,0.000002756,17450.0556,0.0477790061645
1659657600,2022-08-05 00:00:00,TFUEL/BTC,0.000002651,0.000002956,0.000002643,0.000002797,105847.7391,0.2959308212381
1659571200,2022-08-04 00:00:00,TFUEL/BTC,0.00000266,0.000002675,0.00000261,0.000002651,56679.4204,0.1497598713762
1659484800,2022-08-03 00:00:00,TFUEL/BTC,0.000002661,0.00000272,0.000002608,0.000002659,60087.4404,0.1600144773492
1659398400,2022-08-02 00:00:00,TFUEL/BTC,0.00000275,0.000003101,0.000002624,0.000002664,413867.2359,1.1795238756959
1659312000,2022-08-01 00:00:00,TFUEL/BTC,0.000002613,0.00000278,0.000002609,0.00000275,682996.9951,1.8382563965967
1659225600,2022-07-31 00:00:00,TFUEL/BTC,0.00000251,0.000002731,0.00000251,0.000002629,376999.9961,0.9918210083885
1659139200,2022-07-30 00:00:00,TFUEL/BTC,0.000002502,0.00000253,0.000002442,0.000002473,183785.9005,0.4568247645112
1659052800,2022-07-29 00:00:00,TFUEL/BTC,0.000002469,0.00000256,0.000002438,0.000002508,66729.6159,0.1669410114714
1658966400,2022-07-28 00:00:00,TFUEL/BTC,0.000002458,0.000002478,0.000002422,0.00000247,36460.9169,0.0890447349959
1658880000,2022-07-27 00:00:00,TFUEL/BTC,0.000002508,0.00000256,0.000002402,0.00000248,61471.9521,0.1536203472978
1658793600,2022-07-26 00:00:00,TFUEL/BTC,0.00000252,0.000002551,0.000002454,0.000002506,104386.1503,0.2604636267443
1658707200,2022-07-25 00:00:00,TFUEL/BTC,0.000002566,0.000002802,0.000002486,0.000002489,286729.2711,0.7408629454192
1658620800,2022-07-24 00:00:00,TFUEL/BTC,0.00000263,0.000002648,0.000002532,0.000002563,108461.3452,0.2791756964384
1658534400,2022-07-23 00:00:00,TFUEL/BTC,0.00000252,0.000002706,0.000002298,0.000002645,345969.8371,0.886778760999
1658448000,2022-07-22 00:00:00,TFUEL/BTC,0.000002558,0.000002558,0.000002459,0.000002525,111984.2415,0.2805815687359
1658361600,2022-07-21 00:00:00,TFUEL/BTC,0.000002537,0.000002578,0.000002451,0.00000255,60550.1049,0.1519046526364
1658275200,2022-07-20 00:00:00,TFUEL/BTC,0.000002701,0.000002715,0.0000025,0.000002538,139028.9307,0.3627914917986
1658188800,2022-07-19 00:00:00,TFUEL/BTC,0.000002865,0.000002867,0.000002667,0.00000271,460650.7998,1.2807296164271
1658102400,2022-07-18 00:00:00,TFUEL/BTC,0.000002991,0.000003231,0.000002761,0.000002855,691250.3092,2.0277623850966
1658016000,2022-07-17 00:00:00,TFUEL/BTC,0.000002476,0.00000298,0.000002437,0.00000298,420556.4119,1.1349126600606
