https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume BTC
1663473600000,2022-09-18 04:00:00,ETH/BTC,0.0726,0.0727,0.068,0.06926,338.325201,23.432403421260002
1663387200000,2022-09-17 04:00:00,ETH/BTC,0.07242,0.07343,0.07136,0.0726,182.915291,13.2796501266
1663300800000,2022-09-16 04:00:00,ETH/BTC,0.07462,0.07462,0.072,0.07242,681.4839,49.35306403799999
1663214400000,2022-09-15 04:00:00,ETH/BTC,0.08014,0.08126,0.07389,0.07462,1709.212875,127.5414647325
1663128000000,2022-09-14 04:00:00,ETH/BTC,0.07887,0.08146,0.07863,0.08014,862.3948,69.11231927200001
1663041600000,2022-09-13 04:00:00,ETH/BTC,0.07717,0.07987,0.07499,0.07887,1301.252755,102.62980478684999
1662955200000,2022-09-12 04:00:00,ETH/BTC,0.07976,0.07976,0.07559,0.07717,976.803962,75.37996174754
1662868800000,2022-09-11 04:00:00,ETH/BTC,0.08201,0.08204,0.07946,0.07976,501.30046,39.983724689599995
1662782400000,2022-09-10 04:00:00,ETH/BTC,0.08137,0.08228,0.08027,0.08201,490.742534,40.245795213339996
1662696000000,2022-09-09 04:00:00,ETH/BTC,0.08383,0.08383,0.08011,0.08137,1696.186721,138.01871348777
1662609600000,2022-09-08 04:00:00,ETH/BTC,0.0848,0.0855,0.08242,0.08383,1298.821801,108.88023157783
1662523200000,2022-09-07 04:00:00,ETH/BTC,0.08084,0.08562,0.08084,0.0848,772.41805,65.50105064
1662436800000,2022-09-06 04:00:00,ETH/BTC,0.08284,0.08505,0.0803,0.08084,1598.008251,129.18298701083998
1662350400000,2022-09-05 04:00:00,ETH/BTC,0.07927,0.08347,0.07908,0.08284,974.307588,80.71164058992
1662264000000,2022-09-04 04:00:00,ETH/BTC,0.07843,0.07947,0.07842,0.07927,308.451332,24.450937087639996
1662177600000,2022-09-03 04:00:00,ETH/BTC,0.07849,0.07884,0.07771,0.07843,247.425604,19.40559012172
1662091200000,2022-09-02 04:00:00,ETH/BTC,0.07918,0.08077,0.07811,0.07849,954.554881,74.92301260969
1662004800000,2022-09-01 04:00:00,ETH/BTC,0.07741,0.07931,0.07681,0.07918,888.990373,70.39025773414
1661918400000,2022-08-31 04:00:00,ETH/BTC,0.07874,0.07874,0.07692,0.07741,342.26351,26.4946183091
1661832000000,2022-08-30 04:00:00,ETH/BTC,0.07621,0.07899,0.07528,0.07874,1774.516109,139.72539842266
1661745600000,2022-08-29 04:00:00,ETH/BTC,0.07339,0.07687,0.07293,0.07621,663.466719,50.562798654990004
1661659200000,2022-08-28 04:00:00,ETH/BTC,0.07466,0.07481,0.07276,0.07339,316.838785,23.252798431149998
1661572800000,2022-08-27 04:00:00,ETH/BTC,0.07432,0.07497,0.07301,0.07466,312.158779,23.30577444014
1661486400000,2022-08-26 04:00:00,ETH/BTC,0.07831,0.07831,0.07372,0.07432,1307.13756,97.14646345919999
1661400000000,2022-08-25 04:00:00,ETH/BTC,0.07778,0.07936,0.07771,0.07831,628.174756,49.19236514236
1661313600000,2022-08-24 04:00:00,ETH/BTC,0.07582,0.078,0.07582,0.07778,194.481106,15.126740424680001
1661227200000,2022-08-23 04:00:00,ETH/BTC,0.07573,0.07748,0.07459,0.07582,651.033979,49.36139628778
1661140800000,2022-08-22 04:00:00,ETH/BTC,0.07451,0.07655,0.07312,0.07573,630.032636,47.71237152428001
1661054400000,2022-08-21 04:00:00,ETH/BTC,0.07474,0.07603,0.0742,0.07451,601.478457,44.81615983107001
1660968000000,2022-08-20 04:00:00,ETH/BTC,0.07688,0.07765,0.07339,0.07474,1690.621576,126.35705659024
1660881600000,2022-08-19 04:00:00,ETH/BTC,0.07986,0.08095,0.07688,0.07688,1092.993634,84.02935058192
1660795200000,2022-08-18 04:00:00,ETH/BTC,0.07885,0.0803,0.07859,0.07986,358.901631,28.661884251660002
