Created on 11-22-2020,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume NXT,Volume BTC
1605830400.0,2020-11-20,NXTBTC,5.4e-07,5.6e-07,5.1e-07,5.2e-07,92175.91,0.04973
1605744000.0,2020-11-19,NXTBTC,4.8e-07,5.8e-07,4.7e-07,5.4e-07,2257798.55,1.201
1605657600.0,2020-11-18,NXTBTC,5.1e-07,5.1e-07,4.1e-07,4.8e-07,1189073.43,0.5532
1605571200.0,2020-11-17,NXTBTC,5.1e-07,5.3e-07,5.0e-07,5.1e-07,803613.45,0.4139
1605484800.0,2020-11-16,NXTBTC,5.4e-07,5.5e-07,5.1e-07,5.1e-07,253002.96,0.1324
1605398400.0,2020-11-15,NXTBTC,5.4e-07,5.5e-07,5.3e-07,5.4e-07,291034.75,0.1547
1605312000.0,2020-11-14,NXTBTC,5.4e-07,5.6e-07,5.4e-07,5.4e-07,59085.01,0.03241
1605225600.0,2020-11-13,NXTBTC,5.5e-07,5.6e-07,5.2e-07,5.4e-07,298235.37,0.1598
1605139200.0,2020-11-12,NXTBTC,5.8e-07,5.8e-07,5.3e-07,5.5e-07,517853.98,0.2801
1605052800.0,2020-11-11,NXTBTC,5.7e-07,5.9e-07,5.6e-07,5.8e-07,46462.74,0.02677
1604966400.0,2020-11-10,NXTBTC,5.8e-07,5.9e-07,5.7e-07,5.7e-07,93877.3,0.05445
1604880000.0,2020-11-09,NXTBTC,5.9e-07,5.9e-07,5.6e-07,5.8e-07,175475.2,0.1003
1604793600.0,2020-11-08,NXTBTC,5.7e-07,5.9e-07,5.7e-07,5.9e-07,105477.76,0.06173
1604707200.0,2020-11-07,NXTBTC,5.8e-07,5.9e-07,5.6e-07,5.7e-07,560995.65,0.3272
1604620800.0,2020-11-06,NXTBTC,5.9e-07,5.9e-07,5.4e-07,5.8e-07,1454929.48,0.8152
1604534400.0,2020-11-05,NXTBTC,6.5e-07,6.5e-07,5.7e-07,5.9e-07,610744.8,0.3601
1604448000.0,2020-11-04,NXTBTC,6.3e-07,6.5e-07,6.0e-07,6.5e-07,538420.95,0.3296
1604361600.0,2020-11-03,NXTBTC,6.8e-07,6.8e-07,6.3e-07,6.3e-07,349508.46,0.2232
1604275200.0,2020-11-02,NXTBTC,6.6e-07,6.9e-07,6.5e-07,6.8e-07,708651.2,0.4715
1604188800.0,2020-11-01,NXTBTC,6.9e-07,6.9e-07,6.5e-07,6.6e-07,870066.0,0.5846
1604102400.0,2020-10-31,NXTBTC,6.9e-07,7.0e-07,6.9e-07,6.9e-07,108959.75,0.07518
1604016000.0,2020-10-30,NXTBTC,7.2e-07,7.2e-07,6.9e-07,6.9e-07,116832.24,0.08132
1603929600.0,2020-10-29,NXTBTC,7.3e-07,7.3e-07,7.0e-07,7.2e-07,102644.26,0.07363
1603843200.0,2020-10-28,NXTBTC,7.2e-07,7.4e-07,7.1e-07,7.3e-07,2020622.3,1.459
1603756800.0,2020-10-27,NXTBTC,7.1e-07,7.3e-07,7.0e-07,7.2e-07,677225.21,0.4863
1603670400.0,2020-10-26,NXTBTC,7.4e-07,7.5e-07,7.1e-07,7.1e-07,248057.67,0.1788
1603584000.0,2020-10-25,NXTBTC,7.2e-07,7.4e-07,7.1e-07,7.4e-07,126812.24,0.09156
1603497600.0,2020-10-24,NXTBTC,7.4e-07,7.4e-07,7.1e-07,7.2e-07,310944.93,0.2215
1603411200.0,2020-10-23,NXTBTC,7.3e-07,7.5e-07,7.2e-07,7.4e-07,57701.88,0.04266
1603324800.0,2020-10-22,NXTBTC,7.3e-07,7.5e-07,7.0e-07,7.3e-07,256432.91,0.1871
1603238400.0,2020-10-21,NXTBTC,7.9e-07,7.9e-07,7.2e-07,7.3e-07,722491.29,0.5371
1603152000.0,2020-10-20,NXTBTC,8.0e-07,8.1e-07,7.8e-07,7.9e-07,123225.4,0.09709
1603065600.0,2020-10-19,NXTBTC,8.5e-07,8.5e-07,8.0e-07,8.0e-07,445559.07,0.3656
1602979200.0,2020-10-18,NXTBTC,8.4e-07,8.5e-07,8.3e-07,8.5e-07,188247.42,0.1581
1602892800.0,2020-10-17,NXTBTC,8.5e-07,8.5e-07,8.3e-07,8.4e-07,153598.29,0.1283
1602806400.0,2020-10-16,NXTBTC,8.7e-07,8.7e-07,8.3e-07,8.5e-07,630014.22,0.535
1602720000.0,2020-10-15,NXTBTC,8.0e-07,9.2e-07,7.8e-07,8.7e-07,1145688.44,0.9759
1602633600.0,2020-10-14,NXTBTC,8.0e-07,8.1e-07,7.7e-07,8.0e-07,375649.22,0.2941
1602547200.0,2020-10-13,NXTBTC,7.8e-07,8.4e-07,7.7e-07,8.0e-07,288768.96,0.2303
1602460800.0,2020-10-12,NXTBTC,7.8e-07,8.0e-07,7.7e-07,7.8e-07,69166.56,0.0542
1602374400.0,2020-10-11,NXTBTC,7.8e-07,7.9e-07,7.6e-07,7.8e-07,296848.04,0.23
1602288000.0,2020-10-10,NXTBTC,8.0e-07,8.0e-07,7.4e-07,7.8e-07,602192.43,0.4607
1602201600.0,2020-10-09,NXTBTC,8.0e-07,8.2e-07,7.9e-07,8.0e-07,203626.69,0.1631
1602115200.0,2020-10-08,NXTBTC,8.2e-07,8.3e-07,7.9e-07,8.0e-07,400944.79,0.3214
1602028800.0,2020-10-07,NXTBTC,8.2e-07,8.4e-07,8.0e-07,8.2e-07,199639.41,0.1622
1601942400.0,2020-10-06,NXTBTC,8.3e-07,8.3e-07,8.0e-07,8.2e-07,565869.59,0.4618
1601856000.0,2020-10-05,NXTBTC,8.9e-07,8.9e-07,8.1e-07,8.3e-07,1383057.1,1.158
1601769600.0,2020-10-04,NXTBTC,8.9e-07,9.1e-07,8.5e-07,8.9e-07,446887.0,0.3912
1601683200.0,2020-10-03,NXTBTC,9.0e-07,9.2e-07,8.6e-07,8.9e-07,458301.04,0.4078
1601596800.0,2020-10-02,NXTBTC,9.0e-07,9.2e-07,8.5e-07,9.0e-07,719199.47,0.6298
1601510400.0,2020-10-01,NXTBTC,9.1e-07,9.1e-07,9.0e-07,9.0e-07,184856.57,0.1668
1601424000.0,2020-09-30,NXTBTC,9.2e-07,9.3e-07,8.9e-07,9.1e-07,110963.92,0.1008
1601337600.0,2020-09-29,NXTBTC,9.1e-07,9.3e-07,9.0e-07,9.2e-07,257478.57,0.2347
1601251200.0,2020-09-28,NXTBTC,9.3e-07,9.3e-07,8.9e-07,9.1e-07,358088.47,0.3237
1601164800.0,2020-09-27,NXTBTC,9.3e-07,9.5e-07,9.2e-07,9.3e-07,124813.72,0.1173
1601078400.0,2020-09-26,NXTBTC,9.2e-07,9.9e-07,9.0e-07,9.3e-07,287288.87,0.2729
1600992000.0,2020-09-25,NXTBTC,9.5e-07,9.5e-07,9.0e-07,9.2e-07,188032.47,0.1746
1600905600.0,2020-09-24,NXTBTC,9.3e-07,9.9e-07,9.1e-07,9.5e-07,414666.7,0.3985
1600819200.0,2020-09-23,NXTBTC,9.9e-07,1.0e-06,9.1e-07,9.3e-07,712758.8,0.674
1600732800.0,2020-09-22,NXTBTC,1.0e-06,1.01e-06,9.7e-07,9.9e-07,201775.19,0.2012
1600646400.0,2020-09-21,NXTBTC,1.0e-06,1.01e-06,9.6e-07,1.0e-06,363825.04,0.3606
1600560000.0,2020-09-20,NXTBTC,9.5e-07,1.01e-06,9.4e-07,1.0e-06,605089.31,0.5805
1600473600.0,2020-09-19,NXTBTC,9.7e-07,1.0e-06,9.5e-07,9.5e-07,136777.78,0.132
1600387200.0,2020-09-18,NXTBTC,9.7e-07,1.0e-06,9.5e-07,9.7e-07,496657.56,0.4826
1600300800.0,2020-09-17,NXTBTC,9.9e-07,1.0e-06,9.1e-07,9.7e-07,835149.88,0.7955
1600214400.0,2020-09-16,NXTBTC,1.02e-06,1.03e-06,9.8e-07,9.9e-07,364851.48,0.3646
1600128000.0,2020-09-15,NXTBTC,1.02e-06,1.03e-06,1.02e-06,1.02e-06,193467.63,0.1974
1600041600.0,2020-09-14,NXTBTC,1.03e-06,1.04e-06,1.02e-06,1.02e-06,107258.91,0.1096
1599955200.0,2020-09-13,NXTBTC,1.03e-06,1.05e-06,1.03e-06,1.03e-06,265450.11,0.2761
1599868800.0,2020-09-12,NXTBTC,1.04e-06,1.05e-06,1.03e-06,1.03e-06,39290.97,0.04072
1599782400.0,2020-09-11,NXTBTC,1.05e-06,1.07e-06,1.04e-06,1.04e-06,539353.28,0.5628
1599696000.0,2020-09-10,NXTBTC,1.06e-06,1.06e-06,1.03e-06,1.05e-06,265070.33,0.2774
1599609600.0,2020-09-09,NXTBTC,1.06e-06,1.07e-06,1.04e-06,1.06e-06,89379.75,0.09435
1599523200.0,2020-09-08,NXTBTC,1.05e-06,1.1e-06,1.03e-06,1.06e-06,276148.18,0.2939
1599436800.0,2020-09-07,NXTBTC,1.06e-06,1.08e-06,1.03e-06,1.05e-06,601723.15,0.6346
1599350400.0,2020-09-06,NXTBTC,1.02e-06,1.07e-06,1.0e-06,1.06e-06,452259.28,0.4726
1599264000.0,2020-09-05,NXTBTC,1.13e-06,1.13e-06,9.4e-07,1.02e-06,2675960.44,2.721
