https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CAPP,Volume BTC
1663459200,2022-09-18 00:00:00,CAPP/BTC,0.000000026,0.000000026,0.0000000258,0.0000000258,19566.6699,0.00050484542348
1663372800,2022-09-17 00:00:00,CAPP/BTC,0.0000000293,0.0000000302,0.0000000259,0.0000000262,12787543.8638,0.35245813908305
1663286400,2022-09-16 00:00:00,CAPP/BTC,0.0000000239,0.0000000315,0.0000000228,0.0000000294,37282011.3396,0.94300401239188
1663200000,2022-09-15 00:00:00,CAPP/BTC,0.0000000249,0.0000000251,0.0000000232,0.0000000239,4899960.2521,0.11924374556876
1663113600,2022-09-14 00:00:00,CAPP/BTC,0.0000000258,0.0000000267,0.0000000233,0.000000025,8728022.9788,0.21504894116736
1663027200,2022-09-13 00:00:00,CAPP/BTC,0.0000000237,0.000000026,0.0000000231,0.0000000259,13003974.2209,0.32039023728864
1662940800,2022-09-12 00:00:00,CAPP/BTC,0.0000000265,0.0000000269,0.0000000234,0.0000000237,33820101.2803,0.85551293831295
1662854400,2022-09-11 00:00:00,CAPP/BTC,0.0000000274,0.0000000298,0.0000000257,0.0000000265,14117960.5804,0.3839162329149
1662768000,2022-09-10 00:00:00,CAPP/BTC,0.0000000246,0.0000000277,0.0000000241,0.0000000274,7852635.3595,0.19918254845887
1662681600,2022-09-09 00:00:00,CAPP/BTC,0.000000028,0.0000000281,0.0000000232,0.0000000249,23948581.6352,0.5839999217559
1662595200,2022-09-08 00:00:00,CAPP/BTC,0.000000027,0.000000029,0.0000000264,0.0000000281,13228247.0526,0.37057500546054
1662508800,2022-09-07 00:00:00,CAPP/BTC,0.000000025,0.0000000305,0.0000000238,0.0000000269,27006205.3199,0.70688883945706
1662422400,2022-09-06 00:00:00,CAPP/BTC,0.0000000246,0.0000000254,0.0000000239,0.0000000253,2775761.3626,0.06805940158287
1662336000,2022-09-05 00:00:00,CAPP/BTC,0.0000000258,0.0000000261,0.0000000241,0.0000000242,5047411.7328,0.12606116860279
1662249600,2022-09-04 00:00:00,CAPP/BTC,0.000000025,0.0000000284,0.0000000248,0.0000000256,6067798.3455,0.16097770881169
1662163200,2022-09-03 00:00:00,CAPP/BTC,0.0000000248,0.0000000261,0.0000000245,0.0000000251,1670055.876,0.04191610946856
1662076800,2022-09-02 00:00:00,CAPP/BTC,0.000000025,0.0000000279,0.0000000249,0.0000000249,8936812.5044,0.22985804815475
1661990400,2022-09-01 00:00:00,CAPP/BTC,0.000000026,0.0000000264,0.0000000247,0.0000000251,6763967.4536,0.1710676090428
1661904000,2022-08-31 00:00:00,CAPP/BTC,0.0000000257,0.0000000264,0.0000000254,0.0000000258,2417953.9303,0.06297203035612
1661817600,2022-08-30 00:00:00,CAPP/BTC,0.0000000264,0.0000000271,0.0000000235,0.000000026,18933316.2078,0.48499151195834
1661731200,2022-08-29 00:00:00,CAPP/BTC,0.0000000287,0.0000000293,0.0000000257,0.0000000264,9169059.7615,0.25207911437781
1661644800,2022-08-28 00:00:00,CAPP/BTC,0.0000000302,0.0000000315,0.0000000285,0.0000000288,2131198.3454,0.06336420642776
1661558400,2022-08-27 00:00:00,CAPP/BTC,0.0000000281,0.0000000314,0.0000000277,0.0000000302,4772250.8137,0.13924963325536
1661472000,2022-08-26 00:00:00,CAPP/BTC,0.0000000309,0.0000000317,0.0000000276,0.0000000283,7877029.7314,0.2346789247208
1661385600,2022-08-25 00:00:00,CAPP/BTC,0.0000000344,0.0000000345,0.0000000309,0.0000000309,5950140.1943,0.19325193167734
1661299200,2022-08-24 00:00:00,CAPP/BTC,0.0000000317,0.0000000345,0.0000000308,0.0000000341,8324742.1391,0.277514913301
1661212800,2022-08-23 00:00:00,CAPP/BTC,0.0000000305,0.0000000326,0.0000000304,0.000000032,4809725.3292,0.15141407903693
1661126400,2022-08-22 00:00:00,CAPP/BTC,0.0000000323,0.0000000324,0.0000000294,0.0000000308,4899243.7752,0.15081750646758
1661040000,2022-08-21 00:00:00,CAPP/BTC,0.0000000331,0.000000034,0.0000000312,0.0000000328,4792367.4029,0.15836909777973
1660953600,2022-08-20 00:00:00,CAPP/BTC,0.000000035,0.000000036,0.0000000323,0.0000000331,14580058.9531,0.48712252272547
1660867200,2022-08-19 00:00:00,CAPP/BTC,0.0000000365,0.000000048,0.000000033,0.0000000349,26806600.2973,1.02753455708959
1660780800,2022-08-18 00:00:00,CAPP/BTC,0.0000000351,0.0000000379,0.0000000348,0.0000000367,11294993.6474,0.40560393454915
1660694400,2022-08-17 00:00:00,CAPP/BTC,0.0000000353,0.0000000353,0.0000000325,0.0000000343,10717006.8467,0.35711589234016
1660608000,2022-08-16 00:00:00,CAPP/BTC,0.0000000363,0.0000000363,0.0000000333,0.0000000347,7586790.8054,0.26217802407952
1660521600,2022-08-15 00:00:00,CAPP/BTC,0.0000000362,0.0000000371,0.000000035,0.0000000354,5734954.4257,0.2073206633619
1660435200,2022-08-14 00:00:00,CAPP/BTC,0.0000000374,0.0000000385,0.000000036,0.0000000362,3872505.7253,0.144534103386
1660348800,2022-08-13 00:00:00,CAPP/BTC,0.0000000339,0.0000000392,0.0000000326,0.0000000373,41045161.4732,1.5059374721685
1660262400,2022-08-12 00:00:00,CAPP/BTC,0.0000000329,0.0000000355,0.0000000321,0.0000000341,16396782.2683,0.55739228163469
1660176000,2022-08-11 00:00:00,CAPP/BTC,0.0000000322,0.0000000352,0.0000000322,0.0000000325,12546442.2559,0.41685967094354
1660089600,2022-08-10 00:00:00,CAPP/BTC,0.0000000318,0.0000000333,0.0000000312,0.0000000322,4532526.1518,0.14642405697157
1660003200,2022-08-09 00:00:00,CAPP/BTC,0.0000000312,0.0000000334,0.0000000302,0.0000000322,10452506.2457,0.33480944530445
1659916800,2022-08-08 00:00:00,CAPP/BTC,0.0000000308,0.0000000322,0.0000000307,0.0000000316,12340378.6089,0.38621424359608
