https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AVAX,Volume BTC
1663459200,2022-09-18 00:00:00,AVAX/BTC,0.00091902,0.0009201,0.00091753,0.00091895,18.8225,0.017307573076
1663372800,2022-09-17 00:00:00,AVAX/BTC,0.00091267,0.0009256,0.000912,0.00091905,3194.0407,2.937764291519
1663286400,2022-09-16 00:00:00,AVAX/BTC,0.0009242,0.0009259,0.00089706,0.00091212,3300.3419,3.013839645351
1663200000,2022-09-15 00:00:00,AVAX/BTC,0.00094442,0.00095292,0.00092123,0.00092459,3285.0837,3.073592861548
1663113600,2022-09-14 00:00:00,AVAX/BTC,0.000935,0.00095068,0.00093176,0.0009467,2276.0611,2.144265365578
1663027200,2022-09-13 00:00:00,AVAX/BTC,0.00095494,0.00097634,0.00092934,0.00093558,4423.8345,4.19704848615
1662940800,2022-09-12 00:00:00,AVAX/BTC,0.00094749,0.00098164,0.0009286,0.00095474,5553.9087,5.294379514666
1662854400,2022-09-11 00:00:00,AVAX/BTC,0.00094519,0.00096482,0.00093387,0.00094778,3262.8034,3.096251928348
1662768000,2022-09-10 00:00:00,AVAX/BTC,0.00095431,0.00099417,0.00094087,0.00094599,2457.1854,2.359935384288
1662681600,2022-09-09 00:00:00,AVAX/BTC,0.00098996,0.00101922,0.000947,0.00095501,4538.7934,4.405085809394
1662595200,2022-09-08 00:00:00,AVAX/BTC,0.00098597,0.00099105,0.00096543,0.00098908,2599.1219,2.545368542369
1662508800,2022-09-07 00:00:00,AVAX/BTC,0.00096921,0.00099532,0.00095936,0.00098656,5806.3004,5.706269871377
1662422400,2022-09-06 00:00:00,AVAX/BTC,0.0009826,0.00102044,0.00096446,0.00096767,5610.62708098,5.6215401587030418
1662336000,2022-09-05 00:00:00,AVAX/BTC,0.00095204,0.00098269,0.00093843,0.00098189,2963.332,2.821383940513
1662249600,2022-09-04 00:00:00,AVAX/BTC,0.00095242,0.00096365,0.00094957,0.00095033,1714.8028,1.639866980523
1662163200,2022-09-03 00:00:00,AVAX/BTC,0.00094542,0.00095467,0.00093628,0.00095196,2458.6709,2.332917238593
1662076800,2022-09-02 00:00:00,AVAX/BTC,0.00095936,0.00096738,0.00094062,0.00094532,2551.36,2.433332201987
1661990400,2022-09-01 00:00:00,AVAX/BTC,0.00095451,0.00096628,0.00093046,0.00095835,1893.4647,1.798074776752
1661904000,2022-08-31 00:00:00,AVAX/BTC,0.00097873,0.00099217,0.00095068,0.00095469,4271.6828,4.147329940111
1661817600,2022-08-30 00:00:00,AVAX/BTC,0.00095148,0.00100642,0.00094255,0.00097778,5498.1464,5.392304777863
1661731200,2022-08-29 00:00:00,AVAX/BTC,0.00094728,0.00095819,0.00088557,0.00095151,5739.1871,5.341201115123
1661644800,2022-08-28 00:00:00,AVAX/BTC,0.00099974,0.00102131,0.00091717,0.00094676,8544.5046,8.312283652602
1661558400,2022-08-27 00:00:00,AVAX/BTC,0.00102,0.00102861,0.0009955,0.001,5096.7535,5.169555629401
1661472000,2022-08-26 00:00:00,AVAX/BTC,0.00106563,0.00106963,0.00100735,0.00102073,4832.0228,5.002945132016
1661385600,2022-08-25 00:00:00,AVAX/BTC,0.00107651,0.00108883,0.00105448,0.00106569,2819.8405,3.024970111018
1661299200,2022-08-24 00:00:00,AVAX/BTC,0.00109431,0.00109607,0.00107083,0.0010766,2746.0951,2.962907931236
1661212800,2022-08-23 00:00:00,AVAX/BTC,0.00105284,0.00109879,0.00104167,0.00109446,3541.7213,3.815752146947
1661126400,2022-08-22 00:00:00,AVAX/BTC,0.001068,0.0010691,0.00103333,0.00105537,1906.2158,2.00586556766
1661040000,2022-08-21 00:00:00,AVAX/BTC,0.00105444,0.00108405,0.00105075,0.00106648,2942.5714,3.137519944056
1660953600,2022-08-20 00:00:00,AVAX/BTC,0.00107821,0.0010869,0.00103509,0.00105415,4101.5332,4.357468265031
1660867200,2022-08-19 00:00:00,AVAX/BTC,0.00104268,0.00108803,0.00099133,0.00107703,7115.8665,7.363286151025
1660780800,2022-08-18 00:00:00,AVAX/BTC,0.00109523,0.00112234,0.00100084,0.00104358,8242.0978,8.899222391181
1660694400,2022-08-17 00:00:00,AVAX/BTC,0.00113608,0.00115973,0.00108493,0.00109481,3115.3111,3.505641495466
1660608000,2022-08-16 00:00:00,AVAX/BTC,0.00115741,0.00117703,0.00113331,0.0011371,2468.8508,2.856575306755
1660521600,2022-08-15 00:00:00,AVAX/BTC,0.00115884,0.0011782,0.00113331,0.00115835,3837.573,4.394771563319
