https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ZAR,tradecount
1616025600000,2021-03-18 00:00:00,BTC/ZAR,826109.00000000,843079.00000000,808597.00000000,821660.00000000,3.47280800,2853927.45511100,895
1615939200000,2021-03-17 00:00:00,BTC/ZAR,810900.00000000,826113.00000000,779717.00000000,822485.00000000,2.83754300,2261800.73609400,410
1615852800000,2021-03-16 00:00:00,BTC/ZAR,800318.00000000,811280.00000000,778872.00000000,810890.00000000,0.32586700,258515.74617400,212
1615766400000,2021-03-15 00:00:00,BTC/ZAR,842635.00000000,860804.00000000,792489.00000000,806223.00000000,0.55193500,457590.39566300,281
1615680000000,2021-03-14 00:00:00,BTC/ZAR,862570.00000000,868158.00000000,844736.00000000,844736.00000000,0.42148900,362582.13068200,146
1615593600000,2021-03-13 00:00:00,BTC/ZAR,811792.00000000,877360.00000000,795075.00000000,869423.00000000,0.80646000,685259.96341000,309
1615507200000,2021-03-12 00:00:00,BTC/ZAR,815997.00000000,820389.00000000,787132.00000000,817474.00000000,1.00092300,810902.89078300,296
1615420800000,2021-03-11 00:00:00,BTC/ZAR,807609.00000000,823617.00000000,763044.00000000,822150.00000000,1.11800500,908486.16840600,318
1615334400000,2021-03-10 00:00:00,BTC/ZAR,796432.00000000,825963.00000000,778927.00000000,813262.00000000,3.05710600,2488182.43453300,383
1615248000000,2021-03-09 00:00:00,BTC/ZAR,772105.00000000,805743.00000000,764473.00000000,788833.00000000,1.12739300,895273.93587700,400
1615161600000,2021-03-08 00:00:00,BTC/ZAR,741000.00000000,772105.00000000,718725.00000000,772105.00000000,0.77384500,573441.85686300,223
1615075200000,2021-03-07 00:00:00,BTC/ZAR,721084.00000000,738148.00000000,712459.00000000,738148.00000000,0.39581400,288036.23672500,103
1614988800000,2021-03-06 00:00:00,BTC/ZAR,702729.00000000,721084.00000000,688157.00000000,721084.00000000,0.66307400,469910.86207600,97
1614902400000,2021-03-05 00:00:00,BTC/ZAR,719299.00000000,726315.00000000,501000.00000000,700295.00000000,3.08271300,2148330.58372500,319
1614816000000,2021-03-04 00:00:00,BTC/ZAR,750027.00000000,770003.00000000,714511.00000000,728255.00000000,0.90038600,663620.10809600,385
1614729600000,2021-03-03 00:00:00,BTC/ZAR,721633.00000000,779983.00000000,721633.00000000,750294.00000000,0.93294100,705782.36683700,603
1614643200000,2021-03-02 00:00:00,BTC/ZAR,736643.00000000,743758.00000000,703262.00000000,720623.00000000,1.20998100,876579.19700000,672
1614556800000,2021-03-01 00:00:00,BTC/ZAR,672215.00000000,735942.00000000,669457.00000000,735942.00000000,0.96559900,683268.81344900,412
1614470400000,2021-02-28 00:00:00,BTC/ZAR,693420.00000000,703943.00000000,650248.00000000,676436.00000000,28.33241600,19261748.81763000,7686
1614384000000,2021-02-27 00:00:00,BTC/ZAR,695512.00000000,722752.00000000,677856.00000000,693442.00000000,47.04890900,33109966.88570300,12473
1614297600000,2021-02-26 00:00:00,BTC/ZAR,706514.00000000,731170.00000000,656557.00000000,695022.00000000,98.30720000,68540770.16065500,26743
1614211200000,2021-02-25 00:00:00,BTC/ZAR,722831.00000000,766638.00000000,699577.00000000,703411.00000000,71.37602200,52307962.32303500,19238
1614124800000,2021-02-24 00:00:00,BTC/ZAR,716647.00000000,757435.00000000,691690.00000000,723501.00000000,46.04183900,33476461.22631300,12872
1614038400000,2021-02-23 00:00:00,BTC/ZAR,787132.00000000,787132.00000000,657834.00000000,715753.00000000,2.28219900,1616238.38866300,748
1613952000000,2021-02-22 00:00:00,BTC/ZAR,844049.00000000,849879.00000000,718401.00000000,795283.00000000,34.81157000,27952896.38146100,9040
1613865600000,2021-02-21 00:00:00,BTC/ZAR,834192.00000000,864118.00000000,825465.00000000,843067.00000000,9.32765200,7860665.91281700,2582
1613779200000,2021-02-20 00:00:00,BTC/ZAR,822203.00000000,843000.00000000,804955.00000000,834728.00000000,8.77649800,7257809.90497600,2436
1613692800000,2021-02-19 00:00:00,BTC/ZAR,756991.00000000,839399.00000000,751562.00000000,822150.00000000,5.10803200,3959343.72141700,1538
1613606400000,2021-02-18 00:00:00,BTC/ZAR,774120.00000000,780422.00000000,750320.00000000,757542.00000000,9.92773700,7613505.02779600,2691
1613520000000,2021-02-17 00:00:00,BTC/ZAR,725257.00000000,780168.00000000,719943.00000000,774323.00000000,25.52060100,19218654.77395200,6961
1613433600000,2021-02-16 00:00:00,BTC/ZAR,699801.00000000,739758.00000000,689319.00000000,725595.00000000,20.55712300,14774100.15458000,5649
1613347200000,2021-02-15 00:00:00,BTC/ZAR,711549.00000000,717271.00000000,677821.00000000,701025.00000000,8.25027900,5763976.81881800,2432
1613260800000,2021-02-14 00:00:00,BTC/ZAR,692612.00000000,720503.00000000,690308.00000000,710382.00000000,9.24392400,6550545.04003200,2768
1613174400000,2021-02-13 00:00:00,BTC/ZAR,703104.00000000,705803.00000000,685035.00000000,691437.00000000,5.28427300,3664267.16999000,1454
1613088000000,2021-02-12 00:00:00,BTC/ZAR,713748.00000000,717485.00000000,685842.00000000,705139.00000000,1.56476900,1099207.35432500,188
1613001600000,2021-02-11 00:00:00,BTC/ZAR,675571.00000000,714362.00000000,660318.00000000,707977.00000000,11.81794300,8206637.09133000,3172
1612915200000,2021-02-10 00:00:00,BTC/ZAR,689132.00000000,713286.00000000,655145.00000000,672323.00000000,12.12477500,8220289.12709600,3485
1612828800000,2021-02-09 00:00:00,BTC/ZAR,688362.00000000,732246.00000000,677906.00000000,693520.00000000,2.90984600,2042363.19371600,452
1612742400000,2021-02-08 00:00:00,BTC/ZAR,590854.00000000,691671.00000000,575888.00000000,688042.00000000,37.48471300,23943004.22158200,8411
1612656000000,2021-02-07 00:00:00,BTC/ZAR,590160.00000000,601427.00000000,570523.00000000,590373.00000000,12.74104400,7466904.41035400,3519
1612569600000,2021-02-06 00:00:00,BTC/ZAR,580460.00000000,617762.00000000,576041.00000000,589836.00000000,11.29432500,6738349.52689100,3063
1612483200000,2021-02-05 00:00:00,BTC/ZAR,567889.00000000,586256.00000000,561186.00000000,579695.00000000,7.04058300,4045672.60409600,2037
1612396800000,2021-02-04 00:00:00,BTC/ZAR,568809.00000000,590895.00000000,558541.00000000,564757.00000000,16.27702200,9353214.46428300,3510
1612310400000,2021-02-03 00:00:00,BTC/ZAR,542237.00000000,570000.00000000,540734.00000000,568633.00000000,11.75172700,6564155.47044800,2932
1612224000000,2021-02-02 00:00:00,BTC/ZAR,521157.00000000,550585.00000000,519119.00000000,542214.00000000,17.49476700,9388106.99903700,4688
1612137600000,2021-02-01 00:00:00,BTC/ZAR,514301.00000000,538470.00000000,503308.00000000,521234.00000000,22.18540400,11592280.99090400,5938
1612051200000,2021-01-31 00:00:00,BTC/ZAR,526319.00000000,528118.00000000,501235.00000000,517997.00000000,4.08294700,2088456.29365900,1057
1611964800000,2021-01-30 00:00:00,BTC/ZAR,535013.00000000,540154.00000000,513269.00000000,530255.00000000,0.81471100,429337.43033200,165
1611878400000,2021-01-29 00:00:00,BTC/ZAR,508069.00000000,581834.00000000,493389.00000000,529997.00000000,36.73249500,19911100.49280800,9587
1611792000000,2021-01-28 00:00:00,BTC/ZAR,477106.00000000,513093.00000000,468786.00000000,506371.00000000,13.21732800,6542416.83338200,4107
1611705600000,2021-01-27 00:00:00,BTC/ZAR,505025.00000000,505862.00000000,461400.00000000,474395.00000000,19.94039100,9584094.58708000,6014
1611619200000,2021-01-26 00:00:00,BTC/ZAR,510736.00000000,517852.00000000,484261.00000000,504748.00000000,20.49012400,10280343.72173600,5925
1611532800000,2021-01-25 00:00:00,BTC/ZAR,501528.00000000,539949.00000000,499818.00000000,511060.00000000,16.69487700,8692893.16057600,4540
1611446400000,2021-01-24 00:00:00,BTC/ZAR,501292.00000000,516326.00000000,482314.00000000,501299.00000000,9.18647500,4602552.61383600,2608
1611360000000,2021-01-23 00:00:00,BTC/ZAR,515172.00000000,522254.00000000,491743.00000000,502050.00000000,15.09524700,7635444.68049100,4224
1611273600000,2021-01-22 00:00:00,BTC/ZAR,468845.00000000,529065.00000000,448813.00000000,517173.00000000,23.92043400,11767741.68542200,6393
1611187200000,2021-01-21 00:00:00,BTC/ZAR,543618.00000000,544760.00000000,462965.00000000,482821.00000000,29.15212400,14466173.05168400,7722
1611100800000,2021-01-20 00:00:00,BTC/ZAR,556849.00000000,564711.00000000,517780.00000000,542783.00000000,19.39776800,10474675.97815900,5260
1611014400000,2021-01-19 00:00:00,BTC/ZAR,574764.00000000,589209.00000000,556291.00000000,556605.00000000,21.09059900,12125155.42811300,5816
1610928000000,2021-01-18 00:00:00,BTC/ZAR,563170.00000000,586869.00000000,547704.00000000,573305.00000000,11.68232400,6631615.23568600,3116
1610841600000,2021-01-17 00:00:00,BTC/ZAR,566784.00000000,579432.00000000,539154.00000000,562592.00000000,8.63744300,4828988.22674300,2445
1610755200000,2021-01-16 00:00:00,BTC/ZAR,580415.00000000,596698.00000000,559028.00000000,569364.00000000,10.12471700,5866191.61249600,3014
1610668800000,2021-01-15 00:00:00,BTC/ZAR,611540.00000000,619260.00000000,542275.00000000,581646.00000000,19.58596600,11315651.66156200,5592
1610582400000,2021-01-14 00:00:00,BTC/ZAR,585206.00000000,623786.00000000,572491.00000000,610918.00000000,19.27662300,11574302.83719900,5162
1610496000000,2021-01-13 00:00:00,BTC/ZAR,532834.00000000,589757.00000000,510555.00000000,585237.00000000,25.78796700,13922384.81168400,8120
1610409600000,2021-01-12 00:00:00,BTC/ZAR,514849.00000000,584504.00000000,496046.00000000,534817.00000000,35.32948100,19069237.77090500,10062
1610323200000,2021-01-11 00:00:00,BTC/ZAR,603454.00000000,605494.00000000,323000.00000000,513353.00000000,51.35366000,26971901.82171500,13683
1610236800000,2021-01-10 00:00:00,BTC/ZAR,634562.00000000,649701.00000000,550000.00000000,603343.00000000,20.40353800,12618167.60073700,6070
1610150400000,2021-01-09 00:00:00,BTC/ZAR,642717.00000000,652625.00000000,618989.00000000,634744.00000000,18.90573800,12084633.48448100,5692
1610064000000,2021-01-08 00:00:00,BTC/ZAR,623324.00000000,654966.00000000,512100.00000000,642608.00000000,33.47812600,21112610.77405500,9427
1609977600000,2021-01-07 00:00:00,BTC/ZAR,568619.00000000,636190.00000000,511111.00000000,622295.00000000,28.59780800,17084572.41561900,6925
1609891200000,2021-01-06 00:00:00,BTC/ZAR,511596.00000000,570128.00000000,504453.00000000,569676.00000000,29.00803000,15645305.00439200,8043
1609804800000,2021-01-05 00:00:00,BTC/ZAR,483324.00000000,514974.00000000,454244.00000000,511140.00000000,25.71275900,12600415.36439800,6687
1609718400000,2021-01-04 00:00:00,BTC/ZAR,489378.00000000,504947.00000000,401250.00000000,483822.00000000,31.14591700,14763010.22390200,6792
1609632000000,2021-01-03 00:00:00,BTC/ZAR,483122.00000000,515482.00000000,475238.00000000,488213.00000000,24.99797900,12459731.88674500,5662
1609545600000,2021-01-02 00:00:00,BTC/ZAR,447155.00000000,499317.00000000,352000.00000000,485216.00000000,13.84350500,6509321.02872600,2532
1609459200000,2021-01-01 00:00:00,BTC/ZAR,443072.00000000,450183.00000000,439750.00000000,447601.00000000,4.93258500,2198435.33725800,1493
1609372800000,2020-12-31 00:00:00,BTC/ZAR,438399.00000000,445530.00000000,425715.00000000,442034.00000000,10.28544200,4522133.69258300,2452
1609286400000,2020-12-30 00:00:00,BTC/ZAR,419335.00000000,438748.00000000,416801.00000000,438098.00000000,11.77786300,5040407.42583300,2805
1609200000000,2020-12-29 00:00:00,BTC/ZAR,413110.00000000,419380.00000000,399564.00000000,419120.00000000,13.48483200,5512649.38255200,2718
1609113600000,2020-12-28 00:00:00,BTC/ZAR,386829.00000000,416139.00000000,384794.00000000,412587.00000000,12.23113700,4966483.23014100,2955
1609027200000,2020-12-27 00:00:00,BTC/ZAR,397696.00000000,425412.00000000,184769.00000000,387018.00000000,25.11611100,10037101.35573600,4635
