https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MVP,Volume BTC
1663459200,2022-09-18 00:00:00,MVP/BTC,0.0000000036,0.0000000036,0.0000000036,0.0000000036,38461.5384,0.00013846153824
1663455600,2022-09-17 23:00:00,MVP/BTC,0.0000000036,0.0000000036,0.0000000036,0.0000000036,19397.5563,0.00006983120268
1663452000,2022-09-17 22:00:00,MVP/BTC,0.0000000038,0.0000000038,0.0000000038,0.0000000038,0,0
1663448400,2022-09-17 21:00:00,MVP/BTC,0.0000000037,0.0000000038,0.0000000037,0.0000000038,11792.9112,0.00004371057806
1663444800,2022-09-17 20:00:00,MVP/BTC,0.0000000037,0.0000000037,0.0000000037,0.0000000037,14588.6032,0.00005397783184
1663441200,2022-09-17 19:00:00,MVP/BTC,0.0000000037,0.0000000037,0.0000000037,0.0000000037,160079.1827,0.00059229297599
1663437600,2022-09-17 18:00:00,MVP/BTC,0.0000000037,0.0000000037,0.0000000037,0.0000000037,2691.9574,0.00000996024238
1663434000,2022-09-17 17:00:00,MVP/BTC,0.0000000037,0.0000000038,0.0000000037,0.0000000038,889751.6939,0.00332513832647
1663430400,2022-09-17 16:00:00,MVP/BTC,0.0000000038,0.0000000038,0.0000000038,0.0000000038,17610.5711,0.00006692017018
1663426800,2022-09-17 15:00:00,MVP/BTC,0.0000000038,0.0000000038,0.0000000037,0.0000000037,79970.0277,0.00030212504815
1663423200,2022-09-17 14:00:00,MVP/BTC,0.0000000038,0.0000000038,0.0000000038,0.0000000038,148664.896,0.0005649266048
1663419600,2022-09-17 13:00:00,MVP/BTC,0.0000000036,0.0000000036,0.0000000036,0.0000000036,62359.4565,0.0002244940434
1663416000,2022-09-17 12:00:00,MVP/BTC,0.0000000038,0.0000000038,0.0000000038,0.0000000038,21254.1212,0.00008076566056
1663412400,2022-09-17 11:00:00,MVP/BTC,0.0000000038,0.0000000038,0.0000000038,0.0000000038,86316.471,0.0003280025898
1663408800,2022-09-17 10:00:00,MVP/BTC,0.0000000036,0.0000000038,0.0000000036,0.0000000038,2070674.2423,0.00753455851368
1663405200,2022-09-17 09:00:00,MVP/BTC,0.0000000036,0.0000000036,0.0000000036,0.0000000036,298730.1044,0.00107542837584
1663401600,2022-09-17 08:00:00,MVP/BTC,0.0000000036,0.0000000036,0.0000000036,0.0000000036,0,0
1663398000,2022-09-17 07:00:00,MVP/BTC,0.0000000036,0.0000000036,0.0000000036,0.0000000036,336151.6812,0.00121014605232
1663394400,2022-09-17 06:00:00,MVP/BTC,0.0000000036,0.0000000038,0.0000000036,0.0000000038,226423.9198,0.00081770943982
1663390800,2022-09-17 05:00:00,MVP/BTC,0.0000000037,0.000000004,0.0000000037,0.0000000037,1515586.8339,0.00587728999991
1663387200,2022-09-17 04:00:00,MVP/BTC,0.0000000035,0.0000000035,0.0000000035,0.0000000035,9343.3366,0.0000327016781
1663383600,2022-09-17 03:00:00,MVP/BTC,0.0000000036,0.0000000036,0.0000000036,0.0000000036,155308.5803,0.00055911088908
1663380000,2022-09-17 02:00:00,MVP/BTC,0.0000000036,0.0000000039,0.0000000036,0.0000000036,3897334.5216,0.01470379201956
1663376400,2022-09-17 01:00:00,MVP/BTC,0.0000000035,0.0000000036,0.0000000035,0.0000000036,1267659.2273,0.00455164363059
1663372800,2022-09-17 00:00:00,MVP/BTC,0.0000000034,0.0000000034,0.0000000034,0.0000000034,68287.4497,0.00023217732898
1663369200,2022-09-16 23:00:00,MVP/BTC,0.0000000036,0.0000000036,0.0000000036,0.0000000036,0,0
1663365600,2022-09-16 22:00:00,MVP/BTC,0.0000000035,0.0000000036,0.0000000035,0.0000000036,90529.8971,0.0003235283271
1663362000,2022-09-16 21:00:00,MVP/BTC,0.0000000034,0.0000000034,0.0000000034,0.0000000034,0,0
1663358400,2022-09-16 20:00:00,MVP/BTC,0.0000000034,0.0000000034,0.0000000034,0.0000000034,23042.9625,0.0000783460725
