https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REVV,Volume USDT
1663459200,2022-09-18 00:00:00,REVV/USDT,0.017679,0.017703,0.017646,0.017671,248164.4885,4384.3848093815
1663372800,2022-09-17 00:00:00,REVV/USDT,0.017794,0.018351,0.017583,0.017707,4604792.9854,81560.9943513065
1663286400,2022-09-16 00:00:00,REVV/USDT,0.017876,0.018858,0.017503,0.01777,5256299.1211,94292.6258642512
1663200000,2022-09-15 00:00:00,REVV/USDT,0.017364,0.018796,0.017184,0.017892,7001946.3709,126202.8274542175
1663113600,2022-09-14 00:00:00,REVV/USDT,0.01747,0.017888,0.01731,0.017373,9867690.1198,173112.0664067616
1663027200,2022-09-13 00:00:00,REVV/USDT,0.018477,0.018866,0.017246,0.017466,6380981.8173,114938.2655487226
1662940800,2022-09-12 00:00:00,REVV/USDT,0.018262,0.018721,0.017951,0.018467,4581088.3323,84514.355520398
1662854400,2022-09-11 00:00:00,REVV/USDT,0.018782,0.019335,0.018215,0.01825,5534932.8012,102081.3997775561
1662768000,2022-09-10 00:00:00,REVV/USDT,0.017582,0.019956,0.017546,0.018791,4425063.8811,81036.412947277
1662681600,2022-09-09 00:00:00,REVV/USDT,0.016928,0.01793,0.016928,0.0176,4287603.0912,75692.8806131561
1662595200,2022-09-08 00:00:00,REVV/USDT,0.016715,0.01722,0.016569,0.016935,3383123.2239,56931.6635456743
1662508800,2022-09-07 00:00:00,REVV/USDT,0.016598,0.01712,0.016311,0.016685,1666602.2791,27745.7659668008
1662422400,2022-09-06 00:00:00,REVV/USDT,0.017415,0.01772,0.016586,0.016586,474210.3583,8179.4160633311
1662336000,2022-09-05 00:00:00,REVV/USDT,0.017443,0.017553,0.01717,0.017421,432647.5454,7502.766970683
1662249600,2022-09-04 00:00:00,REVV/USDT,0.017023,0.017619,0.016821,0.01752,468809.3965,8088.9630955407
1662163200,2022-09-03 00:00:00,REVV/USDT,0.017068,0.017181,0.016948,0.016983,107730.9136,1835.8730787115
1662076800,2022-09-02 00:00:00,REVV/USDT,0.017066,0.017182,0.016879,0.016986,125407.7087,2142.8638547586
1661990400,2022-09-01 00:00:00,REVV/USDT,0.017184,0.017284,0.016818,0.017057,149528.775,2543.6521815757
1661904000,2022-08-31 00:00:00,REVV/USDT,0.016847,0.018319,0.016804,0.017184,2130021.5108,36930.8857004527
1661817600,2022-08-30 00:00:00,REVV/USDT,0.016771,0.017144,0.01663,0.016805,624860.6697,10546.6478613979
1661731200,2022-08-29 00:00:00,REVV/USDT,0.016365,0.016922,0.0161,0.016662,330476.1826,5453.6792986572
1661644800,2022-08-28 00:00:00,REVV/USDT,0.016786,0.017126,0.0164,0.0164,701359.5922,11774.1251669696
1661558400,2022-08-27 00:00:00,REVV/USDT,0.016681,0.02025,0.016207,0.01681,5018025.5212,90705.3649315186
1661472000,2022-08-26 00:00:00,REVV/USDT,0.018127,0.018291,0.016474,0.016916,417356.9454,7290.0200686226
1661385600,2022-08-25 00:00:00,REVV/USDT,0.0181,0.018298,0.017936,0.018291,155452.1027,2820.267647567
1661299200,2022-08-24 00:00:00,REVV/USDT,0.01804,0.018299,0.017936,0.0181,199919.4364,3619.3680818258
1661212800,2022-08-23 00:00:00,REVV/USDT,0.017866,0.018191,0.017755,0.01806,143305.9316,2562.134618071
1661126400,2022-08-22 00:00:00,REVV/USDT,0.017695,0.017866,0.01728,0.017866,599418.3152,10533.1347610105
1661040000,2022-08-21 00:00:00,REVV/USDT,0.017275,0.017835,0.01711,0.017716,683804.3802,11909.0014758427
1660953600,2022-08-20 00:00:00,REVV/USDT,0.017609,0.01782,0.017045,0.017235,371016.8751,6465.7192473996
