https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PERP,Volume USDT
1642377600,2022-01-17 00:00:00,PERP/USDT,8.668,8.689,8.018,8.376,4718.84508415,39198.19956058317
1642291200,2022-01-16 00:00:00,PERP/USDT,8.712,8.747,8.459,8.69,4030.44907016,34894.12910210725
1642204800,2022-01-15 00:00:00,PERP/USDT,8.966,9.06,8.616,8.73,3745.24442521,32911.76266775561
1642118400,2022-01-14 00:00:00,PERP/USDT,9.051,9.432,8.801,8.979,4232.04526868,38197.57344641719
1642032000,2022-01-13 00:00:00,PERP/USDT,9.52,9.74,9.03,9.06,4633.37768148,43824.60490421917
1641945600,2022-01-12 00:00:00,PERP/USDT,9.428,9.708,9.375,9.528,6236.58135383,59205.08358469953
1641859200,2022-01-11 00:00:00,PERP/USDT,9.284,9.84,9.272,9.415,9602.87931545,90098.34902197697
1641772800,2022-01-10 00:00:00,PERP/USDT,9.18,9.404,9.068,9.3,6274.8463188,57980.19322848468
1641686400,2022-01-09 00:00:00,PERP/USDT,9.033,9.711,8.873,9.181,14688.59007925,135443.95372866338
1641600000,2022-01-08 00:00:00,PERP/USDT,8.74,9.225,8.454,9.042,11542.03294828,100794.89203786795
1641513600,2022-01-07 00:00:00,PERP/USDT,8.688,8.78,7.956,8.76,28989.98016531,246632.89783867257
1641427200,2022-01-06 00:00:00,PERP/USDT,9.31,9.31,8.176,8.688,9387.60712593,81046.90870427145
1641340800,2022-01-05 00:00:00,PERP/USDT,9.321,9.535,8.622,9.319,16921.58727102,155149.32463973692
1641254400,2022-01-04 00:00:00,PERP/USDT,9.198,9.53,9.063,9.327,8096.11566432,75097.36822197466
1641168000,2022-01-03 00:00:00,PERP/USDT,9.091,9.46,8.862,9.198,16750.59204329,150825.54813751267
1641081600,2022-01-02 00:00:00,PERP/USDT,9.124,9.128,8.767,9.09,14664.69809321,130582.54872377633
1640995200,2022-01-01 00:00:00,PERP/USDT,8.712,9.151,8.707,9.149,6378.8813794,56994.50718923955
1640908800,2021-12-31 00:00:00,PERP/USDT,9.025,9.061,8.544,8.712,8949.15799104,79191.20705382553
1640822400,2021-12-30 00:00:00,PERP/USDT,8.831,9.527,8.67,9.025,9469.26012762,86109.44196835742
1640736000,2021-12-29 00:00:00,PERP/USDT,9.06,9.403,8.513,8.852,8568.78399018,75593.1651613556
1640649600,2021-12-28 00:00:00,PERP/USDT,9.518,9.533,8.87,9.069,13047.16830161,119002.60253350397
