https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume USDC
1656892800,2022-07-04 00:00:00,USDT/USDC,0.9989,0.9998,0.9981,0.9995,8130936.47143224,8122299.294209922533
1656806400,2022-07-03 00:00:00,USDT/USDC,0.9982,0.999,0.9961,0.9989,6574728.08028293,6565104.040796532451
1656720000,2022-07-02 00:00:00,USDT/USDC,0.9984,0.9989,0.9801,0.9982,13681779.83466786,13658282.422116603855
1656633600,2022-07-01 00:00:00,USDT/USDC,0.9987,0.999,0.976,0.9984,18822864.51068135,18788572.746121165216
1656547200,2022-06-30 00:00:00,USDT/USDC,0.9987,0.9989,0.9572,0.9987,18464020.09029569,18424495.385490523285
1656460800,2022-06-29 00:00:00,USDT/USDC,0.9984,0.9987,0.993,0.9987,18006012.34580425,17978490.480689333837
1656374400,2022-06-28 00:00:00,USDT/USDC,0.9988,0.9988,0.9976,0.9982,16644721.3636015,16622473.539432928942
1656288000,2022-06-27 00:00:00,USDT/USDC,0.9995,0.9995,0.9983,0.9988,11343503.32959302,11332066.010998062272
1656201600,2022-06-26 00:00:00,USDT/USDC,0.9993,0.9995,0.9992,0.9995,5464319.16648377,5460868.24891539989
1656115200,2022-06-25 00:00:00,USDT/USDC,0.9991,0.9993,0.999,0.9993,6153229.87422315,6148364.244444285513
1656028800,2022-06-24 00:00:00,USDT/USDC,0.999,0.9993,0.9978,0.9991,10699409.54268535,10689464.629082332964
1655942400,2022-06-23 00:00:00,USDT/USDC,0.999,0.9991,0.9988,0.9991,7612681.87332322,7604861.955054142555
1655856000,2022-06-22 00:00:00,USDT/USDC,0.9988,0.9995,0.9986,0.999,10306897.71681123,10295781.758643469334
1655769600,2022-06-21 00:00:00,USDT/USDC,0.9987,0.9994,0.9987,0.9988,10152133.53893772,10141125.845719152053
1655683200,2022-06-20 00:00:00,USDT/USDC,0.9988,0.9991,0.9986,0.9988,10237240.90054698,10224828.274665941747
1655596800,2022-06-19 00:00:00,USDT/USDC,0.9983,0.999,0.9981,0.9988,12739027.88448348,12719863.955190862576
1655510400,2022-06-18 00:00:00,USDT/USDC,0.9986,0.9987,0.9963,0.9983,23670841.93490722,23633697.292845131602
1655424000,2022-06-17 00:00:00,USDT/USDC,0.9986,0.9988,0.9982,0.9986,13382515.77429453,13363262.902845796511
1655337600,2022-06-16 00:00:00,USDT/USDC,0.9988,0.9989,0.99,0.9985,26493485.58695323,26440039.875971350029
1655251200,2022-06-15 00:00:00,USDT/USDC,0.9987,0.999,0.9961,0.9989,36272394.82191672,36214722.743110288291
1655164800,2022-06-14 00:00:00,USDT/USDC,0.9984,0.9993,0.9981,0.9986,36697057.32897889,36644365.440941950258
1655078400,2022-06-13 00:00:00,USDT/USDC,0.9987,0.9993,0.9965,0.9984,49319410.0660815,49233500.349219840074
1654992000,2022-06-12 00:00:00,USDT/USDC,0.9987,0.9989,0.9984,0.9988,9860078.23179012,9846768.778904836151
1654905600,2022-06-11 00:00:00,USDT/USDC,0.999,0.9991,0.9984,0.9987,9014642.93426306,9004148.454531686347
1654819200,2022-06-10 00:00:00,USDT/USDC,0.9992,0.9992,0.999,0.999,8146108.18380933,8138514.893612191843
1654732800,2022-06-09 00:00:00,USDT/USDC,0.9993,0.9994,0.9989,0.9991,10263339.93278841,10254300.328310811346
1654646400,2022-06-08 00:00:00,USDT/USDC,0.9993,0.9994,0.999,0.9994,8406484.79932556,8400456.284365459413
1654560000,2022-06-07 00:00:00,USDT/USDC,0.9991,0.9993,0.999,0.9993,11324765.04901726,11315342.422691161757
1654473600,2022-06-06 00:00:00,USDT/USDC,0.9992,0.9993,0.9991,0.9991,7684547.98279074,7678438.440878968357
1654387200,2022-06-05 00:00:00,USDT/USDC,0.9991,0.9992,0.9989,0.9991,6585441.34129601,6579405.358764421874
1654300800,2022-06-04 00:00:00,USDT/USDC,0.9991,0.9991,0.999,0.9991,4274295.41907703,4270259.048506869473
1654214400,2022-06-03 00:00:00,USDT/USDC,0.9992,0.9993,0.999,0.999,7485170.59131335,7479262.43762208746
1654128000,2022-06-02 00:00:00,USDT/USDC,0.9991,0.9993,0.9989,0.9993,8358217.03507502,8350900.600503068846
1654041600,2022-06-01 00:00:00,USDT/USDC,0.9992,0.9993,0.9979,0.999,17680587.82759661,17663877.351510383029
1653955200,2022-05-31 00:00:00,USDT/USDC,0.9992,0.9995,0.9988,0.9992,17945430.37943664,17931295.136494046943
1653868800,2022-05-30 00:00:00,USDT/USDC,0.999,0.9993,0.9988,0.9992,17168264.2942572,17153352.478618472981
1653782400,2022-05-29 00:00:00,USDT/USDC,0.9988,0.999,0.9987,0.9989,7812616.27058532,7803433.392754313414
1653696000,2022-05-28 00:00:00,USDT/USDC,0.9988,0.9989,0.9971,0.9988,19787772.24104139,19762727.851813893672
1653609600,2022-05-27 00:00:00,USDT/USDC,0.9987,0.9989,0.9986,0.9988,13706501.15582947,13689936.601146255518
1653523200,2022-05-26 00:00:00,USDT/USDC,0.9988,0.9991,0.9984,0.9987,17611494.44912068,17590960.984874900245
1653436800,2022-05-25 00:00:00,USDT/USDC,0.999,0.999,0.9987,0.9988,7601087.18344105,7592718.418255578641
1653350400,2022-05-24 00:00:00,USDT/USDC,0.999,0.999,0.9985,0.999,12710185.3542661,12694667.977445972459
1653264000,2022-05-23 00:00:00,USDT/USDC,0.9988,0.9992,0.9986,0.9989,10405708.13675299,10395190.147485408636
1653177600,2022-05-22 00:00:00,USDT/USDC,0.9986,0.9988,0.9985,0.9988,7533444.93096528,7522984.199342801433
1653091200,2022-05-21 00:00:00,USDT/USDC,0.9987,0.9987,0.9984,0.9985,6213488.1830642,6204520.948135666314
1653004800,2022-05-20 00:00:00,USDT/USDC,0.9989,0.9992,0.9983,0.9986,14739564.26814171,14721836.611369709494
1652918400,2022-05-19 00:00:00,USDT/USDC,0.9985,0.999,0.9945,0.9988,18120835.24933602,18094695.984725111827
1652832000,2022-05-18 00:00:00,USDT/USDC,0.9988,0.999,0.9945,0.9985,23525873.86541508,23488099.44970135883
1652745600,2022-05-17 00:00:00,USDT/USDC,0.9986,0.999,0.997,0.9988,15630608.16878829,15609046.415570939316
1652659200,2022-05-16 00:00:00,USDT/USDC,0.9988,0.9991,0.9975,0.9986,14743134.63025192,14722135.747867020905
1652572800,2022-05-15 00:00:00,USDT/USDC,0.9986,0.999,0.9973,0.9988,13439446.7680647,13420303.473746691929
1652486400,2022-05-14 00:00:00,USDT/USDC,0.9981,0.9987,0.9932,0.9986,16544947.89347741,16510320.430915525289
1652400000,2022-05-13 00:00:00,USDT/USDC,0.9949,0.9994,0.9914,0.9981,32883912.42330872,32811628.355115503573
1652313600,2022-05-12 00:00:00,USDT/USDC,0.9904,0.997,0.83,0.9949,152431671.30470635,147302677.989698467795
1652227200,2022-05-11 00:00:00,USDT/USDC,0.9991,0.9994,0.9,0.989,89030647.39229407,87864817.116508974119
1652140800,2022-05-10 00:00:00,USDT/USDC,0.9991,1,0.9857,0.998,40772781.41772861,40717157.8689243901
1652054400,2022-05-09 00:00:00,USDT/USDC,0.9996,0.9999,0.9857,0.9991,28035130.24756089,28012575.015717538934
1651968000,2022-05-08 00:00:00,USDT/USDC,0.9995,0.9998,0.9605,0.9997,15478312.65450077,15456042.347267040296
1651881600,2022-05-07 00:00:00,USDT/USDC,0.9998,0.9998,0.9856,0.9995,4658702.80939977,4656073.617967269843
1651795200,2022-05-06 00:00:00,USDT/USDC,1.0001,1.0001,0.9996,0.9998,6275116.63141765,6274079.218554957313
1651708800,2022-05-05 00:00:00,USDT/USDC,0.9999,1.0001,0.9996,1.0001,7211871.40037116,7210950.08087810141
1651622400,2022-05-04 00:00:00,USDT/USDC,0.9999,1,0.9998,1,4199390.53089818,4198925.15034203082
1651536000,2022-05-03 00:00:00,USDT/USDC,0.9999,1.0001,0.9996,0.9999,6297101.12137626,6296208.436729144537
1651449600,2022-05-02 00:00:00,USDT/USDC,1,1.0004,0.9999,0.9999,5126249.24813917,5126706.721533067303
1651363200,2022-05-01 00:00:00,USDT/USDC,1,1.0002,0.998,1,6005360.56922102,6005308.977246266909
1651276800,2022-04-30 00:00:00,USDT/USDC,0.9999,1.0001,0.9998,1,5923263.35649581,5922947.329669469561
1651190400,2022-04-29 00:00:00,USDT/USDC,1,1.0002,0.9998,1,6377726.60764585,6377704.771728390908
1651104000,2022-04-28 00:00:00,USDT/USDC,1.0001,1.0001,0.9855,1,5657289.42924826,5653630.70782729573
1651017600,2022-04-27 00:00:00,USDT/USDC,1,1.0001,0.9999,1,3666675.51518653,3666805.949416279353
1650931200,2022-04-26 00:00:00,USDT/USDC,1.0001,1.0001,0.9999,1,3733526.54254649,3733535.226126039114
1650844800,2022-04-25 00:00:00,USDT/USDC,1.0001,1.0002,1,1.0001,5769555.90767142,5770137.4682084706
1650758400,2022-04-24 00:00:00,USDT/USDC,1.0003,1.0003,1,1.0001,3530316.36728728,3530721.525524350356
1650672000,2022-04-23 00:00:00,USDT/USDC,1,1.0004,1,1.0003,3883214.95418893,3883984.485458966867
1650585600,2022-04-22 00:00:00,USDT/USDC,1.0002,1.0003,1,1,3879491.49033775,3879956.171744101314
1650499200,2022-04-21 00:00:00,USDT/USDC,1.0003,1.0003,1.0001,1.0001,4512108.64686996,4513035.21193125237
1650412800,2022-04-20 00:00:00,USDT/USDC,1.0002,1.0005,1.0001,1.0002,5325361.40127868,5326910.701506448788
1650326400,2022-04-19 00:00:00,USDT/USDC,1.0002,1.0003,1.0001,1.0001,3917142.0342155,3918026.650275888621
1650240000,2022-04-18 00:00:00,USDT/USDC,1.0002,1.0005,1.0002,1.0002,6089392.66855756,6091373.418304778474
1650153600,2022-04-17 00:00:00,USDT/USDC,1.0002,1.0003,1.0001,1.0003,3411512.54005803,3412094.038355234369
1650067200,2022-04-16 00:00:00,USDT/USDC,1.0002,1.0004,1.0001,1.0002,3560142.20394756,3561029.705389873439
1649980800,2022-04-15 00:00:00,USDT/USDC,1.0002,1.0002,1,1.0002,3659021.36638602,3659398.462212112504
1649894400,2022-04-14 00:00:00,USDT/USDC,1.0002,1.0004,1.0001,1.0001,5037522.36955429,5038676.180953193196
1649808000,2022-04-13 00:00:00,USDT/USDC,1.0001,1.0003,0.9998,1.0002,7503137.88491023,7503887.046132547782
1649721600,2022-04-12 00:00:00,USDT/USDC,1.0002,1.0005,0.9999,1.0001,8458019.89301176,8459822.248478949896
1649635200,2022-04-11 00:00:00,USDT/USDC,1.0004,1.0005,1.0001,1.0002,6681256.27535383,6683084.990370825821
1649548800,2022-04-10 00:00:00,USDT/USDC,1.0002,1.0005,1.0002,1.0004,3906804.53642373,3908105.501873941228
1649462400,2022-04-09 00:00:00,USDT/USDC,1.0002,1.0003,1,1.0003,2554854.92611389,2555286.064845244649
1649376000,2022-04-08 00:00:00,USDT/USDC,1.0002,1.0005,1,1.0003,5674825.87316802,5676324.151485906984
1649289600,2022-04-07 00:00:00,USDT/USDC,1.0001,1.0003,1,1.0002,4665668.64985631,4666356.080971024829
1649203200,2022-04-06 00:00:00,USDT/USDC,1.0001,1.0003,1,1.0001,5994122.75021421,5995096.491415366619
1649116800,2022-04-05 00:00:00,USDT/USDC,1.0004,1.0004,1.0001,1.0002,4250378.86711381,4251416.208271371022
1649030400,2022-04-04 00:00:00,USDT/USDC,1.0004,1.0004,1,1.0003,5520257.14603672,5521414.583774254789
1648944000,2022-04-03 00:00:00,USDT/USDC,1.0004,1.0018,1,1.0003,3891099.78887764,3892515.143468891201
1648857600,2022-04-02 00:00:00,USDT/USDC,1.0003,1.0004,1.0002,1.0003,4121035.52782544,4122344.72628491843
1648771200,2022-04-01 00:00:00,USDT/USDC,1.0004,1.0007,1.0002,1.0002,6435972.53459825,6438323.96273262617
1648684800,2022-03-31 00:00:00,USDT/USDC,1.0005,1.0005,1.0001,1.0003,5851811.06386158,5853798.956647732238
1648598400,2022-03-30 00:00:00,USDT/USDC,1.0006,1.0199,1.0003,1.0004,6776211.03119116,6782030.522271178176
1648512000,2022-03-29 00:00:00,USDT/USDC,1.0005,1.0008,1.0003,1.0006,6742675.36962759,6746065.641009505778
1648425600,2022-03-28 00:00:00,USDT/USDC,1.0006,1.0007,1.0004,1.0005,7139309.22536611,7142695.688552563669
1648339200,2022-03-27 00:00:00,USDT/USDC,1.0006,1.03,1.0004,1.0005,5015295.85486419,5021960.376764594895
1648252800,2022-03-26 00:00:00,USDT/USDC,1.0005,1.0006,1.0003,1.0006,3682511.65681021,3684053.223297558634
1648166400,2022-03-25 00:00:00,USDT/USDC,1.0005,1.0007,1,1.0005,8095474.76422539,8098655.747918960446
1648080000,2022-03-24 00:00:00,USDT/USDC,1.0004,1.0008,1.0004,1.0006,5888763.94945069,5892093.299913075401
1647993600,2022-03-23 00:00:00,USDT/USDC,1.0005,1.0006,1.0004,1.0005,3698165.00116016,3699929.228777876138
1647907200,2022-03-22 00:00:00,USDT/USDC,1.0004,1.0008,1.0004,1.0004,4221113.91369036,4223327.49852562749
1647820800,2022-03-21 00:00:00,USDT/USDC,1.0005,1.0006,1.0004,1.0004,2635923.42516746,2637287.306502853019
1647734400,2022-03-20 00:00:00,USDT/USDC,1.0006,1.0008,1.0004,1.0005,3293256.22651006,3295260.510778610326
1647648000,2022-03-19 00:00:00,USDT/USDC,1.0006,1.0011,1.0005,1.0007,5909000.18688719,5913314.621980013688
1647561600,2022-03-18 00:00:00,USDT/USDC,1.0005,1.001,1.0004,1.0006,7313289.40246289,7318079.265506389325
1647475200,2022-03-17 00:00:00,USDT/USDC,1.0004,1.0008,1,1.0006,7303071.31305423,7306633.241879689546
1647388800,2022-03-16 00:00:00,USDT/USDC,1.0003,1.0009,1.0002,1.0005,6995262.28227518,6998274.075840337443
1647302400,2022-03-15 00:00:00,USDT/USDC,1.0001,1.0005,1,1.0004,6033543.07694238,6035204.722282503942
1647216000,2022-03-14 00:00:00,USDT/USDC,1.0003,1.0006,1,1.0001,6488731.11493917,6490484.815163387561
1647129600,2022-03-13 00:00:00,USDT/USDC,1.0002,1.0004,1,1.0003,4635278.14612165,4636194.669333468671
1647043200,2022-03-12 00:00:00,USDT/USDC,1.0001,1.0004,0.9999,1.0001,5056415.47096736,5057038.939931171737
1646956800,2022-03-11 00:00:00,USDT/USDC,1.0005,1.0007,1,1.0001,5849438.56462305,5851227.163895365712
1646870400,2022-03-10 00:00:00,USDT/USDC,1.0003,1.0007,1.0002,1.0004,4303134.16325688,4304904.127721571989
1646784000,2022-03-09 00:00:00,USDT/USDC,1.0003,1.0007,1.0001,1.0003,7845414.147511,7848102.535934902279
1646697600,2022-03-08 00:00:00,USDT/USDC,1.0002,1.0008,1,1.0002,8664444.11293416,8666392.457797876264
1646611200,2022-03-07 00:00:00,USDT/USDC,1.0003,1.0005,1.0001,1.0002,8649789.07834236,8651916.206222039423
1646524800,2022-03-06 00:00:00,USDT/USDC,1.0002,1.0006,1.0002,1.0002,4208979.30067068,4210177.153255755039
1646438400,2022-03-05 00:00:00,USDT/USDC,1.0001,1.0005,1.0001,1.0002,4043761.87009161,4044685.336009779569
1646352000,2022-03-04 00:00:00,USDT/USDC,1.0001,1.0005,1,1.0001,8246727.34145089,8248320.986344408081
1646265600,2022-03-03 00:00:00,USDT/USDC,1.0006,1.0008,1.0001,1.0002,8880259.52472659,8884350.007014863872
1646179200,2022-03-02 00:00:00,USDT/USDC,1.0005,1.0009,1.0004,1.0005,6351229.95388407,6354690.119226818664
1646092800,2022-03-01 00:00:00,USDT/USDC,1.0003,1.0009,0.9997,1.0005,10502983.08454891,10507175.36273604377
1646006400,2022-02-28 00:00:00,USDT/USDC,1.0003,1.0007,1.0001,1.0003,9591444.79725015,9595368.771449359879
1645920000,2022-02-27 00:00:00,USDT/USDC,1.0006,1.0008,1,1.0003,6739801.98997096,6742495.30786325602
1645833600,2022-02-26 00:00:00,USDT/USDC,1.0006,1.0014,1.0004,1.0006,5998914.8165876,6002781.931539489926
1645747200,2022-02-25 00:00:00,USDT/USDC,1.0004,1.001,1.0003,1.0006,8630677.45489425,8635561.316195251974
1645660800,2022-02-24 00:00:00,USDT/USDC,1.0006,1.0008,0.9999,1.0004,16045143.92498242,16051409.938317793417
1645574400,2022-02-23 00:00:00,USDT/USDC,1.0005,1.001,1.0004,1.0007,7520748.05717416,7525490.178528609081
1645488000,2022-02-22 00:00:00,USDT/USDC,1.0004,1.0007,1.0002,1.0005,8653744.77606457,8657916.858782072991
1645401600,2022-02-21 00:00:00,USDT/USDC,1.0004,1.001,1.0002,1.0004,9653384.68596436,9658737.382356915793
1645315200,2022-02-20 00:00:00,USDT/USDC,1.0006,1.0007,1.0001,1.0003,7051742.74345085,7054559.717705284765
1645228800,2022-02-19 00:00:00,USDT/USDC,1.0005,1.0008,0.9999,1.0006,7223621.47711333,7226668.531261158863
1645142400,2022-02-18 00:00:00,USDT/USDC,1.0005,1.001,0.9998,1.0005,13084120.22283425,13091464.711564692014
1645056000,2022-02-17 00:00:00,USDT/USDC,1.0005,1.0015,0.9992,1.0005,14862388.40526115,14870579.217708193515
1644969600,2022-02-16 00:00:00,USDT/USDC,1.0004,1.0025,1.0003,1.0006,11199409.78708599,11207190.939546981375
1644883200,2022-02-15 00:00:00,USDT/USDC,1.0003,1.001,1.0002,1.0004,9596656.67134583,9602948.569326821077
1644796800,2022-02-14 00:00:00,USDT/USDC,1.0004,1.1,1.0002,1.0003,12752261.88056476,12839035.801240212344
1644710400,2022-02-13 00:00:00,USDT/USDC,1.0004,1.0006,1.0003,1.0004,5106608.91247689,5108948.419958712642
1644624000,2022-02-12 00:00:00,USDT/USDC,1.0004,1.0007,0.9994,1.0004,8140710.66959903,8143223.1825259838
1644537600,2022-02-11 00:00:00,USDT/USDC,1.0007,1.001,1.0002,1.0004,7238084.98502415,7243192.347021568441
1644451200,2022-02-10 00:00:00,USDT/USDC,1.0009,1.001,1.0004,1.0007,7928333.6153477,7934773.584435117486
1644364800,2022-02-09 00:00:00,USDT/USDC,1.0009,1.0015,1.0007,1.0009,7718747.26089716,7725892.824500438232
1644278400,2022-02-08 00:00:00,USDT/USDC,1.0006,1.0011,1.0004,1.0009,10048141.38203113,10055498.835162903951
1644192000,2022-02-07 00:00:00,USDT/USDC,1.0006,1.008,1.0005,1.0008,13259267.70716753,13273241.076040522445
1644105600,2022-02-06 00:00:00,USDT/USDC,1.0008,1.0009,1.0003,1.0006,5199316.01001131,5202250.093515689152
1644019200,2022-02-05 00:00:00,USDT/USDC,1.0008,1.0033,1.0004,1.0008,6227433.79047507,6232157.414303325499
