https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume CRON
1663545600000,2022-09-19 00:00:00,CRON/ETH,0.00011597,0.0001165,0.00011543,0.00011581,0.1729800570796508,1493.65389068
1663459200000,2022-09-18 00:00:00,CRON/ETH,0.00011016,0.00011742,0.00011004,0.00011597,3.6168155425198574,31187.51006743
1663372800000,2022-09-17 00:00:00,CRON/ETH,0.00011213,0.00011366,0.00010923,0.00011016,3.236667374711779,29381.51211612
1663286400000,2022-09-16 00:00:00,CRON/ETH,0.00010745,0.00011243,0.00010715,0.00011213,3.3064356495144405,29487.52028462
1663200000000,2022-09-15 00:00:00,CRON/ETH,0.00010282,0.00010951,0.00010064,0.00010745,3.3881866650855086,31532.68185282
1663113600000,2022-09-14 00:00:00,CRON/ETH,0.00010813,0.00010888,0.00010279,0.00010281,2.8885846854360255,28096.33970855
1663027200000,2022-09-13 00:00:00,CRON/ETH,0.00010449,0.00010898,0.00010309,0.00010813,3.8415607422212195,35527.24259892
1662940800000,2022-09-12 00:00:00,CRON/ETH,0.00010167,0.00010498,0.00010157,0.00010447,3.1493590715009727,30146.06175458
1662854400000,2022-09-11 00:00:00,CRON/ETH,0.00010086,0.00010318,0.00010015,0.00010166,2.9241223851812257,28763.74567363
1662768000000,2022-09-10 00:00:00,CRON/ETH,0.00010147,0.00010286,0.00010002,0.00010084,2.9214405984651526,28971.04917161
1662681600000,2022-09-09 00:00:00,CRON/ETH,0.00010069,0.00010376,0.0001,0.00010147,3.2992339524532848,32514.3781655
1662595200000,2022-09-08 00:00:00,CRON/ETH,0.00010173,0.00010298,0.0001,0.00010065,3.550880845778871,35279.49176134
1662508800000,2022-09-07 00:00:00,CRON/ETH,0.00010316,0.00010683,0.0001,0.00010173,3.3135467002018455,32571.97188835
1662422400000,2022-09-06 00:00:00,CRON/ETH,0.00010158,0.00010317,0.0001,0.00010312,4.389024918837086,42562.30526413
1662336000000,2022-09-05 00:00:00,CRON/ETH,0.00010658,0.00010717,0.00010152,0.00010157,3.188438678177543,31391.5396099
1662249600000,2022-09-04 00:00:00,CRON/ETH,0.00010233,0.00010826,0.00010169,0.00010658,2.986599796390598,28022.14108079
1662163200000,2022-09-03 00:00:00,CRON/ETH,0.0001029,0.00010404,0.00010169,0.00010233,3.1722500488364056,31000.19592335
1662076800000,2022-09-02 00:00:00,CRON/ETH,0.00010608,0.00010824,0.00010169,0.0001029,3.5937315756944908,34924.50510879
1661990400000,2022-09-01 00:00:00,CRON/ETH,0.00011418,0.00011558,0.00010555,0.00010601,3.7128190148460365,35023.29039568
1661904000000,2022-08-31 00:00:00,CRON/ETH,0.00011799,0.000118,0.0001119,0.00011418,3.5090532545271915,30732.64367251
1661817600000,2022-08-30 00:00:00,CRON/ETH,0.00012008,0.00012412,0.00011322,0.00011799,3.6935656583241574,31304.05677027
1661731200000,2022-08-29 00:00:00,CRON/ETH,0.00012085,0.00012189,0.00011588,0.00012008,3.8269180301778736,31869.73709342
1661644800000,2022-08-28 00:00:00,CRON/ETH,0.000121,0.00012237,0.00010268,0.00012085,3.645426457313364,30164.88586937
