https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XTZ,Volume USDT
1663408800,2022-09-17 10:00:00,XTZ/USDT,1.53639,1.53639,1.5264,1.53164,3400.98882028,5198.277508993649
1663405200,2022-09-17 09:00:00,XTZ/USDT,1.53647,1.538,1.53268,1.53486,1876.55304001,2884.3638850028606
1663401600,2022-09-17 08:00:00,XTZ/USDT,1.53015,1.5375,1.53015,1.53673,2580.708568,3957.172401683693
1663398000,2022-09-17 07:00:00,XTZ/USDT,1.52406,1.52988,1.52225,1.52936,2468.6950586,3759.9262186884306
1663394400,2022-09-17 06:00:00,XTZ/USDT,1.52793,1.52957,1.52325,1.52406,560.86072401,856.5798825484719
1663390800,2022-09-17 05:00:00,XTZ/USDT,1.53264,1.53301,1.52436,1.52497,4094.11875671,6254.4724627332717
1663387200,2022-09-17 04:00:00,XTZ/USDT,1.53736,1.54371,1.5323,1.53327,936.73293561,1440.4859161055129
1663383600,2022-09-17 03:00:00,XTZ/USDT,1.53757,1.53883,1.53506,1.53597,197.68439507,303.8473457123228
1663380000,2022-09-17 02:00:00,XTZ/USDT,1.53812,1.53914,1.53498,1.53573,581.39479026,893.2474162320311
1663376400,2022-09-17 01:00:00,XTZ/USDT,1.53601,1.53943,1.53255,1.53615,896.96243792,1377.8022143107952
1663372800,2022-09-17 00:00:00,XTZ/USDT,1.52118,1.54669,1.52118,1.53681,3514.70329332,5403.6258723606707
1663369200,2022-09-16 23:00:00,XTZ/USDT,1.52238,1.52287,1.5125,1.52099,888.36222504,1347.9903989822833
1663365600,2022-09-16 22:00:00,XTZ/USDT,1.53242,1.53245,1.5221,1.5221,12378.28236542,18905.9897448582591
1663362000,2022-09-16 21:00:00,XTZ/USDT,1.53673,1.54022,1.52964,1.53173,1155.84482917,1773.0135324064972
1663358400,2022-09-16 20:00:00,XTZ/USDT,1.53585,1.54015,1.53131,1.53758,4879.82522727,7496.1771032632277
1663354800,2022-09-16 19:00:00,XTZ/USDT,1.53673,1.54244,1.53461,1.53619,4320.27917434,6642.5472509347842
1663351200,2022-09-16 18:00:00,XTZ/USDT,1.53833,1.55168,1.52888,1.53537,6195.2845,9544.091639846
1663347600,2022-09-16 17:00:00,XTZ/USDT,1.5289,1.54163,1.51663,1.53782,8067.70779834,12319.9362300098302
1663344000,2022-09-16 16:00:00,XTZ/USDT,1.53784,1.53842,1.51357,1.5282,5534.32380068,8430.8985670641682
1663340400,2022-09-16 15:00:00,XTZ/USDT,1.5324,1.54649,1.53042,1.53857,1485.78018999,2284.8332895129389
1663336800,2022-09-16 14:00:00,XTZ/USDT,1.51174,1.54649,1.50749,1.53283,10518.85642554,16153.6237016089096
1663333200,2022-09-16 13:00:00,XTZ/USDT,1.52621,1.53386,1.50386,1.50935,8570.48096495,13007.4770453764263
1663329600,2022-09-16 12:00:00,XTZ/USDT,1.53942,1.54016,1.525,1.525,18898.28111207,28947.6197509349975
1663326000,2022-09-16 11:00:00,XTZ/USDT,1.52727,1.55478,1.52519,1.53942,12645.38755245,19508.4454461492595
1663322400,2022-09-16 10:00:00,XTZ/USDT,1.51689,1.53172,1.5156,1.52861,19561.22354457,29838.5608607406356
1663318800,2022-09-16 09:00:00,XTZ/USDT,1.5019,1.51745,1.5019,1.5171,2441.00680173,3690.4206347963531
1663315200,2022-09-16 08:00:00,XTZ/USDT,1.52799,1.5287,1.49954,1.49992,12113.38566616,18326.8774132135442
1663311600,2022-09-16 07:00:00,XTZ/USDT,1.52894,1.53584,1.52812,1.52812,613.8891,939.73292035
1663308000,2022-09-16 06:00:00,XTZ/USDT,1.52555,1.536,1.52202,1.52781,1678.11583111,2565.7184471460445
1663304400,2022-09-16 05:00:00,XTZ/USDT,1.52601,1.53016,1.52462,1.52641,406.47408285,620.5680554362255
1663300800,2022-09-16 04:00:00,XTZ/USDT,1.52317,1.53175,1.52218,1.52398,13746.67891263,20994.9203923991708
1663297200,2022-09-16 03:00:00,XTZ/USDT,1.5173,1.52556,1.51444,1.52311,10059.98760384,15285.064369903083
1663293600,2022-09-16 02:00:00,XTZ/USDT,1.52625,1.52625,1.50496,1.51798,6714.12236244,10169.0242270713599
1663290000,2022-09-16 01:00:00,XTZ/USDT,1.53527,1.53537,1.52157,1.52272,4393.23453483,6712.0678392915221
1663286400,2022-09-16 00:00:00,XTZ/USDT,1.51957,1.53515,1.50469,1.53515,13695.19191884,20794.809980258443
1663282800,2022-09-15 23:00:00,XTZ/USDT,1.52812,1.52967,1.51579,1.52044,4397.07137282,6692.9147861497021
1663279200,2022-09-15 22:00:00,XTZ/USDT,1.54242,1.54375,1.51545,1.52753,5065.47686164,7756.1866918890593
1663275600,2022-09-15 21:00:00,XTZ/USDT,1.54993,1.54993,1.5365,1.54383,2493.51495731,3852.6393422640849
1663272000,2022-09-15 20:00:00,XTZ/USDT,1.5436,1.55024,1.53969,1.55024,5746.28820896,8884.206872616647
1663268400,2022-09-15 19:00:00,XTZ/USDT,1.53879,1.55701,1.5369,1.54478,10474.84157806,16201.2312762819531
1663264800,2022-09-15 18:00:00,XTZ/USDT,1.54973,1.55109,1.5384,1.5384,31769.81681116,49169.9861986026691
1663261200,2022-09-15 17:00:00,XTZ/USDT,1.55212,1.558,1.54858,1.55357,20391.19095553,31625.8558003230282
1663257600,2022-09-15 16:00:00,XTZ/USDT,1.53713,1.55511,1.53436,1.5524,6117.5934888,9448.2965879543903
1663254000,2022-09-15 15:00:00,XTZ/USDT,1.52176,1.54058,1.50768,1.53715,32023.39414154,48702.5988633710231
1663250400,2022-09-15 14:00:00,XTZ/USDT,1.55962,1.56063,1.51605,1.52116,17464.8505716,26701.6505475325428
1663246800,2022-09-15 13:00:00,XTZ/USDT,1.55184,1.56036,1.5375,1.55666,7971.99377472,12344.5633449058129
1663243200,2022-09-15 12:00:00,XTZ/USDT,1.55216,1.55811,1.5407,1.55002,5313.226153,8236.1145161895731
1663239600,2022-09-15 11:00:00,XTZ/USDT,1.54641,1.55285,1.53963,1.5514,5236.85170103,8104.4064781599283
1663236000,2022-09-15 10:00:00,XTZ/USDT,1.55298,1.56177,1.545,1.54861,3831.36903199,5942.1290161582811
1663232400,2022-09-15 09:00:00,XTZ/USDT,1.56026,1.57331,1.551,1.55436,12576.81542257,19655.7296054874999
1663228800,2022-09-15 08:00:00,XTZ/USDT,1.57501,1.57501,1.55171,1.56044,9861.09675761,15434.4093995300902
1663225200,2022-09-15 07:00:00,XTZ/USDT,1.5689,1.59191,1.56749,1.57623,18389.62608875,29051.406409089953
1663221600,2022-09-15 06:00:00,XTZ/USDT,1.55191,1.57908,1.52461,1.56721,22631.30919671,35064.7757331498982
1663218000,2022-09-15 05:00:00,XTZ/USDT,1.53701,1.55612,1.53316,1.55267,5495.53991369,8489.7280119771535
1663214400,2022-09-15 04:00:00,XTZ/USDT,1.53824,1.54309,1.52808,1.53763,7385.97314061,11333.4512496156132
1663210800,2022-09-15 03:00:00,XTZ/USDT,1.54685,1.54685,1.52245,1.53914,10811.79818716,16592.458195604758
1663207200,2022-09-15 02:00:00,XTZ/USDT,1.56863,1.57075,1.52844,1.54707,11313.7024808,17461.0710293400063
1663203600,2022-09-15 01:00:00,XTZ/USDT,1.5768,1.57811,1.553,1.56972,6175.305489,9675.6019933166042
1663200000,2022-09-15 00:00:00,XTZ/USDT,1.60394,1.61484,1.57501,1.57624,15547.22998694,24635.0598468082677
1663196400,2022-09-14 23:00:00,XTZ/USDT,1.60528,1.61075,1.59854,1.60394,9244.6561,14815.114087812
1663192800,2022-09-14 22:00:00,XTZ/USDT,1.62049,1.62049,1.6007,1.60373,12776.22320029,20510.4325874533546
1663189200,2022-09-14 21:00:00,XTZ/USDT,1.58794,1.621,1.58378,1.62049,4084.19208045,6567.3031921589799
1663185600,2022-09-14 20:00:00,XTZ/USDT,1.60145,1.60238,1.58402,1.58761,12851.9323737,20485.4426946390834
1663182000,2022-09-14 19:00:00,XTZ/USDT,1.57675,1.61,1.5715,1.60165,27232.72030669,43464.1055515448525
1663178400,2022-09-14 18:00:00,XTZ/USDT,1.56656,1.58459,1.538,1.578,24424.60494311,38187.2913431096627
1663174800,2022-09-14 17:00:00,XTZ/USDT,1.56055,1.577,1.56055,1.56555,8968.80300505,14083.3038611090846
1663171200,2022-09-14 16:00:00,XTZ/USDT,1.56931,1.571,1.55753,1.56001,2453.79044876,3838.2436447870691
1663167600,2022-09-14 15:00:00,XTZ/USDT,1.56701,1.57189,1.56673,1.56839,2682.82293772,4210.4776793917634
1663164000,2022-09-14 14:00:00,XTZ/USDT,1.56571,1.57265,1.55728,1.5687,26498.3652228,41470.5731275207264
1663160400,2022-09-14 13:00:00,XTZ/USDT,1.56628,1.56883,1.55229,1.5676,7113.4014571,11124.4162372958923
1663156800,2022-09-14 12:00:00,XTZ/USDT,1.54928,1.57972,1.53352,1.5667,34895.06350862,54584.323909340618
1663153200,2022-09-14 11:00:00,XTZ/USDT,1.54494,1.56286,1.53834,1.55006,19090.55854612,29554.6661723960896
1663149600,2022-09-14 10:00:00,XTZ/USDT,1.54361,1.54621,1.54075,1.54494,3196.10259638,4933.2207745912628
1663146000,2022-09-14 09:00:00,XTZ/USDT,1.53794,1.5469,1.53144,1.54197,4802.67632275,7394.9560917815332
1663142400,2022-09-14 08:00:00,XTZ/USDT,1.5242,1.53911,1.51812,1.5388,4117.78239134,6284.0504233480338
1663138800,2022-09-14 07:00:00,XTZ/USDT,1.5302,1.53584,1.51243,1.52393,17675.698,26951.881333416
1663135200,2022-09-14 06:00:00,XTZ/USDT,1.5412,1.5412,1.52664,1.52748,2983.2569512,4583.3026855450482
1663131600,2022-09-14 05:00:00,XTZ/USDT,1.54795,1.55,1.54187,1.54187,23114.318,35761.189022309
1663128000,2022-09-14 04:00:00,XTZ/USDT,1.54553,1.54923,1.53846,1.54805,3681.0348043,5681.7156791528776
1663124400,2022-09-14 03:00:00,XTZ/USDT,1.54593,1.54974,1.54372,1.54564,6068.80963143,9372.7700252174572
1663120800,2022-09-14 02:00:00,XTZ/USDT,1.5373,1.54869,1.5373,1.546,3144.4551427,4852.4919844354216
1663117200,2022-09-14 01:00:00,XTZ/USDT,1.53888,1.54132,1.53469,1.54002,16926.63002916,26055.5606422440724
1663113600,2022-09-14 00:00:00,XTZ/USDT,1.52754,1.54274,1.51645,1.53949,10863.78929917,16631.1854462875146
1663110000,2022-09-13 23:00:00,XTZ/USDT,1.53251,1.53537,1.51907,1.52731,8980.94752488,13698.9739923782294
1663106400,2022-09-13 22:00:00,XTZ/USDT,1.5412,1.54298,1.52547,1.53362,12746.24885994,19544.4591898173439
1663102800,2022-09-13 21:00:00,XTZ/USDT,1.55703,1.55703,1.53047,1.54222,23603.54150603,36484.1951245033525
1663099200,2022-09-13 20:00:00,XTZ/USDT,1.55859,1.56716,1.54946,1.55582,6787.18328592,10588.1273049635445
1663095600,2022-09-13 19:00:00,XTZ/USDT,1.54713,1.5646,1.52908,1.56318,15999.52097484,24652.0495317127043
1663092000,2022-09-13 18:00:00,XTZ/USDT,1.56567,1.57377,1.54621,1.54669,7661.3393248,11988.5172055738408
1663088400,2022-09-13 17:00:00,XTZ/USDT,1.56669,1.59504,1.56548,1.56655,24061.80932741,37952.2086691172296
1663084800,2022-09-13 16:00:00,XTZ/USDT,1.55676,1.5686,1.55096,1.56706,11971.4653497,18664.4266051008136
1663081200,2022-09-13 15:00:00,XTZ/USDT,1.55755,1.56329,1.55381,1.5565,18775.29159409,29273.5785063884044
1663077600,2022-09-13 14:00:00,XTZ/USDT,1.57166,1.57488,1.55229,1.55935,62858.39357012,98669.9382970980357
1663074000,2022-09-13 13:00:00,XTZ/USDT,1.57834,1.58283,1.57044,1.57124,15901.90879223,25064.0663507859231
1663070400,2022-09-13 12:00:00,XTZ/USDT,1.67098,1.67677,1.57033,1.57973,47938.31678,77380.8509568510794
1663066800,2022-09-13 11:00:00,XTZ/USDT,1.64979,1.69169,1.64903,1.67,37288.27394349,62275.540311324612
1663063200,2022-09-13 10:00:00,XTZ/USDT,1.64775,1.65391,1.64225,1.64953,5069.94864108,8347.7272378834914
1663059600,2022-09-13 09:00:00,XTZ/USDT,1.66483,1.67214,1.64558,1.64631,7768.74869632,12839.9715302338968
1663056000,2022-09-13 08:00:00,XTZ/USDT,1.67845,1.68035,1.66001,1.66429,11662.82933368,19475.5360749264009
1663052400,2022-09-13 07:00:00,XTZ/USDT,1.65532,1.6813,1.6538,1.67835,6472.95240287,10806.5034804922758
1663048800,2022-09-13 06:00:00,XTZ/USDT,1.65447,1.67056,1.64633,1.65441,6655.57141561,11028.7768413711001
1663045200,2022-09-13 05:00:00,XTZ/USDT,1.65146,1.6625,1.64963,1.65239,4203.03042061,6968.5547415686898
1663041600,2022-09-13 04:00:00,XTZ/USDT,1.65338,1.65944,1.6463,1.65002,14923.86134117,24596.5899191777069
1663038000,2022-09-13 03:00:00,XTZ/USDT,1.64085,1.65357,1.63193,1.653,3345.47728674,5497.6992183488009
1663034400,2022-09-13 02:00:00,XTZ/USDT,1.62721,1.64088,1.61459,1.64088,6130.39427683,9980.4916527982087
1663030800,2022-09-13 01:00:00,XTZ/USDT,1.62668,1.6328,1.61536,1.62774,3533.93108971,5737.1725009893111
1663027200,2022-09-13 00:00:00,XTZ/USDT,1.65486,1.6549,1.616,1.62731,16750.90402827,27363.6709763157518
1663023600,2022-09-12 23:00:00,XTZ/USDT,1.65063,1.65772,1.64773,1.65558,7726.60444173,12769.3063601505729
1663020000,2022-09-12 22:00:00,XTZ/USDT,1.64806,1.65577,1.6441,1.64981,4158.7137,6863.404605786
1663016400,2022-09-12 21:00:00,XTZ/USDT,1.66438,1.66524,1.64172,1.65342,2020.79674333,3332.1198405868492
1663012800,2022-09-12 20:00:00,XTZ/USDT,1.65105,1.66603,1.64963,1.66334,4887.00311941,8092.8389549628662
1663009200,2022-09-12 19:00:00,XTZ/USDT,1.65218,1.656,1.64247,1.65272,26957.0785873,44445.4019186569096
1663005600,2022-09-12 18:00:00,XTZ/USDT,1.65425,1.65472,1.64197,1.65218,4651.05751078,7665.1256443240144
1663002000,2022-09-12 17:00:00,XTZ/USDT,1.64214,1.65387,1.63786,1.65278,4194.18923239,6897.2054850152364
1662998400,2022-09-12 16:00:00,XTZ/USDT,1.638,1.64395,1.61442,1.64305,34181.68346065,55687.9169988753906
1662994800,2022-09-12 15:00:00,XTZ/USDT,1.67523,1.67523,1.63235,1.63897,23120.49515481,38229.4081459681469
1662991200,2022-09-12 14:00:00,XTZ/USDT,1.69648,1.6975,1.67,1.67507,31612.59674419,53082.7090878822546
1662987600,2022-09-12 13:00:00,XTZ/USDT,1.71262,1.71285,1.69235,1.69686,4761.66113282,8101.5029200712338
1662984000,2022-09-12 12:00:00,XTZ/USDT,1.70753,1.7148,1.70387,1.71037,26824.40393811,45824.950398343036
1662980400,2022-09-12 11:00:00,XTZ/USDT,1.7098,1.72432,1.70608,1.71203,19948.13953049,34211.658478365466
1662976800,2022-09-12 10:00:00,XTZ/USDT,1.70893,1.71094,1.69126,1.71036,4195.58465229,7152.4733564453886
1662973200,2022-09-12 09:00:00,XTZ/USDT,1.69594,1.71286,1.69269,1.70851,11103.96467006,18909.9293280367798
1662969600,2022-09-12 08:00:00,XTZ/USDT,1.67999,1.69602,1.67292,1.69325,5336.09961269,9005.2395440903846
1662966000,2022-09-12 07:00:00,XTZ/USDT,1.66542,1.67941,1.6625,1.6791,7945.58614338,13266.515934792545
1662962400,2022-09-12 06:00:00,XTZ/USDT,1.66386,1.66605,1.65976,1.6639,9081.1867,15098.315077988
1662958800,2022-09-12 05:00:00,XTZ/USDT,1.66404,1.66743,1.65515,1.6631,11140.68526054,18538.6181842999018
1662955200,2022-09-12 04:00:00,XTZ/USDT,1.65716,1.66523,1.655,1.66285,3649.82002741,6066.6610311671761
1662951600,2022-09-12 03:00:00,XTZ/USDT,1.67225,1.67969,1.646,1.65678,24380.44661892,40435.3901821217598
1662948000,2022-09-12 02:00:00,XTZ/USDT,1.70759,1.70939,1.66363,1.67423,19112.8435573,32150.2718608298198
1662944400,2022-09-12 01:00:00,XTZ/USDT,1.64619,1.71717,1.6416,1.70488,17347.83616775,28999.0981822253322
1662940800,2022-09-12 00:00:00,XTZ/USDT,1.68296,1.68296,1.6448,1.64482,17746.8097159,29540.0583247993208
1662937200,2022-09-11 23:00:00,XTZ/USDT,1.66765,1.68566,1.65943,1.68368,6693.27462821,11210.241036698909
1662933600,2022-09-11 22:00:00,XTZ/USDT,1.65976,1.68188,1.65976,1.66786,13090.0956,21917.751647243
1662930000,2022-09-11 21:00:00,XTZ/USDT,1.68496,1.69099,1.65252,1.6589,21792.4221046,36537.5169192374948
1662926400,2022-09-11 20:00:00,XTZ/USDT,1.70015,1.70044,1.66914,1.68535,7660.74081285,12860.6358189407267
1662922800,2022-09-11 19:00:00,XTZ/USDT,1.69956,1.70661,1.69618,1.69864,3306.89097994,5621.0501862826996
1662919200,2022-09-11 18:00:00,XTZ/USDT,1.71675,1.71811,1.69771,1.69771,2899.95438489,4960.2745024410194
1662915600,2022-09-11 17:00:00,XTZ/USDT,1.72837,1.72891,1.71312,1.71627,4388.94933057,7556.459218689622
1662912000,2022-09-11 16:00:00,XTZ/USDT,1.716,1.72878,1.71552,1.72534,5918.77161343,10204.070927634514
1662908400,2022-09-11 15:00:00,XTZ/USDT,1.70926,1.71808,1.70926,1.71208,16894.58482835,28971.7839531865507
1662904800,2022-09-11 14:00:00,XTZ/USDT,1.70507,1.70952,1.6895,1.7082,2286.8609555,3890.9251913577925
1662901200,2022-09-11 13:00:00,XTZ/USDT,1.69778,1.70747,1.68815,1.70298,6791.9532651,11521.2251084016725
1662897600,2022-09-11 12:00:00,XTZ/USDT,1.72345,1.72591,1.695,1.69929,9539.70750903,16311.3908636395837
1662894000,2022-09-11 11:00:00,XTZ/USDT,1.6908,1.72743,1.6908,1.72204,12389.75249297,21216.0224036671476
1662890400,2022-09-11 10:00:00,XTZ/USDT,1.68248,1.69861,1.6824,1.69141,7561.17432323,12774.9919430747972
1662886800,2022-09-11 09:00:00,XTZ/USDT,1.71234,1.71234,1.68188,1.68218,15186.95175117,25677.6185631731638
1662883200,2022-09-11 08:00:00,XTZ/USDT,1.68551,1.758,1.68268,1.71053,38183.75253122,65525.8069074590849
1662879600,2022-09-11 07:00:00,XTZ/USDT,1.6591,1.69928,1.6591,1.6853,15595.46571495,26150.4543288695887
1662876000,2022-09-11 06:00:00,XTZ/USDT,1.66871,1.68075,1.6458,1.661,5580.82085199,9290.8742884584787
1662872400,2022-09-11 05:00:00,XTZ/USDT,1.66409,1.67155,1.6618,1.66781,1094.55240217,1825.1741371691398
1662868800,2022-09-11 04:00:00,XTZ/USDT,1.66,1.66984,1.66,1.66409,1562.14837352,2599.7964468267705
1662865200,2022-09-11 03:00:00,XTZ/USDT,1.6558,1.66172,1.65524,1.65998,365.80455679,606.6746466022711
1662861600,2022-09-11 02:00:00,XTZ/USDT,1.66199,1.66199,1.64824,1.65451,2176.85324321,3605.9808968264937
1662858000,2022-09-11 01:00:00,XTZ/USDT,1.66502,1.67396,1.66,1.66,3247.80229622,5415.9611287104928
1662854400,2022-09-11 00:00:00,XTZ/USDT,1.66331,1.6764,1.66022,1.66509,4403.18356549,7345.2936799820836
1662850800,2022-09-10 23:00:00,XTZ/USDT,1.67535,1.67535,1.66082,1.66514,2045.25910887,3415.6756312807769
1662847200,2022-09-10 22:00:00,XTZ/USDT,1.66104,1.6805,1.66016,1.6759,4943.1722583,8283.3409263266938
1662843600,2022-09-10 21:00:00,XTZ/USDT,1.64999,1.66986,1.64912,1.65776,1395.88857664,2315.81997124397
1662840000,2022-09-10 20:00:00,XTZ/USDT,1.66017,1.66017,1.64274,1.64763,1293.68709077,2129.3105060794102
1662836400,2022-09-10 19:00:00,XTZ/USDT,1.65781,1.661,1.65622,1.66017,1585.50003604,2631.1144686933704
1662832800,2022-09-10 18:00:00,XTZ/USDT,1.65142,1.66151,1.64923,1.66103,3601.38280466,5961.6782917834314
1662829200,2022-09-10 17:00:00,XTZ/USDT,1.66598,1.6667,1.65,1.65115,1671.79274598,2771.8496542439792
1662825600,2022-09-10 16:00:00,XTZ/USDT,1.67291,1.67368,1.65425,1.66624,6944.14832419,11560.1400426722378
1662822000,2022-09-10 15:00:00,XTZ/USDT,1.65412,1.67559,1.65268,1.6741,18748.11364883,31311.9663540082887
1662818400,2022-09-10 14:00:00,XTZ/USDT,1.64739,1.65976,1.6455,1.65359,1636.2002,2706.691046405
1662814800,2022-09-10 13:00:00,XTZ/USDT,1.65756,1.66372,1.64274,1.64678,3897.06743728,6453.69328720168
1662811200,2022-09-10 12:00:00,XTZ/USDT,1.65826,1.66372,1.642,1.66143,6198.82571814,10279.028909125427
1662807600,2022-09-10 11:00:00,XTZ/USDT,1.64807,1.65775,1.64389,1.65434,4206.1947,6946.324941116
1662804000,2022-09-10 10:00:00,XTZ/USDT,1.64639,1.64788,1.63536,1.64759,2289.5411086,3764.054963424172
1662800400,2022-09-10 09:00:00,XTZ/USDT,1.63947,1.65331,1.63947,1.64737,17815.39837276,29337.5410071628425
1662796800,2022-09-10 08:00:00,XTZ/USDT,1.63359,1.65577,1.63118,1.63987,32890.21815856,54129.5583748419059
1662793200,2022-09-10 07:00:00,XTZ/USDT,1.66756,1.66791,1.62585,1.62921,4779.3508356,7869.2417218780881
1662789600,2022-09-10 06:00:00,XTZ/USDT,1.65028,1.66838,1.64859,1.66472,5358.81741115,8897.2455456557295
1662786000,2022-09-10 05:00:00,XTZ/USDT,1.65069,1.65381,1.643,1.64813,4232.33979817,6978.9284043662433
1662782400,2022-09-10 04:00:00,XTZ/USDT,1.6513,1.66948,1.64613,1.64969,5194.54086147,8627.1266738121209
1662778800,2022-09-10 03:00:00,XTZ/USDT,1.6608,1.66152,1.65161,1.6522,12600.34105337,20879.3712673011278
1662775200,2022-09-10 02:00:00,XTZ/USDT,1.65272,1.66285,1.65161,1.65932,4157.83665915,6887.7836819082395
1662771600,2022-09-10 01:00:00,XTZ/USDT,1.65077,1.66268,1.65077,1.65456,19221.60878842,31823.8704272597845
1662768000,2022-09-10 00:00:00,XTZ/USDT,1.64298,1.66064,1.63976,1.64955,12579.93017887,20747.5585598768254
1662764400,2022-09-09 23:00:00,XTZ/USDT,1.63138,1.65174,1.61622,1.64298,26351.73361265,42886.5147941398109
1662760800,2022-09-09 22:00:00,XTZ/USDT,1.62703,1.64353,1.62703,1.63075,3564.69979044,5824.9156977772982
1662757200,2022-09-09 21:00:00,XTZ/USDT,1.6261,1.63163,1.62321,1.62561,4236.14014227,6889.1253814867416
1662753600,2022-09-09 20:00:00,XTZ/USDT,1.62424,1.6328,1.621,1.62531,18319.01081102,29779.4967045197129
1662750000,2022-09-09 19:00:00,XTZ/USDT,1.61539,1.6258,1.61504,1.62443,5163.57535339,8358.6839209740533
1662746400,2022-09-09 18:00:00,XTZ/USDT,1.61704,1.61898,1.61245,1.61538,2543.60308932,4108.9761775313726
1662742800,2022-09-09 17:00:00,XTZ/USDT,1.63415,1.63415,1.61604,1.61727,18899.88991082,30623.7758673432806
1662739200,2022-09-09 16:00:00,XTZ/USDT,1.62957,1.63396,1.61904,1.63396,6431.06810582,10453.7447986151645
1662735600,2022-09-09 15:00:00,XTZ/USDT,1.62874,1.63566,1.62533,1.62875,20347.55521208,33173.1498920762099
1662732000,2022-09-09 14:00:00,XTZ/USDT,1.63427,1.6389,1.6224,1.6303,8653.8750468,14089.5413229537519
1662728400,2022-09-09 13:00:00,XTZ/USDT,1.64674,1.64674,1.62436,1.63189,7295.03537297,11929.3782766453092
1662724800,2022-09-09 12:00:00,XTZ/USDT,1.64323,1.66403,1.63994,1.64736,5477.54050854,9025.8003113615484
1662721200,2022-09-09 11:00:00,XTZ/USDT,1.64197,1.6594,1.63479,1.64233,21261.40942809,35018.5657422623484
1662717600,2022-09-09 10:00:00,XTZ/USDT,1.63921,1.64571,1.63381,1.64303,5814.26653805,9539.1234662200309
1662714000,2022-09-09 09:00:00,XTZ/USDT,1.64597,1.64605,1.63281,1.63951,23199.79868394,37971.136965710621
1662710400,2022-09-09 08:00:00,XTZ/USDT,1.6146,1.65506,1.61248,1.64721,17861.71728876,29275.2582315948419
1662706800,2022-09-09 07:00:00,XTZ/USDT,1.61925,1.62049,1.61362,1.61561,8115.29054671,13117.1085847847411
1662703200,2022-09-09 06:00:00,XTZ/USDT,1.62319,1.63214,1.61735,1.61856,29331.63744078,47621.6252781861076
1662699600,2022-09-09 05:00:00,XTZ/USDT,1.62249,1.63062,1.62223,1.624,24140.34767831,39260.0048296460733
1662696000,2022-09-09 04:00:00,XTZ/USDT,1.61421,1.627,1.61207,1.62277,6381.7059385,10326.031103132603
1662692400,2022-09-09 03:00:00,XTZ/USDT,1.60309,1.61762,1.5965,1.61411,10165.26488773,16369.9734217958081
1662688800,2022-09-09 02:00:00,XTZ/USDT,1.59929,1.61248,1.59891,1.60102,17432.74500235,27987.2987101054862
1662685200,2022-09-09 01:00:00,XTZ/USDT,1.59549,1.60394,1.59549,1.59929,5031.49011791,8050.2386605732122
1662681600,2022-09-09 00:00:00,XTZ/USDT,1.588,1.6003,1.58336,1.59428,21648.99289944,34493.4103310547768
1662678000,2022-09-08 23:00:00,XTZ/USDT,1.59109,1.59718,1.58617,1.588,21409.09053443,34091.7204361370429
1662674400,2022-09-08 22:00:00,XTZ/USDT,1.58005,1.59088,1.57687,1.58881,18277.56465658,28931.7828129745226
1662670800,2022-09-08 21:00:00,XTZ/USDT,1.57848,1.58057,1.56831,1.57968,3922.21815567,6169.2430042513003
1662667200,2022-09-08 20:00:00,XTZ/USDT,1.57578,1.58647,1.57269,1.57576,21608.31951803,34178.3184342614609
