https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume SMART
1663372800000,2022-09-17 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,3e-08,0.0019929555999999,66431.85333333
1663286400000,2022-09-16 00:00:00,SMART/BTC,3e-08,3e-08,2e-08,3e-08,0.0033393900000017996,111313.00000006
1663200000000,2022-09-15 00:00:00,SMART/BTC,3e-08,3e-08,3e-08,3e-08,0.0041689735270839,138965.78423613
1662768000000,2022-09-10 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,2e-08,0.0022008544066666,110042.72033333
1662681600000,2022-09-09 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,0.000256447895,12822.39475
1662595200000,2022-09-08 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,0.006675857646877,333792.88234385
1662508800000,2022-09-07 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,3e-08,0.0032069952380762994,106899.84126921
1662422400000,2022-09-06 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,3e-08,0.0246527264770584,821757.54923528
1662336000000,2022-09-05 00:00:00,SMART/BTC,3e-08,3e-08,3e-08,3e-08,0.0027344272779164995,91147.57593055
1662249600000,2022-09-04 00:00:00,SMART/BTC,3e-08,3e-08,3e-08,3e-08,0.0011856024999999,39520.08333333
1662163200000,2022-09-03 00:00:00,SMART/BTC,3e-08,3e-08,3e-08,3e-08,0.0009210699999998999,30702.33333333
1662076800000,2022-09-02 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,3e-08,0.0001559120837571,5197.06945857
1661990400000,2022-09-01 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,3e-08,0.04523331330081779,1507777.11002726
1661904000000,2022-08-31 00:00:00,SMART/BTC,3e-08,3e-08,3e-08,3e-08,0.00029396999999999995,9799
1661817600000,2022-08-30 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,3e-08,0.00045138937050809996,15046.31235027
1661731200000,2022-08-29 00:00:00,SMART/BTC,3e-08,3e-08,3e-08,3e-08,0.00022683999999989997,7561.33333333
1661644800000,2022-08-28 00:00:00,SMART/BTC,3e-08,3e-08,3e-08,3e-08,0.0005666582530379999,18888.6084346
1661558400000,2022-08-27 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,3e-08,0.0063710591099996996,212368.63699999
1661472000000,2022-08-26 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,2.3948000000000002e-05,1197.4
1661212800000,2022-08-23 00:00:00,SMART/BTC,3e-08,3e-08,3e-08,3e-08,0.0015933299999999998,53111
1661040000000,2022-08-21 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,3e-08,0.011768767942780199,392292.26475934
1660953600000,2022-08-20 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,3e-08,4.9204652781299994e-05,1640.15509271
1660867200000,2022-08-19 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,3e-08,4.959e-05,1653
1660780800000,2022-08-18 00:00:00,SMART/BTC,3e-08,3e-08,2e-08,3e-08,0.005402086445483699,180069.54818279
1660694400000,2022-08-17 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,3e-08,0.000524246685,17474.8895
1660608000000,2022-08-16 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,3e-08,0.0515467958972997,1718226.52990999
1660521600000,2022-08-15 00:00:00,SMART/BTC,3e-08,3e-08,3e-08,3e-08,0.0008248395052098,27494.65017366
1660435200000,2022-08-14 00:00:00,SMART/BTC,3e-08,3e-08,2e-08,2e-08,0.001264525869576,63226.2934788
1660348800000,2022-08-13 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,3e-08,0.0344304612716874,1147682.04238958
1660262400000,2022-08-12 00:00:00,SMART/BTC,3e-08,3e-08,3e-08,3e-08,3.45e-05,1150
1660176000000,2022-08-11 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,3e-08,0.07156888683144959,2385629.56104832
1660003200000,2022-08-09 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,6.452208e-05,3226.104
1659916800000,2022-08-08 00:00:00,SMART/BTC,3e-08,3e-08,2e-08,2e-08,0.0040742531699912,203712.65849956
1659830400000,2022-08-07 00:00:00,SMART/BTC,3e-08,3e-08,2e-08,2e-08,0.0015877819640022002,79389.09820011
1659744000000,2022-08-06 00:00:00,SMART/BTC,3e-08,3e-08,2e-08,2e-08,0.00045308,22654
1659484800000,2022-08-03 00:00:00,SMART/BTC,3e-08,3e-08,3e-08,3e-08,0.007461699999999899,248723.33333333
1659398400000,2022-08-02 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,7.60714435074e-05,3803.57217537
1659312000000,2022-08-01 00:00:00,SMART/BTC,3e-08,3e-08,3e-08,3e-08,0.000309,10300
1659225600000,2022-07-31 00:00:00,SMART/BTC,3e-08,3e-08,2e-08,3e-08,0.0011254834949999998,37516.1165
1659139200000,2022-07-30 00:00:00,SMART/BTC,3e-08,3e-08,2e-08,3e-08,0.0007349999999996999,24499.99999999
1658966400000,2022-07-28 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,3.13021000006e-05,1565.10500003
1658880000000,2022-07-27 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,2e-08,0.0042395643525028,211978.21762514
1658793600000,2022-07-26 00:00:00,SMART/BTC,3e-08,3e-08,2e-08,2e-08,0.0070562430349112,352812.15174556
1658707200000,2022-07-25 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,2e-08,0.0015656670360794,78283.35180397
1658620800000,2022-07-24 00:00:00,SMART/BTC,3e-08,3e-08,2e-08,2e-08,0.0012403258082856001,62016.29041428
1658534400000,2022-07-23 00:00:00,SMART/BTC,3e-08,3e-08,2e-08,3e-08,0.0048564184125038995,161880.61375013
1658448000000,2022-07-22 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,0.0039714880733264,198574.40366632
1658361600000,2022-07-21 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,8.46801583586e-05,4234.00791793
1658275200000,2022-07-20 00:00:00,SMART/BTC,2e-08,3e-08,1e-08,2e-08,0.0152736528178958,763682.64089479
1658188800000,2022-07-19 00:00:00,SMART/BTC,2e-08,2e-08,1e-08,2e-08,0.0084054884245498,420274.42122749
1658102400000,2022-07-18 00:00:00,SMART/BTC,1e-08,3e-08,1e-08,2e-08,0.0453125574636216,2265627.87318108
1658016000000,2022-07-17 00:00:00,SMART/BTC,2e-08,2e-08,1e-08,2e-08,0.021803278596967197,1090163.92984836
1657929600000,2022-07-16 00:00:00,SMART/BTC,2e-08,3e-08,1e-08,2e-08,0.061411630334402,3070581.5167201
1657843200000,2022-07-15 00:00:00,SMART/BTC,2e-08,2e-08,1e-08,2e-08,0.0266841781124756,1334208.90562378
1657756800000,2022-07-14 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,0.0005795228643872,28976.14321936
1657670400000,2022-07-13 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,0.0354957848436084,1774789.24218042
1657584000000,2022-07-12 00:00:00,SMART/BTC,3e-08,3e-08,2e-08,2e-08,8.911995333319999e-05,4455.99766666
1657497600000,2022-07-11 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,0.000822834016,41141.7008
1657324800000,2022-07-09 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,0.00047562176920760003,23781.08846038
1657238400000,2022-07-08 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,2e-08,0.014503038666082,725151.9333041
1657152000000,2022-07-07 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,6.252531780000001e-05,3126.26589
1657065600000,2022-07-06 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,2e-08,0.0222170579091134,1110852.89545567
1656979200000,2022-07-05 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,0.14959195735525319,7479597.86776266
1656892800000,2022-07-04 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,0.00162868,81434.0
1656806400000,2022-07-03 00:00:00,SMART/BTC,2e-08,2e-08,2e-08,2e-08,0.0001513648558,7568.24279
1656720000000,2022-07-02 00:00:00,SMART/BTC,2e-08,3e-08,2e-08,2e-08,0.0019800439046264,99002.19523132
