https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LOKA,Volume USDT
1663362000,2022-09-16 21:00:00,LOKA/USDT,0.5686,0.5773,0.5683,0.5773,3370.1823,1931.91593928
1663358400,2022-09-16 20:00:00,LOKA/USDT,0.565,0.5714,0.5638,0.5714,841.135,475.25841787
1663354800,2022-09-16 19:00:00,LOKA/USDT,0.5594,0.564,0.5594,0.564,154.8255,86.97674391
1663351200,2022-09-16 18:00:00,LOKA/USDT,0.5583,0.5616,0.5583,0.5616,105.9748,59.20522431
1663347600,2022-09-16 17:00:00,LOKA/USDT,0.5565,0.5588,0.5513,0.5588,2102.7099,1163.46499421
1663344000,2022-09-16 16:00:00,LOKA/USDT,0.5639,0.564,0.5559,0.5602,1290.6527,720.42505503
1663340400,2022-09-16 15:00:00,LOKA/USDT,0.5582,0.5635,0.5566,0.5635,3427.2016,1911.84337833
1663336800,2022-09-16 14:00:00,LOKA/USDT,0.5662,0.5692,0.5572,0.5575,2607.2148,1465.45574559
1663333200,2022-09-16 13:00:00,LOKA/USDT,0.5659,0.5659,0.5625,0.5625,12.6774,7.15461746
1663329600,2022-09-16 12:00:00,LOKA/USDT,0.5703,0.5703,0.5662,0.5662,1115.4691,632.26705445
1663326000,2022-09-16 11:00:00,LOKA/USDT,0.5686,0.5726,0.5674,0.5726,1461.2619,830.98535773
1663322400,2022-09-16 10:00:00,LOKA/USDT,0.5776,0.5776,0.5688,0.5688,616.337,353.42020591
1663318800,2022-09-16 09:00:00,LOKA/USDT,0.5758,0.5773,0.5748,0.5748,840.5337,484.48936962
1663315200,2022-09-16 08:00:00,LOKA/USDT,0.582,0.582,0.5733,0.5734,3265.422,1880.81410967
1663311600,2022-09-16 07:00:00,LOKA/USDT,0.5954,0.601,0.581,0.581,6967.7698,4145.94951088
1663308000,2022-09-16 06:00:00,LOKA/USDT,0.5966,0.612,0.5935,0.5935,11049.7288,6679.08995184
1663304400,2022-09-16 05:00:00,LOKA/USDT,0.5901,0.5962,0.5896,0.5962,1881.8082,1115.16612523
1663300800,2022-09-16 04:00:00,LOKA/USDT,0.5929,0.602,0.5891,0.59,3540.5981,2109.42582967
1663297200,2022-09-16 03:00:00,LOKA/USDT,0.5958,0.5962,0.5892,0.5892,1386.6193,820.20520336
1663293600,2022-09-16 02:00:00,LOKA/USDT,0.6044,0.6044,0.5904,0.5955,4224.5819,2518.38536823
1663290000,2022-09-16 01:00:00,LOKA/USDT,0.5913,0.6086,0.591,0.6021,2246.6981,1341.51933706
1663286400,2022-09-16 00:00:00,LOKA/USDT,0.581,0.5916,0.5787,0.5916,855.3675,504.45187873
1663282800,2022-09-15 23:00:00,LOKA/USDT,0.5805,0.5847,0.5802,0.5847,1048.5397,611.4617454
1663279200,2022-09-15 22:00:00,LOKA/USDT,0.5847,0.5847,0.5805,0.5817,1425.2687,829.81001743
1663275600,2022-09-15 21:00:00,LOKA/USDT,0.5869,0.5926,0.5841,0.5856,4160.6405,2451.7657577
1663272000,2022-09-15 20:00:00,LOKA/USDT,0.592,0.595,0.5836,0.5836,4142.8331,2439.01459938
1663268400,2022-09-15 19:00:00,LOKA/USDT,0.5807,0.5932,0.5787,0.5932,864.0697,506.35859723
1663264800,2022-09-15 18:00:00,LOKA/USDT,0.5801,0.5842,0.5768,0.5842,7939.3425,4590.69376758
1663261200,2022-09-15 17:00:00,LOKA/USDT,0.5787,0.5826,0.5787,0.5825,480.3946,279.64395067
1663257600,2022-09-15 16:00:00,LOKA/USDT,0.57,0.5776,0.5693,0.5776,1998.3329,1149.24456585
1663254000,2022-09-15 15:00:00,LOKA/USDT,0.5665,0.5753,0.565,0.5713,10093.3228,5725.60435989
1663250400,2022-09-15 14:00:00,LOKA/USDT,0.5824,0.5835,0.5648,0.5666,7491.5352,4283.90512912
1663246800,2022-09-15 13:00:00,LOKA/USDT,0.5849,0.5859,0.5787,0.5787,4199.9151,2449.17488689
1663243200,2022-09-15 12:00:00,LOKA/USDT,0.6086,0.6161,0.5838,0.5884,10675.6586,6388.72562982
1663239600,2022-09-15 11:00:00,LOKA/USDT,0.58,0.6376,0.58,0.6064,43460.7689,26920.24962967
1663236000,2022-09-15 10:00:00,LOKA/USDT,0.5773,0.5847,0.5773,0.58,1880.8481,1093.0583535
1663232400,2022-09-15 09:00:00,LOKA/USDT,0.5736,0.577,0.5736,0.577,1281.608,738.2375892
1663228800,2022-09-15 08:00:00,LOKA/USDT,0.5776,0.5776,0.5733,0.5747,430.1187,247.1222185
1663225200,2022-09-15 07:00:00,LOKA/USDT,0.5756,0.5826,0.5756,0.582,5336.0497,3089.62017127
1663221600,2022-09-15 06:00:00,LOKA/USDT,0.5646,0.5763,0.5613,0.5732,1098.792,623.57776329
1663218000,2022-09-15 05:00:00,LOKA/USDT,0.5646,0.5646,0.5646,0.5646,0,0
1663214400,2022-09-15 04:00:00,LOKA/USDT,0.5666,0.5666,0.5646,0.5646,449.2631,253.78602552
1663210800,2022-09-15 03:00:00,LOKA/USDT,0.5662,0.5674,0.5639,0.5651,1418.0509,803.44375412
1663207200,2022-09-15 02:00:00,LOKA/USDT,0.57,0.57,0.5666,0.5666,774.466,439.06991963
1663203600,2022-09-15 01:00:00,LOKA/USDT,0.5714,0.5714,0.5713,0.5713,421.5086,240.84997472
1663200000,2022-09-15 00:00:00,LOKA/USDT,0.5744,0.576,0.5718,0.5728,3798.0817,2181.3891792
1663196400,2022-09-14 23:00:00,LOKA/USDT,0.575,0.575,0.575,0.575,0,0
1663192800,2022-09-14 22:00:00,LOKA/USDT,0.5733,0.5764,0.5727,0.575,13917.229,8002.83293375
1663189200,2022-09-14 21:00:00,LOKA/USDT,0.5683,0.5728,0.5666,0.5728,675.4209,385.70358975
1663185600,2022-09-14 20:00:00,LOKA/USDT,0.5695,0.5699,0.5695,0.5699,1.5114,0.86111054
1663182000,2022-09-14 19:00:00,LOKA/USDT,0.5671,0.5692,0.5671,0.5692,732.9637,416.64206237
1663178400,2022-09-14 18:00:00,LOKA/USDT,0.5784,0.5784,0.5632,0.5653,1353.9081,773.19638231
1663174800,2022-09-14 17:00:00,LOKA/USDT,0.5788,0.5788,0.5788,0.5788,0.1964,0.11367632
1663171200,2022-09-14 16:00:00,LOKA/USDT,0.58,0.581,0.576,0.5802,1152.2507,667.14026953
1663167600,2022-09-14 15:00:00,LOKA/USDT,0.5724,0.5802,0.5724,0.5784,1571.4256,904.31351206
1663164000,2022-09-14 14:00:00,LOKA/USDT,0.5706,0.5724,0.5683,0.5713,1733.4463,986.92104769
1663160400,2022-09-14 13:00:00,LOKA/USDT,0.5717,0.5721,0.5675,0.5721,752.6169,429.34159818
1663156800,2022-09-14 12:00:00,LOKA/USDT,0.5625,0.575,0.562,0.5713,14873.7525,8374.30105967
1663153200,2022-09-14 11:00:00,LOKA/USDT,0.5659,0.5659,0.563,0.563,47.9352,27.11861965
1663149600,2022-09-14 10:00:00,LOKA/USDT,0.5762,0.5762,0.5639,0.5639,2655.3035,1513.06679363
1663146000,2022-09-14 09:00:00,LOKA/USDT,0.5759,0.577,0.5737,0.577,386.0862,221.8567694
1663142400,2022-09-14 08:00:00,LOKA/USDT,0.5766,0.5767,0.5736,0.5764,1539.2798,886.96370926
1663138800,2022-09-14 07:00:00,LOKA/USDT,0.5815,0.5816,0.5745,0.575,1024.1987,594.81798239
1663135200,2022-09-14 06:00:00,LOKA/USDT,0.5838,0.5838,0.5787,0.5787,154.954,90.31595693
1663131600,2022-09-14 05:00:00,LOKA/USDT,0.5836,0.5848,0.5835,0.5835,21.7426,12.69281199
1663128000,2022-09-14 04:00:00,LOKA/USDT,0.5843,0.5861,0.5837,0.5848,393.5953,230.28416861
1663124400,2022-09-14 03:00:00,LOKA/USDT,0.5831,0.5853,0.582,0.582,140.3047,81.99091164
1663120800,2022-09-14 02:00:00,LOKA/USDT,0.5836,0.5861,0.5836,0.5848,243.5819,142.41338218
1663117200,2022-09-14 01:00:00,LOKA/USDT,0.5812,0.5812,0.58,0.58,207.8635,120.57486277
1663113600,2022-09-14 00:00:00,LOKA/USDT,0.584,0.5861,0.5815,0.5833,89.5153,52.13773966
1663110000,2022-09-13 23:00:00,LOKA/USDT,0.5859,0.5859,0.5844,0.5844,203.0601,118.78723816
1663106400,2022-09-13 22:00:00,LOKA/USDT,0.5874,0.5874,0.5874,0.5874,327.8011,192.55036614
1663102800,2022-09-13 21:00:00,LOKA/USDT,0.5962,0.6164,0.5861,0.5861,9671.1091,5856.44266012
1663099200,2022-09-13 20:00:00,LOKA/USDT,0.5846,0.6016,0.5846,0.5964,13026.9293,7652.17893718
1663095600,2022-09-13 19:00:00,LOKA/USDT,0.5802,0.5844,0.5787,0.5844,1553.551,904.36912896
1663092000,2022-09-13 18:00:00,LOKA/USDT,0.5874,0.5874,0.5807,0.5807,1169.4167,685.76449604
1663088400,2022-09-13 17:00:00,LOKA/USDT,0.5881,0.59,0.5878,0.59,1459.2244,859.89048571
1663084800,2022-09-13 16:00:00,LOKA/USDT,0.581,0.5881,0.58,0.5881,2126.2056,1237.93620991
1663081200,2022-09-13 15:00:00,LOKA/USDT,0.5861,0.5905,0.5787,0.5787,1877.8668,1106.52155151
1663077600,2022-09-13 14:00:00,LOKA/USDT,0.5826,0.5856,0.581,0.5856,675.264,394.5476746
1663074000,2022-09-13 13:00:00,LOKA/USDT,0.5824,0.589,0.5767,0.5832,3360.656,1956.69411561
1663070400,2022-09-13 12:00:00,LOKA/USDT,0.6134,0.614,0.5759,0.5819,11986.0142,7133.3385271
1663066800,2022-09-13 11:00:00,LOKA/USDT,0.614,0.6165,0.6124,0.6143,2412.3622,1485.56171098
1663063200,2022-09-13 10:00:00,LOKA/USDT,0.6114,0.6132,0.6087,0.6132,275.6983,168.10452134
1663059600,2022-09-13 09:00:00,LOKA/USDT,0.6132,0.6132,0.61,0.6102,730.7729,446.89324986
1663056000,2022-09-13 08:00:00,LOKA/USDT,0.6157,0.6157,0.6135,0.6135,33.5509,20.59304241
1663052400,2022-09-13 07:00:00,LOKA/USDT,0.6163,0.6197,0.6134,0.6197,13.1096,8.09358452
1663048800,2022-09-13 06:00:00,LOKA/USDT,0.6169,0.6281,0.6133,0.6134,6072.1433,3772.67621691
1663045200,2022-09-13 05:00:00,LOKA/USDT,0.6144,0.6179,0.6144,0.6179,3.6784,2.2717173
1663041600,2022-09-13 04:00:00,LOKA/USDT,0.6197,0.62,0.6146,0.6146,540.2225,332.02971268
1663038000,2022-09-13 03:00:00,LOKA/USDT,0.6155,0.6195,0.6155,0.6195,633.8052,391.85602328
1663034400,2022-09-13 02:00:00,LOKA/USDT,0.6083,0.6153,0.6067,0.6153,541.7092,332.99017748
1663030800,2022-09-13 01:00:00,LOKA/USDT,0.6142,0.6142,0.6086,0.6097,2183.7029,1332.56709282
1663027200,2022-09-13 00:00:00,LOKA/USDT,0.6174,0.6194,0.6086,0.6141,1232.6605,755.66241264
1663023600,2022-09-12 23:00:00,LOKA/USDT,0.6143,0.6144,0.6128,0.6128,266.6229,163.79847171
1663020000,2022-09-12 22:00:00,LOKA/USDT,0.616,0.6174,0.616,0.6174,23.8113,14.69901694
1663016400,2022-09-12 21:00:00,LOKA/USDT,0.6157,0.6157,0.611,0.6157,489.1557,299.77841956
1663012800,2022-09-12 20:00:00,LOKA/USDT,0.6168,0.6197,0.6158,0.6197,2048.077,1264.77514925
1663009200,2022-09-12 19:00:00,LOKA/USDT,0.6114,0.6174,0.6112,0.6174,2356.5098,1444.17853245
1663005600,2022-09-12 18:00:00,LOKA/USDT,0.61,0.61,0.61,0.61,0,0
1663002000,2022-09-12 17:00:00,LOKA/USDT,0.613,0.615,0.61,0.61,112.1119,68.73272321
1662998400,2022-09-12 16:00:00,LOKA/USDT,0.6108,0.613,0.6046,0.6115,1991.3017,1214.53050437
1662994800,2022-09-12 15:00:00,LOKA/USDT,0.6256,0.6256,0.6106,0.6106,2237.3624,1384.52613036
1662991200,2022-09-12 14:00:00,LOKA/USDT,0.63,0.63,0.6196,0.6235,28466.3287,17761.68752561
1662987600,2022-09-12 13:00:00,LOKA/USDT,0.6327,0.6327,0.6303,0.6311,279.8722,176.6323844
1662984000,2022-09-12 12:00:00,LOKA/USDT,0.6313,0.6349,0.6313,0.6349,2063.5756,1308.16402463
1662980400,2022-09-12 11:00:00,LOKA/USDT,0.6325,0.6329,0.6302,0.6323,3443.5556,2175.57311374
1662976800,2022-09-12 10:00:00,LOKA/USDT,0.6358,0.6358,0.6315,0.6355,731.2357,462.75441051
1662973200,2022-09-12 09:00:00,LOKA/USDT,0.6381,0.6384,0.6346,0.6358,544.4861,346.25289953
1662969600,2022-09-12 08:00:00,LOKA/USDT,0.6392,0.6392,0.6387,0.6387,8.3344,5.32709238
1662966000,2022-09-12 07:00:00,LOKA/USDT,0.6371,0.6402,0.6371,0.6384,719.1556,460.02695012
1662962400,2022-09-12 06:00:00,LOKA/USDT,0.636,0.6369,0.636,0.6369,745.5267,474.74408063
1662958800,2022-09-12 05:00:00,LOKA/USDT,0.63,0.6372,0.63,0.6316,1452.66,919.97284131
1662955200,2022-09-12 04:00:00,LOKA/USDT,0.6231,0.6292,0.6231,0.6292,732.4673,458.0275202
1662951600,2022-09-12 03:00:00,LOKA/USDT,0.6241,0.6241,0.6184,0.6184,2047.0912,1268.58157491
1662948000,2022-09-12 02:00:00,LOKA/USDT,0.6311,0.6316,0.6217,0.6217,3021.2495,1895.02540079
1662944400,2022-09-12 01:00:00,LOKA/USDT,0.6193,0.6334,0.6172,0.6297,2355.7649,1475.37103307
1662940800,2022-09-12 00:00:00,LOKA/USDT,0.6268,0.6274,0.6193,0.6193,1189.041,741.75471145
1662937200,2022-09-11 23:00:00,LOKA/USDT,0.625,0.6258,0.625,0.6258,4.0234,2.51539436
1662933600,2022-09-11 22:00:00,LOKA/USDT,0.6196,0.6246,0.6196,0.6246,1007.3227,626.89962695
1662930000,2022-09-11 21:00:00,LOKA/USDT,0.6303,0.6303,0.6194,0.6194,1591.4572,992.61736634
1662926400,2022-09-11 20:00:00,LOKA/USDT,0.6334,0.6334,0.6303,0.6303,6.611,4.17716035
1662922800,2022-09-11 19:00:00,LOKA/USDT,0.6306,0.6319,0.6299,0.6319,2121.4488,1337.15532182
1662919200,2022-09-11 18:00:00,LOKA/USDT,0.6328,0.6328,0.6312,0.6312,361.9329,228.59878269
1662915600,2022-09-11 17:00:00,LOKA/USDT,0.6394,0.6394,0.6334,0.6334,559.3511,355.28345695
1662912000,2022-09-11 16:00:00,LOKA/USDT,0.6365,0.6388,0.636,0.6388,747.4295,476.73376155
1662908400,2022-09-11 15:00:00,LOKA/USDT,0.636,0.6428,0.636,0.6379,4016.6208,2566.88387115
1662904800,2022-09-11 14:00:00,LOKA/USDT,0.6352,0.6408,0.6319,0.6324,2910.6524,1848.12176297
1662901200,2022-09-11 13:00:00,LOKA/USDT,0.651,0.651,0.6292,0.6351,3695.7429,2363.2527642
1662897600,2022-09-11 12:00:00,LOKA/USDT,0.6473,0.6522,0.6354,0.6503,5699.8642,3666.14318074
1662894000,2022-09-11 11:00:00,LOKA/USDT,0.6386,0.6564,0.636,0.6476,7984.2676,5172.44780283
1662890400,2022-09-11 10:00:00,LOKA/USDT,0.6227,0.6436,0.6227,0.6349,6304.3069,4001.06308946
1662886800,2022-09-11 09:00:00,LOKA/USDT,0.6205,0.6209,0.6185,0.6185,167.4294,103.8725637
1662883200,2022-09-11 08:00:00,LOKA/USDT,0.621,0.6219,0.621,0.6216,275.6585,171.29974277
1662879600,2022-09-11 07:00:00,LOKA/USDT,0.6176,0.621,0.6176,0.621,18.8979,11.70516361
1662876000,2022-09-11 06:00:00,LOKA/USDT,0.6232,0.6232,0.6136,0.6157,1122.3723,691.06926517
1662872400,2022-09-11 05:00:00,LOKA/USDT,0.6237,0.6237,0.6231,0.6231,321.7097,200.64990268
1662868800,2022-09-11 04:00:00,LOKA/USDT,0.6246,0.6304,0.6238,0.6238,1915.4479,1200.49084403
1662865200,2022-09-11 03:00:00,LOKA/USDT,0.6214,0.6244,0.6208,0.6239,51.469,32.06702166
1662861600,2022-09-11 02:00:00,LOKA/USDT,0.6246,0.6246,0.6214,0.6214,10.2165,6.3735692
1662858000,2022-09-11 01:00:00,LOKA/USDT,0.6251,0.6281,0.6247,0.6259,430.9811,269.96624075
1662854400,2022-09-11 00:00:00,LOKA/USDT,0.6275,0.6275,0.6254,0.6264,514.7545,322.99358919
1662850800,2022-09-10 23:00:00,LOKA/USDT,0.6316,0.6318,0.6264,0.6264,401.9118,252.7548582
1662847200,2022-09-10 22:00:00,LOKA/USDT,0.6312,0.6332,0.6308,0.6324,2827.2454,1784.97643127
1662843600,2022-09-10 21:00:00,LOKA/USDT,0.6289,0.6303,0.6261,0.6296,1020.2704,641.09956039
1662840000,2022-09-10 20:00:00,LOKA/USDT,0.6309,0.6309,0.6262,0.6262,498.4433,312.99028098
1662836400,2022-09-10 19:00:00,LOKA/USDT,0.63,0.638,0.63,0.6312,379.5615,239.82939431
1662832800,2022-09-10 18:00:00,LOKA/USDT,0.6272,0.6292,0.6272,0.6292,9.5651,6.00523059
1662829200,2022-09-10 17:00:00,LOKA/USDT,0.6251,0.6251,0.6227,0.6227,591.6295,369.39658007
1662825600,2022-09-10 16:00:00,LOKA/USDT,0.623,0.6301,0.621,0.6274,1133.584,709.4733677
1662822000,2022-09-10 15:00:00,LOKA/USDT,0.6218,0.6245,0.6218,0.6241,373.4094,233.09452882
1662818400,2022-09-10 14:00:00,LOKA/USDT,0.6202,0.63,0.6202,0.6215,2553.0657,1600.67587942
1662814800,2022-09-10 13:00:00,LOKA/USDT,0.6346,0.6403,0.6184,0.6184,2651.2712,1670.87625409
1662811200,2022-09-10 12:00:00,LOKA/USDT,0.6283,0.6386,0.6202,0.6351,4341.5278,2744.99368158
1662807600,2022-09-10 11:00:00,LOKA/USDT,0.6228,0.6342,0.6228,0.6268,2136.734,1346.09410917
1662804000,2022-09-10 10:00:00,LOKA/USDT,0.628,0.6294,0.621,0.6232,926.5213,580.73992693
1662800400,2022-09-10 09:00:00,LOKA/USDT,0.6351,0.6351,0.6274,0.6274,319.3207,201.41020933
1662796800,2022-09-10 08:00:00,LOKA/USDT,0.6365,0.6391,0.6315,0.6315,127.4495,81.0177393
1662793200,2022-09-10 07:00:00,LOKA/USDT,0.6454,0.6454,0.6327,0.6339,1453.1917,929.22130897
1662789600,2022-09-10 06:00:00,LOKA/USDT,0.6334,0.66,0.6334,0.6436,3483.6733,2267.64481465
1662786000,2022-09-10 05:00:00,LOKA/USDT,0.6321,0.6334,0.6303,0.6303,620.6725,392.19535218
1662782400,2022-09-10 04:00:00,LOKA/USDT,0.6407,0.643,0.6299,0.6299,292.9853,186.7857447
1662778800,2022-09-10 03:00:00,LOKA/USDT,0.6436,0.6479,0.6412,0.6412,455.9988,294.71189706
1662775200,2022-09-10 02:00:00,LOKA/USDT,0.6716,0.6903,0.6386,0.6427,10823.7166,7188.38163189
1662771600,2022-09-10 01:00:00,LOKA/USDT,0.6551,0.6746,0.65,0.6746,6147.7622,4045.81713032
1662768000,2022-09-10 00:00:00,LOKA/USDT,0.6412,0.6586,0.6372,0.6586,2438.1711,1585.4010726
1662764400,2022-09-09 23:00:00,LOKA/USDT,0.651,0.6631,0.6414,0.6414,8529.3593,5581.97425229
1662760800,2022-09-09 22:00:00,LOKA/USDT,0.6866,0.693,0.636,0.651,33492.0319,22114.33698787
1662757200,2022-09-09 21:00:00,LOKA/USDT,0.63,0.712,0.6282,0.6869,36577.8248,25061.59352482
1662753600,2022-09-09 20:00:00,LOKA/USDT,0.6272,0.6545,0.6272,0.63,11227.2034,7206.96117158
1662750000,2022-09-09 19:00:00,LOKA/USDT,0.6165,0.6288,0.6165,0.6275,2109.9945,1310.41925946
1662746400,2022-09-09 18:00:00,LOKA/USDT,0.616,0.617,0.615,0.617,138.3151,85.10303626
1662742800,2022-09-09 17:00:00,LOKA/USDT,0.6288,0.6344,0.6172,0.6172,2503.97,1573.53601428
1662739200,2022-09-09 16:00:00,LOKA/USDT,0.6082,0.6325,0.6079,0.6314,4769.5844,2956.84722976
1662735600,2022-09-09 15:00:00,LOKA/USDT,0.6164,0.6191,0.6066,0.6066,10036.5327,6145.01566111
1662732000,2022-09-09 14:00:00,LOKA/USDT,0.6137,0.6191,0.6134,0.6167,2300.9855,1418.30018625
1662728400,2022-09-09 13:00:00,LOKA/USDT,0.6248,0.6314,0.6094,0.6147,47333.9132,29311.37326006
1662724800,2022-09-09 12:00:00,LOKA/USDT,0.6427,0.7803,0.6162,0.6269,137096.81882723,98488.682368432689
1662721200,2022-09-09 11:00:00,LOKA/USDT,0.6272,0.6892,0.6097,0.6398,27300.7622,17153.20328625
1662717600,2022-09-09 10:00:00,LOKA/USDT,0.6365,0.6413,0.6232,0.6232,19057.2321,12004.48243008
1662714000,2022-09-09 09:00:00,LOKA/USDT,0.6136,0.6568,0.6136,0.6371,21972.0727,14056.92566881
1662710400,2022-09-09 08:00:00,LOKA/USDT,0.6025,0.612,0.6025,0.612,3095.2271,1881.85798913
1662706800,2022-09-09 07:00:00,LOKA/USDT,0.6151,0.6278,0.6029,0.6029,13615.462,8388.61215572
1662703200,2022-09-09 06:00:00,LOKA/USDT,0.5956,0.6215,0.5916,0.616,12072.9605,7299.9619777
1662699600,2022-09-09 05:00:00,LOKA/USDT,0.5853,0.5975,0.5829,0.5955,2966.9009,1743.98258723
1662696000,2022-09-09 04:00:00,LOKA/USDT,0.5775,0.5873,0.5775,0.5859,5900.0994,3445.22474829
1662692400,2022-09-09 03:00:00,LOKA/USDT,0.5714,0.5779,0.5714,0.5779,1354.1149,779.13554945
1662688800,2022-09-09 02:00:00,LOKA/USDT,0.5673,0.5739,0.5668,0.5676,2494.0788,1424.53056958
1662685200,2022-09-09 01:00:00,LOKA/USDT,0.5652,0.5666,0.5652,0.5658,5.6749,3.20994456
1662681600,2022-09-09 00:00:00,LOKA/USDT,0.5628,0.5652,0.5625,0.5652,285.8968,160.88610753
1662678000,2022-09-08 23:00:00,LOKA/USDT,0.5627,0.5631,0.5627,0.5631,322.3985,181.41503975
1662674400,2022-09-08 22:00:00,LOKA/USDT,0.5627,0.5627,0.5627,0.5627,0,0
1662670800,2022-09-08 21:00:00,LOKA/USDT,0.5686,0.5686,0.5615,0.5627,1527.8141,863.86355389
1662667200,2022-09-08 20:00:00,LOKA/USDT,0.5696,0.574,0.5694,0.5696,1836.1103,1047.4625967
1662663600,2022-09-08 19:00:00,LOKA/USDT,0.566,0.5687,0.566,0.5687,856.5235,486.77096604
1662660000,2022-09-08 18:00:00,LOKA/USDT,0.5683,0.5701,0.5659,0.5674,3585.5847,2042.82226247
1662656400,2022-09-08 17:00:00,LOKA/USDT,0.5655,0.5686,0.5655,0.5686,5310.3319,3012.24003189
1662652800,2022-09-08 16:00:00,LOKA/USDT,0.5666,0.5666,0.5631,0.5637,16.6941,9.42424272
1662649200,2022-09-08 15:00:00,LOKA/USDT,0.5714,0.5727,0.5679,0.5683,5246.543,2992.15111003
1662645600,2022-09-08 14:00:00,LOKA/USDT,0.5666,0.57,0.565,0.57,3173.4068,1802.14683363
1662642000,2022-09-08 13:00:00,LOKA/USDT,0.5644,0.5721,0.5616,0.5714,5761.1814,3273.3441043
1662638400,2022-09-08 12:00:00,LOKA/USDT,0.5746,0.5746,0.565,0.565,2949.9148,1673.81653322
1662634800,2022-09-08 11:00:00,LOKA/USDT,0.5776,0.5798,0.5747,0.5775,3233.4615,1868.10063297
1662631200,2022-09-08 10:00:00,LOKA/USDT,0.5702,0.577,0.5702,0.5766,1436.5342,823.69682599
1662627600,2022-09-08 09:00:00,LOKA/USDT,0.5692,0.571,0.5692,0.5695,356.343,203.03845104
1662624000,2022-09-08 08:00:00,LOKA/USDT,0.5654,0.5711,0.5654,0.5703,2215.3322,1255.62507702
1662620400,2022-09-08 07:00:00,LOKA/USDT,0.5761,0.5761,0.5631,0.5655,7608.5238,4296.55351165
1662616800,2022-09-08 06:00:00,LOKA/USDT,0.5767,0.5783,0.5767,0.5778,1326.6107,766.17340709
1662613200,2022-09-08 05:00:00,LOKA/USDT,0.5775,0.5776,0.5756,0.5767,785.0506,453.37783387
1662609600,2022-09-08 04:00:00,LOKA/USDT,0.5723,0.5791,0.5723,0.5766,2072.2942,1194.97538516
1662606000,2022-09-08 03:00:00,LOKA/USDT,0.5745,0.5745,0.573,0.573,696.3055,398.98868703
1662602400,2022-09-08 02:00:00,LOKA/USDT,0.576,0.5776,0.576,0.5776,611.0455,352.53767611
