https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LOKA,Volume USDT
1659283200,2022-07-31 16:00:00,LOKA/USDT,0.8157,0.8212,0.8099,0.8212,11345.2545,9251.62049707
1659279600,2022-07-31 15:00:00,LOKA/USDT,0.8218,0.8276,0.8152,0.8157,4967.2274,4066.38995239
1659276000,2022-07-31 14:00:00,LOKA/USDT,0.8233,0.8235,0.8139,0.8235,4878.1935,4002.59353828
1659272400,2022-07-31 13:00:00,LOKA/USDT,0.8408,0.8453,0.8233,0.8273,4594.3699,3831.29198797
1659268800,2022-07-31 12:00:00,LOKA/USDT,0.8504,0.8504,0.8367,0.8388,7423.4176,6247.1927058
1659265200,2022-07-31 11:00:00,LOKA/USDT,0.8502,0.8611,0.8318,0.8538,11117.1019,9447.88333725
1659261600,2022-07-31 10:00:00,LOKA/USDT,0.8227,0.85,0.8222,0.85,6162.0253,5116.06462902
1659258000,2022-07-31 09:00:00,LOKA/USDT,0.8332,0.834,0.8155,0.8229,6710.3457,5518.85614886
1659254400,2022-07-31 08:00:00,LOKA/USDT,0.8183,0.8914,0.8055,0.834,31404.9944,26693.291253
1659250800,2022-07-31 07:00:00,LOKA/USDT,0.806,0.8309,0.803,0.822,6002.5908,4909.37799972
1659247200,2022-07-31 06:00:00,LOKA/USDT,0.796,0.8158,0.7914,0.8045,5110.3714,4138.97948424
1659243600,2022-07-31 05:00:00,LOKA/USDT,0.784,0.8006,0.784,0.8006,5583.2323,4447.6162493
1659240000,2022-07-31 04:00:00,LOKA/USDT,0.7807,0.7834,0.7807,0.7834,3923.7053,3070.19358644
1659236400,2022-07-31 03:00:00,LOKA/USDT,0.788,0.788,0.7784,0.7784,1089.9165,851.38386967
1659232800,2022-07-31 02:00:00,LOKA/USDT,0.7868,0.7925,0.781,0.7925,7168.1018,5602.19944581
1659229200,2022-07-31 01:00:00,LOKA/USDT,0.7929,0.7943,0.7816,0.7829,3604.4228,2843.11748595
1659225600,2022-07-31 00:00:00,LOKA/USDT,0.7679,0.7943,0.764,0.7943,1375.1419,1069.80623037
1659222000,2022-07-30 23:00:00,LOKA/USDT,0.78,0.78,0.7591,0.7683,2363.8884,1821.48675868
1659218400,2022-07-30 22:00:00,LOKA/USDT,0.788,0.788,0.7695,0.7808,7579.6484,5901.14737324
1659214800,2022-07-30 21:00:00,LOKA/USDT,0.796,0.796,0.7855,0.7935,1388.5406,1098.03379512
1659211200,2022-07-30 20:00:00,LOKA/USDT,0.8055,0.8064,0.7949,0.8,3716.8476,2968.83543087
1659207600,2022-07-30 19:00:00,LOKA/USDT,0.8253,0.8253,0.8002,0.8005,5025.7075,4068.82712947
1659204000,2022-07-30 18:00:00,LOKA/USDT,0.8203,0.86,0.8203,0.826,8721.9237,7325.44168508
1659200400,2022-07-30 17:00:00,LOKA/USDT,0.8307,0.8307,0.8155,0.8203,3476.7719,2860.88480556
1659196800,2022-07-30 16:00:00,LOKA/USDT,0.8283,0.8318,0.8067,0.8317,13718.7276,11193.39356361
1659193200,2022-07-30 15:00:00,LOKA/USDT,0.8107,0.8327,0.8097,0.8289,1546.7931,1278.28502658
1659189600,2022-07-30 14:00:00,LOKA/USDT,0.8076,0.8217,0.8076,0.8121,2980.6592,2435.82104593
1659186000,2022-07-30 13:00:00,LOKA/USDT,0.8181,0.825,0.805,0.805,19529.4425,15788.13440147
1659182400,2022-07-30 12:00:00,LOKA/USDT,0.792,0.8222,0.7914,0.8219,4091.8495,3347.48758987
1659178800,2022-07-30 11:00:00,LOKA/USDT,0.782,0.8033,0.782,0.7967,8974.0271,7081.72639745
1659175200,2022-07-30 10:00:00,LOKA/USDT,0.8031,0.8031,0.7795,0.782,2109.7872,1655.1899034
1659171600,2022-07-30 09:00:00,LOKA/USDT,0.8113,0.826,0.8032,0.8032,6218.2988,5053.46638512
1659168000,2022-07-30 08:00:00,LOKA/USDT,0.8022,0.8099,0.7993,0.8096,8278.9203,6664.59585562
1659164400,2022-07-30 07:00:00,LOKA/USDT,0.8005,0.8045,0.7989,0.8031,527.3317,421.73670564
1659160800,2022-07-30 06:00:00,LOKA/USDT,0.7986,0.8003,0.7967,0.7967,1936.208,1545.52550055
1659157200,2022-07-30 05:00:00,LOKA/USDT,0.801,0.8047,0.7988,0.7988,68.8286,55.00309311
1659153600,2022-07-30 04:00:00,LOKA/USDT,0.8074,0.8086,0.8,0.8,5735.9691,4589.31944968
1659150000,2022-07-30 03:00:00,LOKA/USDT,0.8051,0.8191,0.8024,0.8076,4166.9513,3363.96407086
1659146400,2022-07-30 02:00:00,LOKA/USDT,0.8122,0.8245,0.8024,0.8056,5255.6787,4272.08526843
1659142800,2022-07-30 01:00:00,LOKA/USDT,0.7888,0.8346,0.7888,0.8102,17135.0121,13921.81015708
1659139200,2022-07-30 00:00:00,LOKA/USDT,0.7759,0.7888,0.7757,0.7888,683.3437,535.29392711
1659135600,2022-07-29 23:00:00,LOKA/USDT,0.7823,0.7868,0.7759,0.7759,136.4806,106.2994659
1659132000,2022-07-29 22:00:00,LOKA/USDT,0.7755,0.7823,0.7699,0.7823,265.0915,205.2834787
1659128400,2022-07-29 21:00:00,LOKA/USDT,0.7812,0.7867,0.7751,0.7751,1415.4448,1108.66786989
1659124800,2022-07-29 20:00:00,LOKA/USDT,0.772,0.783,0.772,0.7808,401.7783,313.4048047
1659121200,2022-07-29 19:00:00,LOKA/USDT,0.7759,0.7759,0.767,0.767,1333.75,1023.74567399
1659117600,2022-07-29 18:00:00,LOKA/USDT,0.7672,0.7875,0.7672,0.7759,962.6535,751.09366626
1659114000,2022-07-29 17:00:00,LOKA/USDT,0.7685,0.7685,0.7564,0.7671,853.6831,649.96225585
1659110400,2022-07-29 16:00:00,LOKA/USDT,0.8007,0.8007,0.7622,0.771,10883.4544,8409.78155432
1659106800,2022-07-29 15:00:00,LOKA/USDT,0.7889,0.8067,0.7815,0.8012,17770.2821,13940.38019087
1659103200,2022-07-29 14:00:00,LOKA/USDT,0.7973,0.8041,0.7848,0.7893,18176.7941,14411.13472269
1659099600,2022-07-29 13:00:00,LOKA/USDT,0.7616,0.8096,0.7569,0.7988,8508.2892,6605.70072259
1659096000,2022-07-29 12:00:00,LOKA/USDT,0.7707,0.776,0.754,0.7628,2701.0353,2059.82825148
1659092400,2022-07-29 11:00:00,LOKA/USDT,0.8079,0.8096,0.7704,0.7726,2283.0256,1805.76669976
1659088800,2022-07-29 10:00:00,LOKA/USDT,0.8217,0.8217,0.7989,0.806,1487.5838,1198.62428736
1659085200,2022-07-29 09:00:00,LOKA/USDT,0.8135,0.8346,0.8048,0.824,4216.2329,3460.55882396
1659081600,2022-07-29 08:00:00,LOKA/USDT,0.8094,0.8183,0.7928,0.8173,6094.242,4879.212966
1659078000,2022-07-29 07:00:00,LOKA/USDT,0.8384,0.8495,0.8096,0.8096,20346.9722,17009.82004964
1659074400,2022-07-29 06:00:00,LOKA/USDT,0.8118,0.8862,0.8118,0.8391,42366.7418,36064.80748094
1659070800,2022-07-29 05:00:00,LOKA/USDT,0.8334,0.8543,0.8068,0.8136,10214.3925,8519.48015098
1659067200,2022-07-29 04:00:00,LOKA/USDT,0.8132,0.8384,0.8061,0.8318,6232.5888,5098.80909375
1659063600,2022-07-29 03:00:00,LOKA/USDT,0.795,0.8312,0.795,0.8089,1651.0562,1342.87583217
1659060000,2022-07-29 02:00:00,LOKA/USDT,0.8217,0.8263,0.785,0.7929,7937.0872,6327.98106243
1659056400,2022-07-29 01:00:00,LOKA/USDT,0.8492,0.8575,0.8006,0.8184,13650.9372,11353.86081595
1659052800,2022-07-29 00:00:00,LOKA/USDT,0.842,0.8644,0.8028,0.8456,12559.0074,10502.55830938
1659049200,2022-07-28 23:00:00,LOKA/USDT,0.7772,0.8658,0.773,0.8458,22962.9497,19096.25123884
1659045600,2022-07-28 22:00:00,LOKA/USDT,0.7745,0.7889,0.772,0.7766,10416.792,8131.7864276
1659042000,2022-07-28 21:00:00,LOKA/USDT,0.7689,0.8032,0.7689,0.7763,7670.5262,6037.48337163
1659038400,2022-07-28 20:00:00,LOKA/USDT,0.8028,0.8028,0.7662,0.7689,14269.245,11177.29096791
1659034800,2022-07-28 19:00:00,LOKA/USDT,0.752,1.0009,0.7298,0.8037,211847.99682369,178381.124722575932
1659031200,2022-07-28 18:00:00,LOKA/USDT,0.7392,0.7736,0.7184,0.752,9930.4989,7455.86026331
1659027600,2022-07-28 17:00:00,LOKA/USDT,0.7058,0.7453,0.7058,0.7393,9159.7025,6596.40412308
1659024000,2022-07-28 16:00:00,LOKA/USDT,0.7004,0.706,0.7004,0.706,528.9592,372.15793098
1659020400,2022-07-28 15:00:00,LOKA/USDT,0.6883,0.7072,0.6867,0.6995,1415.35,992.84683131
1659016800,2022-07-28 14:00:00,LOKA/USDT,0.6723,0.688,0.6723,0.688,1135.6245,775.11137585
1659013200,2022-07-28 13:00:00,LOKA/USDT,0.6772,0.688,0.6727,0.6727,3739.8898,2539.00365697
1659009600,2022-07-28 12:00:00,LOKA/USDT,0.6914,0.6914,0.6641,0.6772,4475.1382,3007.27272349
1659006000,2022-07-28 11:00:00,LOKA/USDT,0.6806,0.6949,0.6806,0.6949,1668.7316,1151.42299812
1659002400,2022-07-28 10:00:00,LOKA/USDT,0.67,0.6805,0.67,0.6794,204.1976,138.24937352
1658998800,2022-07-28 09:00:00,LOKA/USDT,0.671,0.671,0.6661,0.6674,133.7984,89.372658
1658995200,2022-07-28 08:00:00,LOKA/USDT,0.6665,0.675,0.6622,0.675,7054.4606,4724.06060025
1658991600,2022-07-28 07:00:00,LOKA/USDT,0.6832,0.6832,0.6666,0.6666,2894.5001,1947.28478953
1658988000,2022-07-28 06:00:00,LOKA/USDT,0.681,0.6836,0.6802,0.6836,1695.3392,1155.129269
1658984400,2022-07-28 05:00:00,LOKA/USDT,0.6834,0.6834,0.6812,0.6812,116.7797,79.55531234
1658980800,2022-07-28 04:00:00,LOKA/USDT,0.6856,0.6869,0.6834,0.6835,138.6738,95.10222188
1658977200,2022-07-28 03:00:00,LOKA/USDT,0.6806,0.6848,0.6759,0.6845,325.8373,221.91272201
1658973600,2022-07-28 02:00:00,LOKA/USDT,0.6654,0.6856,0.6648,0.6822,550.327,372.72518282
1658970000,2022-07-28 01:00:00,LOKA/USDT,0.6692,0.6692,0.6656,0.6656,106.5846,71.04584656
1658966400,2022-07-28 00:00:00,LOKA/USDT,0.6722,0.6742,0.67,0.67,110.7864,74.48152173
1658962800,2022-07-27 23:00:00,LOKA/USDT,0.6617,0.6722,0.6617,0.6722,463.2582,308.36068228
1658959200,2022-07-27 22:00:00,LOKA/USDT,0.6586,0.6617,0.6586,0.6617,22.886,15.09547302
1658955600,2022-07-27 21:00:00,LOKA/USDT,0.66,0.66,0.6554,0.6563,321.6491,211.02959684
1658952000,2022-07-27 20:00:00,LOKA/USDT,0.6586,0.6644,0.6586,0.6644,86.2327,57.23423778
1658948400,2022-07-27 19:00:00,LOKA/USDT,0.6596,0.6679,0.6555,0.6561,1104.0221,735.61390141
1658944800,2022-07-27 18:00:00,LOKA/USDT,0.629,0.6595,0.629,0.6588,2760.8747,1786.55286946
1658941200,2022-07-27 17:00:00,LOKA/USDT,0.6336,0.6337,0.629,0.629,103.0111,65.18857097
1658937600,2022-07-27 16:00:00,LOKA/USDT,0.6447,0.6508,0.632,0.6322,1484.9111,957.31455218
1658934000,2022-07-27 15:00:00,LOKA/USDT,0.6449,0.6462,0.6428,0.6428,258.5391,166.98606212
1658930400,2022-07-27 14:00:00,LOKA/USDT,0.6524,0.6568,0.6454,0.6454,1043.1866,674.43455289
1658926800,2022-07-27 13:00:00,LOKA/USDT,0.6419,0.6574,0.64,0.6487,1508.4446,974.9071519
1658923200,2022-07-27 12:00:00,LOKA/USDT,0.628,0.642,0.6267,0.642,212.4324,135.50479584
1658919600,2022-07-27 11:00:00,LOKA/USDT,0.6291,0.632,0.6291,0.632,5.6753,3.58364302
1658916000,2022-07-27 10:00:00,LOKA/USDT,0.629,0.629,0.6273,0.6287,604.9174,379.91701197
1658912400,2022-07-27 09:00:00,LOKA/USDT,0.6386,0.6386,0.6296,0.6296,338.6809,214.8420714
1658908800,2022-07-27 08:00:00,LOKA/USDT,0.6402,0.6451,0.6387,0.64,495.7648,318.55527592
1658905200,2022-07-27 07:00:00,LOKA/USDT,0.6337,0.6413,0.6337,0.6378,3616.4074,2305.38967067
1658901600,2022-07-27 06:00:00,LOKA/USDT,0.6296,0.6344,0.6296,0.6337,413.3274,261.56070263
1658898000,2022-07-27 05:00:00,LOKA/USDT,0.6179,0.629,0.6179,0.629,427.7099,267.07722378
1658894400,2022-07-27 04:00:00,LOKA/USDT,0.6127,0.6188,0.6127,0.6179,436.2246,269.67383512
1658890800,2022-07-27 03:00:00,LOKA/USDT,0.6152,0.6152,0.6087,0.6087,212.8302,129.86514592
1658887200,2022-07-27 02:00:00,LOKA/USDT,0.6245,0.6245,0.616,0.616,79.263,49.10679912
1658883600,2022-07-27 01:00:00,LOKA/USDT,0.6267,0.6281,0.6264,0.6281,9.2379,5.79911998
1658880000,2022-07-27 00:00:00,LOKA/USDT,0.6152,0.628,0.6152,0.626,3130.1425,1947.15377861
1658876400,2022-07-26 23:00:00,LOKA/USDT,0.604,0.6144,0.604,0.6144,4149.1083,2522.12317409
1658872800,2022-07-26 22:00:00,LOKA/USDT,0.596,0.6035,0.596,0.6035,1310.9241,782.99366893
1658869200,2022-07-26 21:00:00,LOKA/USDT,0.5952,0.5952,0.5948,0.5948,15.5525,9.25074348
1658865600,2022-07-26 20:00:00,LOKA/USDT,0.5936,0.5944,0.5905,0.5905,603.4976,357.68899704
1658862000,2022-07-26 19:00:00,LOKA/USDT,0.5927,0.5996,0.59,0.5927,1572.1182,936.45678683
1658858400,2022-07-26 18:00:00,LOKA/USDT,0.5962,0.5962,0.5903,0.5903,821.4707,485.74398227
1658854800,2022-07-26 17:00:00,LOKA/USDT,0.5971,0.6007,0.5963,0.5987,415.0644,248.2635853
1658851200,2022-07-26 16:00:00,LOKA/USDT,0.5938,0.5946,0.5926,0.5926,587.8968,349.51768681
1658847600,2022-07-26 15:00:00,LOKA/USDT,0.5987,0.5987,0.594,0.594,25.1546,15.00560272
1658844000,2022-07-26 14:00:00,LOKA/USDT,0.605,0.605,0.5933,0.5997,1047.9241,627.93743711
1658840400,2022-07-26 13:00:00,LOKA/USDT,0.6044,0.6091,0.6022,0.605,3910.2635,2364.23505087
1658836800,2022-07-26 12:00:00,LOKA/USDT,0.6052,0.6082,0.6045,0.6059,1163.8448,706.41861963
1658833200,2022-07-26 11:00:00,LOKA/USDT,0.6108,0.6124,0.6056,0.6056,121.8821,74.42692022
1658829600,2022-07-26 10:00:00,LOKA/USDT,0.6127,0.6127,0.6094,0.6094,263.0547,160.5559742
1658826000,2022-07-26 09:00:00,LOKA/USDT,0.6166,0.6173,0.6104,0.6173,2338.342,1436.41032904
1658822400,2022-07-26 08:00:00,LOKA/USDT,0.6153,0.6174,0.6153,0.6174,991.6645,610.17489438
1658818800,2022-07-26 07:00:00,LOKA/USDT,0.6104,0.6154,0.6104,0.6154,11005.3062,6723.61579117
1658815200,2022-07-26 06:00:00,LOKA/USDT,0.6152,0.6152,0.6104,0.6105,14706.8189,8977.81340651
1658811600,2022-07-26 05:00:00,LOKA/USDT,0.62,0.62,0.6157,0.6174,1051.8336,647.96517899
1658808000,2022-07-26 04:00:00,LOKA/USDT,0.6218,0.6247,0.6207,0.6207,241.7612,150.06349167
1658804400,2022-07-26 03:00:00,LOKA/USDT,0.6197,0.625,0.6186,0.625,269.5031,168.10388297
1658800800,2022-07-26 02:00:00,LOKA/USDT,0.6175,0.6236,0.6136,0.6236,216.4029,133.98059082
1658797200,2022-07-26 01:00:00,LOKA/USDT,0.6124,0.6174,0.6119,0.6174,1666.0768,1020.73492989
1658793600,2022-07-26 00:00:00,LOKA/USDT,0.6197,0.6217,0.6107,0.6107,1425.2458,878.09997237
1658790000,2022-07-25 23:00:00,LOKA/USDT,0.6302,0.6302,0.6196,0.624,2247.694,1401.76216805
1658786400,2022-07-25 22:00:00,LOKA/USDT,0.6385,0.6385,0.6306,0.6333,1290.2668,815.42513427
1658782800,2022-07-25 21:00:00,LOKA/USDT,0.6386,0.6402,0.6372,0.6372,853.2097,543.8662447
1658779200,2022-07-25 20:00:00,LOKA/USDT,0.6405,0.643,0.6353,0.6385,10061.5998,6426.22139335
1658775600,2022-07-25 19:00:00,LOKA/USDT,0.64,0.6414,0.6334,0.6404,1384.7093,879.29825557
1658772000,2022-07-25 18:00:00,LOKA/USDT,0.642,0.6431,0.6349,0.6431,501.6691,320.28618976
1658768400,2022-07-25 17:00:00,LOKA/USDT,0.6412,0.6462,0.6412,0.6431,11491.1829,7379.02760234
1658764800,2022-07-25 16:00:00,LOKA/USDT,0.6477,0.6477,0.638,0.6401,16157.7473,10320.77560292
1658761200,2022-07-25 15:00:00,LOKA/USDT,0.647,0.6476,0.644,0.6443,498.7393,321.73962577
1658757600,2022-07-25 14:00:00,LOKA/USDT,0.6455,0.6462,0.6421,0.6462,301.4411,194.11807885
1658754000,2022-07-25 13:00:00,LOKA/USDT,0.6512,0.6512,0.6455,0.6496,114.7448,74.37244365
1658750400,2022-07-25 12:00:00,LOKA/USDT,0.656,0.656,0.6513,0.6524,2419.9982,1579.35485758
1658746800,2022-07-25 11:00:00,LOKA/USDT,0.6577,0.6622,0.6568,0.6568,1079.4639,713.06480788
1658743200,2022-07-25 10:00:00,LOKA/USDT,0.6604,0.6604,0.6552,0.6561,2439.8797,1602.53833671
1658739600,2022-07-25 09:00:00,LOKA/USDT,0.6623,0.6669,0.6593,0.6616,3529.8527,2334.88845051
1658736000,2022-07-25 08:00:00,LOKA/USDT,0.649,0.67,0.6396,0.6637,13686.4503,9099.82416546
1658732400,2022-07-25 07:00:00,LOKA/USDT,0.6496,0.6525,0.649,0.649,5963.7324,3873.83387439
1658728800,2022-07-25 06:00:00,LOKA/USDT,0.6701,0.6701,0.6496,0.6496,5041.8087,3282.24329313
1658725200,2022-07-25 05:00:00,LOKA/USDT,0.6691,0.6772,0.6663,0.6712,573.1505,383.7350938
1658721600,2022-07-25 04:00:00,LOKA/USDT,0.656,0.6722,0.6515,0.6703,631.6486,416.91756507
1658718000,2022-07-25 03:00:00,LOKA/USDT,0.6765,0.6766,0.657,0.657,4233.3486,2850.4488962
1658714400,2022-07-25 02:00:00,LOKA/USDT,0.6783,0.6875,0.6764,0.6776,4740.0413,3215.03844312
1658710800,2022-07-25 01:00:00,LOKA/USDT,0.6855,0.6872,0.6764,0.6783,3912.8315,2653.96979367
1658707200,2022-07-25 00:00:00,LOKA/USDT,0.7022,0.72,0.6856,0.6856,9524.7524,6728.43358973
1658703600,2022-07-24 23:00:00,LOKA/USDT,0.689,0.7207,0.6862,0.7021,4677.6904,3332.6535651
1658700000,2022-07-24 22:00:00,LOKA/USDT,0.7016,0.7039,0.689,0.689,2445.9508,1704.90545954
1658696400,2022-07-24 21:00:00,LOKA/USDT,0.6968,0.7057,0.6968,0.7057,900.3323,632.05397101
1658692800,2022-07-24 20:00:00,LOKA/USDT,0.7059,0.7059,0.6938,0.697,11240.7695,7847.44592633
1658689200,2022-07-24 19:00:00,LOKA/USDT,0.7268,0.7309,0.7059,0.7059,6661.9996,4776.96721649
1658685600,2022-07-24 18:00:00,LOKA/USDT,0.7308,0.7476,0.7212,0.7265,7296.4679,5346.3930208
1658682000,2022-07-24 17:00:00,LOKA/USDT,0.7228,0.7642,0.7214,0.7316,25816.249,19181.87685729
1658678400,2022-07-24 16:00:00,LOKA/USDT,0.718,0.7304,0.7042,0.7226,15841.6774,11394.56035604
1658674800,2022-07-24 15:00:00,LOKA/USDT,0.6958,0.7969,0.6958,0.7165,39467.1354,28587.93966603
1658671200,2022-07-24 14:00:00,LOKA/USDT,0.7,0.7088,0.6856,0.6924,4331.9771,3011.14417054
1658667600,2022-07-24 13:00:00,LOKA/USDT,0.6788,0.7178,0.6782,0.7002,6305.4727,4422.08347082
1658664000,2022-07-24 12:00:00,LOKA/USDT,0.6856,0.6938,0.6753,0.6753,8154.3267,5562.16574848
1658660400,2022-07-24 11:00:00,LOKA/USDT,0.6848,0.7199,0.6805,0.6849,17604.3041,12425.00337116
1658656800,2022-07-24 10:00:00,LOKA/USDT,0.6879,0.7058,0.6722,0.6856,3732.5649,2575.53772299
1658653200,2022-07-24 09:00:00,LOKA/USDT,0.6971,0.6994,0.676,0.6847,7017.3827,4808.60441695
1658649600,2022-07-24 08:00:00,LOKA/USDT,0.6735,0.7788,0.6735,0.6974,83048.7293,60950.81167417
1658646000,2022-07-24 07:00:00,LOKA/USDT,0.6476,0.7241,0.6476,0.6713,7654.4714,5133.95266276
1658642400,2022-07-24 06:00:00,LOKA/USDT,0.643,0.6444,0.6414,0.6444,2.0874,1.34173331
1658638800,2022-07-24 05:00:00,LOKA/USDT,0.638,0.6476,0.638,0.642,761.7477,490.02746366
1658635200,2022-07-24 04:00:00,LOKA/USDT,0.6361,0.6361,0.6346,0.6346,19.4206,12.34839823
1658631600,2022-07-24 03:00:00,LOKA/USDT,0.6414,0.6414,0.6366,0.6366,25.3537,16.22091406
1658628000,2022-07-24 02:00:00,LOKA/USDT,0.638,0.6449,0.6331,0.6449,1282.7554,819.09799783
1658624400,2022-07-24 01:00:00,LOKA/USDT,0.6414,0.6449,0.6346,0.6346,3930.4994,2524.87935871
1658620800,2022-07-24 00:00:00,LOKA/USDT,0.6197,0.6436,0.6197,0.638,2559.4797,1616.12147098
1658617200,2022-07-23 23:00:00,LOKA/USDT,0.6171,0.627,0.6158,0.6158,2428.7234,1511.5213795
1658613600,2022-07-23 22:00:00,LOKA/USDT,0.6097,0.6163,0.6097,0.6163,72.8031,44.60313855
1658610000,2022-07-23 21:00:00,LOKA/USDT,0.6053,0.6093,0.6044,0.6093,828.55,502.00280409
1658606400,2022-07-23 20:00:00,LOKA/USDT,0.5996,0.6048,0.5996,0.6022,451.7667,272.64546158
1658602800,2022-07-23 19:00:00,LOKA/USDT,0.5952,0.5987,0.5909,0.5987,416.8421,247.39152371
1658599200,2022-07-23 18:00:00,LOKA/USDT,0.596,0.6,0.595,0.5953,392.4165,234.30014358
1658595600,2022-07-23 17:00:00,LOKA/USDT,0.6033,0.6033,0.596,0.5979,184.1534,110.41173076
1658592000,2022-07-23 16:00:00,LOKA/USDT,0.6074,0.6087,0.604,0.604,12.0108,7.28023774
1658588400,2022-07-23 15:00:00,LOKA/USDT,0.6057,0.607,0.6057,0.6067,819.8214,497.38546393
1658584800,2022-07-23 14:00:00,LOKA/USDT,0.6098,0.6098,0.6022,0.6022,3103.0048,1882.5321673
1658581200,2022-07-23 13:00:00,LOKA/USDT,0.6068,0.612,0.6068,0.612,107.9513,65.93341988
1658577600,2022-07-23 12:00:00,LOKA/USDT,0.605,0.6061,0.599,0.6061,973.37,587.60905048
1658574000,2022-07-23 11:00:00,LOKA/USDT,0.6108,0.6129,0.6033,0.605,1956.445,1191.85365838
1658570400,2022-07-23 10:00:00,LOKA/USDT,0.6209,0.623,0.6112,0.6112,1261.9822,782.8847929
1658566800,2022-07-23 09:00:00,LOKA/USDT,0.6163,0.62,0.616,0.62,29.8972,18.47902784
1658563200,2022-07-23 08:00:00,LOKA/USDT,0.6173,0.6292,0.6172,0.6172,4217.7498,2620.15406401
1658559600,2022-07-23 07:00:00,LOKA/USDT,0.6302,0.6302,0.6147,0.6147,1269.1438,788.74690963
1658556000,2022-07-23 06:00:00,LOKA/USDT,0.632,0.6346,0.6267,0.6312,2292.9223,1449.24934266
1658552400,2022-07-23 05:00:00,LOKA/USDT,0.6296,0.636,0.6296,0.633,282.1193,178.48777792
1658548800,2022-07-23 04:00:00,LOKA/USDT,0.6245,0.6292,0.6244,0.6292,1039.5894,649.32771813
1658545200,2022-07-23 03:00:00,LOKA/USDT,0.6244,0.6263,0.6224,0.625,2373.3665,1482.51844679
1658541600,2022-07-23 02:00:00,LOKA/USDT,0.624,0.6296,0.624,0.6287,1798.6054,1126.58074538
1658538000,2022-07-23 01:00:00,LOKA/USDT,0.616,0.6257,0.616,0.6252,2227.3244,1388.62664861
1658534400,2022-07-23 00:00:00,LOKA/USDT,0.6097,0.6152,0.6068,0.6152,788.6298,482.27467269
1658530800,2022-07-22 23:00:00,LOKA/USDT,0.6108,0.6108,0.61,0.61,730.3835,445.53504188
1658527200,2022-07-22 22:00:00,LOKA/USDT,0.6115,0.6151,0.6115,0.6151,980.5506,600.29181279
1658523600,2022-07-22 21:00:00,LOKA/USDT,0.612,0.612,0.6071,0.6115,1549.6217,944.7911213
1658520000,2022-07-22 20:00:00,LOKA/USDT,0.6192,0.621,0.6126,0.6153,1696.4282,1045.78851665
1658516400,2022-07-22 19:00:00,LOKA/USDT,0.63,0.631,0.6176,0.6176,806.5787,505.70699657
1658512800,2022-07-22 18:00:00,LOKA/USDT,0.63,0.63,0.63,0.63,165.3,104.139
1658509200,2022-07-22 17:00:00,LOKA/USDT,0.6312,0.6332,0.628,0.628,2538.1214,1604.43446049
1658505600,2022-07-22 16:00:00,LOKA/USDT,0.6312,0.6312,0.6278,0.6278,2548.143,1604.86788796
1658502000,2022-07-22 15:00:00,LOKA/USDT,0.645,0.6452,0.6259,0.6311,1963.8143,1239.67135081
1658498400,2022-07-22 14:00:00,LOKA/USDT,0.638,0.6493,0.6361,0.6471,3233.1229,2080.40641225
1658494800,2022-07-22 13:00:00,LOKA/USDT,0.6547,0.6588,0.6362,0.6429,7059.1805,4586.00556474
1658491200,2022-07-22 12:00:00,LOKA/USDT,0.663,0.6669,0.6497,0.6497,2787.7209,1845.5242922
1658487600,2022-07-22 11:00:00,LOKA/USDT,0.6615,0.6616,0.6593,0.6616,750.6732,496.63188783
1658484000,2022-07-22 10:00:00,LOKA/USDT,0.6609,0.664,0.6609,0.6613,372.0187,245.88591624
1658480400,2022-07-22 09:00:00,LOKA/USDT,0.6552,0.6659,0.6552,0.662,1590.3604,1050.50239732
1658476800,2022-07-22 08:00:00,LOKA/USDT,0.6479,0.6552,0.6479,0.6552,1315.001,856.78903966
1658473200,2022-07-22 07:00:00,LOKA/USDT,0.65,0.6529,0.6476,0.6505,790.5193,512.92443232
1658469600,2022-07-22 06:00:00,LOKA/USDT,0.646,0.6499,0.6435,0.6489,1504.5026,972.205344
1658466000,2022-07-22 05:00:00,LOKA/USDT,0.6362,0.646,0.6362,0.646,189.6117,121.22929992
1658462400,2022-07-22 04:00:00,LOKA/USDT,0.6496,0.6496,0.6305,0.6346,4487.0415,2859.11847891
1658458800,2022-07-22 03:00:00,LOKA/USDT,0.6713,0.6713,0.6471,0.6489,7598.7811,4979.52298929
1658455200,2022-07-22 02:00:00,LOKA/USDT,0.6687,0.6722,0.6666,0.6722,960.5466,644.25598371
1658451600,2022-07-22 01:00:00,LOKA/USDT,0.6733,0.6733,0.6692,0.6694,1658.1871,1110.5158272
1658448000,2022-07-22 00:00:00,LOKA/USDT,0.6632,0.6772,0.6632,0.6702,1416.7693,946.44271508
1658444400,2022-07-21 23:00:00,LOKA/USDT,0.6638,0.6638,0.6613,0.6613,589.9811,391.41309286
1658440800,2022-07-21 22:00:00,LOKA/USDT,0.6701,0.6701,0.6625,0.6625,116.0524,77.21835062
1658437200,2022-07-21 21:00:00,LOKA/USDT,0.6687,0.6762,0.6667,0.6704,4435.42,2970.06811229
1658433600,2022-07-21 20:00:00,LOKA/USDT,0.6651,0.6686,0.6651,0.6661,1763.9316,1173.97349061
1658430000,2022-07-21 19:00:00,LOKA/USDT,0.6692,0.6707,0.6609,0.6651,2285.3598,1518.78840323
1658426400,2022-07-21 18:00:00,LOKA/USDT,0.6715,0.6721,0.6655,0.6655,1241.4402,832.37308213
