https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DPET,Volume USDT
1643673600,2022-02-01 00:00:00,DPET/USDT,0.45,0.4881,0.4357,0.482,104547.74675575,48539.03031826892
1643587200,2022-01-31 00:00:00,DPET/USDT,0.4503,0.4731,0.415,0.4499,106290.9656535,47429.832771775791
1643500800,2022-01-30 00:00:00,DPET/USDT,0.4504,0.4838,0.4379,0.4523,107130.65208404,48029.026446146925
1643414400,2022-01-29 00:00:00,DPET/USDT,0.4266,0.5044,0.4137,0.4528,161737.37351569,72645.201813081317
1643328000,2022-01-28 00:00:00,DPET/USDT,0.4174,0.4286,0.404,0.4266,88865.51529727,37037.67068648246
1643241600,2022-01-27 00:00:00,DPET/USDT,0.4264,0.4315,0.3882,0.4179,140562.46680311,57334.627547328939
1643155200,2022-01-26 00:00:00,DPET/USDT,0.4001,0.486,0.3994,0.4247,157415.2340927,67039.64895529274
1643068800,2022-01-25 00:00:00,DPET/USDT,0.3907,0.4165,0.3761,0.4021,120776.7713882,47774.699500758049
1642982400,2022-01-24 00:00:00,DPET/USDT,0.451,0.4547,0.3413,0.3907,229849.00501489,90590.366055435726
1642896000,2022-01-23 00:00:00,DPET/USDT,0.4107,0.5444,0.41,0.4547,317753.30012167,150049.154715218067
1642809600,2022-01-22 00:00:00,DPET/USDT,0.4063,0.4374,0.3588,0.4127,135009.74025072,53925.875528429283
1642723200,2022-01-21 00:00:00,DPET/USDT,0.4864,0.4891,0.3843,0.4095,172404.64147365,77486.949096138813
1642636800,2022-01-20 00:00:00,DPET/USDT,0.5203,0.5532,0.4784,0.4879,141375.09207513,74438.417196119485
1642550400,2022-01-19 00:00:00,DPET/USDT,0.5854,0.5875,0.5069,0.5224,162000.39381813,87258.881798118276
1642464000,2022-01-18 00:00:00,DPET/USDT,0.6667,0.6809,0.54,0.5868,330331.41825181,193154.340814409257
1642377600,2022-01-17 00:00:00,DPET/USDT,0.7332,0.7697,0.627,0.6695,209468.25643656,145363.834238841691
1642291200,2022-01-16 00:00:00,DPET/USDT,0.7269,0.7646,0.704,0.737,127575.52962395,93810.934476232081
1642204800,2022-01-15 00:00:00,DPET/USDT,0.7633,0.7748,0.718,0.7256,208659.70752443,155800.510312479444
1642118400,2022-01-14 00:00:00,DPET/USDT,0.6418,1,0.6266,0.7636,951817.13428196,755749.265474120357
1642032000,2022-01-13 00:00:00,DPET/USDT,0.7008,0.7246,0.615,0.6445,214340.60846055,143646.27417394088
1641945600,2022-01-12 00:00:00,DPET/USDT,0.7169,0.7238,0.6765,0.7008,127237.53147834,88832.318479764862
1641859200,2022-01-11 00:00:00,DPET/USDT,0.7414,0.7659,0.6542,0.7199,196243.37449685,140397.279106050157
1641772800,2022-01-10 00:00:00,DPET/USDT,1.0247,1.0484,0.6917,0.7405,510481.30159385,414712.685500106387
1641686400,2022-01-09 00:00:00,DPET/USDT,1.0175,1.0315,0.98,1.031,75332.96241833,75951.368132943133
1641600000,2022-01-08 00:00:00,DPET/USDT,1.094,1.1012,0.9659,1.0122,96721.69449198,100452.648567371106
1641513600,2022-01-07 00:00:00,DPET/USDT,1.1963,1.2299,1.0822,1.0982,82905.75612017,94048.944013255636
1641427200,2022-01-06 00:00:00,DPET/USDT,1.2407,1.3022,1.1614,1.2036,86436.67018744,105309.941129819454
1641340800,2022-01-05 00:00:00,DPET/USDT,1.4185,1.4253,1.2375,1.2407,87387.89751558,115059.131326990394
1641254400,2022-01-04 00:00:00,DPET/USDT,1.4052,1.4972,1.3504,1.4252,97494.49714819,137402.321225223882
1641168000,2022-01-03 00:00:00,DPET/USDT,1.4621,1.519,1.3767,1.4128,82342.41368951,120300.209688238685
1641081600,2022-01-02 00:00:00,DPET/USDT,1.4562,1.5612,1.4062,1.468,101455.3709483,148273.857479632773
1640995200,2022-01-01 00:00:00,DPET/USDT,1.3871,1.4649,1.3552,1.463,84203.19590525,118458.56890530761
1640908800,2021-12-31 00:00:00,DPET/USDT,1.265,1.4377,1.235,1.3928,106963.36129085,141786.661889033752
1640822400,2021-12-30 00:00:00,DPET/USDT,1.3388,1.3562,1.2606,1.2712,89330.98238214,117935.414775300139
1640736000,2021-12-29 00:00:00,DPET/USDT,1.391,1.4928,1.283,1.3461,98805.57587625,136089.307105944594
1640649600,2021-12-28 00:00:00,DPET/USDT,1.6242,1.627,1.35,1.3965,91018.41596371,135388.924443982456
